VMI,152,NC State,2678
7:59,2678,Tyler Creammer made Free Throw.,13,35
7:42,152,Lavar Batts Jr. missed Layup.,13,35
7:42,2678,VMI Defensive Rebound.,13,35
7:29,152,Foul on Darius Hicks.,13,35
7:29,2678,Bubba Parham made Free Throw.,14,35
7:29,2678,Bubba Parham made Free Throw.,15,35
7:20,152,Sam Hunt made Three Point Jumper. Assisted by Lavar Batts Jr..,15,38
7:09,2678,Greg Parham missed Layup.,15,38
7:09,152,Omer Yurtseven Block.,15,38
7:09,2678,VMI Offensive Rebound.,15,38
6:51,2678,Greg Parham made Layup.,17,38
6:37,152,Omer Yurtseven made Jumper. Assisted by Markell Johnson.,17,40
6:19,2678,Bubba Parham Turnover.,17,40
6:19,2678,Foul on Bubba Parham.,17,40
6:09,152,Sam Hunt missed Three Point Jumper.,17,40
6:09,2678,Greg Parham Defensive Rebound.,17,40
6:03,152,Foul on Markell Johnson.,17,40
6:03,2678,Will Miller missed Free Throw.,17,40
6:03,2678,VMI Deadball Team Rebound.,17,40
6:03,2678,Will Miller made Free Throw.,18,40
6:00,152,Lavar Batts Jr. missed Three Point Jumper.,18,40
6:00,152,Allerik Freeman Offensive Rebound.,18,40
5:52,2678,Foul on Garrett Gilkeson.,18,40
5:40,152,Lavar Batts Jr. missed Free Throw.,18,40
5:40,152,NC State Deadball Team Rebound.,18,40
5:40,152,Lavar Batts Jr. made Free Throw.,18,41
5:25,2678,Tyler Creammer made Layup. Assisted by Garrett Gilkeson.,20,41
5:07,2678,Foul on Tyler Creammer.,20,41
5:07,152,Omer Yurtseven missed Free Throw.,20,41
5:07,152,NC State Deadball Team Rebound.,20,41
5:07,152,Omer Yurtseven made Free Throw.,20,42
5:02,2678,Jordan Ratliffe missed Three Point Jumper.,20,42
5:02,152,NC State Defensive Rebound.,20,42
4:41,152,Omer Yurtseven made Jumper.,20,44
4:11,152,Foul on Allerik Freeman.,20,44
4:11,2678,Tyler Creammer missed Free Throw.,20,44
4:11,2678,VMI Deadball Team Rebound.,20,44
4:11,2678,Tyler Creammer made Free Throw.,21,44
4:08,152,Lavar Batts Jr. made Layup.,21,46
3:43,2678,Keith Smith made Three Point Jumper. Assisted by Will Miller.,24,46
3:31,152,Allerik Freeman missed Three Point Jumper.,24,46
3:31,2678,Tyler Creammer Defensive Rebound.,24,46
3:19,2678,Keith Smith made Layup.,26,46
2:59,152,Omer Yurtseven Turnover.,26,46
2:57,2678,Jordan Ratliffe Steal.,26,46
2:54,152,Foul on Lavar Batts Jr..,26,46
2:54,152,Official TV Timeout,26,46
2:54,2678,Jordan Ratliffe made Free Throw.,27,46
2:54,2678,Jordan Ratliffe made Free Throw.,28,46
2:33,152,Shaun Kirk made Dunk.,28,48
1:51,2678,VMI  Turnover.,28,48
1:51,152,Allerik Freeman missed Layup.,28,48
1:51,152,Allerik Freeman Offensive Rebound.,28,48
1:50,2678,Foul on Jordan Ratliffe.,28,48
1:47,152,Allerik Freeman made Free Throw.,28,49
1:41,152,Allerik Freeman made Free Throw.,28,50
1:34,2678,Jordan Ratliffe Turnover.,28,50
1:22,152,Sam Hunt Steal.,28,50
1:19,152,Sam Hunt made Three Point Jumper.,28,53
1:10,2678,Jordan Ratliffe made Layup.,30,53
1:00,2678,Foul on Tyler Creammer.,30,53
1:00,152,Allerik Freeman missed Free Throw.,30,53
1:00,152,NC State Deadball Team Rebound.,30,53
1:00,152,Allerik Freeman made Free Throw.,30,54
0:58,152,Foul on Lennard Freeman.,30,54
0:58,2678,Keith Smith made Free Throw.,31,54
0:58,2678,Keith Smith made Free Throw.,32,54
0:33,152,Sam Hunt missed Three Point Jumper.,32,54
0:33,2678,Austin Vereen Defensive Rebound.,32,54
0:32,152,Foul on Shaun Kirk.,32,54
0:32,2678,Austin Vereen made Free Throw.,33,54
0:32,2678,Austin Vereen made Free Throw.,34,54
0:27,152,NC State  Timeout,34,54
0:04,152,Allerik Freeman missed Layup.,34,54
0:04,152,Lennard Freeman Offensive Rebound.,34,54
0:01,152,Lennard Freeman made Two Point Tip Shot.,34,56
0:00,152,End of 1st half,34,56
19:42,2678,Tyler Creammer missed Jumper.,34,56
19:42,152,Torin Dorn Defensive Rebound.,34,56
19:32,152,Torin Dorn missed Three Point Jumper.,34,56
19:32,2678,Tyler Creammer Defensive Rebound.,34,56
19:22,2678,Tyler Creammer made Layup. Assisted by Keith Smith.,36,56
19:11,2678,Foul on Tyler Creammer.,36,56
18:52,152,Markell Johnson missed Three Point Jumper.,36,56
18:52,2678,Bubba Parham Defensive Rebound.,36,56
18:27,2678,Bubba Parham missed Three Point Jumper.,36,56
18:27,152,Torin Dorn Defensive Rebound.,36,56
18:21,152,Allerik Freeman made Three Point Jumper. Assisted by Markell Johnson.,36,59
17:58,2678,Garrett Gilkeson Turnover.,36,59
17:55,152,Allerik Freeman Steal.,36,59
17:45,152,Allerik Freeman missed Three Point Jumper.,36,59
17:45,2678,Bubba Parham Defensive Rebound.,36,59
17:33,2678,Garrett Gilkeson Turnover.,36,59
17:30,152,Sam Hunt Steal.,36,59
17:18,152,Lennard Freeman missed Layup.,36,59
17:18,152,Torin Dorn Offensive Rebound.,36,59
17:16,152,Torin Dorn made Layup.,36,61
16:56,2678,Bubba Parham missed Three Point Jumper.,36,61
16:56,152,Markell Johnson Defensive Rebound.,36,61
16:47,152,Markell Johnson Turnover.,36,61
16:27,152,Foul on Lennard Freeman.,36,61
16:27,2678,Bubba Parham made Free Throw.,37,61
16:27,2678,Bubba Parham made Free Throw.,38,61
16:19,152,Lennard Freeman missed Jumper.,38,61
16:19,152,Torin Dorn Offensive Rebound.,38,61
16:13,152,Torin Dorn missed Layup.,38,61
16:13,2678,Fred Iruafemi Defensive Rebound.,38,61
16:08,2678,Austin Vereen missed Three Point Jumper.,38,61
16:08,152,Lennard Freeman Defensive Rebound.,38,61
15:47,152,Allerik Freeman missed Jumper.,38,61
15:47,2678,Austin Vereen Defensive Rebound.,38,61
15:29,2678,Keith Smith missed Three Point Jumper.,38,61
15:29,2678,VMI Offensive Rebound.,38,61
15:28,152,Official TV Timeout,38,61
15:28,2678,Fred Iruafemi Turnover.,38,61
15:09,2678,Foul on Jordan Ratliffe.,38,61
15:00,152,Markell Johnson made Layup.,38,63
14:41,152,Foul on Lavar Batts Jr..,38,63
14:41,2678,Jordan Ratliffe missed Free Throw.,38,63
14:41,2678,VMI Deadball Team Rebound.,38,63
14:41,2678,Jordan Ratliffe made Free Throw.,39,63
14:36,152,Omer Yurtseven made Dunk. Assisted by Markell Johnson.,39,65
14:22,2678,Austin Vereen missed Jumper.,39,65
14:22,152,Omer Yurtseven Defensive Rebound.,39,65
14:12,2678,Foul on Sarju Patel.,39,65
14:09,152,Sam Hunt made Three Point Jumper. Assisted by Markell Johnson.,39,68
14:01,2678,Austin Vereen missed Three Point Jumper.,39,68
14:01,152,Omer Yurtseven Defensive Rebound.,39,68
13:45,2678,Foul on Fred Iruafemi.,39,68
13:42,152,Torin Dorn made Layup.,39,70
13:42,2678,Foul on Myles Lewis.,39,70
13:42,152,Torin Dorn made Free Throw.,39,71
13:37,2678,Myles Lewis missed Layup.,39,71
13:37,152,Omer Yurtseven Block.,39,71
13:36,2678,Myles Lewis Offensive Rebound.,39,71
13:31,152,Foul on Omer Yurtseven.,39,71
13:31,2678,Tyler Creammer missed Free Throw.,39,71
13:30,2678,VMI Deadball Team Rebound.,39,71
13:29,2678,Tyler Creammer made Free Throw.,40,71
13:29,2678,Jordan Ratliffe Steal.,40,71
13:21,2678,Foul on Tyler Creammer.,40,71
13:21,152,Lavar Batts Jr. missed Free Throw.,40,71
13:21,152,NC State Deadball Team Rebound.,40,71
13:21,152,Lavar Batts Jr. missed Free Throw.,40,71
13:21,2678,Myles Lewis Defensive Rebound.,40,71
13:16,152,Foul on Torin Dorn.,40,71
12:54,2678,Will Miller Turnover.,40,71
12:51,152,Omer Yurtseven missed Jumper.,40,71
12:51,152,Darius Hicks Offensive Rebound.,40,71
12:41,152,Markell Johnson missed Jumper.,40,71
12:41,152,Omer Yurtseven Offensive Rebound.,40,71
12:29,152,Darius Hicks made Layup. Assisted by Markell Johnson.,40,73
12:20,2678,Will Miller made Layup. Assisted by Jordan Ratliffe.,42,73
11:52,152,Markell Johnson missed Layup.,42,73
11:52,2678,Keith Smith Defensive Rebound.,42,73
11:44,2678,Jordan Ratliffe missed Layup.,42,73
11:44,2678,Sarju Patel Offensive Rebound.,42,73
11:27,2678,Sarju Patel made Three Point Jumper. Assisted by Myles Lewis.,45,73
11:08,2678,Foul on Myles Lewis.,45,73
11:08,152,Omer Yurtseven made Free Throw.,45,74
11:08,152,Omer Yurtseven made Free Throw.,45,75
11:01,2678,Greg Parham missed Three Point Jumper.,45,75
11:01,152,Allerik Freeman Defensive Rebound.,45,75
10:48,2678,Foul on Will Miller.,45,75
10:48,152,Lennard Freeman made Free Throw.,45,76
10:48,152,Lennard Freeman made Free Throw.,45,77
10:37,2678,Jordan Ratliffe Turnover.,45,77
10:28,152,Darius Hicks missed Jumper.,45,77
10:28,2678,Jordan Ratliffe Defensive Rebound.,45,77
10:15,2678,Jordan Ratliffe missed Layup.,45,77
10:15,152,Allerik Freeman Defensive Rebound.,45,77
10:06,152,Sam Hunt missed Three Point Jumper.,45,77
10:06,152,Darius Hicks Offensive Rebound.,45,77
10:02,152,Lennard Freeman made Layup. Assisted by Darius Hicks.,45,79
9:52,152,Foul on Torin Dorn.,45,79
9:41,2678,Sarju Patel missed Layup.,45,79
9:41,152,Lennard Freeman Block.,45,79
9:39,152,NC State Defensive Rebound.,45,79
9:28,152,Lennard Freeman made Layup. Assisted by Markell Johnson.,45,81
9:28,2678,Foul on Will Miller.,45,81
9:28,152,Lennard Freeman made Free Throw.,45,82
9:09,152,Foul on Allerik Freeman.,45,82
9:03,152,Foul on Allerik Freeman.,45,82
9:03,2678,Will Miller missed Free Throw.,45,82
9:03,152,Lennard Freeman Defensive Rebound.,45,82
8:48,152,Sam Hunt Turnover.,45,82
8:23,2678,Will Miller missed Jumper.,45,82
8:23,2678,Garrett Gilkeson Offensive Rebound.,45,82
8:17,2678,Bubba Parham made Three Point Jumper. Assisted by Garrett Gilkeson.,48,82
7:55,152,Sam Hunt made Jumper.,48,84
7:38,2678,Sarju Patel made Layup.,50,84
7:27,2678,Foul on Greg Parham.,50,84
7:27,152,Official TV Timeout,50,84
7:27,152,Lennard Freeman made Free Throw.,50,85
7:27,152,Lennard Freeman made Free Throw.,50,86
7:23,2678,Garrett Gilkeson Turnover.,50,86
7:22,152,Markell Johnson Steal.,50,86
7:20,152,Lavar Batts Jr. made Layup. Assisted by Markell Johnson.,50,88
7:02,2678,Bubba Parham made Three Point Jumper.,53,88
6:46,152,Markell Johnson made Layup.,53,90
6:46,2678,Foul on Garrett Gilkeson.,53,90
6:46,152,Markell Johnson made Free Throw.,53,91
6:34,152,Foul on Markell Johnson.,53,91
6:34,2678,Bubba Parham made Free Throw.,54,91
6:34,2678,Bubba Parham made Free Throw.,55,91
6:34,2678,Bubba Parham made Free Throw.,56,91
6:29,152,Allerik Freeman Turnover.,56,91
6:28,2678,Bubba Parham Steal.,56,91
6:02,2678,Sarju Patel missed Three Point Jumper.,56,91
6:02,152,Lennard Freeman Defensive Rebound.,56,91
5:48,152,Allerik Freeman missed Layup.,56,91
5:48,2678,Greg Parham Defensive Rebound.,56,91
5:34,2678,Tyler Creammer missed Layup.,56,91
5:34,152,Shaun Kirk Block.,56,91
5:34,2678,VMI Offensive Rebound.,56,91
5:33,2678,Bubba Parham missed Three Point Jumper.,56,91
5:33,152,Shaun Kirk Defensive Rebound.,56,91
5:29,152,Shaun Kirk Turnover.,56,91
5:17,152,Foul on Markell Johnson.,56,91
5:17,2678,Bubba Parham made Free Throw.,57,91
5:17,2678,Bubba Parham made Free Throw.,58,91
5:00,152,Allerik Freeman made Jumper.,58,93
4:54,152,Foul on Lavar Batts Jr..,58,93
4:54,2678,Keith Smith missed Free Throw.,58,93
4:54,2678,VMI Deadball Team Rebound.,58,93
4:54,2678,Keith Smith made Free Throw.,59,93
4:42,152,Allerik Freeman missed Three Point Jumper.,59,93
4:42,2678,VMI Defensive Rebound.,59,93
4:40,152,Foul on Lavar Batts Jr..,59,93
4:40,2678,Bubba Parham made Free Throw.,60,93
4:40,2678,Bubba Parham made Free Throw.,61,93
4:27,152,Shaun Kirk missed Jumper.,61,93
4:27,2678,VMI Defensive Rebound.,61,93
4:20,2678,Sarju Patel missed Jumper.,61,93
4:20,2678,Sarju Patel Offensive Rebound.,61,93
4:15,2678,Bubba Parham missed Three Point Jumper.,61,93
4:15,152,Torin Dorn Defensive Rebound.,61,93
3:55,152,Omer Yurtseven missed Jumper.,61,93
3:55,2678,Fred Iruafemi Block.,61,93
3:55,152,NC State Offensive Rebound.,61,93
3:54,152,Official TV Timeout,61,93
3:39,152,Allerik Freeman made Layup. Assisted by Lavar Batts Jr..,61,95
3:22,152,Foul on Omer Yurtseven.,61,95
3:22,2678,Austin Vereen missed Free Throw.,61,95
3:22,2678,VMI Deadball Team Rebound.,61,95
3:22,2678,Austin Vereen made Free Throw.,62,95
3:08,152,Omer Yurtseven missed Jumper.,62,95
3:08,152,Shaun Kirk Offensive Rebound.,62,95
3:05,152,Shaun Kirk missed Dunk.,62,95
3:05,2678,Bubba Parham Defensive Rebound.,62,95
2:58,2678,Bubba Parham made Layup.,64,95
2:40,152,Torin Dorn missed Three Point Jumper.,64,95
2:40,2678,Jordan Ratliffe Defensive Rebound.,64,95
2:19,152,Foul on Omer Yurtseven.,64,95
2:19,2678,Myles Lewis made Free Throw.,65,95
2:19,2678,Myles Lewis missed Free Throw.,65,95
2:19,152,Omer Yurtseven Defensive Rebound.,65,95
2:06,152,Darius Hicks made Layup.,65,97
1:52,2678,Bubba Parham missed Three Point Jumper.,65,97
1:52,152,NC State Defensive Rebound.,65,97
1:31,152,Allerik Freeman made Layup.,65,99
1:04,2678,Ta'Vonne Bond Turnover.,65,99
1:03,152,Darius Hicks Steal.,65,99
0:53,2678,Foul on Fred Iruafemi.,65,99
0:53,152,Omer Yurtseven missed Free Throw.,65,99
0:53,152,NC State Deadball Team Rebound.,65,99
0:53,152,Omer Yurtseven made Free Throw.,65,100
0:47,2678,Myles Lewis made Layup. Assisted by Jordan Ratliffe.,67,100
0:26,152,Lavar Batts Jr. made Jumper.,67,102
0:11,2678,Myles Lewis Turnover.,67,102
0:00,152,End of Game,67,102
