La Verne,Error,Santa Clara,2541
14:15,2541,Josip Vrankic Defensive Rebound.,7,18
14:07,-1,Foul on Alec Vucinich.,7,18
14:05,2541,Kai Healy made Three Point Jumper. Assisted by Matt Hauser.,7,21
13:56,-1,Jarid Taylor missed Three Point Jumper.,7,21
13:56,2541,Kai Healy Defensive Rebound.,7,21
13:47,2541,Matt Hauser missed Three Point Jumper.,7,21
13:47,-1,Juan Eason Ii Defensive Rebound.,7,21
13:32,-1,Jarid Taylor missed Jumper.,7,21
13:32,2541,Kai Healy Defensive Rebound.,7,21
13:25,2541,Henry Caruso made Three Point Jumper. Assisted by KJ Feagin.,7,24
13:21,-1,La Verne  Timeout,7,24
13:20,-1,Brandon Rice made Three Point Jumper. Assisted by Cole Currie.,10,24
12:53,2541,Matt Hauser Turnover.,10,24
12:28,-1,Ryan McHenry missed Three Point Jumper.,10,24
12:28,2541,Kai Healy Defensive Rebound.,10,24
12:21,2541,Shaquille Walters made Layup. Assisted by Kai Healy.,10,26
12:08,-1,Connor Head made Three Point Jumper.,13,26
11:54,2541,Kai Healy made Layup. Assisted by Matt Hauser.,13,28
11:46,-1,Connor Head missed Layup.,13,28
11:46,2541,Josip Vrankic Defensive Rebound.,13,28
11:40,2541,Kai Healy missed Jumper.,13,28
11:40,-1,Alec Vucinich Defensive Rebound.,13,28
11:19,-1,Brandon Rice made Jumper. Assisted by Alec Vucinich.,15,28
11:10,-1,Foul on Cole Currie.,15,28
11:10,2541,Official TV Timeout,15,28
11:10,2541,Matt Hauser missed Free Throw.,15,28
11:10,-1,Brandon Rice Defensive Rebound.,15,28
10:49,-1,Brandon Rice made Three Point Jumper. Assisted by Victor Costa.,18,28
10:38,2541,Emmanuel Ndumanya made Layup. Assisted by Matt Hauser.,18,30
10:31,-1,Jamaal Willis Turnover.,18,30
10:23,2541,KJ Feagin made Layup.,18,32
10:13,2541,Foul on Matt Turner.,18,32
10:13,-1,Cole Currie made Free Throw.,19,32
10:13,-1,Cole Currie missed Free Throw.,19,32
10:13,2541,Henry Caruso Defensive Rebound.,19,32
10:05,2541,Matt Turner made Jumper. Assisted by KJ Feagin.,19,34
9:50,-1,Victor Costa missed Jumper.,19,34
9:50,-1,Brandon Rice Offensive Rebound.,19,34
9:48,2541,Foul on Emmanuel Ndumanya.,19,34
9:45,-1,Victor Costa Turnover.,19,34
9:40,2541,Emmanuel Ndumanya Turnover.,19,34
9:37,2541,Foul on Emmanuel Ndumanya.,19,34
9:23,-1,Brandon Rice missed Layup.,19,34
9:23,2541,Josip Vrankic Defensive Rebound.,19,34
9:13,2541,Jarvis Pugh made Layup.,19,36
9:01,2541,Foul on Josip Vrankic.,19,36
9:01,-1,Connor Head made Free Throw.,20,36
8:46,2541,KJ Feagin made Three Point Jumper. Assisted by Matt Hauser.,20,39
8:33,-1,Cole Currie missed Three Point Jumper.,20,39
8:33,2541,Henry Caruso Defensive Rebound.,20,39
8:25,2541,KJ Feagin Turnover.,20,39
8:22,-1,Connor Head Steal.,20,39
8:21,-1,Ryan McHenry made Layup. Assisted by Victor Costa.,22,39
8:03,2541,Henry Caruso made Layup. Assisted by Josip Vrankic.,22,41
7:44,2541,Foul on Matt Hauser.,22,41
7:44,2541,Official TV Timeout,22,41
7:44,-1,Jarid Taylor made Free Throw.,23,41
7:44,-1,Jarid Taylor made Free Throw.,24,41
7:35,2541,KJ Feagin missed Three Point Jumper.,24,41
7:35,2541,Henry Caruso Offensive Rebound.,24,41
7:29,2541,Matt Hauser made Three Point Jumper. Assisted by Henry Caruso.,24,44
7:10,-1,Juan Eason Ii made Three Point Jumper. Assisted by Jamaal Willis.,27,44
6:58,2541,Jarvis Pugh Turnover.,27,44
6:50,-1,Connor Head Turnover.,27,44
6:49,2541,KJ Feagin Steal.,27,44
6:47,2541,KJ Feagin made Layup.,27,46
6:32,-1,Jordan Allen Turnover.,27,46
6:32,2541,Henrik Jadersten Steal.,27,46
6:26,2541,KJ Feagin missed Three Point Jumper.,27,46
6:26,-1,Jordan Allen Defensive Rebound.,27,46
6:11,-1,Connor Head made Three Point Jumper.,30,46
5:54,2541,KJ Feagin missed Layup.,30,46
5:54,-1,Dylan McElligott Block.,30,46
5:52,-1,Dylan McElligott Defensive Rebound.,30,46
5:48,-1,Connor Head made Layup.,32,46
5:48,2541,Foul on Jarvis Pugh.,32,46
5:48,-1,Connor Head made Free Throw.,33,46
5:44,2541,Shaquille Walters made Layup.,33,48
5:44,-1,Foul on Connor Head.,33,48
5:44,2541,Shaquille Walters made Free Throw.,33,49
5:28,-1,Juan Eason Ii missed Three Point Jumper.,33,49
5:28,2541,KJ Feagin Defensive Rebound.,33,49
5:20,2541,KJ Feagin made Jumper.,33,51
5:08,-1,Brandon Rice missed Three Point Jumper.,33,51
5:08,2541,KJ Feagin Defensive Rebound.,33,51
4:48,2541,Henrik Jadersten missed Layup.,33,51
4:48,-1,Tevin McClain Defensive Rebound.,33,51
4:46,2541,Foul on Henrik Jadersten.,33,51
4:46,-1,Tevin McClain made Free Throw.,34,51
4:46,-1,Tevin McClain made Free Throw.,35,51
4:39,2541,Matt Turner missed Three Point Jumper.,35,51
4:39,2541,Henrik Jadersten Offensive Rebound.,35,51
4:37,-1,Foul on Brandon Rice.,35,51
4:37,2541,Henrik Jadersten made Free Throw.,35,52
4:37,2541,Henrik Jadersten made Free Throw.,35,53
4:05,-1,Cole Currie missed Layup.,35,53
4:05,-1,Cole Currie Offensive Rebound.,35,53
4:05,-1,Cole Currie made Layup.,37,53
4:01,2541,Henrik Jadersten made Layup. Assisted by Matt Hauser.,37,55
3:49,-1,Victor Costa missed Three Point Jumper.,37,55
3:49,2541,Shaquille Walters Defensive Rebound.,37,55
3:35,2541,Matt Turner made Three Point Jumper. Assisted by Henrik Jadersten.,37,58
3:10,2541,Foul on Shaquille Walters.,37,58
3:10,2541,Official TV Timeout,37,58
3:10,-1,Ryan McHenry missed Free Throw.,37,58
3:10,-1,La Verne Deadball Team Rebound.,37,58
3:10,-1,Ryan McHenry missed Free Throw.,37,58
3:10,2541,Shaquille Walters Defensive Rebound.,37,58
3:03,-1,Foul on Zach Hearn.,37,58
3:03,2541,Josip Vrankic made Free Throw.,37,59
3:03,2541,Josip Vrankic made Free Throw.,37,60
2:54,-1,Cole Currie Turnover.,37,60
2:37,2541,Josip Vrankic Turnover.,37,60
2:37,2541,Foul on Josip Vrankic.,37,60
2:29,-1,Alec Vucinich made Three Point Jumper. Assisted by Victor Costa.,40,60
2:16,2541,Matt Hauser Turnover.,40,60
2:03,-1,Victor Costa missed Three Point Jumper.,40,60
2:03,-1,La Verne Offensive Rebound.,40,60
1:50,-1,Zach Hearn Turnover.,40,60
1:43,2541,Matt Hauser made Layup.,40,62
1:34,-1,Victor Costa made Jumper.,42,62
1:06,-1,Foul on Tevin McClain.,42,62
1:06,2541,KJ Feagin made Free Throw.,42,63
1:06,2541,KJ Feagin made Free Throw.,42,64
0:39,-1,Cole Currie made Layup.,44,64
0:27,2541,Shaquille Walters made Jumper.,44,66
0:00,-1,Cole Currie missed Jumper.,44,66
0:00,-1,Zach Hearn Offensive Rebound.,44,66
0:00,2541,End of 1st half,44,66
19:44,-1,Brandon Rice missed Layup.,44,66
19:44,2541,Henry Caruso Defensive Rebound.,44,66
19:36,2541,Jarvis Pugh Turnover.,44,66
19:23,-1,Connor Head missed Layup.,44,66
19:23,-1,Connor Head Offensive Rebound.,44,66
19:20,-1,Connor Head missed Layup.,44,66
19:20,2541,Emmanuel Ndumanya Defensive Rebound.,44,66
19:08,-1,Foul on Brandon Rice.,44,66
18:59,2541,Jarvis Pugh missed Layup.,44,66
18:59,-1,Connor Head Block.,44,66
18:59,2541,Santa Clara Offensive Rebound.,44,66
18:56,2541,Henry Caruso missed Jumper.,44,66
18:56,-1,Connor Head Defensive Rebound.,44,66
18:47,-1,Ryan McHenry missed Layup.,44,66
18:47,2541,Jarvis Pugh Block.,44,66
18:46,2541,Jarvis Pugh Defensive Rebound.,44,66
18:40,2541,Henry Caruso made Layup. Assisted by Matt Hauser.,44,68
18:27,-1,Jamaal Willis missed Three Point Jumper.,44,68
18:27,2541,Jarvis Pugh Defensive Rebound.,44,68
18:17,2541,KJ Feagin made Three Point Jumper. Assisted by Jarvis Pugh.,44,71
17:55,2541,Foul on Emmanuel Ndumanya.,44,71
17:55,-1,Victor Costa Turnover.,44,71
17:55,-1,La Verne  Timeout,44,71
17:55,2541,Official TV Timeout,44,71
17:47,2541,Henry Caruso missed Three Point Jumper.,44,71
17:47,-1,Brandon Rice Defensive Rebound.,44,71
17:37,2541,Foul on Jarvis Pugh.,44,71
17:28,-1,Alec Vucinich missed Three Point Jumper.,44,71
17:28,2541,Matt Hauser Defensive Rebound.,44,71
17:07,-1,Foul on Evan Gustafson.,44,71
17:04,2541,Matt Hauser missed Three Point Jumper.,44,71
17:04,-1,Victor Costa Defensive Rebound.,44,71
16:55,-1,Evan Gustafson made Layup. Assisted by Juan Eason Ii.,46,71
16:41,2541,Matt Hauser made Layup.,46,73
16:23,-1,Cole Currie Turnover.,46,73
16:12,2541,KJ Feagin missed Layup.,46,73
16:12,-1,Alec Vucinich Defensive Rebound.,46,73
16:01,-1,Victor Costa made Layup. Assisted by Cole Currie.,48,73
15:28,2541,KJ Feagin missed Three Point Jumper.,48,73
15:28,-1,La Verne Defensive Rebound.,48,73
15:24,2541,Official TV Timeout,48,73
15:13,2541,Foul on KJ Feagin.,48,73
15:04,-1,Connor Head missed Three Point Jumper.,48,73
15:04,2541,Santa Clara Defensive Rebound.,48,73
14:45,2541,Kai Healy made Jumper.,48,75
14:31,-1,Victor Costa made Three Point Jumper. Assisted by Evan Gustafson.,51,75
14:07,-1,Foul on Evan Gustafson.,51,75
14:07,2541,Emmanuel Ndumanya made Free Throw.,51,76
14:07,2541,Emmanuel Ndumanya made Free Throw.,51,77
13:59,-1,Connor Head Turnover.,51,77
13:50,2541,Kai Healy missed Three Point Jumper.,51,77
13:50,2541,Emmanuel Ndumanya Offensive Rebound.,51,77
13:47,-1,Foul on Brandon Rice.,51,77
13:44,2541,Matt Turner missed Three Point Jumper.,51,77
13:44,2541,Emmanuel Ndumanya Offensive Rebound.,51,77
13:40,-1,Foul on Brandon Rice.,51,77
13:34,2541,Shaquille Walters made Layup. Assisted by Jarvis Pugh.,51,79
13:24,-1,Victor Costa Turnover.,51,79
13:06,-1,Foul on Dylan McElligott.,51,79
13:06,2541,Emmanuel Ndumanya missed Free Throw.,51,79
13:06,2541,Santa Clara Deadball Team Rebound.,51,79
13:06,2541,Emmanuel Ndumanya missed Free Throw.,51,79
13:06,-1,Victor Costa Defensive Rebound.,51,79
12:41,-1,Dylan McElligott Turnover.,51,79
12:41,-1,Foul on Dylan McElligott.,51,79
12:23,2541,Matt Turner missed Three Point Jumper.,51,79
12:23,-1,Connor Head Defensive Rebound.,51,79
12:15,-1,Dylan McElligott Turnover.,51,79
12:06,2541,KJ Feagin missed Layup.,51,79
12:06,2541,Henrik Jadersten Offensive Rebound.,51,79
11:54,-1,Foul on Connor Head.,51,79
11:54,2541,Official TV Timeout,51,79
11:54,2541,KJ Feagin made Free Throw.,51,80
11:54,2541,KJ Feagin made Free Throw.,51,81
11:46,-1,Juan Eason Ii Turnover.,51,81
11:46,2541,Matt Hauser Steal.,51,81
11:40,2541,Shaquille Walters missed Layup.,51,81
11:40,-1,Ryan McHenry Block.,51,81
11:38,-1,Cole Currie Defensive Rebound.,51,81
11:31,2541,Foul on Jarvis Pugh.,51,81
11:11,-1,Victor Costa missed Layup.,51,81
11:11,2541,Matt Turner Block.,51,81
11:11,-1,Victor Costa Offensive Rebound.,51,81
11:11,2541,Foul on Henrik Jadersten.,51,81
11:11,-1,Victor Costa missed Free Throw.,51,81
11:11,-1,La Verne Deadball Team Rebound.,51,81
11:11,-1,Victor Costa missed Free Throw.,51,81
11:11,-1,La Verne Deadball Team Rebound.,51,81
11:06,2541,Foul on Jarvis Pugh.,51,81
11:00,-1,Jarid Taylor Turnover.,51,81
10:48,-1,Foul on Jarid Taylor.,51,81
10:48,2541,Josip Vrankic made Free Throw.,51,82
10:48,2541,Josip Vrankic made Free Throw.,51,83
10:38,-1,Alec Vucinich made Three Point Jumper. Assisted by Cole Currie.,54,83
10:22,-1,Foul on Cole Currie.,54,83
10:22,2541,Henry Caruso made Free Throw.,54,84
10:22,2541,Henry Caruso made Free Throw.,54,85
10:03,-1,Cole Currie missed Layup.,54,85
10:03,2541,Henry Caruso Defensive Rebound.,54,85
9:48,2541,Shaquille Walters made Layup. Assisted by Josip Vrankic.,54,87
9:29,2541,Foul on Henry Caruso.,54,87
9:29,-1,Alec Vucinich missed Free Throw.,54,87
9:29,-1,La Verne Offensive Rebound.,54,87
9:23,-1,Zach Hearn missed Layup.,54,87
9:23,2541,Josip Vrankic Block.,54,87
9:22,-1,Anthony Hamilton Offensive Rebound.,54,87
9:09,-1,Anthony Hamilton made Layup.,56,87
9:04,2541,Matt Turner made Layup.,56,89
9:04,2541,Matt Turner missed Free Throw.,56,89
9:04,-1,Evan Gustafson Defensive Rebound.,56,89
8:55,-1,Connor Head made Layup.,58,89
8:38,2541,Henry Caruso Turnover.,58,89
8:27,-1,Michael Curley missed Three Point Jumper.,58,89
8:27,2541,Josip Vrankic Defensive Rebound.,58,89
8:17,2541,Shaquille Walters made Layup. Assisted by KJ Feagin.,58,91
8:17,-1,Foul on Connor Head.,58,91
8:17,2541,Shaquille Walters missed Free Throw.,58,91
8:17,-1,Michael Curley Defensive Rebound.,58,91
8:11,2541,Foul on Josip Vrankic.,58,91
8:11,-1,Jarid Taylor made Free Throw.,59,91
8:11,-1,Jarid Taylor made Free Throw.,60,91
8:00,2541,Shaquille Walters made Layup.,60,93
7:48,-1,Victor Costa Turnover.,60,93
7:48,2541,Official TV Timeout,60,93
7:35,2541,Matt Turner made Jumper. Assisted by KJ Feagin.,60,95
7:19,-1,Jarid Taylor made Layup.,62,95
7:07,2541,KJ Feagin made Layup.,62,97
6:54,-1,Jarid Taylor made Jumper. Assisted by Michael Curley.,64,97
6:28,2541,Kai Healy made Layup.,64,99
6:09,-1,Jarid Taylor Turnover.,64,99
5:57,2541,Shaquille Walters Turnover.,64,99
5:43,-1,Jarid Taylor missed Layup.,64,99
5:43,2541,Matt Turner Defensive Rebound.,64,99
5:36,2541,Josip Vrankic missed Three Point Jumper.,64,99
5:36,2541,Julian Roche Offensive Rebound.,64,99
5:30,2541,Julian Roche Turnover.,64,99
5:30,-1,Jordan Allen Steal.,64,99
5:23,2541,Foul on Kai Healy.,64,99
5:23,-1,Jordan Allen missed Free Throw.,64,99
5:23,2541,Shaquille Walters Defensive Rebound.,64,99
5:08,2541,Josip Vrankic made Layup. Assisted by Matt Turner.,64,101
5:08,-1,Foul on Michael Curley.,64,101
5:08,2541,Josip Vrankic made Free Throw.,64,102
4:52,-1,Zach Hearn Turnover.,64,102
4:51,-1,La Verne  Timeout,64,102
4:42,2541,Matt Turner made Jumper.,64,104
4:27,-1,Michael Curley Turnover.,64,104
4:27,2541,Kai Healy Steal.,64,104
4:12,2541,Julian Roche made Jumper.,64,106
3:51,-1,Tevin McClain missed Jumper.,64,106
3:51,2541,Josip Vrankic Block.,64,106
3:50,2541,Josip Vrankic Defensive Rebound.,64,106
3:47,2541,Kai Healy missed Three Point Jumper.,64,106
3:47,-1,Jordan Allen Defensive Rebound.,64,106
3:32,-1,Dylan McElligott made Layup. Assisted by Michael Curley.,66,106
3:20,2541,Josip Vrankic made Layup. Assisted by Matt Turner.,66,108
3:20,-1,Foul on Anthony Hamilton.,66,108
3:20,2541,Official TV Timeout,66,108
3:20,2541,Josip Vrankic made Free Throw.,66,109
3:06,2541,Foul on Matt Turner.,66,109
3:06,-1,Michael Curley made Free Throw.,67,109
3:06,-1,Michael Curley made Free Throw.,68,109
2:53,-1,Foul on Zach Hearn.,68,109
2:53,2541,Shaquille Walters made Free Throw.,68,110
2:53,2541,Shaquille Walters made Free Throw.,68,111
2:44,-1,Ronald Graham made Jumper. Assisted by Anthony Hamilton.,70,111
2:26,2541,Matt Turner missed Three Point Jumper.,70,111
2:26,2541,Johnny Sawyer Offensive Rebound.,70,111
2:14,2541,Shaquille Walters made Three Point Jumper. Assisted by Matt Jasaitis.,70,114
2:00,-1,Ronald Graham Turnover.,70,114
1:59,2541,Julian Roche Steal.,70,114
1:56,2541,Julian Roche made Dunk. Assisted by Matt Turner.,70,116
1:40,-1,Dylan McElligott missed Jumper.,70,116
1:40,-1,Anthony Hamilton Offensive Rebound.,70,116
1:37,2541,Foul on Julian Roche.,70,116
1:37,-1,Anthony Hamilton missed Free Throw.,70,116
1:37,-1,La Verne Deadball Team Rebound.,70,116
1:37,-1,Anthony Hamilton missed Free Throw.,70,116
1:37,2541,Shaquille Walters Defensive Rebound.,70,116
1:22,2541,Matt Jasaitis missed Three Point Jumper.,70,116
1:22,2541,Julian Roche Offensive Rebound.,70,116
1:19,2541,Julian Roche made Layup.,70,118
0:59,-1,Luke Edwards Turnover.,70,118
0:56,-1,Foul on Ronald Graham.,70,118
0:56,2541,Matt Turner made Free Throw.,70,119
0:56,2541,Matt Turner made Free Throw.,70,120
0:45,-1,Anthony Hamilton Turnover.,70,120
0:42,2541,Matt Turner Turnover.,70,120
0:40,2541,Foul on Matt Turner.,70,120
0:32,-1,Anthony Hamilton missed Jumper.,70,120
0:32,2541,Matt Turner Defensive Rebound.,70,120
0:00,2541,End of Game,70,120
