Delaware,71,Bradley,48
7:06,48,Cazmon Hayes missed Jumper.,17,10
7:06,48,Barnett Harris Offensive Rebound.,17,10
7:03,48,Barnett Harris made Jumper.,19,10
6:43,48,Foul on Ryan Daly.,19,10
6:43,71,Bradley  Timeout,19,10
6:43,71,Koch Bar missed Free Throw.,19,10
6:43,71,Koch Bar Offensive Rebound.,19,10
6:21,71,Dwayne Lautier-Ogunleye missed Jumper.,19,10
6:21,48,Barnett Harris Block.,19,10
6:19,48,Cazmon Hayes Defensive Rebound.,19,10
6:02,48,Anthony Mosley made Jumper. Assisted by Barnett Harris.,21,10
5:49,48,Foul on Barnett Harris.,21,10
5:49,71,Darrell Brown made Free Throw.,21,11
5:49,71,Darrell Brown made Free Throw.,21,12
5:42,48,Devonne Pinkard missed Three Point Jumper.,21,12
5:42,71,Darrell Brown Defensive Rebound.,21,12
5:35,71,Darrell Brown Turnover.,21,12
5:34,48,Anthony Mosley Steal.,21,12
5:30,48,Darian Bryant missed Jumper.,21,12
5:30,48,Devonne Pinkard Offensive Rebound.,21,12
5:27,48,Devonne Pinkard made Jumper.,23,12
5:14,71,Darrell Brown missed Three Point Jumper.,23,12
5:14,48,Cazmon Hayes Defensive Rebound.,23,12
4:49,48,Barnett Harris made Jumper.,25,12
4:34,71,Koch Bar missed Jumper.,25,12
4:34,48,Cazmon Hayes Defensive Rebound.,25,12
4:21,48,Anthony Mosley missed Layup.,25,12
4:21,71,Antoine Pittman Defensive Rebound.,25,12
4:12,48,Foul on Barnett Harris.,25,12
4:12,71,Antoine Pittman missed Free Throw.,25,12
4:12,71,Bradley Deadball Team Rebound.,25,12
4:12,71,Antoine Pittman missed Free Throw.,25,12
4:12,48,Cazmon Hayes Defensive Rebound.,25,12
4:05,48,Delaware  Timeout,25,12
3:47,48,Darian Bryant missed Three Point Jumper.,25,12
3:47,71,Jayden Hodgson Defensive Rebound.,25,12
3:45,71,Foul on Ronnie Suggs.,25,12
3:26,48,Anthony Mosley missed Jumper.,25,12
3:26,71,Donte Thomas Block.,25,12
3:24,71,Alex Foster Defensive Rebound.,25,12
3:19,71,Jayden Hodgson missed Three Point Jumper.,25,12
3:19,48,Delaware Defensive Rebound.,25,12
3:01,48,Cazmon Hayes missed Three Point Jumper.,25,12
3:01,71,Donte Thomas Defensive Rebound.,25,12
2:31,71,Donte Thomas missed Jumper.,25,12
2:31,48,Devonne Pinkard Defensive Rebound.,25,12
2:11,48,Cazmon Hayes missed Jumper.,25,12
2:11,71,Alex Foster Block.,25,12
2:09,71,Darrell Brown Defensive Rebound.,25,12
2:05,71,Darrell Brown Turnover.,25,12
2:04,48,Devonne Pinkard Steal.,25,12
2:01,48,Darian Bryant made Jumper. Assisted by Devonne Pinkard.,27,12
1:40,48,Foul on Devonne Pinkard.,27,12
1:40,71,Alex Foster made Free Throw.,27,13
1:40,71,Alex Foster missed Free Throw.,27,13
1:40,48,Chivarsky Corbett Defensive Rebound.,27,13
1:15,48,Chivarsky Corbett made Layup. Assisted by Barnett Harris.,29,13
1:03,71,Alex Foster made Jumper. Assisted by Darrell Brown.,29,15
0:48,48,Ryan Daly made Jumper.,31,15
0:25,71,Antoine Pittman Turnover.,31,15
0:24,48,Anthony Mosley Steal.,31,15
0:24,48,Delaware  Timeout,31,15
0:03,48,Chivarsky Corbett made Three Point Jumper.,34,15
0:00,71,End of 1st half,34,15
19:44,71,Dwayne Lautier-Ogunleye missed Three Point Jumper.,34,15
19:44,48,Devonne Pinkard Defensive Rebound.,34,15
19:20,48,Eric Carter made Jumper.,36,15
18:56,48,Foul on Chivarsky Corbett.,36,15
18:56,71,JoJo McGlaston made Free Throw.,36,16
18:56,71,JoJo McGlaston made Free Throw.,36,17
18:48,71,Foul on Jayden Hodgson.,36,17
18:46,71,Foul on Dwayne Lautier-Ogunleye.,36,17
18:46,48,Devonne Pinkard made Free Throw.,37,17
18:46,48,Devonne Pinkard made Free Throw.,38,17
18:32,71,Alex Foster made Jumper. Assisted by Luuk van Bree.,38,19
18:32,48,Foul on Devonne Pinkard.,38,19
18:32,71,Alex Foster made Free Throw.,38,20
18:02,48,Delaware  Turnover.,38,20
17:53,71,Alex Foster Turnover.,38,20
17:52,48,Cazmon Hayes Steal.,38,20
17:49,48,Cazmon Hayes made Layup.,40,20
17:37,71,Alex Foster missed Jumper.,40,20
17:37,48,Eric Carter Defensive Rebound.,40,20
17:31,71,Foul on Alex Foster.,40,20
17:28,48,Darian Bryant made Free Throw.,41,20
17:28,48,Darian Bryant missed Free Throw.,41,20
17:28,71,JoJo McGlaston Defensive Rebound.,41,20
17:14,71,JoJo McGlaston made Three Point Jumper. Assisted by Darrell Brown.,41,23
16:58,48,Anthony Mosley Turnover.,41,23
16:57,71,Darrell Brown Steal.,41,23
16:56,71,Darrell Brown made Layup.,41,25
16:28,48,Chivarsky Corbett missed Three Point Jumper.,41,25
16:28,71,Luuk van Bree Defensive Rebound.,41,25
16:17,71,Dwayne Lautier-Ogunleye missed Jumper.,41,25
16:17,48,Anthony Mosley Defensive Rebound.,41,25
15:55,48,Cazmon Hayes missed Layup.,41,25
15:55,48,Cazmon Hayes Offensive Rebound.,41,25
15:52,48,Cazmon Hayes missed Jumper.,41,25
15:52,71,Koch Bar Defensive Rebound.,41,25
15:46,71,JoJo McGlaston missed Three Point Jumper.,41,25
15:46,48,Darian Bryant Defensive Rebound.,41,25
15:36,48,Delaware  Timeout,41,25
15:23,48,Ryan Daly missed Three Point Jumper.,41,25
15:23,48,Eric Carter Offensive Rebound.,41,25
15:00,48,Anthony Mosley made Layup.,43,25
15:00,71,Foul on Antoine Pittman.,43,25
15:00,48,Delaware  Timeout,43,25
15:00,48,Anthony Mosley made Free Throw.,44,25
14:47,48,Foul on Ryan Daly.,44,25
14:47,71,JoJo McGlaston missed Free Throw.,44,25
14:47,71,Bradley Deadball Team Rebound.,44,25
14:47,71,JoJo McGlaston made Free Throw.,44,26
14:25,48,Darian Bryant missed Jumper.,44,26
14:25,71,JoJo McGlaston Defensive Rebound.,44,26
14:08,71,Ronnie Suggs missed Three Point Jumper.,44,26
14:08,48,Delaware Defensive Rebound.,44,26
13:46,48,Eric Carter Turnover.,44,26
13:45,71,Ronnie Suggs Steal.,44,26
13:39,48,Foul on Eric Carter.,44,26
13:37,71,Darrell Brown made Free Throw.,44,27
13:37,71,Darrell Brown made Free Throw.,44,28
13:29,48,Anthony Mosley missed Jumper.,44,28
13:29,71,Ronnie Suggs Defensive Rebound.,44,28
13:28,48,Foul on Skye Johnson.,44,28
13:21,48,Foul on Skye Johnson.,44,28
13:15,71,Ronnie Suggs missed Three Point Jumper.,44,28
13:15,71,Ronnie Suggs Offensive Rebound.,44,28
13:01,71,Alex Foster made Layup. Assisted by Nate Kennell.,44,30
12:49,48,Devonne Pinkard made Layup. Assisted by Ryan Daly.,46,30
12:49,71,Foul on Alex Foster.,46,30
12:49,48,Devonne Pinkard made Free Throw.,47,30
12:20,71,Ronnie Suggs Turnover.,47,30
12:18,48,Barnett Harris Steal.,47,30
11:56,48,Barnett Harris missed Jumper.,47,30
11:56,48,Ryan Daly Offensive Rebound.,47,30
11:54,71,Foul on Jayden Hodgson.,47,30
11:54,48,Delaware  Timeout,47,30
11:54,48,Ryan Daly missed Free Throw.,47,30
11:54,48,Delaware Deadball Team Rebound.,47,30
11:54,48,Ryan Daly missed Free Throw.,47,30
11:54,71,JoJo McGlaston Defensive Rebound.,47,30
11:31,71,Ronnie Suggs missed Three Point Jumper.,47,30
11:31,48,Anthony Mosley Defensive Rebound.,47,30
10:58,48,Delaware  Turnover.,47,30
10:40,71,Darrell Brown made Three Point Jumper. Assisted by Luuk van Bree.,47,33
10:17,48,Barnett Harris Turnover.,47,33
10:17,48,Foul on Barnett Harris.,47,33
9:54,71,Dwayne Lautier-Ogunleye missed Three Point Jumper.,47,33
9:54,48,Chivarsky Corbett Defensive Rebound.,47,33
9:31,71,Foul on Nate Kennell.,47,33
9:31,48,Devonne Pinkard made Free Throw.,48,33
9:31,48,Devonne Pinkard made Free Throw.,49,33
9:11,71,Callum Barker missed Jumper.,49,33
9:11,71,Callum Barker Offensive Rebound.,49,33
9:09,48,Foul on Eric Carter.,49,33
9:09,71,Callum Barker missed Free Throw.,49,33
9:09,48,Chivarsky Corbett Defensive Rebound.,49,33
9:09,71,Foul on Luuk van Bree.,49,33
9:09,48,Chivarsky Corbett made Free Throw.,50,33
9:09,48,Chivarsky Corbett made Free Throw.,51,33
8:58,71,Nate Kennell made Three Point Jumper. Assisted by Dwayne Lautier-Ogunleye.,51,36
8:27,48,Devonne Pinkard made Jumper. Assisted by Cazmon Hayes.,53,36
8:11,71,Luuk van Bree made Jumper.,53,38
7:57,48,Devonne Pinkard missed Three Point Jumper.,53,38
7:57,71,Dwayne Lautier-Ogunleye Defensive Rebound.,53,38
7:44,71,Nate Kennell missed Three Point Jumper.,53,38
7:44,48,Cazmon Hayes Defensive Rebound.,53,38
7:12,48,Devonne Pinkard missed Three Point Jumper.,53,38
7:12,48,Skye Johnson Offensive Rebound.,53,38
6:39,48,Delaware  Turnover.,53,38
6:39,71,Bradley  Timeout,53,38
6:24,71,Dwayne Lautier-Ogunleye missed Jumper.,53,38
6:24,48,Darian Bryant Defensive Rebound.,53,38
6:06,48,Cazmon Hayes Turnover.,53,38
6:06,71,Dwayne Lautier-Ogunleye Steal.,53,38
5:53,71,Darrell Brown missed Layup.,53,38
5:53,48,Cazmon Hayes Defensive Rebound.,53,38
5:45,71,Foul on Darrell Brown.,53,38
5:45,48,Anthony Mosley made Free Throw.,54,38
5:45,48,Anthony Mosley made Free Throw.,55,38
5:35,71,JoJo McGlaston made Jumper.,55,40
5:01,48,Darian Bryant missed Three Point Jumper.,55,40
5:01,71,Dwayne Lautier-Ogunleye Defensive Rebound.,55,40
4:53,71,JoJo McGlaston missed Three Point Jumper.,55,40
4:53,48,Darian Bryant Defensive Rebound.,55,40
4:24,48,Cazmon Hayes missed Three Point Jumper.,55,40
4:24,71,Dwayne Lautier-Ogunleye Defensive Rebound.,55,40
4:18,71,Dwayne Lautier-Ogunleye Turnover.,55,40
4:16,48,Anthony Mosley Steal.,55,40
4:09,48,Delaware  Timeout,55,40
3:50,48,Darian Bryant made Three Point Jumper. Assisted by Anthony Mosley.,58,40
3:33,71,Darrell Brown made Jumper.,58,42
2:55,48,Cazmon Hayes made Layup.,60,42
2:37,71,Antoine Pittman missed Three Point Jumper.,60,42
2:37,48,Darian Bryant Defensive Rebound.,60,42
2:11,71,Foul on Darrell Brown.,60,42
2:11,48,Anthony Mosley missed Free Throw.,60,42
2:11,48,Delaware Deadball Team Rebound.,60,42
2:11,48,Anthony Mosley made Free Throw.,61,42
1:52,48,Foul on Anthony Mosley.,61,42
1:52,71,Ronnie Suggs made Free Throw.,61,43
1:52,71,Ronnie Suggs made Free Throw.,61,44
1:26,48,Anthony Mosley made Layup.,63,44
1:09,71,Ronnie Suggs made Three Point Jumper. Assisted by Jayden Hodgson.,63,47
0:32,48,Eric Carter missed Jumper.,63,47
0:32,71,Jayden Hodgson Defensive Rebound.,63,47
0:21,71,Ronnie Suggs made Jumper.,63,49
0:00,71,End of Game,63,49
