SIU-Edwardsville,2226,Florida Atlantic,2565
10:08,2226,Foul on Gerdarius Troutman.,21,14
9:55,2565,Christian Ellis Turnover.,21,14
9:55,2565,Foul on Christian Ellis.,21,14
9:41,2226,Jeantal Cylla missed Three Point Jumper.,21,14
9:41,2565,SIU-Edwardsville Deadball Team Rebound.,21,14
9:38,2226,Foul on Marcus Neely.,21,14
9:14,2565,Carlos Anderson Turnover.,21,14
9:13,2226,Nick Rutherford Steal.,21,14
9:07,2226,Nick Rutherford missed Layup.,21,14
9:07,2565,Keenan Simmons Block.,21,14
9:05,2565,Keenan Simmons Defensive Rebound.,21,14
8:59,2565,Justin Benton missed Jumper.,21,14
8:59,2565,Keenan Simmons Offensive Rebound.,21,14
8:56,2565,Keenan Simmons missed Layup.,21,14
8:56,2226,Florida Atlantic Defensive Rebound.,21,14
8:38,2226,William Pfister made Layup. Assisted by Gerdarius Troutman.,21,16
8:29,2226,Foul on Jailyn Ingram.,21,16
8:29,2565,Justin Benton made Free Throw.,22,16
8:29,2565,Justin Benton made Free Throw.,23,16
8:21,2226,William Pfister Turnover.,23,16
8:06,2565,Carlos Anderson Turnover.,23,16
7:47,2565,Foul on Jalen Henry.,23,16
7:47,2226,Official TV Timeout,23,16
7:44,2226,Gerdarius Troutman made Three Point Jumper. Assisted by Nick Rutherford.,23,19
7:15,2226,Foul on Ronald Delph.,23,19
7:15,2565,Jalen Henry made Free Throw.,24,19
7:15,2565,Jalen Henry made Free Throw.,25,19
7:06,2226,Gerdarius Troutman made Three Point Jumper. Assisted by Nick Rutherford.,25,22
6:41,2226,Foul on Nick Rutherford.,25,22
6:41,2565,Justin Benton made Free Throw.,26,22
6:41,2565,Justin Benton missed Free Throw.,26,22
6:41,2226,Ronald Delph Defensive Rebound.,26,22
6:35,2226,Gerdarius Troutman missed Jumper.,26,22
6:35,2565,Jalen Henry Defensive Rebound.,26,22
6:28,2565,Brandon Jackson missed Layup.,26,22
6:28,2226,Nick Rutherford Block.,26,22
6:25,2226,Jeantal Cylla Defensive Rebound.,26,22
6:12,2226,Gerdarius Troutman made Three Point Jumper. Assisted by Nick Rutherford.,26,25
5:36,2565,Burak Eslik missed Layup.,26,25
5:36,2226,Gerdarius Troutman Defensive Rebound.,26,25
5:28,2226,Jeantal Cylla missed Layup.,26,25
5:28,2226,Jailyn Ingram Offensive Rebound.,26,25
5:24,2226,Jailyn Ingram missed Jumper.,26,25
5:24,2565,Brandon Jackson Defensive Rebound.,26,25
5:16,2565,Tre Harris made Jumper.,28,25
5:13,2226,Florida Atlantic  Timeout,28,25
5:02,2565,Foul on Carlos Anderson.,28,25
5:02,2226,William Pfister missed Free Throw.,28,25
5:02,2226,Florida Atlantic Deadball Team Rebound.,28,25
5:02,2226,William Pfister missed Free Throw.,28,25
5:02,2565,Keenan Simmons Defensive Rebound.,28,25
4:52,2565,SIU-Edwardsville  Timeout,28,25
4:35,2565,Tre Harris missed Three Point Jumper.,28,25
4:35,2565,SIU-Edwardsville Deadball Team Rebound.,28,25
4:33,2565,SIU-Edwardsville  Turnover.,28,25
4:13,2226,Gerdarius Troutman missed Three Point Jumper.,28,25
4:13,2226,Nick Rutherford Offensive Rebound.,28,25
4:09,2226,Frank Booker missed Three Point Jumper.,28,25
4:09,2226,Jailyn Ingram Offensive Rebound.,28,25
4:04,2226,Jailyn Ingram missed Jumper.,28,25
4:02,2565,SIU-Edwardsville Deadball Team Rebound.,28,25
4:00,2226,Foul on William Pfister.,28,25
3:59,2226,Official TV Timeout,28,25
3:59,2565,Jalen Henry made Free Throw.,29,25
3:59,2565,Jalen Henry made Free Throw.,30,25
3:41,2226,Jailyn Ingram missed Layup.,30,25
3:41,2565,Tre Harris Defensive Rebound.,30,25
3:25,2565,Jalen Henry missed Layup.,30,25
3:25,2226,William Pfister Defensive Rebound.,30,25
3:14,2226,Nick Rutherford made Layup.,30,27
2:51,2565,Carlos Anderson made Jumper.,32,27
2:29,2226,Nick Rutherford Turnover.,32,27
2:27,2565,Tre Harris Steal.,32,27
2:25,2565,Carlos Anderson made Layup.,34,27
2:04,2226,Gerdarius Troutman Turnover.,34,27
2:04,2226,Foul on Gerdarius Troutman.,34,27
1:53,2565,Christian Ellis Turnover.,34,27
1:52,2226,Nick Rutherford Steal.,34,27
1:51,2226,Nick Rutherford made Layup.,34,29
1:33,2226,Foul on William Pfister.,34,29
1:33,2565,Burak Eslik made Free Throw.,35,29
1:33,2565,Burak Eslik made Free Throw.,36,29
1:08,2226,Nick Rutherford missed Layup.,36,29
1:08,2226,Ronald Delph Offensive Rebound.,36,29
1:04,2226,Ronald Delph made Layup.,36,31
0:53,2565,Christian Ellis made Layup.,38,31
0:41,2226,Frank Booker missed Three Point Jumper.,38,31
0:41,2565,Tre Harris Defensive Rebound.,38,31
0:12,2565,Christian Ellis Turnover.,38,31
0:11,2226,Nick Rutherford Steal.,38,31
0:09,2565,Foul on Carlos Anderson.,38,31
0:09,2226,Jeantal Cylla made Free Throw.,38,32
0:09,2226,Jeantal Cylla made Free Throw.,38,33
0:02,2565,Christian Ellis made Layup.,40,33
0:00,2226,End of 1st half,40,33
19:50,2226,Ronald Delph missed Jumper.,40,33
19:50,2226,William Pfister Offensive Rebound.,40,33
19:43,2226,Ronald Delph missed Jumper.,40,33
19:43,2565,Foul on Carlos Anderson.,40,33
19:41,2226,Frank Booker made Three Point Jumper. Assisted by Nick Rutherford.,40,36
19:14,2565,Keenan Simmons made Dunk. Assisted by Christian Ellis.,42,36
18:57,2565,Foul on Burak Eslik.,42,36
18:57,2565,Technical Foul on Burak Eslik.,42,36
18:57,2226,Technical Foul on Frank Booker.,42,36
18:57,2226,Foul on Frank Booker.,42,36
18:57,2565,Foul on Burak Eslik.,42,36
18:45,2565,Foul on Jalen Henry.,42,36
18:45,2226,Ronald Delph missed Free Throw.,42,36
18:45,2226,Ronald Delph made Free Throw.,42,37
18:28,2226,Foul on Jeantal Cylla.,42,37
18:25,2565,Tre Harris missed Jumper.,42,37
18:25,2226,Jeantal Cylla Block.,42,37
18:22,2226,Ronald Delph Defensive Rebound.,42,37
18:17,2226,Jeantal Cylla missed Jumper.,42,37
18:17,2565,Keenan Simmons Block.,42,37
18:16,2226,- Team Offensive Rebound.,42,37
18:03,2226,Nick Rutherford missed Jumper.,42,37
18:03,2565,Keenan Simmons Block.,42,37
18:00,2565,Keenan Simmons Defensive Rebound.,42,37
17:53,2565,Jalen Henry missed Jumper.,42,37
17:53,2565,Keenan Simmons Offensive Rebound.,42,37
17:46,2565,Tre Harris missed Jumper.,42,37
17:46,2226,Ronald Delph Defensive Rebound.,42,37
17:38,2565,Foul on Jalen Henry.,42,37
17:38,2226,Nick Rutherford made Free Throw.,42,38
17:38,2226,Nick Rutherford made Free Throw.,42,39
17:25,2565,Burak Eslik made Jumper.,44,39
17:25,2226,Foul on Frank Booker.,44,39
17:25,2565,Burak Eslik made Free Throw.,45,39
17:15,2226,William Pfister Turnover.,45,39
17:03,2565,Tre Harris missed Jumper.,45,39
17:03,2226,Jeantal Cylla Block.,45,39
17:01,2226,Nick Rutherford Defensive Rebound.,45,39
16:59,2226,Nick Rutherford missed Layup.,45,39
16:59,2565,Tre Harris Defensive Rebound.,45,39
16:51,2226,Foul on William Pfister.,45,39
16:45,2565,Christian Ellis made Jumper.,47,39
16:26,2226,Jeantal Cylla missed Three Point Jumper.,47,39
16:26,2565,Keenan Simmons Defensive Rebound.,47,39
16:13,2565,Keenan Simmons missed Layup.,47,39
16:13,2565,Keenan Simmons Offensive Rebound.,47,39
16:12,2226,Foul on Jailyn Ingram.,47,39
16:12,2565,Keenan Simmons made Free Throw.,48,39
16:12,2565,Keenan Simmons made Free Throw.,49,39
16:00,2226,Jailyn Ingram made Jumper.,49,41
15:47,2565,Justin Benton missed Jumper.,49,41
15:47,2565,Brandon Jackson Offensive Rebound.,49,41
15:44,2565,Brandon Jackson missed Layup.,49,41
15:44,2565,Brandon Jackson Offensive Rebound.,49,41
15:42,2226,Foul on Ronald Delph.,49,41
15:42,2226,Official TV Timeout,49,41
15:42,2565,Brandon Jackson missed Free Throw.,49,41
15:42,2565,SIU-Edwardsville Deadball Team Rebound.,49,41
15:42,2565,Brandon Jackson made Free Throw.,50,41
15:30,2565,Foul on Brandon Jackson.,50,41
15:27,2226,Gerdarius Troutman missed Jumper.,50,41
15:27,2565,Keenan Simmons Defensive Rebound.,50,41
15:11,2226,Foul on Adonis Filer.,50,41
15:11,2565,Burak Eslik missed Free Throw.,50,41
15:11,2565,SIU-Edwardsville Deadball Team Rebound.,50,41
15:10,2565,Burak Eslik made Free Throw.,51,41
14:53,2226,Gerdarius Troutman missed Layup.,51,41
14:53,2565,Brandon Jackson Block.,51,41
14:49,2565,Justin Benton Defensive Rebound.,51,41
14:35,2565,Brandon Jackson Turnover.,51,41
14:16,2226,Ronald Delph made Jumper.,51,43
13:58,2565,Burak Eslik made Three Point Jumper. Assisted by Brandon Jackson.,54,43
13:57,2226,Foul on Gerdarius Troutman.,54,43
13:57,2565,Burak Eslik made Free Throw.,55,43
13:39,2226,Gerdarius Troutman missed Three Point Jumper.,55,43
13:36,2565,Foul on Brandon Jackson.,55,43
13:36,2226,Ronald Delph missed Free Throw.,55,43
13:36,2565,Brandon Jackson Defensive Rebound.,55,43
13:08,2565,Burak Eslik missed Jumper.,55,43
13:08,2565,Keenan Simmons Offensive Rebound.,55,43
13:05,2565,Keenan Simmons made Jumper.,57,43
12:43,2226,Frank Booker made Layup. Assisted by Gerdarius Troutman.,57,45
12:22,2565,Tre Harris missed Three Point Jumper.,57,45
12:22,2226,Ronald Delph Defensive Rebound.,57,45
12:15,2226,Gerdarius Troutman missed Three Point Jumper.,57,45
12:15,2565,Tre Harris Defensive Rebound.,57,45
11:53,2565,Burak Eslik missed Jumper.,57,45
11:53,2226,Jailyn Ingram Defensive Rebound.,57,45
11:44,2226,Gerdarius Troutman made Three Point Jumper. Assisted by Jailyn Ingram.,57,48
11:22,2226,Foul on Frank Booker.,57,48
11:22,2226,Official TV Timeout,57,48
11:22,2565,Tre Harris made Free Throw.,58,48
11:22,2565,Tre Harris missed Free Throw.,58,48
11:22,2226,Ronald Delph Defensive Rebound.,58,48
11:02,2226,Gerdarius Troutman made Three Point Jumper. Assisted by Marcus Neely.,58,51
10:33,2565,Keenan Simmons missed Jumper.,58,51
10:33,2226,Ronald Delph Block.,58,51
10:32,2226,Florida Atlantic Defensive Rebound.,58,51
10:32,2565,SIU-Edwardsville Offensive Rebound.,58,51
10:30,2226,Foul on Jeantal Cylla.,58,51
10:30,2565,Jalen Henry missed Free Throw.,58,51
10:30,2565,SIU-Edwardsville Deadball Team Rebound.,58,51
10:30,2565,Jalen Henry made Free Throw.,59,51
10:09,2226,Gerdarius Troutman missed Three Point Jumper.,59,51
10:09,2565,Keenan Simmons Defensive Rebound.,59,51
10:03,2565,Carlos Anderson missed Layup.,59,51
10:03,2565,Jalen Henry Offensive Rebound.,59,51
9:59,2565,Jalen Henry made Jumper.,61,51
9:46,2226,Ronald Delph made Dunk. Assisted by Marcus Neely.,61,53
9:24,2565,Tre Harris made Three Point Jumper. Assisted by Carlos Anderson.,64,53
9:07,2226,Ronald Delph missed Jumper.,64,53
9:07,2565,Tre Harris Defensive Rebound.,64,53
8:42,2226,Foul on Ronald Delph.,64,53
8:42,2565,Keenan Simmons made Free Throw.,65,53
8:42,2565,Keenan Simmons missed Free Throw.,65,53
8:42,2226,Marcus Neely Defensive Rebound.,65,53
8:34,2226,Adonis Filer missed Layup.,65,53
8:34,2565,Jalen Henry Block.,65,53
8:32,2565,Tre Harris Defensive Rebound.,65,53
8:29,2565,Carlos Anderson made Dunk. Assisted by Tre Harris.,67,53
8:28,2226,Florida Atlantic  Timeout,67,53
8:03,2226,Jeantal Cylla missed Three Point Jumper.,67,53
8:03,2565,Keenan Simmons Defensive Rebound.,67,53
7:45,2565,Jalen Henry made Jumper. Assisted by Tre Harris.,69,53
7:35,2226,Jeantal Cylla missed Jumper.,69,53
7:35,2565,Jalen Henry Defensive Rebound.,69,53
7:13,2226,Official TV Timeout,69,53
7:09,2565,Christian Ellis Turnover.,69,53
7:08,2226,Nick Rutherford Steal.,69,53
7:04,2226,Frank Booker missed Three Point Jumper.,69,53
7:04,2226,- Team Offensive Rebound.,69,53
6:58,2565,Foul on Jalen Henry.,69,53
6:58,2226,Nick Rutherford made Free Throw.,69,54
6:58,2226,Nick Rutherford made Free Throw.,69,55
6:42,2226,Foul on William Pfister.,69,55
6:42,2565,Carlos Anderson missed Free Throw.,69,55
6:42,2565,SIU-Edwardsville Deadball Team Rebound.,69,55
6:42,2565,Carlos Anderson made Free Throw.,70,55
6:27,2226,Nick Rutherford missed Layup.,70,55
6:27,2565,Keenan Simmons Defensive Rebound.,70,55
6:16,2226,Foul on Jesse Hill.,70,55
6:16,2565,Christian Ellis missed Free Throw.,70,55
6:16,2565,SIU-Edwardsville Deadball Team Rebound.,70,55
6:16,2565,Christian Ellis missed Free Throw.,70,55
6:16,2226,Jailyn Ingram Defensive Rebound.,70,55
6:05,2226,Frank Booker missed Three Point Jumper.,70,55
6:05,2565,Burak Eslik Defensive Rebound.,70,55
6:05,2565,Burak Eslik Turnover.,70,55
6:04,2565,Foul on Christian Ellis.,70,55
6:04,2226,Nick Rutherford made Free Throw.,70,56
6:04,2226,Nick Rutherford made Free Throw.,70,57
5:50,2565,Carlos Anderson missed Jumper.,70,57
5:50,2565,Keenan Simmons Offensive Rebound.,70,57
5:48,2226,Foul on Jeantal Cylla.,70,57
5:48,2565,Keenan Simmons made Free Throw.,71,57
5:48,2565,Keenan Simmons made Free Throw.,72,57
5:36,2565,Foul on Christian Ellis.,72,57
5:36,2226,Ronald Delph made Free Throw.,72,58
5:36,2226,Ronald Delph missed Free Throw.,72,58
5:36,2565,Tre Harris Defensive Rebound.,72,58
5:16,2565,Keenan Simmons missed Jumper.,72,58
5:16,2226,Nick Rutherford Defensive Rebound.,72,58
5:08,2226,Nick Rutherford missed Jumper.,72,58
5:08,2226,Nick Rutherford Offensive Rebound.,72,58
5:05,2226,Nick Rutherford missed Jumper.,72,58
5:05,2226,Gerdarius Troutman Offensive Rebound.,72,58
5:02,2226,Gerdarius Troutman made Jumper.,72,60
4:48,2565,SIU-Edwardsville  Timeout,72,60
4:41,2565,Carlos Anderson missed Jumper.,72,60
4:41,2226,Ronald Delph Block.,72,60
4:39,2226,Ronald Delph Defensive Rebound.,72,60
4:34,2226,Jailyn Ingram Turnover.,72,60
4:13,2565,Carlos Anderson missed Jumper.,72,60
4:13,2565,SIU-Edwardsville Offensive Rebound.,72,60
4:06,2565,Tre Harris missed Layup.,72,60
4:06,2226,Ronald Delph Defensive Rebound.,72,60
3:45,2226,Ronald Delph missed Jumper.,72,60
3:45,2226,- Team Offensive Rebound.,72,60
3:43,2226,Official TV Timeout,72,60
3:41,2226,Gerdarius Troutman missed Jumper.,72,60
3:41,2565,Tre Harris Defensive Rebound.,72,60
3:35,2226,Foul on Frank Booker.,72,60
3:35,2565,Carlos Anderson missed Free Throw.,72,60
3:35,2565,SIU-Edwardsville Deadball Team Rebound.,72,60
3:35,2565,Carlos Anderson missed Free Throw.,72,60
3:35,2226,Jailyn Ingram Defensive Rebound.,72,60
3:25,2565,Foul on Tre Harris.,72,60
3:25,2226,Frank Booker made Free Throw.,72,61
3:25,2226,Frank Booker made Free Throw.,72,62
3:10,2565,Jalen Henry made Jumper.,74,62
2:57,2226,Frank Booker missed Jumper.,74,62
2:57,2565,SIU-Edwardsville Defensive Rebound.,74,62
2:31,2226,Foul on Ronald Delph.,74,62
2:31,2565,Jalen Henry missed Free Throw.,74,62
2:31,2565,SIU-Edwardsville Deadball Team Rebound.,74,62
2:31,2565,Jalen Henry made Free Throw.,75,62
2:22,2226,Ronald Delph made Layup. Assisted by Nick Rutherford.,75,64
2:07,2565,Christian Ellis missed Layup.,75,64
2:07,2226,Nick Rutherford Defensive Rebound.,75,64
2:05,2226,Frank Booker made Layup. Assisted by Nick Rutherford.,75,66
1:53,2565,Tre Harris missed Jumper.,75,66
1:53,2565,Jalen Henry Offensive Rebound.,75,66
1:49,2565,Jalen Henry Turnover.,75,66
1:48,2226,Jailyn Ingram Steal.,75,66
1:43,2226,Gerdarius Troutman missed Three Point Jumper.,75,66
1:43,2565,Jalen Henry Defensive Rebound.,75,66
1:20,2565,Burak Eslik Turnover.,75,66
1:20,2226,Frank Booker Steal.,75,66
1:11,2565,Foul on Christian Ellis.,75,66
1:11,2226,Nick Rutherford made Free Throw.,75,67
1:11,2226,Nick Rutherford made Free Throw.,75,68
1:05,2226,Foul on Frank Booker.,75,68
1:05,2565,Carlos Anderson made Free Throw.,76,68
1:05,2565,Carlos Anderson made Free Throw.,77,68
1:01,2226,Jeantal Cylla missed Three Point Jumper.,77,68
1:01,2565,Carlos Anderson Defensive Rebound.,77,68
0:34,2565,Tre Harris missed Three Point Jumper.,77,68
0:34,2226,Gerdarius Troutman Defensive Rebound.,77,68
0:25,2226,Ronald Delph missed Jumper.,77,68
0:25,2565,Tre Harris Defensive Rebound.,77,68
0:00,2226,End of Game,77,68
