Lipscomb,2413,Morehead State,288
14:51,2413,Malik Maitland Turnover.,34,51
14:45,288,Garrison Mathews missed Three Point Jumper.,34,51
14:45,2413,Jordan Walker Defensive Rebound.,34,51
14:31,2413,Ty'Quan Bitting missed Jumper.,34,51
14:31,2413,Jordan Walker Offensive Rebound.,34,51
14:24,2413,Jordan Walker made Layup.,34,53
14:24,288,Foul on Rob Marberry.,34,53
14:24,2413,Jordan Walker missed Free Throw.,34,53
14:24,288,Aaron Korn Defensive Rebound.,34,53
14:15,288,Nathan Moran Turnover.,34,53
14:14,2413,Ty'Quan Bitting Steal.,34,53
14:01,2413,Jordan Walker made Three Point Jumper. Assisted by Ty'Quan Bitting.,34,56
13:37,2413,Foul on Xavier Moon.,34,56
13:37,288,Kenny Cooper made Free Throw.,35,56
13:37,288,Kenny Cooper made Free Throw.,36,56
13:22,2413,Djimon Henson Turnover.,36,56
13:21,288,Kenny Cooper Steal.,36,56
13:19,2413,Foul on Jordan Walker.,36,56
13:19,288,Kenny Cooper missed Free Throw.,36,56
13:19,288,Lipscomb Deadball Team Rebound.,36,56
13:19,288,Kenny Cooper missed Free Throw.,36,56
13:19,2413,DeJuan Marrero Defensive Rebound.,36,56
13:07,2413,Foul on Miguel Dicent.,36,56
13:07,2413,Miguel Dicent Turnover.,36,56
12:58,2413,Foul on Miguel Dicent.,36,56
12:58,288,Nathan Moran made Free Throw.,37,56
12:58,288,Nathan Moran made Free Throw.,38,56
12:58,288,Nathan Moran made Free Throw.,39,56
12:32,2413,Ronnye Beamon missed Jumper.,39,56
12:32,288,Lipscomb Deadball Team Rebound.,39,56
12:30,2413,Foul on Ronnye Beamon.,39,56
12:30,288,Josh Williams made Free Throw.,40,56
12:30,288,Josh Williams made Free Throw.,41,56
12:13,2413,Djimon Henson missed Jumper.,41,56
12:13,2413,Morehead St Offensive Rebound.,41,56
11:52,2413,Ty'Quan Bitting Turnover.,41,56
11:51,288,George Brammeier Steal.,41,56
11:47,288,Garrison Mathews missed Three Point Jumper.,41,56
11:47,2413,DeJuan Marrero Defensive Rebound.,41,56
11:45,288,Foul on Josh Williams.,41,56
11:45,2413,Official TV Timeout,41,56
11:25,2413,Jordan Walker missed Three Point Jumper.,41,56
11:25,2413,Ronnye Beamon Offensive Rebound.,41,56
11:01,2413,Malik Maitland missed Three Point Jumper.,41,56
11:01,2413,Ronnye Beamon Offensive Rebound.,41,56
10:57,288,Foul on Garrison Mathews.,41,56
10:57,2413,Ronnye Beamon missed Free Throw.,41,56
10:57,2413,Morehead St Deadball Team Rebound.,41,56
10:57,2413,Ronnye Beamon made Free Throw.,41,57
10:46,288,Garrison Mathews missed Jumper.,41,57
10:46,2413,Lamontray Harris Block.,41,57
10:46,288,Lipscomb Offensive Rebound.,41,57
10:46,288,Nathan Moran made Three Point Jumper. Assisted by Garrison Mathews.,44,57
10:42,288,Foul on Nathan Moran.,44,57
10:04,2413,Malik Maitland missed Three Point Jumper.,44,57
10:04,288,Rob Marberry Defensive Rebound.,44,57
9:57,288,Nathan Moran missed Three Point Jumper.,44,57
9:57,288,Garrison Mathews Offensive Rebound.,44,57
9:50,288,Nathan Moran made Three Point Jumper. Assisted by Garrison Mathews.,47,57
9:39,2413,Morehead St  Timeout,47,57
9:39,2413,Official TV Timeout,47,57
9:39,2413,Ronnye Beamon Turnover.,47,57
9:39,288,Kenny Cooper Steal.,47,57
9:30,2413,Foul on Malik Maitland.,47,57
9:30,2413,Technical Foul on Morehead St.,47,57
9:22,2413,Foul on Morehead St.,47,57
9:22,288,Nathan Moran made Free Throw.,48,57
9:22,288,Nathan Moran missed Free Throw.,48,57
9:22,288,Lipscomb Deadball Team Rebound.,48,57
9:22,288,Kenny Cooper made Free Throw.,49,57
9:22,288,Kenny Cooper made Free Throw.,50,57
9:11,2413,Lamontray Harris made Jumper.,50,59
8:59,288,Josh Williams missed Three Point Jumper.,50,59
8:59,2413,Xavier Moon Defensive Rebound.,50,59
8:50,2413,Ronnye Beamon made Layup. Assisted by Miguel Dicent.,50,61
8:20,288,George Brammeier Turnover.,50,61
8:03,2413,Lamontray Harris made Jumper. Assisted by Soufiyane Diakite.,50,63
7:37,288,Kenny Cooper made Layup.,52,63
7:27,2413,Soufiyane Diakite made Three Point Jumper. Assisted by Lamontray Harris.,52,66
7:04,288,Kenny Cooper made Layup. Assisted by George Brammeier.,54,66
6:43,288,Foul on Aaron Korn.,54,66
6:43,2413,Official TV Timeout,54,66
6:43,2413,Xavier Moon made Free Throw.,54,67
6:43,2413,Xavier Moon made Free Throw.,54,68
6:27,2413,Foul on Lamontray Harris.,54,68
6:23,288,Garrison Mathews made Free Throw.,55,68
6:23,288,Garrison Mathews made Free Throw.,56,68
6:23,288,Garrison Mathews missed Free Throw.,56,68
6:23,2413,DeJuan Marrero Defensive Rebound.,56,68
6:08,288,Foul on Rob Marberry.,56,68
6:08,2413,DeJuan Marrero made Free Throw.,56,69
6:08,2413,DeJuan Marrero missed Free Throw.,56,69
6:08,288,Michael Buckland Defensive Rebound.,56,69
6:08,2413,Foul on Lamontray Harris.,56,69
6:08,288,Rob Marberry missed Free Throw.,56,69
6:08,288,Lipscomb Deadball Team Rebound.,56,69
6:08,288,Rob Marberry made Free Throw.,57,69
6:08,2413,Lamontray Harris Turnover.,57,69
6:08,2413,Foul on Soufiyane Diakite.,57,69
6:08,288,Garrison Mathews made Free Throw.,58,69
6:08,288,Garrison Mathews made Free Throw.,59,69
5:48,2413,Malik Maitland Turnover.,59,69
5:47,288,Garrison Mathews Steal.,59,69
5:44,2413,Foul on Ronnye Beamon.,59,69
5:44,288,Garrison Mathews made Free Throw.,60,69
5:44,288,Garrison Mathews missed Free Throw.,60,69
5:44,2413,DeJuan Marrero Defensive Rebound.,60,69
5:44,288,Foul on Garrison Mathews.,60,69
5:44,2413,DeJuan Marrero made Free Throw.,60,70
5:44,2413,DeJuan Marrero made Free Throw.,60,71
5:35,288,Garrison Mathews made Jumper. Assisted by Nathan Moran.,62,71
4:58,2413,Xavier Moon made Jumper.,62,73
4:45,288,Nathan Moran missed Three Point Jumper.,62,73
4:45,2413,DeJuan Marrero Defensive Rebound.,62,73
4:17,2413,DeJuan Marrero made Jumper. Assisted by Soufiyane Diakite.,62,75
4:04,288,Garrison Mathews made Three Point Jumper. Assisted by Michael Buckland.,65,75
3:53,2413,Foul on DeJuan Marrero.,65,75
3:53,2413,DeJuan Marrero Turnover.,65,75
3:53,2413,Official TV Timeout,65,75
3:40,288,Garrison Mathews made Three Point Jumper. Assisted by Nathan Moran.,68,75
3:12,2413,Ronnye Beamon made Jumper.,68,77
3:00,288,Garrison Mathews missed Layup.,68,77
3:00,2413,DeJuan Marrero Defensive Rebound.,68,77
2:31,2413,DeJuan Marrero missed Jumper.,68,77
2:31,2413,Morehead St Offensive Rebound.,68,77
2:15,288,Foul on Michael Buckland.,68,77
2:15,2413,Miguel Dicent missed Free Throw.,68,77
2:15,2413,Soufiyane Diakite Offensive Rebound.,68,77
2:15,288,Foul on Garrison Mathews.,68,77
2:15,2413,Soufiyane Diakite made Free Throw.,68,78
2:15,2413,Soufiyane Diakite made Free Throw.,68,79
2:06,288,Josh Williams Turnover.,68,79
1:54,2413,Xavier Moon Turnover.,68,79
1:53,288,Josh Williams Steal.,68,79
1:50,288,Josh Williams made Layup.,70,79
1:32,288,Foul on Josh Williams.,70,79
1:32,2413,Soufiyane Diakite made Free Throw.,70,80
1:32,2413,Soufiyane Diakite missed Free Throw.,70,80
1:32,288,Rob Marberry Defensive Rebound.,70,80
1:24,2413,Foul on DeJuan Marrero.,70,80
1:24,288,Garrison Mathews made Free Throw.,71,80
1:24,288,Garrison Mathews made Free Throw.,72,80
1:13,288,Foul on Michael Buckland.,72,80
1:13,2413,Xavier Moon made Free Throw.,72,81
1:13,2413,Xavier Moon made Free Throw.,72,82
1:07,288,Brett Wishon missed Three Point Jumper.,72,82
1:07,2413,Soufiyane Diakite Defensive Rebound.,72,82
1:01,288,Foul on Kenny Cooper.,72,82
1:01,2413,Miguel Dicent made Free Throw.,72,83
1:01,2413,Miguel Dicent made Free Throw.,72,84
0:55,288,Garrison Mathews made Three Point Jumper. Assisted by Kenny Cooper.,75,84
0:52,288,Lipscomb  Timeout,75,84
0:49,288,Foul on Michael Buckland.,75,84
0:48,2413,Ronnye Beamon missed Free Throw.,75,84
0:48,2413,Morehead St Deadball Team Rebound.,75,84
0:48,2413,Ronnye Beamon made Free Throw.,75,85
0:42,288,Josh Williams Turnover.,75,85
0:41,2413,Miguel Dicent Steal.,75,85
0:36,288,Foul on Nathan Moran.,75,85
0:36,2413,Xavier Moon made Free Throw.,75,86
0:36,2413,Xavier Moon made Free Throw.,75,87
0:32,288,Nathan Moran missed Three Point Jumper.,75,87
0:32,2413,DeJuan Marrero Defensive Rebound.,75,87
0:29,288,Foul on Rob Marberry.,75,87
0:29,2413,DeJuan Marrero made Free Throw.,75,88
0:29,2413,DeJuan Marrero made Free Throw.,75,89
0:25,288,Kenny Cooper missed Layup.,75,89
0:25,2413,Morehead St Deadball Team Rebound.,75,89
0:23,288,Lipscomb  Turnover.,75,89
0:23,2413,Morehead St  Timeout,75,89
0:00,2413,End of Game,75,89
