Washington Coll,Error,Navy,2426
6:09,-1,Kaiden Williams missed Jumper.,14,35
6:09,2426,Tom Lacey Defensive Rebound.,14,35
5:52,2426,Ryan Pearson missed Three Point Jumper.,14,35
5:52,2426,Hasan Abdullah Offensive Rebound.,14,35
5:38,2426,Ryan Pearson missed Three Point Jumper.,14,35
5:38,-1,Josh Porteous Defensive Rebound.,14,35
5:25,-1,Josh Porteous made Jumper.,16,35
5:01,2426,Tom Lacey Turnover.,16,35
4:33,-1,Kevin McCormick made Three Point Jumper. Assisted by Brandon Berry.,19,35
4:21,-1,Foul on Kaiden Williams.,19,35
4:21,2426,Ryan Pearson made Free Throw.,19,36
4:21,2426,Ryan Pearson made Free Throw.,19,37
3:58,-1,Kevin McCormick missed Three Point Jumper.,19,37
3:58,2426,Ryan Pearson Defensive Rebound.,19,37
3:37,2426,Bryce Dulin made Layup.,19,39
3:03,-1,Brandon Berry missed Jumper.,19,39
3:03,2426,James Hemphill Defensive Rebound.,19,39
2:43,2426,Ryan Pearson missed Three Point Jumper.,19,39
2:43,-1,Washington College (MD) Defensive Rebound.,19,39
2:39,2426,Official TV Timeout,19,39
2:15,-1,Armand Del Castillo made Layup.,21,39
2:05,2426,Evan Wieck Turnover.,21,39
1:49,-1,Dallas Marshall Turnover.,21,39
1:48,2426,Nourse Fox Steal.,21,39
1:45,2426,Zach Fong missed Three Point Jumper.,21,39
1:45,2426,James Hemphill Offensive Rebound.,21,39
1:30,2426,Nourse Fox made Three Point Jumper. Assisted by Zach Fong.,21,42
1:05,2426,Foul on Evan Wieck.,21,42
1:05,2426,Evan Wieck Turnover.,21,42
0:50,-1,Tas Dixon missed Jumper.,21,42
0:50,2426,Bryce Dulin Defensive Rebound.,21,42
0:30,-1,Foul on Armand Del Castillo.,21,42
0:30,2426,Evan Wieck missed Free Throw.,21,42
0:30,2426,Navy Deadball Team Rebound.,21,42
0:30,2426,Evan Wieck made Free Throw.,21,43
0:15,-1,James Drury Turnover.,21,43
0:14,2426,Nourse Fox Steal.,21,43
0:03,2426,Nourse Fox Turnover.,21,43
0:00,2426,End of 1st half,21,43
19:30,-1,Tas Dixon made Jumper.,23,43
19:06,2426,Tim Abruzzo Turnover.,23,43
19:05,-1,Austin Allen Steal.,23,43
18:59,-1,Kevin McCormick missed Three Point Jumper.,23,43
18:59,2426,Tom Lacey Defensive Rebound.,23,43
18:46,-1,Foul on Dallas Marshall.,23,43
18:38,-1,Foul on Tas Dixon.,23,43
18:27,2426,Tim Abruzzo missed Three Point Jumper.,23,43
18:27,-1,Austin Allen Defensive Rebound.,23,43
18:19,-1,Austin Allen missed Jumper.,23,43
18:19,2426,Tim Abruzzo Block.,23,43
18:17,2426,Hasan Abdullah Defensive Rebound.,23,43
18:15,2426,Hasan Abdullah Turnover.,23,43
18:13,-1,Austin Allen Steal.,23,43
18:10,-1,Josh Porteous missed Three Point Jumper.,23,43
18:10,-1,Dallas Marshall Offensive Rebound.,23,43
18:05,-1,Kevin McCormick missed Three Point Jumper.,23,43
18:05,2426,Tom Lacey Defensive Rebound.,23,43
17:36,2426,Tim Abruzzo missed Jumper.,23,43
17:36,2426,Edward Alade Offensive Rebound.,23,43
17:31,2426,Edward Alade missed Three Point Jumper.,23,43
17:31,2426,Tom Lacey Offensive Rebound.,23,43
17:30,2426,Navy  Turnover.,23,43
17:20,-1,James Drury Turnover.,23,43
16:53,2426,Hasan Abdullah missed Three Point Jumper.,23,43
16:53,-1,James Drury Defensive Rebound.,23,43
16:29,-1,Dallas Marshall Turnover.,23,43
16:29,2426,Ryan Pearson Steal.,23,43
16:25,2426,Tim Abruzzo missed Three Point Jumper.,23,43
16:25,-1,Dallas Marshall Defensive Rebound.,23,43
16:13,2426,Foul on Edward Alade.,23,43
16:13,-1,James Drury missed Free Throw.,23,43
16:13,-1,Washington College (MD) Deadball Team Rebound.,23,43
16:13,-1,James Drury made Free Throw.,24,43
15:55,2426,Ryan Pearson Turnover.,24,43
15:54,-1,Dallas Marshall Steal.,24,43
15:49,-1,James Drury made Layup. Assisted by Tas Dixon.,26,43
15:35,2426,Ryan Pearson Turnover.,26,43
15:34,-1,Tas Dixon Steal.,26,43
15:29,-1,James Drury missed Three Point Jumper.,26,43
15:29,-1,James Drury Offensive Rebound.,26,43
15:26,-1,James Drury made Layup.,28,43
15:09,2426,Navy  Timeout,28,43
14:53,2426,Nourse Fox made Three Point Jumper. Assisted by Ryan Pearson.,28,46
14:34,-1,James Drury made Layup.,30,46
14:34,2426,Foul on Ryan Pearson.,30,46
14:34,2426,Official TV Timeout,30,46
14:34,-1,James Drury made Free Throw.,31,46
14:04,2426,Bryce Dulin missed Layup.,31,46
14:04,2426,Tom Lacey Offensive Rebound.,31,46
14:04,2426,Tom Lacey made Layup.,31,48
14:04,-1,Foul on Nick Schmelzer.,31,48
14:04,2426,Tom Lacey made Free Throw.,31,49
13:48,-1,Joey Shelton missed Layup.,31,49
13:48,2426,Zach Fong Defensive Rebound.,31,49
13:40,2426,Tom Lacey Turnover.,31,49
13:40,2426,Foul on Tom Lacey.,31,49
13:09,-1,Joey Shelton missed Three Point Jumper.,31,49
13:09,2426,Evan Wieck Defensive Rebound.,31,49
13:07,-1,Foul on Steve Low.,31,49
12:52,2426,Evan Wieck Turnover.,31,49
12:52,2426,Foul on Evan Wieck.,31,49
12:31,-1,Joey Shelton made Jumper.,33,49
12:21,-1,Foul on Nick Schmelzer.,33,49
12:21,2426,Bryce Dulin made Free Throw.,33,50
12:21,2426,Bryce Dulin made Free Throw.,33,51
12:08,2426,Tom Lacey Turnover.,33,51
11:52,-1,Nick Schmelzer Turnover.,33,51
11:50,2426,Edward Alade Steal.,33,51
11:47,2426,Zach Fong missed Three Point Jumper.,33,51
11:47,-1,Brandon Berry Defensive Rebound.,33,51
11:37,-1,Nick Schmelzer missed Three Point Jumper.,33,51
11:37,2426,Nourse Fox Defensive Rebound.,33,51
11:23,2426,Nourse Fox made Layup. Assisted by Bryce Dulin.,33,53
11:01,-1,Brandon Berry missed Jumper.,33,53
11:01,2426,Edward Alade Defensive Rebound.,33,53
10:55,2426,Nourse Fox Turnover.,33,53
10:55,2426,Official TV Timeout,33,53
10:23,-1,Joey Shelton made Layup.,35,53
10:18,2426,Bryce Dulin Turnover.,35,53
10:05,-1,Alec Lewis Turnover.,35,53
9:47,2426,Hasan Abdullah missed Three Point Jumper.,35,53
9:47,2426,Bryce Dulin Offensive Rebound.,35,53
9:45,-1,Foul on Jack Greer.,35,53
9:45,-1,Washington College (MD)  Timeout,35,53
9:45,2426,Bryce Dulin made Free Throw.,35,54
9:45,2426,Bryce Dulin made Free Throw.,35,55
9:24,-1,Joey Shelton missed Jumper.,35,55
9:24,2426,Edward Alade Defensive Rebound.,35,55
9:10,2426,Zach Fong missed Three Point Jumper.,35,55
9:10,-1,Washington College (MD) Defensive Rebound.,35,55
8:45,-1,Joey Shelton Turnover.,35,55
8:19,-1,Foul on Austin Allen.,35,55
8:19,2426,Tim Abruzzo made Free Throw.,35,56
8:19,2426,Tim Abruzzo made Free Throw.,35,57
8:08,-1,Joey Shelton made Jumper.,37,57
7:43,-1,Foul on Austin Allen.,37,57
7:43,2426,Official TV Timeout,37,57
7:43,2426,Tim Abruzzo missed Free Throw.,37,57
7:43,2426,Edward Alade Offensive Rebound.,37,57
7:31,2426,Tim Abruzzo missed Three Point Jumper.,37,57
7:31,-1,Brandon Berry Defensive Rebound.,37,57
7:12,-1,Jack Greer made Three Point Jumper. Assisted by Joey Shelton.,40,57
7:02,2426,Edward Alade made Dunk. Assisted by Tim Abruzzo.,40,59
6:45,-1,Dallas Marshall missed Jumper.,40,59
6:45,2426,James Hemphill Defensive Rebound.,40,59
6:37,2426,Edward Alade Turnover.,40,59
6:35,-1,Brandon Berry Steal.,40,59
6:29,-1,Joey Shelton missed Three Point Jumper.,40,59
6:29,2426,Tim Abruzzo Defensive Rebound.,40,59
6:18,2426,Tim Abruzzo Turnover.,40,59
6:18,2426,Foul on Tim Abruzzo.,40,59
5:59,-1,Dallas Marshall missed Jumper.,40,59
5:59,2426,Bryce Dulin Defensive Rebound.,40,59
5:45,2426,Tim Abruzzo missed Layup.,40,59
5:45,2426,Edward Alade Offensive Rebound.,40,59
5:42,2426,Edward Alade made Layup.,40,61
5:31,2426,Foul on James Hemphill.,40,61
5:31,-1,Joey Shelton made Free Throw.,41,61
5:31,-1,Joey Shelton missed Free Throw.,41,61
5:31,2426,Bryce Dulin Defensive Rebound.,41,61
5:19,2426,Hasan Abdullah made Jumper.,41,63
4:59,2426,Foul on Bryce Dulin.,41,63
4:59,-1,Brandon Berry made Free Throw.,42,63
4:59,-1,Brandon Berry made Free Throw.,43,63
4:52,2426,Tim Abruzzo made Layup. Assisted by Tom Lacey.,43,65
4:40,-1,Kevin McCormick missed Jumper.,43,65
4:40,2426,Edward Alade Defensive Rebound.,43,65
4:34,-1,Foul on James Drury.,43,65
4:34,2426,Tom Lacey made Free Throw.,43,66
4:34,2426,Tom Lacey made Free Throw.,43,67
4:23,-1,Josh Porteous Turnover.,43,67
4:22,2426,Bryce Dulin Steal.,43,67
4:17,2426,Hasan Abdullah made Layup. Assisted by Bryce Dulin.,43,69
3:56,-1,Kevin McCormick made Layup. Assisted by Josh Porteous.,45,69
3:30,2426,Tom Lacey made Layup. Assisted by Hasan Abdullah.,45,71
3:02,-1,Josh Porteous Turnover.,45,71
3:01,2426,Hasan Abdullah Steal.,45,71
2:49,2426,Hasan Abdullah Turnover.,45,71
2:48,-1,Kevin McCormick Steal.,45,71
2:45,2426,Foul on Bryce Dulin.,45,71
2:45,2426,Official TV Timeout,45,71
2:45,-1,Tas Dixon missed Free Throw.,45,71
2:45,2426,Grant Vermeer Defensive Rebound.,45,71
2:14,2426,Ryan Pearson made Three Point Jumper. Assisted by Grant Vermeer.,45,74
1:50,-1,Tas Dixon made Layup.,47,74
1:12,2426,Nourse Fox missed Jumper.,47,74
1:12,2426,James Butler Offensive Rebound.,47,74
1:08,2426,Ryan Pearson missed Three Point Jumper.,47,74
1:08,2426,James Butler Offensive Rebound.,47,74
0:45,2426,Grant Vermeer Turnover.,47,74
0:45,2426,Foul on Grant Vermeer.,47,74
0:25,-1,Mike Kozlowski missed Jumper.,47,74
0:25,2426,Nourse Fox Defensive Rebound.,47,74
0:00,2426,End of Game,47,74
