Northern Kentucky,356,Illinois,94
9:42,94,Carson Williams missed Jumper.,14,18
9:42,94,Dantez Walton Offensive Rebound.,14,18
9:37,94,Dantez Walton made Jumper.,16,18
9:19,356,Mike Thorne Jr. missed Jumper.,16,18
9:19,94,Blake Spellman Defensive Rebound.,16,18
9:12,94,Mason Faulkner missed Jumper.,16,18
9:12,356,Michael Finke Defensive Rebound.,16,18
8:51,94,Foul on Jalen Tate.,16,18
8:51,356,Malcolm Hill made Free Throw.,16,19
8:51,356,Malcolm Hill made Free Throw.,16,20
8:39,94,Carson Williams made Layup.,18,20
8:19,356,Foul on Mike Thorne Jr..,18,20
8:19,356,Mike Thorne Jr. Turnover.,18,20
8:03,94,Blake Spellman made Three Point Jumper. Assisted by Carson Williams.,21,20
7:40,94,Foul on Mason Faulkner.,21,20
7:40,356,Official TV Timeout,21,20
7:40,356,Tracy Abrams missed Free Throw.,21,20
7:40,356,Illinois Deadball Team Rebound.,21,20
7:40,356,Tracy Abrams made Free Throw.,21,21
7:18,356,Foul on Tracy Abrams.,21,21
7:18,94,Carson Williams made Free Throw.,22,21
7:18,94,Carson Williams made Free Throw.,23,21
7:05,356,Jalen Coleman-Lands missed Three Point Jumper.,23,21
7:05,94,Carson Williams Defensive Rebound.,23,21
6:47,356,Foul on Maverick Morgan.,23,21
6:47,94,Carson Williams missed Free Throw.,23,21
6:47,94,Northern Kentucky Deadball Team Rebound.,23,21
6:47,94,Carson Williams missed Free Throw.,23,21
6:47,356,Malcolm Hill Defensive Rebound.,23,21
6:36,356,D.J. Williams missed Jumper.,23,21
6:36,94,Dantez Walton Defensive Rebound.,23,21
6:27,94,Dantez Walton missed Three Point Jumper.,23,21
6:27,94,Carson Williams Offensive Rebound.,23,21
6:06,94,Mason Faulkner missed Jumper.,23,21
6:06,356,Maverick Morgan Block.,23,21
6:04,94,Jordan Garnett Offensive Rebound.,23,21
6:04,94,Jordan Garnett Turnover.,23,21
5:49,94,Foul on Jordan Garnett.,23,21
5:49,356,Malcolm Hill made Free Throw.,23,22
5:49,356,Malcolm Hill made Free Throw.,23,23
5:36,94,Brennan Gillis made Jumper.,25,23
5:28,356,Jalen Coleman-Lands missed Three Point Jumper.,25,23
5:28,94,Brennan Gillis Defensive Rebound.,25,23
5:11,94,Mason Faulkner missed Three Point Jumper.,25,23
5:11,356,Malcolm Hill Defensive Rebound.,25,23
5:03,356,Jalen Coleman-Lands missed Three Point Jumper.,25,23
5:03,356,Michael Finke Offensive Rebound.,25,23
4:58,356,Foul on Michael Finke.,25,23
4:58,356,Michael Finke Turnover.,25,23
4:34,94,Lavone Holland II made Jumper.,27,23
4:06,94,Foul on Blake Spellman.,27,23
4:06,356,Malcolm Hill made Free Throw.,27,24
4:06,356,Malcolm Hill missed Free Throw.,27,24
4:06,94,Carson Williams Defensive Rebound.,27,24
3:56,94,Blake Spellman made Three Point Jumper. Assisted by Carson Williams.,30,24
3:36,356,Jaylon Tate missed Jumper.,30,24
3:36,94,Jordan Garnett Defensive Rebound.,30,24
3:27,94,Lavone Holland II made Layup.,32,24
3:22,356,Illinois  Timeout,32,24
3:03,356,Malcolm Hill made Three Point Jumper. Assisted by Maverick Morgan.,32,27
2:43,94,Foul on Lavone Holland II.,32,27
2:43,94,Lavone Holland II Turnover.,32,27
2:33,356,Malcolm Hill missed Three Point Jumper.,32,27
2:33,94,Carson Williams Defensive Rebound.,32,27
2:21,94,Lavone Holland II Turnover.,32,27
2:08,94,Foul on Brennan Gillis.,32,27
2:08,356,Maverick Morgan missed Free Throw.,32,27
2:08,356,Illinois Deadball Team Rebound.,32,27
2:08,356,Maverick Morgan missed Free Throw.,32,27
2:08,94,Carson Williams Defensive Rebound.,32,27
2:01,94,Jalen Tate Turnover.,32,27
1:39,356,Aaron Jordan missed Jumper.,32,27
1:39,356,Michael Finke Offensive Rebound.,32,27
1:35,356,Michael Finke made Layup.,32,29
1:24,356,Foul on Maverick Morgan.,32,29
1:24,94,Carson Williams made Free Throw.,33,29
1:24,94,Carson Williams missed Free Throw.,33,29
1:24,356,Malcolm Hill Defensive Rebound.,33,29
1:14,94,Foul on Jalen Tate.,33,29
1:14,356,Malcolm Hill made Free Throw.,33,30
1:14,356,Malcolm Hill missed Free Throw.,33,30
1:14,356,D.J. Williams Offensive Rebound.,33,30
1:10,356,Michael Finke missed Three Point Jumper.,33,30
1:10,356,Malcolm Hill Offensive Rebound.,33,30
1:04,356,Malcolm Hill missed Jumper.,33,30
1:04,94,Mason Faulkner Defensive Rebound.,33,30
0:38,94,Blake Spellman missed Three Point Jumper.,33,30
0:38,356,Michael Finke Defensive Rebound.,33,30
0:26,94,Foul on Jordan Garnett.,33,30
0:26,356,Jaylon Tate missed Free Throw.,33,30
0:26,356,Illinois Deadball Team Rebound.,33,30
0:26,94,Northern Kentucky  Timeout,33,30
0:26,356,Jaylon Tate made Free Throw.,33,31
0:04,94,Dantez Walton missed Three Point Jumper.,33,31
0:04,94,Mason Faulkner Offensive Rebound.,33,31
0:00,94,Jordan Garnett missed Jumper.,33,31
0:00,356,D.J. Williams Block.,33,31
0:00,356,Illinois Deadball Team Rebound.,33,31
0:00,356,End of 1st half,33,31
19:40,94,Drew McDonald missed Jumper.,33,31
19:40,356,Malcolm Hill Defensive Rebound.,33,31
19:32,356,Malcolm Hill made Three Point Jumper. Assisted by Maverick Morgan.,33,34
19:16,94,Drew McDonald made Jumper.,35,34
18:57,356,Malcolm Hill missed Jumper.,35,34
18:57,94,Drew McDonald Defensive Rebound.,35,34
18:41,94,Drew McDonald made Three Point Jumper. Assisted by Carson Williams.,38,34
18:25,356,Michael Finke made Jumper. Assisted by Maverick Morgan.,38,36
18:25,94,Foul on Carson Williams.,38,36
18:25,356,Michael Finke made Free Throw.,38,37
18:09,94,Drew McDonald missed Three Point Jumper.,38,37
18:09,356,Michael Finke Defensive Rebound.,38,37
17:56,356,Jaylon Tate made Layup.,38,39
17:32,94,Jeff Garrett made Three Point Jumper. Assisted by Jalen Tate.,41,39
17:25,356,Malcolm Hill made Three Point Jumper. Assisted by Jaylon Tate.,41,42
16:52,94,Lavone Holland II missed Three Point Jumper.,41,42
16:52,94,Northern Kentucky Deadball Team Rebound.,41,42
16:50,94,Northern Kentucky  Turnover.,41,42
16:38,94,Foul on Jeff Garrett.,41,42
16:32,356,Malcolm Hill missed Jumper.,41,42
16:32,356,Michael Finke Offensive Rebound.,41,42
16:29,356,Michael Finke made Two Point Tip Shot.,41,44
16:13,94,Foul on Carson Williams.,41,44
16:13,94,Carson Williams Turnover.,41,44
16:00,356,Malcolm Hill made Jumper.,41,46
15:44,356,Foul on Mike Thorne Jr..,41,46
15:44,356,Official TV Timeout,41,46
15:44,94,Drew McDonald made Free Throw.,42,46
15:44,94,Drew McDonald made Free Throw.,43,46
15:29,356,Malcolm Hill missed Layup.,43,46
15:29,94,Carson Williams Defensive Rebound.,43,46
15:25,94,Lavone Holland II made Three Point Jumper. Assisted by Carson Williams.,46,46
15:06,356,Mike Thorne Jr. missed Jumper.,46,46
15:06,94,Carson Williams Defensive Rebound.,46,46
14:58,94,Lavone Holland II Turnover.,46,46
14:32,356,Tracy Abrams missed Jumper.,46,46
14:32,94,Jalen Tate Defensive Rebound.,46,46
14:26,94,Drew McDonald missed Layup.,46,46
14:26,356,Tracy Abrams Block.,46,46
14:25,94,Carson Williams Offensive Rebound.,46,46
14:22,94,Drew McDonald Turnover.,46,46
14:20,356,Jalen Coleman-Lands Steal.,46,46
14:04,356,Michael Finke missed Three Point Jumper.,46,46
14:04,94,Jalen Tate Defensive Rebound.,46,46
13:55,94,Lavone Holland II Turnover.,46,46
13:33,356,Jaylon Tate missed Layup.,46,46
13:33,94,Cole Murray Block.,46,46
13:29,94,Blake Spellman Defensive Rebound.,46,46
13:22,356,Foul on D.J. Williams.,46,46
13:22,94,Jordan Garnett made Free Throw.,47,46
13:22,94,Jordan Garnett missed Free Throw.,47,46
13:22,356,Malcolm Hill Defensive Rebound.,47,46
13:06,356,Maverick Morgan made Jumper. Assisted by Malcolm Hill.,47,48
12:54,94,Carson Williams Turnover.,47,48
12:54,356,Tracy Abrams Steal.,47,48
12:45,356,Michael Finke missed Three Point Jumper.,47,48
12:45,356,Michael Finke Offensive Rebound.,47,48
12:39,356,Malcolm Hill Turnover.,47,48
12:30,94,Blake Spellman missed Three Point Jumper.,47,48
12:30,356,Michael Finke Defensive Rebound.,47,48
12:22,356,Jalen Coleman-Lands Turnover.,47,48
12:04,94,Drew McDonald missed Layup.,47,48
12:04,356,Maverick Morgan Defensive Rebound.,47,48
12:03,94,Foul on Drew McDonald.,47,48
11:49,356,Jalen Coleman-Lands missed Three Point Jumper.,47,48
11:49,94,Blake Spellman Defensive Rebound.,47,48
11:38,356,Foul on Jalen Coleman-Lands.,47,48
11:38,356,Official TV Timeout,47,48
11:15,94,Blake Spellman missed Three Point Jumper.,47,48
11:15,356,Maverick Morgan Defensive Rebound.,47,48
11:00,356,Malcolm Hill missed Jumper.,47,48
11:00,356,Malcolm Hill Offensive Rebound.,47,48
10:56,356,Malcolm Hill made Jumper.,47,50
10:44,94,Cole Murray made Three Point Jumper.,50,50
10:22,356,Michael Finke Turnover.,50,50
10:20,94,Drew McDonald Steal.,50,50
10:04,356,Foul on Jalen Coleman-Lands.,50,50
9:53,94,Blake Spellman Turnover.,50,50
9:53,356,Malcolm Hill Steal.,50,50
9:53,356,Malcolm Hill made Layup.,50,52
9:53,94,Foul on Cole Murray.,50,52
9:53,356,Malcolm Hill made Free Throw.,50,53
9:33,94,Carson Williams Turnover.,50,53
9:27,94,Foul on Jalen Tate.,50,53
9:27,94,Northern Kentucky  Timeout,50,53
9:26,356,Malcolm Hill made Three Point Jumper. Assisted by Jaylon Tate.,50,56
8:59,94,Jordan Garnett missed Three Point Jumper.,50,56
8:59,356,Tracy Abrams Defensive Rebound.,50,56
8:54,94,Foul on Jordan Garnett.,50,56
8:54,356,Jaylon Tate made Free Throw.,50,57
8:54,356,Jaylon Tate made Free Throw.,50,58
8:47,356,Malcolm Hill made Three Point Jumper.,50,61
8:18,94,Drew McDonald missed Three Point Jumper.,50,61
8:18,356,Tracy Abrams Defensive Rebound.,50,61
8:05,356,Malcolm Hill missed Three Point Jumper.,50,61
8:05,94,Blake Spellman Defensive Rebound.,50,61
8:01,356,Foul on Aaron Jordan.,50,61
7:42,94,Lavone Holland II made Three Point Jumper. Assisted by Drew McDonald.,53,61
7:28,356,Tracy Abrams missed Jumper.,53,61
7:28,94,Jeff Garrett Defensive Rebound.,53,61
7:26,94,Jeff Garrett Turnover.,53,61
7:26,356,Official TV Timeout,53,61
7:24,356,Michael Finke Turnover.,53,61
7:23,94,Jeff Garrett Steal.,53,61
7:21,94,Jeff Garrett made Dunk.,55,61
7:06,94,Foul on Blake Spellman.,55,61
7:06,356,Jaylon Tate made Free Throw.,55,62
7:06,356,Jaylon Tate missed Free Throw.,55,62
7:06,94,Drew McDonald Defensive Rebound.,55,62
6:40,94,Lavone Holland II missed Three Point Jumper.,55,62
6:40,356,Malcolm Hill Defensive Rebound.,55,62
6:30,356,Tracy Abrams made Layup.,55,64
6:02,356,Foul on Michael Finke.,55,64
5:51,94,Blake Spellman missed Three Point Jumper.,55,64
5:51,356,Illinois Deadball Team Rebound.,55,64
5:48,356,Foul on Jaylon Tate.,55,64
5:48,94,Jeff Garrett missed Free Throw.,55,64
5:48,356,Malcolm Hill Defensive Rebound.,55,64
5:41,356,Tracy Abrams missed Jumper.,55,64
5:41,94,Jordan Garnett Block.,55,64
5:40,94,Jordan Garnett Defensive Rebound.,55,64
5:38,94,Jordan Garnett Turnover.,55,64
5:37,356,Jalen Coleman-Lands Steal.,55,64
5:37,356,Illinois  Timeout,55,64
5:15,356,Malcolm Hill made Layup.,55,66
5:04,94,Blake Spellman Turnover.,55,66
4:48,356,Maverick Morgan missed Jumper.,55,66
4:48,94,Jeff Garrett Defensive Rebound.,55,66
4:39,356,Foul on Maverick Morgan.,55,66
4:39,94,Carson Williams made Free Throw.,56,66
4:39,94,Carson Williams made Free Throw.,57,66
4:11,356,Jaylon Tate missed Three Point Jumper.,57,66
4:11,356,Malcolm Hill Offensive Rebound.,57,66
4:07,356,Malcolm Hill made Layup.,57,68
3:57,356,Foul on Jaylon Tate.,57,68
3:57,356,Official TV Timeout,57,68
3:57,94,Jalen Tate missed Free Throw.,57,68
3:57,356,Illinois Deadball Team Rebound.,57,68
3:55,94,Foul on Jeff Garrett.,57,68
3:55,356,Malcolm Hill made Free Throw.,57,69
3:55,356,Malcolm Hill made Free Throw.,57,70
3:44,94,Lavone Holland II missed Jumper.,57,70
3:44,94,Carson Williams Offensive Rebound.,57,70
3:40,94,Carson Williams missed Two Point Tip Shot.,57,70
3:40,94,Carson Williams Offensive Rebound.,57,70
3:38,94,Carson Williams missed Jumper.,57,70
3:38,94,Jalen Tate Offensive Rebound.,57,70
3:38,356,Foul on Michael Finke.,57,70
3:38,94,Jalen Tate missed Free Throw.,57,70
3:38,94,Northern Kentucky Deadball Team Rebound.,57,70
3:38,94,Jalen Tate missed Free Throw.,57,70
3:38,356,Michael Finke Defensive Rebound.,57,70
3:13,356,Malcolm Hill missed Three Point Jumper.,57,70
3:13,94,Lavone Holland II Defensive Rebound.,57,70
3:05,94,Carson Williams missed Layup.,57,70
3:05,94,Northern Kentucky Offensive Rebound.,57,70
3:03,356,Foul on Jalen Coleman-Lands.,57,70
3:03,94,Jalen Tate missed Free Throw.,57,70
3:03,94,Northern Kentucky Deadball Team Rebound.,57,70
3:03,94,Jalen Tate made Free Throw.,58,70
3:00,94,Foul on Mason Faulkner.,58,70
3:00,356,Jaylon Tate made Free Throw.,58,71
3:00,356,Jaylon Tate missed Free Throw.,58,71
3:00,94,Carson Williams Defensive Rebound.,58,71
2:53,94,Lavone Holland II Turnover.,58,71
2:48,356,Malcolm Hill made Layup.,58,73
2:48,94,Foul on Cole Murray.,58,73
2:48,356,Malcolm Hill missed Free Throw.,58,73
2:48,94,Northern Kentucky Defensive Rebound.,58,73
2:38,356,Foul on Tracy Abrams.,58,73
2:38,94,Mason Faulkner missed Free Throw.,58,73
2:38,94,Northern Kentucky Deadball Team Rebound.,58,73
2:38,94,Mason Faulkner made Free Throw.,59,73
2:12,356,Maverick Morgan made Layup. Assisted by Tracy Abrams.,59,75
1:58,94,Cole Murray missed Three Point Jumper.,59,75
1:58,94,Cole Murray Offensive Rebound.,59,75
1:51,94,Mason Faulkner missed Three Point Jumper.,59,75
1:51,356,Michael Finke Defensive Rebound.,59,75
1:21,356,Malcolm Hill made Jumper.,59,77
1:07,356,Foul on Jaylon Tate.,59,77
1:07,94,Blake Spellman made Free Throw.,60,77
1:07,94,Blake Spellman made Free Throw.,61,77
0:39,356,Tracy Abrams made Jumper.,61,79
0:31,94,Jeff Garrett made Three Point Jumper. Assisted by Blake Spellman.,64,79
0:08,356,Tracy Abrams missed Jumper.,64,79
0:08,356,Jaylon Tate Offensive Rebound.,64,79
0:00,356,End of Game,64,79
