Johnson Univ (FL),Error,The Citadel,2643
16:51,2643,Frankie Johnson Offensive Rebound.,49,78
16:43,2643,Quayson Williams made Three Point Jumper. Assisted by Frankie Johnson.,49,81
16:34,2643,Foul on Zane Najdawi.,49,81
16:34,-1,Caleb Winfrey made Free Throw.,50,81
16:34,-1,Caleb Winfrey missed Free Throw.,50,81
16:34,2643,Tom Koopman Defensive Rebound.,50,81
16:12,2643,Quayson Williams missed Layup.,50,81
16:12,-1,Josh Grover Defensive Rebound.,50,81
16:12,2643,Foul on Preston Parks.,50,81
16:12,-1,Caleb Winfrey made Free Throw.,51,81
16:12,-1,Caleb Winfrey missed Free Throw.,51,81
16:12,2643,Tom Koopman Defensive Rebound.,51,81
16:08,2643,Matt Frierson missed Three Point Jumper.,51,81
16:08,-1,Johnson University Florida Defensive Rebound.,51,81
16:07,2643,Foul on Tom Koopman.,51,81
16:05,-1,Mikhail Lobatos Turnover.,51,81
16:03,2643,Preston Parks Steal.,51,81
16:02,2643,Ezekiel Balogun made Jumper.,51,83
16:01,-1,Foul on Mikhail Lobatos.,51,83
16:01,2643,Ezekiel Balogun missed Free Throw.,51,83
16:01,-1,Mikhail Lobatos Defensive Rebound.,51,83
15:58,-1,Josh Grover missed Jumper.,51,83
15:58,2643,Tom Koopman Defensive Rebound.,51,83
15:48,2643,Preston Parks missed Three Point Jumper.,51,83
15:48,2643,The Citadel Offensive Rebound.,51,83
15:45,2643,Official TV Timeout,51,83
15:43,2643,Ezekiel Balogun made Layup. Assisted by Preston Parks.,51,85
15:25,-1,Mikhail Lobatos missed Jumper.,51,85
15:25,-1,Caleb Winfrey Offensive Rebound.,51,85
15:17,-1,Caleb Winfrey Turnover.,51,85
15:15,2643,Preston Parks Steal.,51,85
15:13,2643,Quayson Williams made Layup. Assisted by Preston Parks.,51,87
15:05,-1,Josh Grover missed Jumper.,51,87
15:05,-1,Mikhail Lobatos Offensive Rebound.,51,87
15:01,-1,Mikhail Lobatos Turnover.,51,87
14:56,2643,Tom Koopman made Layup. Assisted by Preston Parks.,51,89
14:45,-1,Caleb Winfrey Turnover.,51,89
14:43,2643,Preston Parks Steal.,51,89
14:36,2643,Tom Koopman Turnover.,51,89
14:27,-1,Caleb Winfrey missed Jumper.,51,89
14:27,-1,Izic Vanegas Offensive Rebound.,51,89
14:18,-1,Caleb Winfrey made Three Point Jumper. Assisted by Duane Howard.,54,89
14:09,2643,Zane Najdawi made Layup. Assisted by Frankie Johnson.,54,91
13:49,-1,Douet Broughton Turnover.,54,91
13:47,2643,Zane Najdawi Steal.,54,91
13:44,2643,Leandro Allende missed Three Point Jumper.,54,91
13:44,2643,Brian White Offensive Rebound.,54,91
13:40,-1,Foul on Izic Vanegas.,54,91
13:40,2643,Brian White made Free Throw.,54,92
13:40,2643,Brian White made Free Throw.,54,93
13:36,-1,Izic Vanegas Turnover.,54,93
13:35,2643,Frankie Johnson Steal.,54,93
13:32,2643,Frankie Johnson made Three Point Jumper. Assisted by Warren Sledge.,54,96
13:24,-1,Josh Grover Turnover.,54,96
13:22,2643,Warren Sledge missed Three Point Jumper.,54,96
13:22,-1,Douet Broughton Defensive Rebound.,54,96
13:02,-1,Josh Grover missed Jumper.,54,96
13:02,2643,Frankie Johnson Defensive Rebound.,54,96
13:00,-1,Foul on Josh Grover.,54,96
12:53,-1,Foul on Isaiah Louis.,54,96
12:46,2643,Brian White missed Three Point Jumper.,54,96
12:46,-1,Douet Broughton Defensive Rebound.,54,96
12:45,2643,Frankie Johnson Offensive Rebound.,54,96
12:44,2643,Frankie Johnson missed Jumper.,54,96
12:43,2643,Leandro Allende Offensive Rebound.,54,96
12:38,2643,Leandro Allende made Jumper.,54,98
12:22,2643,Foul on Zane Najdawi.,54,98
12:22,-1,Josh Grover missed Free Throw.,54,98
12:22,-1,Johnson University Florida Deadball Team Rebound.,54,98
12:22,-1,Josh Grover missed Free Throw.,54,98
12:22,2643,Zane Najdawi Defensive Rebound.,54,98
12:03,2643,Zane Najdawi made Free Throw.,54,99
12:03,-1,Foul on Izic Vanegas.,54,99
12:03,2643,Zane Najdawi made Free Throw.,54,100
11:58,-1,Josh Grover Turnover.,54,100
11:57,2643,Leandro Allende Steal.,54,100
11:48,-1,Foul on Jon Baker.,54,100
11:48,-1,Johnson University Florida  Timeout,54,100
11:48,-1,Johnson University Florida  Timeout,54,100
11:48,2643,Zane Najdawi made Free Throw.,54,101
11:48,2643,Zane Najdawi made Free Throw.,54,102
11:42,-1,Douet Broughton made Jumper. Assisted by Duane Howard.,56,102
11:34,2643,Warren Sledge missed Layup.,56,102
11:34,-1,Douet Broughton Defensive Rebound.,56,102
11:30,2643,Foul on Ezekiel Balogun.,56,102
11:15,-1,Douet Broughton made Layup. Assisted by Duane Howard.,58,102
11:07,2643,Quayson Williams made Three Point Jumper. Assisted by Warren Sledge.,58,105
10:51,-1,Isaiah Louis made Jumper.,60,105
10:46,2643,The Citadel  Timeout,60,105
10:30,2643,Aaron Washington missed Three Point Jumper.,60,105
10:30,-1,Isaiah Louis Defensive Rebound.,60,105
10:15,-1,Josh Grover missed Layup.,60,105
10:15,2643,Ezekiel Balogun Block.,60,105
10:12,-1,Isaiah Louis Offensive Rebound.,60,105
10:05,-1,Josh Grover made Layup. Assisted by Duane Howard.,62,105
9:58,2643,Matt Frierson missed Three Point Jumper.,62,105
9:58,-1,Douet Broughton Defensive Rebound.,62,105
9:55,-1,Douet Broughton Turnover.,62,105
9:49,2643,Preston Parks missed Three Point Jumper.,62,105
9:49,2643,Brian White Offensive Rebound.,62,105
9:42,2643,Ezekiel Balogun missed Three Point Jumper.,62,105
9:42,2643,Preston Parks Offensive Rebound.,62,105
9:36,2643,Preston Parks missed Jumper.,62,105
9:36,2643,Preston Parks Offensive Rebound.,62,105
9:36,2643,Brian White made Jumper. Assisted by Preston Parks.,62,107
9:36,-1,Foul on Douet Broughton.,62,107
9:36,2643,Brian White made Free Throw.,62,108
9:33,-1,Duane Howard Turnover.,62,108
9:31,2643,Aaron Washington Steal.,62,108
9:30,2643,Aaron Washington made Layup.,62,110
9:12,-1,Duane Howard missed Jumper.,62,110
9:12,2643,Matt Frierson Defensive Rebound.,62,110
9:01,2643,Brian White made Layup. Assisted by Matt Frierson.,62,112
8:54,-1,Josh Grover Turnover.,62,112
8:52,2643,Brian White Steal.,62,112
8:48,2643,Ezekiel Balogun made Layup. Assisted by Preston Parks.,62,114
8:39,2643,Foul on Brian White.,62,114
8:36,-1,Michael Levy Turnover.,62,114
8:35,2643,Tom Koopman Steal.,62,114
8:29,2643,Matt Frierson missed Three Point Jumper.,62,114
8:29,2643,Tom Koopman Offensive Rebound.,62,114
8:24,2643,Matt Frierson made Three Point Jumper. Assisted by Tom Koopman.,62,117
8:04,2643,Foul on Aaron Washington.,62,117
8:04,-1,Isaiah Louis missed Free Throw.,62,117
8:04,2643,Brian White Defensive Rebound.,62,117
7:59,2643,Preston Parks Turnover.,62,117
7:59,2643,Official TV Timeout,62,117
7:45,-1,Michael Levy Turnover.,62,117
7:45,2643,Tom Koopman Steal.,62,117
7:41,2643,Matt Frierson made Three Point Jumper. Assisted by Preston Parks.,62,120
7:23,-1,Josh Grover made Jumper.,64,120
7:15,2643,Brian White Turnover.,64,120
7:14,-1,Caleb Winfrey Steal.,64,120
7:11,-1,Isaiah Louis missed Layup.,64,120
7:11,2643,Brian White Defensive Rebound.,64,120
7:07,2643,Preston Parks missed Three Point Jumper.,64,120
7:07,2643,Brian White Offensive Rebound.,64,120
7:04,2643,Brian White made Layup.,64,122
6:45,-1,Josh Grover Turnover.,64,122
6:45,2643,Brian White Steal.,64,122
6:45,-1,Foul on Josh Grover.,64,122
6:45,2643,Brian White made Free Throw.,64,123
6:45,2643,Brian White made Free Throw.,64,124
6:37,2643,Foul on Preston Parks.,64,124
6:37,-1,Josh Grover missed Free Throw.,64,124
6:37,-1,Josh Grover Offensive Rebound.,64,124
6:36,2643,Foul on Tom Koopman.,64,124
6:34,-1,Josh Grover made Free Throw.,65,124
6:34,-1,Josh Grover made Free Throw.,66,124
6:25,-1,Foul on Mikhail Lobatos.,66,124
6:25,2643,Warren Sledge made Free Throw.,66,125
6:25,2643,Warren Sledge made Free Throw.,66,126
6:11,-1,Mikhail Lobatos missed Jumper.,66,126
6:11,2643,Ezekiel Balogun Defensive Rebound.,66,126
6:02,2643,Warren Sledge Turnover.,66,126
5:51,-1,Josh Grover made Layup.,68,126
5:33,-1,Foul on Mikhail Lobatos.,68,126
5:33,2643,Warren Sledge made Free Throw.,68,127
5:33,2643,Warren Sledge made Free Throw.,68,128
5:21,-1,Duane Howard Turnover.,68,128
5:20,2643,Preston Parks Steal.,68,128
5:17,2643,Ezekiel Balogun made Dunk. Assisted by Preston Parks.,68,130
5:00,-1,Isaiah Louis Turnover.,68,130
4:59,2643,Preston Parks Steal.,68,130
4:54,2643,Ezekiel Balogun missed Layup.,68,130
4:54,2643,Ezekiel Balogun Offensive Rebound.,68,130
4:51,2643,Ezekiel Balogun missed Jumper.,68,130
4:51,-1,Isaiah Louis Block.,68,130
4:49,2643,Ezekiel Balogun Offensive Rebound.,68,130
4:47,-1,Foul on Isaiah Louis.,68,130
4:47,2643,Ezekiel Balogun made Free Throw.,68,131
4:47,2643,Ezekiel Balogun missed Free Throw.,68,131
4:47,-1,Johnson University Florida Defensive Rebound.,68,131
4:46,-1,Tim Gunn made Free Throw.,69,131
4:41,2643,Chris Ross missed Layup.,69,131
4:41,2643,Chris Ross Offensive Rebound.,69,131
4:41,2643,Chris Ross made Jumper.,69,133
4:39,2643,Foul on Bobby Duncan.,69,133
4:34,-1,Tim Gunn made Free Throw.,70,133
3:59,-1,Douet Broughton Turnover.,70,133
3:58,2643,Preston Parks Steal.,70,133
3:51,2643,Preston Parks Turnover.,70,133
3:44,-1,Josh Grover made Layup.,72,133
3:34,2643,Tyler Burgess Turnover.,72,133
3:21,-1,Tim Gunn Turnover.,72,133
3:13,2643,Griffin Peevey missed Layup.,72,133
3:13,-1,Isaiah Louis Defensive Rebound.,72,133
2:56,-1,Douet Broughton made Layup.,74,133
2:49,2643,Chris Ross made Three Point Jumper. Assisted by Bobby Duncan.,74,136
2:21,-1,Josh Grover made Layup.,76,136
2:13,2643,Foul on Bobby Duncan.,76,136
2:13,2643,Bobby Duncan Turnover.,76,136
2:05,2643,Foul on Bobby Duncan.,76,136
2:05,-1,Douet Broughton made Free Throw.,77,136
2:05,-1,Douet Broughton missed Free Throw.,77,136
2:05,2643,Tyler Burgess Defensive Rebound.,77,136
1:57,-1,Foul on Michael Levy.,77,136
1:57,2643,Aaron Washington made Free Throw.,77,137
1:57,2643,Aaron Washington made Free Throw.,77,138
1:42,-1,Josh Grover made Layup.,79,138
1:28,2643,Tyler Burgess missed Three Point Jumper.,79,138
1:28,-1,Johnson University Florida Defensive Rebound.,79,138
1:26,2643,Foul on Bobby Duncan.,79,138
1:26,-1,Josh Grover missed Free Throw.,79,138
1:26,-1,Johnson University Florida Deadball Team Rebound.,79,138
1:26,-1,Josh Grover made Free Throw.,80,138
1:14,2643,Chris Ross made Three Point Jumper. Assisted by Aaron Washington.,80,141
1:09,2643,Foul on Brian White.,80,141
1:09,-1,Tim Gunn made Free Throw.,81,141
1:09,-1,Tim Gunn made Free Throw.,82,141
