Drexel,164,Rutgers,2182
6:48,164,Foul on Jonathan Laurent.,21,24
6:48,164,Jonathan Laurent Turnover.,21,24
6:30,2182,Tyshawn Myles missed Layup.,21,24
6:29,2182,Rodney Williams Offensive Rebound.,21,24
6:28,2182,Rodney Williams missed Layup.,21,24
6:27,164,Candido Sa Block.,21,24
6:26,164,Nigel Johnson Defensive Rebound.,21,24
6:19,2182,Foul on Tyshawn Myles.,21,24
6:19,164,Corey Sanders missed Free Throw.,21,24
6:19,164,Rutgers Deadball Team Rebound.,21,24
6:19,164,Corey Sanders made Free Throw.,21,25
6:14,164,Foul on Corey Sanders.,21,25
6:14,2182,Kurk Lee missed Free Throw.,21,25
6:14,164,C.J. Gettys Defensive Rebound.,21,25
5:46,164,Corey Sanders missed Three Point Jumper.,21,25
5:46,2182,Sammy Mojica Defensive Rebound.,21,25
5:30,2182,Sammy Mojica missed Three Point Jumper.,21,25
5:30,164,Jonathan Laurent Defensive Rebound.,21,25
5:16,164,Jonathan Laurent made Three Point Jumper. Assisted by Nigel Johnson.,21,28
5:05,2182,Miles Overton made Jumper. Assisted by Kari Jonsson.,23,28
4:47,2182,Foul on Kari Jonsson.,23,28
4:47,164,Jonathan Laurent missed Free Throw.,23,28
4:47,2182,Rodney Williams Defensive Rebound.,23,28
4:24,2182,Kari Jonsson made Three Point Jumper. Assisted by Miles Overton.,26,28
4:12,2182,Foul on Kari Jonsson.,26,28
4:12,164,Nigel Johnson made Free Throw.,26,29
4:12,164,Nigel Johnson made Free Throw.,26,30
3:57,2182,Rodney Williams Turnover.,26,30
3:56,164,Official TV Timeout,26,30
3:34,164,Candido Sa made Layup. Assisted by Nigel Johnson.,26,32
3:06,2182,Sammy Mojica missed Jumper.,26,32
3:06,164,Candido Sa Defensive Rebound.,26,32
2:53,2182,Foul on John Moran.,26,32
2:53,164,Nigel Johnson made Free Throw.,26,33
2:53,164,Nigel Johnson made Free Throw.,26,34
2:31,2182,John Moran missed Three Point Jumper.,26,34
2:31,164,Candido Sa Defensive Rebound.,26,34
2:12,164,Issa Thiam made Three Point Jumper.,26,37
1:55,2182,Sammy Mojica missed Three Point Jumper.,26,37
1:55,164,Candido Sa Defensive Rebound.,26,37
1:42,2182,Foul on John Moran.,26,37
1:42,164,Nigel Johnson made Free Throw.,26,38
1:42,164,Rutgers  Timeout,26,38
1:42,164,Nigel Johnson made Free Throw.,26,39
1:34,2182,Kurk Lee Turnover.,26,39
1:33,164,Jonathan Laurent Steal.,26,39
1:23,164,Issa Thiam missed Three Point Jumper.,26,39
1:23,2182,Sammy Mojica Defensive Rebound.,26,39
1:15,2182,Kurk Lee missed Layup.,26,39
1:15,164,Candido Sa Defensive Rebound.,26,39
0:46,164,Jonathan Laurent made Layup. Assisted by Nigel Johnson.,26,41
0:36,2182,Kurk Lee Turnover.,26,41
0:07,164,Nigel Johnson Turnover.,26,41
0:06,2182,Kurk Lee Steal.,26,41
0:03,2182,Miles Overton missed Layup.,26,41
0:03,164,Rutgers Defensive Rebound.,26,41
0:00,164,End of 1st half,26,41
19:34,164,Corey Sanders missed Jumper.,26,41
19:34,164,Deshawn Freeman Offensive Rebound.,26,41
19:34,164,Deshawn Freeman made Layup.,26,43
19:34,2182,Foul on Sammy Mojica.,26,43
19:34,164,Deshawn Freeman made Free Throw.,26,44
19:25,2182,Miles Overton missed Three Point Jumper.,26,44
19:25,164,C.J. Gettys Defensive Rebound.,26,44
19:11,164,C.J. Gettys missed Layup.,26,44
19:11,164,Jonathan Laurent Offensive Rebound.,26,44
19:09,164,Jonathan Laurent missed Layup.,26,44
19:09,2182,Austin Williams Defensive Rebound.,26,44
18:55,2182,Rodney Williams made Layup.,28,44
18:48,164,Corey Sanders Turnover.,28,44
18:48,164,Foul on Corey Sanders.,28,44
18:42,2182,Rodney Williams missed Layup.,28,44
18:42,164,Rutgers Defensive Rebound.,28,44
18:34,2182,Foul on Austin Williams.,28,44
18:22,164,Nigel Johnson Turnover.,28,44
18:22,2182,Sammy Mojica Steal.,28,44
18:19,2182,Miles Overton made Dunk. Assisted by Sammy Mojica.,30,44
18:01,164,Deshawn Freeman Turnover.,30,44
18:00,2182,Rodney Williams Steal.,30,44
18:00,164,Foul on Deshawn Freeman.,30,44
17:46,164,Foul on Jonathan Laurent.,30,44
17:45,2182,Rodney Williams Turnover.,30,44
17:24,164,Jonathan Laurent made Three Point Jumper. Assisted by Nigel Johnson.,30,47
17:08,2182,Austin Williams made Layup. Assisted by Kurk Lee.,32,47
16:47,164,Nigel Johnson missed Three Point Jumper.,32,47
16:47,2182,Austin Williams Defensive Rebound.,32,47
16:27,2182,Miles Overton missed Jumper.,32,47
16:27,164,C.J. Gettys Defensive Rebound.,32,47
16:20,164,Candido Sa made Layup. Assisted by Nigel Johnson.,32,49
15:57,2182,Rodney Williams made Free Throw.,33,49
15:57,2182,Rodney Williams made Layup.,35,49
15:57,164,Foul on C.J. Gettys.,35,49
15:57,164,Official TV Timeout,35,49
15:40,164,Candido Sa missed Three Point Jumper.,35,49
15:40,164,Mike Williams Offensive Rebound.,35,49
15:40,164,Mike Williams made Layup.,35,51
14:45,2182,Kari Jonsson made Three Point Jumper. Assisted by Kurk Lee.,38,51
14:24,2182,Foul on Jeremy Peck.,38,51
14:19,164,Candido Sa missed Layup.,38,51
14:19,2182,Jeremy Peck Defensive Rebound.,38,51
14:12,2182,Kurk Lee missed Layup.,38,51
14:12,164,Candido Sa Defensive Rebound.,38,51
13:59,164,Nigel Johnson made Jumper.,38,53
13:39,164,Foul on Candido Sa.,38,53
13:39,2182,Miles Overton missed Free Throw.,38,53
13:39,2182,Drexel Deadball Team Rebound.,38,53
13:39,2182,Miles Overton made Free Throw.,39,53
13:30,164,Eugene Omoruyi missed Three Point Jumper.,39,53
13:30,164,Rutgers Offensive Rebound.,39,53
13:25,2182,Foul on Kari Jonsson.,39,53
13:20,164,Mike Williams missed Three Point Jumper.,39,53
13:20,164,Rutgers Offensive Rebound.,39,53
13:16,164,Corey Sanders made Three Point Jumper. Assisted by Eugene Omoruyi.,39,56
12:55,2182,Miles Overton missed Three Point Jumper.,39,56
12:55,2182,Miles Overton Offensive Rebound.,39,56
12:53,2182,Tyshawn Myles missed Layup.,39,56
12:53,164,Shaquille Doorson Defensive Rebound.,39,56
12:49,2182,Foul on Tyshawn Myles.,39,56
12:36,164,Mike Williams missed Three Point Jumper.,39,56
12:36,2182,Sammy Mojica Defensive Rebound.,39,56
12:30,2182,Miles Overton missed Layup.,39,56
12:30,164,Mike Williams Defensive Rebound.,39,56
12:19,164,C.J. Gettys made Layup. Assisted by Eugene Omoruyi.,39,58
12:19,2182,Foul on Miles Overton.,39,58
12:19,164,C.J. Gettys missed Free Throw.,39,58
12:19,2182,Mohamed Bah Defensive Rebound.,39,58
12:02,2182,Sammy Mojica missed Three Point Jumper.,39,58
12:02,164,Mike Williams Defensive Rebound.,39,58
11:53,2182,Foul on Sammy Mojica.,39,58
11:53,164,Official TV Timeout,39,58
11:53,164,Eugene Omoruyi missed Free Throw.,39,58
11:53,2182,Sammy Mojica Defensive Rebound.,39,58
11:33,2182,Kurk Lee made Jumper.,41,58
11:19,164,C.J. Gettys Turnover.,41,58
11:18,2182,Miles Overton Steal.,41,58
11:13,2182,Kurk Lee made Layup.,43,58
10:50,164,Candido Sa missed Layup.,43,58
10:50,2182,Rodney Williams Defensive Rebound.,43,58
10:39,2182,Rodney Williams made Layup.,45,58
10:33,164,Rutgers  Timeout,45,58
10:33,164,Official TV Timeout,45,58
10:16,164,Deshawn Freeman made Layup. Assisted by Corey Sanders.,45,60
9:51,2182,Austin Williams missed Layup.,45,60
9:51,164,Mike Williams Defensive Rebound.,45,60
9:37,164,Mike Williams missed Three Point Jumper.,45,60
9:37,164,Deshawn Freeman Offensive Rebound.,45,60
9:32,164,Deshawn Freeman missed Layup.,45,60
9:32,164,Deshawn Freeman Offensive Rebound.,45,60
9:30,2182,Foul on Kurk Lee.,45,60
9:30,164,Deshawn Freeman made Free Throw.,45,61
9:30,164,Deshawn Freeman made Free Throw.,45,62
9:17,2182,Rodney Williams missed Layup.,45,62
9:17,164,Jonathan Laurent Defensive Rebound.,45,62
9:02,164,Mike Williams missed Three Point Jumper.,45,62
9:02,164,C.J. Gettys Offensive Rebound.,45,62
8:55,2182,Rodney Williams Steal.,45,62
8:55,164,C.J. Gettys Turnover.,45,62
8:52,2182,Kurk Lee missed Jumper.,45,62
8:52,2182,Rodney Williams Offensive Rebound.,45,62
8:47,2182,Rodney Williams made Layup.,47,62
8:30,164,Jonathan Laurent made Three Point Jumper. Assisted by Nigel Johnson.,47,65
8:13,2182,Sammy Mojica Turnover.,47,65
7:58,164,Nigel Johnson made Layup.,47,67
7:58,2182,Drexel  Timeout,47,67
7:58,164,Official TV Timeout,47,67
7:39,2182,Kari Jonsson missed Jumper.,47,67
7:39,2182,Sammy Mojica Offensive Rebound.,47,67
7:35,2182,Sammy Mojica missed Three Point Jumper.,47,67
7:35,164,Nigel Johnson Defensive Rebound.,47,67
7:24,164,Jonathan Laurent Turnover.,47,67
7:05,2182,Kari Jonsson missed Three Point Jumper.,47,67
7:05,164,Corey Sanders Defensive Rebound.,47,67
6:49,164,Shaquille Doorson missed Layup.,47,67
6:49,2182,Rodney Williams Block.,47,67
6:48,164,Rutgers Offensive Rebound.,47,67
6:47,2182,Foul on Tyshawn Myles.,47,67
6:47,164,Corey Sanders missed Free Throw.,47,67
6:47,164,Rutgers Deadball Team Rebound.,47,67
6:47,164,Corey Sanders made Free Throw.,47,68
6:20,2182,Miles Overton missed Jumper.,47,68
6:20,2182,Miles Overton Offensive Rebound.,47,68
6:16,2182,Kari Jonsson missed Three Point Jumper.,47,68
6:16,2182,Mohamed Bah Offensive Rebound.,47,68
6:10,2182,Kari Jonsson made Three Point Jumper. Assisted by Mohamed Bah.,50,68
5:37,164,Nigel Johnson missed Layup.,50,68
5:37,164,Deshawn Freeman Offensive Rebound.,50,68
5:37,164,Deshawn Freeman missed Jumper.,50,68
5:37,2182,Rodney Williams Block.,50,68
5:37,164,Deshawn Freeman Offensive Rebound.,50,68
5:37,164,Mike Williams Turnover.,50,68
5:26,2182,Rodney Williams missed Three Point Jumper.,50,68
5:26,164,Nigel Johnson Defensive Rebound.,50,68
5:21,164,Corey Sanders missed Layup.,50,68
5:21,164,Deshawn Freeman Offensive Rebound.,50,68
5:21,2182,Foul on Rodney Williams.,50,68
5:21,164,Deshawn Freeman missed Free Throw.,50,68
5:21,164,Rutgers Deadball Team Rebound.,50,68
5:21,2182,Drexel  Timeout,50,68
5:21,164,Deshawn Freeman made Free Throw.,50,69
5:10,2182,Mohamed Bah missed Layup.,50,69
5:10,164,Candido Sa Block.,50,69
5:10,2182,Mohamed Bah Offensive Rebound.,50,69
4:54,2182,Kurk Lee missed Layup.,50,69
4:54,164,Rutgers Defensive Rebound.,50,69
4:51,164,Corey Sanders Turnover.,50,69
4:46,2182,Foul on Rodney Williams.,50,69
4:46,2182,Rodney Williams Turnover.,50,69
4:33,164,Corey Sanders missed Layup.,50,69
4:33,164,Mike Williams Offensive Rebound.,50,69
4:32,164,Mike Williams made Layup.,50,71
4:25,2182,Kurk Lee Turnover.,50,71
4:25,164,Corey Sanders Steal.,50,71
4:10,164,Candido Sa missed Layup.,50,71
4:10,2182,Rodney Williams Block.,50,71
4:10,164,C.J. Gettys Offensive Rebound.,50,71
4:03,164,C.J. Gettys made Layup.,50,73
3:45,2182,Sammy Mojica made Layup.,52,73
3:36,164,Candido Sa made Three Point Jumper. Assisted by C.J. Gettys.,52,76
3:34,2182,Rodney Williams made Layup.,54,76
2:51,164,Mike Williams missed Jumper.,54,76
2:51,164,C.J. Gettys Offensive Rebound.,54,76
2:49,164,Official TV Timeout,54,76
2:40,164,Candido Sa made Layup. Assisted by Corey Sanders.,54,78
2:30,164,Foul on Deshawn Freeman.,54,78
2:30,2182,Kurk Lee made Free Throw.,55,78
2:30,2182,Kurk Lee made Free Throw.,56,78
2:29,2182,Foul on Miles Overton.,56,78
2:29,164,Nigel Johnson missed Free Throw.,56,78
2:29,164,Rutgers Deadball Team Rebound.,56,78
2:29,164,Nigel Johnson missed Free Throw.,56,78
2:29,2182,Sammy Mojica Defensive Rebound.,56,78
2:20,2182,Kurk Lee made Jumper.,58,78
2:15,2182,Foul on Sammy Mojica.,58,78
2:15,164,Corey Sanders made Free Throw.,58,79
2:15,164,Corey Sanders made Free Throw.,58,80
2:07,2182,Miles Overton missed Jumper.,58,80
2:07,164,Candido Sa Block.,58,80
2:05,164,Deshawn Freeman Defensive Rebound.,58,80
2:01,164,Deshawn Freeman Turnover.,58,80
2:01,2182,Kari Jonsson Steal.,58,80
1:59,2182,Sammy Mojica made Layup.,60,80
1:44,164,Deshawn Freeman made Three Point Jumper. Assisted by Nigel Johnson.,60,83
1:34,2182,Kurk Lee Turnover.,60,83
1:08,2182,Foul on Kurk Lee.,60,83
1:08,164,Corey Sanders made Free Throw.,60,84
1:08,164,Corey Sanders made Free Throw.,60,85
0:56,2182,Sammy Mojica made Three Point Jumper. Assisted by Kurk Lee.,63,85
0:35,164,Eugene Omoruyi made Layup. Assisted by Issa Thiam.,63,87
0:16,2182,Sammy Mojica made Three Point Jumper. Assisted by Kurk Lee.,66,87
0:00,164,End of Game,66,87
