Robert Morris,305,DePaul,2523
12:00,2523,Braden Burke missed Free Throw.,14,21
12:00,305,Billy Garrett Jr. Defensive Rebound.,14,21
11:50,305,Billy Garrett Jr. missed Jumper.,14,21
11:50,2523,Kavon Stewart Defensive Rebound.,14,21
11:23,2523,Isaiah Still made Three Point Jumper. Assisted by Kavon Stewart.,17,21
11:00,305,Chris Harrison-Docks missed Three Point Jumper.,17,21
11:00,2523,Kavon Stewart Defensive Rebound.,17,21
10:46,2523,Kavon Stewart made Jumper.,19,21
10:24,305,Darrick Wood made Jumper.,19,23
10:05,2523,Kavon Stewart missed Layup.,19,23
10:05,2523,Braden Burke Offensive Rebound.,19,23
10:03,2523,Braden Burke made Layup.,21,23
9:59,305,Al Eichelberger Turnover.,21,23
9:58,2523,Kavon Stewart Steal.,21,23
9:56,2523,Kavon Stewart missed Jumper.,21,23
9:56,305,Al Eichelberger Block.,21,23
9:56,305,Al Eichelberger Defensive Rebound.,21,23
9:44,305,Billy Garrett Jr. missed Layup.,21,23
9:44,2523,Isaiah Still Defensive Rebound.,21,23
9:38,2523,Isaiah Still missed Three Point Jumper.,21,23
9:38,305,Al Eichelberger Defensive Rebound.,21,23
9:35,305,Al Eichelberger made Layup. Assisted by Joe Hanel.,21,25
8:47,305,Darrick Wood missed Three Point Jumper.,21,25
8:47,2523,Isaiah Still Defensive Rebound.,21,25
8:43,305,Darrick Wood missed Three Point Jumper.,21,25
8:43,2523,Aaron Tate Defensive Rebound.,21,25
8:21,305,Official TV Timeout,21,25
8:10,2523,Roberto Mantovani Turnover.,21,25
7:50,305,Darrick Wood made Jumper.,21,27
7:32,2523,Matty McConnell missed Three Point Jumper.,21,27
7:32,305,Eli Cain Defensive Rebound.,21,27
7:18,305,Eli Cain missed Three Point Jumper.,21,27
7:18,2523,Dachon Burke Defensive Rebound.,21,27
7:04,2523,Clive Allen made Layup.,23,27
6:50,2523,Foul on Matty McConnell.,23,27
6:50,305,Official TV Timeout,23,27
6:50,305,Darrick Wood made Free Throw.,23,28
6:50,305,Darrick Wood missed Free Throw.,23,28
6:50,305,Joe Hanel Offensive Rebound.,23,28
6:48,305,Joe Hanel Turnover.,23,28
6:27,2523,Roberto Mantovani missed Jumper.,23,28
6:27,305,Billy Garrett Jr. Block.,23,28
6:27,305,DePaul Defensive Rebound.,23,28
6:06,305,Eli Cain missed Layup.,23,28
6:06,2523,Billy Giles Defensive Rebound.,23,28
6:01,305,Foul on Brandon Cyrus.,23,28
5:42,2523,Kavon Stewart missed Jumper.,23,28
5:42,305,Billy Garrett Jr. Defensive Rebound.,23,28
5:37,305,Brandon Cyrus missed Three Point Jumper.,23,28
5:37,2523,Aaron Tate Defensive Rebound.,23,28
5:34,305,Foul on Joe Hanel.,23,28
5:14,2523,Isaiah Still made Layup.,25,28
5:10,305,Billy Garrett Jr. Turnover.,25,28
5:08,2523,Kavon Stewart Steal.,25,28
5:03,2523,Kavon Stewart Turnover.,25,28
4:45,305,Billy Garrett Jr. Turnover.,25,28
4:45,2523,Kavon Stewart Steal.,25,28
4:34,2523,Braden Burke made Jumper. Assisted by Jordan Lester.,27,28
4:13,305,Eli Cain Turnover.,27,28
4:11,2523,Aaron Tate Steal.,27,28
3:59,2523,Foul on Jordan Lester.,27,28
3:59,2523,Jordan Lester Turnover.,27,28
3:59,305,Official TV Timeout,27,28
3:33,305,Darrick Wood made Jumper.,27,30
3:10,2523,Clive Allen missed Three Point Jumper.,27,30
3:10,305,Brandon Cyrus Defensive Rebound.,27,30
3:02,2523,Foul on Clive Allen.,27,30
3:02,305,Eli Cain made Free Throw.,27,31
3:02,305,Eli Cain made Free Throw.,27,32
2:45,2523,Clive Allen missed Three Point Jumper.,27,32
2:45,2523,Dachon Burke Offensive Rebound.,27,32
2:24,2523,Lorenzen Wright Jr. made Three Point Jumper. Assisted by Clive Allen.,30,32
2:12,305,Eli Cain missed Jumper.,30,32
2:12,305,Joe Hanel Offensive Rebound.,30,32
2:09,305,Joe Hanel missed Layup.,30,32
2:09,2523,Aaron Tate Defensive Rebound.,30,32
1:46,2523,Lorenzen Wright Jr. missed Three Point Jumper.,30,32
1:46,2523,Aaron Tate Offensive Rebound.,30,32
1:37,305,Foul on Eli Cain.,30,32
1:37,2523,Aaron Tate made Free Throw.,31,32
1:37,2523,Aaron Tate missed Free Throw.,31,32
1:37,305,Al Eichelberger Defensive Rebound.,31,32
1:23,305,Billy Garrett Jr. missed Three Point Jumper.,31,32
1:23,305,Darrick Wood Offensive Rebound.,31,32
1:16,305,Billy Garrett Jr. made Jumper.,31,34
1:16,2523,Robert Morris  Timeout,31,34
0:50,2523,Dachon Burke Turnover.,31,34
0:24,305,Billy Garrett Jr. missed Jumper.,31,34
0:24,2523,Aaron Tate Defensive Rebound.,31,34
0:03,2523,Lorenzen Wright Jr. missed Three Point Jumper.,31,34
0:03,2523,Lorenzen Wright Jr. Offensive Rebound.,31,34
0:00,305,End of 1st half,31,34
19:53,305,Brandon Cyrus Turnover.,31,34
19:51,2523,Dachon Burke Steal.,31,34
19:49,2523,Dachon Burke made Dunk.,33,34
19:31,305,Billy Garrett Jr. missed Layup.,33,34
19:31,305,Joe Hanel Offensive Rebound.,33,34
19:29,305,Joe Hanel missed Layup.,33,34
19:29,2523,Robert Morris Defensive Rebound.,33,34
19:29,305,Foul on Joe Hanel.,33,34
18:59,2523,Robert Morris  Turnover.,33,34
18:35,2523,Foul on Dachon Burke.,33,34
18:28,305,Eli Cain made Jumper. Assisted by Tre'Darius McCallum.,33,36
18:11,2523,Isaiah Still missed Layup.,33,36
18:11,305,Tre'Darius McCallum Defensive Rebound.,33,36
18:07,305,Tre'Darius McCallum Turnover.,33,36
18:03,2523,Dachon Burke Steal.,33,36
18:01,2523,Isaiah Still made Layup. Assisted by Dachon Burke.,35,36
17:55,305,DePaul  Timeout,35,36
17:44,305,Brandon Cyrus made Layup. Assisted by Billy Garrett Jr..,35,38
17:44,2523,Foul on Braden Burke.,35,38
17:44,305,Brandon Cyrus made Free Throw.,35,39
17:30,2523,Kavon Stewart missed Jumper.,35,39
17:30,2523,Dachon Burke Offensive Rebound.,35,39
17:16,305,Foul on Brandon Cyrus.,35,39
17:16,2523,Kavon Stewart missed Free Throw.,35,39
17:16,2523,Robert Morris Deadball Team Rebound.,35,39
17:16,2523,Kavon Stewart made Free Throw.,36,39
17:16,2523,Kavon Stewart made Free Throw.,37,39
17:01,305,Eli Cain missed Jumper.,37,39
17:01,2523,Isaiah Still Defensive Rebound.,37,39
16:31,2523,Clive Allen missed Jumper.,37,39
16:31,305,Billy Garrett Jr. Defensive Rebound.,37,39
16:23,305,Brandon Cyrus made Layup. Assisted by Billy Garrett Jr..,37,41
16:23,2523,Foul on Clive Allen.,37,41
16:23,305,Brandon Cyrus missed Free Throw.,37,41
16:23,2523,Isaiah Still Defensive Rebound.,37,41
16:05,2523,Clive Allen made Three Point Jumper. Assisted by Isaiah Still.,40,41
15:46,305,Official TV Timeout,40,41
15:42,2523,Foul on Clive Allen.,40,41
15:34,305,Billy Garrett Jr. missed Jumper.,40,41
15:34,2523,Clive Allen Defensive Rebound.,40,41
15:29,305,Foul on Billy Garrett Jr..,40,41
15:29,2523,Roberto Mantovani Turnover.,40,41
15:29,305,Billy Garrett Jr. Steal.,40,41
15:29,305,Eli Cain made Layup.,40,43
15:20,2523,Isaiah Still missed Jumper.,40,43
15:20,305,Billy Garrett Jr. Defensive Rebound.,40,43
15:13,305,Tre'Darius McCallum missed Three Point Jumper.,40,43
15:00,305,Foul on Billy Garrett Jr..,40,43
14:59,2523,Isaiah Still made Free Throw.,41,43
14:59,2523,Isaiah Still missed Free Throw.,41,43
14:59,305,Joe Hanel Defensive Rebound.,41,43
14:59,2523,Foul on Roberto Mantovani.,41,43
14:42,305,Chris Harrison-Docks missed Jumper.,41,43
14:42,305,DePaul Offensive Rebound.,41,43
14:18,305,Brandon Cyrus Turnover.,41,43
14:17,2523,Dachon Burke Steal.,41,43
14:13,2523,Kavon Stewart Turnover.,41,43
14:12,305,Brandon Cyrus Steal.,41,43
14:11,2523,Foul on Kavon Stewart.,41,43
14:04,2523,Foul on Dachon Burke.,41,43
14:04,305,Billy Garrett Jr. made Free Throw.,41,44
14:04,305,Billy Garrett Jr. made Free Throw.,41,45
13:50,2523,Kavon Stewart missed Three Point Jumper.,41,45
13:50,2523,Billy Giles Offensive Rebound.,41,45
13:46,2523,Billy Giles Turnover.,41,45
13:33,305,Billy Garrett Jr. missed Jumper.,41,45
13:33,2523,Billy Giles Defensive Rebound.,41,45
13:21,305,Foul on Darrick Wood.,41,45
13:17,2523,Kavon Stewart Turnover.,41,45
12:54,305,Darrick Wood made Jumper.,41,47
12:30,2523,Isaiah Still missed Three Point Jumper.,41,47
12:30,2523,Billy Giles Offensive Rebound.,41,47
12:25,2523,Billy Giles made Layup.,43,47
11:57,305,Joe Hanel made Dunk. Assisted by Tre'Darius McCallum.,43,49
11:37,2523,Kavon Stewart missed Jumper.,43,49
11:37,305,Tre'Darius McCallum Defensive Rebound.,43,49
11:29,305,Darrick Wood Turnover.,43,49
11:29,305,Official TV Timeout,43,49
11:13,2523,Braden Burke missed Jumper.,43,49
11:13,2523,Aaron Tate Offensive Rebound.,43,49
11:12,305,Foul on Billy Garrett Jr..,43,49
11:00,2523,Isaiah Still missed Jumper.,43,49
11:00,305,Chris Harrison-Docks Defensive Rebound.,43,49
10:50,2523,Foul on Isaiah Still.,43,49
10:50,305,Chris Harrison-Docks made Free Throw.,43,50
10:50,305,Chris Harrison-Docks made Free Throw.,43,51
10:35,2523,Isaiah Still made Three Point Jumper. Assisted by Kavon Stewart.,46,51
10:10,305,Eli Cain missed Jumper.,46,51
10:10,305,Tre'Darius McCallum Offensive Rebound.,46,51
10:10,2523,Foul on Lorenzen Wright Jr..,46,51
10:10,305,Tre'Darius McCallum made Free Throw.,46,52
10:10,305,Tre'Darius McCallum made Free Throw.,46,53
9:50,2523,Aaron Tate Turnover.,46,53
9:49,305,Tre'Darius McCallum Steal.,46,53
9:47,305,Darrick Wood made Dunk. Assisted by Tre'Darius McCallum.,46,55
9:28,2523,Clive Allen Turnover.,46,55
9:26,2523,Robert Morris Defensive Rebound.,46,55
9:04,305,Eli Cain missed Jumper.,46,55
9:04,2523,Aaron Tate Defensive Rebound.,46,55
8:45,2523,Dachon Burke Turnover.,46,55
8:36,305,Eli Cain Turnover.,46,55
8:36,305,Foul on Eli Cain.,46,55
8:23,2523,Roberto Mantovani missed Layup.,46,55
8:23,305,Eli Cain Block.,46,55
8:23,2523,Roberto Mantovani Offensive Rebound.,46,55
8:19,2523,Roberto Mantovani missed Layup.,46,55
8:19,2523,Foul on Isaiah Still.,46,55
8:19,305,Tre'Darius McCallum Defensive Rebound.,46,55
8:19,305,Tre'Darius McCallum made Free Throw.,46,56
8:19,305,Tre'Darius McCallum made Free Throw.,46,57
7:59,305,Foul on Brandon Cyrus.,46,57
7:59,305,Official TV Timeout,46,57
7:59,2523,Kavon Stewart made Free Throw.,47,57
7:59,2523,Kavon Stewart made Free Throw.,48,57
7:42,305,Eli Cain made Three Point Jumper. Assisted by Chris Harrison-Docks.,48,60
7:15,2523,Dachon Burke made Jumper.,50,60
7:03,305,Eli Cain made Layup. Assisted by Tre'Darius McCallum.,50,62
6:45,2523,Dachon Burke missed Jumper.,50,62
6:45,305,Brandon Cyrus Block.,50,62
6:45,305,Darrick Wood Defensive Rebound.,50,62
6:44,2523,Foul on Dachon Burke.,50,62
6:44,305,Darrick Wood missed Free Throw.,50,62
6:44,305,DePaul Deadball Team Rebound.,50,62
6:44,305,Darrick Wood made Free Throw.,50,63
6:16,2523,Matty McConnell missed Three Point Jumper.,50,63
6:16,2523,Kavon Stewart Offensive Rebound.,50,63
6:02,305,Foul on Eli Cain.,50,63
6:02,2523,Kavon Stewart made Free Throw.,51,63
6:02,2523,Kavon Stewart missed Free Throw.,51,63
6:02,305,Tre'Darius McCallum Defensive Rebound.,51,63
5:38,305,Chris Harrison-Docks missed Three Point Jumper.,51,63
5:38,2523,Robert Morris Defensive Rebound.,51,63
5:28,2523,Kavon Stewart missed Layup.,51,63
5:28,305,Joe Hanel Block.,51,63
5:28,2523,Robert Morris Offensive Rebound.,51,63
5:25,2523,Isaiah Still made Layup. Assisted by Kavon Stewart.,53,63
5:25,305,Foul on Chris Harrison-Docks.,53,63
5:25,2523,Isaiah Still made Free Throw.,54,63
5:12,305,Joe Hanel made Layup. Assisted by Darrick Wood.,54,65
4:51,305,Foul on Chris Harrison-Docks.,54,65
4:51,2523,Billy Giles made Free Throw.,55,65
4:51,2523,Billy Giles made Free Throw.,56,65
4:20,305,Chris Harrison-Docks missed Layup.,56,65
4:20,2523,Billy Giles Defensive Rebound.,56,65
4:08,2523,Isaiah Still made Layup.,58,65
3:46,305,Tre'Darius McCallum missed Jumper.,58,65
3:46,305,Tre'Darius McCallum Offensive Rebound.,58,65
3:40,305,Brandon Cyrus made Jumper. Assisted by Tre'Darius McCallum.,58,67
3:13,305,Foul on Joe Hanel.,58,67
3:13,305,Official TV Timeout,58,67
3:13,2523,Kavon Stewart made Free Throw.,59,67
3:13,2523,Kavon Stewart made Free Throw.,60,67
2:57,305,Foul on Eli Cain.,60,67
2:57,305,Eli Cain Turnover.,60,67
2:45,2523,Billy Giles made Layup. Assisted by Kavon Stewart.,62,67
2:25,305,Tre'Darius McCallum made Layup. Assisted by Billy Garrett Jr..,62,69
2:06,2523,Dachon Burke missed Three Point Jumper.,62,69
2:06,305,Darrick Wood Defensive Rebound.,62,69
1:35,305,Darrick Wood missed Layup.,62,69
1:35,305,Joe Hanel Offensive Rebound.,62,69
1:35,305,Joe Hanel missed Layup.,62,69
1:35,2523,Kavon Stewart Defensive Rebound.,62,69
1:35,305,Foul on Joe Hanel.,62,69
1:35,2523,Kavon Stewart made Free Throw.,63,69
1:35,2523,Kavon Stewart made Free Throw.,64,69
1:08,305,Joe Hanel missed Layup.,64,69
1:08,2523,Dachon Burke Block.,64,69
1:08,2523,Robert Morris Defensive Rebound.,64,69
1:07,2523,Robert Morris  Timeout,64,69
0:50,2523,Aaron Tate missed Jumper.,64,69
0:50,305,Tre'Darius McCallum Defensive Rebound.,64,69
0:49,2523,Foul on Billy Giles.,64,69
0:49,305,Tre'Darius McCallum made Free Throw.,64,70
0:49,305,Tre'Darius McCallum made Free Throw.,64,71
0:37,2523,Isaiah Still missed Three Point Jumper.,64,71
0:37,2523,Dachon Burke Offensive Rebound.,64,71
0:29,2523,Kavon Stewart missed Jumper.,64,71
0:29,2523,Billy Giles Offensive Rebound.,64,71
0:27,2523,Billy Giles made Layup.,66,71
0:27,2523,Foul on Billy Giles.,66,71
0:27,305,Billy Garrett Jr. made Free Throw.,66,72
0:27,305,Billy Garrett Jr. made Free Throw.,66,73
0:17,2523,Robert Morris  Timeout,69,73
0:17,2523,Isaiah Still made Three Point Jumper.,69,73
0:17,2523,Robert Morris  Timeout,69,73
0:16,2523,Foul on Dachon Burke.,69,73
0:16,305,Darrick Wood missed Free Throw.,69,73
0:16,305,DePaul Deadball Team Rebound.,69,73
0:16,305,Darrick Wood made Free Throw.,69,74
0:10,2523,Isaiah Still made Three Point Jumper. Assisted by Kavon Stewart.,72,74
0:06,305,DePaul  Timeout,72,74
0:04,2523,Foul on Dachon Burke.,72,74
0:04,305,Chris Harrison-Docks made Free Throw.,72,75
0:04,305,Chris Harrison-Docks made Free Throw.,72,76
0:04,2523,Aaron Tate Turnover.,72,76
0:04,305,Tre'Darius McCallum Steal.,72,76
0:01,305,Tre'Darius McCallum made Dunk.,72,78
0:00,305,End of 2nd half,72,76
0:00,305,End of Game,72,78
