CSU Northridge,26,UCLA,2463
8:31,2463,Kendall Smith Defensive Rebound.,23,25
8:27,2463,Kendall Smith missed Layup.,23,25
8:27,26,Gyorgy Goloman Block.,23,25
8:27,2463,Rakim Lubin Offensive Rebound.,23,25
8:24,26,Foul on Gyorgy Goloman.,23,25
8:24,2463,Rakim Lubin made Free Throw.,24,25
8:24,2463,Rakim Lubin made Free Throw.,25,25
8:14,26,Isaac Hamilton Turnover.,25,25
7:59,26,Official TV Timeout,25,25
7:48,2463,Reggie Theus Jr. Turnover.,25,25
7:36,26,Bryce Alford missed Jumper.,25,25
7:36,2463,Rakim Lubin Defensive Rebound.,25,25
7:27,26,Foul on Isaac Hamilton.,25,25
7:27,2463,Rakim Lubin missed Free Throw.,25,25
7:27,2463,CSU Northridge Deadball Team Rebound.,25,25
7:27,2463,Rakim Lubin missed Free Throw.,25,25
7:27,26,Thomas Welsh Defensive Rebound.,25,25
7:26,26,Bryce Alford missed Layup.,25,25
7:26,2463,Rakim Lubin Defensive Rebound.,25,25
7:21,2463,Jerron Wilbut missed Jumper.,25,25
7:21,26,TJ Leaf Defensive Rebound.,25,25
7:03,2463,Foul on Micheal Warren.,25,25
7:03,26,Thomas Welsh made Free Throw.,25,26
7:03,26,Thomas Welsh made Free Throw.,25,27
6:39,2463,Darin Johnson made Layup.,27,27
6:17,26,Thomas Welsh Turnover.,27,27
6:16,2463,Kendall Smith Steal.,27,27
6:14,2463,Kendall Smith made Dunk.,29,27
6:02,26,Bryce Alford made Three Point Jumper. Assisted by TJ Leaf.,29,30
5:38,2463,Jerron Wilbut Turnover.,29,30
5:35,26,Thomas Welsh Steal.,29,30
5:33,26,Isaac Hamilton made Layup. Assisted by Thomas Welsh.,29,32
5:19,2463,Jerron Wilbut missed Three Point Jumper.,29,32
5:19,2463,Micheal Warren Offensive Rebound.,29,32
5:16,26,Foul on Aaron Holiday.,29,32
5:16,2463,Micheal Warren made Free Throw.,30,32
5:16,2463,Micheal Warren made Free Throw.,31,32
5:07,26,Aaron Holiday Turnover.,31,32
5:06,2463,Kendall Smith Steal.,31,32
5:04,2463,Kendall Smith made Dunk.,33,32
4:42,26,Isaac Hamilton made Layup.,33,34
4:27,2463,Aaron Parks Turnover.,33,34
4:26,26,Lonzo Ball Steal.,33,34
4:22,26,Bryce Alford missed Three Point Jumper.,33,34
4:22,26,Lonzo Ball Offensive Rebound.,33,34
4:12,26,TJ Leaf Turnover.,33,34
4:11,2463,Kendall Smith Steal.,33,34
4:09,2463,Darin Johnson made Layup.,35,34
3:54,26,TJ Leaf missed Three Point Jumper.,35,34
3:54,2463,Rakim Lubin Defensive Rebound.,35,34
3:47,2463,Darin Johnson Turnover.,35,34
3:47,26,Official TV Timeout,35,34
3:34,2463,Foul on Aaron Parks.,35,34
3:34,26,Bryce Alford made Free Throw.,35,35
3:34,26,Bryce Alford made Free Throw.,35,36
3:21,26,Foul on Isaac Hamilton.,35,36
3:21,2463,Darin Johnson missed Free Throw.,35,36
3:21,2463,CSU Northridge Deadball Team Rebound.,35,36
3:21,2463,Darin Johnson made Free Throw.,36,36
3:08,26,Bryce Alford missed Layup.,36,36
3:07,2463,Micheal Warren Block.,36,36
3:06,2463,Rakim Lubin Defensive Rebound.,36,36
3:05,2463,Kendall Smith made Layup.,38,36
2:45,26,Lonzo Ball missed Three Point Jumper.,38,36
2:45,2463,Kendall Smith Defensive Rebound.,38,36
2:25,2463,Darin Johnson made Layup.,40,36
2:22,2463,Foul on Tavrion Dawson.,40,36
2:22,26,Lonzo Ball made Free Throw.,40,37
2:22,26,Lonzo Ball missed Free Throw.,40,37
2:22,26,Thomas Welsh Offensive Rebound.,40,37
2:18,26,Thomas Welsh missed Layup.,40,37
2:18,2463,Tavrion Dawson made Free Throw.,42,37
2:18,26,Foul on Thomas Welsh.,40,37
2:18,2463,Tavrion Dawson made Free Throw.,41,37
2:18,2463,Tavrion Dawson Defensive Rebound.,40,37
2:12,26,Thomas Welsh missed Jumper.,42,37
2:12,26,Lonzo Ball Offensive Rebound.,42,37
2:04,26,Thomas Welsh missed Jumper.,42,37
2:04,2463,Tavrion Dawson Defensive Rebound.,42,37
1:57,2463,Tavrion Dawson missed Layup.,42,37
1:57,26,Thomas Welsh Defensive Rebound.,42,37
1:50,26,Isaac Hamilton missed Three Point Jumper.,42,37
1:50,2463,Rakim Lubin Defensive Rebound.,42,37
1:21,2463,Micheal Warren missed Three Point Jumper.,42,37
1:21,26,Lonzo Ball Defensive Rebound.,42,37
1:14,2463,Foul on Micheal Warren.,42,37
1:14,26,Aaron Holiday made Free Throw.,42,38
1:14,26,Aaron Holiday made Free Throw.,42,39
1:06,2463,Kendall Smith missed Three Point Jumper.,42,39
1:06,26,UCLA Deadball Team Rebound.,42,39
1:04,26,UCLA  Timeout,42,39
0:49,26,Thomas Welsh missed Jumper.,42,39
0:49,2463,Tavrion Dawson Defensive Rebound.,42,39
0:24,2463,Kendall Smith Turnover.,42,39
0:09,2463,Foul on Tavrion Dawson.,42,39
0:09,26,Lonzo Ball missed Free Throw.,42,39
0:09,26,UCLA Deadball Team Rebound.,42,39
0:09,26,Lonzo Ball made Free Throw.,42,40
0:03,2463,Micheal Warren missed Three Point Jumper.,42,40
0:03,26,Isaac Hamilton Defensive Rebound.,42,40
0:00,26,End of 1st half,42,40
19:49,26,Lonzo Ball made Three Point Jumper. Assisted by TJ Leaf.,42,43
19:23,2463,Darin Johnson missed Jumper.,42,43
19:23,26,Thomas Welsh Defensive Rebound.,42,43
19:16,26,Lonzo Ball made Dunk.,42,45
19:01,2463,Rakim Lubin missed Layup.,42,45
19:01,26,TJ Leaf Block.,42,45
18:59,26,TJ Leaf Defensive Rebound.,42,45
18:57,26,Isaac Hamilton made Layup. Assisted by TJ Leaf.,42,47
18:56,2463,Foul on Kendall Smith.,42,47
18:56,26,Technical Foul on UCLA.,42,47
18:56,26,Foul on UCLA.,42,47
18:56,2463,Kendall Smith made Free Throw.,43,47
18:56,2463,Kendall Smith made Free Throw.,44,47
18:56,26,Isaac Hamilton made Free Throw.,44,48
18:46,26,Foul on TJ Leaf.,44,48
18:45,2463,Kendall Smith missed Three Point Jumper.,44,48
18:45,26,Lonzo Ball Defensive Rebound.,44,48
18:43,2463,Foul on Darin Johnson.,44,48
18:33,26,Thomas Welsh missed Jumper.,44,48
18:33,26,TJ Leaf Offensive Rebound.,44,48
18:28,26,TJ Leaf missed Two Point Tip Shot.,44,48
18:28,2463,Rakim Lubin Defensive Rebound.,44,48
18:21,26,Foul on Thomas Welsh.,44,48
18:16,2463,Rakim Lubin Turnover.,44,48
18:09,2463,Foul on Rakim Lubin.,44,48
18:09,26,TJ Leaf made Free Throw.,44,49
18:09,26,TJ Leaf missed Free Throw.,44,49
18:09,2463,Rakim Lubin Defensive Rebound.,44,49
17:51,2463,Rakim Lubin made Layup.,46,49
17:41,2463,Foul on Aaron Parks.,46,49
17:36,26,Foul on Isaac Hamilton.,46,49
17:36,26,Isaac Hamilton Turnover.,46,49
17:17,2463,Darin Johnson made Jumper. Assisted by Tavrion Dawson.,48,49
16:59,26,Bryce Alford made Jumper.,48,51
16:33,2463,Darin Johnson made Three Point Jumper.,51,51
16:24,26,TJ Leaf Turnover.,51,51
16:23,2463,Aaron Parks Steal.,51,51
16:21,2463,Aaron Parks made Layup.,53,51
16:01,2463,Foul on Tavrion Dawson.,53,51
16:01,26,Bryce Alford made Free Throw.,53,52
16:01,26,Bryce Alford made Free Throw.,53,53
15:47,26,Foul on Bryce Alford.,53,53
15:47,26,Official TV Timeout,53,53
15:45,2463,Darin Johnson Turnover.,53,53
15:44,26,Thomas Welsh Steal.,53,53
15:31,26,Lonzo Ball missed Three Point Jumper.,53,53
15:31,2463,Kendall Smith Defensive Rebound.,53,53
15:13,2463,Tavrion Dawson missed Three Point Jumper.,53,53
15:13,26,Lonzo Ball Defensive Rebound.,53,53
15:08,26,Gyorgy Goloman made Layup. Assisted by Lonzo Ball.,53,55
14:54,2463,Darin Johnson missed Three Point Jumper.,53,55
14:54,26,UCLA Deadball Team Rebound.,53,55
14:44,26,Bryce Alford missed Layup.,53,55
14:44,2463,Dylan Johns Block.,53,55
14:42,2463,Micheal Warren Defensive Rebound.,53,55
14:38,2463,Tavrion Dawson made Layup. Assisted by Kendall Smith.,55,55
14:21,26,Gyorgy Goloman made Layup. Assisted by Bryce Alford.,55,57
14:21,2463,Foul on Dylan Johns.,55,57
14:21,26,Gyorgy Goloman made Free Throw.,55,58
14:07,2463,Rakim Lubin missed Layup.,55,58
14:07,26,Thomas Welsh Block.,55,58
14:05,26,Gyorgy Goloman Defensive Rebound.,55,58
13:59,26,Aaron Holiday missed Jumper.,55,58
13:59,26,UCLA Offensive Rebound.,55,58
13:54,2463,Foul on Darin Johnson.,55,58
13:53,26,Bryce Alford made Free Throw.,55,59
13:53,26,Bryce Alford made Free Throw.,55,60
13:40,2463,Foul on Rakim Lubin.,55,60
13:40,2463,Rakim Lubin Turnover.,55,60
13:30,26,Aaron Holiday Turnover.,55,60
13:28,2463,Rakim Lubin Steal.,55,60
13:24,2463,Aaron Parks missed Jumper.,55,60
13:24,2463,Rakim Lubin Offensive Rebound.,55,60
13:18,2463,Rakim Lubin missed Layup.,55,60
13:18,2463,Rakim Lubin Offensive Rebound.,55,60
13:15,2463,Rakim Lubin made Layup.,57,60
13:15,2463,Foul on Rakim Lubin.,57,60
13:15,2463,Technical Foul on Rakim Lubin.,57,60
13:15,26,Bryce Alford made Free Throw.,57,61
13:15,26,Bryce Alford made Free Throw.,57,62
13:11,26,Aaron Holiday Turnover.,57,62
13:09,2463,Micheal Warren Steal.,57,62
13:05,2463,Micheal Warren Turnover.,57,62
12:39,26,Gyorgy Goloman Turnover.,57,62
12:37,2463,Tavrion Dawson Steal.,57,62
12:22,2463,Aaron Parks missed Layup.,57,62
12:22,26,Lonzo Ball Defensive Rebound.,57,62
12:20,2463,Foul on Aaron Parks.,57,62
12:20,26,Lonzo Ball made Free Throw.,57,63
12:20,26,Lonzo Ball made Free Throw.,57,64
12:07,2463,Dylan Johns missed Jumper.,57,64
12:07,26,TJ Leaf Defensive Rebound.,57,64
12:01,26,Bryce Alford made Three Point Jumper. Assisted by Lonzo Ball.,57,67
11:47,26,Foul on Bryce Alford.,57,67
11:47,26,Official TV Timeout,57,67
11:42,2463,Kendall Smith made Jumper.,59,67
11:27,26,Bryce Alford made Layup. Assisted by Gyorgy Goloman.,59,69
11:16,2463,Kendall Smith made Layup.,61,69
11:05,2463,Foul on Kendall Smith.,61,69
11:05,26,Gyorgy Goloman made Free Throw.,61,70
11:05,26,Gyorgy Goloman missed Free Throw.,61,70
11:05,26,TJ Leaf Offensive Rebound.,61,70
11:03,2463,Foul on Tavrion Dawson.,61,70
11:03,26,TJ Leaf made Free Throw.,61,71
11:03,26,TJ Leaf missed Free Throw.,61,71
11:03,26,Gyorgy Goloman Offensive Rebound.,61,71
11:03,26,TJ Leaf made Layup. Assisted by Gyorgy Goloman.,61,73
10:48,26,Foul on TJ Leaf.,61,73
10:48,2463,Kendall Smith made Free Throw.,62,73
10:48,2463,Kendall Smith made Free Throw.,63,73
10:30,26,Lonzo Ball Turnover.,63,73
10:16,2463,Kendall Smith missed Jumper.,63,73
10:16,2463,Rakim Lubin Offensive Rebound.,63,73
10:12,2463,Kendall Smith Turnover.,63,73
10:02,26,Isaac Hamilton missed Layup.,63,73
10:02,26,Isaac Hamilton Offensive Rebound.,63,73
9:59,26,Isaac Hamilton missed Two Point Tip Shot.,63,73
9:59,26,Gyorgy Goloman Offensive Rebound.,63,73
9:55,26,Gyorgy Goloman made Two Point Tip Shot.,63,75
9:48,2463,Jerron Wilbut missed Three Point Jumper.,63,75
9:48,26,Thomas Welsh Defensive Rebound.,63,75
9:47,2463,Foul on Rakim Lubin.,63,75
9:45,26,Thomas Welsh made Free Throw.,63,76
9:45,26,Thomas Welsh made Free Throw.,63,77
9:33,2463,Kendall Smith missed Layup.,63,77
9:33,26,Gyorgy Goloman Block.,63,77
9:31,26,Thomas Welsh Defensive Rebound.,63,77
9:26,26,Isaac Hamilton missed Three Point Jumper.,63,77
9:26,2463,Tavrion Dawson Defensive Rebound.,63,77
9:20,2463,Kendall Smith made Layup. Assisted by Aaron Parks.,65,77
8:55,26,Lonzo Ball made Jumper.,65,79
8:40,2463,Tavrion Dawson made Jumper.,67,79
8:22,26,Gyorgy Goloman missed Three Point Jumper.,67,79
8:22,26,Aaron Holiday Offensive Rebound.,67,79
8:17,26,Aaron Holiday missed Layup.,67,79
8:17,26,Thomas Welsh Offensive Rebound.,67,79
8:12,26,Thomas Welsh missed Two Point Tip Shot.,67,79
8:12,26,Lonzo Ball Offensive Rebound.,67,79
8:09,2463,Foul on Dylan Johns.,67,79
8:09,26,Aaron Holiday made Free Throw.,67,80
8:09,26,Aaron Holiday missed Free Throw.,67,80
8:09,26,UCLA Deadball Team Rebound.,67,80
8:09,26,Aaron Holiday made Free Throw.,67,81
8:00,2463,Micheal Warren missed Three Point Jumper.,67,81
8:00,26,Aaron Holiday Defensive Rebound.,67,81
7:52,26,Isaac Hamilton made Three Point Jumper. Assisted by Lonzo Ball.,67,84
7:29,2463,Aaron Parks made Three Point Jumper.,70,84
7:18,2463,Foul on Jason Richardson.,70,84
7:18,26,Official TV Timeout,70,84
7:18,26,Aaron Holiday made Free Throw.,70,85
7:18,26,Aaron Holiday made Free Throw.,70,86
7:10,26,Foul on Lonzo Ball.,70,86
7:10,2463,Micheal Warren missed Free Throw.,70,86
7:10,26,Lonzo Ball Defensive Rebound.,70,86
6:59,26,Aaron Holiday made Layup.,70,88
6:39,2463,Foul on Rakim Lubin.,70,88
6:39,2463,Rakim Lubin Turnover.,70,88
6:20,26,Aaron Holiday made Layup.,70,90
6:03,2463,Aaron Parks made Layup.,72,90
5:47,26,Isaac Hamilton made Layup.,72,92
5:34,2463,Tavrion Dawson made Three Point Jumper.,75,92
5:16,26,Isaac Hamilton Turnover.,75,92
5:04,2463,Aaron Parks missed Jumper.,75,92
5:03,26,UCLA Deadball Team Rebound.,75,92
4:48,26,Bryce Alford missed Layup.,75,92
4:48,2463,Tavrion Dawson Defensive Rebound.,75,92
4:39,26,Foul on Isaac Hamilton.,75,92
4:39,2463,Aaron Parks made Free Throw.,76,92
4:39,2463,Aaron Parks made Free Throw.,77,92
4:39,2463,CSU Northridge  Timeout,77,92
4:21,26,Aaron Holiday missed Layup.,77,92
4:21,2463,Aaron Parks Defensive Rebound.,77,92
4:04,2463,Darin Johnson missed Layup.,77,92
4:04,26,TJ Leaf Defensive Rebound.,77,92
3:54,26,TJ Leaf Turnover.,77,92
3:54,2463,Darin Johnson Steal.,77,92
3:54,26,Foul on Aaron Holiday.,77,92
3:54,26,Official TV Timeout,77,92
3:54,2463,Darin Johnson missed Free Throw.,77,92
3:54,2463,CSU Northridge Deadball Team Rebound.,77,92
3:54,2463,Darin Johnson made Free Throw.,78,92
3:34,26,Isaac Hamilton made Layup. Assisted by Aaron Holiday.,78,94
3:16,2463,Darin Johnson missed Layup.,78,94
3:16,26,TJ Leaf Block.,78,94
3:14,26,Aaron Holiday Defensive Rebound.,78,94
3:12,26,Aaron Holiday Turnover.,78,94
3:10,2463,Aaron Parks Steal.,78,94
3:08,2463,Aaron Parks made Layup. Assisted by Kendall Smith.,80,94
2:45,26,TJ Leaf made Dunk. Assisted by Lonzo Ball.,80,96
2:31,2463,Aaron Parks made Three Point Jumper. Assisted by Kendall Smith.,83,96
2:03,26,TJ Leaf made Dunk. Assisted by Aaron Holiday.,83,98
1:54,2463,Tavrion Dawson made Layup. Assisted by Kendall Smith.,85,98
1:50,26,UCLA  Timeout,85,98
1:32,26,Bryce Alford made Jumper. Assisted by Aaron Holiday.,85,100
1:26,2463,Foul on Aaron Parks.,85,100
1:26,2463,Aaron Parks Turnover.,85,100
1:10,26,Isaac Hamilton made Layup.,85,102
1:03,2463,CSU Northridge  Timeout,85,102
0:51,2463,Jerron Wilbut missed Jumper.,85,102
0:51,26,Gyorgy Goloman Block.,85,102
0:49,26,Gyorgy Goloman Defensive Rebound.,85,102
0:26,26,Bryce Alford missed Layup.,85,102
0:26,2463,Tavrion Dawson Defensive Rebound.,85,102
0:17,2463,Kendall Smith made Layup.,87,102
0:00,26,End of Game,87,102
