IU-Northwest,Error,Loyola-Chicago,2350
5:25,2350,Ben Richardson made Layup. Assisted by Clayton Custer.,16,33
5:10,-1,Isaiah Wilson missed Layup.,16,33
5:10,-1,Ronald Alexander Offensive Rebound.,16,33
5:07,-1,Ronald Alexander made Layup.,18,33
5:01,-1,Foul on Ronald Alexander.,18,33
5:01,2350,Aundre Jackson missed Free Throw.,18,33
5:01,2350,Loyola (CHI) Deadball Team Rebound.,18,33
5:01,2350,Aundre Jackson missed Free Throw.,18,33
5:01,2350,Aundre Jackson Offensive Rebound.,18,33
4:52,-1,Foul on Vince Gooden.,18,33
4:52,2350,Aundre Jackson made Free Throw.,18,34
4:52,2350,Aundre Jackson missed Free Throw.,18,34
4:52,-1,Ronald Alexander Defensive Rebound.,18,34
4:34,-1,Jj Pennington missed Jumper.,18,34
4:34,2350,Cameron Satterwhite Defensive Rebound.,18,34
4:27,2350,Cameron Satterwhite Turnover.,18,34
4:24,-1,Dwayne Haden Steal.,18,34
4:14,-1,Jj Pennington made Layup.,20,34
3:51,2350,Aundre Jackson Turnover.,20,34
3:50,2350,Official TV Timeout,20,34
3:27,-1,Jj Pennington made Layup. Assisted by Ronald Alexander.,22,34
3:01,2350,Aundre Jackson made Jumper.,22,36
2:48,-1,Jovan Jackson missed Layup.,22,36
2:48,-1,Jovan Jackson Offensive Rebound.,22,36
2:43,-1,Darrius Davis made Jumper. Assisted by Jovan Jackson.,24,36
2:25,2350,Donte Ingram missed Layup.,24,36
2:25,-1,Dwayne Haden Block.,24,36
2:23,-1,Jovan Jackson Defensive Rebound.,24,36
2:20,-1,Jovan Jackson Turnover.,24,36
2:19,2350,Donte Ingram Steal.,24,36
2:09,2350,Clayton Custer Turnover.,24,36
2:09,2350,Foul on Clayton Custer.,24,36
2:01,-1,Jj Pennington made Three Point Jumper. Assisted by Ronald Alexander.,27,36
1:56,2350,Loyola (CHI)  Timeout,27,36
1:41,-1,Foul on Jj Pennington.,27,36
1:41,2350,Milton Doyle made Free Throw.,27,37
1:41,2350,Milton Doyle made Free Throw.,27,38
1:32,-1,Jovan Jackson missed Layup.,27,38
1:32,2350,Clayton Custer Defensive Rebound.,27,38
1:15,-1,Foul on Jovan Jackson.,27,38
1:15,2350,Milton Doyle made Free Throw.,27,39
1:15,2350,Milton Doyle made Free Throw.,27,40
0:56,-1,Isaiah Wilson Turnover.,27,40
0:54,2350,Ben Richardson Steal.,27,40
0:52,2350,Milton Doyle missed Layup.,27,40
0:52,2350,Bruno Skokna Offensive Rebound.,27,40
0:49,2350,Bruno Skokna made Layup.,27,42
0:37,-1,Jj Pennington made Jumper.,29,42
0:07,2350,Clayton Custer made Layup.,29,44
0:07,-1,Foul on Jj Pennington.,29,44
0:07,2350,Clayton Custer made Free Throw.,29,45
0:03,-1,Darrius Davis missed Three Point Jumper.,29,45
0:01,2350,Loyola (CHI) Defensive Rebound.,29,45
0:00,2350,End of 1st half,29,45
19:46,-1,Jj Pennington Turnover.,29,45
19:35,2350,Clayton Custer missed Three Point Jumper.,29,45
19:35,2350,Maurice Kirby Offensive Rebound.,29,45
19:23,2350,Clayton Custer made Three Point Jumper. Assisted by Milton Doyle.,29,48
19:12,-1,Jovan Jackson Turnover.,29,48
19:11,2350,Ben Richardson Steal.,29,48
19:05,2350,Ben Richardson missed Three Point Jumper.,29,48
19:05,-1,Ronald Alexander Defensive Rebound.,29,48
18:52,-1,John Mosser Turnover.,29,48
18:50,2350,Ben Richardson Steal.,29,48
18:47,2350,Clayton Custer made Layup. Assisted by Milton Doyle.,29,50
18:29,-1,Jovan Jackson missed Jumper.,29,50
18:29,2350,Donte Ingram Defensive Rebound.,29,50
18:17,2350,Milton Doyle made Layup.,29,52
17:59,-1,Jj Pennington Turnover.,29,52
17:58,2350,Clayton Custer Steal.,29,52
17:55,2350,Clayton Custer made Layup.,29,54
17:39,-1,Indiana University Northwest  Timeout,29,54
17:30,-1,Vince Gooden missed Layup.,29,54
17:30,-1,Eon Davis Offensive Rebound.,29,54
17:25,-1,Vince Gooden made Three Point Jumper. Assisted by Dwayne Haden.,32,54
16:58,2350,Clayton Custer missed Three Point Jumper.,32,54
16:58,-1,Khiry Moore Defensive Rebound.,32,54
16:53,2350,Foul on Maurice Kirby.,32,54
16:42,-1,Isaiah Wilson missed Layup.,32,54
16:42,2350,Maurice Kirby Block.,32,54
16:40,2350,Aundre Jackson Defensive Rebound.,32,54
16:29,2350,Aundre Jackson made Layup. Assisted by Maurice Kirby.,32,56
16:12,-1,Eon Davis missed Layup.,32,56
16:12,2350,Milton Doyle Defensive Rebound.,32,56
16:08,2350,Clayton Custer made Layup. Assisted by Milton Doyle.,32,58
15:39,-1,Dwayne Haden missed Three Point Jumper.,32,58
15:39,2350,Milton Doyle Defensive Rebound.,32,58
15:34,2350,Clayton Custer made Layup. Assisted by Milton Doyle.,32,60
15:25,-1,Vince Gooden missed Three Point Jumper.,32,60
15:25,2350,Milton Doyle Defensive Rebound.,32,60
15:17,2350,Clayton Custer made Layup. Assisted by Milton Doyle.,32,62
15:05,2350,Official TV Timeout,32,62
14:57,-1,Khiry Moore missed Jumper.,32,62
14:57,2350,Aundre Jackson Defensive Rebound.,32,62
14:42,2350,Bruno Skokna Turnover.,32,62
14:41,-1,Ronald Alexander Steal.,32,62
14:36,-1,Ronald Alexander Turnover.,32,62
14:36,-1,Foul on Ronald Alexander.,32,62
14:27,-1,Foul on Khiry Moore.,32,62
14:17,2350,Tyson Smith missed Three Point Jumper.,32,62
14:17,2350,Matt Chastain Offensive Rebound.,32,62
14:11,2350,Bruno Skokna made Layup.,32,64
13:57,-1,Ronald Alexander missed Jumper.,32,64
13:57,2350,Aundre Jackson Defensive Rebound.,32,64
13:48,2350,Aundre Jackson made Three Point Jumper. Assisted by Bruno Skokna.,32,67
13:37,-1,Jj Pennington made Three Point Jumper.,35,67
13:12,-1,Foul on Dwayne Haden.,35,67
13:06,2350,Vlatko Granic made Three Point Jumper. Assisted by Bruno Skokna.,35,70
12:48,-1,Ronald Alexander missed Jumper.,35,70
12:48,2350,Matt Chastain Block.,35,70
12:46,2350,Matt Chastain Defensive Rebound.,35,70
12:36,2350,Bruno Skokna missed Three Point Jumper.,35,70
12:36,2350,Matt Chastain Offensive Rebound.,35,70
12:09,2350,Cameron Satterwhite made Three Point Jumper. Assisted by Tyson Smith.,35,73
11:52,2350,Foul on Matt Chastain.,35,73
11:52,2350,Official TV Timeout,35,73
11:52,-1,Jovan Jackson made Free Throw.,36,73
11:52,-1,Jovan Jackson made Free Throw.,37,73
11:40,2350,Tyson Smith missed Three Point Jumper.,37,73
11:40,-1,Austin Williams Defensive Rebound.,37,73
11:22,-1,Jovan Jackson missed Three Point Jumper.,37,73
11:22,2350,Loyola (CHI) Defensive Rebound.,37,73
10:56,2350,Vlatko Granic Turnover.,37,73
10:43,-1,Darrius Davis missed Three Point Jumper.,37,73
10:43,2350,Cameron Satterwhite Defensive Rebound.,37,73
10:26,2350,Vlatko Granic made Layup. Assisted by Cameron Satterwhite.,37,75
10:10,2350,Foul on Glorind Lisha.,37,75
10:10,-1,Jovan Jackson made Free Throw.,38,75
10:10,-1,Jovan Jackson made Free Throw.,39,75
9:56,2350,Glorind Lisha missed Three Point Jumper.,39,75
9:56,-1,Jj Pennington Defensive Rebound.,39,75
9:50,-1,Jj Pennington made Layup.,41,75
9:31,2350,Bruno Skokna Turnover.,41,75
9:30,-1,Darrius Davis Steal.,41,75
9:25,-1,Darrius Davis made Jumper.,43,75
9:09,2350,Bruno Skokna Turnover.,43,75
9:07,-1,John Mosser Steal.,43,75
9:03,-1,Vince Gooden Turnover.,43,75
9:03,-1,Foul on Vince Gooden.,43,75
8:54,2350,Maurice Kirby Turnover.,43,75
8:54,2350,Foul on Maurice Kirby.,43,75
8:37,-1,Jj Pennington missed Jumper.,43,75
8:37,2350,Maurice Kirby Defensive Rebound.,43,75
8:29,2350,Matt Chastain made Layup. Assisted by Maurice Kirby.,43,77
8:14,-1,Vince Gooden Turnover.,43,77
8:13,2350,Tyson Smith Steal.,43,77
8:04,2350,Matt Chastain missed Three Point Jumper.,43,77
8:04,-1,Darrius Davis Defensive Rebound.,43,77
7:49,-1,John Mosser Turnover.,43,77
7:47,2350,Glorind Lisha Steal.,43,77
7:43,2350,Tyson Smith missed Layup.,43,77
7:43,-1,John Mosser Defensive Rebound.,43,77
7:36,-1,Austin Williams missed Three Point Jumper.,43,77
7:36,2350,Loyola (CHI) Defensive Rebound.,43,77
7:29,2350,Official TV Timeout,43,77
7:20,2350,Tyson Smith missed Three Point Jumper.,43,77
7:20,2350,Igor Cvorovic Offensive Rebound.,43,77
7:07,2350,Igor Cvorovic made Layup.,43,79
7:01,-1,Eon Davis Turnover.,43,79
6:48,2350,Glorind Lisha Turnover.,43,79
6:46,-1,Ronald Alexander Steal.,43,79
6:43,-1,Ronald Alexander missed Layup.,43,79
6:43,2350,Tyson Smith Defensive Rebound.,43,79
6:33,2350,Glorind Lisha made Jumper. Assisted by Tyson Smith.,43,81
6:22,-1,Jj Pennington missed Jumper.,43,81
6:22,2350,Tyson Smith Defensive Rebound.,43,81
6:05,2350,Igor Cvorovic missed Jumper.,43,81
6:05,-1,Ronald Alexander Defensive Rebound.,43,81
5:43,-1,Darrius Davis missed Jumper.,43,81
5:43,2350,Igor Cvorovic Defensive Rebound.,43,81
5:34,2350,Igor Cvorovic missed Layup.,43,81
5:34,-1,John Mosser Defensive Rebound.,43,81
5:25,-1,Jj Pennington missed Three Point Jumper.,43,81
5:25,2350,Cameron Satterwhite Defensive Rebound.,43,81
5:17,-1,Foul on Eon Davis.,43,81
5:17,2350,Cameron Satterwhite made Free Throw.,43,82
5:17,2350,Cameron Satterwhite made Free Throw.,43,83
5:12,-1,Jovan Jackson Turnover.,43,83
5:10,2350,Byron Burt Steal.,43,83
4:46,2350,Igor Cvorovic Turnover.,43,83
4:46,2350,Foul on Igor Cvorovic.,43,83
4:36,-1,Jovan Jackson missed Three Point Jumper.,43,83
4:36,2350,Byron Burt Defensive Rebound.,43,83
4:15,2350,Vlatko Granic made Three Point Jumper. Assisted by Cameron Satterwhite.,43,86
4:04,-1,Khiry Moore missed Jumper.,43,86
4:04,2350,Igor Cvorovic Defensive Rebound.,43,86
3:57,-1,Foul on Khiry Moore.,43,86
3:57,2350,Official TV Timeout,43,86
3:49,2350,Cameron Satterwhite Turnover.,43,86
3:47,-1,Isaiah Wilson Steal.,43,86
3:45,-1,Jovan Jackson made Layup. Assisted by Isaiah Wilson.,45,86
3:31,-1,Foul on Isaiah Wilson.,45,86
3:31,2350,Cameron Satterwhite made Free Throw.,45,87
3:31,2350,Cameron Satterwhite made Free Throw.,45,88
3:27,-1,Jovan Jackson made Layup.,47,88
3:05,2350,Byron Burt made Three Point Jumper. Assisted by Igor Cvorovic.,47,91
2:47,-1,Jovan Jackson missed Jumper.,47,91
2:47,2350,Cameron Woodyard Block.,47,91
2:46,-1,Jovan Jackson Offensive Rebound.,47,91
2:44,-1,Jovan Jackson missed Layup.,47,91
2:44,2350,Nick DiNardi Defensive Rebound.,47,91
2:34,2350,Byron Burt made Three Point Jumper. Assisted by Cameron Woodyard.,47,94
2:13,2350,Foul on Byron Burt.,47,94
2:13,-1,Vince Gooden missed Layup.,47,94
2:13,2350,Nick DiNardi Defensive Rebound.,47,94
2:05,-1,Foul on Khiry Moore.,47,94
2:05,2350,Igor Cvorovic missed Free Throw.,47,94
2:05,2350,Loyola (CHI) Deadball Team Rebound.,47,94
2:05,2350,Igor Cvorovic missed Free Throw.,47,94
2:05,-1,Trevon Wilson Defensive Rebound.,47,94
2:04,2350,Foul on Nick DiNardi.,47,94
2:04,-1,Trevon Wilson missed Free Throw.,47,94
2:04,2350,Nick DiNardi Defensive Rebound.,47,94
1:50,2350,Jake Baughman made Jumper.,47,96
1:41,-1,Jovan Jackson missed Jumper.,47,96
1:41,2350,Byron Burt Defensive Rebound.,47,96
1:29,2350,Igor Cvorovic missed Layup.,47,96
1:29,-1,Trevon Wilson Defensive Rebound.,47,96
1:24,-1,Trevon Wilson Turnover.,47,96
1:23,2350,Cameron Woodyard Steal.,47,96
1:21,2350,Cameron Woodyard made Layup.,47,98
1:14,-1,Isaiah Wilson missed Layup.,47,98
1:14,2350,Byron Burt Defensive Rebound.,47,98
1:08,2350,Byron Burt Turnover.,47,98
1:00,-1,Jovan Jackson made Layup.,49,98
0:44,2350,Cameron Woodyard missed Layup.,49,98
0:44,2350,Igor Cvorovic Offensive Rebound.,49,98
0:42,2350,Igor Cvorovic missed Layup.,49,98
0:42,2350,Nick DiNardi Offensive Rebound.,49,98
0:39,2350,Nick DiNardi made Jumper.,49,100
0:31,-1,Vince Gooden missed Three Point Jumper.,49,100
0:31,2350,Cameron Woodyard Defensive Rebound.,49,100
0:13,2350,Byron Burt Turnover.,49,100
0:11,-1,Vince Gooden Steal.,49,100
0:10,-1,Vince Gooden made Layup.,51,100
0:00,2350,End of Game,51,100
