New Mexico State,36,Colorado State,166
1:29,166,Johnathon Wilkins missed Free Throw.,32,28
1:29,36,Che Bob Defensive Rebound.,32,28
1:28,166,Foul on Jemerrio Jones.,32,28
1:28,36,Che Bob missed Free Throw.,32,28
1:28,36,Colorado St Deadball Team Rebound.,32,28
1:28,36,Che Bob made Free Throw.,32,29
1:18,166,Jemerrio Jones missed Three Point Jumper.,32,29
1:18,36,Che Bob Defensive Rebound.,32,29
0:52,36,J.D. Paige missed Three Point Jumper.,32,29
0:52,166,Jemerrio Jones Defensive Rebound.,32,29
0:45,166,Sidy N'Dir missed Three Point Jumper.,32,29
0:45,166,New Mexico St Offensive Rebound.,32,29
0:35,166,Johnathon Wilkins Turnover.,32,29
0:08,36,Che Bob missed Three Point Jumper.,32,29
0:08,36,Braden Koelliker Offensive Rebound.,32,29
0:05,36,Braden Koelliker missed Three Point Jumper.,32,29
0:05,166,Braxton Huggins Defensive Rebound.,32,29
0:00,36,End of 1st half,32,29
19:40,36,Foul on Emmanuel Omogbo.,32,29
19:40,36,Emmanuel Omogbo Turnover.,32,29
19:40,36,Colorado St  Timeout,32,29
19:21,166,Ian Baker missed Three Point Jumper.,32,29
19:21,166,Eli Chuha Offensive Rebound.,32,29
19:03,166,Johnathon Wilkins missed Three Point Jumper.,32,29
19:03,36,J.D. Paige Defensive Rebound.,32,29
18:56,36,Prentiss Nixon missed Layup.,32,29
18:56,36,Emmanuel Omogbo Offensive Rebound.,32,29
18:54,36,Emmanuel Omogbo made Layup.,32,31
18:37,36,Foul on J.D. Paige.,32,31
18:34,166,Ian Baker missed Jumper.,32,31
18:34,36,Colorado St Defensive Rebound.,32,31
18:13,166,Foul on Jalyn Pennie.,32,31
18:13,36,J.D. Paige made Free Throw.,32,32
18:13,36,J.D. Paige made Free Throw.,32,33
17:46,166,Sidy N'Dir missed Three Point Jumper.,32,33
17:46,36,Kimani Jackson Defensive Rebound.,32,33
17:38,36,Prentiss Nixon made Layup.,32,35
17:19,166,New Mexico St  Timeout,32,35
17:07,166,Jemerrio Jones made Three Point Jumper. Assisted by Ian Baker.,35,35
16:47,36,Emmanuel Omogbo missed Three Point Jumper.,35,35
16:47,36,Emmanuel Omogbo Offensive Rebound.,35,35
16:41,36,Emmanuel Omogbo made Layup.,35,37
16:23,166,Eli Chuha made Jumper. Assisted by Matt Taylor.,37,37
16:06,36,Braden Koelliker made Jumper. Assisted by Prentiss Nixon.,37,39
15:58,166,Ian Baker made Layup.,39,39
15:41,36,Prentiss Nixon missed Jumper.,39,39
15:41,166,Sidy N'Dir Defensive Rebound.,39,39
15:23,36,Foul on J.D. Paige.,39,39
15:23,36,Official TV Timeout,39,39
15:16,166,Sidy N'Dir made Layup.,41,39
15:16,36,Foul on Braden Koelliker.,41,39
15:16,166,Sidy N'Dir made Free Throw.,42,39
15:00,36,Prentiss Nixon made Layup.,42,41
14:42,36,Foul on Nico Carvacho.,42,41
14:39,166,Sidy N'Dir missed Jumper.,42,41
14:39,36,Emmanuel Omogbo Defensive Rebound.,42,41
14:36,166,Foul on Matt Taylor.,42,41
14:27,36,Anthony Bonner Turnover.,42,41
14:26,166,Ian Baker Steal.,42,41
14:00,166,Jemerrio Jones missed Layup.,42,41
14:00,36,Nico Carvacho Block.,42,41
13:59,166,New Mexico St Offensive Rebound.,42,41
13:55,166,Ian Baker missed Three Point Jumper.,42,41
13:55,36,Colorado St Offensive Rebound.,42,41
13:38,36,Anthony Bonner missed Three Point Jumper.,42,41
13:38,36,Braden Koelliker Offensive Rebound.,42,41
13:35,36,Braden Koelliker missed Layup.,42,41
13:35,36,Nico Carvacho Offensive Rebound.,42,41
13:25,36,Braden Koelliker missed Jumper.,42,41
13:25,166,Marlon Jones Defensive Rebound.,42,41
13:13,36,Foul on Anthony Bonner.,42,41
13:10,166,Ian Baker missed Jumper.,42,41
13:10,166,New Mexico St Offensive Rebound.,42,41
12:55,166,Ian Baker missed Three Point Jumper.,42,41
12:55,36,Devocio Butler Defensive Rebound.,42,41
12:53,166,Foul on Jemerrio Jones.,42,41
12:52,36,Colorado St  Timeout,42,41
12:52,36,Che Bob Turnover.,42,41
12:52,166,Jemerrio Jones Steal.,42,41
12:48,166,Ian Baker Turnover.,42,41
12:47,36,Che Bob Steal.,42,41
12:46,36,Che Bob made Dunk.,42,43
12:19,166,Ian Baker made Layup.,44,43
12:07,36,Nico Carvacho made Layup. Assisted by J.D. Paige.,44,45
11:53,166,Matt Taylor missed Jumper.,44,45
11:53,36,Emmanuel Omogbo Defensive Rebound.,44,45
11:36,36,Che Bob missed Layup.,44,45
11:36,36,Che Bob Offensive Rebound.,44,45
11:33,36,Che Bob missed Layup.,44,45
11:33,166,Matt Taylor Block.,44,45
11:31,36,Che Bob Offensive Rebound.,44,45
11:31,166,Foul on Matt Taylor.,44,45
11:31,36,Official TV Timeout,44,45
11:30,36,J.D. Paige Turnover.,44,45
11:28,166,Ian Baker Steal.,44,45
11:27,166,Ian Baker made Dunk.,46,45
11:17,166,Foul on Braxton Huggins.,46,45
11:00,36,Devocio Butler missed Three Point Jumper.,46,45
11:00,166,Jemerrio Jones Defensive Rebound.,46,45
10:59,36,Foul on Nico Carvacho.,46,45
10:59,166,Jemerrio Jones made Free Throw.,47,45
10:59,166,Jemerrio Jones missed Free Throw.,47,45
10:59,166,Marlon Jones Offensive Rebound.,47,45
10:40,166,Marlon Jones Turnover.,47,45
10:40,166,Foul on Sidy N'Dir.,47,45
10:23,36,Emmanuel Omogbo Turnover.,47,45
9:57,166,Ian Baker missed Layup.,47,45
9:57,36,Emmanuel Omogbo Defensive Rebound.,47,45
9:45,36,Che Bob made Layup. Assisted by J.D. Paige.,47,47
9:27,166,Braxton Huggins made Dunk.,49,47
9:13,36,Devocio Butler Turnover.,49,47
8:49,166,Foul on Ian Baker.,49,47
8:49,166,Ian Baker Turnover.,49,47
8:34,166,Foul on Johnathon Wilkins.,49,47
8:34,36,Devocio Butler made Free Throw.,49,48
8:34,36,Devocio Butler made Free Throw.,49,49
8:15,166,Braxton Huggins missed Three Point Jumper.,49,49
8:15,36,Braden Koelliker Defensive Rebound.,49,49
8:12,166,Foul on Marlon Jones.,49,49
8:12,36,Braden Koelliker made Free Throw.,49,50
8:12,36,Braden Koelliker made Free Throw.,49,51
8:00,166,Sidy N'Dir missed Layup.,49,51
8:00,36,Braden Koelliker Defensive Rebound.,49,51
7:59,166,Foul on Sidy N'Dir.,49,51
7:59,36,Official TV Timeout,49,51
7:59,36,Braden Koelliker made Free Throw.,49,52
7:59,36,Braden Koelliker made Free Throw.,49,53
7:43,166,Braxton Huggins Turnover.,49,53
7:42,36,J.D. Paige Steal.,49,53
7:24,36,J.D. Paige made Jumper.,49,55
6:58,166,Braxton Huggins missed Layup.,49,55
6:58,36,Devocio Butler Defensive Rebound.,49,55
6:52,36,Che Bob made Layup. Assisted by Devocio Butler.,49,57
6:52,166,Foul on Matt Taylor.,49,57
6:52,166,New Mexico St  Timeout,49,57
6:52,36,Che Bob missed Free Throw.,49,57
6:52,166,Jemerrio Jones Defensive Rebound.,49,57
6:44,166,Sidy N'Dir missed Three Point Jumper.,49,57
6:44,36,Devocio Butler Defensive Rebound.,49,57
6:16,36,J.D. Paige missed Jumper.,49,57
6:16,36,Braden Koelliker Offensive Rebound.,49,57
6:14,36,Braden Koelliker missed Layup.,49,57
6:14,36,Braden Koelliker Offensive Rebound.,49,57
6:12,36,Braden Koelliker missed Layup.,49,57
6:12,166,Sidy N'Dir Block.,49,57
6:12,166,New Mexico St Defensive Rebound.,49,57
5:55,166,Chancellor Ellis missed Three Point Jumper.,49,57
5:55,166,Johnathon Wilkins Offensive Rebound.,49,57
5:38,166,Ian Baker missed Three Point Jumper.,49,57
5:38,166,Johnathon Wilkins Offensive Rebound.,49,57
5:13,166,Jemerrio Jones missed Three Point Jumper.,49,57
5:13,36,J.D. Paige Defensive Rebound.,49,57
4:45,36,Devocio Butler missed Layup.,49,57
4:45,36,Emmanuel Omogbo Offensive Rebound.,49,57
4:43,36,Emmanuel Omogbo made Layup.,49,59
4:38,166,Ian Baker missed Layup.,49,59
4:38,36,Colorado St Defensive Rebound.,49,59
4:11,36,Foul on Prentiss Nixon.,49,59
4:11,36,Prentiss Nixon Turnover.,49,59
3:51,166,Chancellor Ellis missed Three Point Jumper.,49,59
3:51,36,Emmanuel Omogbo Defensive Rebound.,49,59
3:30,36,J.D. Paige missed Layup.,49,59
3:30,166,Sidy N'Dir Block.,49,59
3:28,166,Sidy N'Dir Defensive Rebound.,49,59
3:28,36,Foul on J.D. Paige.,49,59
3:28,36,Official TV Timeout,49,59
3:28,166,Sidy N'Dir made Free Throw.,50,59
3:28,166,Sidy N'Dir made Free Throw.,51,59
2:59,36,Prentiss Nixon missed Jumper.,51,59
2:59,166,Ian Baker Defensive Rebound.,51,59
2:43,166,Ian Baker made Three Point Jumper. Assisted by Sidy N'Dir.,54,59
2:16,36,Braden Koelliker made Layup.,54,61
2:16,166,Foul on Sidy N'Dir.,54,61
2:16,36,Braden Koelliker missed Free Throw.,54,61
2:16,166,Jemerrio Jones Defensive Rebound.,54,61
2:09,166,Braxton Huggins made Three Point Jumper. Assisted by Ian Baker.,57,61
2:07,166,New Mexico St  Timeout,57,61
1:42,36,Emmanuel Omogbo missed Layup.,57,61
1:42,36,Braden Koelliker Offensive Rebound.,57,61
1:41,166,Foul on Jemerrio Jones.,57,61
1:41,36,Braden Koelliker made Free Throw.,57,62
1:41,36,Braden Koelliker made Free Throw.,57,63
1:35,36,Foul on Prentiss Nixon.,57,63
1:35,166,Ian Baker made Free Throw.,58,63
1:35,166,Ian Baker made Free Throw.,59,63
1:05,36,Prentiss Nixon missed Layup.,59,63
1:05,166,Jemerrio Jones Block.,59,63
1:05,166,New Mexico St Defensive Rebound.,59,63
0:53,166,Jemerrio Jones missed Layup.,59,63
0:53,166,Eli Chuha Offensive Rebound.,59,63
0:52,36,Colorado St  Timeout,59,63
0:46,166,Eli Chuha made Layup.,61,63
0:32,36,J.D. Paige missed Layup.,61,63
0:32,166,New Mexico St Defensive Rebound.,61,63
0:11,166,Ian Baker Turnover.,61,63
0:11,36,Emmanuel Omogbo Steal.,61,63
0:09,166,Foul on Ian Baker.,61,63
0:09,36,J.D. Paige made Free Throw.,61,64
0:09,36,J.D. Paige missed Free Throw.,61,64
0:09,166,Jemerrio Jones Defensive Rebound.,61,64
0:02,166,Jemerrio Jones missed Three Point Jumper.,61,64
0:02,166,New Mexico St Deadball Team Rebound.,61,64
0:00,36,End of Game,61,64
