Randall University,Error,Sam Houston State,2534
9:20,2534,Sam Houston St Deadball Team Rebound.,16,27
9:20,2534,Cameron Delaney made Free Throw.,16,28
9:10,-1,Trey Sneed missed Layup.,16,28
9:08,2534,Albert Almanza Defensive Rebound.,16,28
9:05,2534,Torry Butler missed Jumper.,16,28
9:04,-1,Trey Sneed Defensive Rebound.,16,28
8:56,-1,Xavier Hunter missed Three Point Jumper.,16,28
8:55,2534,Albert Almanza Defensive Rebound.,16,28
8:41,2534,Dakarai Henderson missed Three Point Jumper.,16,28
8:40,-1,Xavier Hunter Defensive Rebound.,16,28
8:40,-1,Xavier Hunter missed Layup.,16,28
8:38,-1,Isaac Bowles Offensive Rebound.,16,28
8:38,-1,Isaac Bowles missed Two Point Tip Shot.,16,28
8:37,2534,Jamal Williams Defensive Rebound.,16,28
8:33,2534,Jamal Williams Turnover.,16,28
8:33,-1,Xavier Hunter Steal.,16,28
8:30,-1,Xavier Hunter made Layup.,18,28
8:18,2534,Albert Almanza made Free Throw.,18,29
8:18,-1,Foul on Brandon Askew.,18,28
8:18,2534,Albert Almanza made Free Throw.,18,30
8:01,-1,Adam Morales missed Jumper.,18,30
8:01,2534,Cameron Delaney Defensive Rebound.,18,30
7:46,-1,Foul on Brandon Askew.,18,30
7:46,2534,Official TV Timeout,18,30
7:46,2534,Aurimas Majauskas made Free Throw.,18,31
7:46,2534,Aurimas Majauskas made Free Throw.,18,32
7:23,-1,Ryan Hickerson Turnover.,18,32
7:07,2534,John Dewey III missed Layup.,18,32
7:07,2534,Aurimas Majauskas Offensive Rebound.,18,32
7:04,-1,Foul on Adam Morales.,18,32
7:04,2534,Aurimas Majauskas made Free Throw.,18,33
7:04,2534,Aurimas Majauskas made Free Throw.,18,34
6:45,-1,Trey Sneed made Jumper.,20,34
6:37,-1,Foul on Anthony Williams.,20,34
6:37,2534,Aurimas Majauskas made Free Throw.,20,35
6:37,2534,Aurimas Majauskas made Free Throw.,20,36
6:26,-1,Trey Sneed made Layup.,22,36
6:10,2534,Dakarai Henderson made Three Point Jumper. Assisted by John Dewey III.,22,39
5:49,-1,Trey Sneed made Three Point Jumper. Assisted by Caleb McCain.,25,39
5:30,2534,Dakarai Henderson made Three Point Jumper. Assisted by Jovante' Spivey.,25,42
5:09,-1,Trey Sneed missed Three Point Jumper.,25,42
5:09,-1,Randall University Offensive Rebound.,25,42
5:06,2534,Foul on Jovante' Spivey.,25,42
5:05,-1,Trey Sneed made Layup. Assisted by Adam Morales.,27,42
5:05,2534,Foul on Jovante' Spivey.,27,42
5:05,-1,Trey Sneed missed Free Throw.,27,42
5:05,2534,Jovante' Spivey Defensive Rebound.,27,42
4:59,2534,Dakarai Henderson made Three Point Jumper. Assisted by John Dewey III.,27,45
4:40,-1,Isaac Bowles Turnover.,27,45
4:39,2534,Aurimas Majauskas Steal.,27,45
4:35,2534,Dakarai Henderson missed Jumper.,27,45
4:35,-1,Anthony Williams Defensive Rebound.,27,45
4:32,2534,Foul on Aurimas Majauskas.,27,45
4:32,-1,Anthony Williams made Free Throw.,28,45
4:32,-1,Anthony Williams made Free Throw.,29,45
4:21,2534,Aurimas Majauskas made Layup. Assisted by Paul Baxter.,29,47
4:06,-1,Anthony Williams made Three Point Jumper. Assisted by Xavier Hunter.,32,47
3:56,2534,John Dewey III Turnover.,32,47
3:50,-1,Adam Morales made Three Point Jumper. Assisted by Trey Sneed.,35,47
3:35,-1,Foul on Trey Sneed.,35,47
3:35,2534,Official TV Timeout,35,47
3:35,2534,Dakarai Henderson made Free Throw.,35,48
3:35,2534,Dakarai Henderson made Free Throw.,35,49
3:18,-1,Adam Morales made Three Point Jumper. Assisted by Xavier Hunter.,38,49
3:01,2534,Dakarai Henderson made Three Point Jumper. Assisted by Aurimas Majauskas.,38,52
2:47,-1,Randall University  Timeout,38,52
2:34,-1,Adam Morales Turnover.,38,52
2:33,2534,Cameron Delaney Steal.,38,52
2:29,2534,Paul Baxter made Layup. Assisted by Cameron Delaney.,38,54
2:11,2534,Foul on Aurimas Majauskas.,38,54
2:11,-1,Isaac Bowles missed Free Throw.,38,54
2:11,-1,Randall University Deadball Team Rebound.,38,54
2:11,-1,Isaac Bowles made Free Throw.,39,54
1:57,2534,Josh Delaney made Three Point Jumper. Assisted by Paul Baxter.,39,57
1:45,2534,Foul on Paul Baxter.,39,57
1:45,-1,Trey Sneed missed Free Throw.,39,57
1:45,-1,Randall University Deadball Team Rebound.,39,57
1:45,-1,Trey Sneed made Free Throw.,40,57
1:25,2534,Jamal Williams missed Layup.,40,57
1:25,2534,Christopher Galbreath Jr. Offensive Rebound.,40,57
1:22,2534,Christopher Galbreath Jr. made Two Point Tip Shot.,40,59
1:13,-1,Adam Morales made Three Point Jumper. Assisted by Xavier Hunter.,43,59
0:52,2534,Cameron Delaney missed Three Point Jumper.,43,59
0:52,2534,Dakarai Henderson Offensive Rebound.,43,59
0:48,2534,Dakarai Henderson missed Three Point Jumper.,43,59
0:48,-1,Trey Sneed Defensive Rebound.,43,59
0:28,2534,Foul on Josh Delaney.,43,59
0:28,-1,Xavier Hunter made Free Throw.,44,59
0:28,-1,Xavier Hunter made Free Throw.,45,59
0:28,-1,Xavier Hunter made Free Throw.,46,59
0:22,2534,Sam Houston St  Timeout,46,59
0:02,2534,Cameron Delaney missed Layup.,46,59
0:02,2534,Christopher Galbreath Jr. Offensive Rebound.,46,59
0:01,2534,Christopher Galbreath Jr. made Layup.,46,61
0:00,2534,End of 1st half,46,59
19:39,-1,Xavier Hunter missed Three Point Jumper.,46,61
19:39,2534,Torry Butler Defensive Rebound.,46,61
19:30,2534,Torry Butler made Layup. Assisted by John Dewey III.,46,63
19:18,-1,Adam Morales made Three Point Jumper.,49,63
19:00,2534,Aurimas Majauskas made Layup.,49,65
19:00,-1,Foul on Anthony Williams.,49,65
19:00,2534,Aurimas Majauskas made Free Throw.,49,66
18:54,2534,Foul on John Dewey III.,49,66
18:46,-1,Trey Sneed Turnover.,49,66
18:37,2534,Dakarai Henderson missed Three Point Jumper.,49,66
18:37,-1,Randall University Defensive Rebound.,49,66
18:33,2534,Foul on Aurimas Majauskas.,49,66
18:03,-1,Adam Morales Turnover.,49,66
18:02,2534,Paul Baxter Steal.,49,66
18:00,2534,Paul Baxter made Layup.,49,68
17:43,-1,Trey Sneed missed Jumper.,49,68
17:43,2534,Torry Butler Defensive Rebound.,49,68
17:35,2534,Torry Butler made Layup. Assisted by Dakarai Henderson.,49,70
17:12,-1,Adam Morales missed Jumper.,49,70
17:12,2534,Torry Butler Defensive Rebound.,49,70
16:56,2534,Dakarai Henderson missed Three Point Jumper.,49,70
16:56,-1,Kashus Lyons Defensive Rebound.,49,70
16:44,-1,Adam Morales missed Three Point Jumper.,49,70
16:44,2534,Sam Houston St Defensive Rebound.,49,70
16:41,-1,Foul on Anthony Williams.,49,70
16:19,2534,Phillip Jones Jr. made Layup. Assisted by Torry Butler.,49,72
16:01,-1,Xavier Hunter made Three Point Jumper. Assisted by Kashus Lyons.,52,72
15:46,2534,John Dewey III missed Jumper.,52,72
15:46,-1,Isaac Bowles Defensive Rebound.,52,72
15:33,-1,Xavier Hunter missed Three Point Jumper.,52,72
15:33,2534,Phillip Jones Jr. Defensive Rebound.,52,72
15:24,2534,Dakarai Henderson made Jumper.,52,74
15:09,-1,Kashus Lyons made Three Point Jumper. Assisted by Trey Sneed.,55,74
14:51,2534,Paul Baxter made Layup.,55,76
14:51,-1,Foul on Kashus Lyons.,55,76
14:51,2534,Official TV Timeout,55,76
14:51,2534,Paul Baxter made Free Throw.,55,77
14:40,-1,Brandon Askew missed Three Point Jumper.,55,77
14:40,2534,Phillip Jones Jr. Defensive Rebound.,55,77
14:20,2534,Phillip Jones Jr. made Layup.,55,79
14:20,-1,Foul on Isaac Bowles.,55,79
14:20,2534,Phillip Jones Jr. made Free Throw.,55,80
14:00,-1,Adam Morales missed Three Point Jumper.,55,80
14:00,-1,Isaac Bowles Offensive Rebound.,55,80
13:56,-1,Isaac Bowles missed Layup.,55,80
13:56,2534,Phillip Jones Jr. Block.,55,80
13:54,2534,Dakarai Henderson Defensive Rebound.,55,80
13:52,2534,Christopher Galbreath Jr. made Layup. Assisted by Dakarai Henderson.,55,82
13:43,-1,Xavier Hunter missed Layup.,55,82
13:43,2534,Christopher Galbreath Jr. Block.,55,82
13:42,2534,Phillip Jones Jr. Defensive Rebound.,55,82
13:31,2534,Albert Almanza missed Jumper.,55,82
13:31,-1,Randall University Defensive Rebound.,55,82
13:29,2534,Foul on Christopher Galbreath Jr..,55,82
13:14,-1,Xavier Hunter Turnover.,55,82
13:13,2534,Albert Almanza Steal.,55,82
13:13,-1,Foul on Isaac Bowles.,55,82
13:02,2534,Dakarai Henderson made Jumper.,55,84
12:45,2534,Foul on Christopher Galbreath Jr..,55,84
12:43,-1,Trey Sneed missed Jumper.,55,84
12:43,-1,Trey Sneed Offensive Rebound.,55,84
12:40,-1,Trey Sneed made Layup.,57,84
12:32,2534,Christopher Galbreath Jr. Turnover.,57,84
12:32,2534,Foul on Christopher Galbreath Jr..,57,84
12:21,-1,Trey Sneed missed Layup.,57,84
12:21,2534,Christopher Galbreath Jr. Defensive Rebound.,57,84
12:15,2534,Dakarai Henderson missed Three Point Jumper.,57,84
12:15,-1,Trey Sneed Defensive Rebound.,57,84
12:07,-1,Xavier Hunter Turnover.,57,84
12:07,2534,Phillip Jones Jr. Steal.,57,84
12:02,2534,Christopher Galbreath Jr. made Layup. Assisted by Dakarai Henderson.,57,86
11:46,-1,Trey Sneed made Three Point Jumper. Assisted by Xavier Hunter.,60,86
11:26,2534,Albert Almanza missed Three Point Jumper.,60,86
11:26,-1,Randall University Defensive Rebound.,60,86
11:24,2534,Official TV Timeout,60,86
11:24,-1,Randall University  Timeout,60,86
11:04,-1,Isaac Bowles Turnover.,60,86
11:03,2534,Jovante' Spivey Steal.,60,86
11:02,2534,Jovante' Spivey made Layup.,60,88
10:36,-1,Xavier Hunter Turnover.,60,88
10:36,-1,Foul on Xavier Hunter.,60,88
10:20,2534,Christopher Galbreath Jr. made Jumper. Assisted by Aurimas Majauskas.,60,90
10:01,-1,Brandon Askew missed Three Point Jumper.,60,90
10:01,2534,Cameron Delaney Defensive Rebound.,60,90
9:57,2534,Cameron Delaney Turnover.,60,90
9:44,-1,Trey Sneed missed Three Point Jumper.,60,90
9:44,2534,Jovante' Spivey Defensive Rebound.,60,90
9:36,2534,Jovante' Spivey Turnover.,60,90
9:35,-1,Trey Sneed Steal.,60,90
9:31,2534,Foul on Aurimas Majauskas.,60,90
9:31,-1,Xavier Hunter made Free Throw.,61,90
9:31,-1,Xavier Hunter made Free Throw.,62,90
9:15,2534,Albert Almanza made Three Point Jumper. Assisted by Aurimas Majauskas.,62,93
8:53,-1,Kashus Lyons missed Three Point Jumper.,62,93
8:53,-1,Ben Collier Offensive Rebound.,62,93
8:44,-1,Trey Sneed missed Layup.,62,93
8:44,2534,Christopher Galbreath Jr. Block.,62,93
8:44,-1,Randall University Offensive Rebound.,62,93
8:43,-1,Kashus Lyons Turnover.,62,93
8:42,2534,Christopher Galbreath Jr. Steal.,62,93
8:40,2534,Christopher Galbreath Jr. Turnover.,62,93
8:20,-1,Trey Sneed made Layup.,64,93
8:09,2534,Aurimas Majauskas made Jumper. Assisted by Cameron Delaney.,64,95
8:09,-1,Foul on Caleb McCain.,64,95
8:09,2534,Aurimas Majauskas made Free Throw.,64,96
7:46,-1,Ben Collier missed Jumper.,64,96
7:46,-1,Kashus Lyons Offensive Rebound.,64,96
7:39,2534,Foul on Aurimas Majauskas.,64,96
7:39,2534,Official TV Timeout,64,96
7:39,-1,Xavier Hunter made Free Throw.,65,96
7:39,-1,Xavier Hunter missed Free Throw.,65,96
7:39,2534,Jamal Williams Defensive Rebound.,65,96
7:27,2534,Albert Almanza made Jumper. Assisted by Jamal Williams.,65,98
7:17,-1,Ben Collier missed Three Point Jumper.,65,98
7:17,2534,Albert Almanza Defensive Rebound.,65,98
7:05,-1,Foul on Caleb McCain.,65,98
7:05,2534,Josh Delaney made Free Throw.,65,99
7:05,2534,Josh Delaney made Free Throw.,65,100
6:52,-1,Xavier Hunter Turnover.,65,100
6:51,2534,Cameron Delaney Steal.,65,100
6:49,2534,Cameron Delaney made Layup.,65,102
6:49,-1,Foul on Ben Collier.,65,102
6:49,2534,Cameron Delaney made Free Throw.,65,103
6:27,-1,Trey Sneed made Three Point Jumper. Assisted by Kashus Lyons.,68,103
6:14,2534,Jamal Williams missed Jumper.,68,103
6:14,2534,Phillip Jones Jr. Offensive Rebound.,68,103
5:55,2534,Josh Delaney made Layup.,68,105
5:45,2534,Foul on Jesse Lopez Jr..,68,105
5:45,-1,Trey Sneed missed Free Throw.,68,105
5:45,-1,Randall University Deadball Team Rebound.,68,105
5:45,-1,Trey Sneed made Free Throw.,69,105
5:35,2534,Phillip Jones Jr. made Dunk. Assisted by Josh Delaney.,69,107
5:23,-1,Kashus Lyons Turnover.,69,107
5:22,2534,Phillip Jones Jr. Steal.,69,107
5:20,2534,Josh Delaney missed Three Point Jumper.,69,107
5:20,2534,Phillip Jones Jr. Offensive Rebound.,69,107
5:17,2534,Phillip Jones Jr. missed Dunk.,69,107
5:17,2534,Josh Delaney Offensive Rebound.,69,107
5:14,2534,Phillip Jones Jr. made Layup. Assisted by Josh Delaney.,69,109
4:50,-1,Kashus Lyons missed Jumper.,69,109
4:50,2534,Jamal Williams Defensive Rebound.,69,109
4:47,2534,Jamal Williams Turnover.,69,109
4:47,-1,Adam Morales Steal.,69,109
4:43,-1,Adam Morales missed Three Point Jumper.,69,109
4:43,2534,Sam Houston St Defensive Rebound.,69,109
4:43,-1,Foul on Caleb McCain.,69,109
4:43,2534,Jamal Williams missed Free Throw.,69,109
4:43,2534,Sam Houston St Deadball Team Rebound.,69,109
4:43,2534,Jamal Williams missed Free Throw.,69,109
4:43,-1,Adam Morales Defensive Rebound.,69,109
4:26,-1,Randall University  Timeout,69,109
4:17,-1,Adam Morales missed Three Point Jumper.,69,109
4:17,2534,Cameron Delaney Defensive Rebound.,69,109
3:55,2534,Josh Delaney Turnover.,69,109
3:55,2534,Foul on Josh Delaney.,69,109
3:42,2534,Foul on Phillip Jones Jr..,69,109
3:42,-1,Trey Sneed made Free Throw.,70,109
3:42,-1,Trey Sneed made Free Throw.,71,109
3:38,2534,Cameron Delaney made Three Point Jumper. Assisted by Jamal Williams.,71,112
3:15,-1,Ben Collier made Jumper.,73,112
3:05,2534,Cameron Delaney made Layup.,73,114
2:53,-1,Ben Collier missed Three Point Jumper.,73,114
2:53,-1,Austun Gorman Offensive Rebound.,73,114
2:43,-1,Kashus Lyons missed Three Point Jumper.,73,114
2:43,-1,Austun Gorman Offensive Rebound.,73,114
2:40,-1,Austun Gorman made Jumper.,75,114
2:19,2534,Josh Delaney made Three Point Jumper.,75,117
1:57,-1,Adam Morales made Three Point Jumper. Assisted by Trey Sneed.,78,117
1:41,2534,Jamal Williams missed Jumper.,78,117
1:41,-1,Kashus Lyons Defensive Rebound.,78,117
1:32,-1,Ben Collier made Three Point Jumper. Assisted by Adam Morales.,81,117
1:18,-1,Foul on Austun Gorman.,81,117
1:18,2534,Phillip Jones Jr. made Free Throw.,81,118
1:18,2534,Phillip Jones Jr. made Free Throw.,81,119
1:01,-1,Austun Gorman Turnover.,81,119
1:01,-1,Foul on Austun Gorman.,81,119
0:51,2534,Josh Delaney missed Three Point Jumper.,81,119
0:51,2534,Phillip Jones Jr. Offensive Rebound.,81,119
0:46,2534,Phillip Jones Jr. missed Three Point Jumper.,81,119
0:46,-1,Ben Collier Defensive Rebound.,81,119
0:33,-1,Ben Collier missed Jumper.,81,119
0:33,2534,Phillip Jones Jr. Defensive Rebound.,81,119
0:00,2534,End of Game,81,119
