Colorado,2005,Air Force,38
14:30,38,Xavier Johnson made Free Throw.,37,35
14:05,38,Foul on Xavier Johnson.,37,35
13:55,38,Foul on Dominique Collier.,37,35
13:47,2005,Foul on Trevor Lyons.,37,35
13:47,2005,Trevor Lyons Turnover.,37,35
13:29,38,Derrick White made Jumper.,39,35
13:29,2005,Foul on Frank Toohey.,39,35
13:29,38,Derrick White made Free Throw.,40,35
13:14,2005,Foul on Lavelle Scottie.,40,35
13:14,2005,Lavelle Scottie Turnover.,40,35
13:01,38,Dominique Collier missed Three Point Jumper.,40,35
13:01,2005,Ryan Manning Defensive Rebound.,40,35
12:56,2005,Trevor Lyons made Layup.,40,37
12:56,38,Foul on Derrick White.,40,37
12:56,2005,Trevor Lyons made Free Throw.,40,38
12:42,2005,Foul on Ryan Manning.,40,38
12:42,38,Tory Miller made Free Throw.,41,38
12:42,38,Tory Miller missed Free Throw.,41,38
12:42,2005,Zach Kocur Defensive Rebound.,41,38
12:17,2005,Trevor Lyons missed Jumper.,41,38
12:17,2005,Dane Norman Offensive Rebound.,41,38
12:06,2005,Trevor Lyons made Three Point Jumper. Assisted by Dane Norman.,41,41
11:50,38,George King missed Jumper.,41,41
11:50,2005,Dane Norman Block.,41,41
11:48,38,Tory Miller Offensive Rebound.,41,41
11:48,38,Tory Miller made Layup.,43,41
11:48,2005,Foul on Lavelle Scottie.,43,41
11:46,2005,Official TV Timeout,43,41
11:46,38,Tory Miller made Free Throw.,44,41
11:30,2005,Dane Norman made Jumper. Assisted by Trevor Lyons.,44,43
11:30,38,Foul on Thomas Akyazili.,44,43
11:30,2005,Dane Norman made Free Throw.,44,44
11:11,38,George King made Dunk. Assisted by Josh Fortune.,46,44
10:35,2005,Trevor Lyons missed Jumper.,46,44
10:35,2005,Dane Norman Offensive Rebound.,46,44
10:33,38,Foul on Wesley Gordon.,46,44
10:33,2005,Dane Norman made Free Throw.,46,45
10:33,2005,Dane Norman made Free Throw.,46,46
10:15,2005,Foul on Zach Kocur.,46,46
10:15,38,Deleon Brown made Free Throw.,47,46
10:15,38,Deleon Brown made Free Throw.,48,46
9:55,38,Foul on Thomas Akyazili.,48,46
9:55,2005,Zach Kocur made Free Throw.,48,47
9:55,2005,Zach Kocur made Free Throw.,48,48
9:46,38,Deleon Brown made Jumper.,50,48
9:46,2005,Foul on Dane Norman.,50,48
9:46,38,Deleon Brown made Free Throw.,51,48
9:16,2005,Jacob Van missed Jumper.,51,48
9:16,38,Thomas Akyazili Defensive Rebound.,51,48
8:57,38,Derrick White made Three Point Jumper. Assisted by George King.,54,48
8:35,2005,Dane Norman made Dunk. Assisted by Jacob Van.,54,50
8:17,38,Derrick White missed Three Point Jumper.,54,50
8:17,38,Wesley Gordon Offensive Rebound.,54,50
8:14,38,Wesley Gordon made Layup.,56,50
7:59,2005,Official TV Timeout,56,50
7:46,38,Foul on George King.,56,50
7:46,2005,Hayden Graham made Free Throw.,56,51
7:46,2005,Hayden Graham made Free Throw.,56,52
7:27,38,Xavier Johnson made Three Point Jumper. Assisted by Deleon Brown.,59,52
7:12,2005,Frank Toohey made Jumper.,59,54
7:02,38,Deleon Brown made Three Point Jumper. Assisted by Thomas Akyazili.,62,54
6:48,2005,Pervis Louder missed Three Point Jumper.,62,54
6:48,38,George King Defensive Rebound.,62,54
6:36,38,Thomas Akyazili missed Three Point Jumper.,62,54
6:36,2005,Hayden Graham Defensive Rebound.,62,54
6:34,38,Foul on Derrick White.,62,54
6:34,2005,Hayden Graham missed Free Throw.,62,54
6:34,2005,Air Force Deadball Team Rebound.,62,54
6:34,2005,Hayden Graham missed Free Throw.,62,54
6:34,38,Wesley Gordon Defensive Rebound.,62,54
6:15,38,Wesley Gordon Turnover.,62,54
6:00,2005,Hayden Graham made Jumper.,62,56
5:39,38,Xavier Johnson made Jumper. Assisted by Deleon Brown.,64,56
5:39,2005,Foul on Hayden Graham.,64,56
5:39,38,Xavier Johnson missed Free Throw.,64,56
5:39,2005,Frank Toohey Defensive Rebound.,64,56
5:32,38,Foul on Deleon Brown.,64,56
5:32,2005,CJ Siples made Free Throw.,64,57
5:32,2005,CJ Siples made Free Throw.,64,58
5:13,38,Deleon Brown missed Three Point Jumper.,64,58
5:13,38,George King Offensive Rebound.,64,58
5:09,38,George King made Jumper.,66,58
4:44,2005,Frank Toohey Turnover.,66,58
4:24,38,Dominique Collier made Three Point Jumper. Assisted by Deleon Brown.,69,58
4:02,2005,CJ Siples missed Jumper.,69,58
4:02,38,Xavier Johnson Defensive Rebound.,69,58
3:55,2005,Official TV Timeout,69,58
3:49,2005,Foul on Hayden Graham.,69,58
3:49,38,Xavier Johnson made Free Throw.,70,58
3:49,38,Xavier Johnson made Free Throw.,71,58
3:35,2005,CJ Siples made Three Point Jumper. Assisted by Hayden Graham.,71,61
3:23,38,Deleon Brown Turnover.,71,61
3:22,2005,Frank Toohey Steal.,71,61
3:14,2005,Hayden Graham missed Jumper.,71,61
3:14,38,Wesley Gordon Block.,71,61
3:13,2005,Air Force Offensive Rebound.,71,61
3:07,2005,Hayden Graham missed Three Point Jumper.,71,61
3:07,2005,CJ Siples Offensive Rebound.,71,61
3:01,2005,Hayden Graham made Layup. Assisted by CJ Siples.,71,63
2:35,38,Xavier Johnson missed Layup.,71,63
2:35,2005,Frank Toohey Defensive Rebound.,71,63
2:23,2005,CJ Siples made Three Point Jumper. Assisted by Trevor Lyons.,71,66
2:17,2005,Air Force  Timeout,71,66
1:54,38,George King made Layup. Assisted by Derrick White.,73,66
1:39,2005,CJ Siples missed Three Point Jumper.,73,66
1:39,38,Colorado Defensive Rebound.,73,66
1:33,38,George King Turnover.,73,66
1:31,2005,CJ Siples Steal.,73,66
1:28,38,Foul on Derrick White.,73,66
1:28,2005,CJ Siples made Free Throw.,73,67
1:28,2005,CJ Siples missed Free Throw.,73,67
1:28,38,George King Defensive Rebound.,73,67
1:17,2005,Foul on CJ Siples.,73,67
1:17,38,Dominique Collier missed Free Throw.,73,67
1:17,38,Colorado Deadball Team Rebound.,73,67
1:17,38,Dominique Collier missed Free Throw.,73,67
1:17,2005,Hayden Graham Defensive Rebound.,73,67
1:05,2005,Jacob Van missed Three Point Jumper.,73,67
1:05,38,George King Defensive Rebound.,73,67
1:03,2005,Foul on Frank Toohey.,73,67
1:03,38,George King missed Free Throw.,73,67
1:03,38,Colorado Deadball Team Rebound.,73,67
1:03,38,George King missed Free Throw.,73,67
1:03,2005,Lavelle Scottie Defensive Rebound.,73,67
1:01,38,Foul on Wesley Gordon.,73,67
1:01,2005,Lavelle Scottie missed Free Throw.,73,67
1:01,2005,Air Force Deadball Team Rebound.,73,67
1:01,2005,Lavelle Scottie made Free Throw.,73,68
0:50,38,Colorado  Timeout,73,68
0:49,2005,Foul on Zach Kocur.,73,68
0:49,38,Wesley Gordon missed Free Throw.,73,68
0:49,38,Colorado Deadball Team Rebound.,73,68
0:49,38,Wesley Gordon missed Free Throw.,73,68
0:49,2005,Hayden Graham Defensive Rebound.,73,68
0:44,2005,Air Force  Timeout,73,68
0:31,2005,Zach Kocur missed Three Point Jumper.,73,68
0:31,38,Xavier Johnson Defensive Rebound.,73,68
0:26,38,George King made Dunk. Assisted by Xavier Johnson.,75,68
0:18,2005,CJ Siples missed Three Point Jumper.,75,68
0:18,2005,Trevor Lyons Offensive Rebound.,75,68
0:09,2005,Hayden Graham missed Three Point Jumper.,75,68
0:09,2005,Trevor Lyons Offensive Rebound.,75,68
0:02,2005,Trevor Lyons missed Three Point Jumper.,75,68
0:02,38,Xavier Johnson Defensive Rebound.,75,68
0:00,2005,End of Game,75,68
