SIU-Edwardsville,2739,Green Bay,2565
12:54,2739,Kerem Kanter Block.,9,12
12:54,2565,SIU-Edwardsville Offensive Rebound.,9,12
12:52,2565,Keenan Simmons missed Jumper.,9,12
12:52,2565,SIU-Edwardsville Offensive Rebound.,9,12
12:42,2565,Carlos Anderson missed Layup.,9,12
12:42,2565,Keenan Simmons Offensive Rebound.,9,12
12:39,2739,Foul on Jamar Hurdle.,9,12
12:39,2565,Keenan Simmons made Free Throw.,10,12
12:39,2565,Keenan Simmons missed Free Throw.,10,12
12:39,2739,Jamar Hurdle Defensive Rebound.,10,12
12:16,2739,Kerem Kanter made Jumper.,10,14
11:58,2565,Burak Eslik missed Jumper.,10,14
11:58,2565,SIU-Edwardsville Offensive Rebound.,10,14
11:56,2739,Official TV Timeout,10,14
11:53,2565,Burak Eslik missed Jumper.,10,14
11:53,2739,Kerem Kanter Defensive Rebound.,10,14
11:41,2739,Warren Jones missed Three Point Jumper.,10,14
11:41,2565,Brandon Jackson Defensive Rebound.,10,14
11:27,2565,Jalen Henry made Jumper.,12,14
11:17,2739,Tevin Findlay made Jumper.,12,16
10:54,2565,Burak Eslik made Layup.,14,16
10:45,2565,Foul on Devin Thornton.,14,16
10:32,2739,Kerem Kanter missed Three Point Jumper.,14,16
10:32,2565,Carlos Anderson Defensive Rebound.,14,16
10:13,2565,Carlos Anderson missed Layup.,14,16
10:13,2739,Kerem Kanter Defensive Rebound.,14,16
10:01,2565,Foul on Brandon Jackson.,14,16
10:01,2739,Charles Cooper made Free Throw.,14,17
10:01,2739,Charles Cooper made Free Throw.,14,18
9:43,2565,Jalen Henry made Jumper.,16,18
9:23,2739,Jamar Hurdle missed Jumper.,16,18
9:23,2565,SIU-Edwardsville Defensive Rebound.,16,18
9:11,2565,Foul on Devin Thornton.,16,18
9:11,2565,Devin Thornton Turnover.,16,18
8:57,2739,Kerem Kanter made Layup.,16,20
8:35,2565,Carlos Anderson made Jumper.,18,20
8:27,2739,Charles Cooper Turnover.,18,20
8:14,2565,Keenan Simmons made Dunk. Assisted by Justin Benton.,20,20
7:57,2739,Kerem Kanter made Layup. Assisted by Khalil Small.,20,22
7:29,2565,Justin Benton made Three Point Jumper. Assisted by Carlos Anderson.,23,22
7:12,2739,Kerem Kanter made Jumper.,23,24
6:50,2565,Jalen Henry made Three Point Jumper.,26,24
6:36,2739,Kerem Kanter made Jumper. Assisted by Trevor Anderson.,26,26
6:08,2565,Carlos Anderson made Jumper.,28,26
5:49,2739,Kerem Kanter made Layup. Assisted by Trevor Anderson.,28,28
5:46,2565,SIU-Edwardsville  Timeout,28,28
5:46,2739,Official TV Timeout,28,28
5:41,2565,Carlos Anderson made Layup.,30,28
5:22,2739,Kenneth Lowe Turnover.,30,28
4:59,2565,Christian Ellis Turnover.,30,28
4:47,2739,Khalil Small Turnover.,30,28
4:30,2565,Christian Ellis made Layup.,32,28
4:01,2739,Foul on Charles Cooper.,32,28
4:01,2739,Charles Cooper Turnover.,32,28
3:49,2565,Carlos Anderson missed Jumper.,32,28
3:49,2739,Turner Botz Defensive Rebound.,32,28
3:33,2739,Tevin Findlay missed Jumper.,32,28
3:33,2565,Keenan Simmons Defensive Rebound.,32,28
3:23,2565,Carlos Anderson missed Jumper.,32,28
3:23,2565,Carlos Anderson Offensive Rebound.,32,28
3:06,2565,Christian Ellis made Layup.,34,28
2:57,2739,Kenneth Lowe made Dunk.,34,30
2:57,2565,Foul on Jalen Henry.,34,30
2:57,2739,Official TV Timeout,34,30
2:57,2739,Kenneth Lowe missed Free Throw.,34,30
2:57,2565,Brandon Jackson Defensive Rebound.,34,30
2:29,2565,Christian Ellis Turnover.,34,30
2:26,2739,Warren Jones Steal.,34,30
2:10,2739,Warren Jones missed Three Point Jumper.,34,30
2:10,2565,Carlos Anderson Defensive Rebound.,34,30
1:49,2565,Foul on Brandon Jackson.,34,30
1:49,2565,Brandon Jackson Turnover.,34,30
1:34,2565,Foul on Christian Ellis.,34,30
1:34,2739,Trevor Anderson made Free Throw.,34,31
1:34,2739,Trevor Anderson made Free Throw.,34,32
1:21,2565,Burak Eslik Turnover.,34,32
1:19,2739,Warren Jones Steal.,34,32
1:16,2739,Khalil Small missed Three Point Jumper.,34,32
1:16,2739,Turner Botz Offensive Rebound.,34,32
1:12,2739,Trevor Anderson made Three Point Jumper. Assisted by Turner Botz.,34,35
0:51,2565,Carlos Anderson made Jumper.,36,35
0:31,2739,Trevor Anderson Turnover.,36,35
0:29,2565,Keenan Simmons Steal.,36,35
0:28,2739,Foul on Turner Botz.,36,35
0:25,2739,Green Bay  Timeout,36,35
0:02,2565,Christian Ellis missed Jumper.,36,35
0:02,2739,Kerem Kanter Block.,36,35
0:00,2739,Kerem Kanter Defensive Rebound.,36,35
0:00,2565,Carlos Anderson Turnover.,36,35
0:00,2739,Warren Jones Steal.,36,35
0:00,2739,End of 1st half,36,35
19:52,2739,Foul on Charles Cooper.,36,35
19:52,2739,Charles Cooper Turnover.,36,35
19:35,2565,Carlos Anderson made Jumper.,38,35
19:21,2739,Kenneth Lowe missed Layup.,38,35
19:21,2565,Jalen Henry Block.,38,35
19:19,2565,Carlos Anderson Defensive Rebound.,38,35
19:13,2565,Carlos Anderson Turnover.,38,35
19:12,2739,Kenneth Lowe Steal.,38,35
19:08,2739,Khalil Small made Layup. Assisted by Kenneth Lowe.,38,37
19:08,2565,Foul on Christian Ellis.,38,37
19:08,2739,Khalil Small missed Free Throw.,38,37
19:08,2565,Keenan Simmons Defensive Rebound.,38,37
18:46,2565,Jalen Henry missed Jumper.,38,37
18:46,2739,Charles Cooper Defensive Rebound.,38,37
18:37,2739,Charles Cooper missed Layup.,38,37
18:37,2739,Kenneth Lowe Offensive Rebound.,38,37
18:31,2739,Kenneth Lowe missed Layup.,38,37
18:31,2565,Keenan Simmons Defensive Rebound.,38,37
18:27,2739,Foul on Trevor Anderson.,38,37
18:27,2565,Burak Eslik made Free Throw.,39,37
18:27,2565,Burak Eslik made Free Throw.,40,37
18:20,2739,Turner Botz made Layup.,40,39
18:02,2565,Devin Thornton Turnover.,40,39
17:58,2739,Khalil Small made Layup. Assisted by Turner Botz.,40,41
17:30,2565,Carlos Anderson made Jumper.,42,41
17:16,2739,Charles Cooper missed Jumper.,42,41
17:16,2565,Keenan Simmons Defensive Rebound.,42,41
16:57,2739,Foul on Turner Botz.,42,41
16:50,2565,Brandon Jackson missed Jumper.,42,41
16:50,2739,Kerem Kanter Defensive Rebound.,42,41
16:42,2565,Foul on Burak Eslik.,42,41
16:38,2739,Trevor Anderson made Three Point Jumper.,42,44
16:25,2565,Carlos Anderson missed Jumper.,42,44
16:25,2565,SIU-Edwardsville Offensive Rebound.,42,44
16:19,2565,Keenan Simmons missed Jumper.,42,44
16:19,2739,Trevor Anderson Defensive Rebound.,42,44
16:07,2739,Jamar Hurdle made Layup.,42,46
15:52,2565,Burak Eslik made Layup.,44,46
15:45,2739,Trevor Anderson made Three Point Jumper. Assisted by Tevin Findlay.,44,49
15:43,2565,SIU-Edwardsville  Timeout,44,49
15:43,2739,Official TV Timeout,44,49
15:24,2565,Carlos Anderson made Three Point Jumper. Assisted by Brandon Jackson.,47,49
14:56,2565,Foul on Brandon Jackson.,47,49
14:56,2739,Official TV Timeout,47,49
14:56,2739,Jamar Hurdle missed Free Throw.,47,49
14:56,2739,Green Bay Deadball Team Rebound.,47,49
14:56,2739,Jamar Hurdle made Free Throw.,47,50
14:37,2565,Jalen Henry made Three Point Jumper. Assisted by Burak Eslik.,50,50
14:21,2739,Jamar Hurdle missed Jumper.,50,50
14:21,2565,Jalen Henry Block.,50,50
14:19,2565,Brandon Jackson Defensive Rebound.,50,50
13:56,2565,Foul on Brandon Jackson.,50,50
13:56,2565,Brandon Jackson Turnover.,50,50
13:43,2739,Jamar Hurdle missed Jumper.,50,50
13:43,2565,Brandon Jackson Defensive Rebound.,50,50
13:23,2565,Burak Eslik made Three Point Jumper. Assisted by Justin Benton.,53,50
13:12,2739,Trevor Anderson missed Three Point Jumper.,53,50
13:12,2739,Jamar Hurdle Offensive Rebound.,53,50
13:04,2739,Jamar Hurdle made Three Point Jumper. Assisted by Kerem Kanter.,53,53
12:48,2565,Carlos Anderson missed Layup.,53,53
12:48,2739,Green Bay Defensive Rebound.,53,53
12:47,2565,Foul on Brandon Jackson.,53,53
12:26,2565,Foul on Jalen Henry.,53,53
12:26,2739,Kerem Kanter made Free Throw.,53,54
12:26,2739,Kerem Kanter missed Free Throw.,53,54
12:26,2565,Jalen Henry Defensive Rebound.,53,54
12:05,2565,Jalen Henry missed Three Point Jumper.,53,54
12:05,2565,Christian Ellis Offensive Rebound.,53,54
11:56,2565,Devin Thornton made Layup.,55,54
11:37,2739,Tevin Findlay missed Layup.,55,54
11:37,2565,Justin Benton Defensive Rebound.,55,54
11:33,2739,Foul on Warren Jones.,55,54
11:33,2739,Official TV Timeout,55,54
11:22,2565,Justin Benton missed Three Point Jumper.,55,54
11:22,2739,Khalil Small Defensive Rebound.,55,54
11:11,2739,Khalil Small made Jumper.,55,56
10:49,2565,Devin Thornton missed Jumper.,55,56
10:49,2739,Khalil Small Defensive Rebound.,55,56
10:38,2739,Khalil Small missed Three Point Jumper.,55,56
10:38,2565,Jalen Henry Defensive Rebound.,55,56
10:22,2739,Foul on Khalil Small.,55,56
10:14,2565,Justin Benton made Jumper.,57,56
10:09,2565,Foul on Justin Benton.,57,56
10:09,2739,Tevin Findlay made Free Throw.,57,57
10:09,2739,Tevin Findlay made Free Throw.,57,58
9:43,2739,Foul on Kenneth Lowe.,57,58
9:43,2565,Justin Benton made Free Throw.,58,58
9:43,2565,Justin Benton made Free Throw.,59,58
9:18,2565,Foul on Keenan Simmons.,59,58
9:18,2739,Charles Cooper missed Free Throw.,59,58
9:18,2739,Green Bay Deadball Team Rebound.,59,58
9:18,2739,Charles Cooper made Free Throw.,59,59
9:02,2565,Jalen Henry missed Jumper.,59,59
9:02,2739,Kenneth Lowe Block.,59,59
9:00,2565,Jalen Henry Offensive Rebound.,59,59
8:56,2565,Keenan Simmons missed Layup.,59,59
8:56,2739,Kenneth Lowe Block.,59,59
8:54,2565,Jalen Henry Offensive Rebound.,59,59
8:51,2565,Jalen Henry missed Jumper.,59,59
8:51,2739,Turner Botz Defensive Rebound.,59,59
8:50,2565,Foul on Christian Ellis.,59,59
8:50,2739,Turner Botz made Free Throw.,59,60
8:50,2739,Turner Botz made Free Throw.,59,61
8:32,2739,Foul on Charles Cooper.,59,61
8:32,2565,Carlos Anderson made Free Throw.,60,61
8:32,2565,Carlos Anderson made Free Throw.,61,61
8:21,2565,Foul on Carlos Anderson.,61,61
8:21,2739,Charles Cooper missed Free Throw.,61,61
8:21,2739,Green Bay Deadball Team Rebound.,61,61
8:21,2739,Charles Cooper missed Free Throw.,61,61
8:21,2565,Keenan Simmons Defensive Rebound.,61,61
7:52,2565,Christian Ellis missed Layup.,61,61
7:52,2565,Devin Thornton Offensive Rebound.,61,61
7:45,2565,Devin Thornton made Two Point Tip Shot.,63,61
7:32,2739,Khalil Small missed Jumper.,63,61
7:32,2565,Justin Benton Block.,63,61
7:30,2739,Kenneth Lowe Offensive Rebound.,63,61
7:28,2739,Kenneth Lowe missed Jumper.,63,61
7:27,2565,Devin Thornton Defensive Rebound.,63,61
7:06,2739,Foul on Kenneth Lowe.,63,61
7:06,2565,Keenan Simmons missed Free Throw.,63,61
7:06,2565,SIU-Edwardsville Deadball Team Rebound.,63,61
7:06,2565,Keenan Simmons missed Free Throw.,63,61
7:06,2565,Christian Ellis Offensive Rebound.,63,61
7:06,2739,Foul on Kerem Kanter.,63,61
7:06,2565,Christian Ellis made Free Throw.,64,61
7:06,2565,Christian Ellis made Free Throw.,65,61
6:54,2739,Jamar Hurdle missed Jumper.,65,61
6:54,2565,Keenan Simmons Block.,65,61
6:51,2565,Christian Ellis Defensive Rebound.,65,61
6:46,2565,Christian Ellis made Layup.,67,61
6:34,2739,Kerem Kanter missed Layup.,67,61
6:34,2739,Charles Cooper Offensive Rebound.,67,61
6:29,2739,Charles Cooper missed Jumper.,67,61
6:29,2565,Keenan Simmons Defensive Rebound.,67,61
6:10,2565,Christian Ellis Turnover.,67,61
5:58,2739,Trevor Anderson made Layup. Assisted by Khalil Small.,67,63
5:40,2565,Jalen Henry made Layup.,69,63
5:24,2565,Foul on Christian Ellis.,69,63
5:24,2739,Trevor Anderson made Free Throw.,69,64
5:24,2739,Trevor Anderson missed Free Throw.,69,64
5:24,2565,Devin Thornton Defensive Rebound.,69,64
5:11,2565,Justin Benton Turnover.,69,64
5:09,2739,Khalil Small Steal.,69,64
5:07,2739,Khalil Small made Layup.,69,66
4:44,2565,Carlos Anderson made Layup.,71,66
4:28,2739,Jamar Hurdle made Layup.,71,68
4:03,2565,Carlos Anderson missed Jumper.,71,68
4:03,2739,Kerem Kanter Defensive Rebound.,71,68
3:57,2739,Trevor Anderson made Three Point Jumper.,71,71
3:43,2565,SIU-Edwardsville  Timeout,71,71
3:43,2739,Official TV Timeout,71,71
3:25,2739,Foul on Jamar Hurdle.,71,71
3:25,2565,Carlos Anderson missed Free Throw.,71,71
3:25,2565,SIU-Edwardsville Deadball Team Rebound.,71,71
3:25,2565,Carlos Anderson missed Free Throw.,71,71
3:25,2739,Khalil Small Defensive Rebound.,71,71
3:11,2739,Kerem Kanter missed Jumper.,71,71
3:11,2739,Turner Botz Offensive Rebound.,71,71
3:07,2739,Turner Botz missed Layup.,71,71
3:07,2565,Jalen Henry Block.,71,71
3:06,2565,Burak Eslik Defensive Rebound.,71,71
3:06,2565,Burak Eslik Turnover.,71,71
3:05,2739,Trevor Anderson missed Jumper.,71,71
3:05,2739,Green Bay Offensive Rebound.,71,71
3:03,2565,Foul on Jalen Henry.,71,71
3:03,2739,Kerem Kanter made Free Throw.,71,72
3:03,2739,Kerem Kanter made Free Throw.,71,73
2:56,2739,Foul on Khalil Small.,71,73
2:56,2565,Christian Ellis made Free Throw.,72,73
2:56,2565,Christian Ellis missed Free Throw.,72,73
2:56,2739,Khalil Small Defensive Rebound.,72,73
2:42,2565,Foul on Keenan Simmons.,72,73
2:42,2739,Jamar Hurdle made Free Throw.,72,74
2:42,2739,Jamar Hurdle made Free Throw.,72,75
2:27,2565,Carlos Anderson missed Jumper.,72,75
2:27,2739,Jamar Hurdle Defensive Rebound.,72,75
2:23,2565,Foul on Jalen Henry.,72,75
2:23,2739,Jamar Hurdle missed Free Throw.,72,75
2:23,2739,Green Bay Deadball Team Rebound.,72,75
2:23,2739,Jamar Hurdle made Free Throw.,72,76
2:09,2565,Burak Eslik made Three Point Jumper. Assisted by Christian Ellis.,75,76
1:50,2739,Jamar Hurdle missed Jumper.,75,76
1:50,2739,Jamar Hurdle Offensive Rebound.,75,76
1:46,2739,Jamar Hurdle made Two Point Tip Shot.,75,78
1:27,2739,Foul on Jamar Hurdle.,75,78
1:27,2565,Jalen Henry made Free Throw.,76,78
1:27,2565,Jalen Henry made Free Throw.,77,78
1:06,2739,Khalil Small made Jumper.,77,80
1:04,2739,Green Bay  Timeout,77,80
0:51,2739,Foul on Trevor Anderson.,77,80
0:51,2565,Burak Eslik made Free Throw.,78,80
0:51,2565,Burak Eslik made Free Throw.,79,80
0:32,2565,Foul on Keenan Simmons.,79,80
0:32,2739,Jamar Hurdle missed Free Throw.,79,80
0:32,2739,Green Bay Deadball Team Rebound.,79,80
0:32,2739,Jamar Hurdle made Free Throw.,79,81
0:32,2565,SIU-Edwardsville  Timeout,79,81
0:20,2739,Foul on Kenneth Lowe.,79,81
0:20,2565,Jalen Henry missed Free Throw.,79,81
0:20,2565,SIU-Edwardsville Deadball Team Rebound.,79,81
0:20,2739,Green Bay  Timeout,79,81
0:20,2565,Jalen Henry made Free Throw.,80,81
0:19,2565,Foul on Justin Benton.,80,81
0:19,2739,Trevor Anderson made Free Throw.,80,82
0:19,2739,Trevor Anderson missed Free Throw.,80,82
0:19,2565,Jalen Henry Defensive Rebound.,80,82
0:07,2565,Keenan Simmons made Layup. Assisted by Christian Ellis.,82,82
0:04,2739,Trevor Anderson missed Jumper.,82,82
0:04,2739,Kenneth Lowe Offensive Rebound.,82,82
0:00,2739,Kenneth Lowe missed Layup.,82,82
0:00,2739,Green Bay Deadball Team Rebound.,82,82
0:00,2739,End of 2nd half,82,82
4:36,2565,Christian Ellis made Layup.,84,82
4:36,2739,Foul on Kenneth Lowe.,84,82
4:36,2565,Christian Ellis missed Free Throw.,84,82
4:36,2739,Jamar Hurdle Defensive Rebound.,84,82
4:28,2565,Foul on Christian Ellis.,84,82
4:28,2739,Trevor Anderson made Free Throw.,84,83
4:28,2739,Trevor Anderson made Free Throw.,84,84
4:08,2739,Foul on Jamar Hurdle.,84,84
4:08,2565,Jalen Henry made Free Throw.,85,84
4:08,2565,Jalen Henry missed Free Throw.,85,84
4:08,2565,Keenan Simmons Offensive Rebound.,85,84
3:46,2565,Justin Benton made Jumper.,87,84
3:22,2739,Turner Botz made Three Point Jumper. Assisted by Khalil Small.,87,87
2:56,2565,Jalen Henry missed Jumper.,87,87
2:56,2565,SIU-Edwardsville Offensive Rebound.,87,87
2:40,2565,Justin Benton made Jumper.,89,87
2:13,2739,Trevor Anderson missed Jumper.,89,87
2:13,2565,Keenan Simmons Defensive Rebound.,89,87
1:50,2739,Foul on Khalil Small.,89,87
1:50,2565,Carlos Anderson made Free Throw.,90,87
1:50,2565,Carlos Anderson missed Free Throw.,90,87
1:50,2739,Kerem Kanter Defensive Rebound.,90,87
1:38,2739,Jamar Hurdle made Layup. Assisted by Kerem Kanter.,90,89
1:14,2565,Burak Eslik Turnover.,90,89
1:05,2739,Trevor Anderson missed Three Point Jumper.,90,89
1:05,2565,Justin Benton Defensive Rebound.,90,89
0:58,2565,Keenan Simmons made Dunk. Assisted by Justin Benton.,92,89
0:53,2739,Khalil Small made Jumper.,92,91
0:52,2565,Foul on Carlos Anderson.,92,91
0:51,2739,Khalil Small made Free Throw.,92,92
0:50,2739,Green Bay  Timeout,92,92
0:50,2739,Official TV Timeout,92,92
0:24,2565,Carlos Anderson Turnover.,92,92
0:04,2739,Kerem Kanter made Jumper.,92,94
0:00,2565,Justin Benton missed Three Point Jumper.,92,94
0:00,2739,Green Bay Deadball Team Rebound.,92,94
0:00,2739,End of Game,94,92
