Southern Illinois,2439,UNLV,79
13:07,79,Mike Rodriguez missed Layup.,9,7
13:07,2439,UNLV Defensive Rebound.,9,7
12:54,79,Foul on Mike Rodriguez.,9,7
12:44,2439,Tyrell Green Turnover.,9,7
12:19,79,Aaron Cook Turnover.,9,7
12:17,2439,Tyrell Green Steal.,9,7
12:06,2439,Troy Baxter Jr. made Jumper. Assisted by Jovan Mooring.,9,9
11:36,79,Leo Vincent missed Jumper.,9,9
11:36,2439,Kris Clyburn Defensive Rebound.,9,9
11:30,2439,Troy Baxter Jr. made Layup. Assisted by Kris Clyburn.,9,11
11:06,2439,Foul on Tyrell Green.,9,11
11:06,2439,Official TV Timeout,9,11
11:06,79,Austin Weiher missed Free Throw.,9,11
11:06,79,Southern Illinois Deadball Team Rebound.,9,11
11:06,79,Austin Weiher made Free Throw.,10,11
10:54,2439,Jalen Poyser Turnover.,10,11
10:53,79,Rudy Stradnieks Steal.,10,11
10:40,79,Mike Rodriguez made Layup. Assisted by Rudy Stradnieks.,12,11
10:28,2439,Troy Baxter Jr. missed Jumper.,12,11
10:28,2439,Tyrell Green Offensive Rebound.,12,11
10:26,2439,Tyrell Green made Two Point Tip Shot.,12,13
10:03,79,Austin Weiher made Three Point Jumper. Assisted by Armon Fletcher.,15,13
9:41,2439,Troy Baxter Jr. made Jumper.,15,15
9:20,79,Armon Fletcher missed Three Point Jumper.,15,15
9:20,2439,Jalen Poyser Defensive Rebound.,15,15
9:14,2439,Zion Morgan made Jumper. Assisted by Jalen Poyser.,15,17
9:00,79,Mike Rodriguez Turnover.,15,17
8:44,2439,Zion Morgan made Three Point Jumper. Assisted by Jovan Mooring.,15,20
8:25,2439,Foul on Jovan Mooring.,15,20
8:07,79,Armon Fletcher missed Dunk.,15,20
8:07,79,Thik Bol Offensive Rebound.,15,20
8:02,79,Leo Vincent missed Three Point Jumper.,15,20
8:02,2439,Cheickna Dembele Defensive Rebound.,15,20
7:52,79,Foul on Leo Vincent.,15,20
7:52,2439,Official TV Timeout,15,20
7:51,79,Foul on Austin Weiher.,15,20
7:51,2439,Uche Ofoegbu made Free Throw.,15,21
7:51,2439,Uche Ofoegbu made Free Throw.,15,22
7:29,79,Austin Weiher missed Layup.,15,22
7:29,79,Austin Weiher Offensive Rebound.,15,22
7:27,2439,Foul on Cheickna Dembele.,15,22
7:27,79,Austin Weiher missed Free Throw.,15,22
7:27,79,Southern Illinois Deadball Team Rebound.,15,22
7:27,79,Austin Weiher made Free Throw.,16,22
7:13,2439,Kris Clyburn missed Layup.,16,22
7:13,79,Thik Bol Defensive Rebound.,16,22
6:52,79,Leo Vincent made Three Point Jumper. Assisted by Armon Fletcher.,19,22
6:28,2439,Tyrell Green made Three Point Jumper. Assisted by Kris Clyburn.,19,25
6:12,79,Thik Bol missed Jumper.,19,25
6:12,2439,Tyrell Green Defensive Rebound.,19,25
6:04,2439,Jovan Mooring Turnover.,19,25
6:04,79,Mike Rodriguez Steal.,19,25
5:53,79,Armon Fletcher Turnover.,19,25
5:53,2439,Uche Ofoegbu Steal.,19,25
5:38,2439,Jovan Mooring Turnover.,19,25
5:36,79,Mike Rodriguez Steal.,19,25
5:18,79,Armon Fletcher made Layup. Assisted by Mike Rodriguez.,21,25
5:13,2439,Uche Ofoegbu Turnover.,21,25
5:12,79,Leo Vincent Steal.,21,25
5:11,79,Leo Vincent made Layup.,23,25
4:40,2439,Tyrell Green Turnover.,23,25
4:40,79,Armon Fletcher Steal.,23,25
4:35,79,Armon Fletcher Turnover.,23,25
4:35,2439,Kris Clyburn Steal.,23,25
4:29,2439,Tyrell Green made Three Point Jumper. Assisted by Jalen Poyser.,23,28
4:13,79,Mike Rodriguez missed Layup.,23,28
4:13,2439,Troy Baxter Jr. Block.,23,28
4:00,2439,Jovan Mooring Defensive Rebound.,23,28
3:49,2439,Jovan Mooring missed Three Point Jumper.,23,28
3:49,2439,Tyrell Green Offensive Rebound.,23,28
3:46,2439,Tyrell Green made Layup.,23,30
3:32,2439,Foul on Zion Morgan.,23,30
3:32,2439,Official TV Timeout,23,30
3:11,79,Thik Bol missed Jumper.,23,30
3:11,2439,Jovan Mooring Defensive Rebound.,23,30
3:04,2439,Zion Morgan Turnover.,23,30
2:48,79,Leo Vincent made Three Point Jumper. Assisted by Mike Rodriguez.,26,30
2:30,2439,Troy Baxter Jr. missed Three Point Jumper.,26,30
2:30,79,Jonathan Wiley Defensive Rebound.,26,30
2:12,79,Mike Rodriguez missed Three Point Jumper.,26,30
2:12,79,Sean Lloyd Offensive Rebound.,26,30
2:05,79,Sean Lloyd Turnover.,26,30
1:54,2439,Troy Baxter Jr. Turnover.,26,30
1:54,2439,Foul on Troy Baxter Jr..,26,30
1:36,79,Jonathan Wiley Turnover.,26,30
1:36,79,Foul on Jonathan Wiley.,26,30
1:17,2439,Zion Morgan missed Three Point Jumper.,26,30
1:17,79,Thik Bol Defensive Rebound.,26,30
0:59,79,Thik Bol missed Layup.,26,30
0:59,2439,UNLV Defensive Rebound.,26,30
0:42,2439,Kris Clyburn made Layup. Assisted by Troy Baxter Jr..,26,32
0:14,79,Sean Lloyd made Jumper.,28,32
0:12,79,Southern Illinois  Timeout,28,32
0:00,2439,Tyrell Green made Three Point Jumper. Assisted by Jalen Poyser.,28,35
0:00,2439,End of 1st half,28,35
19:41,79,Thik Bol made Jumper. Assisted by Mike Rodriguez.,30,35
19:22,2439,Kris Clyburn made Three Point Jumper. Assisted by Uche Ofoegbu.,30,38
19:03,79,Sean Lloyd missed Jumper.,30,38
19:03,79,Sean O'Brien Offensive Rebound.,30,38
18:54,79,Thik Bol made Dunk. Assisted by Sean O'Brien.,32,38
18:42,2439,Uche Ofoegbu missed Three Point Jumper.,32,38
18:42,79,Sean Lloyd Defensive Rebound.,32,38
18:32,79,Armon Fletcher made Three Point Jumper. Assisted by Mike Rodriguez.,35,38
18:07,2439,Tyrell Green Turnover.,35,38
18:07,79,Mike Rodriguez Steal.,35,38
18:07,2439,Foul on Uche Ofoegbu.,35,38
17:51,79,Mike Rodriguez missed Jumper.,35,38
17:51,2439,Cheickna Dembele Defensive Rebound.,35,38
17:32,79,Foul on Sean Lloyd.,35,38
17:26,2439,Uche Ofoegbu Turnover.,35,38
17:25,79,Armon Fletcher Steal.,35,38
17:22,79,Sean Lloyd made Layup. Assisted by Armon Fletcher.,37,38
17:14,79,Foul on Sean Lloyd.,37,38
17:14,2439,Uche Ofoegbu missed Free Throw.,37,38
17:14,2439,UNLV Deadball Team Rebound.,37,38
17:14,2439,Uche Ofoegbu made Free Throw.,37,39
16:59,79,Mike Rodriguez missed Jumper.,37,39
16:59,79,Mike Rodriguez Offensive Rebound.,37,39
16:51,79,Mike Rodriguez missed Layup.,37,39
16:51,2439,Cheickna Dembele Defensive Rebound.,37,39
16:34,2439,Tyrell Green made Layup.,37,41
16:14,79,Sean O'Brien made Jumper.,39,41
15:59,2439,Jovan Mooring Turnover.,39,41
15:58,79,Armon Fletcher Steal.,39,41
15:56,79,Mike Rodriguez made Layup. Assisted by Armon Fletcher.,41,41
15:56,2439,Foul on Jovan Mooring.,41,41
15:55,2439,Official TV Timeout,41,41
15:55,79,Mike Rodriguez made Free Throw.,42,41
15:33,2439,Jalen Poyser made Two Point Tip Shot.,42,43
15:07,79,Mike Rodriguez missed Layup.,42,43
15:07,79,Thik Bol Offensive Rebound.,42,43
15:04,79,Thik Bol missed Layup.,42,43
15:04,2439,Kris Clyburn Defensive Rebound.,42,43
15:02,79,Foul on Thik Bol.,42,43
14:44,2439,Cheickna Dembele Turnover.,42,43
14:22,2439,Foul on Troy Baxter Jr..,42,43
14:09,79,Sean O'Brien missed Jumper.,42,43
14:09,2439,Troy Baxter Jr. Defensive Rebound.,42,43
13:55,2439,Jovan Mooring missed Three Point Jumper.,42,43
13:55,2439,Troy Baxter Jr. Offensive Rebound.,42,43
13:44,2439,Troy Baxter Jr. missed Layup.,42,43
13:44,79,Thik Bol Defensive Rebound.,42,43
13:36,79,Mike Rodriguez made Layup.,44,43
13:24,2439,Troy Baxter Jr. made Jumper. Assisted by Jovan Mooring.,44,45
13:04,79,Sean Lloyd made Jumper.,46,45
12:53,2439,Tyrell Green made Layup. Assisted by Troy Baxter Jr..,46,47
12:53,79,Foul on Armon Fletcher.,46,47
12:53,2439,Tyrell Green made Free Throw.,46,48
12:39,79,Rudy Stradnieks missed Layup.,46,48
12:39,2439,Troy Baxter Jr. Defensive Rebound.,46,48
12:31,2439,Jalen Poyser Turnover.,46,48
12:30,79,Aaron Cook Steal.,46,48
12:27,79,Aaron Cook made Layup.,48,48
12:16,2439,Tyrell Green Turnover.,48,48
12:15,79,Leo Vincent Steal.,48,48
11:54,79,Rudy Stradnieks missed Layup.,48,48
11:54,2439,Jovan Mooring Defensive Rebound.,48,48
11:47,2439,Jalen Poyser missed Three Point Jumper.,48,48
11:47,79,Aaron Cook Block.,48,48
11:46,2439,UNLV Offensive Rebound.,48,48
11:46,2439,Official TV Timeout,48,48
11:41,79,Foul on Leo Vincent.,48,48
11:36,79,Foul on Austin Weiher.,48,48
11:30,2439,Jovan Mooring Turnover.,48,48
11:29,79,Sean O'Brien Steal.,48,48
11:20,79,Leo Vincent missed Three Point Jumper.,48,48
11:20,2439,Kris Clyburn Defensive Rebound.,48,48
11:12,2439,Troy Baxter Jr. Turnover.,48,48
10:43,79,Armon Fletcher made Dunk. Assisted by Leo Vincent.,50,48
10:17,2439,Troy Baxter Jr. missed Three Point Jumper.,50,48
10:17,79,Armon Fletcher Defensive Rebound.,50,48
10:05,79,Armon Fletcher made Three Point Jumper. Assisted by Mike Rodriguez.,53,48
9:58,2439,UNLV  Timeout,53,48
9:32,2439,Jalen Poyser made Layup.,53,50
9:06,79,Sean O'Brien missed Jumper.,53,50
9:06,2439,Tyrell Green Defensive Rebound.,53,50
8:47,2439,Tyrell Green missed Jumper.,53,50
8:47,79,Austin Weiher Defensive Rebound.,53,50
8:35,79,Mike Rodriguez made Layup.,55,50
8:26,2439,Kris Clyburn Turnover.,55,50
8:11,79,Leo Vincent missed Three Point Jumper.,55,50
8:11,2439,Kris Clyburn Defensive Rebound.,55,50
8:09,79,Foul on Armon Fletcher.,55,50
8:09,2439,Kris Clyburn made Free Throw.,55,51
8:09,2439,Kris Clyburn made Free Throw.,55,52
7:42,79,Mike Rodriguez missed Three Point Jumper.,55,52
7:42,2439,Kris Clyburn Block.,55,52
7:40,2439,Cheickna Dembele Defensive Rebound.,55,52
7:30,2439,Jalen Poyser made Three Point Jumper.,55,55
7:20,79,Southern Illinois  Timeout,55,55
7:06,79,Sean O'Brien missed Layup.,55,55
7:06,2439,Cheickna Dembele Block.,55,55
7:05,79,Sean O'Brien Offensive Rebound.,55,55
7:04,79,Thik Bol Turnover.,55,55
6:39,2439,Jalen Poyser Turnover.,55,55
6:37,79,Sean Lloyd Steal.,55,55
6:34,79,Sean Lloyd missed Layup.,55,55
6:34,2439,Kris Clyburn Block.,55,55
6:34,79,Southern Illinois Offensive Rebound.,55,55
6:25,2439,Foul on Cheickna Dembele.,55,55
6:25,79,Mike Rodriguez made Free Throw.,56,55
6:25,79,Mike Rodriguez made Free Throw.,57,55
6:12,2439,Cheickna Dembele made Layup. Assisted by Jovan Mooring.,57,57
5:51,79,Armon Fletcher missed Three Point Jumper.,57,57
5:51,2439,Jovan Mooring Defensive Rebound.,57,57
5:36,2439,Cheickna Dembele made Layup. Assisted by Jovan Mooring.,57,59
5:24,79,Southern Illinois  Timeout,57,59
5:07,79,Leo Vincent missed Jumper.,57,59
5:07,2439,Tyrell Green Defensive Rebound.,57,59
4:54,2439,Cheickna Dembele Turnover.,57,59
4:54,2439,Foul on Cheickna Dembele.,57,59
4:40,79,Armon Fletcher missed Jumper.,57,59
4:40,2439,Jovan Mooring Defensive Rebound.,57,59
4:33,2439,Jovan Mooring missed Layup.,57,59
4:33,79,Armon Fletcher Block.,57,59
4:32,2439,Tyrell Green Offensive Rebound.,57,59
4:06,2439,Jovan Mooring missed Three Point Jumper.,57,59
4:06,2439,Kris Clyburn Offensive Rebound.,57,59
4:03,2439,Kris Clyburn made Layup.,57,61
3:37,2439,Foul on Jovan Mooring.,57,61
3:37,2439,Official TV Timeout,57,61
3:21,79,Thik Bol made Jumper. Assisted by Leo Vincent.,59,61
3:00,79,Foul on Aaron Cook.,59,61
3:00,2439,Jovan Mooring missed Free Throw.,59,61
3:00,79,Thik Bol Defensive Rebound.,59,61
2:34,79,Armon Fletcher missed Layup.,59,61
2:34,2439,Cheickna Dembele Block.,59,61
2:33,2439,Kris Clyburn Defensive Rebound.,59,61
2:14,2439,Kris Clyburn missed Three Point Jumper.,59,61
2:14,2439,Cheickna Dembele Offensive Rebound.,59,61
1:53,79,Foul on Armon Fletcher.,59,61
1:53,2439,Jovan Mooring missed Free Throw.,59,61
1:53,79,Thik Bol Defensive Rebound.,59,61
1:45,79,Southern Illinois  Timeout,59,61
1:33,2439,Foul on Cheickna Dembele.,59,61
1:33,79,Armon Fletcher made Free Throw.,60,61
1:33,79,Armon Fletcher made Free Throw.,61,61
1:09,2439,Tyrell Green made Three Point Jumper. Assisted by Jovan Mooring.,61,64
0:43,79,Thik Bol missed Jumper.,61,64
0:43,79,Southern Illinois Offensive Rebound.,61,64
0:41,79,Leo Vincent Turnover.,61,64
0:40,2439,Jovan Mooring Steal.,61,64
0:39,2439,Jovan Mooring made Layup.,61,66
0:32,79,Mike Rodriguez missed Jumper.,61,66
0:32,2439,Jovan Mooring Defensive Rebound.,61,66
0:30,79,Foul on Armon Fletcher.,61,66
0:30,2439,Jovan Mooring made Free Throw.,61,67
0:30,2439,Jovan Mooring made Free Throw.,61,68
0:24,79,Leo Vincent Turnover.,61,68
0:23,2439,Jovan Mooring Steal.,61,68
0:00,2439,End of Game,61,68
