Penn State,45,George Washington,213
19:42,45,Tyler Cavanaugh missed Jumper.,23,32
19:42,213,Josh Reaves Defensive Rebound.,23,32
19:35,213,Mike Watkins made Dunk. Assisted by Josh Reaves.,25,32
19:04,45,Matt Hart missed Three Point Jumper.,25,32
19:04,213,Josh Reaves Defensive Rebound.,25,32
18:56,213,Payton Banks Turnover.,25,32
18:42,45,Tyler Cavanaugh made Layup. Assisted by Patrick Steeves.,25,34
18:20,213,Mike Watkins missed Layup.,25,34
18:20,45,Arnaldo Toro Defensive Rebound.,25,34
18:07,45,Tyler Cavanaugh Turnover.,25,34
18:05,213,Josh Reaves Steal.,25,34
18:00,213,Shep Garner missed Three Point Jumper.,25,34
17:57,45,George Washington Defensive Rebound.,25,34
17:49,45,Matt Hart Turnover.,25,34
17:48,213,Josh Reaves Steal.,25,34
17:46,45,Foul on Jaren Sina.,25,34
17:39,213,Mike Watkins made Layup.,27,34
17:25,45,Collin Smith missed Jumper.,27,34
17:25,213,Josh Reaves Defensive Rebound.,27,34
17:17,213,Mike Watkins made Layup. Assisted by Tony Carr.,29,34
17:17,45,Foul on Patrick Steeves.,29,34
17:17,213,Mike Watkins made Free Throw.,30,34
17:06,45,Patrick Steeves missed Three Point Jumper.,30,34
17:06,213,Tony Carr Defensive Rebound.,30,34
16:57,213,Tony Carr made Three Point Jumper. Assisted by Payton Banks.,33,34
16:54,45,George Washington  Timeout,33,34
16:54,45,Official TV Timeout,33,34
16:26,45,Jordan Roland missed Jumper.,33,34
16:26,213,Mike Watkins Defensive Rebound.,33,34
16:17,213,Payton Banks Turnover.,33,34
16:05,45,Jaren Sina missed Three Point Jumper.,33,34
16:05,213,Mike Watkins Block.,33,34
16:02,213,Josh Reaves Defensive Rebound.,33,34
15:58,213,Mike Watkins missed Jumper.,33,34
15:58,45,Collin Smith Block.,33,34
15:56,213,Mike Watkins Offensive Rebound.,33,34
15:52,213,Payton Banks made Three Point Jumper. Assisted by Mike Watkins.,36,34
15:45,45,Official TV Timeout,36,34
15:27,45,Matt Hart missed Jumper.,36,34
15:27,213,Mike Watkins Defensive Rebound.,36,34
15:17,213,Mike Watkins missed Layup.,36,34
15:17,213,Shep Garner Offensive Rebound.,36,34
14:50,213,Lamar Stevens missed Jumper.,36,34
14:50,45,Matt Hart Defensive Rebound.,36,34
14:40,45,Tyler Cavanaugh missed Three Point Jumper.,36,34
14:40,213,Tony Carr Defensive Rebound.,36,34
14:13,45,Foul on Patrick Steeves.,36,34
14:13,213,Mike Watkins made Free Throw.,37,34
14:13,213,Mike Watkins made Free Throw.,38,34
13:56,213,Foul on Julian Moore.,38,34
13:53,213,Foul on Payton Banks.,38,34
13:53,45,Tyler Cavanaugh made Free Throw.,38,35
13:53,45,Tyler Cavanaugh made Free Throw.,38,36
13:41,213,Mike Watkins made Layup.,40,36
13:31,45,Jair Bolden Turnover.,40,36
13:30,213,Mike Watkins Steal.,40,36
13:26,213,Mike Watkins Turnover.,40,36
13:25,45,Jaren Sina Steal.,40,36
13:00,45,Jair Bolden missed Jumper.,40,36
13:00,213,Lamar Stevens Defensive Rebound.,40,36
12:44,213,Lamar Stevens made Jumper. Assisted by Terrence Samuel.,42,36
12:27,45,Tyler Cavanaugh made Jumper. Assisted by Matt Hart.,42,38
12:10,213,Shep Garner missed Jumper.,42,38
12:10,45,Arnaldo Toro Defensive Rebound.,42,38
12:09,213,Foul on Lamar Stevens.,42,38
12:00,45,Jordan Roland Turnover.,42,38
11:45,213,Terrence Samuel missed Three Point Jumper.,42,38
11:45,45,Kevin Marfo Defensive Rebound.,42,38
11:26,45,Kevin Marfo made Dunk.,42,40
11:25,45,Technical Foul on Kevin Marfo.,42,40
11:25,45,Foul on Kevin Marfo.,42,40
11:25,45,Official TV Timeout,42,40
11:25,213,Shep Garner made Free Throw.,43,40
11:25,213,Shep Garner made Free Throw.,44,40
11:10,213,Lamar Stevens made Jumper. Assisted by Tony Carr.,46,40
10:44,45,Jordan Roland made Layup.,46,42
10:23,213,Tony Carr missed Layup.,46,42
10:22,45,Tyler Cavanaugh Block.,46,42
10:22,45,Foul on Jordan Roland.,46,42
10:21,213,Josh Reaves Offensive Rebound.,46,42
10:19,213,Josh Reaves made Jumper.,48,42
10:19,45,Foul on Jaren Sina.,48,42
10:19,213,Josh Reaves missed Free Throw.,48,42
10:18,45,Tyler Cavanaugh Defensive Rebound.,48,42
10:07,45,George Washington  Turnover.,48,42
9:57,45,Foul on Tyler Cavanaugh.,48,42
9:57,213,Lamar Stevens made Free Throw.,49,42
9:57,213,Lamar Stevens made Free Throw.,50,42
9:41,45,Matt Hart Turnover.,50,42
9:40,213,Tony Carr Steal.,50,42
9:37,213,Lamar Stevens made Layup. Assisted by Tony Carr.,52,42
9:36,45,George Washington  Timeout,52,42
9:15,45,Collin Smith made Dunk. Assisted by Jaren Sina.,52,44
8:56,213,Lamar Stevens made Dunk. Assisted by Shep Garner.,54,44
8:24,45,Collin Smith missed Three Point Jumper.,54,44
8:21,45,Tyler Cavanaugh Offensive Rebound.,54,44
8:20,213,Foul on Tony Carr.,54,44
8:20,45,Tyler Cavanaugh made Free Throw.,54,45
8:20,45,Tyler Cavanaugh made Free Throw.,54,46
8:00,213,Lamar Stevens Turnover.,54,46
7:59,45,Collin Smith Steal.,54,46
7:55,213,Foul on Josh Reaves.,54,46
7:55,45,Official TV Timeout,54,46
7:55,45,Collin Smith made Free Throw.,54,47
7:55,45,Collin Smith made Free Throw.,54,48
7:43,213,Shep Garner missed Three Point Jumper.,54,48
7:43,213,Mike Watkins Offensive Rebound.,54,48
7:34,213,Foul on Tony Carr.,54,48
7:34,213,Tony Carr Turnover.,54,48
7:18,45,Tyler Cavanaugh made Layup. Assisted by Collin Smith.,54,50
7:02,213,Josh Reaves missed Layup.,54,50
7:02,213,Mike Watkins Offensive Rebound.,54,50
6:58,213,Mike Watkins missed Two Point Tip Shot.,54,50
6:58,45,Patrick Steeves Defensive Rebound.,54,50
6:48,45,Patrick Steeves missed Three Point Jumper.,54,50
6:48,45,Tyler Cavanaugh Offensive Rebound.,54,50
6:42,45,Jaren Sina made Three Point Jumper. Assisted by Tyler Cavanaugh.,54,53
6:30,213,Payton Banks missed Three Point Jumper.,54,53
6:30,213,Lamar Stevens Offensive Rebound.,54,53
6:27,45,Foul on Jordan Roland.,54,53
6:27,213,Lamar Stevens made Free Throw.,55,53
6:27,213,Lamar Stevens made Free Throw.,56,53
6:16,45,Jordan Roland made Jumper. Assisted by Matt Hart.,56,55
5:54,213,Shep Garner made Three Point Jumper. Assisted by Lamar Stevens.,59,55
5:32,45,Jordan Roland missed Three Point Jumper.,59,55
5:28,213,Lamar Stevens Defensive Rebound.,59,55
5:06,213,Lamar Stevens made Jumper. Assisted by Tony Carr.,61,55
4:42,45,Tyler Cavanaugh made Three Point Jumper. Assisted by Jordan Roland.,61,58
4:09,213,Lamar Stevens made Layup. Assisted by Payton Banks.,63,58
4:00,213,Foul on Payton Banks.,63,58
4:00,45,Tyler Cavanaugh made Free Throw.,63,59
4:00,45,Tyler Cavanaugh made Free Throw.,63,60
3:41,213,Mike Watkins made Jumper.,65,60
3:15,45,Matt Hart missed Three Point Jumper.,65,60
3:15,213,Josh Reaves Defensive Rebound.,65,60
2:52,213,Tony Carr missed Jumper.,65,60
2:52,45,Jaren Sina Defensive Rebound.,65,60
2:41,45,Jordan Roland missed Three Point Jumper.,65,60
2:41,213,Josh Reaves Defensive Rebound.,65,60
2:29,213,Penn State  Timeout,65,60
2:29,45,Official TV Timeout,65,60
2:19,45,Foul on Matt Hart.,65,60
2:19,213,Mike Watkins made Free Throw.,66,60
2:19,213,Mike Watkins made Free Throw.,67,60
2:19,45,Matt Hart Turnover.,67,60
1:56,213,Tony Carr missed Layup.,67,60
1:56,45,Jordan Roland Defensive Rebound.,67,60
1:40,45,Tyler Cavanaugh missed Three Point Jumper.,67,60
1:40,213,Lamar Stevens Defensive Rebound.,67,60
1:11,213,Josh Reaves missed Jumper.,67,60
1:11,45,Jordan Roland Defensive Rebound.,67,60
0:55,45,Matt Hart missed Three Point Jumper.,67,60
0:55,213,Tony Carr Defensive Rebound.,67,60
0:50,45,Foul on Jordan Roland.,67,60
0:50,213,Shep Garner made Free Throw.,68,60
0:50,213,Shep Garner made Free Throw.,69,60
0:41,45,Jaren Sina missed Layup.,69,60
0:41,213,Lamar Stevens Block.,69,60
0:39,45,Patrick Steeves Offensive Rebound.,69,60
0:38,45,Patrick Steeves missed Jumper.,69,60
0:37,213,Mike Watkins Block.,69,60
0:36,45,Patrick Steeves Offensive Rebound.,69,60
0:34,45,Jaren Sina made Three Point Jumper. Assisted by Patrick Steeves.,69,63
0:34,45,George Washington  Timeout,69,63
0:30,45,Foul on Tyler Cavanaugh.,69,63
0:30,213,Tony Carr made Free Throw.,70,63
0:30,213,Tony Carr made Free Throw.,71,63
0:22,45,Jordan Roland missed Three Point Jumper.,71,63
0:22,213,Lamar Stevens Defensive Rebound.,71,63
0:19,213,Lamar Stevens Turnover.,71,63
0:18,45,Tyler Cavanaugh missed Three Point Jumper.,71,63
0:18,213,Lamar Stevens Block.,71,63
0:17,45,George Washington Offensive Rebound.,71,63
0:14,45,Matt Hart made Three Point Jumper.,71,66
0:13,45,Foul on Matt Hart.,71,66
0:13,213,Tony Carr made Free Throw.,72,66
0:13,213,Tony Carr missed Free Throw.,72,66
0:13,45,Collin Smith Defensive Rebound.,72,66
0:04,45,Jaren Sina made Layup.,72,68
0:04,45,Foul on Matt Hart.,72,68
0:04,213,Tony Carr made Free Throw.,73,68
0:04,213,Tony Carr made Free Throw.,74,68
0:00,45,End of Game,74,68
