Washington,2628,TCU,264
1:14,264,Foul on Dominic Green.,31,37
1:04,2628,Alex Robinson missed Layup.,31,37
1:04,264,Malik Dime Defensive Rebound.,31,37
1:00,264,Malik Dime Turnover.,31,37
0:59,2628,Alex Robinson Steal.,31,37
0:53,2628,Alex Robinson missed Three Point Jumper.,31,37
0:53,264,Malik Dime Defensive Rebound.,31,37
0:33,264,David Crisp missed Three Point Jumper.,31,37
0:33,2628,Malique Trent Defensive Rebound.,31,37
0:02,2628,Karviar Shepherd made Layup. Assisted by Alex Robinson.,31,39
0:00,2628,End of 1st half,31,39
19:43,264,Markelle Fultz made Jumper.,33,39
19:10,2628,Karviar Shepherd made Layup. Assisted by Jaylen Fisher.,33,41
19:00,264,Noah Dickerson made Layup. Assisted by Markelle Fultz.,35,41
18:27,2628,Karviar Shepherd made Layup. Assisted by Jaylen Fisher.,35,43
18:22,264,Markelle Fultz Turnover.,35,43
18:22,264,Foul on Markelle Fultz.,35,43
18:10,264,Foul on Matisse Thybulle.,35,43
18:10,2628,Karviar Shepherd made Free Throw.,35,44
18:10,2628,Karviar Shepherd made Free Throw.,35,45
18:01,264,David Crisp missed Three Point Jumper.,35,45
18:01,264,Markelle Fultz Offensive Rebound.,35,45
17:55,264,Markelle Fultz made Two Point Tip Shot.,37,45
17:48,2628,Desmond Bane missed Three Point Jumper.,37,45
17:48,264,Markelle Fultz Defensive Rebound.,37,45
17:42,264,Matisse Thybulle missed Three Point Jumper.,37,45
17:42,2628,JD Miller Defensive Rebound.,37,45
17:33,2628,Karviar Shepherd made Layup. Assisted by Jaylen Fisher.,37,47
17:20,264,Markelle Fultz Turnover.,37,47
17:20,264,Foul on Markelle Fultz.,37,47
17:02,2628,Jaylen Fisher made Layup.,37,49
16:55,264,Washington  Timeout,37,49
16:49,2628,Foul on Desmond Bane.,37,49
16:49,264,Markelle Fultz made Free Throw.,38,49
16:49,264,Markelle Fultz made Free Throw.,39,49
16:41,2628,Jaylen Fisher made Layup.,39,51
16:21,264,Markelle Fultz made Three Point Jumper.,42,51
16:09,264,Foul on Noah Dickerson.,42,51
16:08,2628,Jaylen Fisher Turnover.,42,51
16:07,264,Markelle Fultz Steal.,42,51
16:03,264,Markelle Fultz made Dunk.,44,51
15:43,264,Foul on Markelle Fultz.,44,51
15:43,2628,Official TV Timeout,44,51
15:33,2628,Jaylen Fisher missed Jumper.,44,51
15:33,264,David Crisp Defensive Rebound.,44,51
15:29,264,David Crisp Turnover.,44,51
15:17,2628,Alex Robinson Turnover.,44,51
15:04,264,Noah Dickerson made Layup. Assisted by David Crisp.,46,51
14:52,264,Foul on David Crisp.,46,51
14:52,2628,Karviar Shepherd missed Free Throw.,46,51
14:52,2628,TCU Deadball Team Rebound.,46,51
14:52,2628,Karviar Shepherd made Free Throw.,46,52
14:41,264,Dominic Green missed Layup.,46,52
14:41,2628,Vladimir Brodziansky Block.,46,52
14:41,264,Washington Offensive Rebound.,46,52
14:35,264,Dominic Green missed Jumper.,46,52
14:35,2628,Vladimir Brodziansky Defensive Rebound.,46,52
14:14,264,Foul on David Crisp.,46,52
14:14,2628,Vladimir Brodziansky made Free Throw.,46,53
14:14,2628,Vladimir Brodziansky made Free Throw.,46,54
14:02,264,Noah Dickerson missed Layup.,46,54
14:02,264,Noah Dickerson Offensive Rebound.,46,54
13:59,264,Noah Dickerson made Dunk.,48,54
13:59,2628,Foul on Vladimir Brodziansky.,48,54
13:59,264,Noah Dickerson missed Free Throw.,48,54
13:59,2628,Kenrich Williams Defensive Rebound.,48,54
13:45,2628,Vladimir Brodziansky missed Dunk.,48,54
13:45,2628,Kenrich Williams Offensive Rebound.,48,54
13:23,264,Foul on Malik Dime.,48,54
13:23,2628,Alex Robinson missed Free Throw.,48,54
13:23,2628,TCU Deadball Team Rebound.,48,54
13:23,2628,Alex Robinson missed Free Throw.,48,54
13:23,2628,TCU Deadball Team Rebound.,48,54
13:23,2628,Alex Robinson missed Free Throw.,48,54
13:23,264,Malik Dime Defensive Rebound.,48,54
13:11,264,David Crisp made Jumper.,50,54
12:55,2628,Jaylen Fisher missed Layup.,50,54
12:55,264,Noah Dickerson Defensive Rebound.,50,54
12:44,264,Noah Dickerson made Jumper. Assisted by David Crisp.,52,54
12:39,264,Washington  Timeout,52,54
12:27,2628,Alex Robinson made Layup.,52,56
12:09,2628,Foul on Jaylen Fisher.,52,56
11:56,264,Noah Dickerson missed Layup.,52,56
11:56,264,Noah Dickerson Offensive Rebound.,52,56
11:51,264,Noah Dickerson made Layup.,54,56
11:27,264,Foul on Malik Dime.,54,56
11:27,2628,Official TV Timeout,54,56
11:27,2628,Alex Robinson made Free Throw.,54,57
11:27,2628,Alex Robinson made Free Throw.,54,58
11:14,264,Matisse Thybulle missed Dunk.,54,58
11:14,2628,Karviar Shepherd Defensive Rebound.,54,58
11:01,2628,Malique Trent missed Three Point Jumper.,54,58
11:01,264,Matisse Thybulle Block.,54,58
10:59,2628,Karviar Shepherd Offensive Rebound.,54,58
10:53,2628,Kenrich Williams made Three Point Jumper. Assisted by Karviar Shepherd.,54,61
10:42,264,Matisse Thybulle missed Jumper.,54,61
10:42,2628,Kenrich Williams Defensive Rebound.,54,61
10:31,2628,Alex Robinson made Three Point Jumper.,54,64
10:10,264,Sam Timmins made Layup. Assisted by Noah Dickerson.,56,64
9:56,2628,Alex Robinson made Three Point Jumper.,56,67
9:42,264,David Crisp made Layup. Assisted by Matisse Thybulle.,58,67
9:22,2628,Alex Robinson made Layup.,58,69
9:11,264,Sam Timmins missed Layup.,58,69
9:11,2628,Karviar Shepherd Defensive Rebound.,58,69
9:10,264,Foul on Noah Dickerson.,58,69
9:10,2628,Karviar Shepherd made Free Throw.,58,70
9:10,2628,Karviar Shepherd made Free Throw.,58,71
8:53,264,Carlos Johnson Turnover.,58,71
8:53,264,Foul on David Crisp.,58,71
8:53,2628,Malique Trent made Free Throw.,58,72
8:53,2628,Malique Trent made Free Throw.,58,73
8:53,264,Washington  Timeout,58,73
8:43,264,Dominic Green made Three Point Jumper. Assisted by Markelle Fultz.,61,73
8:16,2628,Karviar Shepherd missed Jumper.,61,73
8:16,264,Noah Dickerson Defensive Rebound.,61,73
8:00,264,Markelle Fultz missed Three Point Jumper.,61,73
8:00,264,Noah Dickerson Offensive Rebound.,61,73
7:57,264,Noah Dickerson made Two Point Tip Shot.,63,73
7:33,2628,Kenrich Williams made Three Point Jumper. Assisted by Karviar Shepherd.,63,76
7:12,264,Matisse Thybulle Turnover.,63,76
7:10,2628,Alex Robinson Steal.,63,76
7:01,264,Foul on Markelle Fultz.,63,76
7:01,2628,Official TV Timeout,63,76
7:01,2628,Malique Trent missed Free Throw.,63,76
7:01,2628,TCU Deadball Team Rebound.,63,76
7:01,2628,Malique Trent made Free Throw.,63,77
6:51,264,Noah Dickerson missed Jumper.,63,77
6:51,2628,TCU Defensive Rebound.,63,77
6:23,2628,Brandon Parrish missed Three Point Jumper.,63,77
6:23,264,Noah Dickerson Defensive Rebound.,63,77
6:09,264,Matisse Thybulle Turnover.,63,77
5:57,2628,Malique Trent made Layup. Assisted by Alex Robinson.,63,79
5:45,264,Malik Dime missed Layup.,63,79
5:45,264,Malik Dime Offensive Rebound.,63,79
5:39,264,Carlos Johnson made Dunk. Assisted by Malik Dime.,65,79
5:15,2628,Alex Robinson Turnover.,65,79
5:00,264,Dominic Green made Jumper. Assisted by David Crisp.,67,79
4:43,264,Foul on Noah Dickerson.,67,79
4:43,2628,Vladimir Brodziansky made Free Throw.,67,80
4:43,2628,Vladimir Brodziansky made Free Throw.,67,81
4:33,264,David Crisp missed Layup.,67,81
4:33,2628,Kenrich Williams Defensive Rebound.,67,81
4:30,264,Foul on Carlos Johnson.,67,81
4:30,2628,Kenrich Williams made Free Throw.,67,82
4:30,2628,Kenrich Williams missed Free Throw.,67,82
4:30,264,Malik Dime Defensive Rebound.,67,82
4:17,264,Dominic Green missed Three Point Jumper.,67,82
4:17,2628,Kenrich Williams Defensive Rebound.,67,82
3:48,2628,Brandon Parrish missed Three Point Jumper.,67,82
3:48,264,Noah Dickerson Defensive Rebound.,67,82
3:42,2628,Foul on Alex Robinson.,67,82
3:42,2628,Official TV Timeout,67,82
3:42,264,David Crisp missed Free Throw.,67,82
3:42,264,Washington Deadball Team Rebound.,67,82
3:42,264,David Crisp made Free Throw.,68,82
3:33,2628,Vladimir Brodziansky made Layup. Assisted by Alex Robinson.,68,84
3:12,264,Carlos Johnson made Jumper. Assisted by Malik Dime.,70,84
2:48,264,Foul on Dominic Green.,70,84
2:48,2628,Alex Robinson made Free Throw.,70,85
2:48,2628,Alex Robinson made Free Throw.,70,86
2:27,264,Dominic Green missed Three Point Jumper.,70,86
2:27,2628,Kenrich Williams Block.,70,86
2:25,264,Dominic Green Offensive Rebound.,70,86
2:21,264,Dominic Green made Three Point Jumper.,73,86
1:55,2628,Jaylen Fisher missed Layup.,73,86
1:55,2628,Vladimir Brodziansky Offensive Rebound.,73,86
1:53,2628,Vladimir Brodziansky made Two Point Tip Shot.,73,88
1:44,264,David Crisp missed Three Point Jumper.,73,88
1:44,2628,Brandon Parrish Defensive Rebound.,73,88
1:41,264,Foul on Carlos Johnson.,73,88
1:41,2628,Brandon Parrish made Free Throw.,73,89
1:41,2628,Brandon Parrish missed Free Throw.,73,89
1:41,264,Noah Dickerson Defensive Rebound.,73,89
1:27,264,David Crisp made Jumper.,75,89
1:19,264,Foul on Dominic Green.,75,89
1:19,2628,Alex Robinson made Free Throw.,75,90
1:19,2628,Alex Robinson made Free Throw.,75,91
1:11,264,Dominic Green missed Three Point Jumper.,75,91
1:11,264,Carlos Johnson Offensive Rebound.,75,91
1:07,264,Carlos Johnson missed Jumper.,75,91
1:07,2628,Vladimir Brodziansky Block.,75,91
1:07,264,Washington Offensive Rebound.,75,91
1:05,2628,Foul on Kenrich Williams.,75,91
1:01,264,David Crisp made Three Point Jumper. Assisted by Devenir Duruisseau.,78,91
0:32,2628,Jaylen Fisher missed Three Point Jumper.,78,91
0:32,2628,Vladimir Brodziansky Offensive Rebound.,78,91
0:27,2628,Vladimir Brodziansky made Two Point Tip Shot.,78,93
0:21,2628,Foul on Vladimir Brodziansky.,78,93
0:21,264,David Crisp made Free Throw.,79,93
0:21,264,David Crisp made Free Throw.,80,93
0:00,2628,End of Game,80,93
