Jacksonville State,2464,Northern Arizona,55
12:28,55,Norbertas Giga Steal.,10,10
12:24,2464,Foul on Ako Kaluna.,10,10
12:24,55,Erik Durham made Free Throw.,11,10
12:24,55,Erik Durham missed Free Throw.,11,10
12:24,2464,Marcus DeBerry Defensive Rebound.,11,10
12:08,2464,JoJo Anderson missed Three Point Jumper.,11,10
12:08,2464,Isaiah Thomas Offensive Rebound.,11,10
12:05,2464,Isaiah Thomas missed Jumper.,11,10
12:05,55,Norbertas Giga Defensive Rebound.,11,10
11:46,55,Norbertas Giga missed Jumper.,11,10
11:46,2464,JoJo Anderson Defensive Rebound.,11,10
11:33,2464,Mike Green made Layup. Assisted by Ako Kaluna.,11,12
11:02,55,Christian Cunningham made Layup. Assisted by Erik Durham.,13,12
10:50,2464,Mike Green missed Three Point Jumper.,13,12
10:50,55,Malcolm Drumwright Defensive Rebound.,13,12
10:41,55,Malcolm Drumwright made Jumper.,15,12
10:39,2464,Northern Arizona  Timeout,15,12
10:18,2464,Felix Rivera-Vega missed Three Point Jumper.,15,12
10:18,55,Christian Cunningham Defensive Rebound.,15,12
10:09,55,Malcolm Drumwright missed Three Point Jumper.,15,12
10:09,55,Tyrik Edwards Offensive Rebound.,15,12
9:42,55,Andre Statam made Layup. Assisted by Tyrik Edwards.,17,12
9:13,2464,Jaleni Neely missed Three Point Jumper.,17,12
9:13,55,Andre Statam Defensive Rebound.,17,12
8:56,55,Andre Statam missed Three Point Jumper.,17,12
8:56,2464,JoJo Anderson Defensive Rebound.,17,12
8:46,2464,Felix Rivera-Vega missed Three Point Jumper.,17,12
8:46,55,Malcolm Drumwright Defensive Rebound.,17,12
8:24,55,Greg Tucker missed Layup.,17,12
8:24,2464,Northern Arizona Defensive Rebound.,17,12
8:21,2464,Jordyn Martin missed Jumper.,17,12
8:21,2464,Jordyn Martin Offensive Rebound.,17,12
8:16,2464,Chris Bowling made Three Point Jumper. Assisted by Mike Green.,17,15
7:54,55,Erik Durham made Three Point Jumper. Assisted by Malcolm Drumwright.,20,15
7:25,2464,Mike Green made Three Point Jumper. Assisted by Marcus DeBerry.,20,18
7:04,55,Andre Statam made Jumper. Assisted by Malcolm Drumwright.,22,18
6:43,2464,Marcus DeBerry missed Three Point Jumper.,22,18
6:43,55,Norbertas Giga Defensive Rebound.,22,18
6:30,55,Andre Statam missed Three Point Jumper.,22,18
6:25,2464,Marcus DeBerry Defensive Rebound.,22,18
6:14,2464,Chris Bowling missed Three Point Jumper.,22,18
6:11,2464,Jordyn Martin Offensive Rebound.,22,18
6:00,2464,Jordyn Martin made Two Point Tip Shot.,22,20
5:42,55,Greg Tucker missed Three Point Jumper.,22,20
5:39,2464,Marcus DeBerry Defensive Rebound.,22,20
5:28,2464,Chris Bowling missed Three Point Jumper.,22,20
5:22,55,Greg Tucker Defensive Rebound.,22,20
5:15,55,Erik Durham made Three Point Jumper.,25,20
5:09,2464,Official TV Timeout,25,20
4:46,2464,Ako Kaluna made Layup. Assisted by Jordyn Martin.,25,22
4:25,2464,Foul on Jaleni Neely.,25,22
4:25,55,Jacara Cross made Free Throw.,26,22
4:25,55,Jacara Cross made Free Throw.,27,22
4:16,2464,Marcus DeBerry missed Jumper.,27,22
4:16,55,Norbertas Giga Defensive Rebound.,27,22
4:05,55,Jacara Cross missed Layup.,27,22
4:05,2464,Jordyn Martin Defensive Rebound.,27,22
3:58,55,Foul on Greg Tucker.,27,22
3:58,2464,Official TV Timeout,27,22
3:58,2464,Jaleni Neely made Free Throw.,27,23
3:58,2464,Jaleni Neely missed Free Throw.,27,23
3:58,55,Norbertas Giga Defensive Rebound.,27,23
3:39,55,Erik Durham missed Three Point Jumper.,27,23
3:39,2464,Ako Kaluna Defensive Rebound.,27,23
3:23,2464,Jordyn Martin made Three Point Jumper. Assisted by Mike Green.,27,26
3:01,55,Erik Durham missed Jumper.,27,26
3:01,55,Tyrik Edwards Offensive Rebound.,27,26
2:52,55,Tyrik Edwards Turnover.,27,26
2:43,2464,Jaleni Neely Turnover.,27,26
2:16,55,Malcolm Drumwright missed Three Point Jumper.,27,26
2:16,2464,Northern Arizona Defensive Rebound.,27,26
1:52,2464,Jordyn Martin missed Jumper.,27,26
1:52,55,Jacara Cross Defensive Rebound.,27,26
1:34,55,Jacara Cross made Layup. Assisted by Greg Tucker.,29,26
1:23,2464,Brooks DeBisschop made Layup. Assisted by Jordyn Martin.,29,28
0:54,55,Malcolm Drumwright missed Jumper.,29,28
0:54,55,Erik Durham Offensive Rebound.,29,28
0:50,55,Erik Durham missed Two Point Tip Shot.,29,28
0:50,55,Jacara Cross Offensive Rebound.,29,28
0:45,55,Jacara Cross made Jumper.,31,28
0:23,2464,Jordyn Martin made Jumper.,31,30
0:17,55,Jacksonville St  Timeout,31,30
0:03,2464,Foul on Marcus DeBerry.,31,30
0:02,55,Malcolm Drumwright Turnover.,31,30
0:01,2464,Jordyn Martin Steal.,31,30
0:00,2464,End of 1st half,31,30
19:52,55,Christian Cunningham made Layup. Assisted by Malcolm Drumwright.,33,30
19:32,2464,Jordyn Martin missed Jumper.,33,30
19:32,55,Christian Cunningham Block.,33,30
19:31,2464,Ako Kaluna Offensive Rebound.,33,30
19:22,2464,Ako Kaluna Turnover.,33,30
19:22,2464,Foul on Ako Kaluna.,33,30
19:09,55,Malcolm Drumwright Turnover.,33,30
19:08,2464,Ako Kaluna Steal.,33,30
18:57,2464,Ako Kaluna missed Three Point Jumper.,33,30
18:57,55,Malcolm Drumwright Defensive Rebound.,33,30
18:35,55,Erik Durham missed Three Point Jumper.,33,30
18:35,2464,Northern Arizona Defensive Rebound.,33,30
18:18,2464,Ako Kaluna missed Jumper.,33,30
18:18,55,Christian Cunningham Defensive Rebound.,33,30
18:03,55,Christian Cunningham made Layup. Assisted by Norbertas Giga.,35,30
17:53,2464,Jaleni Neely missed Layup.,35,30
17:53,55,Erik Durham Defensive Rebound.,35,30
17:40,55,Erik Durham missed Layup.,35,30
17:40,2464,Ako Kaluna Block.,35,30
17:39,55,Greg Tucker Offensive Rebound.,35,30
17:36,55,Jacksonville St  Timeout,35,30
17:26,55,Malcolm Drumwright made Three Point Jumper. Assisted by Erik Durham.,38,30
17:09,2464,Marcus DeBerry made Jumper.,38,32
16:55,55,Erik Durham made Three Point Jumper. Assisted by Malcolm Drumwright.,41,32
16:36,2464,Ako Kaluna missed Jumper.,41,32
16:36,55,Norbertas Giga Defensive Rebound.,41,32
16:21,55,Malcolm Drumwright missed Layup.,41,32
16:21,2464,JoJo Anderson Defensive Rebound.,41,32
16:14,55,Foul on Christian Cunningham.,41,32
16:14,2464,Marcus DeBerry made Free Throw.,41,33
16:14,2464,Marcus DeBerry made Free Throw.,41,34
15:50,55,Christian Cunningham made Dunk. Assisted by Erik Durham.,43,34
15:28,2464,Ako Kaluna missed Jumper.,43,34
15:28,55,Christian Cunningham Defensive Rebound.,43,34
15:17,2464,Official TV Timeout,43,34
15:14,2464,Foul on Jordyn Martin.,43,34
15:14,55,Christian Cunningham made Free Throw.,44,34
15:14,55,Christian Cunningham made Free Throw.,45,34
14:59,2464,Jordyn Martin missed Layup.,45,34
14:59,55,Norbertas Giga Block.,45,34
14:59,2464,Northern Arizona Offensive Rebound.,45,34
14:46,2464,Brooks DeBisschop made Three Point Jumper. Assisted by Jaleni Neely.,45,37
14:17,55,Malcolm Drumwright missed Jumper.,45,37
14:17,55,Christian Cunningham Offensive Rebound.,45,37
14:14,55,Christian Cunningham made Two Point Tip Shot.,47,37
13:55,2464,Jordyn Martin missed Layup.,47,37
13:55,55,Erik Durham Defensive Rebound.,47,37
13:49,55,Malcolm Drumwright made Jumper. Assisted by Greg Tucker.,49,37
13:49,2464,Foul on Jaleni Neely.,49,37
13:49,55,Malcolm Drumwright made Free Throw.,50,37
13:32,2464,Marcus DeBerry missed Jumper.,50,37
13:32,2464,Jordyn Martin Offensive Rebound.,50,37
13:25,2464,JoJo Anderson missed Jumper.,50,37
13:25,55,Erik Durham Defensive Rebound.,50,37
13:13,55,Norbertas Giga made Layup.,52,37
13:12,2464,Northern Arizona  Timeout,52,37
12:55,2464,Jaleni Neely Turnover.,52,37
12:54,55,Tyrik Edwards Steal.,52,37
12:35,55,Christian Cunningham missed Jumper.,52,37
12:35,2464,Jaleni Neely Defensive Rebound.,52,37
12:34,55,Foul on Norbertas Giga.,52,37
12:14,2464,Ako Kaluna made Layup. Assisted by Brooks DeBisschop.,52,39
12:14,55,Foul on Jacara Cross.,52,39
12:14,2464,Ako Kaluna made Free Throw.,52,40
11:57,55,Malcolm Drumwright missed Layup.,52,40
11:57,55,Christian Cunningham Offensive Rebound.,52,40
11:53,55,Christian Cunningham made Jumper.,54,40
11:29,2464,Jaleni Neely missed Jumper.,54,40
11:29,55,Tyrik Edwards Defensive Rebound.,54,40
11:23,55,Tyrik Edwards made Layup.,56,40
11:23,2464,Foul on Jaleni Neely.,56,40
11:23,2464,Official TV Timeout,56,40
11:23,55,Tyrik Edwards made Free Throw.,57,40
11:19,2464,Mike Green made Layup.,57,42
10:53,55,Malcolm Drumwright missed Jumper.,57,42
10:53,2464,JoJo Anderson Defensive Rebound.,57,42
10:47,2464,Mike Green made Three Point Jumper. Assisted by JoJo Anderson.,57,45
10:10,55,Jacara Cross missed Jumper.,57,45
10:10,55,Christian Cunningham Offensive Rebound.,57,45
10:08,2464,Foul on Ako Kaluna.,57,45
10:06,55,Tyrik Edwards Turnover.,57,45
10:05,2464,Mike Green Steal.,57,45
9:57,2464,Ako Kaluna made Three Point Jumper. Assisted by JoJo Anderson.,57,48
9:47,55,Jacksonville St  Timeout,57,48
9:37,55,Tyrik Edwards made Jumper.,59,48
9:23,2464,JoJo Anderson missed Three Point Jumper.,59,48
9:23,55,Norbertas Giga Defensive Rebound.,59,48
9:09,55,Christian Cunningham Turnover.,59,48
9:09,55,Foul on Christian Cunningham.,59,48
8:59,2464,Ako Kaluna made Three Point Jumper. Assisted by JoJo Anderson.,59,51
8:43,2464,Foul on Mike Green.,59,51
8:39,55,Norbertas Giga missed Jumper.,59,51
8:39,2464,Jordyn Martin Defensive Rebound.,59,51
8:27,2464,Ako Kaluna missed Three Point Jumper.,59,51
8:27,55,Malcolm Drumwright Defensive Rebound.,59,51
8:07,2464,Foul on JoJo Anderson.,59,51
8:07,55,Malcolm Drumwright made Free Throw.,60,51
8:07,55,Malcolm Drumwright made Free Throw.,61,51
8:01,2464,Mike Green missed Three Point Jumper.,61,51
8:01,55,Norbertas Giga Defensive Rebound.,61,51
7:36,55,Greg Tucker Turnover.,61,51
7:35,2464,Official TV Timeout,61,51
7:09,2464,Jaleni Neely missed Three Point Jumper.,61,51
7:09,2464,Jordyn Martin Offensive Rebound.,61,51
7:05,2464,Jordyn Martin missed Two Point Tip Shot.,61,51
7:05,55,Norbertas Giga Defensive Rebound.,61,51
6:57,55,Greg Tucker made Three Point Jumper. Assisted by Malcolm Drumwright.,64,51
6:34,2464,Marcus DeBerry made Three Point Jumper. Assisted by Mike Green.,64,54
6:15,55,Greg Tucker missed Three Point Jumper.,64,54
6:15,55,Jacksonville St Offensive Rebound.,64,54
6:04,55,Malcolm Drumwright missed Jumper.,64,54
6:04,2464,Jordyn Martin Defensive Rebound.,64,54
5:43,2464,Jordyn Martin made Jumper. Assisted by Marcus DeBerry.,64,56
5:30,55,Tyrik Edwards Turnover.,64,56
5:28,2464,Jaleni Neely Steal.,64,56
5:26,2464,Jaleni Neely made Layup.,64,58
5:04,55,Norbertas Giga missed Layup.,64,58
5:04,55,Christian Cunningham Offensive Rebound.,64,58
5:02,55,Christian Cunningham made Two Point Tip Shot.,66,58
4:37,2464,Brooks DeBisschop missed Three Point Jumper.,66,58
4:37,55,Christian Cunningham Defensive Rebound.,66,58
4:19,2464,Foul on Marcus DeBerry.,66,58
4:17,55,Erik Durham missed Free Throw.,66,58
4:17,2464,Jordyn Martin Defensive Rebound.,66,58
4:09,55,Foul on Christian Cunningham.,66,58
3:47,2464,Ako Kaluna missed Jumper.,66,58
3:47,55,Tyrik Edwards Defensive Rebound.,66,58
3:39,55,Erik Durham made Three Point Jumper. Assisted by Tyrik Edwards.,69,58
3:22,2464,Mike Green missed Three Point Jumper.,69,58
3:22,55,Jacksonville St Defensive Rebound.,69,58
3:21,2464,Official TV Timeout,69,58
2:57,55,Christian Cunningham Turnover.,69,58
2:56,2464,Ako Kaluna Steal.,69,58
2:56,2464,Ako Kaluna Turnover.,69,58
2:27,55,Malcolm Drumwright missed Three Point Jumper.,69,58
2:27,2464,Jordyn Martin Defensive Rebound.,69,58
2:04,2464,Jaleni Neely missed Three Point Jumper.,69,58
2:04,55,Christian Cunningham Defensive Rebound.,69,58
1:46,55,Tyrik Edwards made Jumper. Assisted by Malcolm Drumwright.,71,58
1:33,55,Foul on Norbertas Giga.,71,58
1:33,2464,Ako Kaluna made Free Throw.,71,59
1:33,2464,Ako Kaluna made Free Throw.,71,60
1:11,55,Malcolm Drumwright made Layup.,73,60
0:57,2464,Mike Green missed Layup.,73,60
0:57,55,Christian Cunningham Block.,73,60
0:55,2464,Northern Arizona Offensive Rebound.,73,60
0:49,2464,Ako Kaluna missed Three Point Jumper.,73,60
0:49,2464,Jordyn Martin Offensive Rebound.,73,60
0:43,2464,Jordyn Martin Turnover.,73,60
0:43,2464,Foul on Jordyn Martin.,73,60
0:43,55,Christian Cunningham made Free Throw.,74,60
0:43,55,Christian Cunningham missed Free Throw.,74,60
0:43,2464,Jordyn Martin Defensive Rebound.,74,60
0:36,2464,Mike Green made Three Point Jumper. Assisted by Marcus DeBerry.,74,63
0:35,2464,Northern Arizona  Timeout,74,63
0:31,55,Andre Statam Turnover.,74,63
0:28,2464,Mike Green missed Three Point Jumper.,74,63
0:28,2464,Jaleni Neely Offensive Rebound.,74,63
0:21,2464,Jaleni Neely missed Layup.,74,63
0:21,55,Malcolm Drumwright Defensive Rebound.,74,63
0:21,2464,Foul on Jaleni Neely.,74,63
0:21,55,Malcolm Drumwright made Free Throw.,75,63
0:21,55,Malcolm Drumwright made Free Throw.,76,63
0:17,2464,Marcus DeBerry missed Three Point Jumper.,76,63
0:17,2464,Jordyn Martin Offensive Rebound.,76,63
0:13,2464,Mike Green missed Jumper.,76,63
0:13,55,Tyrik Edwards Defensive Rebound.,76,63
0:00,2464,End of Game,76,63
