Liberty,2729,William &amp; Mary,2335
2:17,2729,Nathan Knight missed Free Throw.,24,28
2:17,2335,Ezra Talbert Defensive Rebound.,24,28
1:59,2335,John Dawson made Layup.,26,28
1:40,2729,Nathan Knight missed Layup.,26,28
1:40,2729,Nathan Knight Offensive Rebound.,26,28
1:39,2729,Nathan Knight made Layup.,26,30
1:17,2335,Ryan Kemrite made Three Point Jumper. Assisted by John Dawson.,29,30
1:03,2335,Foul on Georgie Pacheco-Ortiz.,29,30
1:03,2729,Omar Prewitt made Free Throw.,29,31
1:03,2729,Omar Prewitt made Free Throw.,29,32
0:52,2729,Foul on Jack Whitman.,29,32
0:39,2335,A.C. Reid Turnover.,29,32
0:38,2729,Nathan Knight Steal.,29,32
0:35,2729,Nathan Knight made Layup.,29,34
0:00,2335,Liberty  Turnover.,29,34
0:00,2729,William & Mary  Timeout,29,34
0:00,2335,Liberty  Timeout,29,34
0:00,2729,End of 1st half,29,34
19:34,2335,Georgie Pacheco-Ortiz made Three Point Jumper.,32,34
19:21,2335,Foul on Myo Baxter-Bell.,32,34
19:01,2729,David Cohn made Layup.,32,36
18:38,2335,Caleb Homesley Turnover.,32,36
18:25,2729,Paul Rowley made Three Point Jumper. Assisted by Jack Whitman.,32,39
17:56,2729,Foul on Jack Whitman.,32,39
17:56,2335,Georgie Pacheco-Ortiz made Free Throw.,33,39
17:56,2335,Georgie Pacheco-Ortiz made Free Throw.,34,39
17:35,2729,Daniel Dixon missed Layup.,34,39
17:35,2729,Paul Rowley Offensive Rebound.,34,39
17:25,2729,Omar Prewitt made Layup.,34,41
17:00,2729,Foul on Jack Whitman.,34,41
17:00,2335,Myo Baxter-Bell made Free Throw.,35,41
17:00,2335,Myo Baxter-Bell made Free Throw.,36,41
16:31,2335,Foul on Georgie Pacheco-Ortiz.,36,41
16:31,2729,David Cohn missed Free Throw.,36,41
16:31,2729,William & Mary Deadball Team Rebound.,36,41
16:31,2729,David Cohn missed Free Throw.,36,41
16:31,2335,Myo Baxter-Bell Defensive Rebound.,36,41
16:06,2335,A.C. Reid made Three Point Jumper. Assisted by John Dawson.,39,41
15:47,2335,Foul on A.C. Reid.,39,41
15:47,2729,Official TV Timeout,39,41
15:47,2729,David Cohn made Free Throw.,39,42
15:47,2729,David Cohn made Free Throw.,39,43
15:31,2335,Caleb Homesley missed Jumper.,39,43
15:31,2729,Nathan Knight Defensive Rebound.,39,43
15:15,2729,Omar Prewitt missed Three Point Jumper.,39,43
15:15,2729,Daniel Dixon Offensive Rebound.,39,43
15:01,2729,Omar Prewitt made Three Point Jumper. Assisted by Daniel Dixon.,39,46
14:29,2335,Ezra Talbert Turnover.,39,46
14:28,2729,Daniel Dixon Steal.,39,46
14:21,2729,Daniel Dixon Turnover.,39,46
14:20,2335,Caleb Homesley Steal.,39,46
14:18,2335,Caleb Homesley made Dunk.,41,46
13:59,2729,David Cohn missed Layup.,41,46
13:59,2335,John Dawson Block.,41,46
13:57,2335,Ryan Kemrite Defensive Rebound.,41,46
13:41,2335,Caleb Homesley missed Three Point Jumper.,41,46
13:41,2729,Omar Prewitt Defensive Rebound.,41,46
13:35,2335,Foul on A.C. Reid.,41,46
13:35,2729,Omar Prewitt made Free Throw.,41,47
13:35,2729,Omar Prewitt made Free Throw.,41,48
13:11,2335,Myo Baxter-Bell Turnover.,41,48
12:55,2729,Greg Malinowski missed Jumper.,41,48
12:55,2335,Caleb Homesley Defensive Rebound.,41,48
12:39,2335,Myo Baxter-Bell made Jumper.,43,48
12:25,2335,Foul on Caleb Homesley.,43,48
12:19,2729,Omar Prewitt made Layup.,43,50
11:51,2335,Foul on Myo Baxter-Bell.,43,50
11:51,2335,Brock Gardner missed Three Point Jumper.,43,50
11:51,2729,Jack Whitman Defensive Rebound.,43,50
11:50,2729,Official TV Timeout,43,50
11:36,2729,Jack Whitman made Layup. Assisted by Omar Prewitt.,43,52
11:08,2729,Foul on Connor Burchfield.,43,52
11:08,2335,John Dawson made Free Throw.,44,52
11:08,2335,John Dawson made Free Throw.,45,52
10:56,2335,Foul on John Dawson.,45,52
10:56,2729,Omar Prewitt made Free Throw.,45,53
10:56,2729,Omar Prewitt missed Free Throw.,45,53
10:56,2335,John Dawson Defensive Rebound.,45,53
10:48,2729,Foul on Greg Malinowski.,45,53
10:37,2335,Georgie Pacheco-Ortiz missed Three Point Jumper.,45,53
10:37,2729,Connor Burchfield Defensive Rebound.,45,53
10:27,2335,Foul on Ezra Talbert.,45,53
10:27,2729,Jack Whitman made Free Throw.,45,54
10:27,2729,Jack Whitman made Free Throw.,45,55
10:12,2335,John Dawson missed Jumper.,45,55
10:12,2729,Justin Pierce Defensive Rebound.,45,55
10:05,2729,Omar Prewitt Turnover.,45,55
9:52,2729,Foul on Connor Burchfield.,45,55
9:28,2335,John Dawson made Three Point Jumper. Assisted by Caleb Homesley.,48,55
9:16,2729,Jack Whitman made Jumper.,48,57
9:16,2335,Foul on Ryan Kemrite.,48,57
9:16,2729,Jack Whitman made Free Throw.,48,58
9:09,2729,Foul on Daniel Dixon.,48,58
9:02,2335,Georgie Pacheco-Ortiz missed Three Point Jumper.,48,58
9:02,2729,Jack Whitman Defensive Rebound.,48,58
8:48,2729,Jack Whitman Turnover.,48,58
8:47,2335,John Dawson Steal.,48,58
8:44,2335,Caleb Homesley made Layup. Assisted by John Dawson.,50,58
8:44,2729,Foul on Oliver Tot.,50,58
8:44,2335,Caleb Homesley missed Free Throw.,50,58
8:44,2729,Daniel Dixon Defensive Rebound.,50,58
8:42,2729,Daniel Dixon Turnover.,50,58
8:41,2335,Ryan Kemrite Turnover.,50,58
8:39,2729,Justin Pierce Steal.,50,58
8:36,2335,Foul on A.C. Reid.,50,58
8:36,2729,Jack Whitman missed Free Throw.,50,58
8:36,2729,William & Mary Deadball Team Rebound.,50,58
8:36,2729,Jack Whitman made Free Throw.,50,59
8:24,2335,Ryan Kemrite made Three Point Jumper. Assisted by Caleb Homesley.,53,59
8:22,2335,Liberty  Timeout,53,59
8:09,2729,Justin Pierce made Layup. Assisted by Omar Prewitt.,53,61
7:51,2729,Foul on Justin Pierce.,53,61
7:51,2729,Official TV Timeout,53,61
7:51,2335,Caleb Homesley missed Free Throw.,53,61
7:51,2335,Liberty Deadball Team Rebound.,53,61
7:51,2335,Caleb Homesley made Free Throw.,54,61
7:28,2729,Justin Pierce missed Layup.,54,61
7:28,2729,Nathan Knight Offensive Rebound.,54,61
7:26,2729,Nathan Knight missed Layup.,54,61
7:26,2729,Justin Pierce Offensive Rebound.,54,61
7:19,2729,Omar Prewitt missed Three Point Jumper.,54,61
7:19,2335,A.C. Reid Defensive Rebound.,54,61
7:02,2729,Foul on Nathan Knight.,54,61
7:02,2335,Ryan Kemrite made Free Throw.,55,61
7:01,2335,Ryan Kemrite made Free Throw.,56,61
6:48,2335,Foul on Caleb Homesley.,56,61
6:48,2729,Nathan Knight made Free Throw.,56,62
6:48,2729,Nathan Knight missed Free Throw.,56,62
6:48,2335,Ryan Kemrite Defensive Rebound.,56,62
6:46,2729,Foul on Paul Rowley.,56,62
6:46,2729,William & Mary  Timeout,56,62
6:46,2335,Ryan Kemrite made Free Throw.,57,62
6:46,2335,Ryan Kemrite made Free Throw.,58,62
6:38,2335,Foul on John Dawson.,58,62
6:38,2729,Daniel Dixon made Free Throw.,58,63
6:38,2729,Daniel Dixon made Free Throw.,58,64
6:27,2335,A.C. Reid missed Three Point Jumper.,58,64
6:27,2335,Ryan Kemrite Offensive Rebound.,58,64
6:12,2335,Liberty  Timeout,58,64
5:57,2335,Ryan Kemrite missed Three Point Jumper.,58,64
5:57,2729,Omar Prewitt Defensive Rebound.,58,64
5:40,2335,Foul on Myo Baxter-Bell.,58,64
5:40,2729,Jack Whitman missed Free Throw.,58,64
5:40,2729,William & Mary Deadball Team Rebound.,58,64
5:40,2729,Jack Whitman made Free Throw.,58,65
5:26,2335,A.C. Reid made Three Point Jumper. Assisted by Ryan Kemrite.,61,65
5:09,2729,Daniel Dixon Turnover.,61,65
4:49,2335,Caleb Homesley missed Jumper.,61,65
4:49,2729,David Cohn Defensive Rebound.,61,65
4:42,2335,Foul on Ryan Kemrite.,61,65
4:42,2729,Omar Prewitt missed Free Throw.,61,65
4:42,2729,William & Mary Deadball Team Rebound.,61,65
4:42,2729,Omar Prewitt made Free Throw.,61,66
4:26,2335,Ryan Kemrite missed Three Point Jumper.,61,66
4:26,2729,Omar Prewitt Defensive Rebound.,61,66
4:16,2729,Jack Whitman missed Layup.,61,66
4:16,2335,John Dawson Block.,61,66
4:15,2729,Jack Whitman Offensive Rebound.,61,66
4:13,2729,Jack Whitman missed Layup.,61,66
4:13,2729,Paul Rowley Offensive Rebound.,61,66
4:04,2729,Jack Whitman missed Layup.,61,66
4:04,2335,Georgie Pacheco-Ortiz Defensive Rebound.,61,66
4:03,2729,Foul on Jack Whitman.,61,66
4:03,2335,Georgie Pacheco-Ortiz made Free Throw.,62,66
4:03,2335,Georgie Pacheco-Ortiz missed Free Throw.,62,66
4:03,2729,Omar Prewitt Defensive Rebound.,62,66
3:44,2729,Daniel Dixon missed Layup.,62,66
3:44,2335,Georgie Pacheco-Ortiz Defensive Rebound.,62,66
3:44,2729,Foul on Daniel Dixon.,62,66
3:44,2729,Official TV Timeout,62,66
3:44,2335,Georgie Pacheco-Ortiz made Free Throw.,63,66
3:44,2335,Georgie Pacheco-Ortiz made Free Throw.,64,66
3:17,2729,Omar Prewitt missed Three Point Jumper.,64,66
3:17,2335,Liberty Defensive Rebound.,64,66
3:02,2335,Caleb Homesley made Layup.,66,66
2:54,2729,William & Mary  Timeout,66,66
2:35,2335,Foul on A.C. Reid.,66,66
2:35,2729,Daniel Dixon made Free Throw.,66,67
2:35,2729,Daniel Dixon made Free Throw.,66,68
2:21,2335,John Dawson Turnover.,66,68
2:21,2335,Foul on John Dawson.,66,68
2:03,2729,David Cohn made Three Point Jumper. Assisted by Omar Prewitt.,66,71
1:42,2335,Ryan Kemrite missed Three Point Jumper.,66,71
1:42,2729,David Cohn Defensive Rebound.,66,71
1:21,2335,Foul on John Dawson.,66,71
1:21,2729,Daniel Dixon made Free Throw.,66,72
1:21,2729,Daniel Dixon missed Free Throw.,66,72
1:21,2335,Caleb Homesley Defensive Rebound.,66,72
1:20,2729,Foul on Paul Rowley.,66,72
1:19,2335,Caleb Homesley made Free Throw.,67,72
1:19,2335,Caleb Homesley missed Free Throw.,67,72
1:19,2729,David Cohn Defensive Rebound.,67,72
1:01,2729,Omar Prewitt made Layup.,67,74
0:45,2335,Caleb Homesley missed Three Point Jumper.,67,74
0:45,2729,Omar Prewitt Defensive Rebound.,67,74
0:35,2335,Foul on Ryan Kemrite.,67,74
0:35,2729,Omar Prewitt missed Free Throw.,67,74
0:35,2729,William & Mary Deadball Team Rebound.,67,74
0:35,2729,Omar Prewitt made Free Throw.,67,75
0:32,2729,Foul on Jack Whitman.,67,75
0:32,2335,Caleb Homesley made Free Throw.,68,75
0:31,2335,Caleb Homesley missed Free Throw.,68,75
0:31,2729,Connor Burchfield Defensive Rebound.,68,75
0:31,2335,Foul on Ray Chen.,68,75
0:31,2729,Connor Burchfield missed Free Throw.,68,75
0:31,2729,William & Mary Deadball Team Rebound.,68,75
0:31,2729,Connor Burchfield made Free Throw.,68,76
0:25,2335,Xzavier Barmore made Layup.,70,76
0:25,2335,Liberty  Timeout,70,76
0:20,2335,Foul on Xzavier Barmore.,70,76
0:20,2729,Daniel Dixon made Free Throw.,70,77
0:20,2729,Daniel Dixon missed Free Throw.,70,77
0:20,2335,Ryan Kemrite Defensive Rebound.,70,77
0:13,2335,A.C. Reid missed Three Point Jumper.,70,77
0:13,2729,Omar Prewitt Defensive Rebound.,70,77
0:05,2729,Paul Rowley made Dunk. Assisted by Omar Prewitt.,70,79
0:00,2729,End of Game,70,79
