CS Fullerton,2011,Alabama State,2239
2:53,2011,Alabama St Offensive Rebound.,60,55
2:52,2239,Arkim Robertson missed Free Throw.,60,55
2:52,2239,CS Fullerton Deadball Team Rebound.,60,55
2:52,2239,Arkim Robertson missed Free Throw.,60,55
2:52,2011,Tony Armstrong Defensive Rebound.,60,55
2:47,2011,Tony Armstrong missed Jumper.,60,55
2:47,2239,Arkim Robertson Defensive Rebound.,60,55
2:45,2011,Torloft Thomas missed Layup.,60,55
2:45,2239,Arkim Robertson Block.,60,55
2:43,2011,Tony Armstrong Offensive Rebound.,60,55
2:42,2011,Foul on Mikel Tyson.,60,55
2:37,2011,Rodney Simeon made Three Point Jumper. Assisted by Torloft Thomas.,60,58
2:07,2239,Tre Coggins missed Three Point Jumper.,60,58
2:07,2239,Lionheart Leslie Offensive Rebound.,60,58
1:58,2239,Tre Coggins missed Three Point Jumper.,60,58
1:58,2011,Rodney Simeon Defensive Rebound.,60,58
1:55,2011,Alabama St  Timeout,60,58
1:41,2011,Torloft Thomas missed Jumper.,60,58
1:41,2011,Tony Armstrong Offensive Rebound.,60,58
1:39,2011,Tony Armstrong missed Two Point Tip Shot.,60,58
1:39,2011,Amir Warnock Offensive Rebound.,60,58
1:37,2011,Amir Warnock made Two Point Tip Shot.,60,60
1:30,2011,Foul on Torloft Thomas.,60,60
1:30,2239,Lionheart Leslie made Free Throw.,61,60
1:30,2239,Lionheart Leslie missed Free Throw.,61,60
1:30,2011,Amir Warnock Defensive Rebound.,61,60
1:06,2011,Steve Rogers Turnover.,61,60
1:05,2239,Tre Coggins Steal.,61,60
0:53,2239,Tre Coggins Turnover.,61,60
0:52,2011,Steve Rogers Steal.,61,60
0:37,2011,Tony Armstrong missed Layup.,61,60
0:37,2239,Arkim Robertson Block.,61,60
0:37,2011,Alabama St Offensive Rebound.,61,60
0:36,2239,CS Fullerton  Timeout,61,60
0:23,2011,Torloft Thomas Turnover.,61,60
0:23,2239,CS Fullerton  Timeout,61,60
0:21,2011,Foul on Steve Rogers.,61,60
0:21,2239,Kyle Allman made Free Throw.,62,60
0:21,2239,Kyle Allman missed Free Throw.,62,60
0:21,2011,Amir Warnock Defensive Rebound.,62,60
0:18,2011,Alabama St  Timeout,62,60
0:04,2011,Tony Armstrong made Jumper.,62,62
0:00,2239,Lionheart Leslie missed Three Point Jumper.,62,62
0:00,2011,Amir Warnock Defensive Rebound.,62,62
0:00,2011,End of 2nd half,62,62
4:39,2011,Amir Warnock missed Jumper.,62,62
4:39,2011,Tony Armstrong Offensive Rebound.,62,62
4:35,2011,Tony Armstrong missed Two Point Tip Shot.,62,62
4:35,2011,Tony Armstrong Offensive Rebound.,62,62
4:32,2011,Tony Armstrong made Two Point Tip Shot.,62,64
4:11,2011,Foul on Amir Warnock.,62,64
4:11,2239,Arkim Robertson made Free Throw.,63,64
4:11,2239,Arkim Robertson made Free Throw.,64,64
3:48,2239,Foul on Tre Coggins.,64,64
3:48,2011,Steve Rogers made Free Throw.,64,65
3:48,2011,Steve Rogers made Free Throw.,64,66
3:48,2011,Steve Rogers missed Free Throw.,64,66
3:48,2239,Arkim Robertson Defensive Rebound.,64,66
3:23,2239,Darcy Malone made Layup. Assisted by Kyle Allman.,66,66
3:00,2011,Amir Warnock made Jumper. Assisted by Torloft Thomas.,66,68
2:40,2239,Tre Coggins missed Three Point Jumper.,66,68
2:40,2011,Alabama St Defensive Rebound.,66,68
2:13,2011,Amir Warnock missed Jumper.,66,68
2:13,2239,Arkim Robertson Defensive Rebound.,66,68
2:12,2011,Foul on Amir Warnock.,66,68
2:12,2239,Arkim Robertson missed Free Throw.,66,68
2:12,2239,CS Fullerton Deadball Team Rebound.,66,68
2:12,2239,Arkim Robertson made Free Throw.,67,68
1:46,2011,Tony Armstrong made Jumper. Assisted by Steve Rogers.,67,70
1:37,2239,Tre Coggins Turnover.,67,70
1:34,2011,Rodney Simeon missed Three Point Jumper.,67,70
1:34,2011,Tony Armstrong Offensive Rebound.,67,70
1:11,2011,Tony Armstrong missed Jumper.,67,70
1:11,2239,Lionheart Leslie Defensive Rebound.,67,70
0:55,2239,Lionheart Leslie missed Jumper.,67,70
0:55,2011,Glenn Hollaway Defensive Rebound.,67,70
0:44,2011,Alabama St  Timeout,67,70
0:43,2239,Foul on Davon Clare.,67,70
0:43,2011,Glenn Hollaway made Free Throw.,67,71
0:43,2011,Glenn Hollaway made Free Throw.,67,72
0:28,2239,Tre Coggins missed Layup.,67,72
0:28,2011,Tony Armstrong Defensive Rebound.,67,72
0:22,2239,Foul on Jackson Rowe.,67,72
0:22,2011,Rodney Simeon made Free Throw.,67,73
0:22,2011,Rodney Simeon made Free Throw.,67,74
0:12,2239,Tre Coggins missed Three Point Jumper.,67,74
0:12,2011,Rodney Simeon Defensive Rebound.,67,74
0:11,2239,Foul on Kyle Allman.,67,74
0:11,2011,Rodney Simeon made Free Throw.,67,75
0:11,2011,Rodney Simeon made Free Throw.,67,76
0:02,2239,Dwight Ramos missed Three Point Jumper.,67,76
0:02,2011,Terrance LeFlore Defensive Rebound.,67,76
0:00,2011,End of Game,67,76
