South Alabama,2325,La Salle,6
6:12,6,Foul on Jordan Andrews.,63,69
6:12,2325,Isiah Deas missed Free Throw.,63,69
6:12,6,Nick Davis Defensive Rebound.,63,69
5:59,6,Rodrick Sikes missed Three Point Jumper.,63,69
5:59,2325,Saul Phiri Defensive Rebound.,63,69
5:51,2325,Isiah Deas made Three Point Jumper. Assisted by Amar Stukes.,63,72
5:29,6,Rodrick Sikes made Layup.,65,72
5:03,2325,Amar Stukes missed Layup.,65,72
5:03,6,Nick Davis Block.,65,72
5:02,2325,Pookie Powell Offensive Rebound.,65,72
4:56,2325,Pookie Powell missed Jumper.,65,72
4:56,6,Rodrick Sikes Defensive Rebound.,65,72
4:47,6,Jordan Andrews missed Three Point Jumper.,65,72
4:47,2325,Saul Phiri Defensive Rebound.,65,72
4:23,2325,Isiah Deas missed Three Point Jumper.,65,72
4:23,6,Trhae Mitchell Defensive Rebound.,65,72
4:14,6,Rodrick Sikes missed Three Point Jumper.,65,72
4:14,2325,La Salle Defensive Rebound.,65,72
4:14,6,Foul on Trhae Mitchell.,65,72
4:14,2325,Saul Phiri made Free Throw.,65,73
4:14,2325,Saul Phiri made Free Throw.,65,74
4:03,6,Herb McGee made Layup. Assisted by Dederick Lee.,67,74
3:49,2325,Foul on Pookie Powell.,67,74
3:49,2325,Pookie Powell Turnover.,67,74
3:49,2325,Official TV Timeout,67,74
3:25,6,Dederick Lee Turnover.,67,74
3:00,2325,B.J. Johnson missed Jumper.,67,74
3:00,2325,B.J. Johnson Offensive Rebound.,67,74
2:58,2325,B.J. Johnson made Two Point Tip Shot.,67,76
2:46,6,Rodrick Sikes made Three Point Jumper. Assisted by Trhae Mitchell.,70,76
2:26,2325,B.J. Johnson missed Layup.,70,76
2:26,6,Jordan Andrews Defensive Rebound.,70,76
2:19,2325,Foul on Johnnie Shuler.,70,76
2:19,6,Herb McGee missed Free Throw.,70,76
2:19,6,South Alabama Deadball Team Rebound.,70,76
2:19,6,Herb McGee made Free Throw.,71,76
1:59,2325,B.J. Johnson made Dunk. Assisted by Amar Stukes.,71,78
1:47,6,Rodrick Sikes missed Three Point Jumper.,71,78
1:47,2325,B.J. Johnson Defensive Rebound.,71,78
1:36,2325,Foul on Johnnie Shuler.,71,78
1:36,2325,Johnnie Shuler Turnover.,71,78
1:23,6,Jordan Andrews missed Jumper.,71,78
1:23,6,Rodrick Sikes Offensive Rebound.,71,78
1:21,6,Rodrick Sikes made Layup.,73,78
1:04,2325,Amar Stukes made Three Point Jumper. Assisted by Pookie Powell.,73,81
0:49,6,Trhae Mitchell missed Layup.,73,81
0:49,2325,Saul Phiri Defensive Rebound.,73,81
0:19,2325,La Salle  Timeout,73,81
0:16,2325,Foul on Saul Phiri.,73,81
0:16,2325,Saul Phiri Turnover.,73,81
