Chicago State,87,Notre Dame,2130
11:39,87,D.J. Harvey Turnover.,50,77
11:29,2130,Fred Sims Jr. missed Jumper.,50,77
11:29,2130,Anthony Harris Offensive Rebound.,50,77
11:25,2130,Anthony Harris missed Jumper.,50,77
11:25,2130,Chicago State Offensive Rebound.,50,77
11:19,87,Foul on John Mooney.,50,77
11:19,2130,Glen Burns made Free Throw.,51,77
11:19,2130,Glen Burns missed Free Throw.,51,77
11:19,87,Bonzie Colson Defensive Rebound.,51,77
11:05,87,Matt Farrell Turnover.,51,77
11:04,2130,Travon Bell Steal.,51,77
10:59,2130,Fred Sims Jr. missed Layup.,51,77
10:59,87,Bonzie Colson Block.,51,77
10:57,2130,Deionte Simmons Offensive Rebound.,51,77
10:55,2130,Deionte Simmons made Jumper.,53,77
10:45,87,Rex Pflueger Turnover.,53,77
10:45,2130,Glen Burns Steal.,53,77
10:35,2130,Fred Sims Jr. Turnover.,53,77
10:34,87,Matt Farrell Steal.,53,77
10:32,87,Matt Farrell missed Layup.,53,77
10:32,2130,Anthony Harris Block.,53,77
10:29,87,Matt Farrell Offensive Rebound.,53,77
10:14,2130,Foul on Anthony Harris.,53,77
10:01,87,Matt Farrell made Layup.,53,79
9:45,2130,Deionte Simmons missed Layup.,53,79
9:45,87,Bonzie Colson Block.,53,79
9:43,87,Bonzie Colson Defensive Rebound.,53,79
9:35,87,Matt Farrell made Jumper.,53,81
9:27,2130,Chicago State  Timeout,53,81
9:05,2130,Travon Bell missed Three Point Jumper.,53,81
9:05,87,Bonzie Colson Defensive Rebound.,53,81
8:44,87,Foul on Temple Gibbs.,53,81
8:44,87,Temple Gibbs Turnover.,53,81
8:27,2130,Travon Bell Turnover.,53,81
8:26,87,Temple Gibbs Steal.,53,81
8:20,87,Matt Farrell missed Three Point Jumper.,53,81
8:20,87,Martinas Geben Offensive Rebound.,53,81
8:17,87,Martinas Geben made Layup.,53,83
7:50,87,Foul on Bonzie Colson.,53,83
7:50,87,Official TV Timeout,53,83
7:50,2130,Anthony Harris made Free Throw.,54,83
7:50,2130,Anthony Harris missed Free Throw.,54,83
7:50,87,Martinas Geben Defensive Rebound.,54,83
7:38,2130,Foul on Glen Burns.,54,83
7:38,87,Rex Pflueger made Free Throw.,54,84
7:38,87,Rex Pflueger made Free Throw.,54,85
7:20,2130,Alex Dubovitskiy missed Three Point Jumper.,54,85
7:20,2130,Chicago State Offensive Rebound.,54,85
7:07,2130,Jelani Pruitt missed Layup.,54,85
7:07,87,John Mooney Block.,54,85
7:06,87,Austin Torres Defensive Rebound.,54,85
6:57,2130,Foul on Glen Burns.,54,85
6:47,87,Temple Gibbs missed Three Point Jumper.,54,85
6:47,87,John Mooney Offensive Rebound.,54,85
6:44,87,John Mooney made Dunk.,54,87
6:29,2130,Fred Sims Jr. missed Three Point Jumper.,54,87
6:29,2130,Glen Burns Offensive Rebound.,54,87
6:12,2130,Fred Sims Jr. made Three Point Jumper. Assisted by Glen Burns.,57,87
5:47,2130,Foul on Fred Sims Jr..,57,87
5:47,87,D.J. Harvey made Free Throw.,57,88
5:47,87,D.J. Harvey made Free Throw.,57,89
5:27,2130,Glen Burns made Layup.,59,89
5:12,87,D.J. Harvey made Three Point Jumper. Assisted by Nikola Djogo.,59,92
4:42,87,Foul on Nikola Djogo.,59,92
4:42,2130,Deionte Simmons made Free Throw.,60,92
4:42,2130,Deionte Simmons made Free Throw.,61,92
4:24,87,John Mooney made Layup. Assisted by Austin Torres.,61,94
4:09,2130,Fred Sims Jr. missed Three Point Jumper.,61,94
4:09,87,John Mooney Defensive Rebound.,61,94
3:58,87,Nikola Djogo Turnover.,61,94
3:57,2130,Fred Sims Jr. Steal.,61,94
3:48,2130,Deionte Simmons missed Layup.,61,94
3:48,87,Austin Torres Block.,61,94
3:44,87,Matt Gregory Defensive Rebound.,61,94
3:32,87,John Mooney made Three Point Jumper. Assisted by Nikola Djogo.,61,97
3:16,2130,Nathan Townsen Jr. missed Layup.,61,97
3:16,87,Austin Torres Defensive Rebound.,61,97
3:06,2130,Foul on Deionte Simmons.,61,97
3:06,87,Official TV Timeout,61,97
3:06,87,D.J. Harvey missed Free Throw.,61,97
3:06,87,Notre Dame Deadball Team Rebound.,61,97
3:06,87,D.J. Harvey made Free Throw.,61,98
2:48,2130,Cameron Bowles missed Jumper.,61,98
2:48,2130,Jelani Pruitt Offensive Rebound.,61,98
2:34,2130,Nathan Townsen Jr. Turnover.,61,98
2:33,87,D.J. Harvey Steal.,61,98
2:31,87,D.J. Harvey made Dunk.,61,100
2:18,2130,Jelani Pruitt missed Three Point Jumper.,61,100
2:18,87,John Mooney Defensive Rebound.,61,100
2:01,87,Matt Gregory made Three Point Jumper. Assisted by Nikola Djogo.,61,103
1:30,2130,Montana Byrd missed Three Point Jumper.,61,103
1:30,2130,Jelani Pruitt Offensive Rebound.,61,103
1:26,2130,Jelani Pruitt missed Layup.,61,103
1:26,87,D.J. Harvey Defensive Rebound.,61,103
1:20,87,John Mooney Turnover.,61,103
1:20,2130,Anthony Harris Steal.,61,103
1:07,2130,Montana Byrd made Layup. Assisted by Anthony Harris.,63,103
0:52,2130,Foul on Anthony Harris.,63,103
0:52,87,Nikola Djogo missed Free Throw.,63,103
0:52,87,Notre Dame Deadball Team Rebound.,63,103
0:52,87,Nikola Djogo made Free Throw.,63,104
0:36,2130,Cameron Bowles made Layup. Assisted by Montana Byrd.,65,104
0:24,2130,Foul on Montana Byrd.,65,104
0:24,87,Nikola Djogo missed Free Throw.,65,104
0:24,87,Notre Dame Deadball Team Rebound.,65,104
0:24,87,Nikola Djogo made Free Throw.,65,105
0:07,87,Foul on John Mooney.,65,105
0:07,2130,Jelani Pruitt missed Free Throw.,65,105
0:07,2130,Chicago State Deadball Team Rebound.,65,105
0:07,2130,Jelani Pruitt made Free Throw.,66,105
0:00,87,End of Game,66,105
