Bluefield State,Error,Georgia Southern,290
5:40,290,Foul on Jared Hamilton.,25,35
5:22,-1,Chris Melton missed Jumper.,25,35
5:22,290,Montae Glenn Block.,25,35
5:21,290,Montae Glenn Defensive Rebound.,25,35
5:16,290,Jared Hamilton missed Jumper.,25,35
5:16,-1,Joseph Adeyemo Defensive Rebound.,25,35
5:07,-1,Korey Williams missed Layup.,25,35
5:07,290,Mike Hughes Defensive Rebound.,25,35
5:00,290,Jake Allsmiller made Three Point Jumper. Assisted by Tookie Brown.,25,38
4:37,-1,Korey Williams missed Jumper.,25,38
4:37,290,Mike Hughes Defensive Rebound.,25,38
4:21,290,Tookie Brown missed Three Point Jumper.,25,38
4:21,-1,Shawn Duhon Defensive Rebound.,25,38
4:04,290,Foul on Mike Hughes.,25,38
4:04,-1,Joseph Adeyemo made Free Throw.,26,38
4:04,-1,Joseph Adeyemo missed Free Throw.,26,38
4:04,290,Shawn O'Connell Defensive Rebound.,26,38
3:55,290,Jake Allsmiller made Three Point Jumper. Assisted by Tookie Brown.,26,41
3:39,-1,Timeyin Amatossero-Keke Turnover.,26,41
3:38,290,Mike Hughes Steal.,26,41
3:37,-1,Foul on Greg Purnell.,26,41
3:37,290,Official TV Timeout,26,41
3:37,290,Tookie Brown made Free Throw.,26,42
3:37,290,Tookie Brown made Free Throw.,26,43
3:13,290,Foul on Shawn O'Connell.,26,43
3:13,-1,Greg Purnell made Free Throw.,27,43
3:13,-1,Greg Purnell missed Free Throw.,27,43
3:13,290,Shawn O'Connell Defensive Rebound.,27,43
3:06,290,Jake Allsmiller missed Three Point Jumper.,27,43
3:06,290,Shawn O'Connell Offensive Rebound.,27,43
3:05,-1,Foul on Joseph Adeyemo.,27,43
3:05,290,Shawn O'Connell missed Free Throw.,27,43
3:05,290,Georgia Southern Deadball Team Rebound.,27,43
3:05,290,Shawn O'Connell made Free Throw.,27,44
2:48,-1,Korey Williams missed Jumper.,27,44
2:48,290,Jake Allsmiller Block.,27,44
2:47,290,Jake Allsmiller Defensive Rebound.,27,44
2:37,290,Mike Hughes missed Layup.,27,44
2:37,290,Mike Hughes Offensive Rebound.,27,44
2:34,290,Shawn O'Connell made Jumper. Assisted by Mike Hughes.,27,46
2:34,-1,Foul on Loris Lawson.,27,46
2:34,290,Shawn O'Connell missed Free Throw.,27,46
2:34,-1,Loris Lawson Defensive Rebound.,27,46
2:13,-1,Antonio Watson Turnover.,27,46
1:58,290,Mike Hughes missed Three Point Jumper.,27,46
1:58,-1,Antonio Watson Defensive Rebound.,27,46
1:49,-1,Korey Williams made Three Point Jumper. Assisted by Antonio Watson.,30,46
1:28,290,Tookie Brown Turnover.,30,46
1:15,-1,Korey Williams missed Jumper.,30,46
1:15,290,Mike Hughes Defensive Rebound.,30,46
1:13,-1,Foul on Loris Lawson.,30,46
1:13,290,Tookie Brown made Free Throw.,30,47
1:13,290,Tookie Brown made Free Throw.,30,48
0:54,-1,Rob Brown missed Three Point Jumper.,30,48
0:54,290,Ike Smith Defensive Rebound.,30,48
0:47,290,Tookie Brown missed Three Point Jumper.,30,48
0:47,290,Montae Glenn Offensive Rebound.,30,48
0:45,-1,Foul on Wayne Brookman.,30,48
0:45,290,Montae Glenn made Free Throw.,30,49
0:45,290,Montae Glenn made Free Throw.,30,50
0:33,-1,Korey Williams missed Jumper.,30,50
0:33,290,Ike Smith Defensive Rebound.,30,50
0:25,290,Ike Smith Turnover.,30,50
0:25,-1,Korey Williams Steal.,30,50
0:25,290,Foul on Ike Smith.,30,50
0:25,-1,Korey Williams missed Free Throw.,30,50
0:25,-1,Timeyin Amatossero-Keke Offensive Rebound.,30,50
0:25,290,Foul on Ike Smith.,30,50
0:25,-1,Timeyin Amatossero-Keke missed Free Throw.,30,50
0:25,290,Mike Hughes Defensive Rebound.,30,50
0:04,290,Tookie Brown missed Layup.,30,50
0:04,290,Coye Simmons Offensive Rebound.,30,50
0:00,290,Coye Simmons missed Layup.,30,50
0:00,-1,Wayne Brookman Defensive Rebound.,30,50
0:00,290,End of 1st half,30,50
19:54,-1,Antonio Watson Turnover.,30,50
19:53,290,Tookie Brown Steal.,30,50
19:51,290,Tookie Brown made Layup.,30,52
19:32,290,Foul on Jake Allsmiller.,30,52
19:32,-1,Chris Melton made Free Throw.,31,52
19:32,-1,Chris Melton made Free Throw.,32,52
19:25,290,Ike Smith missed Layup.,32,52
19:25,290,Montae Glenn Offensive Rebound.,32,52
19:21,290,Montae Glenn made Layup.,32,54
19:08,-1,Korey Williams missed Jumper.,32,54
19:08,290,Tookie Brown Defensive Rebound.,32,54
19:02,-1,Foul on Rob Brown.,32,54
19:01,290,Mike Hughes made Three Point Jumper. Assisted by Tookie Brown.,32,57
18:52,290,Foul on Tookie Brown.,32,57
18:36,-1,Shawn Duhon missed Layup.,32,57
18:36,290,Montae Glenn Block.,32,57
18:36,-1,Bluefield St Offensive Rebound.,32,57
18:34,-1,Korey Williams Turnover.,32,57
18:33,290,Mike Hughes Steal.,32,57
18:28,290,Ike Smith made Three Point Jumper. Assisted by Mike Hughes.,32,60
18:12,-1,Korey Williams missed Three Point Jumper.,32,60
18:12,290,Mike Hughes Defensive Rebound.,32,60
17:59,290,Montae Glenn Turnover.,32,60
17:54,-1,Korey Williams Turnover.,32,60
17:43,-1,Foul on Rob Brown.,32,60
17:42,290,Ike Smith made Three Point Jumper. Assisted by Tookie Brown.,32,63
17:31,-1,Shawn Duhon missed Layup.,32,63
17:31,290,Jake Allsmiller Defensive Rebound.,32,63
17:29,-1,Foul on Shawn Duhon.,32,63
17:13,290,Mike Hughes missed Three Point Jumper.,32,63
17:13,290,Montae Glenn Offensive Rebound.,32,63
17:08,290,Montae Glenn Turnover.,32,63
16:53,-1,Korey Williams missed Layup.,32,63
16:53,290,Montae Glenn Defensive Rebound.,32,63
16:45,290,Mike Hughes Turnover.,32,63
16:30,-1,Joseph Adeyemo missed Jumper.,32,63
16:30,290,Mike Hughes Defensive Rebound.,32,63
16:18,290,Montae Glenn missed Jumper.,32,63
16:18,-1,Greg Purnell Defensive Rebound.,32,63
16:00,-1,Greg Purnell Turnover.,32,63
15:59,290,Ike Smith Steal.,32,63
15:56,290,Ike Smith made Layup.,32,65
15:56,-1,Foul on Chris Melton.,32,65
15:56,290,Official TV Timeout,32,65
15:56,290,Ike Smith missed Free Throw.,32,65
15:56,-1,Joseph Adeyemo Defensive Rebound.,32,65
15:41,290,Foul on David-Lee Jones Jr..,32,65
15:34,-1,Shawn Duhon missed Three Point Jumper.,32,65
15:34,290,David-Lee Jones Jr. Defensive Rebound.,32,65
15:24,290,Ike Smith made Dunk. Assisted by David-Lee Jones Jr..,32,67
15:01,-1,Korey Williams missed Jumper.,32,67
15:01,-1,Joseph Adeyemo Offensive Rebound.,32,67
14:57,-1,Joseph Adeyemo Turnover.,32,67
14:54,290,Montae Glenn Steal.,32,67
14:49,290,Ike Smith made Three Point Jumper.,32,70
14:39,-1,Bluefield St  Timeout,32,70
14:18,-1,Shawn Duhon missed Layup.,32,70
14:18,-1,Joseph Adeyemo Offensive Rebound.,32,70
14:13,-1,Joseph Adeyemo missed Layup.,32,70
14:13,290,David-Lee Jones Jr. Defensive Rebound.,32,70
14:09,290,David-Lee Jones Jr. Turnover.,32,70
13:49,290,Foul on Ike Smith.,32,70
13:49,-1,Chris Melton made Free Throw.,33,70
13:49,-1,Chris Melton made Free Throw.,34,70
13:39,-1,Foul on Chris Melton.,34,70
13:30,290,Jared Hamilton missed Jumper.,34,70
13:30,290,Shawn O'Connell Offensive Rebound.,34,70
13:28,-1,Foul on Chris Melton.,34,70
13:27,-1,Foul on Greg Purnell.,34,70
13:27,290,Shawn O'Connell missed Free Throw.,34,70
13:27,290,Georgia Southern Deadball Team Rebound.,34,70
13:27,290,Shawn O'Connell made Free Throw.,34,71
13:19,-1,Brandon Avant made Layup.,36,71
13:09,290,Coye Simmons Turnover.,36,71
13:09,290,Foul on Coye Simmons.,36,71
12:54,-1,Korey Williams missed Jumper.,36,71
12:54,290,Jared Hamilton Defensive Rebound.,36,71
12:47,290,Shawn O'Connell made Dunk. Assisted by Jared Hamilton.,36,73
12:33,290,Foul on Coye Simmons.,36,73
12:33,-1,Rob Brown made Free Throw.,37,73
12:33,-1,Rob Brown made Free Throw.,38,73
12:15,290,Jared Hamilton missed Jumper.,38,73
12:15,290,Shawn O'Connell Offensive Rebound.,38,73
12:11,-1,Foul on Joseph Adeyemo.,38,73
12:11,290,Shawn O'Connell made Free Throw.,38,74
12:11,290,Shawn O'Connell missed Free Throw.,38,74
12:11,290,Coye Simmons Offensive Rebound.,38,74
12:08,290,Coye Simmons missed Jumper.,38,74
12:08,290,Shawn O'Connell Offensive Rebound.,38,74
12:05,290,Shawn O'Connell made Dunk.,38,76
11:58,-1,Korey Williams Turnover.,38,76
11:58,290,Official TV Timeout,38,76
11:49,290,Shawn O'Connell Turnover.,38,76
11:40,-1,Rob Brown missed Jumper.,38,76
11:40,290,Shawn O'Connell Block.,38,76
11:37,-1,Joseph Adeyemo Offensive Rebound.,38,76
11:27,-1,Joseph Adeyemo missed Jumper.,38,76
11:27,290,Shawn O'Connell Block.,38,76
11:25,-1,Joseph Adeyemo Offensive Rebound.,38,76
11:20,-1,Joseph Adeyemo missed Jumper.,38,76
11:20,290,David-Lee Jones Jr. Defensive Rebound.,38,76
11:16,290,Jake Allsmiller missed Three Point Jumper.,38,76
11:16,290,Shawn O'Connell Offensive Rebound.,38,76
11:16,290,David-Lee Jones Jr. missed Jumper.,38,76
11:16,290,Montae Glenn Offensive Rebound.,38,76
11:14,290,Shawn O'Connell missed Layup.,38,76
11:14,290,Georgia Southern Offensive Rebound.,38,76
11:10,290,Montae Glenn missed Jumper.,38,76
11:10,290,Georgia Southern Offensive Rebound.,38,76
11:08,-1,Foul on Greg Purnell.,38,76
11:08,290,Shawn O'Connell made Free Throw.,38,77
11:08,290,Shawn O'Connell missed Free Throw.,38,77
11:08,-1,Rob Brown Defensive Rebound.,38,77
10:48,-1,Korey Williams missed Jumper.,38,77
10:48,290,Tookie Brown Block.,38,77
10:48,-1,Bluefield St Offensive Rebound.,38,77
10:41,-1,Korey Williams missed Three Point Jumper.,38,77
10:41,290,Georgia Southern Defensive Rebound.,38,77
10:25,290,Mike Hughes missed Three Point Jumper.,38,77
10:25,-1,Joseph Adeyemo Defensive Rebound.,38,77
10:15,-1,Korey Williams made Three Point Jumper.,41,77
10:01,290,Tookie Brown missed Layup.,41,77
10:01,-1,Joseph Adeyemo Defensive Rebound.,41,77
9:55,-1,Korey Williams missed Three Point Jumper.,41,77
9:55,290,Montae Glenn Defensive Rebound.,41,77
9:45,290,Mike Hughes missed Three Point Jumper.,41,77
9:45,290,Shawn O'Connell Offensive Rebound.,41,77
9:41,290,Jake Allsmiller missed Three Point Jumper.,41,77
9:41,290,Montae Glenn Offensive Rebound.,41,77
9:38,-1,Foul on Wayne Brookman.,41,77
9:38,290,Jake Allsmiller made Free Throw.,41,78
9:38,290,Jake Allsmiller made Free Throw.,41,79
9:38,-1,Technical Foul on Korey Williams.,41,77
9:38,290,Montae Glenn made Free Throw.,41,80
9:38,290,Montae Glenn made Free Throw.,41,81
9:26,-1,Joseph Adeyemo made Jumper. Assisted by Chris Melton.,43,81
9:18,290,Jake Allsmiller missed Three Point Jumper.,43,81
9:18,-1,Rob Brown Defensive Rebound.,43,81
9:05,-1,Brandon Avant missed Three Point Jumper.,43,81
9:05,290,Mike Hughes Defensive Rebound.,43,81
8:53,290,Mike Hughes made Three Point Jumper. Assisted by Tookie Brown.,43,84
8:42,-1,Rob Brown Turnover.,43,84
8:30,290,Jake Allsmiller missed Three Point Jumper.,43,84
8:30,-1,Bluefield St Defensive Rebound.,43,84
8:20,290,Foul on Tookie Brown.,43,84
8:20,-1,Brandon Avant missed Free Throw.,43,84
8:20,290,Ike Smith Defensive Rebound.,43,84
8:19,-1,Foul on Loris Lawson.,43,84
8:19,290,Ike Smith made Free Throw.,43,85
8:19,290,Ike Smith made Free Throw.,43,86
8:05,-1,Wayne Brookman Turnover.,43,86
8:04,290,Tookie Brown Steal.,43,86
8:02,-1,Foul on Chris Melton.,43,86
8:02,290,Tookie Brown missed Free Throw.,43,86
8:02,290,Georgia Southern Deadball Team Rebound.,43,86
8:02,290,Tookie Brown missed Free Throw.,43,86
8:02,-1,Loris Lawson Defensive Rebound.,43,86
7:54,-1,James Moreland missed Three Point Jumper.,43,86
7:54,290,Tookie Brown Block.,43,86
7:53,-1,Wayne Brookman Offensive Rebound.,43,86
7:53,-1,Wayne Brookman Turnover.,43,86
7:53,290,Official TV Timeout,43,86
7:36,-1,Foul on James Moreland.,43,86
7:36,290,Jared Hamilton made Free Throw.,43,87
7:36,290,Georgia Southern  Turnover.,43,87
7:29,-1,James Moreland Turnover.,43,87
7:28,290,Quan Jackson Steal.,43,87
7:28,290,Quan Jackson made Layup.,43,89
7:28,-1,Foul on Luke Phillips.,43,89
7:28,290,Quan Jackson missed Free Throw.,43,89
7:28,-1,James Moreland Defensive Rebound.,43,89
7:17,-1,Loris Lawson Turnover.,43,89
7:16,290,Quan Jackson Steal.,43,89
7:13,290,Jared Hamilton made Dunk. Assisted by Quan Jackson.,43,91
7:08,-1,Brandon Avant missed Three Point Jumper.,43,91
7:08,290,Shawn O'Connell Defensive Rebound.,43,91
6:56,290,David-Lee Jones Jr. missed Three Point Jumper.,43,91
6:56,290,Coye Simmons Offensive Rebound.,43,91
6:51,290,Coye Simmons Turnover.,43,91
6:38,-1,Brandon Avant made Jumper.,45,91
6:23,-1,Foul on James Moreland.,45,91
6:23,290,Quan Jackson made Free Throw.,45,92
6:23,290,Quan Jackson made Free Throw.,45,93
6:23,290,Quan Jackson missed Free Throw.,45,93
6:23,290,Quan Jackson Offensive Rebound.,45,93
6:20,290,Quan Jackson made Dunk.,45,95
6:02,-1,Brandon Avant Turnover.,45,95
6:00,290,Shawn O'Connell Steal.,45,95
5:57,290,David-Lee Jones Jr. made Dunk.,45,97
5:43,-1,Wayne Brookman missed Layup.,45,97
5:43,-1,Loris Lawson Offensive Rebound.,45,97
5:39,-1,Loris Lawson missed Layup.,45,97
5:39,290,Coye Simmons Defensive Rebound.,45,97
5:39,-1,Foul on Loris Lawson.,45,97
5:39,290,Coye Simmons missed Free Throw.,45,97
5:39,290,Georgia Southern Deadball Team Rebound.,45,97
5:39,290,Coye Simmons made Free Throw.,45,98
5:33,-1,Luke Phillips missed Jumper.,45,98
5:33,290,Coye Simmons Defensive Rebound.,45,98
5:21,290,Quan Jackson made Layup.,45,100
5:21,-1,Foul on Wayne Brookman.,45,100
5:21,290,Quan Jackson made Free Throw.,45,101
5:13,-1,Brandon Avant missed Jumper.,45,101
5:13,290,David-Lee Jones Jr. Defensive Rebound.,45,101
5:07,290,Jared Hamilton made Jumper.,45,103
5:07,-1,Foul on Luke Phillips.,45,103
5:07,290,Jared Hamilton made Free Throw.,45,104
4:51,-1,Tanner Sims Turnover.,45,104
4:37,290,Coye Simmons missed Jumper.,45,104
4:37,290,Jared Hamilton Offensive Rebound.,45,104
4:34,-1,Foul on Wayne Brookman.,45,104
4:34,290,Jared Hamilton missed Free Throw.,45,104
4:34,290,Georgia Southern Deadball Team Rebound.,45,104
4:34,290,Jared Hamilton made Free Throw.,45,105
4:29,-1,Luke Phillips missed Three Point Jumper.,45,105
4:29,290,Jared Hamilton Defensive Rebound.,45,105
4:22,290,David-Lee Jones Jr. made Layup. Assisted by Jared Hamilton.,45,107
4:13,-1,Brandon Avant Turnover.,45,107
4:12,290,David-Lee Jones Jr. Steal.,45,107
4:09,290,Jared Hamilton missed Layup.,45,107
4:09,-1,Loris Lawson Block.,45,107
4:06,-1,Brandon Avant Defensive Rebound.,45,107
4:03,-1,Brandon Avant Turnover.,45,107
4:01,290,Quan Jackson Steal.,45,107
3:51,290,Shawn O'Connell missed Layup.,45,107
3:51,-1,Loris Lawson Defensive Rebound.,45,107
3:42,-1,Luke Phillips missed Jumper.,45,107
3:42,290,Coye Simmons Defensive Rebound.,45,107
3:26,290,Quan Jackson missed Three Point Jumper.,45,107
3:26,290,Coye Simmons Offensive Rebound.,45,107
3:19,290,Jared Hamilton missed Jumper.,45,107
3:19,290,Coye Simmons Offensive Rebound.,45,107
3:16,-1,Foul on Loris Lawson.,45,107
3:16,290,Official TV Timeout,45,107
3:16,290,Coye Simmons made Free Throw.,45,108
3:16,290,Coye Simmons made Free Throw.,45,109
2:59,-1,Timeyin Amatossero-Keke made Layup. Assisted by Tanner Sims.,47,109
2:49,290,Quan Jackson Turnover.,47,109
2:32,-1,Brandon Avant missed Jumper.,47,109
2:32,290,Coye Simmons Defensive Rebound.,47,109
2:20,290,DeDe Reynolds missed Three Point Jumper.,47,109
2:20,-1,Brandon Avant Defensive Rebound.,47,109
2:17,290,Foul on Coye Simmons.,47,109
2:17,-1,Brandon Avant missed Free Throw.,47,109
2:17,290,Coye Simmons Defensive Rebound.,47,109
2:05,290,Shawn O'Connell made Jumper.,47,111
1:53,-1,Wayne Brookman Turnover.,47,111
1:52,290,Quan Jackson Steal.,47,111
1:50,290,Quan Jackson made Dunk.,47,113
1:36,-1,Wayne Brookman missed Jumper.,47,113
1:36,290,Shawn O'Connell Defensive Rebound.,47,113
1:28,290,David-Lee Jones Jr. made Three Point Jumper.,47,116
1:17,290,Foul on Quan Jackson.,47,116
1:17,-1,Luke Phillips made Free Throw.,48,116
1:17,-1,Luke Phillips missed Free Throw.,48,116
1:17,290,Coye Simmons Defensive Rebound.,48,116
1:08,290,DeDe Reynolds missed Jumper.,48,116
1:08,290,DeDe Reynolds Offensive Rebound.,48,116
0:59,290,Quan Jackson made Layup.,48,118
0:55,290,Foul on David-Lee Jones Jr..,48,118
0:51,-1,Luke Phillips made Free Throw.,49,118
0:51,-1,Luke Phillips made Free Throw.,50,118
0:44,290,Tione Jones missed Three Point Jumper.,50,118
0:44,290,DeDe Reynolds Offensive Rebound.,50,118
0:40,290,DeDe Reynolds made Layup.,50,120
0:25,290,Foul on Tione Jones.,50,120
0:25,-1,Tanner Sims made Free Throw.,51,120
0:25,-1,Tanner Sims made Free Throw.,52,120
0:00,290,Coye Simmons missed Three Point Jumper.,52,120
0:00,-1,Luke Phillips Defensive Rebound.,52,120
0:00,290,End of Game,52,120
