Virginia Tech,139,Saint Louis,259
10:50,259,Devin Wilson missed Free Throw.,19,16
10:50,139,D.J. Foreman Defensive Rebound.,19,16
10:32,139,D.J. Foreman made Layup. Assisted by Davell Roby.,19,18
10:15,259,Chris Clarke missed Jumper.,19,18
10:15,139,Hasahn French Block.,19,18
10:15,139,D.J. Foreman Defensive Rebound.,19,18
9:57,139,Aaron Hines made Jumper.,19,20
9:40,259,Devin Wilson Turnover.,19,20
9:18,139,Jordan Goodwin made Layup.,19,22
8:45,259,Wabissa Bede missed Three Point Jumper.,19,22
8:45,259,Virginia Tech Deadball Team Rebound.,19,22
8:44,259,Virginia Tech  Turnover.,19,22
8:28,139,Jordan Goodwin made Three Point Jumper. Assisted by Hasahn French.,19,25
8:11,259,Nickeil Alexander-Walker missed Three Point Jumper.,19,25
8:11,139,Saint Louis Defensive Rebound.,19,25
7:58,139,Jalen Johnson made Jumper. Assisted by Aaron Hines.,19,27
7:35,259,Justin Bibbs made Jumper.,21,27
7:10,139,Aaron Hines missed Three Point Jumper.,21,27
7:10,259,Kerry Blackshear Jr. Defensive Rebound.,21,27
7:04,259,Kerry Blackshear Jr. Turnover.,21,27
7:04,139,Official TV Timeout,21,27
6:41,139,Foul on Hasahn French.,21,27
6:41,139,Hasahn French Turnover.,21,27
6:32,259,Justin Bibbs missed Three Point Jumper.,21,27
6:32,139,Aaron Hines Defensive Rebound.,21,27
6:09,139,Javon Bess made Layup.,21,29
5:48,139,Foul on Aaron Hines.,21,29
5:48,259,Wabissa Bede missed Free Throw.,21,29
5:48,139,Javon Bess Defensive Rebound.,21,29
5:32,259,Foul on Tyrie Jackson.,21,29
5:26,139,Javon Bess Turnover.,21,29
5:26,259,Tyrie Jackson Steal.,21,29
5:23,139,Foul on Jalen Johnson.,21,29
5:23,259,Tyrie Jackson made Free Throw.,22,29
5:23,259,Tyrie Jackson made Free Throw.,23,29
5:09,139,D.J. Foreman missed Jumper.,23,29
5:09,259,Tyrie Jackson Defensive Rebound.,23,29
5:01,259,Tyrie Jackson Turnover.,23,29
5:01,139,Jordan Goodwin Steal.,23,29
4:55,139,D.J. Foreman missed Layup.,23,29
4:55,259,Ahmed Hill Block.,23,29
4:55,139,Jordan Goodwin Offensive Rebound.,23,29
4:51,139,Jordan Goodwin missed Jumper.,23,29
4:51,139,Javon Bess Offensive Rebound.,23,29
4:51,259,Foul on Devin Wilson.,23,29
4:37,139,Jordan Goodwin missed Three Point Jumper.,23,29
4:37,259,Devin Wilson Defensive Rebound.,23,29
4:24,259,Ahmed Hill Turnover.,23,29
4:24,139,Jordan Goodwin Steal.,23,29
4:16,139,Javon Bess made Layup. Assisted by Jordan Goodwin.,23,31
4:05,259,Kerry Blackshear Jr. made Layup.,25,31
3:39,139,Javon Bess Turnover.,25,31
3:39,259,Devin Wilson Steal.,25,31
3:33,259,Justin Bibbs made Jumper.,27,31
3:15,139,Javon Bess made Layup.,27,33
2:59,259,Justin Bibbs missed Three Point Jumper.,27,33
2:59,139,D.J. Foreman Defensive Rebound.,27,33
2:41,139,Jordan Goodwin made Layup. Assisted by Jalen Johnson.,27,35
2:41,259,Foul on Devin Wilson.,27,35
2:41,139,Official TV Timeout,27,35
2:41,139,Jordan Goodwin made Free Throw.,27,36
2:21,259,Ahmed Hill missed Three Point Jumper.,27,36
2:21,139,Jordan Goodwin Defensive Rebound.,27,36
1:55,259,Foul on Kerry Blackshear Jr..,27,36
1:55,139,Javon Bess missed Free Throw.,27,36
1:55,259,Chris Clarke Defensive Rebound.,27,36
1:41,259,Nickeil Alexander-Walker missed Three Point Jumper.,27,36
1:41,139,Javon Bess Defensive Rebound.,27,36
1:13,139,Jordan Goodwin missed Three Point Jumper.,27,36
1:13,259,Nickeil Alexander-Walker Defensive Rebound.,27,36
0:59,259,Nickeil Alexander-Walker made Layup.,29,36
0:31,139,Aaron Hines missed Layup.,29,36
0:31,259,Chris Clarke Defensive Rebound.,29,36
0:27,139,Foul on Jordan Goodwin.,29,36
0:27,259,Chris Clarke missed Free Throw.,29,36
0:27,139,Jalen Johnson Defensive Rebound.,29,36
0:01,139,Aaron Hines missed Jumper.,29,36
0:01,139,Saint Louis Deadball Team Rebound.,29,36
0:00,139,End of 1st half,29,36
20:00,139,Jump Ball won by Saint Louis,29,36
19:42,139,Javon Bess missed Jumper.,29,36
19:42,139,Jordan Goodwin Offensive Rebound.,29,36
19:35,139,Jordan Goodwin missed Layup.,29,36
19:35,259,Justin Robinson Defensive Rebound.,29,36
19:29,259,Justin Robinson missed Layup.,29,36
19:29,139,Saint Louis Defensive Rebound.,29,36
19:28,259,Foul on Kerry Blackshear Jr..,29,36
19:11,139,Jalen Johnson missed Three Point Jumper.,29,36
19:11,259,Ahmed Hill Defensive Rebound.,29,36
18:50,259,Justin Robinson missed Layup.,29,36
18:50,139,Hasahn French Defensive Rebound.,29,36
18:45,259,Foul on Devin Wilson.,29,36
18:45,139,Javon Bess made Free Throw.,29,37
18:45,139,Javon Bess made Free Throw.,29,38
18:37,139,Foul on Hasahn French.,29,38
18:34,259,Ahmed Hill made Three Point Jumper. Assisted by Justin Robinson.,32,38
18:17,139,Javon Bess missed Three Point Jumper.,32,38
18:17,259,Chris Clarke Defensive Rebound.,32,38
18:01,259,Ahmed Hill missed Three Point Jumper.,32,38
18:01,139,Jordan Goodwin Defensive Rebound.,32,38
17:36,139,Davell Roby made Three Point Jumper. Assisted by D.J. Foreman.,32,41
17:05,139,Foul on Davell Roby.,32,41
17:05,259,Justin Robinson made Free Throw.,33,41
17:05,259,Justin Robinson made Free Throw.,34,41
16:52,139,Foul on D.J. Foreman.,34,41
16:52,139,D.J. Foreman Turnover.,34,41
16:40,259,Ahmed Hill made Layup.,36,41
16:38,139,Saint Louis  Timeout,36,41
16:22,139,Jordan Goodwin made Layup.,36,43
16:06,259,Chris Clarke missed Layup.,36,43
16:06,139,D.J. Foreman Defensive Rebound.,36,43
15:54,139,Jordan Goodwin missed Layup.,36,43
15:54,139,Saint Louis Offensive Rebound.,36,43
15:54,139,Official TV Timeout,36,43
15:47,139,Foul on D.J. Foreman.,36,43
15:47,139,D.J. Foreman Turnover.,36,43
15:36,139,Foul on Davell Roby.,36,43
15:36,259,Kerry Blackshear Jr. missed Free Throw.,36,43
15:36,259,Virginia Tech Deadball Team Rebound.,36,43
15:36,259,Kerry Blackshear Jr. made Free Throw.,37,43
15:23,139,D.J. Foreman made Layup.,37,45
15:06,139,Foul on D.J. Foreman.,37,45
15:06,259,Nickeil Alexander-Walker made Free Throw.,38,45
15:06,259,Nickeil Alexander-Walker missed Free Throw.,38,45
15:06,139,Jalen Johnson Defensive Rebound.,38,45
14:38,139,D.J. Foreman missed Jumper.,38,45
14:38,259,Kerry Blackshear Jr. Defensive Rebound.,38,45
14:29,139,Foul on D.J. Foreman.,38,45
14:29,259,Kerry Blackshear Jr. made Free Throw.,39,45
14:29,259,Kerry Blackshear Jr. missed Free Throw.,39,45
14:29,139,Jalen Johnson Defensive Rebound.,39,45
14:08,139,Aaron Hines made Three Point Jumper. Assisted by Hasahn French.,39,48
13:57,259,Justin Robinson missed Layup.,39,48
13:57,139,Hasahn French Block.,39,48
13:57,139,Jalen Johnson Defensive Rebound.,39,48
13:51,139,Jordan Goodwin missed Three Point Jumper.,39,48
13:51,139,Javon Bess Offensive Rebound.,39,48
13:40,139,Jordan Goodwin made Layup. Assisted by Javon Bess.,39,50
13:23,259,Kerry Blackshear Jr. made Layup.,41,50
13:23,139,Foul on Hasahn French.,41,50
13:23,259,Kerry Blackshear Jr. missed Free Throw.,41,50
13:23,139,Jalen Johnson Defensive Rebound.,41,50
13:05,139,Jordan Goodwin missed Layup.,41,50
13:05,259,Kerry Blackshear Jr. Block.,41,50
13:05,139,Saint Louis Offensive Rebound.,41,50
13:05,259,Foul on Nickeil Alexander-Walker.,41,50
13:05,139,Saint Louis  Timeout,41,50
12:59,139,Aaron Hines missed Jumper.,41,50
12:59,259,Ahmed Hill Defensive Rebound.,41,50
12:47,259,Kerry Blackshear Jr. Turnover.,41,50
12:47,139,Jordan Goodwin Steal.,41,50
12:28,259,Foul on Nickeil Alexander-Walker.,41,50
12:12,139,Jordan Goodwin missed Jumper.,41,50
12:12,259,Kerry Blackshear Jr. Defensive Rebound.,41,50
12:06,259,Justin Bibbs missed Three Point Jumper.,41,50
12:06,139,Jordan Goodwin Defensive Rebound.,41,50
11:35,139,Aaron Hines made Jumper.,41,52
11:15,259,Kerry Blackshear Jr. made Jumper.,43,52
10:53,259,Foul on Devin Wilson.,43,52
10:53,139,Official TV Timeout,43,52
10:41,139,Jalen Johnson made Three Point Jumper. Assisted by Aaron Hines.,43,55
10:25,259,Ahmed Hill made Layup. Assisted by Kerry Blackshear Jr..,45,55
10:04,139,Javon Bess Turnover.,45,55
10:04,259,Justin Robinson Steal.,45,55
9:58,139,Foul on Aaron Hines.,45,55
9:58,259,Ahmed Hill missed Free Throw.,45,55
9:58,259,Virginia Tech Deadball Team Rebound.,45,55
9:58,259,Ahmed Hill made Free Throw.,46,55
9:31,139,Aaron Hines made Layup.,46,57
9:25,139,Foul on Javon Bess.,46,57
9:25,259,Justin Bibbs made Free Throw.,47,57
9:25,259,Justin Bibbs made Free Throw.,48,57
9:06,139,Aaron Hines Turnover.,48,57
8:49,139,Foul on Aaron Hines.,48,57
8:49,259,Justin Robinson made Free Throw.,49,57
8:49,259,Justin Robinson missed Free Throw.,49,57
8:49,139,Hasahn French Defensive Rebound.,49,57
8:29,139,Hasahn French made Layup. Assisted by Jordan Goodwin.,49,59
8:16,259,Justin Robinson missed Three Point Jumper.,49,59
8:16,139,Javon Bess Defensive Rebound.,49,59
8:16,259,Foul on Kerry Blackshear Jr..,49,59
7:57,259,Foul on Justin Robinson.,49,59
7:57,139,Official TV Timeout,49,59
7:57,139,Jalen Johnson made Free Throw.,49,60
7:57,139,Jalen Johnson made Free Throw.,49,61
7:40,259,Chris Clarke made Layup.,51,61
7:07,139,Davell Roby missed Jumper.,51,61
7:07,139,Saint Louis Deadball Team Rebound.,51,61
7:06,139,Saint Louis  Turnover.,51,61
6:56,139,Foul on Hasahn French.,51,61
6:56,259,Justin Robinson made Free Throw.,52,61
6:56,259,Justin Robinson made Free Throw.,53,61
6:27,139,Davell Roby Turnover.,53,61
6:27,259,Justin Robinson Steal.,53,61
6:26,259,Jump Ball won by Virginia Tech,53,61
6:20,259,Ahmed Hill made Three Point Jumper. Assisted by Justin Robinson.,56,61
5:57,139,Jordan Goodwin missed Three Point Jumper.,56,61
5:57,259,Chris Clarke Defensive Rebound.,56,61
5:49,259,Justin Robinson missed Three Point Jumper.,56,61
5:49,139,Javon Bess Defensive Rebound.,56,61
5:22,139,Jordan Goodwin made Layup. Assisted by Davell Roby.,56,63
5:14,259,Chris Clarke missed Layup.,56,63
5:14,139,Jordan Goodwin Defensive Rebound.,56,63
4:53,259,Foul on Ahmed Hill.,56,63
4:53,139,Javon Bess made Free Throw.,56,64
4:53,139,Javon Bess missed Free Throw.,56,64
4:53,259,Chris Clarke Defensive Rebound.,56,64
4:46,259,Chris Clarke missed Layup.,56,64
4:46,259,Virginia Tech Offensive Rebound.,56,64
4:41,259,Justin Bibbs made Jumper. Assisted by Chris Clarke.,58,64
4:41,139,Foul on Javon Bess.,58,64
4:41,259,Justin Bibbs missed Free Throw.,58,64
4:41,139,Javon Bess Defensive Rebound.,58,64
4:21,139,Javon Bess Turnover.,58,64
4:21,259,Ahmed Hill Steal.,58,64
4:14,259,Ahmed Hill missed Layup.,58,64
4:14,139,Saint Louis Defensive Rebound.,58,64
4:01,139,Davell Roby missed Jumper.,58,64
4:01,259,Kerry Blackshear Jr. Block.,58,64
4:01,259,Kerry Blackshear Jr. Defensive Rebound.,58,64
3:54,259,Nickeil Alexander-Walker missed Layup.,58,64
3:54,259,Ahmed Hill Offensive Rebound.,58,64
3:48,259,Ahmed Hill made Layup.,60,64
3:23,139,Jump Ball won by Saint Louis,60,64
3:23,139,Official TV Timeout,60,64
3:18,259,Foul on Kerry Blackshear Jr..,60,64
3:18,139,D.J. Foreman missed Free Throw.,60,64
3:18,259,Justin Bibbs Defensive Rebound.,60,64
3:05,259,Ahmed Hill missed Three Point Jumper.,60,64
3:05,139,Jordan Goodwin Defensive Rebound.,60,64
2:32,139,Javon Bess missed Three Point Jumper.,60,64
2:32,259,Nickeil Alexander-Walker Block.,60,64
2:32,259,Justin Robinson Defensive Rebound.,60,64
2:26,259,Justin Robinson Turnover.,60,64
2:05,139,Davell Roby made Layup.,60,66
1:59,259,Ahmed Hill made Layup. Assisted by Justin Robinson.,62,66
1:32,139,Jordan Goodwin missed Three Point Jumper.,62,66
1:32,259,Chris Clarke Defensive Rebound.,62,66
1:21,259,Nickeil Alexander-Walker missed Three Point Jumper.,62,66
1:21,139,Jordan Goodwin Defensive Rebound.,62,66
0:54,259,Foul on Nickeil Alexander-Walker.,62,66
0:54,139,Javon Bess made Free Throw.,62,67
0:54,139,Javon Bess missed Free Throw.,62,67
0:54,259,Chris Clarke Defensive Rebound.,62,67
0:47,139,Foul on Jalen Johnson.,62,67
0:47,259,Justin Robinson made Free Throw.,63,67
0:47,259,Justin Robinson missed Free Throw.,63,67
0:47,139,Javon Bess Defensive Rebound.,63,67
0:46,259,Foul on Ahmed Hill.,63,67
0:46,139,Javon Bess made Free Throw.,63,68
0:46,139,Javon Bess made Free Throw.,63,69
0:39,139,Foul on Jordan Goodwin.,63,69
0:39,259,Nickeil Alexander-Walker missed Free Throw.,63,69
0:39,259,Virginia Tech Deadball Team Rebound.,63,69
0:39,259,Nickeil Alexander-Walker made Free Throw.,64,69
0:39,259,Virginia Tech  Timeout,64,69
0:38,259,Foul on Chris Clarke.,64,69
0:38,139,Javon Bess made Free Throw.,64,70
0:38,139,Javon Bess made Free Throw.,64,71
0:37,139,Foul on Aaron Hines.,64,71
0:37,259,Justin Robinson made Free Throw.,65,71
0:37,259,Justin Robinson made Free Throw.,66,71
0:36,259,Foul on Justin Robinson.,66,71
0:36,139,Jordan Goodwin missed Free Throw.,66,71
0:36,139,Saint Louis Deadball Team Rebound.,66,71
0:36,139,Jordan Goodwin made Free Throw.,66,72
0:30,259,Chris Clarke missed Layup.,66,72
0:30,259,Chris Clarke Offensive Rebound.,66,72
0:26,259,Chris Clarke missed Layup.,66,72
0:26,139,Jordan Goodwin Defensive Rebound.,66,72
0:24,259,Foul on Ahmed Hill.,66,72
0:24,139,Jordan Goodwin made Free Throw.,66,73
0:24,139,Jordan Goodwin made Free Throw.,66,74
0:19,259,Justin Robinson missed Layup.,66,74
0:19,259,Chris Clarke Offensive Rebound.,66,74
0:14,259,Ahmed Hill missed Three Point Jumper.,66,74
0:14,259,Chris Clarke Offensive Rebound.,66,74
0:11,139,Foul on D.J. Foreman.,66,74
0:11,259,Chris Clarke made Free Throw.,67,74
0:11,259,Chris Clarke made Free Throw.,68,74
0:11,139,Saint Louis  Timeout,68,74
0:08,259,Foul on Justin Robinson.,68,74
0:08,139,Davell Roby made Free Throw.,68,75
0:08,139,Davell Roby missed Free Throw.,68,75
0:08,259,Justin Bibbs Defensive Rebound.,68,75
0:02,259,Justin Bibbs made Three Point Jumper.,71,75
0:02,259,Virginia Tech  Timeout,71,75
0:01,259,Foul on Chris Clarke.,71,75
0:01,139,Javon Bess made Free Throw.,71,76
0:01,139,Javon Bess made Free Throw.,71,77
0:01,259,Virginia Tech  Timeout,71,77
0:00,139,End of Game,71,77
