Cornell,2751,Wyoming,172
12:50,172,Stone Gettings Defensive Rebound.,47,73
12:44,172,Matt Morgan made Jumper.,49,73
12:44,2751,Foul on Cody Kelley.,49,73
12:44,172,Matt Morgan made Free Throw.,50,73
12:31,2751,Cody Kelley missed Jumper.,50,73
12:31,172,Darryl Smith Block.,50,73
12:29,172,Darryl Smith Defensive Rebound.,50,73
12:24,172,Donovan Wright missed Three Point Jumper.,50,73
12:24,172,Josh Warren Offensive Rebound.,50,73
12:20,172,Josh Warren missed Layup.,50,73
12:20,2751,Morris Marshall Defensive Rebound.,50,73
12:09,2751,Jordan Naughton missed Jumper.,50,73
12:09,172,Josh Warren Defensive Rebound.,50,73
11:57,172,Donovan Wright missed Jumper.,50,73
11:57,2751,Jordan Naughton Block.,50,73
11:54,2751,Sam Averbuck Defensive Rebound.,50,73
11:52,172,Foul on Desmond Fleming.,50,73
11:52,2751,Wyoming  Timeout,50,73
11:52,2751,Louis Adams made Free Throw.,50,74
11:52,2751,Louis Adams missed Free Throw.,50,74
11:52,172,Darryl Smith Defensive Rebound.,50,74
11:37,2751,Foul on Jeremy Lieberman.,50,74
11:23,172,Troy Whiteside made Jumper.,52,74
10:53,2751,Louis Adams made Three Point Jumper. Assisted by Sam Averbuck.,52,77
10:29,172,Stone Gettings made Three Point Jumper. Assisted by Wil Bathurst.,55,77
10:02,2751,Alan Herndon made Three Point Jumper. Assisted by Sam Averbuck.,55,80
9:49,172,Stone Gettings made Three Point Jumper. Assisted by Troy Whiteside.,58,80
9:26,2751,Alan Herndon missed Three Point Jumper.,58,80
9:26,172,Darryl Smith Defensive Rebound.,58,80
9:15,172,Desmond Fleming missed Three Point Jumper.,58,80
9:15,2751,Alan Herndon Defensive Rebound.,58,80
9:04,2751,Louis Adams made Three Point Jumper. Assisted by Jeremy Lieberman.,58,83
8:52,172,Cornell  Timeout,58,83
8:30,172,Robert Hatter Turnover.,58,83
8:28,2751,Louis Adams Steal.,58,83
8:19,2751,Sam Averbuck missed Jumper.,58,83
8:19,2751,Morris Marshall Offensive Rebound.,58,83
8:16,2751,Morris Marshall made Layup.,58,85
8:03,2751,Foul on Morris Marshall.,58,85
8:03,172,Matt Morgan missed Free Throw.,58,85
8:03,2751,Louis Adams Defensive Rebound.,58,85
7:46,2751,Cody Kelley missed Jumper.,58,85
7:46,172,Troy Whiteside Defensive Rebound.,58,85
7:35,172,Troy Whiteside made Layup.,61,85
7:35,172,Troy Whiteside made Free Throw.,59,85
7:34,2751,Foul on Sam Averbuck.,61,85
7:33,2751,Wyoming  Timeout,61,85
7:12,2751,Cody Kelley missed Three Point Jumper.,61,85
7:12,172,Stone Gettings Defensive Rebound.,61,85
7:08,2751,Foul on Cody Kelley.,61,85
7:08,172,Stone Gettings made Free Throw.,62,85
7:08,172,Stone Gettings made Free Throw.,63,85
6:47,2751,Morris Marshall made Jumper. Assisted by Sam Averbuck.,63,87
6:25,172,Stone Gettings made Jumper. Assisted by Matt Morgan.,65,87
6:15,2751,Alan Herndon missed Three Point Jumper.,65,87
6:15,2751,Sam Averbuck Offensive Rebound.,65,87
6:03,2751,Morris Marshall missed Jumper.,65,87
6:03,172,Stone Gettings Defensive Rebound.,65,87
5:53,2751,Foul on Louis Adams.,65,87
5:53,172,Matt Morgan made Free Throw.,66,87
5:53,172,Matt Morgan made Free Throw.,67,87
5:39,2751,Louis Adams Turnover.,67,87
5:25,172,Josh Warren Turnover.,67,87
5:24,2751,Morris Marshall Steal.,67,87
5:22,2751,Morris Marshall missed Free Throw.,67,87
5:22,2751,Wyoming Deadball Team Rebound.,67,87
5:22,2751,Morris Marshall made Free Throw.,67,88
5:14,2751,Foul on Jordan Naughton.,67,88
5:14,172,Donovan Wright made Free Throw.,68,88
5:14,172,Donovan Wright missed Free Throw.,68,88
5:14,2751,Louis Adams Defensive Rebound.,68,88
5:01,2751,Jeremy Lieberman missed Layup.,68,88
5:01,172,Donovan Wright Defensive Rebound.,68,88
4:52,172,Cornell  Timeout,68,88
4:39,172,Donovan Wright made Layup.,70,88
4:39,2751,Foul on Jordan Naughton.,70,88
4:39,172,Donovan Wright made Free Throw.,71,88
4:22,2751,Louis Adams made Layup. Assisted by Jeremy Lieberman.,71,90
4:14,2751,Foul on Sam Averbuck.,71,90
4:14,172,Matt Morgan missed Free Throw.,71,90
4:14,172,Cornell Deadball Team Rebound.,71,90
4:14,172,Matt Morgan made Free Throw.,72,90
3:48,2751,Louis Adams made Layup.,72,92
3:48,172,Foul on Robert Hatter.,72,92
3:48,2751,Wyoming  Timeout,72,92
3:48,2751,Louis Adams made Free Throw.,72,93
3:28,172,Matt Morgan Turnover.,72,93
3:27,2751,Jordan Naughton Steal.,72,93
3:12,172,Foul on Donovan Wright.,72,93
3:12,2751,Jordan Naughton made Free Throw.,72,94
3:12,2751,Jordan Naughton made Free Throw.,72,95
2:51,2751,Foul on Jonathan Barnes.,72,95
2:51,172,Donovan Wright made Free Throw.,73,95
2:51,172,Donovan Wright made Free Throw.,74,95
2:41,2751,Cody Kelley made Jumper.,74,97
2:22,172,Josh Warren missed Three Point Jumper.,74,97
2:22,2751,Morris Marshall Defensive Rebound.,74,97
2:02,2751,Sam Averbuck missed Jumper.,74,97
2:02,172,Josh Warren Block.,74,97
1:59,172,Matt Morgan Defensive Rebound.,74,97
1:57,172,Matt Morgan made Layup.,76,97
1:29,2751,Morris Marshall missed Three Point Jumper.,76,97
1:29,172,Wil Bathurst Defensive Rebound.,76,97
1:23,172,Cornell  Timeout,76,97
1:13,172,Jack Gordon made Jumper.,78,97
0:47,2751,Jeremy Lieberman missed Three Point Jumper.,78,97
0:47,172,Desmond Fleming Defensive Rebound.,78,97
0:21,172,Joel Davis missed Three Point Jumper.,78,97
0:21,2751,Morris Marshall Defensive Rebound.,78,97
0:00,2751,End of Game,78,97
