Utah Valley,2692,Weber State,3084
9:09,2692,Foul on Kyndahl Hill.,14,18
9:05,3084,Isaac Neilson made Free Throw.,15,18
9:05,3084,Isaac Neilson made Free Throw.,16,18
8:41,3084,Foul on Zach Nelson.,16,18
8:41,2692,Dusty Baker missed Free Throw.,16,18
8:41,2692,Weber State Deadball Team Rebound.,16,18
8:41,2692,Dusty Baker made Free Throw.,16,19
8:25,3084,Jordan Poydras made Three Point Jumper. Assisted by Ivory Young.,19,19
7:58,3084,Foul on Jordan Poydras.,19,19
7:58,2692,Official TV Timeout,19,19
7:58,3084,Isaac Neilson missed Free Throw.,19,19
7:54,3084,Zach Nelson Offensive Rebound.,19,19
7:50,3084,Zach Nelson Turnover.,19,19
7:46,3084,Foul on Zach Nelson.,19,19
7:46,2692,McKay Cannon missed Free Throw.,19,19
7:46,2692,Weber State Deadball Team Rebound.,19,19
7:46,2692,McKay Cannon made Free Throw.,19,20
7:25,3084,Jordan Poydras missed Jumper.,19,20
7:25,2692,Cody John Defensive Rebound.,19,20
7:12,2692,Kyndahl Hill made Layup. Assisted by Ryan Richardson.,19,22
6:58,3084,Kenneth Ogbe made Jumper.,21,22
6:42,2692,Kyndahl Hill made Layup.,21,24
6:36,3084,Utah Valley  Timeout,21,24
6:14,3084,Ivory Young missed Three Point Jumper.,21,24
6:14,2692,Kyndahl Hill Defensive Rebound.,21,24
5:54,2692,Cody John missed Three Point Jumper.,21,24
5:54,3084,Ivory Young Defensive Rebound.,21,24
5:44,3084,Ivory Young made Three Point Jumper. Assisted by Brandon Randolph.,24,24
5:30,2692,McKay Cannon made Jumper.,24,26
5:10,3084,Zach Nelson made Jumper.,26,26
4:50,3084,Foul on Isaac Neilson.,26,26
4:50,2692,Kyndahl Hill made Free Throw.,26,27
4:50,2692,Kyndahl Hill made Free Throw.,26,28
4:36,2692,Foul on Ryan Richardson.,26,28
4:36,3084,Conner Toolson made Free Throw.,27,28
4:36,3084,Conner Toolson made Free Throw.,28,28
4:26,2692,Jerrick Harding Turnover.,28,28
4:16,3084,Brandon Randolph missed Layup.,28,28
4:16,2692,Kyndahl Hill Defensive Rebound.,28,28
4:06,2692,Kyndahl Hill missed Layup.,28,28
4:06,2692,Kyndahl Hill Offensive Rebound.,28,28
4:02,2692,Kyndahl Hill missed Layup.,28,28
4:02,3084,Brandon Randolph Defensive Rebound.,28,28
3:46,3084,Conner Toolson missed Layup.,28,28
3:46,3084,Joonas Tahvanainen Offensive Rebound.,28,28
3:42,3084,Joonas Tahvanainen made Layup.,30,28
3:20,2692,Jerrick Harding made Layup.,30,30
3:02,3084,Ivory Young made Jumper.,32,30
3:02,3084,Ivory Young Turnover.,32,30
3:02,2692,Official TV Timeout,32,30
2:55,3084,Joonas Tahvanainen made Jumper. Assisted by Ivory Young.,34,30
2:47,2692,Dusty Baker missed Layup.,34,30
2:46,3084,Hayden Schenck Block.,34,30
2:45,2692,Jordan Dallas Offensive Rebound.,34,30
2:43,2692,Jerrick Harding made Layup.,34,32
2:42,2692,Jerrick Harding Turnover.,34,32
2:41,3084,Hayden Schenck Steal.,34,32
2:37,3084,Hayden Schenck made Layup.,36,32
2:19,2692,Foul on Dusty Baker.,36,32
2:16,2692,Dusty Baker made Three Point Jumper.,36,35
2:13,3084,Hayden Schenck missed Free Throw.,36,35
2:13,2692,Jeremy Senglin Defensive Rebound.,36,35
1:13,2692,Jeremy Senglin missed Jumper.,36,35
1:13,3084,Telly Davenport Defensive Rebound.,36,35
1:11,3084,Foul on Hayden Schenck.,36,35
1:11,2692,Kyndahl Hill made Free Throw.,36,36
1:11,2692,Kyndahl Hill made Free Throw.,36,37
1:01,3084,Conner Toolson made Layup. Assisted by Brandon Randolph.,38,37
0:46,2692,Jordan Dallas made Layup.,38,39
0:32,3084,Jordan Poydras Turnover.,38,39
0:07,2692,Jeremy Senglin made Layup.,38,41
0:00,3084,Jordan Poydras missed Jumper.,38,41
0:00,2692,Weber State Defensive Rebound.,38,41
0:00,2692,End of 1st half,38,41
19:36,3084,Zach Nelson missed Jumper.,38,41
19:36,3084,Isaac Neilson Offensive Rebound.,38,41
19:31,3084,Kenneth Ogbe made Three Point Jumper. Assisted by Isaac Neilson.,41,41
19:07,2692,Ryan Richardson made Three Point Jumper. Assisted by Cody John.,41,44
18:50,2692,Foul on Jeremy Senglin.,41,44
18:49,3084,Kenneth Ogbe missed Three Point Jumper.,41,44
18:49,2692,Kyndahl Hill Defensive Rebound.,41,44
18:39,2692,Zach Braxton made Dunk. Assisted by Cody John.,41,46
18:22,2692,Foul on Kyndahl Hill.,41,46
18:22,3084,Isaac Neilson made Free Throw.,42,46
18:22,3084,Isaac Neilson missed Free Throw.,42,46
18:22,2692,Zach Braxton Defensive Rebound.,42,46
18:09,2692,Ryan Richardson missed Three Point Jumper.,42,46
18:09,3084,Conner Toolson Defensive Rebound.,42,46
17:55,3084,Zach Nelson made Three Point Jumper. Assisted by Brandon Randolph.,45,46
17:38,2692,Zach Braxton made Layup. Assisted by Cody John.,45,48
17:26,3084,Conner Toolson missed Three Point Jumper.,45,48
17:26,2692,Jeremy Senglin Defensive Rebound.,45,48
17:17,2692,Jeremy Senglin made Layup.,45,50
16:59,3084,Zach Nelson missed Three Point Jumper.,45,50
16:59,2692,Jeremy Senglin Defensive Rebound.,45,50
16:43,2692,Foul on Ryan Richardson.,45,50
16:43,2692,Ryan Richardson Turnover.,45,50
16:21,3084,Zach Nelson made Three Point Jumper. Assisted by Conner Toolson.,48,50
16:02,2692,Jeremy Senglin made Three Point Jumper. Assisted by Cody John.,48,53
15:42,3084,Brandon Randolph made Jumper.,50,53
15:22,2692,Jeremy Senglin missed Three Point Jumper.,50,53
15:22,3084,Kenneth Ogbe Defensive Rebound.,50,53
15:14,3084,Kenneth Ogbe missed Layup.,50,53
15:14,2692,Kyndahl Hill Block.,50,53
15:10,3084,Isaac Neilson Offensive Rebound.,50,53
15:07,3084,Isaac Neilson missed Three Point Jumper.,50,53
15:07,3084,Brandon Randolph Offensive Rebound.,50,53
15:02,2692,Foul on McKay Cannon.,50,53
15:02,2692,Official TV Timeout,50,53
14:57,3084,Conner Toolson missed Layup.,50,53
14:57,3084,Zach Nelson Offensive Rebound.,50,53
14:50,3084,Zach Nelson missed Layup.,50,53
14:50,2692,Zach Braxton Defensive Rebound.,50,53
14:41,2692,Zach Braxton made Layup. Assisted by Jeremy Senglin.,50,55
14:34,3084,Conner Toolson missed Three Point Jumper.,50,55
14:34,2692,McKay Cannon Defensive Rebound.,50,55
14:26,3084,Foul on Isaac Neilson.,50,55
14:22,2692,Jeremy Senglin missed Jumper.,50,55
14:22,3084,Utah Valley Defensive Rebound.,50,55
14:00,3084,Zach Nelson made Dunk.,52,55
13:42,2692,Kyndahl Hill Turnover.,52,55
13:41,3084,Hayden Schenck Steal.,52,55
13:38,3084,Conner Toolson made Layup.,54,55
13:10,2692,Foul on Cody John.,54,55
13:10,2692,Cody John Turnover.,54,55
12:46,3084,Conner Toolson Turnover.,54,55
12:44,2692,Jeremy Senglin Steal.,54,55
12:43,3084,Foul on Hayden Schenck.,54,55
12:37,2692,McKay Cannon made Three Point Jumper.,54,58
12:29,3084,Ivory Young missed Three Point Jumper.,54,58
12:29,2692,Dusty Baker Defensive Rebound.,54,58
12:21,2692,Jerrick Harding missed Three Point Jumper.,54,58
12:21,3084,Jared Stutzman Defensive Rebound.,54,58
12:11,2692,Foul on Jerrick Harding.,54,58
12:08,3084,Brandon Randolph made Layup.,56,58
11:51,3084,Foul on Brandon Randolph.,56,58
11:51,2692,Official TV Timeout,56,58
11:43,2692,Kyndahl Hill made Layup.,56,60
11:34,3084,Brandon Randolph Turnover.,56,60
11:33,2692,Jerrick Harding Steal.,56,60
11:31,2692,Jerrick Harding made Dunk.,56,62
11:18,3084,Isaac Neilson made Jumper. Assisted by Brandon Randolph.,58,62
10:58,2692,Dusty Baker made Three Point Jumper. Assisted by Jeremy Senglin.,58,65
10:36,3084,Isaac Neilson made Layup. Assisted by Zach Nelson.,60,65
10:20,3084,Foul on Ivory Young.,60,65
10:20,2692,Jeremy Senglin missed Free Throw.,60,65
10:20,2692,Weber State Deadball Team Rebound.,60,65
10:20,2692,Jeremy Senglin made Free Throw.,60,66
10:09,2692,Foul on Kyndahl Hill.,60,66
10:09,3084,Isaac Neilson made Free Throw.,61,66
10:09,3084,Isaac Neilson made Free Throw.,62,66
9:55,2692,Jeremy Senglin missed Three Point Jumper.,62,66
9:55,3084,Isaac Neilson Defensive Rebound.,62,66
9:45,3084,Zach Nelson made Layup. Assisted by Kenneth Ogbe.,64,66
9:27,2692,Jeremy Senglin Turnover.,64,66
9:26,3084,Zach Nelson Steal.,64,66
9:20,3084,Zach Nelson missed Three Point Jumper.,64,66
9:20,2692,Zach Braxton Defensive Rebound.,64,66
8:54,3084,Foul on Kenneth Ogbe.,64,66
8:32,2692,Zach Braxton made Layup. Assisted by Dusty Baker.,64,68
8:03,3084,Brandon Randolph missed Three Point Jumper.,64,68
8:03,2692,Ryan Richardson Defensive Rebound.,64,68
7:53,2692,Cody John missed Layup.,64,68
7:53,3084,Isaac Neilson Block.,64,68
7:50,3084,Brandon Randolph Defensive Rebound.,64,68
7:48,3084,Brandon Randolph made Layup.,66,68
7:32,2692,Zach Braxton made Layup. Assisted by Dusty Baker.,66,70
7:26,3084,Foul on Isaac Neilson.,66,70
7:19,2692,Official TV Timeout,66,70
7:19,2692,Zach Braxton made Free Throw.,66,71
7:07,3084,Hayden Schenck missed Layup.,66,71
7:07,3084,Joonas Tahvanainen Offensive Rebound.,66,71
7:01,2692,Foul on Ryan Richardson.,66,71
7:01,3084,Joonas Tahvanainen made Free Throw.,67,71
7:01,3084,Joonas Tahvanainen missed Free Throw.,67,71
7:01,2692,Jeremy Senglin Defensive Rebound.,67,71
6:37,2692,Jeremy Senglin made Three Point Jumper.,67,74
6:24,2692,Foul on Cody John.,67,74
6:24,3084,Kenneth Ogbe missed Free Throw.,67,74
6:24,3084,Utah Valley Deadball Team Rebound.,67,74
6:24,3084,Kenneth Ogbe missed Free Throw.,67,74
6:24,2692,Zach Braxton Defensive Rebound.,67,74
6:19,2692,Jeremy Senglin missed Layup.,67,74
6:19,3084,Ivory Young Defensive Rebound.,67,74
6:12,3084,Ivory Young Turnover.,67,74
6:11,2692,Jeremy Senglin Steal.,67,74
5:59,2692,Dusty Baker made Three Point Jumper.,67,77
5:40,3084,Hayden Schenck made Jumper.,69,77
5:16,2692,Jeremy Senglin made Three Point Jumper.,69,80
5:05,3084,Utah Valley  Timeout,69,80
4:49,3084,Hayden Schenck missed Three Point Jumper.,69,80
4:49,2692,McKay Cannon Defensive Rebound.,69,80
4:23,3084,Foul on Conner Toolson.,69,80
4:23,2692,Jeremy Senglin made Free Throw.,69,81
4:23,2692,Jeremy Senglin made Free Throw.,69,82
4:18,3084,Conner Toolson made Layup.,71,82
3:53,2692,Dusty Baker missed Three Point Jumper.,71,82
3:53,3084,Kenneth Ogbe Defensive Rebound.,71,82
3:28,3084,Conner Toolson missed Three Point Jumper.,71,82
3:28,2692,Weber State Defensive Rebound.,71,82
3:21,2692,Official TV Timeout,71,82
3:02,2692,Jeremy Senglin made Three Point Jumper. Assisted by Dusty Baker.,71,85
2:46,2692,Foul on Jeremy Senglin.,71,85
2:46,3084,Ivory Young missed Free Throw.,71,85
2:46,3084,Utah Valley Deadball Team Rebound.,71,85
2:46,3084,Ivory Young made Free Throw.,72,85
2:21,2692,Cody John missed Three Point Jumper.,72,85
2:21,3084,Utah Valley Defensive Rebound.,72,85
2:06,3084,Brandon Randolph made Jumper.,74,85
1:38,2692,Cody John missed Layup.,74,85
1:38,3084,Conner Toolson Defensive Rebound.,74,85
1:33,2692,Foul on McKay Cannon.,74,85
1:33,3084,Conner Toolson made Free Throw.,75,85
1:33,3084,Conner Toolson made Free Throw.,76,85
1:33,3084,Utah Valley  Timeout,76,85
1:31,3084,Foul on Ivory Young.,76,85
1:31,2692,McKay Cannon missed Free Throw.,76,85
1:31,3084,Conner Toolson Defensive Rebound.,76,85
1:27,2692,Foul on Kyndahl Hill.,76,85
1:27,3084,Brandon Randolph made Free Throw.,77,85
1:27,3084,Brandon Randolph missed Free Throw.,77,85
1:27,2692,Dusty Baker Defensive Rebound.,77,85
1:23,2692,Jeremy Senglin Turnover.,77,85
1:10,3084,Brandon Randolph Turnover.,77,85
1:09,2692,McKay Cannon Steal.,77,85
1:08,3084,Foul on Ivory Young.,77,85
1:08,2692,Ryan Richardson missed Free Throw.,77,85
1:08,3084,Kenneth Ogbe Defensive Rebound.,77,85
1:03,3084,Brandon Randolph made Jumper.,79,85
0:55,3084,Foul on Ivory Young.,79,85
0:55,2692,McKay Cannon missed Free Throw.,79,85
0:55,2692,Weber State Deadball Team Rebound.,79,85
0:55,2692,McKay Cannon made Free Throw.,79,86
0:47,3084,Conner Toolson missed Jumper.,79,86
0:47,3084,Kenneth Ogbe Offensive Rebound.,79,86
0:40,3084,Utah Valley  Timeout,79,86
0:39,3084,Foul on Joonas Tahvanainen.,79,86
0:39,2692,Kyndahl Hill made Free Throw.,79,87
0:39,2692,Kyndahl Hill made Free Throw.,79,88
0:34,3084,Brandon Randolph made Layup.,81,88
0:32,3084,Foul on Joonas Tahvanainen.,81,88
0:32,2692,Kyndahl Hill made Free Throw.,81,89
0:32,2692,Kyndahl Hill made Free Throw.,81,90
0:27,3084,Jordan Poydras Turnover.,81,90
0:26,2692,Weber State  Timeout,81,90
0:17,2692,Cody John Turnover.,81,90
0:17,3084,Brandon Randolph Steal.,81,90
0:17,2692,Foul on Dusty Baker.,81,90
0:17,3084,Kenneth Ogbe made Free Throw.,82,90
0:17,3084,Kenneth Ogbe missed Free Throw.,82,90
0:17,3084,Utah Valley Deadball Team Rebound.,82,90
0:17,3084,Kenneth Ogbe made Free Throw.,83,90
0:17,2692,Weber State  Timeout,83,90
0:15,3084,Foul on Conner Toolson.,83,90
0:15,2692,Dusty Baker made Free Throw.,83,91
0:15,2692,Dusty Baker made Free Throw.,83,92
0:11,3084,Brandon Randolph made Layup.,85,92
0:06,3084,Foul on Conner Toolson.,85,92
0:06,2692,Ryan Richardson missed Free Throw.,85,92
0:06,2692,Weber State Deadball Team Rebound.,85,92
0:06,2692,Ryan Richardson made Free Throw.,85,93
0:05,3084,Conner Toolson missed Three Point Jumper.,85,93
0:05,2692,Dusty Baker Defensive Rebound.,85,93
0:00,2692,End of Game,85,93
