UT Rio Grande Valley,248,Houston,292
9:59,292,Foul on Mike Nwabuzor.,10,24
9:59,248,Wes VanBeck made Free Throw.,10,25
9:59,248,Wes VanBeck made Free Throw.,10,26
9:33,292,Moe McDonald missed Three Point Jumper.,10,26
9:33,248,Galen Robinson Jr. Defensive Rebound.,10,26
9:01,248,Galen Robinson Jr. missed Jumper.,10,26
9:01,292,Antonio Green Defensive Rebound.,10,26
8:40,292,Antonio Green missed Jumper.,10,26
8:40,292,Walter Jones Offensive Rebound.,10,26
8:35,292,Walter Jones made Two Point Tip Shot.,12,26
8:12,248,Armoni Brooks missed Three Point Jumper.,12,26
8:12,292,Antonio Green Defensive Rebound.,12,26
8:03,292,Walter Jones made Layup.,14,26
8:02,248,Houston  Timeout,14,26
8:02,248,Official TV Timeout,14,26
7:44,292,Foul on Moe McDonald.,14,26
7:44,248,Damyean Dotson made Free Throw.,14,27
7:44,248,Damyean Dotson made Free Throw.,14,28
7:27,292,Walter Jones Turnover.,14,28
7:26,248,Galen Robinson Jr. Steal.,14,28
7:21,248,Wes VanBeck missed Three Point Jumper.,14,28
7:21,248,Rob Gray Jr. Offensive Rebound.,14,28
7:09,248,Foul on Wes VanBeck.,14,28
7:09,248,Wes VanBeck Turnover.,14,28
6:51,292,Antonio Green missed Three Point Jumper.,14,28
6:51,248,Houston Defensive Rebound.,14,28
6:41,248,Galen Robinson Jr. Turnover.,14,28
6:40,292,Moe McDonald Steal.,14,28
6:35,292,Antonio Green missed Layup.,14,28
6:35,248,Damyean Dotson Block.,14,28
6:34,248,Rob Gray Jr. Defensive Rebound.,14,28
6:22,248,Damyean Dotson missed Jumper.,14,28
6:22,292,Walter Jones Defensive Rebound.,14,28
5:47,292,Mike Nwabuzor missed Layup.,14,28
5:47,248,Houston Defensive Rebound.,14,28
5:36,248,Galen Robinson Jr. Turnover.,14,28
5:14,292,Dan Kimasa made Layup. Assisted by Nick Dixon.,16,28
4:48,248,Rob Gray Jr. Turnover.,16,28
4:48,292,Nick Dixon Steal.,16,28
4:48,248,Foul on Rob Gray Jr..,16,28
4:31,292,Nick Dixon made Layup. Assisted by Dan Kimasa.,18,28
4:07,248,Galen Robinson Jr. missed Jumper.,18,28
4:07,292,Mike Nwabuzor Block.,18,28
4:04,292,Dan Kimasa Defensive Rebound.,18,28
4:01,292,Foul on Nick Dixon.,18,28
4:01,292,Nick Dixon Turnover.,18,28
3:33,248,Armoni Brooks missed Three Point Jumper.,18,28
3:33,292,Dan Kimasa Defensive Rebound.,18,28
3:17,292,Antonio Green Turnover.,18,28
3:17,248,Official TV Timeout,18,28
2:47,248,Damyean Dotson made Three Point Jumper.,18,31
2:29,292,Nick Dixon made Layup. Assisted by Dan Kimasa.,20,31
2:29,248,Foul on Armoni Brooks.,20,31
2:29,292,Nick Dixon made Free Throw.,21,31
2:11,248,Damyean Dotson made Three Point Jumper. Assisted by Wes VanBeck.,21,34
1:58,292,Xavier McDaniel Jr. missed Three Point Jumper.,21,34
1:58,248,Armoni Brooks Defensive Rebound.,21,34
1:51,248,Damyean Dotson made Three Point Jumper. Assisted by Galen Robinson Jr..,21,37
1:30,292,Antonio Green missed Three Point Jumper.,21,37
1:30,248,Damyean Dotson Defensive Rebound.,21,37
1:20,248,Wes VanBeck missed Three Point Jumper.,21,37
1:20,292,Nick Dixon Defensive Rebound.,21,37
1:12,292,Antonio Green made Three Point Jumper. Assisted by Mike Nwabuzor.,24,37
0:45,248,Danrad Knowles made Jumper. Assisted by Wes VanBeck.,24,39
0:32,248,Foul on Wes VanBeck.,24,39
0:32,292,Nick Dixon made Free Throw.,25,39
0:32,292,Nick Dixon made Free Throw.,26,39
0:01,248,Wes VanBeck Turnover.,26,39
0:00,292,Xavier McDaniel Jr. Steal.,26,39
0:00,292,Nick Dixon missed Three Point Jumper.,26,39
0:00,248,Galen Robinson Jr. Defensive Rebound.,26,39
0:00,248,End of 1st half,26,39
19:38,248,Danrad Knowles missed Jumper.,26,39
19:38,248,Damyean Dotson Offensive Rebound.,26,39
19:36,248,Damyean Dotson made Layup.,26,41
19:36,292,Foul on Dan Kimasa.,26,41
19:36,248,Damyean Dotson made Free Throw.,26,42
19:07,292,Xavier McDaniel Jr. made Three Point Jumper. Assisted by Gage Loy.,29,42
18:39,248,Rob Gray Jr. Turnover.,29,42
18:26,292,Antonio Green missed Three Point Jumper.,29,42
18:26,248,Houston Defensive Rebound.,29,42
18:20,292,Foul on Lew Stallworth.,29,42
18:02,248,Danrad Knowles made Dunk. Assisted by Galen Robinson Jr..,29,44
17:27,292,Xavier McDaniel Jr. missed Three Point Jumper.,29,44
17:27,292,Dan Kimasa Offensive Rebound.,29,44
17:18,292,Xavier McDaniel Jr. missed Jumper.,29,44
17:18,248,Kyle Meyer Block.,29,44
17:16,248,Danrad Knowles Defensive Rebound.,29,44
16:59,248,Wes VanBeck missed Three Point Jumper.,29,44
16:59,248,Damyean Dotson Offensive Rebound.,29,44
16:41,248,Kyle Meyer missed Three Point Jumper.,29,44
16:41,292,Antonio Green Defensive Rebound.,29,44
16:32,292,Dan Kimasa made Jumper.,31,44
16:10,248,Foul on Damyean Dotson.,31,44
16:10,248,Damyean Dotson Turnover.,31,44
15:54,292,Dan Kimasa made Jumper. Assisted by Xavier McDaniel Jr..,33,44
15:43,248,Galen Robinson Jr. Turnover.,33,44
15:43,248,Official TV Timeout,33,44
15:42,292,Antonio Green Turnover.,33,44
15:34,248,Danrad Knowles made Dunk. Assisted by Galen Robinson Jr..,33,46
15:19,292,Antonio Green missed Layup.,33,46
15:19,292,Xavier McDaniel Jr. Offensive Rebound.,33,46
15:16,292,Xavier McDaniel Jr. made Layup.,35,46
15:16,248,Foul on Danrad Knowles.,35,46
15:16,292,Xavier McDaniel Jr. made Free Throw.,36,46
15:10,248,Wes VanBeck made Three Point Jumper. Assisted by Galen Robinson Jr..,36,49
14:54,292,Antonio Green missed Jumper.,36,49
14:54,292,Gage Loy Offensive Rebound.,36,49
14:40,292,Xavier McDaniel Jr. missed Jumper.,36,49
14:40,292,Mike Hoffman Offensive Rebound.,36,49
14:21,292,Lew Stallworth missed Jumper.,36,49
14:21,248,Damyean Dotson Defensive Rebound.,36,49
14:13,248,Damyean Dotson made Three Point Jumper. Assisted by Galen Robinson Jr..,36,52
14:01,292,Mike Hoffman missed Three Point Jumper.,36,52
14:01,248,Damyean Dotson Defensive Rebound.,36,52
13:54,248,Damyean Dotson missed Three Point Jumper.,36,52
13:54,292,Mike Hoffman Defensive Rebound.,36,52
13:54,248,Foul on Danrad Knowles.,36,52
13:36,292,Mike Hoffman missed Jumper.,36,52
13:36,292,Nick Dixon Offensive Rebound.,36,52
13:33,292,Nick Dixon missed Jumper.,36,52
13:33,292,Moe McDonald Offensive Rebound.,36,52
13:29,292,Walter Jones missed Three Point Jumper.,36,52
13:29,248,Galen Robinson Jr. Defensive Rebound.,36,52
13:22,292,Foul on Moe McDonald.,36,52
13:09,248,Armoni Brooks missed Three Point Jumper.,36,52
13:09,292,Mike Hoffman Defensive Rebound.,36,52
12:59,292,Nick Dixon missed Jumper.,36,52
12:59,248,Armoni Brooks Defensive Rebound.,36,52
12:57,292,Foul on Lesley Varner Jr..,36,52
12:53,292,Foul on Lesley Varner Jr..,36,52
12:53,248,Wes VanBeck missed Free Throw.,36,52
12:53,248,Houston Deadball Team Rebound.,36,52
12:53,248,Wes VanBeck made Free Throw.,36,53
12:23,292,Mike Hoffman missed Jumper.,36,53
12:23,248,Wes VanBeck Defensive Rebound.,36,53
12:18,292,Foul on Moe McDonald.,36,53
12:18,248,Rob Gray Jr. made Free Throw.,36,54
12:18,248,Rob Gray Jr. made Free Throw.,36,55
12:04,248,Foul on Armoni Brooks.,36,55
12:00,292,Walter Jones made Jumper.,38,55
11:48,248,Wes VanBeck made Three Point Jumper. Assisted by Galen Robinson Jr..,38,58
11:42,248,Foul on Wes VanBeck.,38,58
11:42,248,Official TV Timeout,38,58
11:38,292,Antonio Green missed Three Point Jumper.,38,58
11:38,248,Rob Gray Jr. Defensive Rebound.,38,58
11:35,248,Rob Gray Jr. made Dunk.,38,60
11:20,292,Mike Hoffman Turnover.,38,60
11:18,248,Galen Robinson Jr. Steal.,38,60
11:16,248,Galen Robinson Jr. Turnover.,38,60
11:08,248,Foul on Bertrand Nkali.,38,60
10:50,292,Nick Dixon Turnover.,38,60
10:46,248,Galen Robinson Jr. Steal.,38,60
10:40,248,Morris Dunnigan missed Jumper.,38,60
10:40,248,Houston Offensive Rebound.,38,60
10:36,248,Wes VanBeck missed Three Point Jumper.,38,60
10:36,248,Rob Gray Jr. Offensive Rebound.,38,60
10:31,248,Rob Gray Jr. made Two Point Tip Shot.,38,62
10:19,248,Foul on Wes VanBeck.,38,62
10:19,292,Lew Stallworth made Free Throw.,39,62
10:19,292,Lew Stallworth made Free Throw.,40,62
10:08,248,Rob Gray Jr. made Jumper.,40,64
9:57,292,Walter Jones missed Jumper.,40,64
9:57,248,Wes VanBeck Defensive Rebound.,40,64
9:48,248,Armoni Brooks made Three Point Jumper.,40,67
9:40,292,UT Rio Grande Valley  Timeout,40,67
9:26,292,Antonio Green made Three Point Jumper. Assisted by Lew Stallworth.,43,67
8:51,248,Morris Dunnigan missed Three Point Jumper.,43,67
8:51,292,Lesley Varner Jr. Defensive Rebound.,43,67
8:39,292,Adonis Rwabigwi missed Jumper.,43,67
8:39,248,Bertrand Nkali Block.,43,67
8:37,248,Damyean Dotson Defensive Rebound.,43,67
8:26,248,Rob Gray Jr. made Jumper.,43,69
7:55,292,Foul on Lew Stallworth.,43,69
7:55,292,Lew Stallworth Turnover.,43,69
7:55,248,Official TV Timeout,43,69
7:44,248,Rob Gray Jr. made Layup.,43,71
7:24,292,Antonio Green made Jumper.,45,71
7:07,248,Rob Gray Jr. Turnover.,45,71
6:41,292,Xavier McDaniel Jr. made Three Point Jumper. Assisted by Adonis Rwabigwi.,48,71
6:15,248,Damyean Dotson missed Three Point Jumper.,48,71
6:15,248,Bertrand Nkali Offensive Rebound.,48,71
6:15,292,Foul on Adonis Rwabigwi.,48,71
6:15,248,Bertrand Nkali missed Free Throw.,48,71
6:15,248,Damyean Dotson Offensive Rebound.,48,71
6:03,248,Armoni Brooks missed Three Point Jumper.,48,71
6:03,292,Antonio Green Defensive Rebound.,48,71
5:59,292,Antonio Green Turnover.,48,71
5:58,248,Armoni Brooks Steal.,48,71
5:55,248,Rob Gray Jr. missed Three Point Jumper.,48,71
5:55,292,Gage Loy Defensive Rebound.,48,71
5:42,248,Foul on Bertrand Nkali.,48,71
5:42,292,Mike Nwabuzor made Free Throw.,49,71
5:42,292,Mike Nwabuzor missed Free Throw.,49,71
5:42,292,Xavier McDaniel Jr. Offensive Rebound.,49,71
5:40,292,Xavier McDaniel Jr. missed Layup.,49,71
5:40,248,Damyean Dotson Defensive Rebound.,49,71
5:14,292,Foul on Adonis Rwabigwi.,49,71
5:14,248,Armoni Brooks made Free Throw.,49,72
5:14,248,Armoni Brooks made Free Throw.,49,73
5:02,292,Mike Nwabuzor made Three Point Jumper. Assisted by Mike Hoffman.,52,73
4:42,248,Bertrand Nkali made Dunk. Assisted by Rob Gray Jr..,52,75
4:34,292,Antonio Green Turnover.,52,75
4:33,248,Morris Dunnigan Steal.,52,75
4:29,248,Damyean Dotson made Three Point Jumper. Assisted by Rob Gray Jr..,52,78
4:19,292,UT Rio Grande Valley  Timeout,52,78
4:19,248,Official TV Timeout,52,78
4:13,292,Mike Hoffman made Three Point Jumper. Assisted by Mike Nwabuzor.,55,78
3:46,248,Rob Gray Jr. missed Jumper.,55,78
3:46,248,Bertrand Nkali Offensive Rebound.,55,78
3:46,292,Foul on Adonis Rwabigwi.,55,78
3:46,248,Bertrand Nkali missed Free Throw.,55,78
3:46,248,Houston Deadball Team Rebound.,55,78
3:46,248,Bertrand Nkali made Free Throw.,55,79
3:29,248,Foul on Bertrand Nkali.,55,79
3:29,292,Moe McDonald made Free Throw.,56,79
3:29,292,Moe McDonald made Free Throw.,57,79
2:59,248,Morris Dunnigan missed Three Point Jumper.,57,79
2:59,248,Xavier Dupree Offensive Rebound.,57,79
2:48,248,Armoni Brooks made Layup. Assisted by Xavier Dupree.,57,81
2:48,292,Foul on Xavier McDaniel Jr..,57,81
2:48,248,Armoni Brooks made Free Throw.,57,82
2:33,292,Mike Hoffman missed Jumper.,57,82
2:33,248,Armoni Brooks Defensive Rebound.,57,82
2:16,248,Armoni Brooks Turnover.,57,82
2:14,292,Mike Nwabuzor Steal.,57,82
2:13,248,Foul on Galen Robinson Jr..,57,82
2:13,292,Mike Nwabuzor made Free Throw.,58,82
2:13,292,Mike Nwabuzor missed Free Throw.,58,82
2:13,248,Xavier Dupree Defensive Rebound.,58,82
1:54,248,Armoni Brooks missed Jumper.,58,82
1:54,292,Mike Hoffman Defensive Rebound.,58,82
1:36,292,Mike Nwabuzor missed Jumper.,58,82
1:36,292,Dan Kimasa Offensive Rebound.,58,82
1:33,292,Dan Kimasa missed Jumper.,58,82
1:33,248,Bertrand Nkali Block.,58,82
1:31,292,UT Rio Grande Valley Offensive Rebound.,58,82
1:15,292,Lesley Varner Jr. Turnover.,58,82
1:14,248,Bertrand Nkali Steal.,58,82
0:53,292,Foul on Clarke Cooper.,58,82
0:53,248,Mateen Hirbod made Free Throw.,58,83
0:53,248,Xavier Dupree Turnover.,58,83
0:40,292,Lesley Varner Jr. missed Jumper.,58,83
0:40,292,Walter Jones Offensive Rebound.,58,83
0:35,292,Walter Jones Turnover.,58,83
0:34,248,Armoni Brooks Steal.,58,83
0:05,248,Mateen Hirbod missed Three Point Jumper.,58,83
0:05,248,Mateen Hirbod Offensive Rebound.,58,83
0:00,248,Mateen Hirbod missed Three Point Jumper.,58,83
0:00,292,Lesley Varner Jr. Defensive Rebound.,58,83
0:00,248,End of Game,58,83
