Arkansas,251,Texas,8
3:13,8,Daryl Macon made Free Throw.,28,28
3:13,8,Daryl Macon made Free Throw.,29,28
3:13,8,Daryl Macon made Free Throw.,30,28
2:56,251,Eric Davis Jr. missed Three Point Jumper.,30,28
2:56,251,Jarrett Allen Offensive Rebound.,30,28
2:56,251,Jarrett Allen missed Two Point Tip Shot.,30,28
2:56,251,Jarrett Allen Offensive Rebound.,30,28
2:56,251,Jarrett Allen made Two Point Tip Shot.,30,30
2:30,8,Dusty Hannahs Turnover.,30,30
2:20,251,Shaquille Cleare missed Layup.,30,30
2:20,8,Moses Kingsley Defensive Rebound.,30,30
2:02,8,Moses Kingsley Turnover.,30,30
1:45,251,Tevin Mack missed Three Point Jumper.,30,30
1:45,251,Shaquille Cleare Offensive Rebound.,30,30
1:42,8,Foul on Dusty Hannahs.,30,30
1:42,251,Shaquille Cleare made Free Throw.,30,31
1:42,251,Shaquille Cleare made Free Throw.,30,32
1:27,8,Dustin Thomas missed Jumper.,30,32
1:27,251,Tevin Mack Defensive Rebound.,30,32
1:18,8,Foul on Trey Thompson.,30,32
1:18,251,Andrew Jones made Free Throw.,30,33
1:18,251,Andrew Jones missed Free Throw.,30,33
1:18,8,Daryl Macon Defensive Rebound.,30,33
1:07,8,Dusty Hannahs missed Three Point Jumper.,30,33
1:07,251,Jarrett Allen Defensive Rebound.,30,33
0:50,251,Jarrett Allen made Dunk. Assisted by Andrew Jones.,30,35
0:43,8,Dusty Hannahs missed Three Point Jumper.,30,35
0:42,251,Shaquille Cleare Defensive Rebound.,30,35
0:15,251,Shaquille Cleare missed Jumper.,30,35
0:15,8,Arkansas Defensive Rebound.,30,35
0:03,8,Daryl Macon missed Three Point Jumper.,30,35
0:03,8,Anton Beard Offensive Rebound.,30,35
0:00,251,End of 1st half,30,35
20:00,8,Jump Ball won by Arkansas,30,35
19:40,251,Foul on Shaquille Cleare.,30,35
19:23,8,Jaylen Barford Turnover.,30,35
19:23,251,Andrew Jones Steal.,30,35
19:10,251,Tevin Mack missed Jumper.,30,35
19:10,251,Tevin Mack Offensive Rebound.,30,35
19:02,251,Tevin Mack missed Layup.,30,35
19:02,251,Tevin Mack Offensive Rebound.,30,35
19:00,251,Tevin Mack missed Layup.,30,35
19:00,8,Moses Kingsley Block.,30,35
19:00,8,Jaylen Barford Defensive Rebound.,30,35
18:59,8,Daryl Macon made Layup. Assisted by Jaylen Barford.,32,35
18:59,251,Foul on Jarrett Allen.,32,35
18:59,8,Daryl Macon made Free Throw.,33,35
18:48,8,Foul on Dustin Thomas.,33,35
18:43,251,Kerwin Roach Jr. made Layup. Assisted by Andrew Jones.,33,37
18:16,8,Daryl Macon made Layup.,35,37
18:06,8,Foul on Manuale Watkins.,35,37
18:06,251,Andrew Jones made Free Throw.,35,38
18:06,251,Andrew Jones missed Free Throw.,35,38
18:06,8,Dustin Thomas Defensive Rebound.,35,38
17:52,8,Jaylen Barford missed Layup.,35,38
17:52,251,Shaquille Cleare Defensive Rebound.,35,38
17:35,251,Jarrett Allen made Dunk. Assisted by Tevin Mack.,35,40
17:14,8,Daryl Macon missed Jumper.,35,40
17:14,8,Dustin Thomas Offensive Rebound.,35,40
17:02,8,Manuale Watkins made Jumper. Assisted by Daryl Macon.,37,40
16:53,8,Foul on Dustin Thomas.,37,40
16:53,251,Andrew Jones missed Three Point Jumper.,37,40
16:53,251,Texas Offensive Rebound.,37,40
16:46,251,Jarrett Allen missed Jumper.,37,40
16:46,8,Moses Kingsley Defensive Rebound.,37,40
16:33,251,Foul on Jacob Young.,37,40
16:27,251,Foul on Shaquille Cleare.,37,40
16:27,8,Moses Kingsley made Free Throw.,38,40
16:27,8,Moses Kingsley made Free Throw.,39,40
16:22,8,Foul on Arlando Cook.,39,40
16:06,251,Jarrett Allen made Jumper. Assisted by Andrew Jones.,39,42
15:51,251,Foul on James Banks.,39,42
15:51,251,Official TV Timeout,39,42
15:46,251,Foul on James Banks.,39,42
15:46,8,Daryl Macon made Free Throw.,40,42
15:46,8,Daryl Macon made Free Throw.,41,42
15:26,251,Tevin Mack missed Layup.,41,42
15:26,251,Kerwin Roach Jr. Offensive Rebound.,41,42
15:17,8,Foul on Arlando Cook.,41,42
15:17,251,Tevin Mack missed Free Throw.,41,42
15:17,251,Texas Deadball Team Rebound.,41,42
15:17,251,Tevin Mack missed Free Throw.,41,42
15:17,8,Arlando Cook Defensive Rebound.,41,42
15:13,251,Foul on Jarrett Allen.,41,42
15:13,8,Anton Beard made Free Throw.,42,42
15:13,8,Anton Beard made Free Throw.,43,42
14:46,8,Foul on Anton Beard.,43,42
14:46,251,Kerwin Roach Jr. made Free Throw.,43,43
14:46,251,Kerwin Roach Jr. missed Free Throw.,43,43
14:46,8,Moses Kingsley Defensive Rebound.,43,43
14:39,8,Dusty Hannahs made Three Point Jumper. Assisted by Jaylen Barford.,46,43
14:26,251,Texas  Timeout,46,43
14:25,251,Kendal Yancy Turnover.,46,43
14:05,8,Anton Beard made Jumper.,48,43
13:37,251,Eric Davis Jr. missed Three Point Jumper.,48,43
13:37,8,Moses Kingsley Defensive Rebound.,48,43
13:21,8,Moses Kingsley made Layup. Assisted by Anton Beard.,50,43
13:12,251,Andrew Jones missed Three Point Jumper.,50,43
13:12,251,Texas Offensive Rebound.,50,43
13:07,8,Foul on Moses Kingsley.,50,43
13:07,251,Jarrett Allen missed Free Throw.,50,43
12:53,8,Daryl Macon Defensive Rebound.,50,43
12:43,8,Trey Thompson missed Dunk.,50,43
12:43,8,Trey Thompson Offensive Rebound.,50,43
12:41,8,Trey Thompson missed Two Point Tip Shot.,50,43
12:41,251,Jarrett Allen Block.,50,43
12:41,251,Eric Davis Jr. Defensive Rebound.,50,43
12:27,251,Kerwin Roach Jr. made Layup.,50,45
12:16,8,Dusty Hannahs missed Jumper.,50,45
12:16,251,Jarrett Allen Defensive Rebound.,50,45
12:14,251,Eric Davis Jr. missed Layup.,50,45
12:14,8,Arlando Cook Block.,50,45
12:14,8,Anton Beard Defensive Rebound.,50,45
12:10,251,Foul on Kerwin Roach Jr..,50,45
12:10,8,Trey Thompson made Free Throw.,51,45
12:10,8,Trey Thompson missed Free Throw.,51,45
12:10,8,Daryl Macon Offensive Rebound.,51,45
12:08,8,Daryl Macon made Three Point Jumper. Assisted by Anton Beard.,54,45
11:44,251,Tevin Mack Turnover.,54,45
11:44,8,Arlando Cook Steal.,54,45
11:43,8,Arkansas  Timeout,54,45
11:19,8,Anton Beard missed Jumper.,54,45
11:19,251,Shaquille Cleare Defensive Rebound.,54,45
11:13,8,Foul on Daryl Macon.,54,45
11:13,251,Kendal Yancy made Free Throw.,54,46
11:13,251,Kendal Yancy made Free Throw.,54,47
10:57,8,Jaylen Barford made Layup.,56,47
10:31,251,Tevin Mack missed Three Point Jumper.,56,47
10:31,251,Shaquille Cleare Offensive Rebound.,56,47
10:31,251,Shaquille Cleare made Two Point Tip Shot.,56,49
10:06,251,Foul on Andrew Jones.,56,49
10:06,8,Jaylen Barford made Free Throw.,57,49
10:06,8,Jaylen Barford made Free Throw.,58,49
10:00,251,Kendal Yancy missed Dunk.,58,49
10:00,8,Moses Kingsley Block.,58,49
10:00,251,Shaquille Cleare Offensive Rebound.,58,49
9:44,251,Shaquille Cleare made Layup.,58,51
9:30,8,Jaylen Barford missed Three Point Jumper.,58,51
9:30,251,Texas Defensive Rebound.,58,51
9:07,251,Kendal Yancy missed Layup.,58,51
9:07,8,Moses Kingsley Defensive Rebound.,58,51
8:55,8,Dusty Hannahs missed Three Point Jumper.,58,51
8:55,251,Tevin Mack Defensive Rebound.,58,51
8:44,251,Tevin Mack made Layup.,58,53
8:35,8,Arkansas  Timeout,58,53
8:08,8,Jaylen Barford missed Jumper.,58,53
8:08,251,Shaquille Cleare Block.,58,53
8:08,251,Tevin Mack Defensive Rebound.,58,53
8:01,251,Jarrett Allen Turnover.,58,53
7:36,8,Anton Beard missed Three Point Jumper.,58,53
7:36,251,Andrew Jones Defensive Rebound.,58,53
7:34,8,Foul on Manuale Watkins.,58,53
7:34,251,Official TV Timeout,58,53
7:34,251,Andrew Jones made Free Throw.,58,54
7:34,251,Andrew Jones made Free Throw.,58,55
7:21,8,Daryl Macon missed Three Point Jumper.,58,55
7:21,251,Tevin Mack Defensive Rebound.,58,55
7:05,251,Jarrett Allen Turnover.,58,55
7:05,8,Daryl Macon Steal.,58,55
6:57,8,Dusty Hannahs made Three Point Jumper. Assisted by Daryl Macon.,61,55
6:35,251,Kerwin Roach Jr. missed Layup.,61,55
6:35,251,Texas Offensive Rebound.,61,55
6:31,251,Tevin Mack missed Three Point Jumper.,61,55
6:31,8,Anton Beard Defensive Rebound.,61,55
5:58,8,Anton Beard missed Layup.,61,55
5:58,251,Kerwin Roach Jr. Defensive Rebound.,61,55
5:51,251,Kerwin Roach Jr. missed Layup.,61,55
5:51,8,Moses Kingsley Block.,61,55
5:51,251,Shaquille Cleare Offensive Rebound.,61,55
5:42,251,Shaquille Cleare made Layup.,61,57
5:29,8,Moses Kingsley missed Layup.,61,57
5:29,251,Jarrett Allen Defensive Rebound.,61,57
5:21,8,Foul on Dustin Thomas.,61,57
5:21,251,Tevin Mack missed Free Throw.,61,57
5:21,251,Texas Deadball Team Rebound.,61,57
5:21,251,Tevin Mack made Free Throw.,61,58
4:59,8,Moses Kingsley missed Layup.,61,58
4:59,251,Eric Davis Jr. Defensive Rebound.,61,58
4:41,251,Andrew Jones made Layup.,61,60
4:41,8,Foul on Arlando Cook.,61,60
4:41,251,Andrew Jones made Free Throw.,61,61
4:32,8,Arlando Cook made Layup. Assisted by Dusty Hannahs.,63,61
4:12,251,Jump Ball won by Texas,63,61
4:03,251,Kerwin Roach Jr. Turnover.,63,61
4:03,8,Dusty Hannahs Steal.,63,61
3:58,8,Dusty Hannahs made Layup.,65,61
3:36,8,Foul on Arlando Cook.,65,61
3:36,251,Official TV Timeout,65,61
3:36,251,Kerwin Roach Jr. missed Free Throw.,65,61
3:36,251,Texas Deadball Team Rebound.,65,61
3:36,251,Kerwin Roach Jr. made Free Throw.,65,62
3:13,8,Jaylen Barford made Layup.,67,62
3:13,251,Foul on Jarrett Allen.,67,62
3:13,8,Jaylen Barford made Free Throw.,68,62
2:52,251,Jarrett Allen missed Jumper.,68,62
2:52,8,Arkansas Defensive Rebound.,68,62
2:28,8,Moses Kingsley made Jumper.,70,62
2:28,251,Foul on Shaquille Cleare.,70,62
2:28,8,Moses Kingsley made Free Throw.,71,62
2:15,8,Foul on Jaylen Barford.,71,62
2:15,251,Tevin Mack made Free Throw.,71,63
2:15,251,Tevin Mack missed Free Throw.,71,63
2:15,251,Tevin Mack Offensive Rebound.,71,63
2:11,251,Tevin Mack made Three Point Jumper. Assisted by Andrew Jones.,71,66
1:56,251,Foul on Shaquille Cleare.,71,66
1:56,8,Arlando Cook made Free Throw.,72,66
1:56,8,Arlando Cook made Free Throw.,73,66
1:44,251,Tevin Mack made Jumper. Assisted by Andrew Jones.,73,68
1:35,8,Anton Beard Turnover.,73,68
1:35,251,Jarrett Allen Steal.,73,68
1:27,8,Foul on Jaylen Barford.,73,68
1:27,251,Andrew Jones made Free Throw.,73,69
1:27,251,Andrew Jones made Free Throw.,73,70
1:24,8,Jaylen Barford Turnover.,73,70
1:15,251,Foul on Jacob Young.,73,70
1:15,251,Jacob Young Turnover.,73,70
0:47,8,Jaylen Barford missed Jumper.,73,70
0:47,251,Tevin Mack Defensive Rebound.,73,70
0:41,8,Foul on Dusty Hannahs.,73,70
0:41,251,Andrew Jones missed Free Throw.,73,70
0:41,251,Texas Deadball Team Rebound.,73,70
0:41,251,Andrew Jones made Free Throw.,73,71
0:38,251,Foul on Andrew Jones.,73,71
0:38,8,Arlando Cook made Free Throw.,74,71
0:38,251,Texas  Timeout,74,71
0:38,8,Arlando Cook made Free Throw.,75,71
0:30,251,Kerwin Roach Jr. missed Layup.,75,71
0:30,8,Jaylen Barford Defensive Rebound.,75,71
0:22,251,Foul on Kerwin Roach Jr..,75,71
0:22,8,Daryl Macon made Free Throw.,76,71
0:22,8,Daryl Macon made Free Throw.,77,71
0:19,251,Tevin Mack made Three Point Jumper. Assisted by Kerwin Roach Jr..,77,74
0:16,251,Texas  Timeout,77,74
0:14,8,Anton Beard Turnover.,77,74
0:14,251,Andrew Jones Steal.,77,74
0:04,251,Kerwin Roach Jr. missed Three Point Jumper.,77,74
0:04,8,Jaylen Barford Defensive Rebound.,77,74
0:00,251,End of Game,77,74
