Manhattan,52,Florida State,2363
12:23,52,Braian Angola-Rodas made Dunk. Assisted by Trent Forrest.,15,22
12:07,52,Foul on Braian Angola-Rodas.,15,22
11:49,2363,Calvin Crawford Turnover.,15,22
11:48,52,Jonathan Isaac Steal.,15,22
11:45,52,Jonathan Isaac made Layup. Assisted by Dwayne Bacon.,15,24
11:45,2363,Foul on Calvin Crawford.,15,24
11:45,52,Official TV Timeout,15,24
11:45,52,Jonathan Isaac made Free Throw.,15,25
11:18,52,Foul on Christ Koumadje.,15,25
11:18,2363,Aaron Walker Jr. missed Free Throw.,15,25
11:18,2363,Manhattan Deadball Team Rebound.,15,25
11:18,2363,Aaron Walker Jr. missed Free Throw.,15,25
11:18,2363,Aaron Walker Jr. Offensive Rebound.,15,25
11:10,52,Foul on Christ Koumadje.,15,25
11:10,2363,Aaron Walker Jr. made Free Throw.,16,25
11:10,2363,Aaron Walker Jr. made Free Throw.,17,25
10:52,52,Jonathan Isaac missed Three Point Jumper.,17,25
10:52,52,Michael Ojo Offensive Rebound.,17,25
10:38,52,Foul on Michael Ojo.,17,25
10:38,52,Michael Ojo Turnover.,17,25
10:22,2363,Manhattan  Timeout,17,25
10:10,2363,Na'Quan Council made Three Point Jumper. Assisted by Aaron Walker Jr..,20,25
9:57,2363,Foul on Calvin Crawford.,20,25
9:57,52,Michael Ojo missed Free Throw.,20,25
9:57,52,Florida St Deadball Team Rebound.,20,25
9:57,52,Michael Ojo made Free Throw.,20,26
9:45,2363,Aaron Walker Jr. made Layup.,22,26
9:30,52,Xavier Rathan-Mayes Turnover.,22,26
9:29,2363,Thomas Capuano Steal.,22,26
9:28,52,Foul on Jonathan Isaac.,22,26
9:11,2363,Zane Waterman Turnover.,22,26
9:11,52,Terance Mann Steal.,22,26
9:10,2363,Foul on Zane Waterman.,22,26
9:10,52,Terance Mann missed Free Throw.,22,26
9:10,2363,Ahmed Ismail Defensive Rebound.,22,26
9:04,2363,Zane Waterman made Layup. Assisted by Aaron Walker Jr..,24,26
9:04,52,Foul on Jarquez Smith.,24,26
9:04,2363,Zane Waterman missed Free Throw.,24,26
9:04,52,Jonathan Isaac Defensive Rebound.,24,26
8:44,52,Xavier Rathan-Mayes missed Jumper.,24,26
8:44,2363,Ahmed Ismail Defensive Rebound.,24,26
8:35,2363,Zane Waterman missed Three Point Jumper.,24,26
8:35,2363,Ahmed Ismail Offensive Rebound.,24,26
8:30,2363,Thomas Capuano missed Three Point Jumper.,24,26
8:30,52,Xavier Rathan-Mayes Defensive Rebound.,24,26
8:19,2363,Foul on Ahmed Ismail.,24,26
8:19,52,Dwayne Bacon made Free Throw.,24,27
8:19,52,Dwayne Bacon missed Free Throw.,24,27
8:19,2363,Ahmed Ismail Defensive Rebound.,24,27
8:07,2363,Zavier Turner Turnover.,24,27
7:56,52,Braian Angola-Rodas Turnover.,24,27
7:55,2363,Thomas Capuano Steal.,24,27
7:38,2363,Na'Quan Council made Three Point Jumper. Assisted by Zavier Turner.,27,27
7:28,52,Foul on Dwayne Bacon.,27,27
7:28,52,Dwayne Bacon Turnover.,27,27
7:28,52,Official TV Timeout,27,27
7:16,52,Foul on Braian Angola-Rodas.,27,27
7:16,2363,Zavier Turner made Free Throw.,28,27
7:16,2363,Zavier Turner made Free Throw.,29,27
7:01,2363,Foul on Zavier Peart.,29,27
7:01,52,Phil Cofer made Free Throw.,29,28
7:01,52,Phil Cofer made Free Throw.,29,29
6:50,2363,Zavier Turner made Three Point Jumper.,32,29
6:24,2363,Foul on Oliver Ehrnvall.,32,29
6:24,52,Dwayne Bacon made Free Throw.,32,30
6:24,52,Dwayne Bacon missed Free Throw.,32,30
6:24,2363,Aaron Walker Jr. Defensive Rebound.,32,30
6:05,2363,Thomas Capuano missed Three Point Jumper.,32,30
6:05,52,Florida St Deadball Team Rebound.,32,30
6:02,2363,Foul on Zavier Peart.,32,30
6:02,52,Jonathan Isaac made Free Throw.,32,31
6:02,52,Jonathan Isaac made Free Throw.,32,32
5:34,2363,Foul on Thomas Capuano.,32,32
5:34,2363,Thomas Capuano Turnover.,32,32
5:18,2363,Foul on Samson Usilo.,32,32
5:18,52,Phil Cofer made Free Throw.,32,33
5:18,52,Phil Cofer made Free Throw.,32,34
4:56,2363,Zavier Peart missed Jumper.,32,34
4:56,52,Jonathan Isaac Block.,32,34
4:54,2363,Aaron Walker Jr. Offensive Rebound.,32,34
4:50,52,Foul on PJ Savoy.,32,34
4:50,2363,Zavier Peart missed Free Throw.,32,34
4:50,2363,Manhattan Deadball Team Rebound.,32,34
4:50,2363,Zavier Peart missed Free Throw.,32,34
4:50,52,Xavier Rathan-Mayes Defensive Rebound.,32,34
4:44,2363,Foul on Oliver Ehrnvall.,32,34
4:44,52,Trent Forrest missed Free Throw.,32,34
4:44,52,Florida St Deadball Team Rebound.,32,34
4:44,52,Trent Forrest made Free Throw.,32,35
4:35,2363,Samson Usilo missed Layup.,32,35
4:35,2363,Samson Usilo Offensive Rebound.,32,35
4:32,2363,Samson Usilo missed Layup.,32,35
4:32,52,Trent Forrest Block.,32,35
4:29,52,Jonathan Isaac Defensive Rebound.,32,35
4:19,52,Jonathan Isaac Turnover.,32,35
4:02,2363,Zavier Turner Turnover.,32,35
3:42,52,Trent Forrest missed Jumper.,32,35
3:42,52,Florida St Offensive Rebound.,32,35
3:39,52,Official TV Timeout,32,35
3:32,2363,Foul on Zavier Peart.,32,35
3:32,52,PJ Savoy missed Free Throw.,32,35
3:32,52,Florida St Deadball Team Rebound.,32,35
3:32,52,PJ Savoy made Free Throw.,32,36
3:17,2363,Technical Foul on Aaron Walker Jr..,32,36
3:17,52,Technical Foul on Dwayne Bacon.,32,36
3:17,52,Foul on Dwayne Bacon.,32,36
3:17,2363,Foul on Aaron Walker Jr..,32,36
3:16,2363,Thomas Capuano missed Three Point Jumper.,32,36
3:16,52,Xavier Rathan-Mayes Defensive Rebound.,32,36
2:49,52,Terance Mann made Layup. Assisted by Xavier Rathan-Mayes.,32,38
2:29,52,Foul on Xavier Rathan-Mayes.,32,38
2:29,2363,Zavier Turner made Free Throw.,33,38
2:29,2363,Zavier Turner made Free Throw.,34,38
2:15,52,PJ Savoy missed Three Point Jumper.,34,38
2:15,52,Jonathan Isaac Offensive Rebound.,34,38
2:01,52,PJ Savoy missed Three Point Jumper.,34,38
2:01,52,Jonathan Isaac Offensive Rebound.,34,38
1:57,52,Jonathan Isaac made Dunk.,34,40
1:38,2363,Na'Quan Council missed Three Point Jumper.,34,40
1:38,52,Jonathan Isaac Defensive Rebound.,34,40
1:26,2363,Foul on Zavier Peart.,34,40
1:26,52,Jonathan Isaac made Free Throw.,34,41
1:26,52,Jonathan Isaac made Free Throw.,34,42
1:10,52,Foul on Michael Ojo.,34,42
1:10,2363,Zavier Turner made Free Throw.,35,42
1:10,2363,Zavier Turner made Free Throw.,36,42
1:03,52,Braian Angola-Rodas made Layup. Assisted by Terance Mann.,36,44
0:52,52,Foul on Jonathan Isaac.,36,44
0:52,2363,Zavier Turner made Free Throw.,37,44
0:52,2363,Zavier Turner made Free Throw.,38,44
0:44,52,Foul on Xavier Rathan-Mayes.,38,44
0:44,52,Xavier Rathan-Mayes Turnover.,38,44
0:16,2363,Na'Quan Council made Layup. Assisted by Zavier Turner.,40,44
0:16,52,Foul on Trent Forrest.,40,44
0:16,2363,Na'Quan Council made Free Throw.,41,44
0:01,52,Trent Forrest made Jumper.,41,46
0:00,52,End of 1st half,41,46
19:40,2363,Zavier Turner made Three Point Jumper.,44,46
19:14,52,Dwayne Bacon missed Jumper.,44,46
19:14,52,Dwayne Bacon Offensive Rebound.,44,46
19:08,52,Dwayne Bacon made Layup.,44,48
19:08,2363,Foul on Zane Waterman.,44,48
19:08,52,Dwayne Bacon missed Free Throw.,44,48
19:08,52,Terance Mann Offensive Rebound.,44,48
18:48,52,Xavier Rathan-Mayes Turnover.,44,48
18:48,2363,Thomas Capuano Steal.,44,48
18:48,52,Foul on Xavier Rathan-Mayes.,44,48
18:31,2363,Ahmed Ismail Turnover.,44,48
18:20,52,Dwayne Bacon missed Jumper.,44,48
18:19,52,Dwayne Bacon Offensive Rebound.,44,48
18:18,2363,Foul on Samson Usilo.,44,48
18:18,52,Dwayne Bacon made Free Throw.,44,49
18:18,52,Dwayne Bacon made Free Throw.,44,50
17:57,52,Foul on Terance Mann.,44,50
17:53,2363,Zane Waterman made Three Point Jumper. Assisted by Zavier Turner.,47,50
17:45,52,Dwayne Bacon missed Layup.,47,50
17:45,2363,Zavier Turner Defensive Rebound.,47,50
17:36,2363,Aaron Walker Jr. missed Layup.,47,50
17:36,52,Jarquez Smith Block.,47,50
17:33,52,Trent Forrest Defensive Rebound.,47,50
17:30,52,Foul on Dwayne Bacon.,47,50
17:30,52,Dwayne Bacon Turnover.,47,50
17:25,2363,Aaron Walker Jr. missed Layup.,47,50
17:25,52,Jarquez Smith Block.,47,50
17:23,52,Jarquez Smith Defensive Rebound.,47,50
17:10,52,Terance Mann missed Jumper.,47,50
17:10,2363,Manhattan Defensive Rebound.,47,50
16:57,2363,Thomas Capuano Turnover.,47,50
16:56,52,Trent Forrest Steal.,47,50
16:51,52,Terance Mann made Layup.,47,52
16:32,2363,Zane Waterman Turnover.,47,52
16:07,52,Terance Mann made Jumper. Assisted by Xavier Rathan-Mayes.,47,54
15:52,52,Official TV Timeout,47,54
15:33,2363,Zavier Turner missed Jumper.,47,54
15:33,52,Jarquez Smith Defensive Rebound.,47,54
15:09,52,Trent Forrest made Layup.,47,56
14:58,2363,Zavier Turner missed Three Point Jumper.,47,56
14:58,52,Terance Mann Defensive Rebound.,47,56
14:45,2363,Foul on Na'Quan Council.,47,56
14:42,52,Xavier Rathan-Mayes missed Three Point Jumper.,47,56
14:42,2363,Ahmed Ismail Defensive Rebound.,47,56
14:33,2363,Na'Quan Council missed Layup.,47,56
14:33,52,Xavier Rathan-Mayes Defensive Rebound.,47,56
14:25,52,Terance Mann made Layup. Assisted by Xavier Rathan-Mayes.,47,58
14:25,2363,Foul on Thomas Capuano.,47,58
14:25,2363,Manhattan  Timeout,47,58
14:25,52,Official TV Timeout,47,58
14:25,52,Terance Mann made Free Throw.,47,59
14:01,2363,Na'Quan Council Turnover.,47,59
13:59,52,Jonathan Isaac Steal.,47,59
13:42,52,Terance Mann Turnover.,47,59
13:41,2363,Aaron Walker Jr. Steal.,47,59
13:31,2363,Aaron Walker Jr. missed Three Point Jumper.,47,59
13:31,2363,Manhattan Offensive Rebound.,47,59
13:28,52,Foul on Trent Forrest.,47,59
13:21,2363,Tyler Wilson Turnover.,47,59
13:20,52,Dwayne Bacon Steal.,47,59
13:16,52,Dwayne Bacon made Layup.,47,61
12:57,2363,Zane Waterman made Three Point Jumper. Assisted by Zavier Turner.,50,61
12:44,2363,Foul on Ahmed Ismail.,50,61
12:44,52,Phil Cofer missed Free Throw.,50,61
12:44,52,Florida St Deadball Team Rebound.,50,61
12:44,52,Phil Cofer made Free Throw.,50,62
12:15,2363,Zavier Turner missed Jumper.,50,62
12:15,52,Jonathan Isaac Block.,50,62
12:14,52,Jonathan Isaac Defensive Rebound.,50,62
12:09,52,Phil Cofer missed Layup.,50,62
12:09,2363,Ahmed Ismail Defensive Rebound.,50,62
12:05,2363,Aaron Walker Jr. Turnover.,50,62
12:04,52,Jonathan Isaac Steal.,50,62
12:00,52,Dwayne Bacon made Layup.,50,64
11:53,52,Foul on Jonathan Isaac.,50,64
11:53,52,Official TV Timeout,50,64
11:28,2363,Aaron Walker Jr. missed Layup.,50,64
11:28,2363,Ahmed Ismail Offensive Rebound.,50,64
11:25,2363,Zavier Turner missed Three Point Jumper.,50,64
11:25,52,Trent Forrest Defensive Rebound.,50,64
11:09,52,Dwayne Bacon missed Jumper.,50,64
11:09,2363,Manhattan Deadball Team Rebound.,50,64
11:09,52,Foul on Phil Cofer.,50,64
10:44,2363,Aaron Walker Jr. made Layup.,52,64
10:22,52,Xavier Rathan-Mayes made Jumper.,52,66
9:53,2363,Aaron Walker Jr. Turnover.,52,66
9:52,52,Trent Forrest Steal.,52,66
9:50,52,Trent Forrest made Dunk.,52,68
9:33,2363,Ahmed Ismail made Layup. Assisted by Aaron Walker Jr..,54,68
9:15,52,Xavier Rathan-Mayes made Layup.,54,70
8:50,2363,Zavier Turner Turnover.,54,70
8:49,52,Jonathan Isaac Steal.,54,70
8:46,52,Jonathan Isaac Turnover.,54,70
8:45,2363,Aaron Walker Jr. Steal.,54,70
8:25,2363,Aaron Walker Jr. missed Three Point Jumper.,54,70
8:25,2363,Zane Waterman Offensive Rebound.,54,70
8:20,2363,Thomas Capuano missed Three Point Jumper.,54,70
8:20,2363,Ahmed Ismail Offensive Rebound.,54,70
8:14,52,Foul on Jonathan Isaac.,54,70
8:14,2363,Aaron Walker Jr. made Free Throw.,55,70
8:14,2363,Aaron Walker Jr. made Free Throw.,56,70
8:04,52,Terance Mann Turnover.,56,70
7:40,52,Official TV Timeout,56,70
7:36,2363,Calvin Crawford made Three Point Jumper. Assisted by Na'Quan Council.,59,70
7:20,2363,Foul on Calvin Crawford.,59,70
7:04,52,Xavier Rathan-Mayes missed Jumper.,59,70
7:04,52,Dwayne Bacon Offensive Rebound.,59,70
7:00,2363,Foul on Tyler Wilson.,59,70
7:00,52,Dwayne Bacon made Free Throw.,59,71
7:00,52,Dwayne Bacon made Free Throw.,59,72
6:38,2363,Calvin Crawford missed Jumper.,59,72
6:38,52,Florida St Defensive Rebound.,59,72
6:26,52,Dwayne Bacon Turnover.,59,72
6:06,2363,Zane Waterman missed Three Point Jumper.,59,72
6:06,52,Christ Koumadje Defensive Rebound.,59,72
5:50,52,Braian Angola-Rodas missed Jumper.,59,72
5:50,52,Braian Angola-Rodas Offensive Rebound.,59,72
5:48,52,Braian Angola-Rodas made Jumper.,59,74
5:34,2363,Na'Quan Council missed Three Point Jumper.,59,74
5:34,52,Terance Mann Defensive Rebound.,59,74
5:26,52,Dwayne Bacon missed Jumper.,59,74
5:26,2363,Na'Quan Council Defensive Rebound.,59,74
5:17,2363,Na'Quan Council missed Jumper.,59,74
5:17,2363,Zane Waterman Offensive Rebound.,59,74
5:15,2363,Zane Waterman missed Two Point Tip Shot.,59,74
5:15,52,Braian Angola-Rodas Defensive Rebound.,59,74
5:06,52,Dwayne Bacon made Layup. Assisted by Braian Angola-Rodas.,59,76
4:45,2363,Zavier Turner missed Jumper.,59,76
4:45,52,Terance Mann Defensive Rebound.,59,76
4:37,2363,Foul on Zavier Turner.,59,76
4:37,52,Xavier Rathan-Mayes missed Free Throw.,59,76
4:37,52,Florida St Deadball Team Rebound.,59,76
4:37,52,Xavier Rathan-Mayes made Free Throw.,59,77
4:18,2363,Aaron Walker Jr. Turnover.,59,77
4:16,52,Braian Angola-Rodas Steal.,59,77
4:13,52,Braian Angola-Rodas missed Layup.,59,77
4:13,2363,Zavier Turner Defensive Rebound.,59,77
4:06,2363,Thomas Capuano missed Three Point Jumper.,59,77
4:06,52,Christ Koumadje Defensive Rebound.,59,77
3:59,2363,Foul on Zavier Turner.,59,77
3:59,52,Official TV Timeout,59,77
3:59,52,Xavier Rathan-Mayes missed Free Throw.,59,77
3:59,52,Florida St Deadball Team Rebound.,59,77
3:59,52,Xavier Rathan-Mayes missed Free Throw.,59,77
3:59,2363,Zane Waterman Defensive Rebound.,59,77
3:41,2363,Aaron Walker Jr. missed Three Point Jumper.,59,77
3:41,52,Christ Koumadje Defensive Rebound.,59,77
3:28,2363,Foul on Zavier Turner.,59,77
3:28,52,Trent Forrest missed Free Throw.,59,77
3:28,52,Florida St Deadball Team Rebound.,59,77
3:28,52,Trent Forrest made Free Throw.,59,78
3:12,2363,Manhattan  Turnover.,59,78
2:56,52,Christ Koumadje missed Dunk.,59,78
2:56,2363,Ahmed Ismail Defensive Rebound.,59,78
2:49,2363,Aaron Walker Jr. made Layup.,61,78
2:42,2363,Foul on Aaron Walker Jr..,61,78
2:42,52,Xavier Rathan-Mayes made Free Throw.,61,79
2:42,52,Xavier Rathan-Mayes made Free Throw.,61,80
2:33,2363,Zavier Turner Turnover.,61,80
2:33,52,Trent Forrest Steal.,61,80
2:22,2363,Foul on Ahmed Ismail.,61,80
2:22,52,PJ Savoy missed Free Throw.,61,80
2:22,52,Florida St Deadball Team Rebound.,61,80
2:22,52,PJ Savoy made Free Throw.,61,81
2:14,2363,Thomas Capuano made Three Point Jumper. Assisted by Aaron Walker Jr..,64,81
2:12,2363,Manhattan  Timeout,64,81
1:57,52,Christ Koumadje Turnover.,64,81
1:36,2363,Na'Quan Council missed Three Point Jumper.,64,81
1:36,2363,Zane Waterman Offensive Rebound.,64,81
1:20,2363,Thomas Capuano missed Jumper.,64,81
1:20,52,PJ Savoy Defensive Rebound.,64,81
1:01,52,Dwayne Bacon missed Jumper.,64,81
1:01,2363,Na'Quan Council Defensive Rebound.,64,81
0:51,52,Foul on PJ Savoy.,64,81
0:51,2363,Ahmed Ismail missed Free Throw.,64,81
0:51,2363,Manhattan Deadball Team Rebound.,64,81
0:51,2363,Ahmed Ismail missed Free Throw.,64,81
0:51,52,Jonathan Isaac Defensive Rebound.,64,81
0:27,52,PJ Savoy missed Layup.,64,81
0:27,52,Trent Forrest Offensive Rebound.,64,81
0:26,52,Trent Forrest made Dunk.,64,83
0:25,52,Foul on PJ Savoy.,64,83
0:25,2363,Thomas Capuano made Free Throw.,65,83
0:25,2363,Thomas Capuano made Free Throw.,66,83
0:07,52,Jonathan Isaac Turnover.,66,83
0:06,2363,Na'Quan Council Steal.,66,83
0:05,52,Foul on Terance Mann.,66,83
0:05,2363,Aaron Walker Jr. made Free Throw.,67,83
0:05,2363,Aaron Walker Jr. missed Free Throw.,67,83
0:05,52,Jonathan Isaac Defensive Rebound.,67,83
0:00,52,End of Game,67,83
