Houston Baptist,167,New Mexico,2277
3:02,2277,Foul on Josh Ibarra.,25,39
3:02,167,New Mexico  Timeout,25,39
3:02,167,Obij Aget made Free Throw.,25,40
3:02,167,Obij Aget made Free Throw.,25,41
2:43,2277,Jalen Weber missed Jumper.,25,41
2:43,167,Elijah Brown Defensive Rebound.,25,41
2:36,167,Jalen Harris made Jumper. Assisted by Elijah Brown.,25,43
2:12,2277,Colter Lasher missed Three Point Jumper.,25,43
2:12,167,Sam Logwood Defensive Rebound.,25,43
1:58,167,Elijah Brown made Jumper. Assisted by Jalen Harris.,25,45
1:46,2277,Reveal Chukwujekwu made Jumper.,27,45
1:33,167,Jalen Harris Turnover.,27,45
1:32,2277,Braxton Bonds Steal.,27,45
1:29,2277,Braxton Bonds made Dunk. Assisted by Jalen Weber.,29,45
1:09,167,Tim Williams made Layup. Assisted by Elijah Brown.,29,47
0:59,2277,Colter Lasher made Jumper.,31,47
0:48,167,Connor MacDougall Turnover.,31,47
0:34,167,Foul on Xavier Adams.,31,47
0:12,2277,Reveal Chukwujekwu missed Three Point Jumper.,31,47
0:12,167,Sam Logwood Defensive Rebound.,31,47
0:02,167,Sam Logwood made Three Point Jumper. Assisted by Jalen Harris.,31,50
0:00,167,End of 1st half,31,50
19:42,2277,Colter Lasher missed Jumper.,31,50
19:42,167,Sam Logwood Defensive Rebound.,31,50
19:25,167,Foul on Tim Williams.,31,50
19:25,167,Tim Williams Turnover.,31,50
19:08,167,Foul on Sam Logwood.,31,50
19:02,2277,Colter Lasher made Layup.,33,50
18:46,2277,Foul on Braxton Bonds.,33,50
18:34,167,Elijah Brown missed Three Point Jumper.,33,50
18:34,2277,Reveal Chukwujekwu Defensive Rebound.,33,50
18:26,2277,Atif Russell made Three Point Jumper. Assisted by Braxton Bonds.,36,50
18:24,167,New Mexico  Timeout,36,50
18:03,167,Sam Logwood missed Jumper.,36,50
18:03,2277,Reveal Chukwujekwu Defensive Rebound.,36,50
17:55,167,Foul on Obij Aget.,36,50
17:55,2277,Josh Ibarra made Free Throw.,37,50
17:55,2277,Josh Ibarra made Free Throw.,38,50
17:26,2277,Foul on Josh Ibarra.,38,50
17:26,167,Tim Williams missed Free Throw.,38,50
17:26,167,New Mexico Deadball Team Rebound.,38,50
17:26,167,Tim Williams made Free Throw.,38,51
17:15,2277,Reveal Chukwujekwu missed Jumper.,38,51
17:15,167,Tim Williams Defensive Rebound.,38,51
16:49,167,Elijah Brown missed Three Point Jumper.,38,51
16:49,167,New Mexico Offensive Rebound.,38,51
16:35,167,Connor MacDougall missed Jumper.,38,51
16:35,167,Tim Williams Offensive Rebound.,38,51
16:33,2277,Foul on Colter Lasher.,38,51
16:33,167,Tim Williams made Free Throw.,38,52
16:33,167,Tim Williams made Free Throw.,38,53
16:17,2277,Atif Russell missed Jumper.,38,53
16:17,167,Tim Williams Defensive Rebound.,38,53
16:12,167,Foul on Elijah Brown.,38,53
16:12,167,Elijah Brown Turnover.,38,53
15:59,2277,Reveal Chukwujekwu missed Three Point Jumper.,38,53
15:59,2277,Atif Russell Offensive Rebound.,38,53
15:56,2277,Atif Russell missed Two Point Tip Shot.,38,53
15:56,167,Tim Williams Defensive Rebound.,38,53
15:49,167,Elijah Brown missed Three Point Jumper.,38,53
15:49,2277,Atif Russell Defensive Rebound.,38,53
15:40,2277,Jalen Weber made Three Point Jumper. Assisted by Atif Russell.,41,53
15:25,2277,Foul on Jalen Weber.,41,53
15:25,167,New Mexico  Timeout,41,53
15:08,167,Jalen Harris made Jumper.,41,55
14:51,2277,Foul on Cody Stetler.,41,55
14:51,2277,Cody Stetler Turnover.,41,55
14:39,167,Damien Jefferson missed Jumper.,41,55
14:39,2277,Reveal Chukwujekwu Defensive Rebound.,41,55
14:33,2277,Reveal Chukwujekwu missed Jumper.,41,55
14:33,2277,Josh Ibarra Offensive Rebound.,41,55
14:31,167,Foul on Connor MacDougall.,41,55
14:31,2277,Josh Ibarra made Free Throw.,42,55
14:31,2277,Josh Ibarra missed Free Throw.,42,55
14:31,167,Sam Logwood Defensive Rebound.,42,55
14:07,167,Damien Jefferson missed Layup.,42,55
14:07,2277,Josh Ibarra Defensive Rebound.,42,55
13:55,2277,Alex Fountain missed Jumper.,42,55
13:55,167,Jalen Harris Defensive Rebound.,42,55
13:44,2277,Foul on Asa Cantwell.,42,55
13:38,167,Tim Williams Turnover.,42,55
13:37,2277,Atif Russell Steal.,42,55
13:35,2277,Atif Russell made Dunk.,44,55
13:12,167,Sam Logwood made Dunk. Assisted by Tim Williams.,44,57
12:43,2277,Josh Ibarra missed Jumper.,44,57
12:43,2277,Braxton Bonds Offensive Rebound.,44,57
12:41,167,Foul on Connor MacDougall.,44,57
12:41,2277,Braxton Bonds made Free Throw.,45,57
12:41,2277,Braxton Bonds made Free Throw.,46,57
12:31,167,Elijah Brown Turnover.,46,57
12:29,2277,Braxton Bonds Steal.,46,57
12:22,2277,Alex Fountain Turnover.,46,57
12:22,167,Xavier Adams Steal.,46,57
12:09,167,Tim Williams made Layup. Assisted by Elijah Brown.,46,59
12:09,2277,Foul on Reveal Chukwujekwu.,46,59
12:09,167,Tim Williams made Free Throw.,46,60
11:52,2277,Asa Cantwell Turnover.,46,60
11:52,167,Elijah Brown Steal.,46,60
11:52,167,New Mexico  Timeout,46,60
11:40,2277,Foul on Josh Ibarra.,46,60
11:40,167,Tim Williams made Free Throw.,46,61
11:40,167,Tim Williams made Free Throw.,46,62
11:19,2277,Alex Fountain missed Three Point Jumper.,46,62
11:19,167,Obij Aget Defensive Rebound.,46,62
11:00,167,Elijah Brown Turnover.,46,62
10:59,2277,Cody Stetler Steal.,46,62
10:38,2277,Jalen Weber made Three Point Jumper. Assisted by Braxton Bonds.,49,62
10:20,167,Jalen Harris made Three Point Jumper. Assisted by Obij Aget.,49,65
9:54,2277,Jalen Weber made Layup.,51,65
9:36,2277,Foul on Reveal Chukwujekwu.,51,65
9:36,167,Xavier Adams missed Free Throw.,51,65
9:36,167,New Mexico Deadball Team Rebound.,51,65
9:36,167,Xavier Adams made Free Throw.,51,66
9:24,2277,Cody Stetler missed Jumper.,51,66
9:24,2277,Cody Stetler Offensive Rebound.,51,66
9:20,2277,Cody Stetler Turnover.,51,66
9:20,167,Aher Uguak Steal.,51,66
9:10,2277,Foul on Cody Stetler.,51,66
9:10,167,Jalen Harris made Free Throw.,51,67
9:10,167,Jalen Harris missed Free Throw.,51,67
9:10,2277,Cody Stetler Defensive Rebound.,51,67
8:52,2277,Jalen Weber Turnover.,51,67
8:51,167,Aher Uguak Steal.,51,67
8:49,167,Aher Uguak made Layup.,51,69
8:29,167,Foul on Jalen Harris.,51,69
8:29,2277,Atif Russell missed Free Throw.,51,69
8:29,2277,Houston Baptist Deadball Team Rebound.,51,69
8:29,2277,Atif Russell made Free Throw.,52,69
8:01,2277,Foul on Cody Stetler.,52,69
8:01,167,Tim Williams made Free Throw.,52,70
8:01,167,Tim Williams made Free Throw.,52,71
7:46,167,Foul on Connor MacDougall.,52,71
7:46,2277,Houston Baptist  Timeout,52,71
7:46,2277,Josh Ibarra made Free Throw.,53,71
7:46,2277,Josh Ibarra missed Free Throw.,53,71
7:46,167,Elijah Brown Defensive Rebound.,53,71
7:23,2277,Foul on Colter Lasher.,53,71
7:23,167,Jalen Harris missed Free Throw.,53,71
7:23,167,New Mexico Deadball Team Rebound.,53,71
7:23,167,Jalen Harris made Free Throw.,53,72
7:04,2277,Jalon Gates made Three Point Jumper. Assisted by Braxton Bonds.,56,72
6:39,167,Tim Williams Turnover.,56,72
6:38,2277,Colter Lasher Steal.,56,72
6:23,2277,Jalon Gates missed Three Point Jumper.,56,72
6:23,167,Tim Williams Defensive Rebound.,56,72
6:23,2277,Foul on Braxton Bonds.,56,72
6:23,167,Jalen Harris made Free Throw.,56,73
6:23,167,Jalen Harris made Free Throw.,56,74
6:08,2277,Colter Lasher Turnover.,56,74
5:42,167,Elijah Brown missed Three Point Jumper.,56,74
5:42,2277,Atif Russell Defensive Rebound.,56,74
5:34,2277,Colter Lasher made Three Point Jumper. Assisted by Atif Russell.,59,74
5:20,2277,Foul on Braxton Bonds.,59,74
5:20,167,Jordan Hunter made Free Throw.,59,75
5:20,167,Jordan Hunter made Free Throw.,59,76
5:02,2277,Colter Lasher made Three Point Jumper. Assisted by Atif Russell.,62,76
4:45,167,Tim Williams made Jumper. Assisted by Damien Jefferson.,62,78
4:45,2277,Foul on Josh Ibarra.,62,78
4:45,167,Tim Williams made Free Throw.,62,79
4:21,2277,Colter Lasher made Three Point Jumper. Assisted by Jalon Gates.,65,79
4:01,167,Jordan Hunter made Three Point Jumper. Assisted by Damien Jefferson.,65,82
3:51,2277,Jalon Gates made Three Point Jumper. Assisted by Colter Lasher.,68,82
3:51,167,Foul on Damien Jefferson.,68,82
3:51,2277,Houston Baptist  Timeout,68,82
3:51,2277,Jalon Gates made Free Throw.,69,82
3:39,2277,Foul on Alex Fountain.,69,82
3:39,167,Damien Jefferson missed Free Throw.,69,82
3:39,167,New Mexico Deadball Team Rebound.,69,82
3:39,167,Damien Jefferson made Free Throw.,69,83
3:24,2277,Atif Russell missed Three Point Jumper.,69,83
3:24,2277,Atif Russell Offensive Rebound.,69,83
3:17,2277,Atif Russell made Layup.,71,83
2:56,2277,Foul on Atif Russell.,71,83
2:56,167,Xavier Adams missed Free Throw.,71,83
2:56,167,New Mexico Deadball Team Rebound.,71,83
2:56,167,Xavier Adams missed Free Throw.,71,83
2:56,2277,Colter Lasher Defensive Rebound.,71,83
2:45,167,Foul on Xavier Adams.,71,83
2:45,2277,Braxton Bonds missed Free Throw.,71,83
2:45,2277,Houston Baptist Deadball Team Rebound.,71,83
2:45,2277,Braxton Bonds missed Free Throw.,71,83
2:45,167,Tim Williams Defensive Rebound.,71,83
2:26,167,Tim Williams missed Jumper.,71,83
2:26,2277,Colter Lasher Defensive Rebound.,71,83
2:21,2277,Colter Lasher Turnover.,71,83
2:19,167,Jordan Hunter Steal.,71,83
2:17,167,Tim Williams made Dunk. Assisted by Jordan Hunter.,71,85
2:08,2277,Jalon Gates made Three Point Jumper. Assisted by Colter Lasher.,74,85
2:07,2277,Houston Baptist  Timeout,74,85
2:00,167,Jordan Hunter Turnover.,74,85
1:59,2277,Atif Russell Steal.,74,85
1:56,2277,Atif Russell Turnover.,74,85
1:55,167,Elijah Brown Steal.,74,85
1:55,2277,Foul on Braxton Bonds.,74,85
1:55,167,Elijah Brown made Free Throw.,74,86
1:55,167,Elijah Brown made Free Throw.,74,87
1:45,2277,Alex Fountain missed Jumper.,74,87
1:45,2277,Alex Fountain Offensive Rebound.,74,87
1:38,167,Foul on Aher Uguak.,74,87
1:38,2277,Atif Russell missed Free Throw.,74,87
1:38,2277,Houston Baptist Deadball Team Rebound.,74,87
1:38,2277,Atif Russell made Free Throw.,75,87
1:34,167,Xavier Adams made Dunk. Assisted by Aher Uguak.,75,89
1:28,167,Foul on Jordan Hunter.,75,89
1:28,2277,Braxton Bonds missed Free Throw.,75,89
1:28,2277,Houston Baptist Deadball Team Rebound.,75,89
1:28,2277,Braxton Bonds made Free Throw.,76,89
1:20,2277,Foul on Braxton Bonds.,76,89
1:20,167,Xavier Adams made Free Throw.,76,90
1:20,167,Xavier Adams made Free Throw.,76,91
1:09,2277,Colter Lasher made Three Point Jumper.,79,91
0:52,167,Aher Uguak missed Layup.,79,91
0:52,167,Tim Williams Offensive Rebound.,79,91
0:50,167,Tim Williams made Two Point Tip Shot.,79,93
0:37,2277,Colter Lasher missed Three Point Jumper.,79,93
0:37,167,Jordan Hunter Defensive Rebound.,79,93
0:32,2277,Foul on Alex Fountain.,79,93
0:32,167,Jordan Hunter made Free Throw.,79,94
0:32,167,Jordan Hunter made Free Throw.,79,95
0:23,2277,Jalen Weber missed Jumper.,79,95
0:23,167,Aher Uguak Defensive Rebound.,79,95
0:00,167,End of Game,79,95
