NJIT,328,Utah State,2885
17:26,2885,Damon Lynn missed Three Point Jumper.,43,49
17:26,2885,Rob Ukawuba Offensive Rebound.,43,49
17:24,328,Foul on Quinn Taylor.,43,49
17:08,2885,Anthony Tarke made Jumper.,45,49
16:58,2885,Foul on Mohamed Bendary.,45,49
16:40,328,Julion Pearre missed Jumper.,45,49
16:40,2885,Abdul Lewis Defensive Rebound.,45,49
16:33,2885,Damon Lynn made Layup.,47,49
16:28,328,Utah State  Timeout,47,49
16:20,328,Jalen Moore Turnover.,47,49
16:19,2885,Osa Izevbuwa Steal.,47,49
16:17,2885,Damon Lynn made Layup. Assisted by Anthony Tarke.,49,49
16:04,328,Ngor Barnaba made Jumper. Assisted by Jalen Moore.,49,51
15:32,2885,Abdul Lewis missed Three Point Jumper.,49,51
15:32,2885,Rob Ukawuba Offensive Rebound.,49,51
15:26,2885,Damon Lynn made Layup.,51,51
15:23,328,Official TV Timeout,51,51
15:14,328,Sam Merrill made Layup.,51,53
14:59,2885,Anthony Tarke missed Layup.,51,53
14:59,328,Alexis Dargenton Defensive Rebound.,51,53
14:44,2885,Foul on Osa Izevbuwa.,51,53
14:44,328,Koby McEwen missed Free Throw.,51,53
14:44,328,Utah State Deadball Team Rebound.,51,53
14:44,328,Koby McEwen missed Free Throw.,51,53
14:44,2885,Osa Izevbuwa Defensive Rebound.,51,53
14:21,2885,Abdul Lewis missed Jumper.,51,53
14:21,328,Sam Merrill Defensive Rebound.,51,53
13:59,328,Sam Merrill made Three Point Jumper. Assisted by Ngor Barnaba.,51,56
13:35,2885,Osa Izevbuwa missed Layup.,51,56
13:35,328,Ngor Barnaba Defensive Rebound.,51,56
13:17,328,Koby McEwen missed Layup.,51,56
13:17,2885,Rob Ukawuba Defensive Rebound.,51,56
13:11,2885,Osa Izevbuwa missed Three Point Jumper.,51,56
13:11,2885,Anthony Tarke Offensive Rebound.,51,56
13:11,328,Foul on Alexis Dargenton.,51,56
13:09,328,Foul on Alexis Dargenton.,51,56
13:09,2885,Tim Coleman missed Free Throw.,51,56
13:09,2885,NJIT Deadball Team Rebound.,51,56
13:09,2885,Tim Coleman made Free Throw.,52,56
13:00,328,Sam Merrill made Jumper. Assisted by Quinn Taylor.,52,58
12:44,2885,Damon Lynn Turnover.,52,58
12:43,328,Koby McEwen Steal.,52,58
12:36,2885,Foul on Damon Lynn.,52,58
12:11,328,Julion Pearre Turnover.,52,58
11:54,2885,Tim Coleman missed Layup.,52,58
11:54,2885,NJIT Offensive Rebound.,52,58
11:53,328,Foul on Quinn Taylor.,52,58
11:53,328,Official TV Timeout,52,58
11:51,2885,Tim Coleman missed Jumper.,52,58
11:51,328,Utah State Defensive Rebound.,52,58
11:31,328,Ngor Barnaba missed Three Point Jumper.,52,58
11:31,2885,Abdul Lewis Defensive Rebound.,52,58
11:21,2885,Shyquan Gibbs made Layup. Assisted by Damon Lynn.,54,58
11:03,328,Ngor Barnaba missed Jumper.,54,58
11:03,2885,Tim Coleman Defensive Rebound.,54,58
10:50,328,Foul on Norbert Janicek.,54,58
10:50,2885,Abdul Lewis made Free Throw.,55,58
10:50,2885,Abdul Lewis made Free Throw.,56,58
10:26,328,Norbert Janicek Turnover.,56,58
10:26,2885,Tim Coleman Steal.,56,58
10:26,328,Foul on Norbert Janicek.,56,58
10:14,2885,Damon Lynn missed Three Point Jumper.,56,58
10:14,328,Koby McEwen Defensive Rebound.,56,58
9:52,328,Koby McEwen missed Layup.,56,58
9:52,2885,Mohamed Bendary Defensive Rebound.,56,58
9:40,2885,Tim Coleman made Three Point Jumper. Assisted by Damon Lynn.,59,58
9:39,2885,NJIT  Timeout,59,58
9:30,2885,Foul on Rob Ukawuba.,59,58
9:23,328,Norbert Janicek made Layup. Assisted by Shane Rector.,59,60
9:06,2885,Tim Coleman Turnover.,59,60
8:45,328,Shane Rector missed Layup.,59,60
8:45,2885,Tim Coleman Defensive Rebound.,59,60
8:39,2885,Rob Ukawuba made Layup.,61,60
8:39,328,Foul on Jalen Moore.,61,60
8:39,2885,Rob Ukawuba made Free Throw.,62,60
8:28,328,Shane Rector made Three Point Jumper. Assisted by Norbert Janicek.,62,63
8:02,2885,Tim Coleman missed Jumper.,62,63
8:02,328,Jalen Moore Defensive Rebound.,62,63
7:57,328,Julion Pearre made Layup. Assisted by Jalen Moore.,62,65
7:33,2885,Rob Ukawuba missed Three Point Jumper.,62,65
7:33,328,Sam Merrill Defensive Rebound.,62,65
7:19,2885,Foul on Mohamed Bendary.,62,65
7:19,328,Official TV Timeout,62,65
7:19,328,Norbert Janicek missed Free Throw.,62,65
7:19,328,Utah State Deadball Team Rebound.,62,65
7:19,328,Norbert Janicek made Free Throw.,62,66
7:09,2885,Damon Lynn made Three Point Jumper. Assisted by Tim Coleman.,65,66
6:53,328,Jalen Moore made Three Point Jumper. Assisted by Ngor Barnaba.,65,69
6:37,2885,Damon Lynn missed Three Point Jumper.,65,69
6:37,328,Jalen Moore Defensive Rebound.,65,69
6:24,328,Julion Pearre Turnover.,65,69
6:10,2885,Abdul Lewis Turnover.,65,69
6:09,328,Jalen Moore Steal.,65,69
6:07,2885,Foul on Tim Coleman.,65,69
6:07,328,Jalen Moore made Free Throw.,65,70
6:07,328,Jalen Moore made Free Throw.,65,71
5:56,2885,Damon Lynn missed Jumper.,65,71
5:56,328,Alexis Dargenton Block.,65,71
5:55,328,Alexis Dargenton Defensive Rebound.,65,71
5:42,328,Sam Merrill missed Three Point Jumper.,65,71
5:42,2885,Damon Lynn Defensive Rebound.,65,71
5:32,2885,Damon Lynn made Three Point Jumper.,68,71
5:11,328,Ngor Barnaba made Jumper. Assisted by Sam Merrill.,68,73
5:04,328,Foul on Alexis Dargenton.,68,73
5:04,2885,Rob Ukawuba made Free Throw.,69,73
5:04,2885,Rob Ukawuba made Free Throw.,70,73
4:53,2885,Foul on Rob Ukawuba.,70,73
4:53,328,Jalen Moore made Free Throw.,70,74
4:53,328,Jalen Moore made Free Throw.,70,75
4:37,328,Foul on Sam Merrill.,70,75
4:37,2885,Anthony Tarke missed Free Throw.,70,75
4:37,2885,NJIT Deadball Team Rebound.,70,75
4:37,2885,Anthony Tarke made Free Throw.,71,75
4:24,2885,Foul on Abdul Lewis.,71,75
4:24,328,Shane Rector made Free Throw.,71,76
4:24,328,Shane Rector made Free Throw.,71,77
3:59,2885,Damon Lynn made Three Point Jumper.,74,77
3:43,328,Sam Merrill made Three Point Jumper. Assisted by Shane Rector.,74,80
3:31,2885,Damon Lynn Turnover.,74,80
3:30,328,Sam Merrill Steal.,74,80
3:24,2885,Foul on Damon Lynn.,74,80
3:24,328,Official TV Timeout,74,80
3:24,328,Jalen Moore made Free Throw.,74,81
3:24,328,Jalen Moore made Free Throw.,74,82
3:09,2885,Damon Lynn made Three Point Jumper. Assisted by Shyquan Gibbs.,77,82
3:08,2885,NJIT  Timeout,77,82
2:48,328,Koby McEwen made Layup.,77,84
2:31,328,Foul on Sam Merrill.,77,84
2:31,2885,Rob Ukawuba missed Free Throw.,77,84
2:31,2885,NJIT Deadball Team Rebound.,77,84
2:31,2885,Rob Ukawuba made Free Throw.,78,84
2:15,328,Jalen Moore missed Three Point Jumper.,78,84
2:15,2885,Rob Ukawuba Defensive Rebound.,78,84
1:57,2885,Abdul Lewis Turnover.,78,84
1:43,328,Koby McEwen made Three Point Jumper. Assisted by Shane Rector.,78,87
1:15,2885,Damon Lynn missed Three Point Jumper.,78,87
1:15,328,Sam Merrill Defensive Rebound.,78,87
1:00,328,Koby McEwen made Layup. Assisted by Jalen Moore.,78,89
0:54,2885,NJIT  Timeout,78,89
0:43,2885,Shyquan Gibbs missed Three Point Jumper.,78,89
0:43,328,Ngor Barnaba Defensive Rebound.,78,89
0:41,2885,Foul on Abdul Lewis.,78,89
0:41,328,Ngor Barnaba missed Free Throw.,78,89
0:41,328,Utah State Deadball Team Rebound.,78,89
0:41,328,Ngor Barnaba made Free Throw.,78,90
0:38,2885,Tim Coleman made Three Point Jumper.,81,90
0:34,2885,Foul on Anthony Tarke.,81,90
0:34,328,Shane Rector made Free Throw.,81,91
0:34,328,Shane Rector made Free Throw.,81,92
0:30,2885,Damon Lynn missed Three Point Jumper.,81,92
0:30,328,Jalen Moore Defensive Rebound.,81,92
0:27,2885,Foul on Anthony Tarke.,81,92
0:27,328,Jalen Moore made Free Throw.,81,93
0:27,328,Jalen Moore missed Free Throw.,81,93
0:27,2885,Osa Izevbuwa Defensive Rebound.,81,93
0:21,2885,Tim Coleman made Three Point Jumper. Assisted by Rob Ukawuba.,84,93
0:15,328,Utah State  Timeout,84,93
0:00,328,End of Game,84,93
