Georgia State,2,Auburn,2247
11:08,2247,Malik Benlevi Turnover.,15,18
10:57,2,Foul on Mustapha Heron.,15,18
10:57,2,Mustapha Heron Turnover.,15,18
10:47,2247,Isaiah Williams Turnover.,15,18
10:31,2,Mustapha Heron missed Jumper.,15,18
10:31,2,LaRon Smith Offensive Rebound.,15,18
10:29,2,LaRon Smith missed Dunk.,15,18
10:29,2247,Georgia St Defensive Rebound.,15,18
10:07,2247,Justin Seymour made Three Point Jumper. Assisted by Jeremy Hollowell.,18,18
9:46,2247,Foul on Jordan Session.,18,18
9:46,2,Horace Spencer made Free Throw.,18,19
9:46,2,Horace Spencer made Free Throw.,18,20
9:32,2247,Austin Donaldson made Layup.,20,20
9:16,2,TJ Lang missed Three Point Jumper.,20,20
9:16,2247,Malik Benlevi Defensive Rebound.,20,20
8:53,2247,Malik Benlevi missed Layup.,20,20
8:53,2,T.J. Dunans Defensive Rebound.,20,20
8:48,2,Bryce Brown missed Three Point Jumper.,20,20
8:48,2247,Jeremy Hollowell Defensive Rebound.,20,20
8:17,2247,Jeremy Hollowell missed Three Point Jumper.,20,20
8:17,2247,Jeff Thomas Offensive Rebound.,20,20
7:59,2247,Jeff Thomas missed Three Point Jumper.,20,20
7:59,2,T.J. Dunans Defensive Rebound.,20,20
7:44,2,TJ Lang Turnover.,20,20
7:43,2247,Jeff Thomas Steal.,20,20
7:30,2,Foul on TJ Lang.,20,20
7:30,2,Official TV Timeout,20,20
7:30,2247,Austin Donaldson missed Free Throw.,20,20
7:30,2,Anfernee McLemore Defensive Rebound.,20,20
7:11,2247,Foul on Austin Donaldson.,20,20
7:11,2,T.J. Dunans missed Free Throw.,20,20
7:11,2,Auburn Deadball Team Rebound.,20,20
7:11,2,T.J. Dunans missed Free Throw.,20,20
7:11,2247,Georgia St Deadball Team Rebound.,20,20
7:10,2,Foul on Anfernee McLemore.,20,20
7:10,2247,Jeremy Hollowell made Free Throw.,21,20
7:10,2247,Jeremy Hollowell made Free Throw.,22,20
7:01,2,T.J. Dunans made Dunk. Assisted by Jared Harper.,22,22
6:49,2247,Foul on Jeremy Hollowell.,22,22
6:49,2247,Jeremy Hollowell Turnover.,22,22
6:38,2,T.J. Dunans missed Three Point Jumper.,22,22
6:38,2247,Justin Seymour Defensive Rebound.,22,22
6:23,2,Foul on T.J. Dunans.,22,22
6:23,2247,Jeff Thomas made Free Throw.,23,22
6:23,2247,Jeff Thomas made Free Throw.,24,22
6:05,2247,Foul on D'Marcus Simonds.,24,22
6:05,2,Jared Harper missed Free Throw.,24,22
6:05,2,Auburn Deadball Team Rebound.,24,22
6:05,2,Jared Harper made Free Throw.,24,23
5:53,2247,Justin Seymour missed Three Point Jumper.,24,23
5:53,2,Auburn Defensive Rebound.,24,23
5:32,2,LaRon Smith made Jumper.,24,25
5:10,2247,Justin Seymour missed Layup.,24,25
5:10,2,LaRon Smith Block.,24,25
5:09,2,Mustapha Heron Defensive Rebound.,24,25
5:09,2247,Foul on Jeff Thomas.,24,25
5:09,2,Mustapha Heron missed Free Throw.,24,25
5:09,2,Auburn Deadball Team Rebound.,24,25
5:09,2,Mustapha Heron made Free Throw.,24,26
4:46,2247,Jeff Thomas missed Three Point Jumper.,24,26
4:46,2,TJ Lang Defensive Rebound.,24,26
4:29,2,Horace Spencer made Jumper.,24,28
4:08,2247,Austin Donaldson Turnover.,24,28
3:53,2,Horace Spencer missed Dunk.,24,28
3:53,2247,Devin Mitchell Defensive Rebound.,24,28
3:45,2247,D'Marcus Simonds Turnover.,24,28
3:19,2,Mustapha Heron missed Three Point Jumper.,24,28
3:19,2247,Willie Clayton Defensive Rebound.,24,28
2:57,2247,Foul on Willie Clayton.,24,28
2:57,2247,Willie Clayton Turnover.,24,28
2:47,2,Mustapha Heron missed Jumper.,24,28
2:47,2247,Justin Seymour Defensive Rebound.,24,28
2:31,2247,Jeremy Hollowell made Layup.,26,28
2:18,2,Bryce Brown missed Three Point Jumper.,26,28
2:18,2247,Devin Mitchell Defensive Rebound.,26,28
2:03,2,Foul on Horace Spencer.,26,28
2:03,2247,Isaiah Dennis made Free Throw.,27,28
2:03,2247,Isaiah Dennis made Free Throw.,28,28
1:54,2,Jared Harper made Three Point Jumper.,28,31
1:33,2247,Jeremy Hollowell missed Three Point Jumper.,28,31
1:33,2,Jared Harper Defensive Rebound.,28,31
1:15,2247,Foul on Devin Mitchell.,28,31
1:15,2,Jared Harper made Free Throw.,28,32
1:15,2,Jared Harper missed Free Throw.,28,32
1:15,2247,Isaiah Dennis Defensive Rebound.,28,32
0:58,2247,Jeremy Hollowell made Jumper.,30,32
0:50,2,Jared Harper made Three Point Jumper.,30,35
0:47,2247,Georgia St  Timeout,30,35
0:30,2247,Devin Mitchell missed Three Point Jumper.,30,35
0:30,2247,Isaiah Dennis Offensive Rebound.,30,35
0:03,2247,Isaiah Dennis missed Jumper.,30,35
0:03,2,Mustapha Heron Defensive Rebound.,30,35
0:00,2,End of 1st half,30,35
19:52,2247,Jeremy Hollowell missed Jumper.,30,35
19:52,2,Danjel Purifoy Defensive Rebound.,30,35
19:22,2,Danjel Purifoy Turnover.,30,35
19:21,2247,Isaiah Williams Steal.,30,35
19:17,2247,Isaiah Williams Turnover.,30,35
19:16,2,Jared Harper Steal.,30,35
19:13,2,Horace Spencer missed Layup.,30,35
19:13,2,Bryce Brown Offensive Rebound.,30,35
19:09,2,Bryce Brown made Two Point Tip Shot.,30,37
18:58,2,Foul on Jared Harper.,30,37
18:37,2247,Justin Seymour missed Three Point Jumper.,30,37
18:37,2,Jared Harper Defensive Rebound.,30,37
18:30,2,Bryce Brown missed Three Point Jumper.,30,37
18:30,2247,Justin Seymour Defensive Rebound.,30,37
18:23,2247,Jeremy Hollowell made Layup. Assisted by Justin Seymour.,32,37
17:48,2,Jared Harper missed Three Point Jumper.,32,37
17:48,2247,Malik Benlevi Block.,32,37
17:45,2,Horace Spencer Offensive Rebound.,32,37
17:45,2,Horace Spencer Turnover.,32,37
17:28,2247,Justin Seymour made Three Point Jumper.,35,37
17:21,2,Jared Harper Turnover.,35,37
17:03,2247,Isaiah Williams missed Jumper.,35,37
17:03,2,Jared Harper Defensive Rebound.,35,37
16:52,2,Mustapha Heron missed Layup.,35,37
16:52,2,Horace Spencer Offensive Rebound.,35,37
16:47,2,Horace Spencer made Layup.,35,39
16:26,2,Foul on Horace Spencer.,35,39
16:16,2247,Justin Seymour missed Layup.,35,39
16:16,2247,Justin Seymour Offensive Rebound.,35,39
16:12,2247,Justin Seymour missed Jumper.,35,39
16:12,2247,Justin Seymour Offensive Rebound.,35,39
16:08,2247,Justin Seymour made Jumper.,37,39
16:01,2247,Foul on Malik Benlevi.,37,39
15:58,2,Jared Harper made Jumper.,37,41
15:58,2247,Foul on Jeff Thomas.,37,41
15:58,2,Official TV Timeout,37,41
15:58,2,Jared Harper made Free Throw.,37,42
15:56,2247,Jeremy Hollowell Turnover.,37,42
15:55,2,Jared Harper Steal.,37,42
15:42,2247,Foul on Willie Clayton.,37,42
15:34,2,Danjel Purifoy made Layup. Assisted by T.J. Dunans.,37,44
15:00,2,Foul on LaRon Smith.,37,44
14:55,2,Foul on Jared Harper.,37,44
14:44,2247,Jeff Thomas missed Jumper.,37,44
14:44,2,T.J. Dunans Defensive Rebound.,37,44
14:36,2,Danjel Purifoy made Three Point Jumper. Assisted by Ronnie Johnson.,37,47
14:29,2247,Georgia St  Timeout,37,47
14:10,2247,Justin Seymour made Three Point Jumper. Assisted by Jordan Session.,40,47
13:49,2247,Foul on Jeremy Hollowell.,40,47
13:49,2,Danjel Purifoy made Free Throw.,40,48
13:49,2,Danjel Purifoy made Free Throw.,40,49
13:49,2,Danjel Purifoy made Free Throw.,40,50
13:49,2247,Georgia St  Timeout,40,50
13:35,2247,Austin Donaldson missed Layup.,40,50
13:35,2,Ronnie Johnson Defensive Rebound.,40,50
13:35,2247,Foul on Austin Donaldson.,40,50
13:15,2,Danjel Purifoy missed Jumper.,40,50
13:15,2247,Malik Benlevi Defensive Rebound.,40,50
12:52,2247,Malik Benlevi missed Layup.,40,50
12:52,2,T.J. Dunans Block.,40,50
12:50,2,T.J. Dunans Defensive Rebound.,40,50
12:38,2,TJ Lang made Three Point Jumper. Assisted by Danjel Purifoy.,40,53
12:19,2247,D'Marcus Simonds missed Layup.,40,53
12:19,2,LaRon Smith Block.,40,53
12:17,2247,Devin Mitchell Offensive Rebound.,40,53
12:04,2247,Malik Benlevi made Layup. Assisted by Isaiah Dennis.,42,53
11:55,2,TJ Lang missed Three Point Jumper.,42,53
11:55,2247,Isaiah Dennis Defensive Rebound.,42,53
11:48,2247,Devin Mitchell missed Three Point Jumper.,42,53
11:48,2247,Jordan Session Offensive Rebound.,42,53
11:36,2247,D'Marcus Simonds missed Layup.,42,53
11:36,2,TJ Lang Defensive Rebound.,42,53
11:11,2,Official TV Timeout,42,53
11:11,2,T.J. Dunans Turnover.,42,53
11:02,2247,Justin Seymour made Jumper.,44,53
11:01,2,Foul on Horace Spencer.,44,53
11:01,2247,Justin Seymour made Free Throw.,45,53
10:34,2247,Foul on Jeremy Hollowell.,45,53
10:29,2,Mustapha Heron made Layup.,45,55
10:15,2247,Justin Seymour missed Three Point Jumper.,45,55
10:15,2,Anfernee McLemore Defensive Rebound.,45,55
9:47,2247,Foul on Devin Mitchell.,45,55
9:47,2,Bryce Brown made Free Throw.,45,56
9:47,2,Bryce Brown missed Free Throw.,45,56
9:47,2247,Georgia St Defensive Rebound.,45,56
9:28,2247,Malik Benlevi missed Three Point Jumper.,45,56
9:28,2,Mustapha Heron Defensive Rebound.,45,56
9:19,2,Anfernee McLemore made Dunk. Assisted by Ronnie Johnson.,45,58
9:00,2247,Malik Benlevi missed Layup.,45,58
9:00,2,Anfernee McLemore Block.,45,58
9:00,2247,Jordan Session Offensive Rebound.,45,58
9:00,2,Foul on Ronnie Johnson.,45,58
9:00,2247,Jordan Session missed Free Throw.,45,58
9:00,2247,Georgia St Deadball Team Rebound.,45,58
9:00,2247,Jordan Session missed Free Throw.,45,58
9:00,2,Mustapha Heron Defensive Rebound.,45,58
8:41,2247,Foul on Jordan Session.,45,58
8:41,2,Mustapha Heron made Free Throw.,45,59
8:41,2,Mustapha Heron made Free Throw.,45,60
8:24,2247,Jeff Thomas made Three Point Jumper. Assisted by Austin Donaldson.,48,60
8:08,2,Danjel Purifoy missed Three Point Jumper.,48,60
8:08,2247,Georgia St Deadball Team Rebound.,48,60
8:08,2,Foul on Mustapha Heron.,48,60
8:08,2247,Isaiah Williams made Free Throw.,49,60
8:08,2247,Isaiah Williams made Free Throw.,50,60
7:59,2,Ronnie Johnson Turnover.,50,60
7:59,2,Official TV Timeout,50,60
7:40,2247,Jeff Thomas Turnover.,50,60
7:15,2247,Foul on Jeff Thomas.,50,60
7:15,2,Danjel Purifoy made Free Throw.,50,61
7:15,2,Danjel Purifoy made Free Throw.,50,62
6:55,2247,Justin Seymour missed Jumper.,50,62
6:55,2247,Willie Clayton Offensive Rebound.,50,62
6:50,2247,Willie Clayton missed Jumper.,50,62
6:50,2,LaRon Smith Block.,50,62
6:48,2,Mustapha Heron Defensive Rebound.,50,62
6:42,2,T.J. Dunans missed Layup.,50,62
6:42,2247,Jeremy Hollowell Defensive Rebound.,50,62
6:31,2247,Jeff Thomas made Three Point Jumper. Assisted by Jeremy Hollowell.,53,62
6:11,2247,Foul on Isaiah Williams.,53,62
6:11,2,Danjel Purifoy made Free Throw.,53,63
6:11,2,Danjel Purifoy made Free Throw.,53,64
5:51,2247,Jeremy Hollowell made Jumper.,55,64
5:23,2,Jared Harper missed Layup.,55,64
5:23,2247,Jeff Thomas Block.,55,64
5:20,2,Danjel Purifoy Offensive Rebound.,55,64
5:16,2,Jared Harper made Three Point Jumper. Assisted by Danjel Purifoy.,55,67
5:02,2,Foul on Danjel Purifoy.,55,67
5:02,2247,Jeremy Hollowell made Free Throw.,56,67
5:02,2247,Jeremy Hollowell made Free Throw.,57,67
4:52,2,Danjel Purifoy Turnover.,57,67
4:50,2247,Justin Seymour Steal.,57,67
4:48,2247,Justin Seymour made Dunk.,59,67
4:24,2,Jared Harper made Three Point Jumper.,59,70
4:24,2247,Foul on Justin Seymour.,59,70
4:24,2,Jared Harper missed Free Throw.,59,70
4:24,2247,Willie Clayton Defensive Rebound.,59,70
4:08,2,Foul on T.J. Dunans.,59,70
4:08,2247,Jeremy Hollowell made Free Throw.,60,70
4:08,2247,Jeremy Hollowell made Free Throw.,61,70
3:55,2,Danjel Purifoy made Layup. Assisted by Jared Harper.,61,72
3:33,2247,Jeremy Hollowell missed Three Point Jumper.,61,72
3:33,2247,Malik Benlevi Offensive Rebound.,61,72
3:27,2247,Willie Clayton missed Layup.,61,72
3:27,2,T.J. Dunans Defensive Rebound.,61,72
3:22,2,Horace Spencer made Dunk. Assisted by T.J. Dunans.,61,74
3:09,2247,Justin Seymour missed Three Point Jumper.,61,74
3:09,2247,Georgia St Deadball Team Rebound.,61,74
3:08,2,Foul on Horace Spencer.,61,74
3:08,2,Official TV Timeout,61,74
3:08,2247,Willie Clayton missed Free Throw.,61,74
3:08,2247,Georgia St Deadball Team Rebound.,61,74
3:08,2247,Willie Clayton missed Free Throw.,61,74
3:08,2,Mustapha Heron Defensive Rebound.,61,74
2:58,2,Foul on Danjel Purifoy.,61,74
2:58,2,Danjel Purifoy Turnover.,61,74
2:50,2247,Devin Mitchell missed Three Point Jumper.,61,74
2:50,2,Jared Harper Defensive Rebound.,61,74
2:36,2,Jared Harper missed Three Point Jumper.,61,74
2:36,2247,Jeff Thomas Defensive Rebound.,61,74
2:26,2247,Isaiah Williams missed Three Point Jumper.,61,74
2:26,2,Horace Spencer Defensive Rebound.,61,74
1:59,2,Jared Harper missed Jumper.,61,74
1:59,2,Horace Spencer Offensive Rebound.,61,74
1:54,2,Horace Spencer made Two Point Tip Shot.,61,76
1:38,2,Foul on Jared Harper.,61,76
1:38,2247,Jeremy Hollowell made Free Throw.,62,76
1:38,2247,Jeremy Hollowell made Free Throw.,63,76
1:37,2,T.J. Dunans Turnover.,63,76
1:36,2247,Malik Benlevi Steal.,63,76
1:34,2247,Malik Benlevi missed Layup.,63,76
1:34,2,Danjel Purifoy Defensive Rebound.,63,76
1:26,2247,Foul on Willie Clayton.,63,76
1:26,2,Mustapha Heron made Free Throw.,63,77
1:26,2,Mustapha Heron missed Free Throw.,63,77
1:26,2,Danjel Purifoy Offensive Rebound.,63,77
1:25,2,Danjel Purifoy made Jumper.,63,79
1:24,2247,Foul on Austin Donaldson.,63,79
1:24,2,Danjel Purifoy made Free Throw.,63,80
1:17,2247,Jeremy Hollowell missed Three Point Jumper.,63,80
1:17,2,Mustapha Heron Defensive Rebound.,63,80
0:48,2247,Foul on Jeremy Hollowell.,63,80
0:48,2,Jared Harper made Free Throw.,63,81
0:48,2,Jared Harper made Free Throw.,63,82
0:39,2247,Justin Seymour made Jumper.,65,82
0:28,2247,Foul on Devin Mitchell.,65,82
0:28,2,Patrick Keim made Free Throw.,65,83
0:28,2,Patrick Keim missed Free Throw.,65,83
0:28,2247,Austin Donaldson Defensive Rebound.,65,83
0:16,2247,Jeff Thomas missed Three Point Jumper.,65,83
0:16,2,Patrick Keim Defensive Rebound.,65,83
0:00,2,End of Game,65,83
