Eureka,Error,Loyola-Chicago,2350
18:10,2350,Aundre Jackson missed Free Throw.,40,52
18:10,2350,Ben Richardson Offensive Rebound.,40,52
18:03,2350,Milton Doyle made Layup.,40,54
17:49,-1,Kendall Davis missed Jumper.,40,54
17:49,2350,Clayton Custer Defensive Rebound.,40,54
17:39,-1,Foul on Alex Wiegand.,40,54
17:39,2350,Aundre Jackson made Free Throw.,40,55
17:39,2350,Aundre Jackson missed Free Throw.,40,55
17:39,-1,Parker Gibson Defensive Rebound.,40,55
17:17,-1,Kendall Davis missed Layup.,40,55
17:17,-1,Kendall Davis Offensive Rebound.,40,55
17:14,-1,Kendall Davis missed Layup.,40,55
17:14,2350,Aundre Jackson Defensive Rebound.,40,55
17:12,-1,Foul on Shea Feehan.,40,55
17:07,2350,Aundre Jackson missed Layup.,40,55
17:07,-1,Hank Thomas Defensive Rebound.,40,55
17:01,2350,Foul on Ben Richardson.,40,55
16:57,-1,Kendall Davis missed Jumper.,40,55
16:57,2350,Aundre Jackson Defensive Rebound.,40,55
16:47,2350,Milton Doyle Turnover.,40,55
16:31,-1,Shea Feehan missed Three Point Jumper.,40,55
16:31,2350,Clayton Custer Defensive Rebound.,40,55
16:23,2350,Clayton Custer Turnover.,40,55
16:21,-1,Hank Thomas Steal.,40,55
16:19,2350,Foul on Ben Richardson.,40,55
16:19,-1,Kendall Davis made Free Throw.,41,55
16:19,-1,Kendall Davis made Free Throw.,42,55
16:06,2350,Donte Ingram made Three Point Jumper. Assisted by Milton Doyle.,42,58
15:46,-1,Hank Thomas Turnover.,42,58
15:46,2350,Official TV Timeout,42,58
15:29,2350,Aundre Jackson made Jumper. Assisted by Milton Doyle.,42,60
14:58,-1,Hank Thomas missed Jumper.,42,60
14:58,2350,Aundre Jackson Defensive Rebound.,42,60
14:27,2350,Donte Ingram missed Three Point Jumper.,42,60
14:27,2350,Bruno Skokna Offensive Rebound.,42,60
14:22,2350,Bruno Skokna made Layup.,42,62
14:02,-1,Hank Thomas missed Jumper.,42,62
14:02,2350,Aundre Jackson Defensive Rebound.,42,62
13:54,2350,Milton Doyle missed Three Point Jumper.,42,62
13:54,2350,Aundre Jackson Offensive Rebound.,42,62
13:44,2350,Aundre Jackson made Two Point Tip Shot.,42,64
13:34,-1,Kendall Davis made Jumper.,44,64
13:20,2350,Aundre Jackson made Layup. Assisted by Milton Doyle.,44,66
13:04,-1,Kendall Davis made Three Point Jumper. Assisted by Hank Thomas.,47,66
12:47,2350,Donte Ingram made Three Point Jumper. Assisted by Milton Doyle.,47,69
12:28,-1,Hank Thomas missed Three Point Jumper.,47,69
12:28,2350,Donte Ingram Defensive Rebound.,47,69
12:08,-1,Foul on Brady Sanders.,47,69
11:57,2350,Cameron Satterwhite missed Jumper.,47,69
11:57,-1,Ryan McElmurry Defensive Rebound.,47,69
11:47,-1,Shea Feehan missed Three Point Jumper.,47,69
11:47,2350,Cameron Satterwhite Defensive Rebound.,47,69
11:37,2350,Donte Ingram made Three Point Jumper. Assisted by Bruno Skokna.,47,72
11:33,2350,Official TV Timeout,47,72
11:05,-1,Ryan McElmurry missed Three Point Jumper.,47,72
11:05,2350,Bruno Skokna Defensive Rebound.,47,72
10:53,2350,Bruno Skokna Turnover.,47,72
10:51,-1,Austin Ahnafield Steal.,47,72
10:36,2350,Foul on Matt Chastain.,47,72
10:25,-1,Austin Ahnafield missed Jumper.,47,72
10:25,2350,Donte Ingram Defensive Rebound.,47,72
10:15,2350,Matt Chastain Turnover.,47,72
10:13,-1,Ryan McElmurry Steal.,47,72
10:11,2350,Foul on Bruno Skokna.,47,72
9:50,-1,Shea Feehan missed Jumper.,47,72
9:50,2350,Bruno Skokna Defensive Rebound.,47,72
9:44,2350,Cameron Satterwhite made Layup. Assisted by Bruno Skokna.,47,74
9:32,-1,Austin Ahnafield missed Jumper.,47,74
9:32,2350,Donte Ingram Defensive Rebound.,47,74
9:19,2350,Cameron Satterwhite missed Three Point Jumper.,47,74
9:19,-1,Nate Bell Defensive Rebound.,47,74
9:05,-1,Jordan Dehm missed Three Point Jumper.,47,74
9:05,2350,Maurice Kirby Defensive Rebound.,47,74
8:58,2350,Ben Richardson missed Layup.,47,74
8:58,-1,Shea Feehan Defensive Rebound.,47,74
8:57,2350,Foul on Bruno Skokna.,47,74
8:40,-1,Nate Bell Turnover.,47,74
8:39,2350,Ben Richardson Steal.,47,74
8:32,2350,Bruno Skokna made Layup.,47,76
8:32,-1,Foul on Austin Ahnafield.,47,76
8:32,2350,Bruno Skokna made Free Throw.,47,77
8:10,-1,Shea Feehan missed Three Point Jumper.,47,77
8:10,2350,Donte Ingram Defensive Rebound.,47,77
7:58,2350,Maurice Kirby made Jumper. Assisted by Tyson Smith.,47,79
7:58,-1,Foul on Austin Ahnafield.,47,79
7:58,2350,Official TV Timeout,47,79
7:58,2350,Maurice Kirby made Free Throw.,47,80
7:42,-1,Hank Thomas Turnover.,47,80
7:40,2350,Vlatko Granic Steal.,47,80
7:33,2350,Tyson Smith Turnover.,47,80
7:31,-1,Hank Thomas Steal.,47,80
7:29,-1,Hank Thomas made Layup.,49,80
7:29,2350,Foul on Cameron Satterwhite.,49,80
7:29,-1,Hank Thomas made Free Throw.,50,80
7:18,2350,Tyson Smith missed Three Point Jumper.,50,80
7:18,-1,Eureka Defensive Rebound.,50,80
6:58,-1,Alex Wiegand missed Jumper.,50,80
6:58,2350,Bruno Skokna Defensive Rebound.,50,80
6:45,2350,Vlatko Granic made Three Point Jumper. Assisted by Tyson Smith.,50,83
6:30,-1,Hank Thomas missed Jumper.,50,83
6:30,2350,Cameron Satterwhite Defensive Rebound.,50,83
6:21,2350,Vlatko Granic missed Jumper.,50,83
6:21,2350,Tyson Smith Offensive Rebound.,50,83
6:16,2350,Tyson Smith made Layup.,50,85
5:59,-1,Shea Feehan missed Jumper.,50,85
5:59,2350,Tyson Smith Defensive Rebound.,50,85
5:45,2350,Cameron Satterwhite missed Three Point Jumper.,50,85
5:45,-1,Shea Feehan Defensive Rebound.,50,85
5:34,-1,Shea Feehan missed Three Point Jumper.,50,85
5:34,2350,Maurice Kirby Defensive Rebound.,50,85
5:21,2350,Tyson Smith missed Jumper.,50,85
5:21,-1,Shea Feehan Defensive Rebound.,50,85
5:11,-1,Parker Gibson made Jumper. Assisted by Alex Wiegand.,52,85
4:55,2350,Glorind Lisha missed Jumper.,52,85
4:55,2350,Glorind Lisha Offensive Rebound.,52,85
4:48,2350,Maurice Kirby missed Jumper.,52,85
4:48,2350,Cameron Satterwhite Offensive Rebound.,52,85
4:44,2350,Cameron Satterwhite made Layup.,52,87
4:29,2350,Foul on Glorind Lisha.,52,87
4:29,-1,Kendall Davis missed Free Throw.,52,87
4:29,2350,Vlatko Granic Defensive Rebound.,52,87
4:15,2350,Glorind Lisha missed Jumper.,52,87
4:15,2350,Maurice Kirby Offensive Rebound.,52,87
4:13,2350,Maurice Kirby made Layup.,52,89
4:11,2350,Loyola (CHI)  Timeout,52,89
3:59,-1,Kyle Robison made Layup. Assisted by Nate Bell.,54,89
3:30,2350,Tyson Smith missed Three Point Jumper.,54,89
3:30,-1,Jordan Dehm Defensive Rebound.,54,89
3:19,2350,Foul on Jake Baughman.,54,89
3:19,2350,Official TV Timeout,54,89
3:19,-1,Brady Sanders missed Free Throw.,54,89
3:19,-1,Eureka Deadball Team Rebound.,54,89
3:19,-1,Brady Sanders made Free Throw.,55,89
3:07,2350,Glorind Lisha missed Three Point Jumper.,55,89
3:07,-1,Austin Juergens Defensive Rebound.,55,89
3:00,-1,Austin Juergens made Jumper.,57,89
2:50,-1,Foul on Austin Juergens.,57,89
2:50,2350,Glorind Lisha missed Free Throw.,57,89
2:50,2350,Byron Burt Offensive Rebound.,57,89
2:48,2350,Byron Burt made Layup.,57,91
2:31,-1,Harry Ito made Jumper.,59,91
2:19,2350,Byron Burt made Jumper.,59,93
2:10,-1,Harry Ito missed Three Point Jumper.,59,93
2:10,-1,Cade Fawcett Offensive Rebound.,59,93
1:59,-1,Austin Juergens missed Three Point Jumper.,59,93
1:59,2350,Loyola (CHI) Defensive Rebound.,59,93
1:45,2350,Cameron Woodyard missed Jumper.,59,93
1:45,-1,Kyle Robison Defensive Rebound.,59,93
1:43,2350,Foul on Nick DiNardi.,59,93
1:43,-1,Kyle Robison missed Free Throw.,59,93
1:43,-1,Cade Fawcett Offensive Rebound.,59,93
1:38,-1,Kyle Robison missed Jumper.,59,93
1:38,2350,Byron Burt Defensive Rebound.,59,93
1:21,2350,Cameron Woodyard missed Three Point Jumper.,59,93
1:21,2350,Glorind Lisha Offensive Rebound.,59,93
1:17,-1,Foul on Austin Juergens.,59,93
1:17,2350,Glorind Lisha made Free Throw.,59,94
1:17,2350,Glorind Lisha made Free Throw.,59,95
1:06,-1,Austin Zielsdorf Turnover.,59,95
0:56,2350,Glorind Lisha missed Jumper.,59,95
0:56,-1,Aaron Nunn Defensive Rebound.,59,95
0:47,-1,Jordan Eakle missed Jumper.,59,95
0:47,2350,Jake Baughman Defensive Rebound.,59,95
0:33,2350,Cameron Woodyard made Layup.,59,97
0:11,-1,Jordan Eakle missed Three Point Jumper.,59,97
0:11,2350,Cameron Woodyard Defensive Rebound.,59,97
0:00,2350,End of Game,59,97
