Coppin State,2674,Valparaiso,2154
9:45,2674,Foul on Derrik Smits.,12,25
9:45,2674,Derrik Smits Turnover.,12,25
9:35,2154,Dejuan Clayton Turnover.,12,25
9:18,2674,Jubril Adekoya Turnover.,12,25
9:12,2154,Keith Shivers Turnover.,12,25
8:58,2154,Foul on Keith Shivers.,12,25
8:58,2674,Derrik Smits missed Free Throw.,12,25
8:58,2674,Valparaiso Deadball Team Rebound.,12,25
8:58,2674,Derrik Smits missed Free Throw.,12,25
8:58,2154,Terry Harris Jr. Defensive Rebound.,12,25
8:43,2154,Joseph Gripper Turnover.,12,25
8:30,2674,Nick Davidson missed Layup.,12,25
8:30,2154,Terry Harris Jr. Defensive Rebound.,12,25
8:23,2154,Keith Shivers missed Three Point Jumper.,12,25
8:23,2154,Joseph Gripper Offensive Rebound.,12,25
8:20,2154,Joseph Gripper made Two Point Tip Shot.,14,25
8:17,2674,Valparaiso  Timeout,14,25
8:17,2674,Official TV Timeout,14,25
8:04,2674,Shane Hammink missed Three Point Jumper.,14,25
8:04,2154,Terry Harris Jr. Defensive Rebound.,14,25
7:56,2154,Joseph Gripper Turnover.,14,25
7:41,2674,Alec Peters missed Three Point Jumper.,14,25
7:41,2154,Coppin St Defensive Rebound.,14,25
7:19,2154,Terry Harris Jr. made Layup.,16,25
6:55,2674,Nick Davidson missed Three Point Jumper.,16,25
6:55,2154,Juwan Davenport Defensive Rebound.,16,25
6:41,2154,Juwan Davenport made Layup. Assisted by Joseph Gripper.,18,25
6:25,2674,Shane Hammink missed Layup.,18,25
6:25,2154,Coppin St Defensive Rebound.,18,25
6:25,2674,Foul on Alec Peters.,18,25
6:25,2154,Joseph Gripper made Free Throw.,19,25
6:25,2154,Joseph Gripper made Free Throw.,20,25
6:17,2154,Foul on Dejuan Clayton.,20,25
6:17,2674,Micah Bradford made Free Throw.,20,26
6:17,2674,Micah Bradford made Free Throw.,20,27
6:07,2154,Terry Harris Jr. made Jumper. Assisted by Juwan Davenport.,22,27
5:42,2674,Alec Peters missed Layup.,22,27
5:42,2674,Shane Hammink Offensive Rebound.,22,27
5:39,2674,Alec Peters missed Three Point Jumper.,22,27
5:39,2154,Juwan Davenport Defensive Rebound.,22,27
5:31,2154,Terry Harris Jr. missed Layup.,22,27
5:31,2674,Shane Hammink Defensive Rebound.,22,27
5:11,2674,Alec Peters made Layup.,22,29
4:48,2674,Foul on Jubril Adekoya.,22,29
4:48,2154,Terry Harris Jr. made Free Throw.,23,29
4:48,2154,Terry Harris Jr. made Free Throw.,24,29
4:36,2674,Max Joseph made Three Point Jumper. Assisted by Shane Hammink.,24,32
4:28,2154,Lucian Brownlee missed Three Point Jumper.,24,32
4:28,2154,Terry Harris Jr. Offensive Rebound.,24,32
4:24,2154,Terry Harris Jr. missed Layup.,24,32
4:24,2674,Jaume Sorolla Block.,24,32
4:23,2154,Juwan Davenport Offensive Rebound.,24,32
4:04,2154,Juwan Davenport Turnover.,24,32
3:54,2674,Shane Hammink made Three Point Jumper. Assisted by Jaume Sorolla.,24,35
3:25,2154,Joseph Gripper missed Three Point Jumper.,24,35
3:25,2674,Valparaiso Defensive Rebound.,24,35
3:20,2674,Official TV Timeout,24,35
3:04,2674,Max Joseph made Jumper.,24,37
2:36,2154,Keith Shivers missed Three Point Jumper.,24,37
2:36,2674,Micah Bradford Defensive Rebound.,24,37
2:25,2674,Micah Bradford missed Three Point Jumper.,24,37
2:25,2154,Joshua Treadwell Defensive Rebound.,24,37
2:16,2674,Foul on Max Joseph.,24,37
2:16,2154,Keith Shivers missed Free Throw.,24,37
2:16,2154,Coppin St Deadball Team Rebound.,24,37
2:16,2154,Keith Shivers made Free Throw.,25,37
1:55,2674,Micah Bradford made Three Point Jumper. Assisted by Alec Peters.,25,40
1:46,2154,Lucian Brownlee missed Three Point Jumper.,25,40
1:46,2674,Valparaiso Defensive Rebound.,25,40
1:19,2674,Jaume Sorolla made Jumper.,25,42
1:08,2154,Keith Shivers Turnover.,25,42
0:50,2674,Alec Peters Turnover.,25,42
0:50,2154,Izais Hicks Steal.,25,42
0:35,2154,Lucian Brownlee made Three Point Jumper.,28,42
0:03,2674,Nick Davidson missed Three Point Jumper.,28,42
0:03,2154,Izais Hicks Defensive Rebound.,28,42
0:00,2674,End of 1st half,28,42
19:49,2674,Shane Hammink missed Three Point Jumper.,28,42
19:49,2154,Coppin St Defensive Rebound.,28,42
19:33,2154,Joshua Treadwell missed Jumper.,28,42
19:33,2674,Alec Peters Defensive Rebound.,28,42
19:26,2674,Alec Peters missed Three Point Jumper.,28,42
19:26,2674,Valparaiso Offensive Rebound.,28,42
19:05,2674,Alec Peters missed Jumper.,28,42
19:05,2674,Alec Peters Offensive Rebound.,28,42
19:00,2674,Alec Peters missed Layup.,28,42
19:00,2674,Max Joseph Offensive Rebound.,28,42
18:57,2674,Max Joseph made Two Point Tip Shot.,28,44
18:39,2154,Joshua Treadwell made Three Point Jumper.,31,44
18:24,2674,Lexus Williams missed Layup.,31,44
18:24,2154,Keith Shivers Defensive Rebound.,31,44
18:18,2154,Terry Harris Jr. missed Jumper.,31,44
18:18,2674,Max Joseph Defensive Rebound.,31,44
17:55,2674,Lexus Williams missed Three Point Jumper.,31,44
17:55,2674,Jubril Adekoya Offensive Rebound.,31,44
17:47,2154,Foul on Joshua Treadwell.,31,44
17:47,2674,Alec Peters made Free Throw.,31,45
17:47,2674,Alec Peters made Free Throw.,31,46
17:22,2154,Terry Harris Jr. missed Jumper.,31,46
17:22,2674,Jubril Adekoya Defensive Rebound.,31,46
17:10,2674,Jubril Adekoya missed Three Point Jumper.,31,46
17:10,2154,Blake Simpson Defensive Rebound.,31,46
16:42,2154,Joseph Gripper Turnover.,31,46
16:41,2674,Shane Hammink Steal.,31,46
16:38,2674,Alec Peters missed Layup.,31,46
16:38,2154,Joseph Gripper Defensive Rebound.,31,46
16:30,2154,Terry Harris Jr. made Layup. Assisted by Keith Shivers.,33,46
16:12,2674,Alec Peters missed Layup.,33,46
16:12,2154,Terry Harris Jr. Defensive Rebound.,33,46
15:44,2154,Joseph Gripper missed Layup.,33,46
15:44,2674,Lexus Williams Defensive Rebound.,33,46
15:39,2154,Foul on Keith Shivers.,33,46
15:39,2674,Official TV Timeout,33,46
15:22,2674,Shane Hammink Turnover.,33,46
14:55,2154,Dejuan Clayton missed Three Point Jumper.,33,46
14:55,2674,Alec Peters Defensive Rebound.,33,46
14:38,2674,Jubril Adekoya made Layup. Assisted by Alec Peters.,33,48
14:28,2154,Dejuan Clayton Turnover.,33,48
14:26,2674,Jubril Adekoya Steal.,33,48
14:25,2674,Shane Hammink made Dunk. Assisted by Jubril Adekoya.,33,50
14:06,2154,Keith Shivers missed Three Point Jumper.,33,50
14:06,2154,Blake Simpson Offensive Rebound.,33,50
14:00,2154,Blake Simpson missed Layup.,33,50
14:00,2674,Alec Peters Block.,33,50
14:00,2154,Coppin St Offensive Rebound.,33,50
13:46,2154,Joshua Treadwell missed Three Point Jumper.,33,50
13:46,2674,Max Joseph Defensive Rebound.,33,50
13:42,2154,Foul on Blake Simpson.,33,50
13:33,2674,Derrik Smits missed Three Point Jumper.,33,50
13:33,2154,Keith Shivers Defensive Rebound.,33,50
13:25,2154,Joshua Treadwell made Layup. Assisted by Blake Simpson.,35,50
13:25,2674,Foul on Shane Hammink.,35,50
13:25,2154,Joshua Treadwell made Free Throw.,36,50
13:16,2154,Foul on Joshua Treadwell.,36,50
13:01,2674,Shane Hammink made Dunk.,36,52
12:48,2674,Foul on Shane Hammink.,36,52
12:42,2154,Keith Shivers Turnover.,36,52
12:21,2674,Alec Peters missed Layup.,36,52
12:21,2154,Blake Simpson Defensive Rebound.,36,52
12:17,2154,Joshua Treadwell Turnover.,36,52
12:16,2674,Lexus Williams Steal.,36,52
12:15,2674,Jubril Adekoya made Jumper. Assisted by Lexus Williams.,36,54
11:59,2154,Terry Harris Jr. made Jumper.,38,54
11:58,2674,Foul on Jubril Adekoya.,38,54
11:58,2674,Official TV Timeout,38,54
11:58,2154,Terry Harris Jr. made Free Throw.,39,54
11:39,2674,Jubril Adekoya Turnover.,39,54
11:22,2154,Terry Harris Jr. missed Jumper.,39,54
11:22,2674,Micah Bradford Defensive Rebound.,39,54
11:09,2674,Jubril Adekoya missed Layup.,39,54
11:09,2154,Izais Hicks Block.,39,54
11:08,2154,Dejuan Clayton Defensive Rebound.,39,54
11:00,2154,Joshua Treadwell Turnover.,39,54
10:48,2674,Max Joseph Turnover.,39,54
10:25,2154,Dejuan Clayton missed Three Point Jumper.,39,54
10:25,2674,Shane Hammink Defensive Rebound.,39,54
10:16,2674,Alec Peters missed Jumper.,39,54
10:16,2154,Terry Harris Jr. Defensive Rebound.,39,54
10:06,2674,Foul on Alec Peters.,39,54
10:06,2154,Joseph Gripper made Free Throw.,40,54
10:06,2154,Joseph Gripper made Free Throw.,41,54
9:56,2674,Shane Hammink made Dunk. Assisted by Jubril Adekoya.,41,56
9:33,2154,Joseph Gripper missed Jumper.,41,56
9:33,2674,Shane Hammink Defensive Rebound.,41,56
9:21,2154,Foul on Izais Hicks.,41,56
9:21,2674,Shane Hammink made Free Throw.,41,57
9:21,2674,Shane Hammink made Free Throw.,41,58
9:06,2154,Tre' Thomas missed Jumper.,41,58
9:06,2674,Lexus Williams Defensive Rebound.,41,58
8:59,2674,Shane Hammink Turnover.,41,58
8:47,2154,Terry Harris Jr. missed Three Point Jumper.,41,58
8:47,2674,Alec Peters Defensive Rebound.,41,58
8:30,2674,Alec Peters missed Layup.,41,58
8:30,2154,Terry Harris Jr. Defensive Rebound.,41,58
8:10,2154,Keith Shivers Turnover.,41,58
7:55,2154,Foul on Terry Harris Jr..,41,58
7:55,2674,Official TV Timeout,41,58
7:55,2674,Shane Hammink made Free Throw.,41,59
7:55,2674,Shane Hammink made Free Throw.,41,60
7:32,2674,Foul on Derrik Smits.,41,60
7:29,2154,Foul on Blake Simpson.,41,60
7:29,2154,Blake Simpson Turnover.,41,60
7:20,2674,Alec Peters missed Three Point Jumper.,41,60
7:20,2154,Joshua Treadwell Defensive Rebound.,41,60
6:49,2154,Joshua Treadwell made Three Point Jumper.,44,60
6:33,2674,Alec Peters made Layup.,44,62
6:33,2154,Foul on Izais Hicks.,44,62
6:33,2674,Alec Peters made Free Throw.,44,63
6:21,2154,Joshua Treadwell missed Three Point Jumper.,44,63
6:21,2674,Derrik Smits Defensive Rebound.,44,63
6:16,2674,Valparaiso  Timeout,44,63
6:06,2674,Shane Hammink made Layup.,44,65
5:56,2154,Izais Hicks missed Layup.,44,65
5:56,2674,Shane Hammink Defensive Rebound.,44,65
5:34,2674,Alec Peters made Layup.,44,67
5:20,2154,Dejuan Clayton made Jumper.,46,67
4:58,2674,Foul on Max Joseph.,46,67
4:58,2674,Max Joseph Turnover.,46,67
4:51,2674,Foul on Micah Bradford.,46,67
4:51,2154,Joseph Gripper missed Free Throw.,46,67
4:51,2674,Alec Peters Defensive Rebound.,46,67
4:35,2674,Alec Peters made Jumper. Assisted by Micah Bradford.,46,69
4:13,2154,Blake Simpson missed Jumper.,46,69
4:13,2674,Alec Peters Defensive Rebound.,46,69
4:02,2674,Shane Hammink made Jumper.,46,71
3:46,2154,Lucian Brownlee made Jumper. Assisted by Joseph Gripper.,48,71
3:18,2674,Micah Bradford missed Three Point Jumper.,48,71
3:18,2154,Juwan Davenport Defensive Rebound.,48,71
3:01,2154,Blake Simpson missed Jumper.,48,71
3:01,2154,Juwan Davenport Offensive Rebound.,48,71
2:58,2674,Foul on Shane Hammink.,48,71
2:58,2674,Official TV Timeout,48,71
2:58,2154,Juwan Davenport missed Free Throw.,48,71
2:58,2154,Coppin St Deadball Team Rebound.,48,71
2:58,2154,Juwan Davenport missed Free Throw.,48,71
2:58,2674,John Kiser Defensive Rebound.,48,71
2:48,2674,Micah Bradford missed Three Point Jumper.,48,71
2:48,2674,John Kiser Offensive Rebound.,48,71
2:40,2674,Micah Bradford made Jumper.,48,73
2:31,2154,Joseph Gripper missed Layup.,48,73
2:31,2674,Valparaiso Deadball Team Rebound.,48,73
2:12,2674,John Kiser missed Three Point Jumper.,48,73
2:12,2154,Juwan Davenport Defensive Rebound.,48,73
1:57,2154,Dejuan Clayton made Layup.,50,73
1:54,2154,Foul on Joseph Gripper.,50,73
1:54,2674,Micah Bradford made Free Throw.,50,74
1:54,2674,Micah Bradford made Free Throw.,50,75
1:41,2154,Mufaro Murinda missed Three Point Jumper.,50,75
1:41,2154,Juwan Davenport Offensive Rebound.,50,75
1:38,2674,Foul on Derrik Smits.,50,75
1:38,2154,Juwan Davenport made Free Throw.,51,75
1:38,2154,Juwan Davenport made Free Throw.,52,75
1:28,2674,Micah Bradford Turnover.,52,75
1:17,2154,Dejuan Clayton missed Layup.,52,75
1:17,2674,Derrik Smits Block.,52,75
1:17,2674,Valparaiso Defensive Rebound.,52,75
0:58,2674,Micah Bradford made Three Point Jumper. Assisted by Jason Karys.,52,78
0:42,2154,Dejuan Clayton missed Three Point Jumper.,52,78
0:42,2674,Micah Bradford Defensive Rebound.,52,78
0:35,2674,Micah Bradford missed Layup.,52,78
0:35,2154,Mufaro Murinda Defensive Rebound.,52,78
0:30,2154,Lucian Brownlee made Dunk. Assisted by Joseph Gripper.,54,78
0:17,2674,Chandler Levingston Simon missed Jumper.,54,78
0:17,2674,Jaume Sorolla Offensive Rebound.,54,78
0:13,2674,Jaume Sorolla missed Layup.,54,78
0:13,2154,Mufaro Murinda Defensive Rebound.,54,78
0:13,2674,Foul on Chandler Levingston Simon.,54,78
0:13,2154,Mufaro Murinda made Free Throw.,55,78
0:13,2154,Mufaro Murinda made Free Throw.,56,78
0:03,2674,Jason Karys Turnover.,56,78
0:02,2154,Juwan Davenport Steal.,56,78
0:00,2154,Lucian Brownlee made Layup.,58,78
0:00,2674,End of Game,58,78
