Southern Miss,52,Florida State,2572
3:27,52,PJ Savoy missed Three Point Jumper.,19,40
3:27,52,Trent Forrest Offensive Rebound.,19,40
3:25,52,Trent Forrest missed Layup.,19,40
3:25,52,Terance Mann Offensive Rebound.,19,40
3:04,52,Terance Mann made Dunk. Assisted by CJ Walker.,19,42
2:47,2572,Cortez Edwards made Layup. Assisted by Bilal Abdur-Rahim.,21,42
2:42,52,Official TV Timeout,21,42
2:42,52,Jarquez Smith Turnover.,21,42
2:23,2572,Michael Ramey missed Three Point Jumper.,21,42
2:23,52,Trent Forrest Defensive Rebound.,21,42
2:12,2572,Foul on Eddie Davis III.,21,42
2:12,52,Jarquez Smith made Free Throw.,21,43
2:12,52,Jarquez Smith made Free Throw.,21,44
1:49,2572,Cortez Edwards missed Three Point Jumper.,21,44
1:49,52,Florida St Defensive Rebound.,21,44
1:30,52,Foul on Jarquez Smith.,21,44
1:30,52,Jarquez Smith Turnover.,21,44
1:15,2572,Eddie Davis III made Layup. Assisted by D'Angelo Richardson.,23,44
0:58,52,CJ Walker made Jumper.,23,46
0:39,2572,Eddie Davis III missed Layup.,23,46
0:39,52,Jarquez Smith Block.,23,46
0:39,2572,Southern Miss Offensive Rebound.,23,46
0:35,2572,Cortez Edwards missed Three Point Jumper.,23,46
0:35,52,Trent Forrest Defensive Rebound.,23,46
0:21,52,Brandon Allen missed Three Point Jumper.,23,46
0:21,52,Trent Forrest Offensive Rebound.,23,46
0:16,52,Brandon Allen made Jumper.,23,48
0:00,2572,Cortez Edwards made Three Point Jumper.,26,48
0:00,52,End of 1st half,26,48
19:37,52,Foul on Michael Ojo.,26,48
19:37,2572,Quinton Campbell missed Free Throw.,26,48
19:37,2572,Southern Miss Deadball Team Rebound.,26,48
19:37,2572,Quinton Campbell made Free Throw.,27,48
19:30,52,Michael Ojo made Layup.,27,50
19:04,2572,Raheem Watts missed Three Point Jumper.,27,50
19:04,2572,Eddie Davis III Offensive Rebound.,27,50
18:59,2572,Eddie Davis III missed Layup.,27,50
18:59,52,Michael Ojo Defensive Rebound.,27,50
18:49,52,Jarquez Smith Turnover.,27,50
18:35,52,Foul on Terance Mann.,27,50
18:35,2572,Kevin Holland Turnover.,27,50
18:23,2572,Foul on Michael Ramey.,27,50
18:19,2572,Foul on Kevin Holland.,27,50
18:16,52,Dwayne Bacon missed Three Point Jumper.,27,50
18:16,2572,Quinton Campbell Defensive Rebound.,27,50
18:06,52,Foul on Michael Ojo.,27,50
17:54,2572,Quinton Campbell missed Layup.,27,50
17:54,52,Michael Ojo Block.,27,50
17:52,2572,Kevin Holland Offensive Rebound.,27,50
17:49,2572,Kevin Holland missed Layup.,27,50
17:49,52,Michael Ojo Block.,27,50
17:48,52,Xavier Rathan-Mayes Defensive Rebound.,27,50
17:33,52,Dwayne Bacon missed Dunk.,27,50
17:33,2572,Eddie Davis III Defensive Rebound.,27,50
17:27,2572,Quinton Campbell Turnover.,27,50
17:24,52,Dwayne Bacon made Dunk. Assisted by Terance Mann.,27,52
17:05,2572,Eddie Davis III made Layup. Assisted by Kevin Holland.,29,52
16:47,52,Xavier Rathan-Mayes made Layup.,29,54
16:41,2572,Eddie Davis III Turnover.,29,54
16:40,52,Terance Mann Steal.,29,54
16:39,52,Xavier Rathan-Mayes missed Three Point Jumper.,29,54
16:39,2572,Southern Miss Defensive Rebound.,29,54
16:24,2572,Raheem Watts missed Layup.,29,54
16:24,52,Florida St Deadball Team Rebound.,29,54
16:09,52,Braian Angola-Rodas missed Three Point Jumper.,29,54
16:09,2572,Southern Miss Defensive Rebound.,29,54
15:42,52,Foul on Braian Angola-Rodas.,29,54
15:42,52,Official TV Timeout,29,54
15:42,2572,Eddie Davis III missed Free Throw.,29,54
15:42,2572,Southern Miss Deadball Team Rebound.,29,54
15:42,2572,Eddie Davis III made Free Throw.,30,54
15:20,52,Braian Angola-Rodas missed Three Point Jumper.,30,54
15:20,2572,D'Angelo Richardson Defensive Rebound.,30,54
15:03,52,Foul on Trent Forrest.,30,54
14:53,2572,Eddie Davis III made Layup. Assisted by Cortez Edwards.,32,54
14:35,52,CJ Walker made Jumper.,32,56
14:12,2572,Raheem Watts Turnover.,32,56
14:12,52,Braian Angola-Rodas Steal.,32,56
14:12,52,Braian Angola-Rodas Turnover.,32,56
14:02,2572,Eddie Davis III missed Three Point Jumper.,32,56
14:02,2572,Quinton Campbell Offensive Rebound.,32,56
14:00,2572,Quinton Campbell missed Jumper.,32,56
14:00,52,Christ Koumadje Block.,32,56
13:59,52,CJ Walker Defensive Rebound.,32,56
13:53,52,PJ Savoy made Three Point Jumper. Assisted by CJ Walker.,32,59
13:19,2572,Raheem Watts missed Jumper.,32,59
13:19,52,Christ Koumadje Block.,32,59
13:17,2572,Cortez Edwards Offensive Rebound.,32,59
13:12,2572,Cortez Edwards missed Three Point Jumper.,32,59
13:12,52,Braian Angola-Rodas Defensive Rebound.,32,59
12:55,52,CJ Walker Turnover.,32,59
12:53,2572,Raheem Watts made Layup.,34,59
12:38,52,PJ Savoy made Three Point Jumper. Assisted by CJ Walker.,34,62
12:20,2572,Cortez Edwards missed Three Point Jumper.,34,62
12:20,52,Braian Angola-Rodas Defensive Rebound.,34,62
12:11,52,Trent Forrest missed Layup.,34,62
12:11,2572,Raheem Watts Defensive Rebound.,34,62
11:51,2572,Cortez Edwards made Jumper. Assisted by Eddie Davis III.,36,62
11:32,52,PJ Savoy made Layup.,36,64
11:32,2572,Foul on Eddie Davis III.,36,64
11:32,52,Official TV Timeout,36,64
11:32,52,PJ Savoy made Free Throw.,36,65
11:13,2572,D'Angelo Richardson missed Jumper.,36,65
11:13,52,Dwayne Bacon Defensive Rebound.,36,65
11:00,52,Brandon Allen Turnover.,36,65
10:59,2572,Bilal Abdur-Rahim Steal.,36,65
10:56,2572,Robert Thomas III made Layup. Assisted by Bilal Abdur-Rahim.,38,65
10:37,52,Xavier Rathan-Mayes Turnover.,38,65
10:37,2572,D'Angelo Richardson Steal.,38,65
10:30,2572,Bilal Abdur-Rahim Turnover.,38,65
10:29,52,Jarquez Smith Steal.,38,65
10:23,52,Brandon Allen made Three Point Jumper. Assisted by Xavier Rathan-Mayes.,38,68
10:03,52,Foul on Xavier Rathan-Mayes.,38,68
9:53,2572,Robert Thomas III Turnover.,38,68
9:42,52,Jarquez Smith made Layup.,38,70
9:28,2572,Robert Thomas III made Three Point Jumper. Assisted by D'Angelo Richardson.,41,70
9:18,52,Jarquez Smith made Jumper. Assisted by Xavier Rathan-Mayes.,41,72
8:59,2572,Bilal Abdur-Rahim missed Layup.,41,72
8:59,2572,Clay Weatherspoon Offensive Rebound.,41,72
8:52,2572,Clay Weatherspoon Turnover.,41,72
8:52,52,Xavier Rathan-Mayes Steal.,41,72
8:50,52,Xavier Rathan-Mayes Turnover.,41,72
8:39,2572,Cortez Edwards Turnover.,41,72
8:38,52,Xavier Rathan-Mayes Steal.,41,72
8:36,2572,Foul on Eddie Davis III.,41,72
8:33,52,Brandon Allen made Three Point Jumper. Assisted by Xavier Rathan-Mayes.,41,75
8:12,2572,Cortez Edwards missed Jumper.,41,75
8:12,2572,Quinton Campbell Offensive Rebound.,41,75
8:06,2572,Quinton Campbell missed Jumper.,41,75
8:06,52,Xavier Rathan-Mayes Defensive Rebound.,41,75
8:01,52,Terance Mann made Layup. Assisted by Xavier Rathan-Mayes.,41,77
7:53,2572,Southern Miss  Timeout,41,77
7:53,52,Official TV Timeout,41,77
7:40,2572,Eddie Davis III missed Three Point Jumper.,41,77
7:40,2572,Quinton Campbell Offensive Rebound.,41,77
7:21,2572,Quinton Campbell missed Three Point Jumper.,41,77
7:21,52,Dwayne Bacon Defensive Rebound.,41,77
7:12,52,Foul on Braian Angola-Rodas.,41,77
7:12,52,Braian Angola-Rodas Turnover.,41,77
7:12,52,Official TV Timeout,41,77
6:55,2572,Quinton Campbell Turnover.,41,77
6:48,52,Dwayne Bacon missed Layup.,41,77
6:48,2572,Eddie Davis III Defensive Rebound.,41,77
6:39,2572,Cortez Edwards Turnover.,41,77
6:38,52,CJ Walker Steal.,41,77
6:37,52,CJ Walker made Layup.,41,79
6:17,2572,D'Angelo Richardson Turnover.,41,79
6:17,52,Braian Angola-Rodas Steal.,41,79
6:16,52,Braian Angola-Rodas made Layup. Assisted by Dwayne Bacon.,41,81
5:51,2572,Quinton Campbell missed Three Point Jumper.,41,81
5:40,52,Trent Forrest Defensive Rebound.,41,81
5:31,52,CJ Walker made Three Point Jumper. Assisted by Trent Forrest.,41,84
5:05,2572,Cortez Edwards missed Layup.,41,84
5:05,2572,Kevin Holland Offensive Rebound.,41,84
5:04,2572,Kevin Holland made Layup.,43,84
5:04,52,Foul on Michael Ojo.,43,84
5:04,2572,Kevin Holland missed Free Throw.,43,84
5:04,52,Dwayne Bacon Defensive Rebound.,43,84
4:55,52,Dwayne Bacon missed Three Point Jumper.,43,84
4:55,52,Dwayne Bacon Offensive Rebound.,43,84
4:52,52,Trent Forrest missed Three Point Jumper.,43,84
4:52,2572,Quinton Campbell Defensive Rebound.,43,84
4:35,2572,Foul on Quinton Campbell.,43,84
4:35,2572,Quinton Campbell Turnover.,43,84
4:24,52,Braian Angola-Rodas made Three Point Jumper. Assisted by CJ Walker.,43,87
4:00,2572,Quinton Campbell missed Three Point Jumper.,43,87
4:00,52,Dwayne Bacon Defensive Rebound.,43,87
3:49,2572,Foul on Raheem Watts.,43,87
3:49,52,Official TV Timeout,43,87
3:31,52,PJ Savoy made Three Point Jumper. Assisted by Braian Angola-Rodas.,43,90
3:01,52,Foul on Michael Ojo.,43,90
3:01,2572,Raheem Watts made Free Throw.,44,90
3:01,2572,Raheem Watts made Free Throw.,45,90
2:44,52,Braian Angola-Rodas missed Jumper.,45,90
2:44,2572,Raheem Watts Defensive Rebound.,45,90
2:28,2572,Michael Ramey missed Three Point Jumper.,45,90
2:28,52,Trent Forrest Defensive Rebound.,45,90
2:15,52,PJ Savoy made Three Point Jumper. Assisted by Christ Koumadje.,45,93
1:49,2572,Eddie Davis III missed Three Point Jumper.,45,93
1:49,52,Trent Forrest Defensive Rebound.,45,93
1:41,52,PJ Savoy missed Three Point Jumper.,45,93
1:41,2572,Cortez Edwards Defensive Rebound.,45,93
1:31,2572,Kevin Holland missed Three Point Jumper.,45,93
1:31,52,Braian Angola-Rodas Block.,45,93
1:30,52,Trent Forrest Defensive Rebound.,45,93
1:24,52,Trent Forrest made Layup.,45,95
1:00,2572,Eddie Davis III made Jumper. Assisted by Raheem Watts.,47,95
0:46,52,PJ Savoy made Three Point Jumper.,47,98
0:31,2572,Cortez Edwards missed Jumper.,47,98
0:31,2572,Kevin Holland Offensive Rebound.,47,98
0:23,2572,Raheem Watts missed Layup.,47,98
0:23,2572,Eddie Davis III Offensive Rebound.,47,98
0:21,2572,Eddie Davis III made Layup.,49,98
0:00,52,End of Game,49,98
