Princeton,25,California,163
1:12,163,Henry Caruso missed Three Point Jumper.,18,18
1:12,25,California Defensive Rebound.,18,18
0:53,25,Jabari Bird missed Three Point Jumper.,18,18
0:53,25,Kingsley Okoroh Offensive Rebound.,18,18
0:45,25,Charlie Moore Turnover.,18,18
0:45,25,Foul on Charlie Moore.,18,18
0:45,163,Princeton  Timeout,18,18
0:39,163,Devin Cannady made Jumper.,20,18
0:28,25,California  Timeout,20,18
0:04,25,Jabari Bird missed Three Point Jumper.,20,18
0:04,25,Don Coleman Offensive Rebound.,20,18
0:00,25,Don Coleman missed Three Point Jumper.,20,18
0:00,25,California Deadball Team Rebound.,20,18
0:00,25,End of 1st half,20,18
19:50,163,Devin Cannady missed Three Point Jumper.,20,18
19:50,163,Steven Cook Offensive Rebound.,20,18
19:46,163,Steven Cook Turnover.,20,18
19:32,25,Kingsley Okoroh made Jumper.,20,20
19:09,163,Henry Caruso missed Layup.,20,20
19:09,25,Charlie Moore Defensive Rebound.,20,20
18:58,25,Ivan Rabb made Layup. Assisted by Charlie Moore.,20,22
18:32,25,Foul on Sam Singer.,20,22
18:31,25,Foul on Charlie Moore.,20,22
18:31,163,Devin Cannady made Free Throw.,21,22
18:31,163,Devin Cannady made Free Throw.,22,22
18:02,25,Ivan Rabb missed Jumper.,22,22
18:02,163,Pete Miller Defensive Rebound.,22,22
17:46,163,Spencer Weisz made Three Point Jumper.,25,22
17:23,25,Ivan Rabb missed Jumper.,25,22
17:23,25,Kingsley Okoroh Offensive Rebound.,25,22
17:19,25,Kingsley Okoroh missed Jumper.,25,22
17:19,25,Kingsley Okoroh Offensive Rebound.,25,22
17:17,25,Kingsley Okoroh made Dunk.,25,24
17:10,163,Myles Stephens missed Layup.,25,24
17:10,25,Kingsley Okoroh Block.,25,24
17:07,25,Ivan Rabb Defensive Rebound.,25,24
16:56,163,Foul on Pete Miller.,25,24
16:38,25,Grant Mullins missed Jumper.,25,24
16:38,163,Devin Cannady Defensive Rebound.,25,24
16:22,163,Steven Cook made Jumper.,27,24
16:06,25,Kingsley Okoroh Turnover.,27,24
16:05,163,Steven Cook Steal.,27,24
16:00,163,Steven Cook missed Layup.,27,24
16:00,25,Sam Singer Defensive Rebound.,27,24
15:49,25,Ivan Rabb made Jumper. Assisted by Sam Singer.,27,26
15:30,163,Myles Stephens missed Layup.,27,26
15:30,25,Kingsley Okoroh Block.,27,26
15:29,25,Sam Singer Defensive Rebound.,27,26
15:21,25,Jabari Bird made Three Point Jumper. Assisted by Grant Mullins.,27,29
15:11,163,Princeton  Timeout,27,29
14:58,163,Spencer Weisz made Three Point Jumper.,30,29
14:40,163,Foul on Pete Miller.,30,29
14:40,25,Official TV Timeout,30,29
14:20,25,Jabari Bird made Jumper.,30,31
13:51,163,Will Gladson Turnover.,30,31
13:51,163,Foul on Will Gladson.,30,31
13:25,25,Ivan Rabb made Jumper.,30,33
13:12,163,Will Gladson made Three Point Jumper. Assisted by Spencer Weisz.,33,33
12:49,25,Ivan Rabb missed Jumper.,33,33
12:49,25,Kingsley Okoroh Offensive Rebound.,33,33
12:48,163,Foul on Spencer Weisz.,33,33
12:44,25,Ivan Rabb missed Jumper.,33,33
12:44,25,Jabari Bird Offensive Rebound.,33,33
12:41,25,Jabari Bird made Jumper.,33,35
12:30,25,Foul on Roger Moute A Bidias.,33,35
12:30,163,Devin Cannady made Free Throw.,34,35
12:30,163,Devin Cannady made Free Throw.,35,35
12:12,163,Foul on Steven Cook.,35,35
12:06,163,Foul on Will Gladson.,35,35
12:06,25,Ivan Rabb missed Free Throw.,35,35
12:06,25,California Deadball Team Rebound.,35,35
12:06,25,Ivan Rabb missed Free Throw.,35,35
12:06,163,Will Gladson Defensive Rebound.,35,35
11:53,25,Foul on Sam Singer.,35,35
11:53,25,Official TV Timeout,35,35
11:41,163,Will Gladson missed Three Point Jumper.,35,35
11:41,25,Ivan Rabb Defensive Rebound.,35,35
11:23,163,Foul on Devin Cannady.,35,35
11:23,25,Ivan Rabb missed Free Throw.,35,35
11:23,163,Steven Cook Defensive Rebound.,35,35
11:11,163,Devin Cannady missed Jumper.,35,35
11:11,25,Kingsley Okoroh Defensive Rebound.,35,35
11:04,25,Charlie Moore Turnover.,35,35
10:35,25,Foul on Kingsley Okoroh.,35,35
10:35,163,Steven Cook made Free Throw.,36,35
10:35,163,Steven Cook missed Free Throw.,36,35
10:35,25,Sam Singer Defensive Rebound.,36,35
10:05,25,Grant Mullins missed Jumper.,36,35
10:05,25,Ivan Rabb Offensive Rebound.,36,35
10:02,163,Foul on Henry Caruso.,36,35
10:02,25,Ivan Rabb missed Free Throw.,36,35
10:02,163,Spencer Weisz Defensive Rebound.,36,35
9:53,163,Henry Caruso made Jumper.,38,35
9:33,25,Grant Mullins made Three Point Jumper.,38,38
9:20,163,Spencer Weisz missed Three Point Jumper.,38,38
9:20,25,Sam Singer Defensive Rebound.,38,38
9:14,25,Grant Mullins made Jumper. Assisted by Sam Singer.,38,40
8:56,163,Steven Cook made Layup.,40,40
8:38,163,Foul on Pete Miller.,40,40
8:38,25,Sam Singer made Free Throw.,40,41
8:38,25,Sam Singer made Free Throw.,40,42
8:24,163,Will Gladson made Three Point Jumper.,43,42
8:06,25,Sam Singer made Jumper.,43,44
7:47,163,Henry Caruso made Three Point Jumper. Assisted by Spencer Weisz.,46,44
7:26,25,Charlie Moore made Layup.,46,46
7:03,163,Will Gladson missed Three Point Jumper.,46,46
7:03,25,Jabari Bird Defensive Rebound.,46,46
6:58,25,Jabari Bird Turnover.,46,46
6:54,25,Official TV Timeout,46,46
6:44,163,Devin Cannady missed Jumper.,46,46
6:43,25,Sam Singer Defensive Rebound.,46,46
6:42,163,Foul on Devin Cannady.,46,46
6:42,25,Sam Singer missed Free Throw.,46,46
6:42,25,California Deadball Team Rebound.,46,46
6:42,25,Sam Singer missed Free Throw.,46,46
6:42,163,Henry Caruso Defensive Rebound.,46,46
6:15,163,Henry Caruso missed Three Point Jumper.,46,46
6:15,25,Charlie Moore Defensive Rebound.,46,46
5:45,25,Sam Singer missed Three Point Jumper.,46,46
5:45,163,Myles Stephens Defensive Rebound.,46,46
5:13,163,Devin Cannady missed Three Point Jumper.,46,46
5:13,163,Princeton Deadball Team Rebound.,46,46
5:11,163,Princeton  Turnover.,46,46
4:45,25,Charlie Moore made Layup.,46,48
4:32,163,Princeton  Timeout,46,48
4:24,25,Foul on Jabari Bird.,46,48
4:24,163,Myles Stephens made Free Throw.,47,48
4:24,163,Myles Stephens missed Free Throw.,47,48
4:24,25,Jabari Bird Defensive Rebound.,47,48
4:06,25,Charlie Moore made Three Point Jumper. Assisted by Sam Singer.,47,51
3:41,163,Steven Cook missed Three Point Jumper.,47,51
3:41,25,Charlie Moore Defensive Rebound.,47,51
3:22,25,Charlie Moore made Jumper.,47,53
3:03,163,Steven Cook missed Three Point Jumper.,47,53
3:03,25,California Defensive Rebound.,47,53
3:00,25,Official TV Timeout,47,53
2:35,25,Jabari Bird made Layup. Assisted by Charlie Moore.,47,55
2:20,25,Foul on Grant Mullins.,47,55
2:20,163,Steven Cook made Free Throw.,48,55
2:20,163,Steven Cook missed Free Throw.,48,55
2:20,25,Ivan Rabb Defensive Rebound.,48,55
1:55,163,Foul on Spencer Weisz.,48,55
1:55,25,Ivan Rabb missed Free Throw.,48,55
1:55,25,California Deadball Team Rebound.,48,55
1:55,25,Ivan Rabb missed Free Throw.,48,55
1:55,163,Henry Caruso Defensive Rebound.,48,55
1:44,25,Foul on Ivan Rabb.,48,55
1:44,163,Steven Cook made Free Throw.,49,55
1:44,163,Steven Cook missed Free Throw.,49,55
1:44,25,Sam Singer Defensive Rebound.,49,55
1:22,163,Foul on Myles Stephens.,49,55
1:22,25,Charlie Moore missed Free Throw.,49,55
1:22,25,California Deadball Team Rebound.,49,55
1:22,25,Charlie Moore missed Free Throw.,49,55
1:22,163,Spencer Weisz Defensive Rebound.,49,55
1:16,163,Henry Caruso made Layup.,51,55
1:00,163,Foul on Steven Cook.,51,55
1:00,25,Charlie Moore missed Free Throw.,51,55
1:00,25,California Deadball Team Rebound.,51,55
1:00,25,Charlie Moore made Free Throw.,51,56
0:56,163,Devin Cannady missed Jumper.,51,56
0:56,163,Spencer Weisz Offensive Rebound.,51,56
0:51,163,Spencer Weisz missed Jumper.,51,56
0:51,25,Ivan Rabb Block.,51,56
0:51,25,California Deadball Team Rebound.,51,56
0:51,163,Foul on Devin Cannady.,51,56
0:51,25,Grant Mullins made Free Throw.,51,57
0:51,25,Grant Mullins made Free Throw.,51,58
0:44,25,Foul on Charlie Moore.,51,58
0:36,163,Spencer Weisz missed Free Throw.,51,58
0:36,25,Jabari Bird Defensive Rebound.,51,58
0:36,163,Foul on Amir Bell.,51,58
0:36,25,Grant Mullins made Free Throw.,51,59
0:36,25,Grant Mullins made Free Throw.,51,60
0:33,163,Devin Cannady missed Three Point Jumper.,51,60
0:33,163,Amir Bell Offensive Rebound.,51,60
0:27,163,Amir Bell missed Jumper.,51,60
0:25,25,Ivan Rabb Block.,51,60
0:23,25,Ivan Rabb Defensive Rebound.,51,60
0:20,163,Foul on Jose Morales.,51,60
0:20,25,Jabari Bird made Free Throw.,51,61
0:20,25,Jabari Bird made Free Throw.,51,62
0:16,163,Jose Morales missed Three Point Jumper.,51,62
0:16,25,Jabari Bird Defensive Rebound.,51,62
0:00,25,End of Game,51,62
