Purdue,9,Arizona State,2509
10:30,2509,Caleb Swanigan Block.,13,10
10:30,2509,Isaac Haas Defensive Rebound.,13,10
10:21,2509,Carsen Edwards made Layup.,15,10
10:21,9,Foul on Jethro Tshisumpa.,15,10
10:21,2509,Carsen Edwards missed Free Throw.,15,10
10:21,9,Obinna Oleka Defensive Rebound.,15,10
10:09,9,Torian Graham missed Three Point Jumper.,15,10
10:09,9,Obinna Oleka Offensive Rebound.,15,10
10:04,2509,Foul on Caleb Swanigan.,15,10
9:48,9,Tra Holder missed Jumper.,15,10
9:48,2509,Carsen Edwards Defensive Rebound.,15,10
9:35,2509,Caleb Swanigan missed Jumper.,15,10
9:35,2509,Purdue Offensive Rebound.,15,10
9:21,2509,Isaac Haas missed Jumper.,15,10
9:21,9,Obinna Oleka Defensive Rebound.,15,10
8:59,9,Torian Graham missed Three Point Jumper.,15,10
8:59,2509,Caleb Swanigan Defensive Rebound.,15,10
8:39,2509,Basil Smotherman made Three Point Jumper. Assisted by Carsen Edwards.,18,10
8:17,9,Obinna Oleka missed Jumper.,18,10
8:17,2509,Basil Smotherman Defensive Rebound.,18,10
8:05,2509,Caleb Swanigan made Jumper.,20,10
8:01,9,Arizona St  Timeout,20,10
7:48,9,Ramon Vila made Jumper. Assisted by Kodi Justice.,20,12
7:28,2509,Carsen Edwards made Three Point Jumper.,23,12
7:12,9,Sam Cunliffe missed Jumper.,23,12
7:12,2509,Basil Smotherman Defensive Rebound.,23,12
7:06,9,Foul on Sam Cunliffe.,23,12
7:00,2509,Vince Edwards made Three Point Jumper. Assisted by Carsen Edwards.,26,12
6:41,9,Kodi Justice missed Three Point Jumper.,26,12
6:41,2509,Caleb Swanigan Defensive Rebound.,26,12
6:31,2509,Basil Smotherman missed Three Point Jumper.,26,12
6:31,2509,Vince Edwards Offensive Rebound.,26,12
6:23,2509,Vince Edwards made Three Point Jumper. Assisted by Basil Smotherman.,29,12
6:07,9,Sam Cunliffe missed Jumper.,29,12
6:07,2509,Caleb Swanigan Defensive Rebound.,29,12
5:53,2509,Basil Smotherman made Layup. Assisted by Caleb Swanigan.,31,12
5:53,9,Foul on Obinna Oleka.,31,12
5:53,2509,Basil Smotherman missed Free Throw.,31,12
5:53,2509,Vince Edwards Offensive Rebound.,31,12
5:50,2509,Vince Edwards made Layup.,33,12
5:47,9,Arizona St  Timeout,33,12
5:36,2509,Foul on Caleb Swanigan.,33,12
5:27,9,Tra Holder Turnover.,33,12
5:27,2509,Vince Edwards Steal.,33,12
5:08,2509,P.J. Thompson missed Three Point Jumper.,33,12
5:08,2509,Purdue Offensive Rebound.,33,12
5:00,2509,Dakota Mathias missed Three Point Jumper.,33,12
5:00,2509,Isaac Haas Offensive Rebound.,33,12
5:00,2509,Isaac Haas made Layup.,35,12
4:42,9,Shannon Evans II made Layup.,35,14
4:31,2509,Isaac Haas Turnover.,35,14
4:31,9,Kodi Justice Steal.,35,14
4:24,9,Kodi Justice made Three Point Jumper. Assisted by Shannon Evans II.,35,17
3:59,2509,Foul on Ryan Cline.,35,17
3:59,2509,Ryan Cline Turnover.,35,17
3:59,9,Official TV Timeout,35,17
3:49,9,Obinna Oleka made Jumper.,35,19
3:19,9,Foul on Obinna Oleka.,35,19
3:19,2509,Isaac Haas made Free Throw.,36,19
3:19,2509,Isaac Haas made Free Throw.,37,19
3:09,9,Obinna Oleka missed Jumper.,37,19
3:09,2509,Dakota Mathias Defensive Rebound.,37,19
2:47,2509,Isaac Haas made Layup. Assisted by Ryan Cline.,39,19
2:20,9,Obinna Oleka missed Three Point Jumper.,39,19
2:20,2509,Dakota Mathias Defensive Rebound.,39,19
2:02,2509,Ryan Cline made Three Point Jumper. Assisted by P.J. Thompson.,42,19
1:38,9,Maurice O'Field made Dunk. Assisted by Shannon Evans II.,42,21
1:15,2509,Isaac Haas made Jumper. Assisted by P.J. Thompson.,44,21
0:52,9,Sam Cunliffe missed Three Point Jumper.,44,21
0:52,2509,P.J. Thompson Defensive Rebound.,44,21
0:29,2509,Dakota Mathias missed Layup.,44,21
0:29,9,Kodi Justice Defensive Rebound.,44,21
0:05,9,Obinna Oleka Turnover.,44,21
0:02,2509,Carsen Edwards made Three Point Jumper.,47,21
0:00,9,End of 1st half,47,21
20:00,2509,Jump Ball won by Purdue,47,21
19:48,2509,Carsen Edwards missed Three Point Jumper.,47,21
19:48,2509,Isaac Haas Offensive Rebound.,47,21
19:39,2509,Isaac Haas made Dunk.,49,21
19:16,9,Torian Graham missed Three Point Jumper.,49,21
19:16,2509,P.J. Thompson Defensive Rebound.,49,21
19:07,2509,Carsen Edwards made Jumper. Assisted by P.J. Thompson.,51,21
18:45,9,Torian Graham made Layup.,51,23
18:25,2509,Caleb Swanigan Turnover.,51,23
18:01,9,Shannon Evans II made Three Point Jumper.,51,26
17:39,2509,Caleb Swanigan Turnover.,51,26
17:39,9,Jethro Tshisumpa Steal.,51,26
17:34,9,Tra Holder missed Layup.,51,26
17:34,9,Kodi Justice Offensive Rebound.,51,26
17:28,9,Shannon Evans II missed Three Point Jumper.,51,26
17:28,9,Kodi Justice Offensive Rebound.,51,26
17:20,9,Torian Graham missed Three Point Jumper.,51,26
17:20,9,Shannon Evans II Offensive Rebound.,51,26
17:10,9,Tra Holder missed Three Point Jumper.,51,26
17:10,2509,Isaac Haas Defensive Rebound.,51,26
17:04,2509,Carsen Edwards made Layup.,53,26
16:46,2509,Foul on Carsen Edwards.,53,26
16:35,9,Torian Graham made Jumper.,53,28
16:23,2509,Isaac Haas made Dunk. Assisted by Caleb Swanigan.,55,28
16:08,9,Kodi Justice missed Three Point Jumper.,55,28
16:07,2509,Dakota Mathias Defensive Rebound.,55,28
15:47,2509,Dakota Mathias made Three Point Jumper. Assisted by P.J. Thompson.,58,28
15:30,2509,Foul on P.J. Thompson.,58,28
15:30,9,Official TV Timeout,58,28
15:30,9,Torian Graham made Free Throw.,58,29
15:30,9,Torian Graham made Free Throw.,58,30
15:07,2509,Dakota Mathias made Three Point Jumper. Assisted by Caleb Swanigan.,61,30
14:50,2509,Foul on Caleb Swanigan.,61,30
14:50,9,Tra Holder missed Free Throw.,61,30
14:50,9,Arizona St Deadball Team Rebound.,61,30
14:50,9,Tra Holder missed Free Throw.,61,30
14:50,2509,Caleb Swanigan Defensive Rebound.,61,30
14:43,9,Foul on Kodi Justice.,61,30
14:22,2509,Foul on Dakota Mathias.,61,30
14:22,2509,Dakota Mathias Turnover.,61,30
14:11,9,Torian Graham missed Three Point Jumper.,61,30
14:11,2509,Dakota Mathias Defensive Rebound.,61,30
13:57,2509,Vince Edwards missed Layup.,61,30
13:57,2509,Caleb Swanigan Offensive Rebound.,61,30
13:49,2509,Ryan Cline made Three Point Jumper. Assisted by Caleb Swanigan.,64,30
13:33,9,Obinna Oleka made Layup. Assisted by Kodi Justice.,64,32
13:17,2509,P.J. Thompson made Layup. Assisted by Dakota Mathias.,66,32
13:12,9,Arizona St  Timeout,66,32
13:12,9,Official TV Timeout,66,32
12:51,9,Obinna Oleka missed Three Point Jumper.,66,32
12:51,2509,Caleb Swanigan Defensive Rebound.,66,32
12:39,2509,Ryan Cline missed Three Point Jumper.,66,32
12:39,9,Sam Cunliffe Defensive Rebound.,66,32
12:36,2509,Foul on Caleb Swanigan.,66,32
12:07,9,Obinna Oleka missed Dunk.,66,32
12:07,9,Shannon Evans II Offensive Rebound.,66,32
12:01,9,Shannon Evans II missed Three Point Jumper.,66,32
12:01,9,Arizona St Offensive Rebound.,66,32
12:00,9,Arizona St  Turnover.,66,32
11:53,2509,Vince Edwards missed Three Point Jumper.,66,32
11:53,9,Sam Cunliffe Defensive Rebound.,66,32
11:42,2509,Foul on Vince Edwards.,66,32
11:42,9,Official TV Timeout,66,32
11:39,9,Sam Cunliffe missed Jumper.,66,32
11:39,2509,Carsen Edwards Defensive Rebound.,66,32
11:27,2509,Isaac Haas Turnover.,66,32
11:27,9,Shannon Evans II Steal.,66,32
11:21,9,Shannon Evans II missed Layup.,66,32
11:21,2509,Carsen Edwards Block.,66,32
11:21,2509,Vince Edwards Defensive Rebound.,66,32
11:07,2509,Carsen Edwards missed Layup.,66,32
11:07,9,Kodi Justice Block.,66,32
11:07,9,Arizona St Defensive Rebound.,66,32
10:51,9,Torian Graham missed Jumper.,66,32
10:51,2509,Carsen Edwards Defensive Rebound.,66,32
10:41,2509,Basil Smotherman missed Jumper.,66,32
10:41,2509,Purdue Offensive Rebound.,66,32
10:27,2509,Carsen Edwards missed Jumper.,66,32
10:27,9,Tra Holder Block.,66,32
10:27,9,Ramon Vila Defensive Rebound.,66,32
10:25,2509,Technical Foul on Carsen Edwards.,66,32
10:25,9,Torian Graham missed Free Throw.,66,32
10:25,2509,Foul on Carsen Edwards.,66,32
10:25,9,Torian Graham missed Free Throw.,66,32
10:17,9,Tra Holder missed Jumper.,66,32
10:17,9,Torian Graham Offensive Rebound.,66,32
10:17,9,Torian Graham missed Two Point Tip Shot.,66,32
10:17,9,Arizona St Offensive Rebound.,66,32
10:11,9,Torian Graham missed Three Point Jumper.,66,32
10:11,2509,Isaac Haas Defensive Rebound.,66,32
10:10,2509,P.J. Thompson Turnover.,66,32
10:10,9,Sam Cunliffe Steal.,66,32
9:59,9,Tra Holder made Layup. Assisted by Sam Cunliffe.,66,34
9:38,2509,Isaac Haas missed Layup.,66,34
9:38,2509,Isaac Haas Offensive Rebound.,66,34
9:35,9,Foul on Ramon Vila.,66,34
9:35,2509,Isaac Haas made Free Throw.,67,34
9:35,2509,Isaac Haas made Free Throw.,68,34
9:20,9,Tra Holder missed Jumper.,68,34
9:20,9,Torian Graham Offensive Rebound.,68,34
9:20,9,Torian Graham missed Two Point Tip Shot.,68,34
9:20,9,Tra Holder Offensive Rebound.,68,34
9:09,9,Shannon Evans II missed Three Point Jumper.,68,34
9:09,2509,Basil Smotherman Defensive Rebound.,68,34
9:00,2509,Vince Edwards made Three Point Jumper. Assisted by P.J. Thompson.,71,34
8:47,9,Obinna Oleka made Jumper.,71,36
8:29,2509,Ryan Cline made Three Point Jumper. Assisted by P.J. Thompson.,74,36
8:10,9,Torian Graham Turnover.,74,36
8:08,2509,Vince Edwards missed Layup.,74,36
8:08,9,Obinna Oleka Defensive Rebound.,74,36
7:36,9,Torian Graham made Layup. Assisted by Sam Cunliffe.,74,38
7:24,2509,Caleb Swanigan made Layup. Assisted by Dakota Mathias.,76,38
7:04,9,Obinna Oleka missed Three Point Jumper.,76,38
7:04,2509,P.J. Thompson Defensive Rebound.,76,38
6:53,2509,Vince Edwards made Three Point Jumper. Assisted by P.J. Thompson.,79,38
6:45,9,Arizona St  Timeout,79,38
6:45,9,Official TV Timeout,79,38
6:31,2509,Foul on Vince Edwards.,79,38
6:31,9,Torian Graham made Free Throw.,79,39
6:31,9,Torian Graham made Free Throw.,79,40
6:26,2509,Basil Smotherman made Layup. Assisted by Dakota Mathias.,81,40
5:59,2509,Foul on Basil Smotherman.,81,40
5:59,9,Shannon Evans II made Free Throw.,81,41
5:59,9,Shannon Evans II made Free Throw.,81,42
5:51,2509,Caleb Swanigan missed Jumper.,81,42
5:51,2509,Vince Edwards Offensive Rebound.,81,42
5:39,2509,Basil Smotherman missed Three Point Jumper.,81,42
5:39,2509,Vince Edwards Offensive Rebound.,81,42
5:34,2509,Vince Edwards Turnover.,81,42
5:34,9,Jethro Tshisumpa Steal.,81,42
5:26,9,Torian Graham missed Jumper.,81,42
5:26,2509,Ryan Cline Block.,81,42
5:26,2509,Caleb Swanigan Defensive Rebound.,81,42
5:10,2509,Vince Edwards made Layup. Assisted by Caleb Swanigan.,83,42
4:51,2509,Foul on Basil Smotherman.,83,42
4:51,9,Shannon Evans II made Free Throw.,83,43
4:51,9,Shannon Evans II made Free Throw.,83,44
4:47,2509,Basil Smotherman made Layup.,85,44
4:34,9,Ramon Vila made Layup. Assisted by Kodi Justice.,85,46
4:08,2509,Ryan Cline made Three Point Jumper. Assisted by Vince Edwards.,88,46
3:51,9,Shannon Evans II made Layup.,88,48
3:39,2509,Basil Smotherman made Layup. Assisted by Vince Edwards.,90,48
3:23,9,Shannon Evans II missed Three Point Jumper.,90,48
3:23,9,Kodi Justice Offensive Rebound.,90,48
3:16,9,Kodi Justice made Layup.,90,50
3:16,9,Kodi Justice made Free Throw.,90,51
3:16,2509,Foul on Caleb Swanigan.,90,50
3:16,9,Official TV Timeout,90,50
2:55,9,Foul on Jethro Tshisumpa.,90,51
2:48,2509,Ryan Cline made Three Point Jumper. Assisted by Basil Smotherman.,93,51
2:31,9,Shannon Evans II missed Layup.,93,51
2:31,9,Maurice O'Field Offensive Rebound.,93,51
2:23,9,Maurice O'Field made Layup.,93,53
2:16,2509,Foul on Basil Smotherman.,93,53
2:16,2509,Basil Smotherman Turnover.,93,53
2:12,9,Kodi Justice made Three Point Jumper.,93,56
1:48,9,Foul on Tra Holder.,93,56
1:33,2509,Grady Eifert made Layup. Assisted by Ryan Cline.,95,56
1:17,9,Shannon Evans II made Layup.,95,58
1:17,2509,Foul on Grady Eifert.,95,58
1:17,9,Shannon Evans II made Free Throw.,95,59
0:55,9,Foul on Andre Adams.,95,59
0:55,2509,Basil Smotherman made Free Throw.,96,59
0:55,2509,Basil Smotherman made Free Throw.,97,59
0:45,2509,Foul on Tommy Luce.,97,59
0:45,9,Kodi Justice made Free Throw.,97,60
0:45,9,Kodi Justice made Free Throw.,97,61
0:35,2509,Jon McKeeman missed Three Point Jumper.,97,61
0:35,9,Jethro Tshisumpa Defensive Rebound.,97,61
0:24,9,Sam Cunliffe made Three Point Jumper. Assisted by Maurice O'Field.,97,64
0:00,9,End of Game,97,64
