LIU Brooklyn,2916,Incarnate Word,2341
14:43,2341,Julius van Sauers Offensive Rebound.,8,6
14:39,2341,Julius van Sauers missed Layup.,8,6
14:39,2916,Incarnate Word Defensive Rebound.,8,6
14:27,2916,Shawn Johnson made Layup.,8,8
14:13,2341,Iverson Fleming missed Jumper.,8,8
14:13,2341,Julius van Sauers Offensive Rebound.,8,8
13:59,2341,Jerome Frink made Layup.,10,8
13:39,2916,Devin Wyatt missed Layup.,10,8
13:39,2341,Julian Batts Defensive Rebound.,10,8
13:09,2341,Jerome Frink missed Layup.,10,8
13:09,2916,Simi Socks Defensive Rebound.,10,8
13:04,2916,Tyler Singleton Turnover.,10,8
13:02,2341,Jashaun Agosto Steal.,10,8
13:01,2341,Jashaun Agosto made Layup.,12,8
12:43,2341,Foul on Julian Batts.,12,8
12:37,2916,Shawn Johnson missed Dunk.,12,8
12:37,2916,Simi Socks Offensive Rebound.,12,8
12:28,2916,Simi Socks missed Layup.,12,8
12:28,2916,Shawn Johnson Offensive Rebound.,12,8
12:23,2341,Foul on Julius van Sauers.,12,8
12:23,2916,Tyler Singleton missed Free Throw.,12,8
12:23,2916,Incarnate Word Deadball Team Rebound.,12,8
12:23,2916,Tyler Singleton made Free Throw.,12,9
11:59,2341,Jerome Frink made Layup.,14,9
11:59,2916,Foul on Devin Wyatt.,14,9
11:59,2341,Jerome Frink made Free Throw.,15,9
11:44,2341,Foul on Julian Batts.,15,9
11:44,2916,Official TV Timeout,15,9
11:44,2916,Christian Peevy made Free Throw.,15,10
11:44,2916,Christian Peevy made Free Throw.,15,11
11:27,2341,Raul Frias made Three Point Jumper. Assisted by Jashaun Agosto.,18,11
11:11,2916,Shawn Johnson made Three Point Jumper. Assisted by Simi Socks.,18,14
10:55,2341,Ashtyn Bradley made Three Point Jumper. Assisted by Raiquan Clark.,21,14
10:41,2916,Simi Socks made Jumper. Assisted by Sam Burmeister.,21,16
10:18,2341,Raiquan Clark made Layup. Assisted by Jashaun Agosto.,23,16
9:47,2916,Simi Socks made Layup.,23,18
9:32,2916,Foul on Simi Socks.,23,18
9:28,2341,Nura Zanna missed Jumper.,23,18
9:28,2916,Jerred Kite Block.,23,18
9:24,2916,Shawn Johnson Defensive Rebound.,23,18
9:21,2916,Jalin Hart made Layup.,23,20
9:16,2341,Ashtyn Bradley missed Three Point Jumper.,23,20
9:16,2916,Jerred Kite Block.,23,20
9:16,2916,Incarnate Word Defensive Rebound.,23,20
9:16,2341,Foul on Ashtyn Bradley.,23,20
9:16,2916,Jalin Hart missed Free Throw.,23,20
9:16,2341,Jerome Frink Defensive Rebound.,23,20
9:03,2341,Mitchell McMullen made Three Point Jumper. Assisted by Jerome Frink.,26,20
8:37,2341,Foul on Nura Zanna.,26,20
8:37,2916,Jerred Kite made Free Throw.,26,21
8:37,2916,Jerred Kite made Free Throw.,26,22
8:20,2341,Jerome Frink missed Three Point Jumper.,26,22
8:20,2916,Jalin Hart Defensive Rebound.,26,22
7:57,2916,Christian Peevy Turnover.,26,22
7:57,2916,Official TV Timeout,26,22
7:48,2341,Jashaun Agosto missed Layup.,26,22
7:48,2916,Jerred Kite Block.,26,22
7:42,2916,Jalin Hart Defensive Rebound.,26,22
7:33,2916,Shawn Johnson missed Three Point Jumper.,26,22
7:33,2341,Jashaun Agosto Defensive Rebound.,26,22
7:25,2341,Iverson Fleming missed Layup.,26,22
7:25,2916,Jerred Kite Block.,26,22
7:25,2341,LIU Brooklyn Offensive Rebound.,26,22
7:13,2341,Kwe Askew made Layup. Assisted by Jerome Frink.,28,22
6:41,2916,Jalin Hart made Layup.,28,24
6:27,2916,Foul on Shawn Johnson.,28,24
6:23,2341,Jerome Frink made Layup. Assisted by Iverson Fleming.,30,24
6:09,2916,Jorden Kite made Three Point Jumper. Assisted by Simi Socks.,30,27
6:00,2341,Jerome Frink made Jumper. Assisted by Jashaun Agosto.,32,27
5:47,2916,Jorden Kite missed Three Point Jumper.,32,27
5:47,2341,Jerome Frink Defensive Rebound.,32,27
5:25,2341,Iverson Fleming missed Jumper.,32,27
5:25,2341,Kwe Askew Offensive Rebound.,32,27
5:14,2341,Iverson Fleming made Layup.,34,27
5:14,2916,Foul on Tyler Singleton.,34,27
5:14,2341,Iverson Fleming made Free Throw.,35,27
4:58,2916,Sam Burmeister missed Layup.,35,27
4:58,2341,Nura Zanna Defensive Rebound.,35,27
4:51,2341,Raul Frias missed Three Point Jumper.,35,27
4:51,2916,Sam Burmeister Defensive Rebound.,35,27
4:44,2916,Jorden Kite made Three Point Jumper. Assisted by Jalin Hart.,35,30
4:39,2916,Official TV Timeout,35,30
4:09,2341,Jashaun Agosto made Three Point Jumper. Assisted by Jerome Frink.,38,30
3:53,2916,Jalin Hart missed Layup.,38,30
3:53,2341,Nura Zanna Defensive Rebound.,38,30
3:45,2341,Iverson Fleming missed Jumper.,38,30
3:45,2341,Nura Zanna Offensive Rebound.,38,30
3:39,2341,Nura Zanna missed Layup.,38,30
3:39,2916,Jerred Kite Block.,38,30
3:36,2916,Jalin Hart Defensive Rebound.,38,30
3:25,2916,Jerred Kite missed Layup.,38,30
3:25,2341,Jashaun Agosto Block.,38,30
3:25,2916,Incarnate Word Offensive Rebound.,38,30
3:18,2916,Jorden Kite made Layup.,38,32
3:06,2341,Jerome Frink missed Three Point Jumper.,38,32
3:06,2916,Jalin Hart Defensive Rebound.,38,32
2:44,2341,Foul on Raiquan Clark.,38,32
2:44,2916,Shawn Johnson missed Free Throw.,38,32
2:44,2916,Incarnate Word Deadball Team Rebound.,38,32
2:44,2916,Shawn Johnson made Free Throw.,38,33
2:31,2341,Jerome Frink missed Three Point Jumper.,38,33
2:31,2916,Jalin Hart Defensive Rebound.,38,33
2:23,2916,Jerred Kite made Layup. Assisted by Jalin Hart.,38,35
2:10,2341,Raul Frias made Jumper.,40,35
1:53,2341,Foul on Jerome Frink.,40,35
1:53,2916,Jalin Hart made Free Throw.,40,36
1:53,2916,Jalin Hart made Free Throw.,40,37
1:41,2341,Jashaun Agosto made Three Point Jumper.,43,37
1:27,2916,Shawn Johnson missed Three Point Jumper.,43,37
1:27,2341,Iverson Fleming Defensive Rebound.,43,37
0:57,2341,Iverson Fleming missed Jumper.,43,37
0:57,2916,Shawn Johnson Defensive Rebound.,43,37
0:49,2916,Tyler Singleton made Layup. Assisted by Jalin Hart.,43,39
0:24,2341,Iverson Fleming made Layup.,45,39
0:01,2341,Jashaun Agosto Turnover.,45,41
0:01,2916,Jalin Hart Steal.,45,41
0:00,2916,Shawn Johnson made Layup.,45,41
0:00,2916,End of 1st half,45,41
19:47,2341,Iverson Fleming Turnover.,45,41
19:45,2916,Jalin Hart Steal.,45,41
19:44,2916,Jalin Hart made Layup.,45,43
19:27,2341,Jerome Frink Turnover.,45,43
19:11,2916,Jorden Kite missed Jumper.,45,43
19:11,2341,Nura Zanna Defensive Rebound.,45,43
18:50,2341,Jerome Frink Turnover.,45,43
18:49,2916,Devin Wyatt Steal.,45,43
18:40,2916,Simi Socks made Jumper. Assisted by Shawn Johnson.,45,45
18:19,2341,Raul Frias made Jumper.,47,45
17:54,2916,Jorden Kite made Jumper.,47,47
17:37,2341,Iverson Fleming missed Layup.,47,47
17:37,2916,Devin Wyatt Block.,47,47
17:34,2916,Simi Socks Defensive Rebound.,47,47
17:30,2916,Jorden Kite missed Three Point Jumper.,47,47
17:30,2341,Iverson Fleming Defensive Rebound.,47,47
17:26,2916,Foul on Jorden Kite.,47,47
17:15,2341,Jashaun Agosto made Jumper.,49,47
16:51,2916,Simi Socks missed Layup.,49,47
16:51,2341,Nura Zanna Defensive Rebound.,49,47
16:42,2341,Raul Frias missed Layup.,49,47
16:42,2916,Jalin Hart Defensive Rebound.,49,47
16:33,2916,Simi Socks made Layup. Assisted by Shawn Johnson.,49,49
16:18,2341,Jashaun Agosto missed Layup.,49,49
16:18,2341,Raul Frias Offensive Rebound.,49,49
15:55,2341,Julian Batts made Layup.,51,49
15:44,2341,Foul on Raiquan Clark.,51,49
15:44,2916,Official TV Timeout,51,49
15:42,2916,Simi Socks Turnover.,51,49
15:30,2341,Raul Frias Turnover.,51,49
15:28,2916,Jalin Hart Steal.,51,49
15:24,2916,Jalin Hart Turnover.,51,49
15:12,2341,Nura Zanna made Layup. Assisted by Jashaun Agosto.,53,49
14:58,2341,Foul on Nura Zanna.,53,49
14:47,2341,Foul on Iverson Fleming.,53,49
14:28,2916,Shawn Johnson missed Layup.,53,49
14:28,2916,Devin Wyatt Offensive Rebound.,53,49
14:23,2916,Devin Wyatt made Layup.,53,51
14:04,2341,Jerome Frink missed Jumper.,53,51
14:04,2916,Tyler Singleton Defensive Rebound.,53,51
13:51,2916,Simi Socks missed Jumper.,53,51
13:51,2341,Julius van Sauers Defensive Rebound.,53,51
13:32,2341,Jerome Frink made Layup. Assisted by Iverson Fleming.,55,51
13:14,2916,Shawn Johnson missed Layup.,55,51
13:14,2916,Devin Wyatt Offensive Rebound.,55,51
13:10,2916,Devin Wyatt made Dunk.,55,53
13:00,2341,Jashaun Agosto Turnover.,55,53
12:46,2341,Foul on Mitchell McMullen.,55,53
12:42,2916,Christian Peevy missed Jumper.,55,53
12:42,2341,Nura Zanna Defensive Rebound.,55,53
12:23,2341,Nura Zanna Turnover.,55,53
12:12,2341,Foul on Kwe Askew.,55,53
12:07,2916,Jalin Hart missed Three Point Jumper.,55,53
12:07,2341,Kwe Askew Defensive Rebound.,55,53
11:57,2341,Foul on Nura Zanna.,55,53
11:57,2341,Nura Zanna Turnover.,55,53
11:57,2916,Official TV Timeout,55,53
11:47,2341,Foul on Julian Batts.,55,53
11:47,2916,Sam Burmeister made Free Throw.,55,54
11:47,2916,Sam Burmeister made Free Throw.,55,55
11:31,2916,Foul on Simi Socks.,55,55
11:28,2341,Raul Frias missed Layup.,55,55
11:28,2916,Devin Wyatt Defensive Rebound.,55,55
11:19,2916,Tyler Singleton Turnover.,55,55
11:18,2341,Iverson Fleming Steal.,55,55
11:16,2916,Foul on Tyler Singleton.,55,55
10:59,2341,Foul on Kwe Askew.,55,55
10:59,2341,Kwe Askew Turnover.,55,55
10:46,2916,Devin Wyatt Turnover.,55,55
10:34,2341,Jashaun Agosto made Layup. Assisted by Jerome Frink.,57,55
10:25,2916,Sam Burmeister missed Jumper.,57,55
10:25,2341,Jerome Frink Defensive Rebound.,57,55
10:18,2341,Iverson Fleming missed Layup.,57,55
10:18,2341,Ashtyn Bradley Offensive Rebound.,57,55
10:13,2341,Ashtyn Bradley made Jumper.,59,55
9:49,2341,Foul on Raiquan Clark.,59,55
9:49,2916,Shawn Johnson missed Free Throw.,59,55
9:49,2341,Raiquan Clark Defensive Rebound.,59,55
9:37,2341,Jerome Frink missed Layup.,59,55
9:37,2341,LIU Brooklyn Offensive Rebound.,59,55
9:26,2916,Foul on Jorden Kite.,59,55
9:26,2341,Iverson Fleming made Free Throw.,60,55
9:26,2341,Iverson Fleming made Free Throw.,61,55
9:13,2916,Devin Wyatt made Dunk. Assisted by Shawn Johnson.,61,57
8:58,2341,Iverson Fleming missed Layup.,61,57
8:58,2341,Jerome Frink Offensive Rebound.,61,57
8:55,2341,Jerome Frink made Layup.,63,57
8:35,2916,Sam Burmeister made Jumper. Assisted by Jorden Kite.,63,59
8:15,2916,Foul on Devin Wyatt.,63,59
8:15,2341,Jerome Frink missed Free Throw.,63,59
8:15,2341,LIU Brooklyn Deadball Team Rebound.,63,59
8:15,2341,Jerome Frink missed Free Throw.,63,59
8:15,2341,Raiquan Clark Offensive Rebound.,63,59
8:12,2341,Raiquan Clark made Layup.,65,59
8:00,2916,Devin Wyatt made Layup. Assisted by Sam Burmeister.,65,61
8:00,2341,Foul on Raiquan Clark.,65,61
8:00,2916,Official TV Timeout,65,61
7:59,2916,Devin Wyatt missed Free Throw.,65,61
7:59,2341,Iverson Fleming Defensive Rebound.,65,61
7:46,2341,Ashtyn Bradley missed Three Point Jumper.,65,61
7:46,2916,Jorden Kite Defensive Rebound.,65,61
7:32,2341,Foul on Julius van Sauers.,65,61
7:23,2916,Shawn Johnson made Free Throw.,65,62
7:23,2916,Shawn Johnson made Free Throw.,65,63
7:07,2916,Foul on Sam Burmeister.,65,63
7:07,2341,Iverson Fleming missed Free Throw.,65,63
7:07,2341,LIU Brooklyn Deadball Team Rebound.,65,63
7:07,2341,Iverson Fleming made Free Throw.,66,63
6:57,2916,Tyler Singleton made Layup.,66,65
6:24,2341,Julian Batts missed Layup.,66,65
6:24,2916,Devin Wyatt Block.,66,65
6:21,2916,Shawn Johnson Defensive Rebound.,66,65
6:17,2916,Shawn Johnson made Three Point Jumper. Assisted by Sam Burmeister.,66,68
5:49,2341,Iverson Fleming Turnover.,66,68
5:47,2916,Jorden Kite Steal.,66,68
5:44,2916,Jorden Kite missed Layup.,66,68
5:44,2341,Iverson Fleming Block.,66,68
5:42,2341,Julian Batts Defensive Rebound.,66,68
5:38,2341,Jashaun Agosto made Three Point Jumper. Assisted by Julian Batts.,69,68
5:22,2916,Tyler Singleton Turnover.,69,68
5:10,2341,Jerome Frink missed Three Point Jumper.,69,68
5:10,2916,Incarnate Word Defensive Rebound.,69,68
5:08,2341,Foul on Nura Zanna.,69,68
5:08,2916,Devin Wyatt missed Free Throw.,69,68
5:08,2916,Incarnate Word Deadball Team Rebound.,69,68
5:08,2916,Devin Wyatt made Free Throw.,69,69
4:47,2916,Foul on Shawn Johnson.,69,69
4:47,2341,Nura Zanna made Free Throw.,70,69
4:47,2341,Nura Zanna made Free Throw.,71,69
4:20,2916,Devin Wyatt missed Layup.,71,69
4:20,2916,Devin Wyatt Offensive Rebound.,71,69
4:17,2916,Devin Wyatt missed Layup.,71,69
4:17,2916,Simi Socks Offensive Rebound.,71,69
4:14,2916,Simi Socks made Layup.,71,71
3:42,2341,Jashaun Agosto missed Three Point Jumper.,71,71
3:42,2916,Incarnate Word Defensive Rebound.,71,71
3:40,2916,Official TV Timeout,71,71
3:21,2916,Shawn Johnson made Dunk.,71,73
3:06,2341,Jashaun Agosto Turnover.,71,73
3:06,2916,Shawn Johnson Steal.,71,73
2:53,2916,Simi Socks made Layup.,71,75
2:53,2341,Foul on Jerome Frink.,71,75
2:53,2916,Simi Socks made Free Throw.,71,76
2:42,2341,Jashaun Agosto made Layup.,73,76
2:19,2916,Tyler Singleton made Three Point Jumper. Assisted by Shawn Johnson.,73,79
2:06,2916,Foul on Jalin Hart.,73,79
2:06,2341,Nura Zanna missed Free Throw.,73,79
2:06,2916,Shawn Johnson Defensive Rebound.,73,79
1:59,2916,Incarnate Word  Timeout,73,79
1:36,2916,Shawn Johnson made Layup.,73,81
1:18,2341,Jerome Frink made Layup.,75,81
1:18,2916,Foul on Devin Wyatt.,75,81
1:18,2341,Jerome Frink missed Free Throw.,75,81
1:18,2916,Simi Socks Defensive Rebound.,75,81
1:18,2341,Foul on Iverson Fleming.,75,81
1:18,2916,Simi Socks made Free Throw.,75,82
1:18,2916,Simi Socks made Free Throw.,75,83
1:07,2341,Iverson Fleming missed Layup.,75,83
1:07,2916,Devin Wyatt Defensive Rebound.,75,83
1:05,2341,Foul on Nura Zanna.,75,83
1:05,2916,Devin Wyatt made Free Throw.,75,84
1:05,2916,Devin Wyatt missed Free Throw.,75,84
1:05,2916,Simi Socks Offensive Rebound.,75,84
1:05,2341,Foul on Iverson Fleming.,75,84
1:05,2916,Tyler Singleton made Free Throw.,75,85
1:05,2916,Simi Socks made Free Throw.,75,86
1:04,2341,Jashaun Agosto made Three Point Jumper.,78,86
1:04,2341,LIU Brooklyn  Timeout,78,86
0:42,2341,Foul on Julian Batts.,78,86
0:42,2916,Jorden Kite made Free Throw.,78,87
0:42,2916,Jorden Kite made Free Throw.,78,88
0:25,2341,Jashaun Agosto Turnover.,78,88
0:21,2916,Jalin Hart Turnover.,78,88
0:20,2341,Jashaun Agosto Steal.,78,88
0:20,2916,Foul on Jalin Hart.,78,88
0:20,2341,Raiquan Clark made Free Throw.,79,88
0:20,2916,Incarnate Word  Timeout,79,88
0:20,2341,Raiquan Clark missed Free Throw.,79,88
0:20,2341,Raul Frias Offensive Rebound.,79,88
0:15,2341,Raul Frias missed Jumper.,79,88
0:15,2916,Simi Socks Block.,79,88
0:12,2916,Simi Socks Defensive Rebound.,79,88
0:06,2916,Jalin Hart made Layup. Assisted by Simi Socks.,79,90
0:00,2341,Raul Frias missed Three Point Jumper.,79,90
0:00,2341,Nura Zanna Offensive Rebound.,79,90
0:00,2916,End of Game,79,90
