Northeastern,2619,Stony Brook,111
5:34,2619,Foul on Roland Nyama.,55,63
5:34,111,Devon Begley missed Free Throw.,55,63
5:34,111,Northeastern Deadball Team Rebound.,55,63
5:34,111,Devon Begley made Free Throw.,56,63
5:02,2619,Roland Nyama missed Dunk.,56,63
5:02,111,Northeastern Defensive Rebound.,56,63
4:55,2619,Foul on Roland Nyama.,56,63
4:55,111,T.J. Williams missed Free Throw.,56,63
4:55,111,Northeastern Deadball Team Rebound.,56,63
4:55,111,T.J. Williams missed Free Throw.,56,63
4:55,111,Devon Begley Offensive Rebound.,56,63
4:48,2619,Foul on UC Iroegbu.,56,63
4:48,111,Devon Begley made Free Throw.,57,63
4:48,111,Devon Begley made Free Throw.,58,63
4:33,2619,Lucas Woodhouse made Three Point Jumper. Assisted by Tyrell Sturdivant.,58,66
4:22,111,Jeremy Miller made Three Point Jumper. Assisted by T.J. Williams.,61,66
4:04,111,Foul on Maxime Boursiquot.,61,66
3:54,111,Foul on Devon Begley.,61,66
3:54,2619,Official TV Timeout,61,66
3:41,2619,Roland Nyama missed Three Point Jumper.,61,66
3:41,111,Northeastern Defensive Rebound.,61,66
3:21,111,T.J. Williams missed Layup.,61,66
3:21,2619,Tyrell Sturdivant Defensive Rebound.,61,66
2:50,2619,Roland Nyama missed Jumper.,61,66
2:50,111,T.J. Williams Defensive Rebound.,61,66
2:43,111,Jeremy Miller made Three Point Jumper. Assisted by T.J. Williams.,64,66
2:18,2619,Tyrell Sturdivant missed Layup.,64,66
2:18,2619,Tyrell Sturdivant Offensive Rebound.,64,66
2:16,2619,Tyrell Sturdivant made Layup.,64,68
2:06,2619,Foul on Roland Nyama.,64,68
2:06,111,T.J. Williams made Free Throw.,65,68
2:06,111,T.J. Williams made Free Throw.,66,68
1:38,111,Foul on Devon Begley.,66,68
1:38,2619,Lucas Woodhouse made Free Throw.,66,69
1:38,2619,Lucas Woodhouse made Free Throw.,66,70
1:29,111,Alex Murphy made Layup.,68,70
1:29,2619,Foul on Kameron Mitchell.,68,70
1:29,111,Alex Murphy made Free Throw.,69,70
1:29,111,Northeastern  Timeout,69,70
1:08,2619,Tyrell Sturdivant missed Layup.,69,70
1:08,2619,UC Iroegbu Offensive Rebound.,69,70
1:00,111,Foul on Devon Begley.,69,70
1:00,2619,Lucas Woodhouse made Free Throw.,69,71
1:00,2619,Lucas Woodhouse made Free Throw.,69,72
0:35,111,T.J. Williams missed Three Point Jumper.,69,72
0:35,111,Maxime Boursiquot Offensive Rebound.,69,72
0:32,2619,Foul on Tyrell Sturdivant.,69,72
0:32,111,Maxime Boursiquot made Free Throw.,70,72
0:32,111,Maxime Boursiquot made Free Throw.,71,72
0:32,111,Northeastern  Timeout,71,72
0:32,111,Foul on Shawn Occeus.,71,72
0:32,2619,Roland Nyama made Free Throw.,71,73
0:32,2619,Roland Nyama missed Free Throw.,71,73
0:32,111,Maxime Boursiquot Defensive Rebound.,71,73
0:20,2619,Foul on Roland Nyama.,71,73
0:20,111,T.J. Williams missed Free Throw.,71,73
0:20,111,Northeastern Deadball Team Rebound.,71,73
0:20,111,T.J. Williams made Free Throw.,72,73
0:20,111,Foul on Shawn Occeus.,72,73
0:20,2619,Lucas Woodhouse made Free Throw.,72,74
0:20,2619,Lucas Woodhouse made Free Throw.,72,75
0:20,2619,Stony Brook  Timeout,72,75
0:12,111,Bolden Brace missed Three Point Jumper.,72,75
0:12,111,Alex Murphy Offensive Rebound.,72,75
0:08,111,Alex Murphy made Layup.,74,75
0:08,2619,Foul on Kameron Mitchell.,74,75
0:08,111,Alex Murphy made Free Throw.,75,75
0:08,111,Foul on T.J. Williams.,75,75
0:08,2619,Lucas Woodhouse made Free Throw.,75,76
0:08,2619,Lucas Woodhouse made Free Throw.,75,77
0:08,2619,Stony Brook  Timeout,75,77
0:00,111,Jeremy Miller missed Three Point Jumper.,75,77
0:00,2619,Junior Saintel Defensive Rebound.,75,77
0:00,2619,End of Game,75,77
