Hartford,2529,Sacred Heart,42
14:13,42,Andrew Ramirez Steal.,11,4
13:46,42,Hassan Attia missed Layup.,11,4
13:46,2529,Cole Walton Defensive Rebound.,11,4
13:37,2529,Quincy McKnight Turnover.,11,4
13:35,42,Jalen Ross Steal.,11,4
13:32,42,Jalen Ross missed Jumper.,11,4
13:32,2529,Sean Hoehn Defensive Rebound.,11,4
13:19,2529,Charles Tucker Jr. Turnover.,11,4
13:08,42,John Carroll Turnover.,11,4
13:08,42,Foul on John Carroll.,11,4
12:50,42,Foul on John Carroll.,11,4
12:47,2529,Quincy McKnight missed Jumper.,11,4
12:47,2529,Cole Walton Offensive Rebound.,11,4
12:40,2529,Sean Hoehn Turnover.,11,4
12:24,42,Jack Hobbs missed Three Point Jumper.,11,4
12:24,2529,Cole Walton Defensive Rebound.,11,4
12:14,2529,Matej Buovac missed Three Point Jumper.,11,4
12:14,42,J.R. Lynch Defensive Rebound.,11,4
11:57,42,Jalen Ross missed Jumper.,11,4
11:57,2529,Cole Walton Defensive Rebound.,11,4
11:47,2529,Quincy McKnight Turnover.,11,4
11:47,2529,Official TV Timeout,11,4
11:32,42,John Carroll made Jumper.,13,4
11:16,2529,De'von Barnett missed Jumper.,13,4
11:16,2529,Joseph Lopez Offensive Rebound.,13,4
11:13,2529,Joseph Lopez made Layup.,13,6
10:46,42,George Blagojevic missed Layup.,13,6
10:46,2529,De'von Barnett Defensive Rebound.,13,6
10:37,2529,Joseph Lopez made Layup.,13,8
10:24,2529,Foul on De'von Barnett.,13,8
10:24,42,John Carroll made Free Throw.,14,8
10:24,42,John Carroll missed Free Throw.,14,8
10:24,2529,De'von Barnett Defensive Rebound.,14,8
10:13,2529,Chris Robinson Turnover.,14,8
10:11,42,George Blagojevic Steal.,14,8
10:06,2529,Foul on Quincy McKnight.,14,8
9:52,42,Jalen Ross Turnover.,14,8
9:51,2529,De'von Barnett Steal.,14,8
9:30,2529,Matej Buovac missed Three Point Jumper.,14,8
9:30,2529,Joseph Lopez Offensive Rebound.,14,8
9:22,2529,Quincy McKnight Turnover.,14,8
9:05,42,Jalen Ross made Jumper.,16,8
8:58,2529,Joseph Lopez made Layup. Assisted by De'von Barnett.,16,10
8:48,2529,Foul on Charles Tucker Jr..,16,10
8:37,42,TreVaughn Wilkerson made Layup.,18,10
8:15,2529,Chris Robinson made Three Point Jumper. Assisted by Charles Tucker Jr..,18,13
7:54,2529,Foul on Charles Tucker Jr..,18,13
7:54,2529,Official TV Timeout,18,13
7:54,42,Andrew Ramirez missed Free Throw.,18,13
7:54,42,Hartford Deadball Team Rebound.,18,13
7:54,42,Andrew Ramirez made Free Throw.,19,13
7:40,2529,Sean Hoehn missed Three Point Jumper.,19,13
7:40,2529,De'von Barnett Offensive Rebound.,19,13
7:38,2529,De'von Barnett made Layup.,19,15
7:24,42,Jason Dunne missed Jumper.,19,15
7:24,2529,De'von Barnett Defensive Rebound.,19,15
7:05,2529,Matej Buovac made Three Point Jumper. Assisted by Chris Robinson.,19,18
6:52,42,Jason Dunne Turnover.,19,18
6:39,2529,Matej Buovac missed Three Point Jumper.,19,18
6:39,42,Jason Dunne Defensive Rebound.,19,18
6:29,42,Jalen Ross missed Three Point Jumper.,19,18
6:29,2529,Joseph Lopez Defensive Rebound.,19,18
6:26,42,Foul on Jason Dunne.,19,18
6:12,2529,Joseph Lopez Turnover.,19,18
6:10,42,TreVaughn Wilkerson Steal.,19,18
6:01,42,TreVaughn Wilkerson Turnover.,19,18
6:01,42,Foul on TreVaughn Wilkerson.,19,18
5:36,2529,Quincy McKnight Turnover.,19,18
5:34,42,Jack Hobbs Steal.,19,18
5:25,42,Jason Dunne Turnover.,19,18
5:07,2529,Quincy McKnight made Three Point Jumper.,19,21
4:44,42,Jack Hobbs made Three Point Jumper. Assisted by J.R. Lynch.,22,21
4:29,2529,Quincy McKnight missed Jumper.,22,21
4:29,2529,Sean Hoehn Offensive Rebound.,22,21
4:22,2529,Sean Hoehn missed Jumper.,22,21
4:22,42,Jack Hobbs Defensive Rebound.,22,21
4:15,42,Jason Dunne missed Layup.,22,21
4:15,2529,De'von Barnett Defensive Rebound.,22,21
4:05,2529,Quincy McKnight missed Jumper.,22,21
4:05,42,TreVaughn Wilkerson Defensive Rebound.,22,21
3:55,42,Jalen Ross missed Three Point Jumper.,22,21
3:55,2529,Cole Walton Defensive Rebound.,22,21
3:50,2529,Quincy McKnight Turnover.,22,21
3:50,2529,Foul on Quincy McKnight.,22,21
3:50,2529,Official TV Timeout,22,21
3:32,42,Jack Hobbs made Three Point Jumper. Assisted by Hassan Attia.,25,21
3:16,2529,De'von Barnett missed Jumper.,25,21
3:16,42,Hassan Attia Defensive Rebound.,25,21
3:08,42,Jack Hobbs missed Three Point Jumper.,25,21
3:08,2529,Chris Robinson Defensive Rebound.,25,21
3:00,2529,Chris Robinson Turnover.,25,21
3:00,2529,Foul on Chris Robinson.,25,21
2:37,42,Jason Dunne missed Three Point Jumper.,25,21
2:37,42,Hassan Attia Offensive Rebound.,25,21
2:34,42,Jack Hobbs missed Layup.,25,21
2:34,42,George Blagojevic Offensive Rebound.,25,21
2:31,42,George Blagojevic made Layup.,27,21
2:12,2529,Chris Robinson missed Three Point Jumper.,27,21
2:12,42,Hartford Defensive Rebound.,27,21
1:55,2529,Foul on Joseph Lopez.,27,21
1:55,42,Jack Hobbs made Free Throw.,28,21
1:55,42,Jack Hobbs missed Free Throw.,28,21
1:55,2529,Chris Robinson Defensive Rebound.,28,21
1:33,2529,De'von Barnett made Layup.,28,23
1:33,42,Foul on Hassan Attia.,28,23
1:33,2529,De'von Barnett missed Free Throw.,28,23
1:33,2529,De'von Barnett Offensive Rebound.,28,23
1:30,2529,De'von Barnett made Layup.,28,25
0:57,2529,Foul on Zach Radz.,28,25
0:57,42,George Blagojevic made Free Throw.,29,25
0:57,42,George Blagojevic made Free Throw.,30,25
0:57,2529,Sacred Heart  Timeout,30,25
0:56,42,Foul on George Blagojevic.,30,25
0:41,2529,Chris Robinson missed Jumper.,30,25
0:41,2529,Chris Robinson Offensive Rebound.,30,25
0:05,2529,Sacred Heart  Turnover.,30,25
0:03,42,Hartford  Timeout,30,25
0:02,42,John Carroll Turnover.,30,25
0:02,2529,Sean Hoehn Steal.,30,25
0:00,2529,Sean Hoehn missed Three Point Jumper.,30,25
0:00,42,Hartford Defensive Rebound.,30,25
0:00,2529,End of 1st half,30,25
19:43,2529,Quincy McKnight missed Three Point Jumper.,30,25
19:43,42,George Blagojevic Defensive Rebound.,30,25
19:31,42,John Carroll missed Layup.,30,25
19:31,2529,De'von Barnett Defensive Rebound.,30,25
19:18,2529,Sean Hoehn Turnover.,30,25
18:57,42,John Carroll made Layup.,32,25
18:37,2529,Sean Hoehn made Three Point Jumper. Assisted by Charles Tucker Jr..,32,28
18:16,2529,Foul on Charles Tucker Jr..,32,28
18:08,2529,Foul on Sean Hoehn.,32,28
17:54,42,Jalen Ross made Three Point Jumper.,35,28
17:30,2529,De'von Barnett made Layup. Assisted by Sean Hoehn.,35,30
17:15,42,George Blagojevic missed Layup.,35,30
17:15,2529,Joseph Lopez Defensive Rebound.,35,30
17:07,2529,Quincy McKnight missed Layup.,35,30
17:07,2529,Joseph Lopez Offensive Rebound.,35,30
17:07,2529,Joseph Lopez made Layup.,35,32
17:07,42,Foul on George Blagojevic.,35,32
17:07,2529,Joseph Lopez made Free Throw.,35,33
16:57,42,Jalen Ross missed Three Point Jumper.,35,33
16:57,2529,Charles Tucker Jr. Defensive Rebound.,35,33
16:47,2529,Sean Hoehn missed Three Point Jumper.,35,33
16:47,42,George Blagojevic Block.,35,33
16:45,42,Jack Hobbs Defensive Rebound.,35,33
16:32,42,J.R. Lynch missed Three Point Jumper.,35,33
16:32,42,Jack Hobbs Offensive Rebound.,35,33
16:29,42,Jack Hobbs made Layup.,37,33
16:01,2529,Joseph Lopez made Layup. Assisted by Sean Hoehn.,37,35
15:38,42,Jalen Ross missed Three Point Jumper.,37,35
15:38,42,John Carroll Offensive Rebound.,37,35
15:32,42,Jalen Ross Turnover.,37,35
15:31,2529,Quincy McKnight Steal.,37,35
15:27,42,Foul on J.R. Lynch.,37,35
15:27,2529,Official TV Timeout,37,35
15:27,2529,Quincy McKnight made Free Throw.,37,36
15:27,2529,Quincy McKnight made Free Throw.,37,37
15:01,42,John Carroll made Layup.,39,37
15:01,2529,Foul on Joseph Lopez.,39,37
15:01,42,John Carroll missed Free Throw.,39,37
15:01,2529,Joseph Lopez Defensive Rebound.,39,37
14:53,2529,Quincy McKnight made Layup.,39,39
14:25,42,Jason Dunne missed Three Point Jumper.,39,39
14:25,2529,De'von Barnett Defensive Rebound.,39,39
14:09,2529,Sean Hoehn missed Three Point Jumper.,39,39
14:09,42,J.R. Lynch Defensive Rebound.,39,39
14:03,42,Jason Dunne made Layup.,41,39
13:55,2529,Quincy McKnight missed Layup.,41,39
13:55,42,Jack Hobbs Defensive Rebound.,41,39
13:47,42,Jason Dunne Turnover.,41,39
13:47,42,Foul on Jason Dunne.,41,39
13:23,2529,Cole Walton missed Layup.,41,39
13:23,42,Hassan Attia Block.,41,39
13:19,2529,Chris Robinson Offensive Rebound.,41,39
13:17,2529,Chris Robinson missed Layup.,41,39
13:17,42,Jack Hobbs Defensive Rebound.,41,39
13:11,2529,Foul on Chris Robinson.,41,39
13:01,42,Hassan Attia Turnover.,41,39
12:59,2529,Chris Robinson Steal.,41,39
12:56,42,Foul on Jason Dunne.,41,39
12:56,2529,Quincy McKnight made Free Throw.,41,40
12:56,2529,Quincy McKnight missed Free Throw.,41,40
12:56,2529,Chris Robinson Offensive Rebound.,41,40
12:48,2529,Matej Buovac made Three Point Jumper. Assisted by Quincy McKnight.,41,43
12:32,42,Hartford  Turnover.,41,43
12:26,2529,Quincy McKnight Turnover.,41,43
12:23,42,Jalen Ross Steal.,41,43
12:10,42,Jalen Ross missed Layup.,41,43
12:10,2529,Sean Hoehn Defensive Rebound.,41,43
12:03,2529,Quincy McKnight made Layup.,41,45
11:48,2529,Foul on Cole Walton.,41,45
11:48,2529,Official TV Timeout,41,45
11:41,2529,Foul on Chris Robinson.,41,45
11:30,42,Andrew Ramirez Turnover.,41,45
11:29,2529,Quincy McKnight Steal.,41,45
11:27,2529,Quincy McKnight made Layup.,41,47
11:27,42,Foul on Jason Dunne.,41,47
11:27,2529,Quincy McKnight missed Free Throw.,41,47
11:27,2529,Chris Robinson Offensive Rebound.,41,47
11:10,2529,Matej Buovac missed Three Point Jumper.,41,47
11:10,42,Hassan Attia Defensive Rebound.,41,47
11:00,2529,Foul on Cole Walton.,41,47
11:00,42,Hassan Attia missed Free Throw.,41,47
11:00,2529,Chris Robinson Defensive Rebound.,41,47
10:48,2529,Joseph Lopez Turnover.,41,47
10:47,42,Jalen Ross Steal.,41,47
10:41,42,Jalen Ross Turnover.,41,47
10:39,2529,Quincy McKnight Steal.,41,47
10:33,2529,De'von Barnett made Jumper. Assisted by Quincy McKnight.,41,49
10:32,2529,Sacred Heart  Timeout,41,49
10:19,42,Jalen Ross missed Jumper.,41,49
10:19,42,Hartford Offensive Rebound.,41,49
10:02,42,Andrew Ramirez missed Layup.,41,49
10:02,2529,De'von Barnett Block.,41,49
10:02,42,Hartford Offensive Rebound.,41,49
9:57,42,Jalen Ross made Jumper.,43,49
9:36,2529,Charles Tucker Jr. missed Three Point Jumper.,43,49
9:36,2529,Sacred Heart Offensive Rebound.,43,49
9:32,2529,Joseph Lopez made Layup. Assisted by Charles Tucker Jr..,43,51
9:23,42,Jalen Ross Turnover.,43,51
9:08,2529,De'von Barnett made Jumper. Assisted by Sean Hoehn.,43,53
8:47,42,Jalen Ross missed Jumper.,43,53
8:47,2529,Charles Tucker Jr. Block.,43,53
8:46,2529,Sean Hoehn Defensive Rebound.,43,53
8:44,42,Foul on J.R. Lynch.,43,53
8:44,42,Technical Foul on J.R. Lynch.,43,53
8:44,2529,Quincy McKnight made Free Throw.,43,54
8:44,2529,Quincy McKnight made Free Throw.,43,55
8:20,2529,Quincy McKnight missed Jumper.,43,55
8:20,42,Jalen Ross Defensive Rebound.,43,55
8:09,42,J.R. Lynch missed Layup.,43,55
8:09,2529,Joseph Lopez Block.,43,55
8:07,2529,Joseph Lopez Defensive Rebound.,43,55
7:51,2529,Sean Hoehn made Three Point Jumper.,43,58
7:49,42,Hartford  Timeout,43,58
7:32,2529,Foul on Joseph Lopez.,43,58
7:32,42,John Carroll made Free Throw.,44,58
7:32,42,John Carroll missed Free Throw.,44,58
7:32,2529,Quincy McKnight Defensive Rebound.,44,58
7:12,2529,Sean Hoehn missed Three Point Jumper.,44,58
7:12,42,J.R. Lynch Defensive Rebound.,44,58
6:52,42,John Carroll made Layup.,46,58
6:52,2529,Foul on De'von Barnett.,46,58
6:52,42,John Carroll made Free Throw.,47,58
6:32,2529,De'von Barnett missed Layup.,47,58
6:32,42,J.R. Lynch Defensive Rebound.,47,58
6:25,42,Jason Dunne made Three Point Jumper. Assisted by John Carroll.,50,58
6:25,2529,De'von Barnett Turnover.,50,58
6:25,42,Jalen Ross Steal.,50,58
6:25,42,Jalen Ross missed Jumper.,50,58
6:25,42,Jason Dunne Offensive Rebound.,50,58
5:46,2529,Foul on Sean Hoehn.,50,58
5:46,42,Jason Dunne made Free Throw.,51,58
5:46,42,Jason Dunne made Free Throw.,52,58
5:36,2529,Joseph Lopez missed Layup.,52,58
5:36,42,Hassan Attia Defensive Rebound.,52,58
5:12,42,Jalen Ross missed Three Point Jumper.,52,58
5:12,42,Hassan Attia Offensive Rebound.,52,58
5:07,42,Hassan Attia made Dunk.,54,58
4:59,42,Foul on Jalen Ross.,54,58
4:59,2529,Quincy McKnight made Free Throw.,54,59
4:59,2529,Quincy McKnight made Free Throw.,54,60
4:52,2529,Foul on Sean Hoehn.,54,60
4:52,42,Jalen Ross made Free Throw.,55,60
4:52,42,Jalen Ross made Free Throw.,56,60
4:24,42,Foul on Jack Hobbs.,56,60
4:24,2529,Charles Tucker Jr. made Free Throw.,56,61
4:24,2529,Charles Tucker Jr. made Free Throw.,56,62
4:13,42,J.R. Lynch made Three Point Jumper. Assisted by Jason Dunne.,59,62
4:04,2529,Quincy McKnight missed Layup.,59,62
4:04,42,Jack Hobbs Defensive Rebound.,59,62
3:58,42,John Carroll Turnover.,59,62
3:58,2529,Official TV Timeout,59,62
3:56,2529,De'von Barnett Turnover.,59,62
3:46,42,Jalen Ross made Three Point Jumper. Assisted by J.R. Lynch.,62,62
3:37,2529,De'von Barnett missed Layup.,62,62
3:37,42,Hassan Attia Block.,62,62
3:35,42,J.R. Lynch Defensive Rebound.,62,62
3:18,42,Hassan Attia made Dunk. Assisted by Jalen Ross.,64,62
3:03,2529,Joseph Lopez made Layup. Assisted by Quincy McKnight.,64,64
2:42,42,Jack Hobbs made Three Point Jumper. Assisted by Jason Dunne.,67,64
2:08,2529,Quincy McKnight missed Jumper.,67,64
2:08,42,J.R. Lynch Defensive Rebound.,67,64
1:43,42,Jalen Ross missed Three Point Jumper.,67,64
1:43,2529,De'von Barnett Defensive Rebound.,67,64
1:33,2529,Sean Hoehn made Three Point Jumper. Assisted by Quincy McKnight.,67,67
1:32,2529,Sacred Heart  Timeout,67,67
1:13,42,Jason Dunne made Three Point Jumper. Assisted by Jalen Ross.,70,67
1:07,42,Foul on John Carroll.,70,67
1:07,2529,Joseph Lopez made Free Throw.,70,68
1:07,2529,Joseph Lopez missed Free Throw.,70,68
1:07,42,John Carroll Defensive Rebound.,70,68
0:57,42,Hartford  Timeout,70,68
0:48,2529,Foul on Chris Robinson.,70,68
0:48,42,John Carroll missed Free Throw.,70,68
0:48,42,Hartford Deadball Team Rebound.,70,68
0:48,42,John Carroll missed Free Throw.,70,68
0:48,2529,Sean Hoehn Defensive Rebound.,70,68
0:35,2529,Quincy McKnight made Layup.,70,70
0:34,2529,Sacred Heart  Timeout,70,70
0:08,42,Jalen Ross missed Jumper.,70,70
0:08,42,Hartford Offensive Rebound.,70,70
0:00,42,J.R. Lynch missed Jumper.,70,70
0:00,2529,Sacred Heart Defensive Rebound.,70,70
0:00,2529,End of 2nd half,70,70
4:59,42,Hassan Attia made Dunk.,72,70
4:59,2529,Quincy McKnight Turnover.,72,70
4:59,42,Jason Dunne Steal.,72,70
4:15,42,J.R. Lynch made Three Point Jumper. Assisted by Jalen Ross.,75,70
3:54,2529,Chris Robinson made Layup.,75,72
3:33,42,J.R. Lynch made Three Point Jumper. Assisted by Jason Dunne.,78,72
3:19,42,Foul on Jack Hobbs.,78,72
3:19,2529,Chris Robinson missed Free Throw.,78,72
3:19,2529,Sacred Heart Deadball Team Rebound.,78,72
3:19,2529,Chris Robinson made Free Throw.,78,73
3:08,42,J.R. Lynch Turnover.,78,73
3:07,2529,Quincy McKnight Steal.,78,73
3:01,2529,Chris Robinson made Layup. Assisted by Quincy McKnight.,78,75
2:35,42,Jack Hobbs made Three Point Jumper. Assisted by Jalen Ross.,81,75
2:13,2529,De'von Barnett missed Layup.,81,75
2:13,42,Hassan Attia Block.,81,75
2:12,42,Jack Hobbs Defensive Rebound.,81,75
1:48,42,Jason Dunne made Three Point Jumper. Assisted by J.R. Lynch.,84,75
1:36,2529,Quincy McKnight made Layup.,84,77
1:31,2529,Foul on Chris Robinson.,84,77
1:31,42,Jalen Ross missed Free Throw.,84,77
1:31,42,Hartford Deadball Team Rebound.,84,77
1:31,42,Jalen Ross made Free Throw.,85,77
1:21,2529,Matej Buovac missed Three Point Jumper.,85,77
1:21,42,J.R. Lynch Defensive Rebound.,85,77
0:53,2529,Foul on Sean Hoehn.,85,77
0:53,42,Jalen Ross made Free Throw.,86,77
0:53,42,Jalen Ross made Free Throw.,87,77
0:53,42,Hartford  Timeout,87,77
0:42,2529,Quincy McKnight missed Three Point Jumper.,87,77
0:42,42,Jack Hobbs Defensive Rebound.,87,77
0:13,42,Jalen Ross missed Jumper.,87,77
0:13,2529,Sean Hoehn Defensive Rebound.,87,77
0:06,42,Foul on Hassan Attia.,87,77
0:06,2529,Sean Hoehn made Free Throw.,87,78
0:06,2529,Sean Hoehn made Free Throw.,87,79
0:00,2529,End of Game,87,79
