Detroit Mercy,93,Murray State,2174
10:44,93,Bryce Jones missed Three Point Jumper.,15,18
10:44,2174,Detroit Mercy Defensive Rebound.,15,18
10:25,2174,Chris Jenkins made Layup. Assisted by Josh McFolley.,17,18
10:18,2174,Foul on Corey Allen.,17,18
10:18,93,Bryce Jones missed Free Throw.,17,18
10:18,93,Murray St Deadball Team Rebound.,17,18
10:18,93,Bryce Jones made Free Throw.,17,19
10:00,2174,Jarod Williams made Layup.,19,19
9:43,93,Terrell Miller Jr. made Layup. Assisted by Damarcus Croaker.,19,21
9:30,2174,Chris Jenkins missed Three Point Jumper.,19,21
9:30,93,Damarcus Croaker Defensive Rebound.,19,21
9:14,93,Bryce Jones missed Jumper.,19,21
9:14,2174,Jarod Williams Defensive Rebound.,19,21
8:57,93,Foul on Brion Sanchious.,19,21
8:57,2174,Josh McFolley made Free Throw.,20,21
8:57,2174,Josh McFolley made Free Throw.,21,21
8:49,93,Damarcus Croaker Turnover.,21,21
8:48,2174,Jarod Williams Steal.,21,21
8:41,2174,Josh McFolley made Layup.,23,21
8:24,93,Damarcus Croaker Turnover.,23,21
8:24,93,Foul on Damarcus Croaker.,23,21
8:02,2174,Detroit Mercy  Timeout,23,21
7:55,2174,Jarod Williams missed Three Point Jumper.,23,21
7:55,93,Damarcus Croaker Defensive Rebound.,23,21
7:48,93,Jonathan Stark missed Jumper.,23,21
7:48,2174,Chris Jenkins Defensive Rebound.,23,21
7:41,2174,Chris Jenkins Turnover.,23,21
7:40,93,Jonathan Stark Steal.,23,21
7:33,93,Terrell Miller Jr. missed Three Point Jumper.,23,21
7:33,2174,Jaleel Hogan Defensive Rebound.,23,21
7:26,2174,Josh McFolley made Three Point Jumper.,26,21
7:26,93,Foul on Jonathan Stark.,26,21
7:26,2174,Josh McFolley made Free Throw.,27,21
7:09,93,Terrell Miller Jr. made Jumper. Assisted by Gee McGhee.,27,23
6:47,2174,Corey Allen made Layup.,29,23
6:37,93,Terrell Miller Jr. missed Three Point Jumper.,29,23
6:37,2174,Corey Allen Defensive Rebound.,29,23
6:25,2174,Josh McFolley missed Three Point Jumper.,29,23
6:25,2174,Chris Jenkins Offensive Rebound.,29,23
6:11,2174,Jaleel Hogan made Jumper.,31,23
5:47,93,Terrell Miller Jr. made Layup. Assisted by Jonathan Stark.,31,25
5:32,2174,Jaleel Hogan missed Layup.,31,25
5:32,93,Terrell Miller Jr. Defensive Rebound.,31,25
5:25,93,Gee McGhee missed Layup.,31,25
5:25,93,Damarcus Croaker Offensive Rebound.,31,25
5:25,2174,Foul on Chris Jenkins.,31,25
5:22,93,Damarcus Croaker missed Free Throw.,31,25
5:22,93,Murray St Deadball Team Rebound.,31,25
5:22,93,Damarcus Croaker missed Free Throw.,31,25
5:22,2174,Jarod Williams Defensive Rebound.,31,25
5:22,2174,Corey Allen made Three Point Jumper.,34,25
5:22,93,Jonathan Stark missed Layup.,34,25
5:22,2174,Jaleel Hogan Defensive Rebound.,34,25
4:36,2174,Josh McFolley Turnover.,34,25
4:36,93,Gee McGhee Steal.,34,25
4:35,93,Jonathan Stark missed Layup.,34,25
4:35,2174,Corey Allen Block.,34,25
4:35,93,Murray St Offensive Rebound.,34,25
4:16,93,Bryce Jones missed Three Point Jumper.,34,25
4:16,2174,Jaleel Hogan Defensive Rebound.,34,25
3:57,2174,Jarod Williams made Layup.,36,25
3:54,93,Murray St  Timeout,36,25
3:43,93,Damarcus Croaker made Jumper. Assisted by Jonathan Stark.,36,27
3:26,2174,Corey Allen missed Three Point Jumper.,36,27
3:26,93,Damarcus Croaker Defensive Rebound.,36,27
3:17,2174,Foul on Jarod Williams.,36,27
3:17,93,Damarcus Croaker made Free Throw.,36,28
3:17,93,Damarcus Croaker made Free Throw.,36,29
2:54,2174,Jaleel Hogan missed Jumper.,36,29
2:54,93,Bryce Jones Defensive Rebound.,36,29
2:47,2174,Foul on Jaleel Hogan.,36,29
2:47,93,Gee McGhee made Free Throw.,36,30
2:47,93,Gee McGhee made Free Throw.,36,31
2:47,93,Gee McGhee made Free Throw.,36,32
2:28,2174,Chris Jenkins made Layup. Assisted by Corey Allen.,38,32
2:15,93,Damarcus Croaker missed Three Point Jumper.,38,32
2:15,2174,Corey Allen Defensive Rebound.,38,32
2:01,2174,Gerald Blackshear missed Layup.,38,32
2:01,93,Jonathan Stark Defensive Rebound.,38,32
1:55,93,Jonathan Stark missed Layup.,38,32
1:55,93,Brion Sanchious Offensive Rebound.,38,32
1:51,93,Brion Sanchious made Two Point Tip Shot.,38,34
1:28,2174,Chris Jenkins missed Jumper.,38,34
1:28,93,Gee McGhee Defensive Rebound.,38,34
1:21,93,Gee McGhee missed Three Point Jumper.,38,34
1:21,93,Brion Sanchious Offensive Rebound.,38,34
1:19,2174,Foul on Gerald Blackshear.,38,34
1:19,93,Brion Sanchious missed Free Throw.,38,34
1:19,93,Murray St Deadball Team Rebound.,38,34
1:19,93,Brion Sanchious missed Free Throw.,38,34
1:19,93,Gee McGhee Offensive Rebound.,38,34
1:15,2174,Foul on Gerald Blackshear.,38,34
1:15,93,Gee McGhee made Free Throw.,38,35
1:15,93,Gee McGhee made Free Throw.,38,36
0:58,2174,Chris Jenkins missed Three Point Jumper.,38,36
0:58,93,Damarcus Croaker Defensive Rebound.,38,36
0:40,93,Gee McGhee missed Jumper.,38,36
0:40,2174,Gerald Blackshear Defensive Rebound.,38,36
0:32,2174,Jarod Williams Turnover.,38,36
0:31,93,Gee McGhee Steal.,38,36
0:07,2174,Foul on Chris Jenkins.,38,36
0:07,93,Bryce Jones made Free Throw.,38,37
0:07,93,Bryce Jones made Free Throw.,38,38
0:01,2174,Corey Allen made Three Point Jumper. Assisted by DeShawndre Black.,41,38
0:00,93,End of 1st half,38,36
19:31,2174,Chris Jenkins made Jumper. Assisted by Gerald Blackshear.,43,38
18:54,93,Terrell Miller Jr. missed Layup.,43,38
18:54,2174,Gerald Blackshear Defensive Rebound.,43,38
18:46,93,Foul on Terrell Miller Jr..,43,38
18:46,2174,Jaleel Hogan missed Free Throw.,43,38
18:46,2174,Detroit Mercy Deadball Team Rebound.,43,38
18:46,2174,Jaleel Hogan missed Free Throw.,43,38
18:46,2174,DeShawndre Black Offensive Rebound.,43,38
18:27,2174,Gerald Blackshear Turnover.,43,38
18:15,2174,Foul on Chris Jenkins.,43,38
17:53,93,Jonathan Stark made Jumper. Assisted by Bryce Jones.,43,40
17:37,2174,Jaleel Hogan made Jumper. Assisted by DeShawndre Black.,45,40
17:23,93,Brion Sanchious missed Layup.,45,40
17:23,93,Brion Sanchious Offensive Rebound.,45,40
17:23,93,Brion Sanchious Offensive Rebound.,45,40
17:20,93,Brion Sanchious made Layup.,45,42
17:04,2174,Jaleel Hogan missed Jumper.,45,42
17:04,93,Terrell Miller Jr. Defensive Rebound.,45,42
17:04,2174,Jaleel Hogan missed Jumper.,45,42
17:04,93,Terrell Miller Jr. Defensive Rebound.,45,42
17:00,2174,Foul on DeShawndre Black.,45,42
16:35,93,Brion Sanchious made Layup.,45,44
16:04,2174,Chris Jenkins Turnover.,45,44
16:04,2174,Foul on Chris Jenkins.,45,44
15:40,93,Terrell Miller Jr. missed Jumper.,45,44
15:40,2174,DeShawndre Black Defensive Rebound.,45,44
15:20,2174,DeShawndre Black Turnover.,45,44
15:19,93,Bryce Jones Steal.,45,44
15:16,93,Bryce Jones made Jumper.,45,46
14:53,93,Foul on Gee McGhee.,45,46
14:53,93,Official TV Timeout,45,46
14:40,93,Foul on Bryce Jones.,45,46
14:40,2174,Jarod Williams made Free Throw.,46,46
14:40,2174,Jarod Williams missed Free Throw.,46,46
14:40,93,Terrell Miller Jr. Defensive Rebound.,46,46
14:08,93,Terrell Miller Jr. made Jumper. Assisted by Jonathan Stark.,46,48
13:41,2174,Jaleel Hogan Turnover.,46,48
13:23,2174,Foul on Josh McFolley.,46,48
13:22,93,Damarcus Croaker Turnover.,46,48
13:20,2174,Corey Allen Steal.,46,48
13:18,93,Gee McGhee Defensive Rebound.,46,48
13:18,2174,Corey Allen missed Layup.,46,48
13:11,93,Jonathan Stark missed Three Point Jumper.,46,48
13:11,93,Gee McGhee Offensive Rebound.,46,48
13:09,2174,Foul on Corey Allen.,46,48
13:08,2174,Corey Allen Defensive Rebound.,46,48
13:04,2174,Jarod Williams made Layup.,48,48
12:46,2174,Foul on Gerald Blackshear.,48,48
12:31,93,Terrell Miller Jr. made Three Point Jumper. Assisted by Jonathan Stark.,48,51
12:13,2174,Jaleel Hogan Turnover.,48,51
11:54,93,Gee McGhee Turnover.,48,51
11:54,93,Foul on Gee McGhee.,48,51
11:54,93,Official TV Timeout,48,51
11:44,2174,Josh McFolley missed Jumper.,48,51
11:44,93,Jonathan Stark Defensive Rebound.,48,51
11:35,93,Jachai Taylor missed Three Point Jumper.,48,51
11:35,93,Jachai Taylor Offensive Rebound.,48,51
11:31,93,Damarcus Croaker made Layup. Assisted by Jachai Taylor.,48,53
11:04,2174,Jarod Williams Offensive Rebound.,48,53
11:04,2174,Jarod Williams missed Layup.,48,53
10:58,93,Foul on Terrell Miller Jr..,48,53
10:55,2174,Gerald Blackshear missed Layup.,48,53
10:55,2174,Gerald Blackshear Offensive Rebound.,48,53
10:53,2174,Gerald Blackshear made Layup.,50,53
10:30,2174,Foul on Gerald Blackshear.,50,53
10:30,93,Terrell Miller Jr. made Free Throw.,50,54
10:30,93,Terrell Miller Jr. made Free Throw.,50,55
10:22,93,Foul on Terrell Miller Jr..,50,55
10:22,2174,Josh McFolley made Free Throw.,51,55
10:22,2174,Josh McFolley made Free Throw.,52,55
10:02,93,Damarcus Croaker made Dunk. Assisted by Terrell Miller Jr..,52,57
9:50,2174,Jaleel Hogan Offensive Rebound.,52,57
9:50,2174,Corey Allen missed Three Point Jumper.,52,57
9:48,93,Foul on Jalen Dupree.,52,57
9:48,2174,Jaleel Hogan made Free Throw.,53,57
9:48,2174,Jaleel Hogan made Free Throw.,54,57
9:38,93,Jonathan Stark made Jumper.,54,59
9:27,2174,Josh McFolley missed Jumper.,54,59
9:27,93,Murray St Defensive Rebound.,54,59
9:08,93,Jonathan Stark made Layup.,54,61
8:49,2174,Josh McFolley made Three Point Jumper. Assisted by Corey Allen.,57,61
8:32,93,Jonathan Stark made Three Point Jumper.,57,64
8:14,2174,Jaleel Hogan made Dunk.,59,64
7:51,93,Jonathan Stark made Layup.,59,66
7:49,2174,Detroit Mercy  Timeout,59,66
7:38,2174,Corey Allen Turnover.,59,66
7:38,2174,Foul on Corey Allen.,59,66
7:34,93,Official TV Timeout,59,66
7:17,93,Jonathan Stark missed Jumper.,59,66
7:17,2174,Jarod Williams Defensive Rebound.,59,66
7:14,93,Foul on Jonathan Stark.,59,66
7:14,2174,Jarod Williams made Free Throw.,60,66
7:14,2174,Jarod Williams made Free Throw.,61,66
7:00,93,Terrell Miller Jr. made Layup. Assisted by Damarcus Croaker.,61,68
6:43,2174,Jarod Williams Turnover.,61,68
6:39,2174,Foul on Malik Eichler.,61,68
6:39,93,Jalen Dupree made Free Throw.,61,69
6:39,93,Jalen Dupree missed Free Throw.,61,69
6:39,2174,Malik Eichler Defensive Rebound.,61,69
6:19,2174,Jaleel Hogan missed Jumper.,61,69
6:19,2174,Jaleel Hogan missed Jumper.,61,69
6:19,93,Jalen Dupree Defensive Rebound.,61,69
6:11,2174,Foul on Jarod Williams.,61,69
6:11,2174,Foul on Jarod Williams.,61,69
6:11,2174,Technical Foul on Jarod Williams.,61,69
6:11,93,Bryce Jones made Free Throw.,61,70
6:11,93,Bryce Jones made Free Throw.,61,71
6:11,93,Damarcus Croaker missed Free Throw.,61,71
6:11,93,Murray St Deadball Team Rebound.,61,71
6:11,93,Damarcus Croaker made Free Throw.,61,72
5:56,93,Foul on Jalen Dupree.,61,72
5:56,2174,Jaleel Hogan made Free Throw.,62,72
5:56,2174,Jaleel Hogan missed Free Throw.,62,72
5:56,93,Damarcus Croaker Defensive Rebound.,62,72
5:54,93,Jonathan Stark Turnover.,62,72
5:53,2174,Chris Jenkins Steal.,62,72
5:47,93,Foul on Terrell Miller Jr..,62,72
5:47,2174,Chris Jenkins made Free Throw.,63,72
5:47,2174,Chris Jenkins made Free Throw.,64,72
5:25,93,Bryce Jones missed Three Point Jumper.,64,72
5:25,93,Damarcus Croaker Offensive Rebound.,64,72
5:18,93,Gee McGhee Turnover.,64,72
5:01,2174,Gerald Blackshear missed Layup.,64,72
5:01,93,Gee McGhee Block.,64,72
5:01,2174,Detroit Mercy Offensive Rebound.,64,72
4:59,2174,Gerald Blackshear Turnover.,64,72
4:59,2174,Foul on Gerald Blackshear.,64,72
4:45,93,Bryce Jones missed Three Point Jumper.,64,72
4:45,2174,Corey Allen Defensive Rebound.,64,72
4:42,93,Foul on Damarcus Croaker.,64,72
4:42,2174,Corey Allen made Free Throw.,65,72
4:42,2174,Corey Allen made Free Throw.,66,72
4:12,93,Bryce Jones missed Jumper.,66,72
4:12,2174,Jaleel Hogan Defensive Rebound.,66,72
4:00,2174,Jaleel Hogan made Layup. Assisted by Chris Jenkins.,68,72
4:00,93,Foul on Gee McGhee.,68,72
4:00,2174,Jaleel Hogan missed Free Throw.,68,72
4:00,93,Terrell Miller Jr. Defensive Rebound.,68,72
3:37,93,Jonathan Stark made Three Point Jumper.,68,75
3:31,2174,Detroit Mercy  Timeout,68,75
3:16,2174,Josh McFolley made Layup.,70,75
3:13,2174,Foul on DeShawndre Black.,70,75
3:13,93,Gee McGhee made Free Throw.,70,76
3:13,93,Gee McGhee missed Free Throw.,70,76
3:13,2174,Chris Jenkins Defensive Rebound.,70,76
3:03,2174,Jaleel Hogan Turnover.,70,76
3:03,2174,Foul on Jaleel Hogan.,70,76
2:38,93,Gee McGhee missed Jumper.,70,76
2:38,2174,Josh McFolley Block.,70,76
2:38,93,Murray St Offensive Rebound.,70,76
2:32,93,Jonathan Stark made Jumper.,70,78
2:17,2174,Jaleel Hogan missed Jumper.,70,78
2:17,93,Gee McGhee Defensive Rebound.,70,78
2:00,93,Terrell Miller Jr. missed Three Point Jumper.,70,78
2:00,2174,Chris Jenkins Defensive Rebound.,70,78
1:47,2174,Jaleel Hogan missed Layup.,70,78
1:47,2174,Jaleel Hogan Offensive Rebound.,70,78
1:44,2174,Jaleel Hogan made Layup.,72,78
1:18,93,Gee McGhee missed Three Point Jumper.,72,78
1:18,93,Brion Sanchious Offensive Rebound.,72,78
0:55,93,Terrell Miller Jr. made Layup. Assisted by Gee McGhee.,72,80
0:55,2174,Foul on Josh McFolley.,72,80
0:55,93,Terrell Miller Jr. missed Free Throw.,72,80
0:55,2174,Chris Jenkins Defensive Rebound.,72,80
0:50,2174,Josh McFolley missed Three Point Jumper.,72,80
0:50,93,Gee McGhee Defensive Rebound.,72,80
0:43,2174,Foul on Jarod Williams.,72,80
0:43,93,Jonathan Stark made Free Throw.,72,81
0:43,93,Jonathan Stark made Free Throw.,72,82
0:43,2174,Detroit Mercy  Timeout,72,82
0:33,2174,DeShawndre Black missed Layup.,72,82
0:33,2174,Jaleel Hogan Offensive Rebound.,72,82
0:31,93,Foul on Brion Sanchious.,72,82
0:31,2174,Jaleel Hogan missed Free Throw.,72,82
0:31,2174,Detroit Mercy Deadball Team Rebound.,72,82
0:31,2174,Jaleel Hogan made Free Throw.,73,82
0:29,2174,Foul on DeShawndre Black.,73,82
0:29,93,Jonathan Stark made Free Throw.,73,83
0:29,93,Jonathan Stark made Free Throw.,73,84
0:22,2174,Corey Allen made Three Point Jumper.,76,84
0:18,2174,Foul on DeShawndre Black.,76,84
0:18,93,Jonathan Stark made Free Throw.,76,85
0:18,93,Jonathan Stark made Free Throw.,76,86
0:13,2174,Ed Carter III missed Three Point Jumper.,76,86
0:13,93,Bryce Jones Defensive Rebound.,76,86
0:00,93,End of 2nd half,76,86
