Austin Peay,8,Arkansas,2046
11:36,8,Arlando Cook missed Jumper.,15,18
11:36,8,Adrio Bailey Offensive Rebound.,15,18
11:22,2046,Foul on Assane Diop.,15,18
11:08,8,Anton Beard missed Jumper.,15,18
11:08,8,Arkansas Deadball Team Rebound.,15,18
11:01,8,Dusty Hannahs missed Layup.,15,18
11:01,8,Adrio Bailey Offensive Rebound.,15,18
10:59,8,Adrio Bailey made Layup.,15,20
10:38,2046,Kenny Jones missed Jumper.,15,20
10:38,8,Adrio Bailey Defensive Rebound.,15,20
10:32,2046,Foul on Kenny Jones.,15,20
10:12,8,Adrio Bailey made Dunk. Assisted by Anton Beard.,15,22
9:48,8,Foul on Arlando Cook.,15,22
9:29,2046,Josh Robinson missed Jumper.,15,22
9:29,8,Dusty Hannahs Defensive Rebound.,15,22
9:23,8,Anton Beard missed Three Point Jumper.,15,22
9:23,8,Arlando Cook Offensive Rebound.,15,22
9:19,8,Arlando Cook made Layup.,15,24
9:01,2046,Assane Diop Turnover.,15,24
8:33,8,Jaylen Barford missed Layup.,15,24
8:33,2046,Assane Diop Defensive Rebound.,15,24
8:14,2046,Assane Diop made Layup. Assisted by Josh Robinson.,17,24
8:00,8,Dusty Hannahs made Three Point Jumper. Assisted by C.J. Jones.,17,27
7:27,2046,Zach Glotta Turnover.,17,27
7:24,8,Trey Thompson Steal.,17,27
7:21,8,Dusty Hannahs made Layup. Assisted by C.J. Jones.,17,29
6:53,8,Foul on Dusty Hannahs.,17,29
6:53,8,Official TV Timeout,17,29
6:53,2046,Dre'Kalo Clayton missed Free Throw.,17,29
6:53,2046,Austin Peay Deadball Team Rebound.,17,29
6:53,2046,Dre'Kalo Clayton made Free Throw.,18,29
6:36,8,C.J. Jones made Three Point Jumper. Assisted by Dustin Thomas.,18,32
6:08,2046,Dre'Kalo Clayton missed Layup.,18,32
6:08,8,Dustin Thomas Defensive Rebound.,18,32
6:03,8,C.J. Jones made Three Point Jumper. Assisted by Jaylen Barford.,18,35
5:59,2046,Austin Peay  Timeout,18,35
5:44,8,Foul on C.J. Jones.,18,35
5:31,2046,Josh Robinson made Layup.,20,35
5:19,8,Dustin Thomas missed Jumper.,20,35
5:19,2046,Kenny Jones Defensive Rebound.,20,35
5:17,8,Foul on Dustin Thomas.,20,35
5:17,2046,Kenny Jones missed Free Throw.,20,35
5:17,8,Moses Kingsley Defensive Rebound.,20,35
5:12,8,Daryl Macon made Layup.,20,37
4:41,2046,Dre'Kalo Clayton missed Jumper.,20,37
4:41,8,Daryl Macon Defensive Rebound.,20,37
4:35,8,Dustin Thomas Turnover.,20,37
4:24,2046,Dre'Kalo Clayton Turnover.,20,37
4:23,8,Daryl Macon Steal.,20,37
4:20,8,Manuale Watkins missed Layup.,20,37
4:20,2046,Jared Savage Defensive Rebound.,20,37
4:08,2046,John Murry missed Jumper.,20,37
4:08,2046,John Murry Offensive Rebound.,20,37
4:07,2046,John Murry made Layup.,22,37
4:07,8,Foul on Jaylen Barford.,22,37
4:07,2046,John Murry missed Free Throw.,22,37
4:07,8,Manuale Watkins Defensive Rebound.,22,37
4:02,8,Daryl Macon Turnover.,22,37
3:45,2046,Kenny Jones missed Jumper.,22,37
3:45,8,Moses Kingsley Defensive Rebound.,22,37
3:38,8,Daryl Macon missed Three Point Jumper.,22,37
3:38,2046,Dre'Kalo Clayton Defensive Rebound.,22,37
3:18,2046,John Murry missed Three Point Jumper.,22,37
3:18,8,Moses Kingsley Defensive Rebound.,22,37
3:09,8,C.J. Jones missed Layup.,22,37
3:09,2046,Dre'Kalo Clayton Defensive Rebound.,22,37
3:04,2046,Josh Robinson missed Three Point Jumper.,22,37
3:04,2046,Jared Savage Offensive Rebound.,22,37
3:01,2046,Jared Savage missed Layup.,22,37
3:00,8,C.J. Jones Block.,22,37
2:59,2046,Jared Savage Offensive Rebound.,22,37
2:57,2046,Jared Savage missed Jumper.,22,37
2:57,2046,Kenny Jones Offensive Rebound.,22,37
2:53,2046,Kenny Jones made Two Point Tip Shot.,24,37
2:51,8,Arkansas  Timeout,24,37
2:39,8,Dustin Thomas made Layup. Assisted by Moses Kingsley.,24,39
2:13,2046,John Murry made Jumper.,26,39
1:50,8,Anton Beard missed Jumper.,26,39
1:50,8,Arkansas Offensive Rebound.,26,39
1:45,8,Dusty Hannahs missed Three Point Jumper.,26,39
1:45,8,Anton Beard Offensive Rebound.,26,39
1:30,8,Moses Kingsley made Dunk. Assisted by Anton Beard.,26,41
1:08,8,Foul on Daryl Macon.,26,41
1:08,2046,John Murry made Free Throw.,27,41
1:08,2046,John Murry made Free Throw.,28,41
0:56,8,Moses Kingsley Turnover.,28,41
0:55,2046,Kenny Jones Steal.,28,41
0:43,2046,Josh Robinson missed Three Point Jumper.,28,41
0:43,8,Dustin Thomas Defensive Rebound.,28,41
0:35,8,Dusty Hannahs missed Jumper.,28,41
0:35,2046,Dre'Kalo Clayton Block.,28,41
0:32,2046,Josh Robinson Defensive Rebound.,28,41
0:29,2046,John Murry made Three Point Jumper. Assisted by Josh Robinson.,31,41
0:01,8,Moses Kingsley Turnover.,31,41
0:00,8,End of 1st half,31,41
19:50,2046,Foul on Dre'Kalo Clayton.,31,41
19:30,8,Daryl Macon made Jumper. Assisted by Manuale Watkins.,31,43
19:06,2046,Kenny Jones made Layup. Assisted by John Murry.,33,43
18:54,8,Dustin Thomas made Jumper.,33,45
18:46,2046,Josh Robinson Turnover.,33,45
18:44,8,Jaylen Barford Steal.,33,45
18:44,8,Jaylen Barford missed Jumper.,33,45
18:44,2046,Jared Savage Block.,33,45
18:44,8,Arkansas Offensive Rebound.,33,45
18:38,8,Dustin Thomas made Jumper. Assisted by Jaylen Barford.,33,47
18:27,2046,Foul on Josh Robinson.,33,47
18:27,2046,Josh Robinson Turnover.,33,47
18:08,8,Jaylen Barford made Three Point Jumper. Assisted by Moses Kingsley.,33,50
18:03,2046,Austin Peay  Timeout,33,50
17:44,2046,Kenny Jones made Jumper.,35,50
17:25,8,Dustin Thomas missed Layup.,35,50
17:25,2046,Dre'Kalo Clayton Defensive Rebound.,35,50
17:16,2046,John Murry made Jumper.,37,50
16:58,2046,Foul on Jared Savage.,37,50
16:58,8,Manuale Watkins made Free Throw.,37,51
16:58,8,Manuale Watkins made Free Throw.,37,52
16:48,2046,Kenny Jones missed Dunk.,37,52
16:48,8,Moses Kingsley Block.,37,52
16:45,8,Daryl Macon Defensive Rebound.,37,52
16:37,8,Foul on Moses Kingsley.,37,52
16:37,8,Moses Kingsley Turnover.,37,52
16:31,2046,Dre'Kalo Clayton missed Three Point Jumper.,37,52
16:31,2046,John Murry Offensive Rebound.,37,52
16:26,2046,John Murry missed Jumper.,37,52
16:26,8,Daryl Macon Defensive Rebound.,37,52
16:21,8,Jaylen Barford made Layup. Assisted by Daryl Macon.,37,54
16:10,8,Foul on Jaylen Barford.,37,54
15:57,2046,Kenny Jones missed Jumper.,37,54
15:57,8,Jaylen Barford Defensive Rebound.,37,54
15:52,8,Daryl Macon made Dunk.,37,56
15:39,2046,Josh Robinson Turnover.,37,56
15:36,8,Moses Kingsley made Dunk. Assisted by Dustin Thomas.,37,58
15:35,8,Official TV Timeout,37,58
15:19,2046,John Murry missed Jumper.,37,58
15:19,8,Jaylen Barford Defensive Rebound.,37,58
15:00,8,Moses Kingsley made Three Point Jumper. Assisted by Dustin Thomas.,37,61
14:35,2046,Dre'Kalo Clayton missed Layup.,37,61
14:35,8,Jaylen Barford Block.,37,61
14:34,2046,Kenny Jones Offensive Rebound.,37,61
14:32,8,Foul on Dustin Thomas.,37,61
14:15,2046,John Murry Turnover.,37,61
13:51,8,Dusty Hannahs missed Jumper.,37,61
13:51,8,Trey Thompson Offensive Rebound.,37,61
13:47,8,Anton Beard made Three Point Jumper. Assisted by Trey Thompson.,37,64
13:36,2046,Josh Robinson missed Three Point Jumper.,37,64
13:36,8,Anton Beard Defensive Rebound.,37,64
13:22,8,Dusty Hannahs made Three Point Jumper. Assisted by Arlando Cook.,37,67
13:18,2046,Austin Peay  Timeout,37,67
12:59,8,Trey Thompson Steal.,37,67
12:53,8,Dusty Hannahs made Layup.,37,69
12:21,2046,John Murry missed Jumper.,37,69
12:21,8,Trey Thompson Defensive Rebound.,37,69
12:11,8,Anton Beard made Layup.,37,71
11:50,2046,Kenny Jones made Jumper.,39,71
11:44,8,Adrio Bailey made Layup. Assisted by Anton Beard.,39,73
11:22,2046,John Murry made Jumper.,41,73
10:58,8,Dusty Hannahs missed Layup.,41,73
10:58,8,Adrio Bailey Offensive Rebound.,41,73
10:54,8,Adrio Bailey made Layup.,41,75
10:28,2046,Chris Porter-Bunton Turnover.,41,75
10:27,8,Anton Beard Steal.,41,75
10:23,8,Dusty Hannahs made Three Point Jumper. Assisted by Arlando Cook.,41,78
9:59,2046,Josh Robinson missed Three Point Jumper.,41,78
9:59,8,Trey Thompson Defensive Rebound.,41,78
9:51,8,Trey Thompson made Dunk. Assisted by Anton Beard.,41,80
9:38,8,Foul on Anton Beard.,41,80
9:38,8,Official TV Timeout,41,80
9:16,2046,Josh Robinson missed Jumper.,41,80
9:16,2046,Kenny Jones Offensive Rebound.,41,80
9:14,2046,Kenny Jones missed Jumper.,41,80
9:14,8,Trey Thompson Block.,41,80
9:13,2046,Kenny Jones Offensive Rebound.,41,80
8:59,2046,Chris Porter-Bunton missed Three Point Jumper.,41,80
8:59,8,Arkansas Defensive Rebound.,41,80
8:38,2046,Foul on Assane Diop.,41,80
8:38,8,Anton Beard made Free Throw.,41,81
8:38,8,Anton Beard made Free Throw.,41,82
8:23,2046,Assane Diop missed Jumper.,41,82
8:23,8,Adrio Bailey Defensive Rebound.,41,82
8:17,8,Brachen Hazen missed Dunk.,41,82
8:17,8,Arlando Cook Offensive Rebound.,41,82
8:08,8,Anton Beard missed Three Point Jumper.,41,82
8:08,2046,Assane Diop Defensive Rebound.,41,82
7:55,8,Foul on Adrio Bailey.,41,82
7:55,8,Official TV Timeout,41,82
7:41,2046,John Murry made Three Point Jumper. Assisted by Josh Robinson.,44,82
7:32,8,C.J. Jones missed Three Point Jumper.,44,82
7:32,8,Anton Beard Offensive Rebound.,44,82
7:08,8,Adrio Bailey Turnover.,44,82
6:59,2046,Jared Savage made Three Point Jumper. Assisted by Josh Robinson.,47,82
6:48,8,Arlando Cook missed Layup.,47,82
6:48,2046,Josh Robinson Defensive Rebound.,47,82
6:41,8,Foul on Anton Beard.,47,82
6:41,2046,Chris Porter-Bunton missed Free Throw.,47,82
6:41,2046,Austin Peay Deadball Team Rebound.,47,82
6:41,2046,Chris Porter-Bunton made Free Throw.,48,82
6:24,8,Adrio Bailey made Layup. Assisted by Moses Kingsley.,48,84
6:16,8,Foul on C.J. Jones.,48,84
6:16,2046,Josh Robinson made Free Throw.,49,84
6:16,2046,Josh Robinson made Free Throw.,50,84
6:04,8,Moses Kingsley made Jumper.,50,86
5:56,2046,Josh Robinson missed Layup.,50,86
5:56,8,C.J. Jones Block.,50,86
5:54,2046,Austin Peay Offensive Rebound.,50,86
5:43,2046,John Murry missed Jumper.,50,86
5:43,2046,Assane Diop Offensive Rebound.,50,86
5:38,2046,Assane Diop made Two Point Tip Shot.,52,86
5:24,8,Adrio Bailey Turnover.,52,86
5:06,2046,Chris Porter-Bunton made Jumper.,54,86
4:53,8,Adrio Bailey made Jumper. Assisted by Jaylen Barford.,54,88
4:30,2046,Assane Diop made Layup. Assisted by Josh Robinson.,56,88
4:30,8,Foul on Brachen Hazen.,56,88
4:30,2046,Assane Diop made Free Throw.,57,88
4:15,8,Jaylen Barford missed Three Point Jumper.,57,88
4:15,8,Adrio Bailey Offensive Rebound.,57,88
4:09,2046,Foul on Chris Porter-Bunton.,57,88
4:09,8,Moses Kingsley made Free Throw.,57,89
4:09,8,Moses Kingsley made Free Throw.,57,90
3:46,2046,Josh Robinson missed Jumper.,57,90
3:46,8,Jaylen Barford Defensive Rebound.,57,90
3:36,8,Adrio Bailey made Layup. Assisted by Moses Kingsley.,57,92
3:21,2046,Jared Savage missed Three Point Jumper.,57,92
3:21,8,Moses Kingsley Defensive Rebound.,57,92
3:07,8,Foul on Moses Kingsley.,57,92
3:07,8,Moses Kingsley Turnover.,57,92
3:07,8,Official TV Timeout,57,92
2:53,2046,Chris Porter-Bunton missed Jumper.,57,92
2:53,8,Adrio Bailey Block.,57,92
2:52,2046,Chris Porter-Bunton Offensive Rebound.,57,92
2:49,2046,Chris Porter-Bunton missed Layup.,57,92
2:49,8,Jaylen Barford Defensive Rebound.,57,92
2:42,8,Jaylen Barford missed Layup.,57,92
2:42,8,Brachen Hazen Offensive Rebound.,57,92
2:40,8,Brachen Hazen made Two Point Tip Shot.,57,94
2:29,2046,Assane Diop made Layup. Assisted by Chris Porter-Bunton.,59,94
2:17,8,C.J. Jones made Three Point Jumper. Assisted by Jaylen Barford.,59,97
2:05,2046,Josh Robinson Turnover.,59,97
2:03,8,Adrio Bailey Steal.,59,97
2:00,8,C.J. Jones made Layup. Assisted by Adrio Bailey.,59,99
1:39,8,Foul on Adrio Bailey.,59,99
1:39,2046,Chris Porter-Bunton made Free Throw.,60,99
1:39,2046,Chris Porter-Bunton missed Free Throw.,60,99
1:39,8,Jaylen Barford Defensive Rebound.,60,99
1:33,8,Arkansas  Timeout,60,99
1:15,8,Adrio Bailey missed Jumper.,60,99
1:15,2046,Jartavious Dobbs Defensive Rebound.,60,99
0:57,2046,Tre' Ivory missed Jumper.,60,99
0:57,2046,Chris Porter-Bunton Offensive Rebound.,60,99
0:55,2046,Chris Porter-Bunton missed Jumper.,60,99
0:55,8,Adrio Bailey Block.,60,99
0:54,2046,Zach Glotta Offensive Rebound.,60,99
0:51,2046,Zach Glotta missed Three Point Jumper.,60,99
0:51,2046,Jartavious Dobbs Offensive Rebound.,60,99
0:35,2046,Steve Harris made Jumper.,62,99
0:24,8,Jonathan Holmes missed Three Point Jumper.,62,99
0:24,2046,Jartavious Dobbs Defensive Rebound.,62,99
0:14,2046,Zach Glotta missed Three Point Jumper.,62,99
0:14,8,C.J. Jones Block.,62,99
0:13,8,Jonathan Holmes Defensive Rebound.,62,99
0:05,8,Jonathan Holmes missed Three Point Jumper.,62,99
0:05,2046,Steve Harris Defensive Rebound.,62,99
0:00,8,End of Game,62,99
