Western Kentucky,142,Missouri,98
13:55,98,Western Kentucky Deadball Team Rebound.,9,8
13:55,98,Que Johnson made Free Throw.,10,8
13:40,142,Jordan Geist missed Three Point Jumper.,10,8
13:40,98,Pancake Thomas Defensive Rebound.,10,8
13:32,142,Foul on Cullen VanLeer.,10,8
13:32,98,Pancake Thomas made Free Throw.,11,8
13:32,98,Pancake Thomas missed Free Throw.,11,8
13:32,98,Western Kentucky Deadball Team Rebound.,11,8
13:32,98,Pancake Thomas missed Free Throw.,11,8
13:32,142,Willie Jackson Defensive Rebound.,11,8
13:24,142,Willie Jackson Turnover.,11,8
13:22,98,Damari Parris Steal.,11,8
13:20,98,Pancake Thomas missed Three Point Jumper.,11,8
13:20,142,K.J. Walton Defensive Rebound.,11,8
12:56,142,Willie Jackson missed Jumper.,11,8
12:56,98,Ben Lawson Block.,11,8
12:56,142,Missouri Offensive Rebound.,11,8
12:51,98,Foul on Ben Lawson.,11,8
12:51,142,Kevin Puryear made Free Throw.,11,9
12:51,142,Kevin Puryear made Free Throw.,11,10
12:39,98,Anton Waters Turnover.,11,10
12:22,142,Cullen VanLeer missed Three Point Jumper.,11,10
12:22,98,Anton Waters Defensive Rebound.,11,10
12:17,98,Anton Waters Turnover.,11,10
12:17,142,K.J. Walton Steal.,11,10
12:15,142,K.J. Walton made Layup.,11,12
11:55,98,Ben Lawson made Dunk. Assisted by Damari Parris.,13,12
11:38,142,Foul on Kevin Puryear.,13,12
11:38,142,Kevin Puryear Turnover.,13,12
11:20,98,Anton Waters made Layup. Assisted by Justin Johnson.,15,12
11:14,142,K.J. Walton Turnover.,15,12
10:52,98,Justin Johnson missed Jumper.,15,12
10:52,142,Willie Jackson Defensive Rebound.,15,12
10:42,142,Frankie Hughes missed Three Point Jumper.,15,12
10:42,142,Russell Woods Offensive Rebound.,15,12
10:24,142,Terrence Phillips missed Three Point Jumper.,15,12
10:24,142,Missouri Offensive Rebound.,15,12
10:22,98,Foul on Justin Johnson.,15,12
10:10,142,Russell Woods made Jumper.,15,14
9:49,98,Junior Lomomba missed Jumper.,15,14
9:49,142,Terrence Phillips Defensive Rebound.,15,14
9:36,142,Terrence Phillips missed Three Point Jumper.,15,14
9:36,142,Frankie Hughes Offensive Rebound.,15,14
9:33,98,Foul on Que Johnson.,15,14
9:33,142,Frankie Hughes made Free Throw.,15,15
9:33,142,Frankie Hughes made Free Throw.,15,16
9:15,98,Pancake Thomas Turnover.,15,16
9:02,142,Frankie Hughes missed Layup.,15,16
9:02,98,Que Johnson Defensive Rebound.,15,16
8:55,98,Que Johnson Turnover.,15,16
8:44,142,Willie Jackson missed Jumper.,15,16
8:44,98,Ben Lawson Block.,15,16
8:42,98,Junior Lomomba Defensive Rebound.,15,16
8:37,98,Que Johnson made Three Point Jumper.,18,16
8:15,142,Russell Woods Turnover.,18,16
8:08,98,Que Johnson missed Jumper.,18,16
8:08,98,Ben Lawson Offensive Rebound.,18,16
8:05,98,Ben Lawson Turnover.,18,16
8:04,142,Terrence Phillips Steal.,18,16
8:01,142,Terrence Phillips made Layup.,18,18
7:40,98,Junior Lomomba missed Jumper.,18,18
7:40,142,Russell Woods Defensive Rebound.,18,18
7:34,98,Foul on Que Johnson.,18,18
7:34,142,Official TV Timeout,18,18
7:34,142,Frankie Hughes made Free Throw.,18,19
7:34,142,Frankie Hughes made Free Throw.,18,20
7:17,98,Pancake Thomas made Jumper.,20,20
6:56,142,Frankie Hughes missed Three Point Jumper.,20,20
6:56,98,Que Johnson Defensive Rebound.,20,20
6:50,98,Tobias Howard missed Three Point Jumper.,20,20
6:50,142,Frankie Hughes Defensive Rebound.,20,20
6:41,142,Terrence Phillips Turnover.,20,20
6:40,98,Junior Lomomba Steal.,20,20
6:36,98,Pancake Thomas made Layup.,22,20
6:20,142,Frankie Hughes missed Three Point Jumper.,22,20
6:18,98,Junior Lomomba Defensive Rebound.,22,20
6:01,98,Pancake Thomas missed Jumper.,22,20
6:01,142,Terrence Phillips Defensive Rebound.,22,20
5:44,142,Cullen VanLeer missed Three Point Jumper.,22,20
5:44,98,Ben Lawson Defensive Rebound.,22,20
5:13,98,Que Johnson made Jumper.,24,20
5:04,142,Frankie Hughes made Three Point Jumper. Assisted by Terrence Phillips.,24,23
4:28,98,Que Johnson made Jumper.,26,23
4:20,142,Terrence Phillips Turnover.,26,23
4:03,98,Que Johnson missed Three Point Jumper.,26,23
4:03,142,Mitchell Smith Defensive Rebound.,26,23
4:01,98,Foul on Ben Lawson.,26,23
4:01,142,Mitchell Smith missed Free Throw.,26,23
4:01,142,K.J. Walton Offensive Rebound.,26,23
3:57,142,K.J. Walton missed Jumper.,26,23
3:57,142,Willie Jackson Offensive Rebound.,26,23
3:54,142,Willie Jackson Turnover.,26,23
3:46,98,Ben Lawson made Dunk. Assisted by Junior Lomomba.,28,23
3:28,142,Frankie Hughes made Three Point Jumper. Assisted by Terrence Phillips.,28,26
3:02,98,Tobias Howard made Jumper.,30,26
2:41,142,Frankie Hughes made Three Point Jumper.,30,29
2:25,98,Tobias Howard Turnover.,30,29
2:25,142,Frankie Hughes Steal.,30,29
2:25,98,Foul on Tobias Howard.,30,29
2:25,142,Frankie Hughes missed Free Throw.,30,29
2:25,142,Missouri Deadball Team Rebound.,30,29
2:25,142,Frankie Hughes made Free Throw.,30,30
2:06,142,Foul on Mitchell Smith.,30,30
1:59,98,Junior Lomomba missed Three Point Jumper.,30,30
1:59,98,Anton Waters Offensive Rebound.,30,30
1:55,98,Anton Waters missed Jumper.,30,30
1:55,142,Willie Jackson Block.,30,30
1:54,98,Ben Lawson Offensive Rebound.,30,30
1:49,98,Pancake Thomas missed Three Point Jumper.,30,30
1:49,142,Frankie Hughes Defensive Rebound.,30,30
1:31,142,Frankie Hughes Turnover.,30,30
1:28,98,Anton Waters Steal.,30,30
1:21,98,Western Kentucky  Timeout,30,30
1:03,98,Anton Waters missed Jumper.,30,30
1:03,142,Willie Jackson Defensive Rebound.,30,30
0:56,142,Willie Jackson missed Three Point Jumper.,30,30
0:56,142,Russell Woods Offensive Rebound.,30,30
0:50,98,Foul on Anton Waters.,30,30
0:50,142,Russell Woods made Free Throw.,30,31
0:50,142,Russell Woods missed Free Throw.,30,31
0:50,142,Willie Jackson Offensive Rebound.,30,31
0:49,98,Foul on Junior Lomomba.,30,31
0:49,142,Willie Jackson made Free Throw.,30,32
0:49,142,Willie Jackson made Free Throw.,30,33
0:28,98,Ben Lawson Turnover.,30,33
0:28,142,Missouri  Timeout,30,33
0:04,142,Frankie Hughes missed Three Point Jumper.,30,33
0:04,142,K.J. Walton Offensive Rebound.,30,33
0:01,98,Foul on Marty Leahy.,30,33
0:01,142,K.J. Walton missed Free Throw.,30,33
0:01,142,Missouri Deadball Team Rebound.,30,33
0:01,142,K.J. Walton missed Free Throw.,30,33
0:01,98,Pancake Thomas Defensive Rebound.,30,33
0:00,142,End of 1st half,30,33
19:47,142,Cullen VanLeer Turnover.,30,33
19:45,98,Pancake Thomas Steal.,30,33
19:37,98,Justin Johnson made Jumper.,32,33
19:18,142,Kevin Puryear made Layup. Assisted by Frankie Hughes.,32,35
18:54,98,Justin Johnson missed Jumper.,32,35
18:54,142,Terrence Phillips Defensive Rebound.,32,35
18:45,142,Kevin Puryear missed Layup.,32,35
18:45,98,Que Johnson Defensive Rebound.,32,35
18:38,98,Pancake Thomas missed Three Point Jumper.,32,35
18:38,142,Terrence Phillips Defensive Rebound.,32,35
18:28,142,Russell Woods made Layup. Assisted by Terrence Phillips.,32,37
18:05,98,Junior Lomomba made Three Point Jumper. Assisted by Pancake Thomas.,35,37
17:50,142,Frankie Hughes Turnover.,35,37
17:49,98,Que Johnson Steal.,35,37
17:45,142,Foul on Frankie Hughes.,35,37
17:26,142,Foul on Cullen VanLeer.,35,37
17:23,98,Junior Lomomba missed Jumper.,35,37
17:23,142,Terrence Phillips Defensive Rebound.,35,37
17:16,142,Foul on Kevin Puryear.,35,37
17:16,142,Kevin Puryear Turnover.,35,37
17:02,98,Justin Johnson made Dunk. Assisted by Que Johnson.,37,37
16:46,142,Terrence Phillips missed Three Point Jumper.,37,37
16:46,98,Pancake Thomas Defensive Rebound.,37,37
16:37,98,Tobias Howard Turnover.,37,37
16:35,142,Russell Woods Steal.,37,37
16:32,142,Cullen VanLeer made Three Point Jumper. Assisted by Terrence Phillips.,37,40
16:07,98,Justin Johnson missed Layup.,37,40
16:07,142,Russell Woods Defensive Rebound.,37,40
16:02,142,Frankie Hughes made Dunk. Assisted by Russell Woods.,37,42
15:53,98,Western Kentucky  Timeout,37,42
15:33,142,Foul on Russell Woods.,37,42
15:33,142,Official TV Timeout,37,42
15:33,98,Justin Johnson made Free Throw.,38,42
15:33,98,Justin Johnson made Free Throw.,39,42
15:09,142,Willie Jackson missed Layup.,39,42
15:09,142,Russell Woods Offensive Rebound.,39,42
15:06,142,Russell Woods made Layup.,39,44
14:46,98,Justin Johnson Turnover.,39,44
14:45,142,Terrence Phillips Steal.,39,44
14:38,142,Willie Jackson made Jumper.,39,46
14:15,98,Justin Johnson missed Jumper.,39,46
14:15,142,Terrence Phillips Defensive Rebound.,39,46
13:49,98,Foul on Justin Johnson.,39,46
13:45,142,Willie Jackson Turnover.,39,46
13:34,98,Justin Johnson made Layup. Assisted by Junior Lomomba.,41,46
13:34,142,Foul on Willie Jackson.,41,46
13:34,98,Justin Johnson made Free Throw.,42,46
13:19,98,Junior Lomomba Turnover.,42,46
13:17,142,Mitchell Smith Steal.,42,46
13:12,142,Cullen VanLeer Steal.,42,46
13:04,142,Kevin Puryear made Layup. Assisted by Terrence Phillips.,42,48
12:40,98,Justin Johnson missed Three Point Jumper.,42,48
12:40,142,Mitchell Smith Defensive Rebound.,42,48
12:18,142,Kevin Puryear made Jumper.,42,50
12:05,98,Que Johnson Turnover.,42,50
12:04,142,Cullen VanLeer Steal.,42,50
12:01,142,Frankie Hughes made Dunk. Assisted by Cullen VanLeer.,42,52
11:53,98,Western Kentucky  Timeout,42,52
11:39,98,Pancake Thomas missed Jumper.,42,52
11:39,142,Mitchell Smith Defensive Rebound.,42,52
11:19,142,Kevin Puryear missed Three Point Jumper.,42,52
11:19,142,K.J. Walton Offensive Rebound.,42,52
10:49,142,K.J. Walton missed Jumper.,42,52
10:49,98,Ben Lawson Defensive Rebound.,42,52
10:38,98,Justin Johnson made Dunk.,44,52
10:26,142,Mitchell Smith missed Jumper.,44,52
10:26,98,Marty Leahy Defensive Rebound.,44,52
10:00,142,Foul on Frankie Hughes.,44,52
10:00,98,Justin Johnson made Free Throw.,45,52
10:00,98,Justin Johnson missed Free Throw.,45,52
10:00,142,K.J. Walton Defensive Rebound.,45,52
9:46,142,Russell Woods made Dunk. Assisted by Kevin Puryear.,45,54
9:31,142,Foul on Russell Woods.,45,54
9:31,98,Pancake Thomas missed Free Throw.,45,54
9:31,98,Western Kentucky Deadball Team Rebound.,45,54
9:31,98,Pancake Thomas made Free Throw.,46,54
9:10,142,Terrence Phillips Turnover.,46,54
9:10,98,Tobias Howard Steal.,46,54
9:10,142,Foul on Terrence Phillips.,46,54
9:10,98,Tobias Howard made Free Throw.,47,54
9:10,98,Tobias Howard made Free Throw.,48,54
8:54,142,Cullen VanLeer missed Three Point Jumper.,48,54
8:54,98,Que Johnson Defensive Rebound.,48,54
8:42,98,Pancake Thomas missed Jumper.,48,54
8:42,142,Terrence Phillips Defensive Rebound.,48,54
8:29,142,Kevin Puryear made Jumper.,48,56
7:59,142,Foul on Terrence Phillips.,48,56
7:59,98,Justin Johnson missed Free Throw.,48,56
7:59,98,Western Kentucky Deadball Team Rebound.,48,56
7:59,98,Justin Johnson missed Free Throw.,48,56
7:59,142,Russell Woods Defensive Rebound.,48,56
7:42,142,Terrence Phillips Turnover.,48,56
7:42,142,Official TV Timeout,48,56
7:27,98,Ben Lawson Turnover.,48,56
7:26,142,Cullen VanLeer Steal.,48,56
7:02,142,Kevin Puryear missed Jumper.,48,56
7:02,98,Ben Lawson Block.,48,56
7:01,142,Russell Woods Offensive Rebound.,48,56
7:00,98,Foul on Ben Lawson.,48,56
7:00,142,Russell Woods missed Free Throw.,48,56
7:00,142,Missouri Deadball Team Rebound.,48,56
7:00,142,Russell Woods made Free Throw.,48,57
6:42,98,Junior Lomomba missed Jumper.,48,57
6:42,142,Kevin Puryear Defensive Rebound.,48,57
6:17,142,Frankie Hughes missed Three Point Jumper.,48,57
6:17,98,Que Johnson Defensive Rebound.,48,57
6:03,98,Que Johnson made Jumper.,50,57
5:34,98,Foul on Junior Lomomba.,50,57
5:27,98,Foul on Junior Lomomba.,50,57
5:11,142,Frankie Hughes missed Layup.,50,57
5:11,98,Justin Johnson Defensive Rebound.,50,57
4:49,98,Que Johnson missed Three Point Jumper.,50,57
4:49,142,Kevin Puryear Defensive Rebound.,50,57
4:24,142,Kevin Puryear missed Jumper.,50,57
4:24,98,Que Johnson Defensive Rebound.,50,57
4:19,98,Que Johnson missed Jumper.,50,57
4:19,142,Terrence Phillips Defensive Rebound.,50,57
4:12,98,Foul on Tobias Howard.,50,57
4:12,142,Missouri  Timeout,50,57
4:03,98,Foul on Pancake Thomas.,50,57
3:50,142,Russell Woods missed Layup.,50,57
3:50,98,Western Kentucky Defensive Rebound.,50,57
3:43,98,Pancake Thomas made Three Point Jumper. Assisted by Tobias Howard.,53,57
3:21,142,Frankie Hughes missed Three Point Jumper.,53,57
3:21,98,Que Johnson Defensive Rebound.,53,57
2:51,98,Pancake Thomas missed Jumper.,53,57
2:51,142,Cullen VanLeer Defensive Rebound.,53,57
2:38,142,Kevin Puryear Turnover.,53,57
2:15,98,Que Johnson missed Three Point Jumper.,53,57
2:15,142,Kevin Puryear Defensive Rebound.,53,57
1:44,142,Terrence Phillips Turnover.,53,57
1:43,98,Tobias Howard Steal.,53,57
1:36,98,Junior Lomomba made Layup.,55,57
1:36,142,Foul on Kevin Puryear.,55,57
1:36,98,Junior Lomomba made Free Throw.,56,57
1:20,142,Russell Woods missed Jumper.,56,57
1:20,98,Justin Johnson Defensive Rebound.,56,57
1:11,98,Western Kentucky  Timeout,56,57
0:50,98,Junior Lomomba Turnover.,56,57
0:24,142,Frankie Hughes missed Three Point Jumper.,56,57
0:21,98,Western Kentucky Defensive Rebound.,56,57
0:21,142,Missouri  Timeout,56,57
0:04,98,Pancake Thomas missed Three Point Jumper.,56,57
0:04,142,Cullen VanLeer Defensive Rebound.,56,57
0:01,98,Foul on Junior Lomomba.,56,57
0:01,142,Cullen VanLeer made Free Throw.,56,58
0:01,142,Cullen VanLeer made Free Throw.,56,59
0:01,142,Missouri  Timeout,56,59
0:00,142,End of Game,56,59
