Fresno State,2181,Drake,278
10:28,278,Paul Watson made Layup.,26,13
10:01,2181,T.J. Thomas made Layup. Assisted by Graham Woodward.,26,15
9:43,278,Paul Watson made Three Point Jumper.,29,15
9:15,2181,C.J. Rivers missed Layup.,29,15
9:15,278,Bryson Williams Block.,29,15
9:12,278,Sam Bittner Defensive Rebound.,29,15
8:57,278,Bryson Williams Turnover.,29,15
8:57,278,Foul on Bryson Williams.,29,15
8:29,2181,T.J. Thomas made Jumper.,29,17
8:02,278,Johnny McWilliams made Jumper.,31,17
7:42,2181,Ore Arogundade missed Three Point Jumper.,31,17
7:42,2181,T.J. Thomas Offensive Rebound.,31,17
7:19,278,Foul on Sam Bittner.,31,17
7:19,2181,Official TV Timeout,31,17
7:19,2181,C.J. Rivers made Free Throw.,31,18
7:19,2181,C.J. Rivers made Free Throw.,31,19
7:10,2181,Foul on Ore Arogundade.,31,19
7:10,278,Nate Grimes missed Free Throw.,31,19
7:10,278,Fresno St Deadball Team Rebound.,31,19
7:10,278,Nate Grimes made Free Throw.,32,19
6:45,2181,Casey Schlatter Turnover.,32,19
6:43,278,Jaron Hopkins Steal.,32,19
6:40,278,Jaron Hopkins Turnover.,32,19
6:39,2181,Ore Arogundade Steal.,32,19
6:35,2181,C.J. Rivers missed Layup.,32,19
6:35,2181,Ore Arogundade Offensive Rebound.,32,19
6:32,2181,Ore Arogundade made Layup.,32,21
6:12,278,Jaron Hopkins missed Layup.,32,21
6:12,278,Nate Grimes Offensive Rebound.,32,21
6:07,278,Nate Grimes missed Layup.,32,21
6:07,2181,Casey Schlatter Block.,32,21
6:06,2181,Ore Arogundade Defensive Rebound.,32,21
6:04,278,Foul on Jahmel Taylor.,32,21
6:04,2181,Graham Woodward missed Free Throw.,32,21
6:04,2181,Drake Deadball Team Rebound.,32,21
6:04,2181,Graham Woodward made Free Throw.,32,22
5:46,2181,Foul on Graham Woodward.,32,22
5:46,278,Jahmel Taylor made Free Throw.,33,22
5:46,278,Jahmel Taylor made Free Throw.,34,22
5:17,2181,Ore Arogundade missed Three Point Jumper.,34,22
5:17,278,Jahmel Taylor Defensive Rebound.,34,22
4:51,278,Jaron Hopkins Turnover.,34,22
4:37,278,Foul on Paul Watson.,34,22
4:37,2181,Nick McGlynn made Free Throw.,34,23
4:37,2181,Nick McGlynn missed Free Throw.,34,23
4:37,278,Bryson Williams Defensive Rebound.,34,23
4:31,278,Jahmel Taylor missed Three Point Jumper.,34,23
4:31,2181,Reed Timmer Defensive Rebound.,34,23
3:59,2181,De'Antae McMurray missed Three Point Jumper.,34,23
3:59,278,Jaron Hopkins Defensive Rebound.,34,23
3:40,278,Paul Watson missed Jumper.,34,23
3:40,2181,De'Antae McMurray Defensive Rebound.,34,23
3:29,2181,T.J. Thomas made Jumper.,34,25
3:10,278,Jaron Hopkins missed Jumper.,34,25
3:10,2181,Nick McGlynn Defensive Rebound.,34,25
3:07,2181,Nick McGlynn Turnover.,34,25
3:06,278,Jaron Hopkins Steal.,34,25
3:05,278,Jaron Hopkins made Layup.,36,25
2:43,2181,T.J. Thomas Turnover.,36,25
2:41,278,Paul Watson Steal.,36,25
2:36,278,Paul Watson made Three Point Jumper. Assisted by Cullen Russo.,39,25
2:33,2181,Drake  Timeout,39,25
2:02,2181,Drake  Turnover.,39,25
1:53,278,Jaron Hopkins Turnover.,39,25
1:53,2181,Nick McGlynn Steal.,39,25
1:25,2181,Billy Wampler made Jumper.,39,27
0:55,278,Johnny McWilliams made Jumper.,41,27
0:35,2181,Billy Wampler missed Three Point Jumper.,41,27
0:35,278,Cullen Russo Block.,41,27
0:33,278,Nate Grimes Defensive Rebound.,41,27
0:24,278,Fresno St  Timeout,41,27
0:06,2181,Foul on De'Antae McMurray.,41,27
0:06,278,Jaron Hopkins missed Free Throw.,41,27
0:06,278,Fresno St Deadball Team Rebound.,41,27
0:06,278,Jaron Hopkins missed Free Throw.,41,27
0:06,2181,Nick McGlynn Defensive Rebound.,41,27
0:01,278,Foul on Nate Grimes.,41,27
0:01,2181,Reed Timmer made Free Throw.,41,28
0:01,2181,Reed Timmer made Free Throw.,41,29
0:00,2181,End of 1st half,41,29
19:51,278,Paul Watson Turnover.,41,29
19:50,2181,De'Antae McMurray Steal.,41,29
19:47,2181,C.J. Rivers made Layup. Assisted by De'Antae McMurray.,41,31
19:20,278,Cullen Russo Turnover.,41,31
19:18,2181,Billy Wampler Steal.,41,31
19:11,2181,Reed Timmer missed Three Point Jumper.,41,31
19:11,278,Paul Watson Defensive Rebound.,41,31
18:46,278,Jaron Hopkins made Jumper.,43,31
18:19,278,Foul on Bryson Williams.,43,31
18:19,2181,C.J. Rivers missed Free Throw.,43,31
18:19,2181,Drake Deadball Team Rebound.,43,31
18:19,2181,C.J. Rivers made Free Throw.,43,32
17:49,278,Jahmel Taylor made Jumper.,45,32
17:27,278,Foul on Jaron Hopkins.,45,32
17:17,2181,De'Antae McMurray missed Three Point Jumper.,45,32
17:17,2181,T.J. Thomas Offensive Rebound.,45,32
17:12,2181,Reed Timmer made Three Point Jumper. Assisted by T.J. Thomas.,45,35
16:54,2181,Foul on T.J. Thomas.,45,35
16:54,278,Bryson Williams missed Free Throw.,45,35
16:54,278,Fresno St Deadball Team Rebound.,45,35
16:54,278,Bryson Williams missed Free Throw.,45,35
16:54,2181,Reed Timmer Defensive Rebound.,45,35
16:45,2181,Billy Wampler missed Layup.,45,35
16:45,278,Jaron Hopkins Block.,45,35
16:43,278,Jaron Hopkins Defensive Rebound.,45,35
16:39,278,Jahmel Taylor missed Three Point Jumper.,45,35
16:39,2181,T.J. Thomas Defensive Rebound.,45,35
16:26,278,Foul on Cullen Russo.,45,35
16:20,2181,De'Antae McMurray made Three Point Jumper. Assisted by Reed Timmer.,45,38
15:53,278,Jahmel Taylor made Three Point Jumper.,48,38
15:32,2181,Billy Wampler made Layup. Assisted by Reed Timmer.,48,40
15:12,278,Cullen Russo Turnover.,48,40
15:11,2181,Official TV Timeout,48,40
14:57,2181,Reed Timmer missed Layup.,48,40
14:57,278,Paul Watson Block.,48,40
14:55,278,Terrell Carter II Defensive Rebound.,48,40
14:47,278,Cullen Russo missed Jumper.,48,40
14:47,2181,T.J. Thomas Defensive Rebound.,48,40
14:39,2181,Billy Wampler missed Three Point Jumper.,48,40
14:39,278,Paul Watson Defensive Rebound.,48,40
14:22,278,Jaron Hopkins missed Jumper.,48,40
14:22,278,Terrell Carter II Offensive Rebound.,48,40
14:18,278,Terrell Carter II made Layup.,50,40
14:18,278,Terrell Carter II missed Free Throw.,50,40
14:18,278,Paul Watson Offensive Rebound.,50,40
14:16,278,Paul Watson made Dunk.,52,40
13:56,2181,T.J. Thomas Turnover.,52,40
13:27,278,Terrell Carter II made Jumper.,54,40
13:19,2181,Reed Timmer Turnover.,54,40
13:18,278,Jaron Hopkins Steal.,54,40
13:01,278,Terrell Carter II made Jumper. Assisted by Cullen Russo.,56,40
13:01,2181,Foul on T.J. Thomas.,56,40
13:01,278,Terrell Carter II missed Free Throw.,56,40
13:01,278,Paul Watson Offensive Rebound.,56,40
12:58,278,Paul Watson made Dunk.,58,40
12:52,2181,Drake  Timeout,58,40
12:31,2181,Casey Schlatter missed Three Point Jumper.,58,40
12:31,278,Jaron Hopkins Defensive Rebound.,58,40
12:15,2181,Foul on Kory Kuenstling.,58,40
12:02,278,Terrell Carter II Turnover.,58,40
12:02,278,Foul on Terrell Carter II.,58,40
11:59,2181,Official TV Timeout,58,40
11:40,2181,Kory Kuenstling missed Jumper.,58,40
11:40,278,Cullen Russo Block.,58,40
11:39,2181,Kory Kuenstling Offensive Rebound.,58,40
11:35,2181,Casey Schlatter missed Three Point Jumper.,58,40
11:35,2181,Kory Kuenstling Offensive Rebound.,58,40
11:18,2181,Casey Schlatter Turnover.,58,40
10:58,278,Terrell Carter II made Jumper.,60,40
10:43,2181,De'Antae McMurray made Three Point Jumper. Assisted by C.J. Rivers.,60,43
10:23,278,Terrell Carter II missed Jumper.,60,43
10:23,2181,Casey Schlatter Defensive Rebound.,60,43
10:13,2181,Reed Timmer missed Three Point Jumper.,60,43
10:13,278,Terrell Carter II Defensive Rebound.,60,43
9:49,278,Terrell Carter II missed Jumper.,60,43
9:49,2181,Casey Schlatter Defensive Rebound.,60,43
9:43,2181,De'Antae McMurray missed Three Point Jumper.,60,43
9:43,278,Jahmel Taylor Defensive Rebound.,60,43
9:19,278,Cullen Russo missed Dunk.,60,43
9:19,2181,Graham Woodward Defensive Rebound.,60,43
9:11,2181,T.J. Thomas missed Jumper.,60,43
9:11,2181,Drake Offensive Rebound.,60,43
9:05,278,Foul on Jahmel Taylor.,60,43
9:04,2181,C.J. Rivers made Jumper. Assisted by Graham Woodward.,60,45
8:48,2181,Foul on Kory Kuenstling.,60,45
8:44,278,Jahmel Taylor Turnover.,60,45
8:42,2181,C.J. Rivers Steal.,60,45
8:39,2181,C.J. Rivers missed Layup.,60,45
8:39,2181,C.J. Rivers Offensive Rebound.,60,45
8:39,2181,C.J. Rivers missed Two Point Tip Shot.,60,45
8:38,2181,Kory Kuenstling Offensive Rebound.,60,45
8:37,2181,Kory Kuenstling made Layup.,60,47
8:36,278,Fresno St  Timeout,60,47
8:09,278,Cullen Russo Turnover.,60,47
8:08,2181,Reed Timmer Steal.,60,47
8:04,2181,T.J. Thomas made Layup. Assisted by Reed Timmer.,60,49
7:50,278,Cullen Russo made Dunk. Assisted by Jaron Hopkins.,62,49
7:50,2181,Foul on T.J. Thomas.,62,49
7:50,2181,Official TV Timeout,62,49
7:50,278,Cullen Russo missed Free Throw.,62,49
7:50,2181,Kory Kuenstling Defensive Rebound.,62,49
7:37,2181,Graham Woodward missed Three Point Jumper.,62,49
7:37,278,Jaron Hopkins Defensive Rebound.,62,49
7:24,278,Paul Watson missed Three Point Jumper.,62,49
7:24,2181,C.J. Rivers Defensive Rebound.,62,49
7:03,2181,T.J. Thomas missed Jumper.,62,49
7:03,278,Jaron Hopkins Defensive Rebound.,62,49
6:36,278,Jaron Hopkins made Jumper.,64,49
6:16,2181,C.J. Rivers made Three Point Jumper. Assisted by T.J. Thomas.,64,52
6:03,278,Jaron Hopkins Turnover.,64,52
6:01,2181,C.J. Rivers Steal.,64,52
6:00,2181,C.J. Rivers made Layup.,64,54
5:44,278,Jaron Hopkins made Layup.,66,54
5:16,278,Foul on Jahmel Taylor.,66,54
5:16,2181,Graham Woodward missed Free Throw.,66,54
5:16,2181,Drake Deadball Team Rebound.,66,54
5:16,2181,Graham Woodward missed Free Throw.,66,54
5:16,278,Terrell Carter II Defensive Rebound.,66,54
4:53,278,Jaron Hopkins missed Dunk.,66,54
4:53,2181,C.J. Rivers Defensive Rebound.,66,54
4:46,2181,Billy Wampler made Three Point Jumper. Assisted by C.J. Rivers.,66,57
4:27,278,Jahmel Taylor missed Three Point Jumper.,66,57
4:27,2181,Nick McGlynn Defensive Rebound.,66,57
4:24,278,Foul on Terrell Carter II.,66,57
4:24,2181,Nick McGlynn made Free Throw.,66,58
4:24,2181,Nick McGlynn made Free Throw.,66,59
4:12,278,Terrell Carter II Turnover.,66,59
4:12,278,Foul on Terrell Carter II.,66,59
4:00,2181,Billy Wampler missed Three Point Jumper.,66,59
4:00,278,Jaron Hopkins Defensive Rebound.,66,59
3:43,278,Paul Watson made Layup.,68,59
3:23,2181,De'Antae McMurray missed Three Point Jumper.,68,59
3:23,278,Jaron Hopkins Defensive Rebound.,68,59
2:58,278,Jaron Hopkins Turnover.,68,59
2:57,2181,Billy Wampler Steal.,68,59
2:48,2181,Nick McGlynn made Layup. Assisted by Billy Wampler.,68,61
2:31,2181,Foul on Billy Wampler.,68,61
2:31,2181,Official TV Timeout,68,61
2:31,278,Cullen Russo made Free Throw.,69,61
2:31,278,Cullen Russo missed Free Throw.,69,61
2:31,2181,Nick McGlynn Defensive Rebound.,69,61
2:13,278,Foul on Paul Watson.,69,61
2:13,2181,Reed Timmer made Free Throw.,69,62
2:13,2181,Reed Timmer made Free Throw.,69,63
2:13,2181,Reed Timmer made Free Throw.,69,64
2:10,2181,Foul on Ore Arogundade.,69,64
2:10,278,Paul Watson missed Free Throw.,69,64
2:10,2181,C.J. Rivers Defensive Rebound.,69,64
1:49,2181,De'Antae McMurray made Layup.,69,66
1:49,278,Foul on Jaron Hopkins.,69,66
1:49,2181,De'Antae McMurray made Free Throw.,69,67
1:47,278,Fresno St  Timeout,69,67
1:26,278,Cullen Russo Turnover.,69,67
1:26,2181,Nick McGlynn Steal.,69,67
1:18,2181,De'Antae McMurray missed Layup.,69,67
1:18,278,Jaron Hopkins Defensive Rebound.,69,67
1:15,2181,Foul on Nick McGlynn.,69,67
1:15,278,Jaron Hopkins missed Free Throw.,69,67
1:15,2181,C.J. Rivers Defensive Rebound.,69,67
1:03,2181,Billy Wampler missed Jumper.,69,67
1:03,278,Bryson Williams Defensive Rebound.,69,67
0:59,278,Jaron Hopkins Turnover.,69,67
0:57,2181,De'Antae McMurray Steal.,69,67
0:56,278,Foul on Jaron Hopkins.,69,67
0:56,2181,De'Antae McMurray made Free Throw.,69,68
0:56,2181,De'Antae McMurray made Free Throw.,69,69
0:31,278,Paul Watson Turnover.,69,69
0:31,278,Foul on Paul Watson.,69,69
0:31,2181,Drake  Timeout,69,69
0:00,2181,Billy Wampler Turnover.,69,69
0:00,278,Bryson Williams Steal.,69,69
0:00,2181,End of 2nd half,69,69
4:36,278,Cullen Russo missed Three Point Jumper.,69,69
4:36,2181,De'Antae McMurray Defensive Rebound.,69,69
4:23,2181,Billy Wampler made Three Point Jumper. Assisted by De'Antae McMurray.,69,72
4:00,278,Jahmel Taylor Turnover.,69,72
3:39,2181,De'Antae McMurray Turnover.,69,72
3:19,278,Cullen Russo made Layup.,71,72
3:19,2181,Foul on Billy Wampler.,71,72
3:19,278,Cullen Russo made Free Throw.,72,72
3:07,2181,Nick McGlynn made Layup.,72,74
2:33,278,Jaron Hopkins missed Jumper.,72,74
2:33,278,Fresno St Offensive Rebound.,72,74
2:26,278,Fresno St  Turnover.,72,74
2:07,2181,Reed Timmer Turnover.,72,74
2:06,278,Jaron Hopkins Steal.,72,74
2:04,278,Cullen Russo made Dunk. Assisted by Jaron Hopkins.,74,74
1:41,278,Fresno St  Timeout,74,74
1:27,2181,C.J. Rivers missed Three Point Jumper.,74,74
1:27,278,Cullen Russo Defensive Rebound.,74,74
0:58,278,Paul Watson missed Three Point Jumper.,74,74
0:58,2181,De'Antae McMurray Defensive Rebound.,74,74
0:46,2181,Reed Timmer missed Layup.,74,74
0:46,278,Cullen Russo Defensive Rebound.,74,74
0:36,278,Bryson Williams made Dunk. Assisted by Jahmel Taylor.,76,74
0:12,2181,De'Antae McMurray made Layup.,76,76
0:09,278,Fresno St  Timeout,76,76
0:05,278,Jaron Hopkins made Layup.,78,76
0:04,2181,Drake  Timeout,78,76
0:00,2181,C.J. Rivers Turnover.,78,76
0:00,278,Cullen Russo Steal.,78,76
0:00,2181,End of Game,78,76
