Delaware State,249,North Texas,2169
9:57,249,Ja'Michael Brown missed Three Point Jumper.,7,17
9:57,2169,Devin Morgan Defensive Rebound.,7,17
9:33,2169,DeAndre Haywood Turnover.,7,17
9:30,249,J-Mychal Reese missed Jumper.,7,17
9:30,249,Shane Temara Offensive Rebound.,7,17
9:30,2169,Foul on Devin Morgan.,7,17
9:30,249,Deckie Johnson Turnover.,7,17
9:08,2169,Artem Tavakalyan made Three Point Jumper. Assisted by Mrdjan Gasevic.,10,17
8:55,249,J-Mychal Reese missed Three Point Jumper.,10,17
8:55,2169,Mrdjan Gasevic Defensive Rebound.,10,17
8:33,2169,Mrdjan Gasevic made Jumper.,12,17
8:14,2169,Foul on Artem Tavakalyan.,12,17
8:10,249,Deckie Johnson missed Three Point Jumper.,12,17
8:10,2169,Mrdjan Gasevic Defensive Rebound.,12,17
7:41,2169,Mrdjan Gasevic made Jumper.,14,17
7:16,2169,Foul on Mrdjan Gasevic.,14,17
7:16,249,Official TV Timeout,14,17
7:16,249,Allante Holston made Free Throw.,14,18
7:16,249,Allante Holston made Free Throw.,14,19
6:48,2169,Mrdjan Gasevic missed Jumper.,14,19
6:48,249,Shane Temara Block.,14,19
6:45,249,Ja'Michael Brown Defensive Rebound.,14,19
6:41,249,Deckie Johnson made Layup. Assisted by Ja'Michael Brown.,14,21
6:10,2169,Devin Morgan missed Three Point Jumper.,14,21
6:10,249,Shane Temara Defensive Rebound.,14,21
6:05,249,Shane Temara Turnover.,14,21
5:40,2169,Mrdjan Gasevic missed Jumper.,14,21
5:40,249,Jeremy Combs Defensive Rebound.,14,21
5:18,2169,Foul on Mrdjan Gasevic.,14,21
5:14,2169,Foul on Artem Tavakalyan.,14,21
5:14,249,Deckie Johnson missed Free Throw.,14,21
5:14,249,North Texas Deadball Team Rebound.,14,21
5:14,249,Deckie Johnson made Free Throw.,14,22
5:03,249,Foul on Deckie Johnson.,14,22
4:54,2169,Quincy Tillinghast Turnover.,14,22
4:51,249,Jeremy Combs Steal.,14,22
4:49,249,Jeremy Combs made Layup.,14,24
4:35,249,Foul on Ja'Michael Brown.,14,24
4:35,2169,Devin Morgan made Free Throw.,15,24
4:35,2169,Devin Morgan made Free Throw.,16,24
4:15,249,Deckie Johnson Turnover.,16,24
4:14,2169,Kavon Waller Steal.,16,24
4:00,2169,Artem Tavakalyan made Three Point Jumper.,19,24
3:41,249,Deckie Johnson missed Jumper.,19,24
3:41,249,Jeremy Combs Offensive Rebound.,19,24
3:38,2169,Foul on Kavon Waller.,19,24
3:38,249,North Texas  Timeout,19,24
3:38,249,Jeremy Combs missed Free Throw.,19,24
3:38,249,North Texas Deadball Team Rebound.,19,24
3:38,249,Jeremy Combs made Free Throw.,19,25
3:16,2169,Joseph Lewis missed Jumper.,19,25
3:16,249,J-Mychal Reese Defensive Rebound.,19,25
3:11,249,Jeremy Combs made Layup. Assisted by J-Mychal Reese.,19,27
2:55,2169,Kavon Waller missed Jumper.,19,27
2:55,2169,Joseph Lewis Offensive Rebound.,19,27
2:49,2169,Joseph Lewis missed Jumper.,19,27
2:49,2169,Kavon Waller Offensive Rebound.,19,27
2:48,249,Foul on J-Mychal Reese.,19,27
2:48,2169,Kavon Waller made Free Throw.,20,27
2:48,2169,Kavon Waller made Free Throw.,21,27
2:16,249,Derail Green made Three Point Jumper. Assisted by J-Mychal Reese.,21,30
1:50,2169,Joseph Lewis missed Jumper.,21,30
1:50,249,Derail Green Defensive Rebound.,21,30
1:35,249,A.J. Lawson missed Three Point Jumper.,21,30
1:35,249,North Texas Offensive Rebound.,21,30
1:10,249,A.J. Lawson made Layup.,21,32
0:58,249,Foul on J-Mychal Reese.,21,32
0:58,2169,DeAndre Haywood missed Free Throw.,21,32
0:58,249,Derail Green Defensive Rebound.,21,32
0:31,249,North Texas  Timeout,21,32
0:28,249,Deckie Johnson missed Three Point Jumper.,21,32
0:28,2169,Artem Tavakalyan Defensive Rebound.,21,32
0:00,2169,Artem Tavakalyan missed Three Point Jumper.,21,32
0:00,249,North Texas Defensive Rebound.,21,32
0:00,249,End of 1st half,21,32
19:45,2169,DeVaughn Mallory made Jumper.,23,32
19:20,249,Allante Holston made Jumper. Assisted by J-Mychal Reese.,23,34
18:46,2169,DeVaughn Mallory missed Jumper.,23,34
18:46,249,Rickey Brice Jr. Block.,23,34
18:43,249,Jeremy Combs Defensive Rebound.,23,34
18:33,2169,Foul on DeVaughn Mallory.,23,34
18:26,249,Rickey Brice Jr. made Layup. Assisted by Jeremy Combs.,23,36
18:03,2169,DeVaughn Mallory Turnover.,23,36
18:01,249,Deckie Johnson Steal.,23,36
17:58,249,Jeremy Combs made Layup. Assisted by J-Mychal Reese.,23,38
17:46,249,Foul on Deckie Johnson.,23,38
17:46,2169,Devin Morgan missed Three Point Jumper.,23,38
17:46,2169,DeVaughn Mallory Offensive Rebound.,23,38
17:17,2169,Devin Morgan missed Three Point Jumper.,23,38
17:17,249,North Texas Defensive Rebound.,23,38
17:03,2169,Foul on DeVaughn Mallory.,23,38
17:03,249,Jeremy Combs missed Free Throw.,23,38
17:03,249,North Texas Deadball Team Rebound.,23,38
16:54,249,Jeremy Combs made Free Throw.,23,39
16:51,2169,Mrdjan Gasevic missed Layup.,23,39
16:51,249,Rickey Brice Jr. Defensive Rebound.,23,39
16:43,249,J-Mychal Reese missed Three Point Jumper.,23,39
16:43,249,Rickey Brice Jr. Offensive Rebound.,23,39
16:36,249,Deckie Johnson missed Three Point Jumper.,23,39
16:36,249,Rickey Brice Jr. Offensive Rebound.,23,39
16:33,249,Rickey Brice Jr. missed Jumper.,23,39
16:33,2169,Mrdjan Gasevic Defensive Rebound.,23,39
16:12,2169,DeAndre Haywood missed Jumper.,23,39
16:12,249,Deckie Johnson Defensive Rebound.,23,39
16:06,2169,Foul on Demola Onifade.,23,39
16:06,249,Deckie Johnson made Free Throw.,23,40
15:48,249,North Texas  Timeout,23,40
15:34,2169,Kavon Waller missed Three Point Jumper.,23,40
15:34,249,Allante Holston Defensive Rebound.,23,40
15:11,2169,Foul on Kavon Waller.,23,40
15:11,249,Jeremy Combs made Free Throw.,23,41
15:11,249,Jeremy Combs made Free Throw.,23,42
14:46,2169,Devin Morgan missed Three Point Jumper.,23,42
14:46,249,Jeremy Combs Defensive Rebound.,23,42
14:24,249,Ja'Michael Brown missed Three Point Jumper.,23,42
14:24,2169,Delaware St Defensive Rebound.,23,42
14:01,2169,Kavon Waller missed Three Point Jumper.,23,42
14:01,249,North Texas Defensive Rebound.,23,42
13:38,249,Shane Temara made Layup.,23,44
13:22,2169,Kavon Waller Turnover.,23,44
13:02,249,Deckie Johnson missed Three Point Jumper.,23,44
13:02,2169,Delaware St Defensive Rebound.,23,44
13:00,249,Foul on A.J. Lawson.,23,44
12:32,249,Foul on Shane Temara.,23,44
12:32,2169,Jamelle Christian missed Free Throw.,23,44
12:32,2169,Delaware St Deadball Team Rebound.,23,44
12:32,2169,Jamelle Christian missed Free Throw.,23,44
12:32,249,North Texas Defensive Rebound.,23,44
12:32,2169,Foul on Demola Onifade.,23,44
12:11,249,Ja'Michael Brown missed Jumper.,23,44
12:11,249,Shane Temara Offensive Rebound.,23,44
12:11,2169,Foul on DeAndre Haywood.,23,44
12:07,249,Derail Green missed Three Point Jumper.,23,44
12:07,2169,DeAndre Haywood Defensive Rebound.,23,44
11:58,2169,DeAndre Haywood missed Jumper.,23,44
11:58,249,Shane Temara Block.,23,44
11:55,2169,DeAndre Haywood Offensive Rebound.,23,44
11:44,249,Foul on Shane Temara.,23,44
11:44,2169,Delaware St  Timeout,23,44
11:44,2169,Devin Morgan made Free Throw.,24,44
11:44,2169,Devin Morgan missed Free Throw.,24,44
11:44,249,Rickey Brice Jr. Defensive Rebound.,24,44
11:18,249,A.J. Lawson made Three Point Jumper. Assisted by J-Mychal Reese.,24,47
10:59,2169,Jamelle Christian missed Three Point Jumper.,24,47
10:59,249,Rickey Brice Jr. Defensive Rebound.,24,47
10:47,249,Rickey Brice Jr. missed Jumper.,24,47
10:47,2169,Demola Onifade Defensive Rebound.,24,47
10:18,2169,Jamelle Christian Turnover.,24,47
10:18,249,Ja'Michael Brown Steal.,24,47
10:08,2169,Foul on Demola Onifade.,24,47
10:08,2169,Foul on Kavon Waller.,24,47
10:08,2169,Technical Foul on Kavon Waller.,24,47
10:08,249,J-Mychal Reese missed Free Throw.,24,47
10:08,249,North Texas Deadball Team Rebound.,24,47
10:08,249,J-Mychal Reese made Free Throw.,24,48
10:08,249,Rickey Brice Jr. made Free Throw.,24,49
10:08,249,Rickey Brice Jr. made Free Throw.,24,50
9:38,2169,Delaware St  Turnover.,24,50
9:30,2169,Foul on Artem Tavakalyan.,24,50
9:30,249,Rickey Brice Jr. made Free Throw.,24,51
9:30,249,Rickey Brice Jr. made Free Throw.,24,52
9:14,2169,Mrdjan Gasevic made Jumper.,26,52
9:08,249,A.J. Lawson made Dunk.,26,54
8:51,2169,DeAndre Haywood Turnover.,26,54
8:49,249,A.J. Lawson Steal.,26,54
8:47,249,A.J. Lawson missed Jumper.,26,54
8:47,2169,Jamelle Christian Defensive Rebound.,26,54
8:41,2169,Devin Morgan missed Jumper.,26,54
8:41,249,A.J. Lawson Defensive Rebound.,26,54
8:33,249,Ja'Michael Brown missed Three Point Jumper.,26,54
8:33,249,A.J. Lawson Offensive Rebound.,26,54
8:33,2169,Mrdjan Gasevic Steal.,26,54
8:33,249,A.J. Lawson made Free Throw.,26,55
8:33,249,A.J. Lawson missed Free Throw.,26,55
8:33,2169,Mrdjan Gasevic Defensive Rebound.,26,55
8:16,2169,Artem Tavakalyan missed Three Point Jumper.,26,55
8:16,249,Jeremy Combs Defensive Rebound.,26,55
7:55,249,A.J. Lawson made Jumper.,26,57
7:41,2169,DeAndre Haywood missed Layup.,26,57
7:41,2169,Mrdjan Gasevic Offensive Rebound.,26,57
7:34,249,Foul on Bryce Jackson.,26,57
7:34,249,Official TV Timeout,26,57
7:34,2169,Mrdjan Gasevic made Free Throw.,27,57
7:34,2169,Mrdjan Gasevic missed Free Throw.,27,57
7:34,249,Jeremy Combs Defensive Rebound.,27,57
7:11,249,Bryce Jackson missed Jumper.,27,57
7:11,249,Allante Holston Offensive Rebound.,27,57
6:52,249,Jeremy Combs missed Layup.,27,57
6:52,2169,DeVaughn Mallory Defensive Rebound.,27,57
6:51,249,Foul on Jeremy Combs.,27,57
6:41,2169,Mrdjan Gasevic missed Layup.,27,57
6:41,249,Bryce Jackson Defensive Rebound.,27,57
6:24,249,Jeremy Combs missed Jumper.,27,57
6:24,249,Bryce Jackson Offensive Rebound.,27,57
6:21,249,Bryce Jackson made Layup.,27,59
6:02,2169,Artem Tavakalyan missed Jumper.,27,59
6:02,2169,Delaware St Offensive Rebound.,27,59
6:01,249,Foul on Jeremy Combs.,27,59
6:01,2169,Mrdjan Gasevic made Free Throw.,28,59
6:01,2169,Mrdjan Gasevic missed Free Throw.,28,59
6:01,249,Shane Temara Defensive Rebound.,28,59
5:46,249,Shane Temara missed Three Point Jumper.,28,59
5:46,249,Shane Temara Offensive Rebound.,28,59
5:45,249,Shane Temara made Layup.,28,61
5:45,2169,Foul on DeVaughn Mallory.,28,61
5:45,249,Shane Temara made Free Throw.,28,62
5:35,2169,Artem Tavakalyan missed Layup.,28,62
5:35,249,Rickey Brice Jr. Defensive Rebound.,28,62
5:22,2169,Foul on Mrdjan Gasevic.,28,62
5:22,249,Ja'Michael Brown made Free Throw.,28,63
5:22,249,Ja'Michael Brown made Free Throw.,28,64
5:10,2169,Devin Morgan made Three Point Jumper. Assisted by DeVaughn Mallory.,31,64
4:56,249,Allante Holston made Dunk.,31,66
4:07,2169,Devin Morgan made Three Point Jumper. Assisted by Jamelle Christian.,34,66
3:45,249,DJ Draper made Layup.,34,68
3:45,2169,Foul on Devin Morgan.,34,68
3:45,249,Official TV Timeout,34,68
3:45,249,DJ Draper missed Free Throw.,34,68
3:45,2169,Joseph Lewis Defensive Rebound.,34,68
3:30,2169,DeVaughn Mallory missed Jumper.,34,68
3:30,249,Allante Holston Defensive Rebound.,34,68
3:13,249,Rickey Brice Jr. missed Three Point Jumper.,34,68
3:13,2169,Joseph Lewis Defensive Rebound.,34,68
3:04,2169,Jamelle Christian Turnover.,34,68
2:59,249,DJ Draper Steal.,34,68
2:57,249,Jacob Gross missed Three Point Jumper.,34,68
2:57,249,Rickey Brice Jr. Offensive Rebound.,34,68
2:56,2169,Foul on Joseph Lewis.,34,68
2:56,249,Rickey Brice Jr. missed Free Throw.,34,68
2:56,249,North Texas Deadball Team Rebound.,34,68
2:56,249,Rickey Brice Jr. made Free Throw.,34,69
2:42,2169,Artem Tavakalyan made Three Point Jumper. Assisted by Devin Morgan.,37,69
2:26,249,Rickey Brice Jr. missed Jumper.,37,69
2:26,2169,DeVaughn Mallory Defensive Rebound.,37,69
2:09,2169,Devin Morgan missed Three Point Jumper.,37,69
2:09,2169,Delaware St Offensive Rebound.,37,69
1:56,2169,Artem Tavakalyan missed Three Point Jumper.,37,69
1:56,249,Rickey Brice Jr. Defensive Rebound.,37,69
1:42,249,Allante Holston made Dunk.,37,71
1:27,2169,Devin Morgan missed Jumper.,37,71
1:27,2169,Delaware St Offensive Rebound.,37,71
1:20,2169,DeVaughn Mallory missed Jumper.,37,71
1:20,249,Rickey Brice Jr. Defensive Rebound.,37,71
0:58,249,Rickey Brice Jr. Turnover.,37,71
0:58,2169,Jamelle Christian Steal.,37,71
0:45,2169,DeVaughn Mallory missed Jumper.,37,71
0:45,249,Rickey Brice Jr. Block.,37,71
0:45,2169,Delaware St Offensive Rebound.,37,71
0:39,2169,DeVaughn Mallory made Layup.,39,71
0:39,249,Foul on Rickey Brice Jr..,39,71
0:39,2169,DeVaughn Mallory made Free Throw.,40,71
0:25,249,Rickey Brice Jr. made Dunk. Assisted by DJ Draper.,40,73
0:15,2169,Devin Morgan Turnover.,40,73
0:13,249,DJ Draper Steal.,40,73
0:06,249,Jacob Gross missed Three Point Jumper.,40,73
0:06,249,Bryce Jackson Offensive Rebound.,40,73
0:00,249,End of Game,40,73
