Middle Tennessee,2,Auburn,2393
10:57,2393,Nick King Turnover.,9,19
10:56,2,Jared Harper Steal.,9,19
10:53,2,Jared Harper made Three Point Jumper. Assisted by Davion Mitchell.,9,22
10:50,2393,Middle Tennessee  Timeout,9,22
10:41,2,Foul on Anfernee McLemore.,9,22
10:41,2393,Brandon Walters made Free Throw.,10,22
10:41,2393,Brandon Walters missed Free Throw.,10,22
10:41,2,Desean Murray Defensive Rebound.,10,22
10:29,2,Jared Harper Turnover.,10,22
10:27,2393,Therren Shelton-Szmidt Steal.,10,22
10:24,2393,Nick King missed Layup.,10,22
10:24,2,Bryce Brown Defensive Rebound.,10,22
10:19,2,Anfernee McLemore made Dunk. Assisted by Bryce Brown.,10,24
9:59,2393,Tyrik Dixon Turnover.,10,24
9:59,2393,Foul on Tyrik Dixon.,10,24
9:48,2,Jared Harper Turnover.,10,24
9:47,2393,Brandon Walters Steal.,10,24
9:44,2393,Nick King made Layup. Assisted by Brandon Walters.,12,24
9:15,2,Mustapha Heron made Jumper.,12,26
8:46,2393,Brandon Walters missed Jumper.,12,26
8:46,2,Horace Spencer Defensive Rebound.,12,26
8:35,2,Desean Murray Turnover.,12,26
8:34,2393,Nick King Steal.,12,26
8:29,2393,Nick King Turnover.,12,26
8:28,2,Mustapha Heron Steal.,12,26
8:14,2,Mustapha Heron made Three Point Jumper. Assisted by Jared Harper.,12,29
8:12,2393,Middle Tennessee  Timeout,12,29
7:55,2393,Brandon Walters made Layup. Assisted by Edward Simpson.,14,29
7:42,2,Horace Spencer Turnover.,14,29
7:42,2393,Giddy Potts Steal.,14,29
7:35,2,Foul on Davion Mitchell.,14,29
7:35,2393,James Hawthorne made Free Throw.,15,29
7:35,2393,James Hawthorne missed Free Throw.,15,29
7:35,2,Horace Spencer Defensive Rebound.,15,29
7:15,2,Mustapha Heron missed Three Point Jumper.,15,29
7:15,2393,Brandon Walters Defensive Rebound.,15,29
7:07,2393,Tyrik Dixon missed Three Point Jumper.,15,29
7:07,2,Horace Spencer Defensive Rebound.,15,29
6:37,2,Horace Spencer made Layup. Assisted by Davion Mitchell.,15,31
6:25,2393,Antwain Johnson Turnover.,15,31
6:24,2,Mustapha Heron Steal.,15,31
6:22,2,Mustapha Heron made Layup.,15,33
5:55,2393,James Hawthorne missed Three Point Jumper.,15,33
5:55,2,Davion Mitchell Defensive Rebound.,15,33
5:29,2,Davion Mitchell missed Three Point Jumper.,15,33
5:29,2,Davion Mitchell Offensive Rebound.,15,33
5:04,2,Mustapha Heron missed Jumper.,15,33
5:04,2393,Edward Simpson Defensive Rebound.,15,33
5:02,2,Foul on Horace Spencer.,15,33
5:02,2393,James Hawthorne made Free Throw.,16,33
5:02,2393,James Hawthorne made Free Throw.,17,33
4:44,2,Chuma Okeke missed Layup.,17,33
4:44,2,Chuma Okeke Offensive Rebound.,17,33
4:42,2,Chuma Okeke missed Layup.,17,33
4:42,2393,Nick King Defensive Rebound.,17,33
4:23,2393,Nick King Turnover.,17,33
4:07,2,Mustapha Heron Turnover.,17,33
4:07,2,Foul on Mustapha Heron.,17,33
3:51,2393,Edward Simpson Turnover.,17,33
3:51,2,Official TV Timeout,17,33
3:44,2,Anfernee McLemore missed Three Point Jumper.,17,33
3:44,2393,Karl Gamble Defensive Rebound.,17,33
3:26,2393,Giddy Potts made Jumper. Assisted by Therren Shelton-Szmidt.,19,33
3:06,2,Chuma Okeke made Layup. Assisted by Bryce Brown.,19,35
3:06,2393,Foul on James Hawthorne.,19,35
3:06,2,Chuma Okeke made Free Throw.,19,36
2:49,2393,James Hawthorne missed Layup.,19,36
2:49,2,Anfernee McLemore Block.,19,36
2:48,2,Chuma Okeke Defensive Rebound.,19,36
2:39,2,Bryce Brown missed Three Point Jumper.,19,36
2:39,2393,Nick King Defensive Rebound.,19,36
2:31,2393,Giddy Potts made Three Point Jumper. Assisted by Tyrik Dixon.,22,36
2:00,2,Jared Harper made Three Point Jumper. Assisted by Chuma Okeke.,22,39
1:41,2393,Nick King made Three Point Jumper. Assisted by David Simmons.,25,39
1:14,2,Bryce Brown made Jumper.,25,41
0:57,2393,Nick King Turnover.,25,41
0:56,2,Chuma Okeke Steal.,25,41
0:53,2,Bryce Brown Turnover.,25,41
0:52,2393,Tyrik Dixon Steal.,25,41
0:51,2393,Tyrik Dixon Turnover.,25,41
0:37,2,Desean Murray missed Jumper.,25,41
0:37,2393,Giddy Potts Defensive Rebound.,25,41
0:15,2393,Tyrik Dixon Turnover.,25,41
0:15,2393,Foul on Tyrik Dixon.,25,41
0:07,2393,Foul on Edward Simpson.,25,41
0:07,2,Mustapha Heron missed Free Throw.,25,41
0:07,2,Auburn Deadball Team Rebound.,25,41
0:07,2,Mustapha Heron made Free Throw.,25,42
0:03,2393,Giddy Potts Turnover.,25,42
0:03,2393,Foul on Giddy Potts.,25,42
0:03,2,Auburn  Timeout,25,42
0:01,2,Bryce Brown missed Three Point Jumper.,25,42
0:01,2393,Middle Tennessee Defensive Rebound.,25,42
0:00,2,End of 1st half,25,42
19:46,2393,Tyrik Dixon Turnover.,25,42
19:36,2393,Foul on Brandon Walters.,25,42
19:29,2,Anfernee McLemore made Dunk. Assisted by Jared Harper.,25,44
19:07,2,Foul on Anfernee McLemore.,25,44
19:07,2393,Brandon Walters missed Free Throw.,25,44
19:07,2393,Middle Tennessee Deadball Team Rebound.,25,44
19:07,2393,Brandon Walters made Free Throw.,26,44
18:52,2,Desean Murray made Dunk. Assisted by Jared Harper.,26,46
18:30,2393,Tyrik Dixon missed Jumper.,26,46
18:30,2,Anfernee McLemore Block.,26,46
18:28,2,Desean Murray Defensive Rebound.,26,46
18:20,2,Bryce Brown missed Three Point Jumper.,26,46
18:20,2,Mustapha Heron Offensive Rebound.,26,46
18:16,2393,Foul on Edward Simpson.,26,46
18:16,2,Mustapha Heron missed Free Throw.,26,46
18:16,2,Auburn Deadball Team Rebound.,26,46
18:16,2,Mustapha Heron made Free Throw.,26,47
17:59,2393,David Simmons missed Layup.,26,47
17:59,2393,Brandon Walters Offensive Rebound.,26,47
17:57,2393,Brandon Walters made Two Point Tip Shot.,28,47
17:31,2,Bryce Brown Turnover.,28,47
17:29,2393,David Simmons Steal.,28,47
17:10,2393,Brandon Walters missed Three Point Jumper.,28,47
17:10,2,Mustapha Heron Defensive Rebound.,28,47
16:51,2,Anfernee McLemore made Jumper. Assisted by Jared Harper.,28,49
16:32,2393,David Simmons Turnover.,28,49
16:30,2,Mustapha Heron Steal.,28,49
16:28,2393,Foul on Tyrik Dixon.,28,49
16:28,2,Bryce Brown made Free Throw.,28,50
16:28,2,Bryce Brown made Free Throw.,28,51
16:11,2393,Karl Gamble missed Layup.,28,51
16:11,2,Desean Murray Block.,28,51
16:08,2,Desean Murray Defensive Rebound.,28,51
16:02,2,Bryce Brown made Jumper. Assisted by Jared Harper.,28,53
15:35,2393,Nick King missed Three Point Jumper.,28,53
15:35,2,Mustapha Heron Defensive Rebound.,28,53
15:13,2,Bryce Brown missed Three Point Jumper.,28,53
15:13,2393,Donovan Sims Defensive Rebound.,28,53
15:06,2393,Donovan Sims Turnover.,28,53
15:05,2,Bryce Brown Steal.,28,53
15:01,2,Desean Murray Turnover.,28,53
15:00,2393,Donovan Sims Steal.,28,53
14:56,2,Foul on Anfernee McLemore.,28,53
14:56,2,Official TV Timeout,28,53
14:56,2393,Giddy Potts made Free Throw.,29,53
14:56,2393,Giddy Potts made Free Throw.,30,53
14:43,2,Malik Dunbar Turnover.,30,53
14:42,2393,Nick King Steal.,30,53
14:39,2393,Giddy Potts made Layup.,32,53
14:39,2,Foul on Malik Dunbar.,32,53
14:39,2393,Giddy Potts made Free Throw.,33,53
14:21,2,Chuma Okeke made Layup. Assisted by Bryce Brown.,33,55
14:03,2393,Karl Gamble Turnover.,33,55
14:03,2393,Foul on Karl Gamble.,33,55
13:46,2,Malik Dunbar missed Three Point Jumper.,33,55
13:46,2393,Edward Simpson Defensive Rebound.,33,55
13:32,2,Foul on Malik Dunbar.,33,55
13:32,2,Foul on Malik Dunbar.,33,55
13:32,2,Foul on Malik Dunbar.,33,55
13:32,2,Technical Foul on Malik Dunbar.,33,55
13:32,2,Technical Foul on Malik Dunbar.,33,55
13:32,2393,Giddy Potts made Free Throw.,34,55
13:32,2393,Giddy Potts made Free Throw.,35,55
13:32,2393,Giddy Potts made Free Throw.,36,55
13:32,2393,Giddy Potts made Free Throw.,37,55
13:32,2,Auburn  Timeout,37,55
13:27,2393,Brandon Walters missed Jumper.,37,55
13:27,2,Horace Spencer Defensive Rebound.,37,55
13:03,2,Horace Spencer Turnover.,37,55
12:46,2,Foul on Horace Spencer.,37,55
12:46,2393,Antwain Johnson missed Free Throw.,37,55
12:46,2393,Middle Tennessee Deadball Team Rebound.,37,55
12:46,2393,Antwain Johnson missed Free Throw.,37,55
12:46,2,Horace Spencer Defensive Rebound.,37,55
12:34,2,Bryce Brown missed Three Point Jumper.,37,55
12:34,2393,Karl Gamble Defensive Rebound.,37,55
12:23,2393,Giddy Potts missed Jumper.,37,55
12:23,2,Mustapha Heron Defensive Rebound.,37,55
12:15,2393,Foul on Giddy Potts.,37,55
12:08,2,Horace Spencer made Layup. Assisted by Mustapha Heron.,37,57
11:58,2393,Edward Simpson made Three Point Jumper. Assisted by Brandon Walters.,40,57
11:33,2,Mustapha Heron Turnover.,40,57
11:32,2393,Giddy Potts Steal.,40,57
11:29,2393,Antwain Johnson made Three Point Jumper. Assisted by Giddy Potts.,43,57
11:03,2393,Foul on Giddy Potts.,43,57
11:03,2,Official TV Timeout,43,57
11:03,2,Horace Spencer made Free Throw.,43,58
11:03,2,Horace Spencer missed Free Throw.,43,58
11:03,2393,Brandon Walters Defensive Rebound.,43,58
10:38,2393,Therren Shelton-Szmidt Turnover.,43,58
10:25,2,Bryce Brown missed Jumper.,43,58
10:25,2393,Brandon Walters Defensive Rebound.,43,58
10:06,2393,Antwain Johnson missed Jumper.,43,58
10:06,2,Horace Spencer Defensive Rebound.,43,58
9:29,2,Bryce Brown Turnover.,43,58
9:29,2393,Donovan Sims Steal.,43,58
9:29,2393,Brandon Walters missed Dunk.,43,58
9:29,2,Auburn Defensive Rebound.,43,58
9:29,2393,Brandon Walters Turnover.,43,58
9:29,2,Bryce Brown missed Free Throw.,43,58
9:29,2,Auburn Deadball Team Rebound.,43,58
9:10,2,Desean Murray Turnover.,43,58
9:09,2393,Therren Shelton-Szmidt Steal.,43,58
9:04,2393,Edward Simpson made Three Point Jumper. Assisted by Giddy Potts.,46,58
8:48,2,Jared Harper made Three Point Jumper.,46,61
8:30,2393,Nick King missed Jumper.,46,61
8:30,2,Bryce Brown Defensive Rebound.,46,61
8:21,2393,Foul on Giddy Potts.,46,61
8:21,2,Jared Harper missed Free Throw.,46,61
8:21,2393,Nick King Defensive Rebound.,46,61
8:06,2,Foul on Mustapha Heron.,46,61
8:06,2393,Nick King made Free Throw.,47,61
8:06,2393,Nick King missed Free Throw.,47,61
8:06,2,Anfernee McLemore Defensive Rebound.,47,61
7:46,2,Jared Harper Turnover.,47,61
7:46,2,Official TV Timeout,47,61
7:33,2393,Nick King missed Layup.,47,61
7:33,2,Anfernee McLemore Block.,47,61
7:31,2393,Nick King Offensive Rebound.,47,61
7:20,2,Foul on Davion Mitchell.,47,61
7:20,2393,Tyrik Dixon missed Free Throw.,47,61
7:20,2,Anfernee McLemore Defensive Rebound.,47,61
7:03,2,Davion Mitchell missed Jumper.,47,61
7:03,2393,Therren Shelton-Szmidt Defensive Rebound.,47,61
6:45,2393,Edward Simpson missed Three Point Jumper.,47,61
6:45,2393,Karl Gamble Offensive Rebound.,47,61
6:42,2393,Edward Simpson made Three Point Jumper. Assisted by Karl Gamble.,50,61
6:14,2,Jared Harper missed Three Point Jumper.,50,61
6:14,2393,Edward Simpson Defensive Rebound.,50,61
5:54,2393,Therren Shelton-Szmidt missed Three Point Jumper.,50,61
5:54,2,Chuma Okeke Defensive Rebound.,50,61
5:46,2,Davion Mitchell missed Three Point Jumper.,50,61
5:46,2393,Tyrik Dixon Defensive Rebound.,50,61
5:37,2393,Nick King made Layup. Assisted by Tyrik Dixon.,52,61
5:37,2,Foul on Anfernee McLemore.,52,61
5:37,2393,Nick King made Free Throw.,53,61
5:13,2,Jared Harper Turnover.,53,61
5:13,2,Foul on Jared Harper.,53,61
4:57,2393,Brandon Walters Turnover.,53,61
4:57,2393,Foul on Brandon Walters.,53,61
4:37,2,Horace Spencer made Dunk. Assisted by Bryce Brown.,53,63
4:16,2393,Nick King Turnover.,53,63
4:15,2,Horace Spencer Steal.,53,63
3:53,2,Bryce Brown Turnover.,53,63
3:52,2393,Tyrik Dixon Steal.,53,63
3:50,2393,Tyrik Dixon made Layup.,55,63
3:27,2393,Foul on Edward Simpson.,55,63
3:27,2,Official TV Timeout,55,63
3:27,2,Jared Harper made Free Throw.,55,64
3:27,2,Jared Harper made Free Throw.,55,65
3:09,2393,Nick King missed Jumper.,55,65
3:09,2,Desean Murray Defensive Rebound.,55,65
2:43,2,Bryce Brown missed Three Point Jumper.,55,65
2:43,2,Auburn Offensive Rebound.,55,65
2:10,2,Auburn  Turnover.,55,65
1:52,2393,Karl Gamble made Three Point Jumper. Assisted by Edward Simpson.,58,65
1:34,2393,Foul on Brandon Walters.,58,65
1:34,2,Horace Spencer made Free Throw.,58,66
1:34,2,Horace Spencer made Free Throw.,58,67
1:14,2393,Nick King made Three Point Jumper. Assisted by Edward Simpson.,61,67
1:12,2393,Middle Tennessee  Timeout,61,67
1:12,2393,Foul on Tyrik Dixon.,61,67
1:12,2,Jared Harper made Free Throw.,61,68
1:12,2,Jared Harper made Free Throw.,61,69
1:00,2393,Nick King missed Jumper.,61,69
1:00,2393,Karl Gamble Offensive Rebound.,61,69
0:59,2,Foul on Mustapha Heron.,61,69
0:59,2393,Karl Gamble missed Free Throw.,61,69
0:59,2393,Middle Tennessee Deadball Team Rebound.,61,69
0:59,2393,Karl Gamble made Free Throw.,62,69
0:51,2,Auburn  Timeout,62,69
0:47,2393,Foul on Edward Simpson.,62,69
0:47,2,Mustapha Heron made Free Throw.,62,70
0:47,2,Mustapha Heron made Free Throw.,62,71
0:40,2393,Antwain Johnson made Jumper.,64,71
0:34,2,Chuma Okeke made Layup. Assisted by Bryce Brown.,64,73
0:27,2393,Antwain Johnson made Three Point Jumper.,67,73
0:21,2393,Foul on Donovan Sims.,67,73
0:21,2,Jared Harper made Free Throw.,67,74
0:21,2,Jared Harper made Free Throw.,67,75
0:17,2393,Antwain Johnson made Three Point Jumper.,70,75
0:10,2393,Foul on Karl Gamble.,70,75
0:10,2,Jared Harper made Free Throw.,70,76
0:10,2,Jared Harper missed Free Throw.,70,76
0:10,2393,James Hawthorne Defensive Rebound.,70,76
0:04,2393,Antwain Johnson missed Three Point Jumper.,70,76
0:04,2,Bryce Brown Block.,70,76
0:02,2,Mustapha Heron Defensive Rebound.,70,76
0:00,2,End of Game,70,76
