Lyndon State,Error,New Hampshire,160
4:45,160,Luke Rosinski made Free Throw.,14,51
4:28,-1,Korey Steele Turnover.,14,51
4:27,160,Luke Rosinski Steal.,14,51
4:17,160,Luke Rosinski missed Layup.,14,51
4:17,-1,Jahleel Gabriel Defensive Rebound.,14,51
4:01,-1,Korey Steele missed Three Point Jumper.,14,51
4:01,-1,Jahleel Gabriel Offensive Rebound.,14,51
3:57,-1,Jahleel Gabriel Turnover.,14,51
3:56,160,Jacoby Armstrong Steal.,14,51
3:53,-1,Foul on  .,14,51
3:53,160,Official TV Timeout,14,51
3:53,160,Jacoby Armstrong missed Free Throw.,14,51
3:53,160,New Hampshire Deadball Team Rebound.,14,51
3:53,160,Jacoby Armstrong made Free Throw.,14,52
3:33,-1,CJ Jimmy Turnover.,14,52
3:31,160,Elijah Jordan missed Three Point Jumper.,14,52
3:31,160,Darryl Stewart Offensive Rebound.,14,52
3:25,160,Elijah Jordan missed Layup.,14,52
3:25,160,Luke Rosinski Offensive Rebound.,14,52
3:21,160,Luke Rosinski missed Layup.,14,52
3:21,160,Jacoby Armstrong Offensive Rebound.,14,52
3:04,160,Jacoby Armstrong made Layup.,14,54
2:56,-1,Kendrick Mills Turnover.,14,54
2:51,160,Luke Rosinski Steal.,14,54
2:48,160,Jacoby Armstrong made Layup. Assisted by Elijah Jordan.,14,56
2:43,-1,Lyndon St  Turnover.,14,56
2:41,160,John Ogwuche Steal.,14,56
2:39,160,John Ogwuche missed Three Point Jumper.,14,56
2:39,-1,Lyndon St Defensive Rebound.,14,56
2:38,160,Foul on Elijah Jordan.,14,56
2:32,-1,CJ Jimmy Turnover.,14,56
2:08,160,John Ogwuche Turnover.,14,56
2:07,-1,Zach Knowlton Steal.,14,56
2:01,-1,Zach Knowlton Turnover.,14,56
1:46,160,John Ogwuche Turnover.,14,56
1:45,-1,Zach Knowlton Steal.,14,56
1:32,160,Foul on John Ogwuche.,14,56
1:32,-1,Kevin Love missed Free Throw.,14,56
1:32,-1,Lyndon St Deadball Team Rebound.,14,56
1:32,-1,Kevin Love missed Free Throw.,14,56
1:32,160,Keon Burns Defensive Rebound.,14,56
1:08,160,Jordan Reed made Three Point Jumper. Assisted by Luke Rosinski.,14,59
0:52,160,Foul on John Ogwuche.,14,59
0:51,-1,Kendrick Mills missed Three Point Jumper.,14,59
0:51,160,John Ogwuche Block.,14,59
0:49,-1,Foul on Kevin Love.,14,59
0:49,160,New Hampshire Offensive Rebound.,14,59
0:49,160,Luke Rosinski made Free Throw.,14,60
0:49,160,Luke Rosinski missed Free Throw.,14,60
0:49,160,Jacoby Armstrong Offensive Rebound.,14,60
0:33,160,Jordan Reed made Three Point Jumper. Assisted by John Ogwuche.,14,63
0:24,-1,Gerald Fleming Turnover.,14,63
0:07,160,Keon Burns Turnover.,14,63
0:01,-1,Jahleel Gabriel made Three Point Jumper. Assisted by Zach Knowlton.,17,63
0:00,160,End of 1st half,17,63
19:50,160,Tanner Leissner missed Three Point Jumper.,17,63
19:50,160,John Ogwuche Offensive Rebound.,17,63
19:42,160,John Ogwuche Turnover.,17,63
19:40,-1,Corey Frost Steal.,17,63
19:24,-1,missed Layup.,17,63
19:24,160,Iba Camara Defensive Rebound.,17,63
19:10,160,John Ogwuche made Three Point Jumper. Assisted by Tanner Leissner.,17,66
18:58,-1,Corey Frost Turnover.,17,66
18:42,160,John Ogwuche made Three Point Jumper. Assisted by Tanner Leissner.,17,69
18:27,-1,Darnay Gray Turnover.,17,69
18:20,160,John Ogwuche missed Three Point Jumper.,17,69
18:20,-1,Defensive Rebound.,17,69
18:02,-1,Kevin Love missed Jumper.,17,69
18:02,160,Iba Camara Defensive Rebound.,17,69
17:50,-1,Foul on Kevin Love.,17,69
17:50,160,Iba Camara made Free Throw.,17,70
17:50,160,Iba Camara made Free Throw.,17,71
17:26,-1,Corey Frost made Jumper.,19,71
17:17,160,John Ogwuche missed Three Point Jumper.,19,71
17:17,160,Tanner Leissner Offensive Rebound.,19,71
17:14,160,Tanner Leissner made Layup.,19,73
17:13,-1,Foul on Darnay Gray.,19,73
17:13,160,Tanner Leissner made Free Throw.,19,74
17:08,-1,Zach Knowlton missed Three Point Jumper.,19,74
17:08,160,Luke Rosinski Defensive Rebound.,19,74
16:51,160,Luke Rosinski Turnover.,19,74
16:50,-1,Steal.,19,74
16:36,-1,Corey Frost made Three Point Jumper. Assisted by Jahleel Gabriel.,22,74
16:19,160,Darryl Stewart Turnover.,22,74
16:17,-1,Jahleel Gabriel Steal.,22,74
16:03,-1,Zach Knowlton missed Layup.,22,74
16:03,160,Luke Rosinski Defensive Rebound.,22,74
15:55,160,Jacoby Armstrong made Dunk. Assisted by Jordan Reed.,22,76
15:42,-1,Corey Frost missed Three Point Jumper.,22,76
15:42,160,Jacoby Armstrong Defensive Rebound.,22,76
15:34,160,Luke Rosinski missed Layup.,22,76
15:34,160,Luke Rosinski Offensive Rebound.,22,76
15:31,-1,Foul on Jahleel Gabriel.,22,76
15:31,160,Official TV Timeout,22,76
15:31,160,Luke Rosinski made Free Throw.,22,77
15:31,160,Luke Rosinski missed Free Throw.,22,77
15:31,160,Jordan Reed Offensive Rebound.,22,77
15:22,160,Keon Burns missed Three Point Jumper.,22,77
15:22,160,Luke Rosinski Offensive Rebound.,22,77
15:17,-1,Foul on Jahleel Gabriel.,22,77
15:17,160,Luke Rosinski made Free Throw.,22,78
15:17,160,Luke Rosinski missed Free Throw.,22,78
15:17,-1,Gerald Fleming Defensive Rebound.,22,78
15:02,160,Foul on Keon Burns.,22,78
15:02,-1,Gerald Fleming made Free Throw.,23,78
15:02,-1,Gerald Fleming missed Free Throw.,23,78
15:02,160,Jacoby Armstrong Defensive Rebound.,23,78
14:54,160,Darryl Stewart made Jumper. Assisted by Jordan Reed.,23,80
14:41,-1,Kenan Hajdarevic Turnover.,23,80
14:40,160,Jordan Reed Steal.,23,80
14:37,160,Darryl Stewart missed Layup.,23,80
14:37,160,Jacoby Armstrong Offensive Rebound.,23,80
14:33,160,Jacoby Armstrong made Layup.,23,82
14:24,-1,Gerald Fleming missed Jumper.,23,82
14:24,160,Jacoby Armstrong Defensive Rebound.,23,82
14:12,-1,Foul on Gerald Fleming.,23,82
14:12,160,Luke Rosinski missed Free Throw.,23,82
14:12,160,New Hampshire Deadball Team Rebound.,23,82
14:12,160,Luke Rosinski made Free Throw.,23,83
14:00,-1,missed Jumper.,23,83
14:00,160,Darryl Stewart Defensive Rebound.,23,83
13:36,160,Keon Burns missed Three Point Jumper.,23,83
13:36,160,Luke Rosinski Offensive Rebound.,23,83
13:30,160,Luke Rosinski Turnover.,23,83
13:09,-1,Kendrick Mills missed Three Point Jumper.,23,83
13:09,160,Jacoby Armstrong Defensive Rebound.,23,83
12:42,160,Josh Hopkins made Jumper. Assisted by Jordan Reed.,23,85
12:18,160,Foul on Darryl Stewart.,23,85
12:07,-1,missed Three Point Jumper.,23,85
12:07,160,Darryl Stewart Defensive Rebound.,23,85
11:52,160,Jordan Reed missed Three Point Jumper.,23,85
11:52,160,Josh Hopkins Offensive Rebound.,23,85
11:46,160,Josh Hopkins missed Layup.,23,85
11:46,160,Jacoby Armstrong Offensive Rebound.,23,85
11:42,160,Jacoby Armstrong made Layup.,23,87
11:31,-1,Kendrick Mills Turnover.,23,87
11:29,160,Jacoby Armstrong Steal.,23,87
11:22,160,Darryl Stewart missed Jumper.,23,87
11:22,160,Luke Rosinski Offensive Rebound.,23,87
11:19,160,Luke Rosinski Turnover.,23,87
11:19,-1,Kenan Hajdarevic Steal.,23,87
11:19,160,Official TV Timeout,23,87
11:12,160,Foul on Darryl Stewart.,23,87
11:00,-1,Kevin Love missed Jumper.,23,87
11:00,160,Darryl Stewart Defensive Rebound.,23,87
10:45,160,Darryl Stewart missed Three Point Jumper.,23,87
10:45,160,New Hampshire Offensive Rebound.,23,87
10:41,160,Darryl Stewart missed Three Point Jumper.,23,87
10:41,160,Darryl Stewart Offensive Rebound.,23,87
10:37,160,Jordan Reed made Three Point Jumper. Assisted by Darryl Stewart.,23,90
10:05,-1,Neal Mulligan Turnover.,23,90
10:03,160,Jordan Reed Steal.,23,90
10:00,160,David Watkins made Layup. Assisted by Jordan Reed.,23,92
9:47,-1,Darnay Gray Turnover.,23,92
9:46,160,Josh Hopkins Steal.,23,92
9:27,160,Josh Hopkins missed Three Point Jumper.,23,92
9:27,160,New Hampshire Offensive Rebound.,23,92
9:22,160,Jordan Reed made Three Point Jumper. Assisted by Elijah Jordan.,23,95
9:04,-1,Darnay Gray missed Jumper.,23,95
9:04,160,Elijah Jordan Defensive Rebound.,23,95
8:39,160,Luke Rosinski missed Jumper.,23,95
8:39,160,David Watkins Offensive Rebound.,23,95
8:19,160,David Watkins made Three Point Jumper. Assisted by Elijah Jordan.,23,98
8:11,-1,Korey Steele Turnover.,23,98
8:01,160,Darryl Stewart Turnover.,23,98
8:00,-1,Kendrick Mills Steal.,23,98
8:00,160,Foul on Chris Lester.,23,98
8:00,160,Official TV Timeout,23,98
7:56,-1,Korey Steele missed Three Point Jumper.,23,98
7:56,160,Chris Lester Defensive Rebound.,23,98
7:31,160,Darryl Stewart made Three Point Jumper. Assisted by Chris Lester.,23,101
7:16,-1,Kevin Love Turnover.,23,101
7:15,160,Elijah Jordan Steal.,23,101
7:12,160,Elijah Jordan made Layup.,23,103
6:56,-1,Darnay Gray Turnover.,23,103
6:56,-1,Foul on Darnay Gray.,23,103
6:32,160,Chris Lester missed Layup.,23,103
6:32,160,Chris Lester Offensive Rebound.,23,103
6:29,160,Chris Lester made Layup.,23,105
6:13,-1,Jahleel Gabriel Turnover.,23,105
6:12,160,Chris Lester Steal.,23,105
6:10,160,Elijah Jordan made Layup. Assisted by Chris Lester.,23,107
5:58,-1,Kevin Love Turnover.,23,107
5:57,160,Chris Lester Steal.,23,107
5:57,160,New Hampshire  Timeout,23,107
5:33,160,Chris Lester made Layup. Assisted by David Watkins.,23,109
5:11,-1,Kevin Love made Layup. Assisted by Kendrick Mills.,25,109
4:40,160,Josh Hopkins missed Three Point Jumper.,25,109
4:40,160,Chris Lester Offensive Rebound.,25,109
4:15,160,Chris Lester missed Jumper.,25,109
4:15,-1,Kenan Hajdarevic Defensive Rebound.,25,109
3:58,160,Foul on Darryl Stewart.,25,109
3:58,160,Official TV Timeout,25,109
3:44,-1,CJ Jimmy Turnover.,25,109
3:43,160,Darryl Stewart Steal.,25,109
3:15,160,David Watkins made Jumper.,25,111
2:54,-1,Kendrick Mills made Layup.,27,111
2:18,160,New Hampshire  Turnover.,27,111
2:07,-1,Neal Mulligan missed Three Point Jumper.,27,111
2:07,160,Elijah Jordan Defensive Rebound.,27,111
1:34,160,Josh Hopkins Turnover.,27,111
1:22,-1,Neal Mulligan missed Three Point Jumper.,27,111
1:22,160,Josh Hopkins Defensive Rebound.,27,111
0:48,160,New Hampshire  Turnover.,27,111
0:38,-1,Jahleel Gabriel made Three Point Jumper. Assisted by Neal Mulligan.,30,111
0:13,160,David Watkins Turnover.,30,111
0:03,160,Foul on Chris Lester.,30,111
0:03,-1,CJ Jimmy missed Free Throw.,30,111
0:03,-1,Lyndon St Deadball Team Rebound.,30,111
0:03,-1,CJ Jimmy made Free Throw.,31,111
0:00,160,End of Game,31,111
