CS Fullerton,25,California,2239
15:42,25,Don Coleman missed Jumper.,45,52
15:42,2239,Arkim Robertson Block.,45,52
15:42,25,California Offensive Rebound.,45,52
15:40,25,Official TV Timeout,45,52
15:33,25,Darius McNeill missed Three Point Jumper.,45,52
15:33,25,California Deadball Team Rebound.,45,52
15:31,25,California  Turnover.,45,52
15:15,2239,Khalil Ahmad missed Three Point Jumper.,45,52
15:15,25,Justice Sueing Defensive Rebound.,45,52
15:02,25,Darius McNeill Turnover.,45,52
14:44,2239,Jackson Rowe Turnover.,45,52
14:29,25,Darius McNeill missed Three Point Jumper.,45,52
14:29,2239,Jackson Rowe Defensive Rebound.,45,52
14:15,2239,Khalil Ahmad missed Three Point Jumper.,45,52
14:15,2239,Jackson Rowe Offensive Rebound.,45,52
14:11,2239,Jackson Rowe missed Jumper.,45,52
14:10,25,Justice Sueing Block.,45,52
14:09,25,Darius McNeill Defensive Rebound.,45,52
14:04,25,Darius McNeill made Layup.,45,54
13:56,2239,CSU Fullerton  Timeout,45,54
13:46,25,Foul on Marcus Lee.,45,54
13:42,2239,Austen Awosika made Jumper. Assisted by Jamal Smith.,47,54
13:24,25,Marcus Lee made Dunk. Assisted by Justice Sueing.,47,56
13:17,2239,Jackson Rowe Turnover.,47,56
13:16,25,Don Coleman Steal.,47,56
13:14,25,Don Coleman missed Layup.,47,56
13:14,2239,Arkim Robertson Defensive Rebound.,47,56
13:11,25,Foul on Nick Hamilton.,47,56
12:57,2239,Austen Awosika missed Layup.,47,56
12:57,25,Marcus Lee Block.,47,56
12:55,25,Darius McNeill Defensive Rebound.,47,56
12:46,25,Foul on Cole Welle.,47,56
12:46,25,Cole Welle Turnover.,47,56
12:28,2239,Kyle Allman missed Three Point Jumper.,47,56
12:28,2239,Arkim Robertson Offensive Rebound.,47,56
12:23,2239,Jamal Smith made Three Point Jumper. Assisted by Austen Awosika.,50,56
12:04,25,Justice Sueing Turnover.,50,56
12:02,2239,Khalil Ahmad Steal.,50,56
11:55,25,Foul on Darius McNeill.,50,56
11:55,25,Official TV Timeout,50,56
11:55,2239,Austen Awosika made Free Throw.,51,56
11:55,2239,Austen Awosika made Free Throw.,52,56
11:46,2239,Foul on Arkim Robertson.,52,56
11:37,25,Justice Sueing missed Three Point Jumper.,52,56
11:37,2239,Kyle Allman Defensive Rebound.,52,56
11:28,2239,Khalil Ahmad missed Three Point Jumper.,52,56
11:28,25,Marcus Lee Defensive Rebound.,52,56
11:08,2239,Foul on Arkim Robertson.,52,56
11:08,25,Marcus Lee missed Free Throw.,52,56
11:08,25,California Deadball Team Rebound.,52,56
11:08,25,Marcus Lee missed Free Throw.,52,56
11:08,2239,Jackson Rowe Defensive Rebound.,52,56
10:52,2239,Jamal Smith made Layup.,54,56
10:52,25,Foul on Marcus Lee.,54,56
10:52,2239,Jamal Smith made Free Throw.,55,56
10:31,25,Darius McNeill missed Three Point Jumper.,55,56
10:31,2239,Austen Awosika Defensive Rebound.,55,56
10:20,2239,Austen Awosika Turnover.,55,56
10:18,25,Juhwan Harris-Dyson Steal.,55,56
10:15,25,Don Coleman missed Layup.,55,56
10:15,2239,Jamal Smith Defensive Rebound.,55,56
10:09,2239,Jamal Smith Turnover.,55,56
10:07,25,Darius McNeill Steal.,55,56
10:04,25,Darius McNeill made Jumper.,55,58
10:04,25,California  Timeout,55,58
9:35,2239,Austen Awosika missed Jumper.,55,58
9:35,25,Marcus Lee Block.,55,58
9:32,2239,Jackson Rowe Offensive Rebound.,55,58
9:30,2239,CSU Fullerton  Turnover.,55,58
9:13,25,Marcus Lee Turnover.,55,58
9:11,2239,Jackson Rowe Steal.,55,58
9:01,2239,Kyle Allman made Jumper. Assisted by Jamal Smith.,57,58
9:01,25,Foul on Juhwan Harris-Dyson.,57,58
9:01,2239,Kyle Allman made Free Throw.,58,58
8:39,25,Marcus Lee Turnover.,58,58
8:38,2239,Kyle Allman Steal.,58,58
8:32,2239,Kyle Allman made Layup.,60,58
8:24,25,Darius McNeill Turnover.,60,58
8:24,25,Foul on Darius McNeill.,60,58
7:57,2239,Khalil Ahmad Turnover.,60,58
7:55,25,Darius McNeill Steal.,60,58
7:53,25,Don Coleman made Layup. Assisted by Darius McNeill.,60,60
7:53,2239,Foul on Kyle Allman.,60,60
7:53,25,Official TV Timeout,60,60
7:53,25,Don Coleman missed Free Throw.,60,60
7:53,2239,Arkim Robertson Defensive Rebound.,60,60
7:43,2239,Khalil Ahmad missed Jumper.,60,60
7:43,25,Darius McNeill Defensive Rebound.,60,60
7:17,25,Justice Sueing made Jumper. Assisted by Darius McNeill.,60,62
6:53,2239,Arkim Robertson made Layup. Assisted by Jackson Rowe.,62,62
6:30,2239,Foul on Jamal Smith.,62,62
6:30,25,Justice Sueing made Free Throw.,62,63
6:30,25,Justice Sueing made Free Throw.,62,64
6:19,2239,Jamal Smith missed Jumper.,62,64
6:19,2239,Jamal Smith Offensive Rebound.,62,64
6:09,2239,Khalil Ahmad missed Layup.,62,64
6:09,25,Darius McNeill Defensive Rebound.,62,64
5:47,25,Don Coleman Turnover.,62,64
5:43,25,Foul on Darius McNeill.,62,64
5:43,2239,Austen Awosika made Free Throw.,63,64
5:43,2239,Austen Awosika made Free Throw.,64,64
5:27,25,California  Timeout,64,64
5:17,25,Don Coleman missed Three Point Jumper.,64,64
5:17,2239,Jamal Smith Defensive Rebound.,64,64
5:04,2239,Daniel Venzant made Three Point Jumper. Assisted by Jamal Smith.,67,64
4:47,25,Darius McNeill missed Jumper.,67,64
4:47,25,Marcus Lee Offensive Rebound.,67,64
4:45,2239,Foul on Arkim Robertson.,67,64
4:45,25,Marcus Lee made Free Throw.,67,65
4:45,25,Marcus Lee missed Free Throw.,67,65
4:45,2239,Jackson Rowe Defensive Rebound.,67,65
4:28,2239,Khalil Ahmad made Layup.,69,65
4:13,2239,Foul on Jamal Smith.,69,65
4:13,25,Darius McNeill made Free Throw.,69,66
4:13,25,Darius McNeill missed Free Throw.,69,66
4:13,2239,Khalil Ahmad Defensive Rebound.,69,66
3:53,2239,Khalil Ahmad made Three Point Jumper.,72,66
3:39,25,Don Coleman made Three Point Jumper. Assisted by Darius McNeill.,72,69
3:17,2239,Khalil Ahmad missed Three Point Jumper.,72,69
3:17,2239,Jackson Rowe Offensive Rebound.,72,69
3:00,2239,Khalil Ahmad missed Three Point Jumper.,72,69
3:00,25,Marcus Lee Defensive Rebound.,72,69
2:40,25,Darius McNeill made Jumper.,72,71
2:39,25,Official TV Timeout,72,71
2:25,2239,Kyle Allman made Layup.,74,71
2:24,2239,CSU Fullerton  Timeout,74,71
2:07,25,Don Coleman made Three Point Jumper. Assisted by Justice Sueing.,74,74
2:07,2239,Foul on Daniel Venzant.,74,74
2:07,25,Don Coleman made Free Throw.,74,75
1:52,2239,Kyle Allman missed Layup.,74,75
1:52,25,Marcus Lee Block.,74,75
1:48,25,Kingsley Okoroh Defensive Rebound.,74,75
1:31,25,Don Coleman missed Jumper.,74,75
1:31,25,Justice Sueing Offensive Rebound.,74,75
1:05,2239,Foul on Khalil Ahmad.,74,75
1:05,25,Marcus Lee made Free Throw.,74,76
1:05,25,Marcus Lee made Free Throw.,74,77
0:54,25,Foul on Kingsley Okoroh.,74,77
0:54,2239,Kyle Allman missed Free Throw.,74,77
0:54,2239,CSU Fullerton Deadball Team Rebound.,74,77
0:54,2239,Kyle Allman made Free Throw.,75,77
0:28,2239,Foul on Khalil Ahmad.,75,77
0:28,25,Don Coleman made Free Throw.,75,78
0:28,25,Don Coleman made Free Throw.,75,79
0:18,2239,Kyle Allman made Three Point Jumper. Assisted by Jamal Smith.,78,79
0:17,2239,CSU Fullerton  Timeout,78,79
0:14,2239,Foul on Austen Awosika.,78,79
0:14,25,Darius McNeill made Free Throw.,78,80
0:14,25,Darius McNeill missed Free Throw.,78,80
0:14,2239,Jackson Rowe Defensive Rebound.,78,80
0:01,2239,Daniel Venzant made Jumper.,80,80
0:00,25,End of 2nd half,80,80
4:48,25,Don Coleman missed Layup.,80,80
4:48,25,Marcus Lee Offensive Rebound.,80,80
4:45,25,Marcus Lee made Dunk.,80,82
4:21,2239,Daniel Venzant missed Jumper.,80,82
4:21,25,Marcus Lee Defensive Rebound.,80,82
4:06,25,Darius McNeill missed Layup.,80,82
4:06,2239,Jamal Smith Defensive Rebound.,80,82
3:59,2239,Kyle Allman missed Jumper.,80,82
3:59,25,Justice Sueing Defensive Rebound.,80,82
3:35,25,Don Coleman missed Three Point Jumper.,80,82
3:35,25,California Deadball Team Rebound.,80,82
3:32,2239,Foul on Jamal Smith.,80,82
3:32,25,Justice Sueing made Free Throw.,80,83
3:32,25,Justice Sueing missed Free Throw.,80,83
3:32,25,Don Coleman Offensive Rebound.,80,83
3:31,2239,Foul on Jackson Rowe.,80,83
3:31,25,Don Coleman made Free Throw.,80,84
3:31,25,Don Coleman made Free Throw.,80,85
3:18,2239,Kyle Allman Turnover.,80,85
3:15,2239,Foul on Jackson Rowe.,80,85
3:15,25,Nick Hamilton made Free Throw.,80,86
3:15,2239,CSU Fullerton  Timeout,80,86
3:15,25,Nick Hamilton made Free Throw.,80,87
2:55,2239,Khalil Ahmad missed Three Point Jumper.,80,87
2:55,2239,Jackson Rowe Offensive Rebound.,80,87
2:52,25,Foul on Justice Sueing.,80,87
2:52,2239,Jackson Rowe made Free Throw.,81,87
2:52,2239,Jackson Rowe made Free Throw.,82,87
2:26,25,Don Coleman Turnover.,82,87
2:22,2239,Khalil Ahmad Steal.,82,87
2:20,2239,Kyle Allman made Layup. Assisted by Daniel Venzant.,84,87
1:51,25,Don Coleman missed Three Point Jumper.,84,87
1:51,25,Don Coleman Offensive Rebound.,84,87
1:47,25,Don Coleman made Layup.,84,89
1:27,2239,Khalil Ahmad Turnover.,84,89
1:26,25,Justice Sueing Steal.,84,89
1:23,25,Darius McNeill Turnover.,84,89
1:23,2239,Austen Awosika Steal.,84,89
1:11,2239,Austen Awosika missed Jumper.,84,89
1:11,2239,Austen Awosika Offensive Rebound.,84,89
1:08,25,Foul on Marcus Lee.,84,89
1:08,2239,Austen Awosika made Free Throw.,85,89
1:08,2239,Austen Awosika made Free Throw.,86,89
0:43,25,Don Coleman missed Jumper.,86,89
0:43,25,Marcus Lee Offensive Rebound.,86,89
0:41,25,Marcus Lee made Two Point Tip Shot.,86,91
0:31,2239,Kyle Allman missed Three Point Jumper.,86,91
0:31,25,California Defensive Rebound.,86,91
0:28,2239,Foul on Austen Awosika.,86,91
0:28,25,Don Coleman missed Free Throw.,86,91
0:28,25,California Deadball Team Rebound.,86,91
0:28,25,Don Coleman made Free Throw.,86,92
0:21,2239,Daniel Venzant made Jumper.,88,92
0:21,2239,Foul on Daniel Venzant.,88,92
0:21,25,Don Coleman made Free Throw.,88,93
0:21,25,Don Coleman made Free Throw.,88,94
0:16,25,Foul on Marcus Lee.,88,94
0:16,2239,Austen Awosika missed Free Throw.,88,94
0:16,2239,CSU Fullerton Deadball Team Rebound.,88,94
0:16,2239,Austen Awosika made Free Throw.,89,94
0:16,2239,Foul on Daniel Venzant.,89,94
0:16,25,Don Coleman made Free Throw.,89,95
0:16,25,Don Coleman missed Free Throw.,89,95
0:16,2239,Jackson Rowe Defensive Rebound.,89,95
0:11,2239,Khalil Ahmad missed Three Point Jumper.,89,95
0:11,25,Nick Hamilton Defensive Rebound.,89,95
0:00,25,End of Game,89,95
