Indiana,87,Notre Dame,84
2:51,87,Bonzie Colson made Free Throw.,55,63
2:30,84,Juwan Morgan made Jumper.,57,63
2:01,87,TJ Gibbs made Layup. Assisted by Matt Farrell.,57,65
1:49,87,Foul on TJ Gibbs.,57,65
1:49,84,Juwan Morgan made Free Throw.,58,65
1:49,84,Juwan Morgan missed Free Throw.,58,65
1:49,84,Zach McRoberts Offensive Rebound.,58,65
1:35,84,Juwan Morgan made Layup. Assisted by Robert Johnson.,60,65
1:35,87,Foul on Martinas Geben.,60,65
1:35,84,Juwan Morgan made Free Throw.,61,65
1:05,87,TJ Gibbs missed Layup.,61,65
1:05,84,Robert Johnson Defensive Rebound.,61,65
0:51,87,Foul on Bonzie Colson.,61,65
0:51,84,Juwan Morgan made Free Throw.,62,65
0:51,84,Juwan Morgan made Free Throw.,63,65
0:47,87,Notre Dame  Timeout,63,65
0:28,87,Rex Pflueger missed Jumper.,63,65
0:28,84,Juwan Morgan Defensive Rebound.,63,65
0:21,84,Indiana  Timeout,63,65
0:13,84,Juwan Morgan made Layup.,65,65
0:01,84,Foul on Collin Hartman.,65,65
0:01,84,Indiana  Timeout,65,65
0:01,87,Austin Torres missed Free Throw.,65,65
0:01,87,Notre Dame Deadball Team Rebound.,65,65
0:01,87,Austin Torres missed Free Throw.,65,65
0:01,87,Bonzie Colson Offensive Rebound.,65,65
0:00,87,End of 2nd half,65,65
4:38,84,Juwan Morgan made Jumper.,67,65
4:26,87,Bonzie Colson Turnover.,67,65
4:04,84,Juwan Morgan missed Jumper.,67,65
4:04,87,Bonzie Colson Defensive Rebound.,67,65
3:54,87,Matt Farrell made Jumper.,67,67
3:33,84,Foul on Juwan Morgan.,67,67
3:33,84,Juwan Morgan Turnover.,67,67
3:09,87,TJ Gibbs Turnover.,67,67
2:50,84,Juwan Morgan Turnover.,67,67
2:49,87,Bonzie Colson Steal.,67,67
2:40,87,Bonzie Colson made Jumper.,67,69
2:40,84,Foul on Juwan Morgan.,67,69
2:40,87,Bonzie Colson missed Free Throw.,67,69
2:40,84,Juwan Morgan Defensive Rebound.,67,69
2:33,84,Devonte Green missed Jumper.,67,69
2:33,87,Bonzie Colson Defensive Rebound.,67,69
2:29,84,Foul on Devonte Green.,67,69
2:29,87,Bonzie Colson made Free Throw.,67,70
2:29,87,Bonzie Colson made Free Throw.,67,71
2:21,87,Foul on Martinas Geben.,67,71
2:21,84,Juwan Morgan made Free Throw.,68,71
2:21,84,Juwan Morgan made Free Throw.,69,71
1:58,87,Bonzie Colson made Jumper.,69,73
1:47,84,Robert Johnson Turnover.,69,73
1:29,87,Bonzie Colson Turnover.,69,73
1:16,84,Devonte Green made Three Point Jumper. Assisted by Robert Johnson.,72,73
0:50,84,Foul on Collin Hartman.,72,73
0:50,87,Matt Farrell made Free Throw.,72,74
0:50,87,Matt Farrell made Free Throw.,72,75
0:50,87,Notre Dame  Timeout,72,75
0:50,87,Official TV Timeout,72,75
0:34,84,De'Ron Davis made Layup.,74,75
0:20,84,Foul on Devonte Green.,74,75
0:20,87,TJ Gibbs made Free Throw.,74,76
0:20,87,TJ Gibbs made Free Throw.,74,77
0:18,84,Indiana  Timeout,74,77
0:11,84,Juwan Morgan made Layup.,76,77
0:11,87,Foul on Matt Farrell.,76,77
0:11,84,Juwan Morgan missed Free Throw.,76,77
0:11,84,Zach McRoberts Offensive Rebound.,76,77
0:08,84,Juwan Morgan made Dunk. Assisted by Zach McRoberts.,78,77
0:05,87,Matt Farrell missed Three Point Jumper.,78,77
0:04,84,Robert Johnson Block.,78,77
0:03,84,Devonte Green Defensive Rebound.,78,77
0:02,87,Foul on Rex Pflueger.,78,77
0:02,87,Notre Dame  Timeout,78,77
0:02,84,Devonte Green made Free Throw.,79,77
0:02,84,Devonte Green made Free Throw.,80,77
0:01,87,Bonzie Colson missed Three Point Jumper.,80,77
0:00,87,Notre Dame Offensive Rebound.,80,77
0:00,87,End of Game,80,77
