Fairleigh Dickinson,2885,NJIT,161
7:05,2885,Mohamed Bendary Block.,21,23
7:04,2885,NJIT Defensive Rebound.,21,23
6:48,2885,Anthony Tarke made Jumper.,21,25
6:23,2885,Foul on Mohamed Bendary.,21,25
6:23,161,Darian Anderson made Free Throw.,22,25
6:23,161,Darian Anderson made Free Throw.,23,25
6:10,2885,Shyquan Gibbs missed Three Point Jumper.,23,25
6:10,2885,Abdul Lewis Offensive Rebound.,23,25
6:06,2885,Abdul Lewis Turnover.,23,25
5:50,161,Darian Anderson made Layup.,25,25
5:31,161,Foul on Noah Morgan.,25,25
5:31,2885,Anthony Tarke missed Free Throw.,25,25
5:31,2885,NJIT Deadball Team Rebound.,25,25
5:31,2885,Anthony Tarke made Free Throw.,25,26
5:07,161,Darian Anderson missed Three Point Jumper.,25,26
5:07,2885,Anthony Tarke Defensive Rebound.,25,26
4:47,2885,Zach Cooks missed Three Point Jumper.,25,26
4:47,161,Noah Morgan Defensive Rebound.,25,26
4:38,161,Darnell Edge missed Three Point Jumper.,25,26
4:38,2885,Diandre Wilson Defensive Rebound.,25,26
4:30,2885,Anthony Tarke missed Layup.,25,26
4:30,161,Darian Anderson Defensive Rebound.,25,26
4:25,161,Darian Anderson Turnover.,25,26
4:23,2885,Zach Cooks Steal.,25,26
4:21,2885,Zach Cooks made Layup.,25,28
4:08,161,Noah Morgan missed Three Point Jumper.,25,28
4:08,2885,Diandre Wilson Defensive Rebound.,25,28
3:57,2885,Official TV Timeout,25,28
3:57,2885,Diandre Wilson Turnover.,25,28
3:56,161,Noah Morgan Steal.,25,28
3:46,161,Darnell Edge missed Layup.,25,28
3:46,2885,NJIT Defensive Rebound.,25,28
3:18,161,Foul on Darian Anderson.,25,28
3:18,2885,Diandre Wilson made Free Throw.,25,29
3:18,2885,Diandre Wilson missed Free Throw.,25,29
3:18,161,Kaleb Bishop Defensive Rebound.,25,29
3:08,161,Jahlil Jenkins Turnover.,25,29
3:08,2885,Zach Cooks Steal.,25,29
2:53,161,Foul on Kaleb Bishop.,25,29
2:53,2885,Abdul Lewis made Free Throw.,25,30
2:53,2885,Abdul Lewis missed Free Throw.,25,30
2:53,161,Kaleb Bishop Defensive Rebound.,25,30
2:21,161,Fairleigh Dickinson  Turnover.,25,30
2:11,2885,Anthony Tarke Turnover.,25,30
1:41,161,Kaleb Bishop made Layup.,27,30
1:41,2885,Foul on Abdul Lewis.,27,30
1:41,161,Kaleb Bishop missed Free Throw.,27,30
1:41,2885,Anthony Tarke Defensive Rebound.,27,30
1:15,2885,Abdul Lewis missed Three Point Jumper.,27,30
1:15,161,Fairleigh Dickinson Defensive Rebound.,27,30
1:01,161,Kaleb Bishop Turnover.,27,30
0:51,2885,Mohamed Bendary Turnover.,27,30
0:51,2885,Foul on Mohamed Bendary.,27,30
0:33,161,Jahlil Jenkins missed Jumper.,27,30
0:33,161,Kaleb Bishop Offensive Rebound.,27,30
0:31,161,Kaleb Bishop made Dunk.,29,30
0:04,2885,Zach Cooks made Layup.,29,32
0:00,2885,End of 1st half,29,32
19:39,2885,Anthony Tarke missed Three Point Jumper.,29,32
19:39,2885,Diandre Wilson Offensive Rebound.,29,32
19:33,2885,Anthony Tarke missed Three Point Jumper.,29,32
19:33,161,Mike Holloway Jr. Defensive Rebound.,29,32
19:13,161,Darnell Edge missed Jumper.,29,32
19:13,161,Noah Morgan Offensive Rebound.,29,32
19:09,161,Noah Morgan made Layup.,31,32
18:50,2885,Diandre Wilson missed Layup.,31,32
18:50,2885,Abdul Lewis Offensive Rebound.,31,32
18:47,2885,Abdul Lewis made Layup.,31,34
18:29,161,Mike Holloway Jr. missed Layup.,31,34
18:29,2885,Abdul Lewis Defensive Rebound.,31,34
18:09,2885,Anthony Tarke Turnover.,31,34
18:07,161,Noah Morgan Steal.,31,34
18:04,161,Darnell Edge made Jumper. Assisted by Darian Anderson.,33,34
17:44,2885,Diandre Wilson made Layup.,33,36
17:44,161,Foul on Darian Anderson.,33,36
17:44,2885,Diandre Wilson made Free Throw.,33,37
17:27,161,Noah Morgan missed Layup.,33,37
17:27,2885,Abdul Lewis Defensive Rebound.,33,37
17:21,2885,Anthony Tarke Turnover.,33,37
16:55,161,Darnell Edge missed Three Point Jumper.,33,37
16:55,2885,Reilly Walsh Defensive Rebound.,33,37
16:44,2885,Abdul Lewis Turnover.,33,37
16:44,2885,Foul on Abdul Lewis.,33,37
16:25,161,Jahlil Jenkins made Three Point Jumper. Assisted by Darian Anderson.,36,37
15:59,2885,Diandre Wilson made Jumper.,36,39
15:50,161,Darian Anderson Turnover.,36,39
15:50,2885,Official TV Timeout,36,39
15:39,2885,San Antonio Brinson missed Layup.,36,39
15:39,161,Mike Holloway Jr. Defensive Rebound.,36,39
15:27,161,Noah Morgan missed Three Point Jumper.,36,39
15:27,2885,Reilly Walsh Defensive Rebound.,36,39
15:21,161,Foul on Noah Morgan.,36,39
15:04,2885,Anthony Tarke made Layup.,36,41
14:40,161,Mike Holloway Jr. missed Jumper.,36,41
14:40,2885,NJIT Defensive Rebound.,36,41
14:10,2885,Abdul Lewis missed Layup.,36,41
14:10,161,Noah Morgan Defensive Rebound.,36,41
13:56,161,Jahlil Jenkins made Three Point Jumper.,39,41
13:37,2885,Abdul Lewis made Layup.,39,43
13:24,161,Mike Holloway Jr. made Layup. Assisted by Jahlil Jenkins.,41,43
13:24,2885,Foul on Anthony Tarke.,41,43
13:24,161,Mike Holloway Jr. made Free Throw.,42,43
13:11,161,Foul on Dondre Rhoden.,42,43
13:01,2885,Abdul Lewis made Layup. Assisted by Shawndale Jones.,42,45
12:44,161,Darnell Edge made Jumper.,44,45
12:14,2885,Anthony Tarke missed Layup.,44,45
12:14,2885,Anthony Tarke Offensive Rebound.,44,45
12:09,2885,Shawndale Jones missed Jumper.,44,45
12:09,161,Fairleigh Dickinson Defensive Rebound.,44,45
11:56,161,Jahlil Jenkins made Layup.,46,45
11:42,2885,Abdul Lewis made Layup. Assisted by Shawndale Jones.,46,47
11:42,161,Foul on Malik Miller.,46,47
11:42,2885,Official TV Timeout,46,47
11:42,2885,Abdul Lewis made Free Throw.,46,48
11:27,161,Noah Morgan made Jumper. Assisted by Darian Anderson.,48,48
11:09,161,Foul on Malik Miller.,48,48
11:05,2885,Anthony Tarke Turnover.,48,48
10:51,161,Noah Morgan missed Jumper.,48,48
10:51,2885,Anthony Tarke Block.,48,48
10:50,2885,Diandre Wilson Defensive Rebound.,48,48
10:45,161,Foul on Noah Morgan.,48,48
10:45,2885,Anthony Tarke made Free Throw.,48,49
10:45,2885,Anthony Tarke made Free Throw.,48,50
10:28,161,Mike Holloway Jr. made Dunk. Assisted by Jahlil Jenkins.,50,50
10:05,2885,Anthony Tarke made Layup.,50,52
9:45,161,Mike Holloway Jr. missed Layup.,50,52
9:45,2885,Diandre Wilson Defensive Rebound.,50,52
9:22,2885,Abdul Lewis missed Layup.,50,52
9:22,161,Mike Holloway Jr. Defensive Rebound.,50,52
9:02,161,Mike Holloway Jr. Turnover.,50,52
9:01,2885,Anthony Tarke Steal.,50,52
8:56,2885,Anthony Tarke Turnover.,50,52
8:55,161,Jahlil Jenkins Steal.,50,52
8:49,161,Pat McNamara made Layup. Assisted by Jahlil Jenkins.,52,52
8:23,2885,Diandre Wilson missed Three Point Jumper.,52,52
8:23,2885,Abdul Lewis Offensive Rebound.,52,52
8:14,2885,Diandre Wilson made Layup. Assisted by Reilly Walsh.,52,54
7:59,161,Mike Holloway Jr. Turnover.,52,54
7:57,2885,Official TV Timeout,52,54
7:34,2885,Zach Cooks Turnover.,52,54
7:32,161,Darian Anderson Steal.,52,54
7:29,161,Kaleb Bishop Turnover.,52,54
7:28,2885,Zach Cooks Steal.,52,54
7:27,2885,Zach Cooks made Layup.,52,56
7:13,161,Darnell Edge made Jumper.,54,56
6:48,2885,Abdul Lewis missed Layup.,54,56
6:48,161,Darian Anderson Block.,54,56
6:47,161,Darian Anderson Defensive Rebound.,54,56
6:25,161,Darian Anderson made Layup.,56,56
6:00,2885,Anthony Tarke made Three Point Jumper. Assisted by Shyquan Gibbs.,56,59
5:38,161,Darian Anderson made Jumper.,58,59
5:16,2885,Abdul Lewis made Jumper. Assisted by Anthony Tarke.,58,61
4:59,161,Darnell Edge made Three Point Jumper.,61,61
4:33,2885,Abdul Lewis Turnover.,61,61
4:13,161,Darian Anderson missed Three Point Jumper.,61,61
4:13,161,Fairleigh Dickinson Deadball Team Rebound.,61,61
4:11,2885,Foul on Abdul Lewis.,61,61
4:10,161,Mike Holloway Jr. made Dunk. Assisted by Jahlil Jenkins.,63,61
3:49,2885,Anthony Tarke missed Three Point Jumper.,63,61
3:49,161,Jahlil Jenkins Defensive Rebound.,63,61
3:44,161,Darnell Edge made Layup. Assisted by Jahlil Jenkins.,65,61
3:44,2885,Foul on Shyquan Gibbs.,65,61
3:44,2885,Official TV Timeout,65,61
3:44,161,Darnell Edge missed Free Throw.,65,61
3:44,2885,Abdul Lewis Defensive Rebound.,65,61
3:26,2885,Diandre Wilson made Three Point Jumper. Assisted by Zach Cooks.,65,64
3:06,2885,Foul on Zach Cooks.,65,64
3:06,161,Darian Anderson made Free Throw.,66,64
3:06,161,Darian Anderson missed Free Throw.,66,64
3:06,2885,Diandre Wilson Defensive Rebound.,66,64
2:44,2885,Anthony Tarke missed Layup.,66,64
2:44,2885,Shawndale Jones Offensive Rebound.,66,64
2:41,2885,Shawndale Jones made Layup.,66,66
2:16,2885,Foul on Anthony Tarke.,66,66
2:16,2885,Foul on Diandre Wilson.,66,66
2:16,161,Darian Anderson missed Free Throw.,66,66
2:16,2885,Diandre Wilson Defensive Rebound.,66,66
1:57,2885,Anthony Tarke missed Three Point Jumper.,66,66
1:57,161,Darian Anderson Defensive Rebound.,66,66
1:50,161,Darian Anderson made Layup.,68,66
1:26,2885,Shawndale Jones made Three Point Jumper.,68,69
1:25,161,Foul on Noah Morgan.,68,69
1:25,2885,Shawndale Jones missed Free Throw.,68,69
1:25,161,Mike Holloway Jr. Defensive Rebound.,68,69
1:11,161,Darian Anderson missed Layup.,68,69
1:11,2885,Diandre Wilson Block.,68,69
1:11,161,Fairleigh Dickinson Offensive Rebound.,68,69
1:00,161,Jahlil Jenkins Turnover.,68,69
0:58,2885,Anthony Tarke Steal.,68,69
0:43,2885,NJIT  Timeout,68,69
0:39,2885,Diandre Wilson Turnover.,68,69
0:39,161,Jahlil Jenkins Steal.,68,69
0:24,161,Darian Anderson missed Jumper.,68,69
0:24,2885,Zach Cooks Defensive Rebound.,68,69
0:22,2885,NJIT  Timeout,68,69
0:22,2885,NJIT  Timeout,68,69
0:21,161,Foul on Jahlil Jenkins.,68,69
0:21,161,Fairleigh Dickinson  Timeout,68,69
0:21,2885,Zach Cooks made Free Throw.,68,70
0:21,2885,Zach Cooks made Free Throw.,68,71
0:14,161,Jahlil Jenkins missed Three Point Jumper.,68,71
0:14,2885,Zach Cooks Block.,68,71
0:11,2885,Anthony Tarke Defensive Rebound.,68,71
0:11,161,Foul on Jahlil Jenkins.,68,71
0:11,2885,Anthony Tarke missed Free Throw.,68,71
0:11,161,Mike Holloway Jr. Defensive Rebound.,68,71
0:10,161,Fairleigh Dickinson  Timeout,68,71
0:03,2885,San Antonio Brinson missed Three Point Jumper.,68,71
0:01,2885,Mohamed Bendary Offensive Rebound.,68,71
0:00,2885,End of Game,68,71
