Oklahoma,2724,Wichita State,201
11:01,2724,Landry Shamet made Free Throw.,27,22
10:53,201,Trae Young missed Jumper.,27,22
10:53,2724,Darral Willis Jr. Defensive Rebound.,27,22
10:36,201,Foul on Khadeem Lattin.,27,22
10:36,2724,Darral Willis Jr. missed Free Throw.,27,22
10:36,2724,Wichita State Deadball Team Rebound.,27,22
10:36,2724,Darral Willis Jr. made Free Throw.,27,23
10:25,201,Ty Lazenby Turnover.,27,23
10:25,2724,Samajae Haynes-Jones Steal.,27,23
10:19,201,Foul on Ty Lazenby.,27,23
10:19,2724,Samajae Haynes-Jones missed Free Throw.,27,23
10:19,2724,Wichita State Deadball Team Rebound.,27,23
10:19,2724,Samajae Haynes-Jones made Free Throw.,27,24
10:13,201,Kameron McGusty made Jumper. Assisted by Trae Young.,29,24
9:58,201,Foul on Khadeem Lattin.,29,24
9:58,2724,Darral Willis Jr. made Free Throw.,29,25
9:58,2724,Darral Willis Jr. made Free Throw.,29,26
9:45,201,Kameron McGusty missed Three Point Jumper.,29,26
9:45,2724,Darral Willis Jr. Defensive Rebound.,29,26
9:36,2724,Samajae Haynes-Jones missed Layup.,29,26
9:36,201,Jamuni McNeace Block.,29,26
9:36,201,Jamuni McNeace Defensive Rebound.,29,26
9:29,201,Brady Manek made Layup. Assisted by Trae Young.,31,26
9:08,2724,Zach Brown Turnover.,31,26
8:51,201,Brady Manek made Three Point Jumper. Assisted by Jamuni McNeace.,34,26
8:31,2724,Darral Willis Jr. missed Jumper.,34,26
8:31,2724,Rashard Kelly Offensive Rebound.,34,26
8:12,2724,Shaquille Morris missed Jumper.,34,26
8:12,201,Christian James Defensive Rebound.,34,26
7:59,201,Jamuni McNeace missed Jumper.,34,26
7:59,2724,Darral Willis Jr. Defensive Rebound.,34,26
7:50,201,Foul on Brady Manek.,34,26
7:50,2724,Official TV Timeout,34,26
7:42,2724,Rauno Nurger missed Layup.,34,26
7:42,201,Christian James Defensive Rebound.,34,26
7:29,201,Jamuni McNeace missed Dunk.,34,26
7:29,2724,Shaquille Morris Defensive Rebound.,34,26
7:17,2724,Shaquille Morris made Layup. Assisted by Rauno Nurger.,34,28
7:02,201,Brady Manek made Three Point Jumper. Assisted by Jordan Shepherd.,37,28
6:41,2724,Rauno Nurger made Jumper. Assisted by Conner Frankamp.,37,30
6:30,201,Brady Manek missed Three Point Jumper.,37,30
6:30,2724,Conner Frankamp Defensive Rebound.,37,30
6:10,2724,Rauno Nurger missed Layup.,37,30
6:10,201,Jamuni McNeace Block.,37,30
6:10,201,Rashard Odomes Defensive Rebound.,37,30
6:04,201,Christian James missed Three Point Jumper.,37,30
6:04,201,Rashard Odomes Offensive Rebound.,37,30
5:59,201,Jordan Shepherd missed Three Point Jumper.,37,30
5:59,2724,Landry Shamet Defensive Rebound.,37,30
5:50,2724,Shaquille Morris missed Layup.,37,30
5:50,2724,Rashard Kelly Offensive Rebound.,37,30
5:50,2724,Rashard Kelly made Two Point Tip Shot.,37,32
5:32,201,Brady Manek made Three Point Jumper. Assisted by Jordan Shepherd.,40,32
5:09,2724,Shaquille Morris missed Jumper.,40,32
5:09,201,Jamuni McNeace Defensive Rebound.,40,32
4:51,201,Jordan Shepherd missed Three Point Jumper.,40,32
4:51,201,Rashard Odomes Offensive Rebound.,40,32
4:51,2724,Foul on Rauno Nurger.,40,32
4:51,201,Rashard Odomes missed Free Throw.,40,32
4:51,201,Oklahoma Deadball Team Rebound.,40,32
4:51,201,Rashard Odomes missed Free Throw.,40,32
4:51,2724,Landry Shamet Defensive Rebound.,40,32
4:38,201,Foul on Rashard Odomes.,40,32
4:30,2724,Landry Shamet missed Jumper.,40,32
4:30,201,Jamuni McNeace Block.,40,32
4:30,201,Jamuni McNeace Defensive Rebound.,40,32
4:23,201,Trae Young missed Layup.,40,32
4:23,201,Oklahoma Offensive Rebound.,40,32
4:23,2724,Foul on Darral Willis Jr..,40,32
4:07,201,Trae Young made Three Point Jumper.,43,32
3:51,2724,Conner Frankamp missed Jumper.,43,32
3:51,201,Christian James Defensive Rebound.,43,32
3:33,201,Jamuni McNeace missed Layup.,43,32
3:33,2724,Darral Willis Jr. Defensive Rebound.,43,32
3:25,201,Foul on Matt Freeman.,43,32
3:25,2724,Official TV Timeout,43,32
3:25,2724,Landry Shamet made Free Throw.,43,33
3:25,2724,Landry Shamet made Free Throw.,43,34
3:20,201,Christian James missed Three Point Jumper.,43,34
3:20,2724,Shaquille Morris Defensive Rebound.,43,34
3:08,2724,Landry Shamet missed Three Point Jumper.,43,34
3:08,201,Trae Young Defensive Rebound.,43,34
3:00,2724,Foul on Zach Brown.,43,34
3:00,201,Trae Young made Free Throw.,44,34
3:00,201,Trae Young made Free Throw.,45,34
2:45,2724,Conner Frankamp missed Three Point Jumper.,45,34
2:45,201,Trae Young Defensive Rebound.,45,34
2:37,201,Christian James missed Layup.,45,34
2:37,2724,Shaquille Morris Block.,45,34
2:37,2724,Austin Reaves Defensive Rebound.,45,34
2:31,2724,Austin Reaves missed Three Point Jumper.,45,34
2:31,201,Brady Manek Defensive Rebound.,45,34
2:25,201,Christian James made Layup.,47,34
2:08,2724,Shaquille Morris missed Layup.,47,34
2:08,201,Hannes Polla Defensive Rebound.,47,34
1:43,201,Kameron McGusty made Three Point Jumper. Assisted by Trae Young.,50,34
1:27,2724,Austin Reaves made Three Point Jumper. Assisted by Landry Shamet.,50,37
1:16,201,Kameron McGusty made Jumper.,52,37
1:03,2724,Landry Shamet missed Layup.,52,37
1:03,201,Trae Young Defensive Rebound.,52,37
0:56,201,Oklahoma  Timeout,52,37
0:44,201,Brady Manek missed Three Point Jumper.,52,37
0:44,201,Christian James Offensive Rebound.,52,37
0:44,201,Christian James made Two Point Tip Shot.,54,37
0:26,2724,Rauno Nurger made Layup. Assisted by Landry Shamet.,54,39
0:05,201,Christian James missed Three Point Jumper.,54,39
0:05,2724,Rauno Nurger Defensive Rebound.,54,39
0:00,2724,End of 1st half,54,39
20:00,201,Jump Ball won by Oklahoma,54,39
19:47,201,Khadeem Lattin missed Layup.,54,39
19:47,201,Khadeem Lattin Offensive Rebound.,54,39
19:38,201,Khadeem Lattin missed Jumper.,54,39
19:38,2724,Darral Willis Jr. Defensive Rebound.,54,39
19:25,2724,Conner Frankamp missed Three Point Jumper.,54,39
19:25,201,Khadeem Lattin Defensive Rebound.,54,39
19:11,2724,Foul on Landry Shamet.,54,39
19:05,201,Khadeem Lattin missed Layup.,54,39
19:05,2724,Shaquille Morris Block.,54,39
19:05,2724,Darral Willis Jr. Defensive Rebound.,54,39
18:57,2724,Shaquille Morris missed Layup.,54,39
18:57,201,Brady Manek Block.,54,39
18:57,201,Christian James Defensive Rebound.,54,39
18:37,201,Khadeem Lattin Turnover.,54,39
18:37,2724,Rashard Kelly Steal.,54,39
18:37,2724,Darral Willis Jr. missed Layup.,54,39
18:37,2724,Landry Shamet Offensive Rebound.,54,39
18:37,201,Foul on Khadeem Lattin.,54,39
18:37,2724,Darral Willis Jr. made Free Throw.,54,40
18:37,2724,Darral Willis Jr. made Free Throw.,54,41
18:22,201,Jamuni McNeace missed Dunk.,54,41
18:22,2724,Landry Shamet Defensive Rebound.,54,41
18:02,2724,Landry Shamet Turnover.,54,41
18:02,201,Christian James Steal.,54,41
18:02,2724,Foul on Landry Shamet.,54,41
18:02,201,Trae Young made Free Throw.,55,41
18:02,201,Trae Young made Free Throw.,56,41
17:54,2724,Conner Frankamp made Jumper.,56,43
17:43,201,Trae Young missed Three Point Jumper.,56,43
17:43,2724,Darral Willis Jr. Defensive Rebound.,56,43
17:31,2724,Darral Willis Jr. missed Three Point Jumper.,56,43
17:31,2724,Darral Willis Jr. Offensive Rebound.,56,43
17:30,201,Foul on Jamuni McNeace.,56,43
17:30,2724,Darral Willis Jr. made Free Throw.,56,44
17:30,2724,Darral Willis Jr. made Free Throw.,56,45
17:08,201,Brady Manek missed Three Point Jumper.,56,45
17:08,2724,Rauno Nurger Defensive Rebound.,56,45
16:57,2724,Darral Willis Jr. made Dunk. Assisted by Conner Frankamp.,56,47
16:48,201,Oklahoma  Timeout,56,47
16:36,201,Brady Manek made Dunk.,58,47
16:13,2724,Darral Willis Jr. made Three Point Jumper. Assisted by Conner Frankamp.,58,50
15:58,201,Trae Young made Layup.,60,50
15:42,2724,Darral Willis Jr. missed Jumper.,60,50
15:42,201,Jamuni McNeace Defensive Rebound.,60,50
15:14,201,Brady Manek missed Three Point Jumper.,60,50
15:14,2724,Rauno Nurger Defensive Rebound.,60,50
15:03,2724,Zach Brown missed Three Point Jumper.,60,50
15:03,201,Brady Manek Defensive Rebound.,60,50
14:56,201,Rashard Odomes made Dunk. Assisted by Trae Young.,62,50
14:32,2724,Rauno Nurger missed Layup.,62,50
14:32,201,Jamuni McNeace Defensive Rebound.,62,50
14:21,201,Trae Young made Jumper.,64,50
14:02,201,Foul on Trae Young.,64,50
14:02,2724,Official TV Timeout,64,50
14:02,2724,Conner Frankamp made Free Throw.,64,51
14:02,2724,Conner Frankamp made Free Throw.,64,52
14:02,2724,Conner Frankamp made Free Throw.,64,53
13:53,201,Kameron McGusty made Three Point Jumper. Assisted by Matt Freeman.,67,53
13:46,2724,Zach Brown Turnover.,67,53
13:46,201,Kameron McGusty Steal.,67,53
13:29,201,Trae Young Turnover.,67,53
13:15,2724,Samajae Haynes-Jones missed Jumper.,67,53
13:15,201,Jamuni McNeace Block.,67,53
13:15,201,Jamuni McNeace Defensive Rebound.,67,53
13:00,201,Matt Freeman missed Three Point Jumper.,67,53
13:00,2724,Rauno Nurger Defensive Rebound.,67,53
12:49,2724,Landry Shamet made Layup. Assisted by Shaquille Morris.,67,55
12:35,201,Kameron McGusty missed Three Point Jumper.,67,55
12:35,2724,Shaquille Morris Defensive Rebound.,67,55
12:27,2724,Landry Shamet missed Three Point Jumper.,67,55
12:27,2724,Zach Brown Offensive Rebound.,67,55
12:21,2724,Samajae Haynes-Jones missed Three Point Jumper.,67,55
12:21,201,Jordan Shepherd Defensive Rebound.,67,55
12:07,201,Trae Young missed Layup.,67,55
12:07,201,Jamuni McNeace Offensive Rebound.,67,55
12:00,201,Trae Young missed Three Point Jumper.,67,55
12:00,2724,Landry Shamet Defensive Rebound.,67,55
11:47,201,Foul on Trae Young.,67,55
11:47,2724,Official TV Timeout,67,55
11:36,2724,Samajae Haynes-Jones missed Layup.,67,55
11:36,201,Jordan Shepherd Defensive Rebound.,67,55
11:32,201,Jordan Shepherd made Layup.,69,55
11:32,2724,Foul on Conner Frankamp.,69,55
11:32,201,Jordan Shepherd made Free Throw.,70,55
11:15,2724,Shaquille Morris made Dunk. Assisted by Zach Brown.,70,57
11:04,201,Kameron McGusty missed Three Point Jumper.,70,57
11:04,2724,Shaquille Morris Defensive Rebound.,70,57
10:49,2724,Shaquille Morris missed Three Point Jumper.,70,57
10:49,201,Kameron McGusty Defensive Rebound.,70,57
10:32,201,Matt Freeman missed Three Point Jumper.,70,57
10:32,201,Khadeem Lattin Offensive Rebound.,70,57
10:32,201,Khadeem Lattin missed Two Point Tip Shot.,70,57
10:32,2724,Conner Frankamp Defensive Rebound.,70,57
10:21,2724,Conner Frankamp missed Jumper.,70,57
10:21,2724,Wichita State Offensive Rebound.,70,57
10:21,201,Foul on Matt Freeman.,70,57
10:11,2724,Austin Reaves missed Three Point Jumper.,70,57
10:11,201,Jamuni McNeace Defensive Rebound.,70,57
9:45,2724,Foul on Rauno Nurger.,70,57
9:45,201,Christian James made Free Throw.,71,57
9:45,201,Christian James made Free Throw.,72,57
9:34,2724,Landry Shamet made Layup.,72,59
9:19,201,Kameron McGusty missed Layup.,72,59
9:19,2724,Rauno Nurger Defensive Rebound.,72,59
9:08,2724,Landry Shamet Turnover.,72,59
9:03,201,Brady Manek made Three Point Jumper. Assisted by Christian James.,75,59
8:48,2724,Landry Shamet missed Three Point Jumper.,75,59
8:48,2724,Rauno Nurger Offensive Rebound.,75,59
8:48,2724,Jump Ball won by Wichita State,75,59
8:32,2724,Rauno Nurger missed Jumper.,75,59
8:32,201,Jamuni McNeace Defensive Rebound.,75,59
8:18,201,Jamuni McNeace made Layup. Assisted by Trae Young.,77,59
8:07,2724,Landry Shamet made Jumper.,77,61
7:47,201,Brady Manek missed Three Point Jumper.,77,61
7:47,2724,Darral Willis Jr. Defensive Rebound.,77,61
7:37,2724,Landry Shamet made Layup.,77,63
7:09,201,Christian James made Three Point Jumper. Assisted by Trae Young.,80,63
6:56,2724,Darral Willis Jr. made Layup. Assisted by Landry Shamet.,80,65
6:56,201,Foul on Jamuni McNeace.,80,65
6:56,2724,Official TV Timeout,80,65
6:56,2724,Darral Willis Jr. missed Free Throw.,80,65
6:56,201,Khadeem Lattin Defensive Rebound.,80,65
6:27,201,Trae Young missed Layup.,80,65
6:27,2724,Shaquille Morris Block.,80,65
6:27,201,Oklahoma Offensive Rebound.,80,65
6:20,201,Trae Young missed Three Point Jumper.,80,65
6:20,2724,Darral Willis Jr. Defensive Rebound.,80,65
6:13,2724,Landry Shamet Turnover.,80,65
6:13,201,Christian James Steal.,80,65
5:57,201,Brady Manek missed Three Point Jumper.,80,65
5:57,2724,Zach Brown Defensive Rebound.,80,65
5:40,201,Foul on Christian James.,80,65
5:40,2724,Shaquille Morris made Free Throw.,80,66
5:40,2724,Shaquille Morris made Free Throw.,80,67
5:36,201,Oklahoma  Timeout,80,67
5:31,201,Christian James missed Three Point Jumper.,80,67
5:31,2724,Shaquille Morris Defensive Rebound.,80,67
5:04,2724,Landry Shamet Turnover.,80,67
5:04,201,Jordan Shepherd Steal.,80,67
4:39,2724,Foul on Darral Willis Jr..,80,67
4:29,201,Trae Young missed Three Point Jumper.,80,67
4:29,2724,Austin Reaves Defensive Rebound.,80,67
4:17,2724,Darral Willis Jr. made Layup. Assisted by Landry Shamet.,80,69
3:54,201,Trae Young Turnover.,80,69
3:54,2724,Darral Willis Jr. Steal.,80,69
3:51,2724,Darral Willis Jr. Turnover.,80,69
3:51,201,Jordan Shepherd Steal.,80,69
3:25,201,Trae Young missed Layup.,80,69
3:25,201,Khadeem Lattin Offensive Rebound.,80,69
3:21,2724,Foul on Shaquille Morris.,80,69
3:21,2724,Official TV Timeout,80,69
3:21,201,Khadeem Lattin missed Free Throw.,80,69
3:21,201,Oklahoma Deadball Team Rebound.,80,69
3:21,201,Khadeem Lattin missed Free Throw.,80,69
3:21,2724,Rashard Kelly Defensive Rebound.,80,69
2:56,2724,Rashard Kelly made Jumper. Assisted by Zach Brown.,80,71
2:26,201,Trae Young missed Three Point Jumper.,80,71
2:26,201,Christian James Offensive Rebound.,80,71
2:02,201,Trae Young Turnover.,80,71
1:46,2724,Rashard Kelly missed Three Point Jumper.,80,71
1:46,201,Oklahoma Defensive Rebound.,80,71
1:27,201,Trae Young Turnover.,80,71
1:27,2724,Austin Reaves Steal.,80,71
1:19,2724,Austin Reaves missed Three Point Jumper.,80,71
1:19,201,Matt Freeman Defensive Rebound.,80,71
1:19,2724,Foul on Rashard Kelly.,80,71
1:19,201,Matt Freeman made Free Throw.,81,71
1:19,201,Matt Freeman made Free Throw.,82,71
1:09,2724,Conner Frankamp missed Three Point Jumper.,82,71
1:09,2724,Austin Reaves Offensive Rebound.,82,71
1:05,2724,Austin Reaves made Three Point Jumper.,82,74
0:55,2724,Foul on Rashard Kelly.,82,74
0:55,201,Jordan Shepherd made Free Throw.,83,74
0:55,201,Jordan Shepherd made Free Throw.,84,74
0:51,201,Foul on Jordan Shepherd.,84,74
0:51,2724,Landry Shamet missed Free Throw.,84,74
0:51,2724,Wichita State Deadball Team Rebound.,84,74
0:51,2724,Landry Shamet made Free Throw.,84,75
0:48,201,Christian James Turnover.,84,75
0:41,2724,Conner Frankamp made Three Point Jumper. Assisted by Shaquille Morris.,84,78
0:38,2724,Wichita State  Timeout,84,78
0:37,2724,Foul on Conner Frankamp.,84,78
0:37,201,Christian James made Free Throw.,85,78
0:37,201,Christian James made Free Throw.,86,78
0:31,2724,Conner Frankamp missed Three Point Jumper.,86,78
0:31,201,Christian James Defensive Rebound.,86,78
0:31,2724,Foul on Austin Reaves.,86,78
0:31,201,Christian James made Free Throw.,87,78
0:31,201,Christian James made Free Throw.,88,78
0:23,2724,Landry Shamet missed Three Point Jumper.,88,78
0:23,201,Jordan Shepherd Defensive Rebound.,88,78
0:22,2724,Foul on Austin Reaves.,88,78
0:22,201,Jordan Shepherd missed Free Throw.,88,78
0:22,201,Oklahoma Deadball Team Rebound.,88,78
0:22,201,Jordan Shepherd made Free Throw.,89,78
0:16,2724,Conner Frankamp made Layup.,89,80
0:10,2724,Foul on Landry Shamet.,89,80
0:10,201,Trae Young made Free Throw.,90,80
0:10,201,Trae Young made Free Throw.,91,80
0:06,2724,Landry Shamet made Three Point Jumper.,91,83
0:00,2724,End of Game,91,83
