IUPUI,265,Washington State,85
13:12,265,Robert Franks made Layup.,4,10
13:12,265,Malachi Flynn Offensive Rebound.,4,8
13:12,85,Jaylen Minnett Steal.,4,10
11:25,265,Carter Skaggs made Three Point Jumper. Assisted by Robert Franks.,4,13
11:25,85,Aaron Brennan missed Three Point Jumper.,4,13
11:25,265,Drick Bernstine Defensive Rebound.,4,13
11:06,85,Jaylen Minnett missed Three Point Jumper.,4,13
11:06,265,Robert Franks Defensive Rebound.,4,13
10:59,265,Robert Franks missed Three Point Jumper.,4,13
10:59,85,Jaylen Minnett Offensive Rebound.,4,13
10:49,85,Ron Patterson made Layup.,6,13
10:32,265,Carter Skaggs missed Three Point Jumper.,6,13
10:32,85,Jaylen Minnett Defensive Rebound.,6,13
10:15,85,Elyjah Goss made Layup.,8,13
10:10,265,Viont'e Daniels made Three Point Jumper. Assisted by Robert Franks.,8,16
9:44,85,Ron Patterson missed Jumper.,8,16
9:44,85,Maurice Kirby Offensive Rebound.,8,16
9:33,85,Maurice Kirby made Layup.,10,16
9:13,265,Davante Cooper Defensive Rebound.,10,16
8:57,85,Jaylen Minnett missed Three Point Jumper.,10,16
8:57,265,Drick Bernstine Defensive Rebound.,10,16
8:52,265,Foul on Jeff Pollard.,10,16
8:52,265,Jeff Pollard Turnover.,10,16
8:37,85,Jaylen Minnett Turnover.,10,16
8:35,265,Drick Bernstine Steal.,10,16
7:52,265,Jeff Pollard made Layup.,10,18
7:33,85,Evan Hall missed Layup.,10,18
7:33,265,Drick Bernstine Defensive Rebound.,10,18
7:24,265,Jeff Pollard made Layup. Assisted by Drick Bernstine.,10,20
7:04,85,Evan Hall made Layup.,12,20
6:48,265,Viont'e Daniels made Layup.,12,22
6:35,85,Ron Patterson missed Three Point Jumper.,12,22
6:26,85,Ron Patterson made Three Point Jumper. Assisted by Ron Patterson.,15,22
6:17,265,Jeff Pollard made Layup. Assisted by Milan Acquaah.,15,24
6:09,85,Ron Patterson made Three Point Jumper. Assisted by T.J. Henderson.,18,24
5:55,265,Jeff Pollard missed Jumper.,18,24
5:55,85,Ron Patterson Defensive Rebound.,18,24
5:47,265,Foul on Milan Acquaah.,18,24
5:43,85,Ron Patterson made Three Point Jumper. Assisted by D.J. McCall.,21,24
5:24,265,Malachi Flynn Turnover.,21,24
5:20,265,Washington State  Timeout,21,24
5:08,85,Aaron Brennan made Layup.,23,24
4:54,265,Robert Franks missed Layup.,23,24
4:54,85,Nick Rogers Defensive Rebound.,23,24
4:30,85,Ron Patterson missed Three Point Jumper.,23,24
4:30,265,Drick Bernstine Defensive Rebound.,23,24
4:20,265,Drick Bernstine missed Layup.,23,24
4:20,85,Aaron Brennan Block.,23,24
4:20,85,Ron Patterson Defensive Rebound.,23,24
4:15,85,Nick Rogers missed Layup.,23,24
4:15,265,Kwinton Hinson Defensive Rebound.,23,24
4:07,85,Foul on Ron Patterson.,23,24
3:47,265,Malachi Flynn made Jumper.,23,26
3:29,85,Aaron Brennan missed Three Point Jumper.,23,26
3:29,85,T.J. Henderson Offensive Rebound.,23,26
3:22,85,Nick Rogers missed Layup.,23,26
3:22,265,Robert Franks Defensive Rebound.,23,26
3:16,265,Foul on Robert Franks.,23,26
3:16,265,Robert Franks Turnover.,23,26
3:16,265,Official TV Timeout,23,26
3:10,85,T.J. Henderson missed Three Point Jumper.,23,26
3:10,265,Drick Bernstine Defensive Rebound.,23,26
2:59,85,Foul on Nick Rogers.,23,26
2:54,265,Robert Franks made Layup. Assisted by Drick Bernstine.,23,28
2:27,85,Aaron Brennan Turnover.,23,28
2:26,265,Malachi Flynn Steal.,23,28
2:24,265,Viont'e Daniels made Layup. Assisted by Malachi Flynn.,23,30
2:19,85,IUPUI  Timeout,23,30
1:34,85,Elyjah Goss made Three Point Jumper. Assisted by T.J. Henderson.,26,30
1:17,265,Malachi Flynn made Three Point Jumper.,26,33
1:03,85,Elyjah Goss Turnover.,26,33
1:01,265,Malachi Flynn Steal.,26,33
0:59,265,Drick Bernstine missed Layup.,26,33
0:59,85,T.J. Henderson Defensive Rebound.,26,33
0:53,85,Elyjah Goss made Dunk. Assisted by T.J. Henderson.,28,33
0:41,265,Malachi Flynn made Three Point Jumper.,28,36
0:12,85,T.J. Henderson missed Layup.,28,36
0:12,265,Drick Bernstine Defensive Rebound.,28,36
0:07,265,Drick Bernstine Turnover.,28,36
0:05,85,T.J. Henderson Steal.,28,36
0:03,85,Elyjah Goss made Layup.,30,36
0:00,265,Malachi Flynn missed Three Point Jumper.,30,36
0:00,85,IUPUI Defensive Rebound.,30,36
0:00,265,End of 1st half,33,35
19:43,85,Evan Hall Turnover.,30,36
19:43,265,Malachi Flynn Steal.,30,36
19:28,85,Foul on Evan Hall.,30,36
19:28,265,Kwinton Hinson missed Free Throw.,30,36
19:28,265,Washington State Deadball Team Rebound.,30,36
19:28,265,Kwinton Hinson made Free Throw.,30,37
19:28,85,Aaron Brennan made Layup.,32,37
19:21,85,Nick Rogers Turnover.,32,37
19:20,265,Kwinton Hinson Steal.,32,37
18:50,265,Kwinton Hinson made Layup. Assisted by KJ Langston.,32,39
18:20,265,Drick Bernstine missed Layup.,32,39
18:20,85,Aaron Brennan Block.,32,39
18:20,85,D.J. McCall Defensive Rebound.,32,39
18:17,85,Ron Patterson made Three Point Jumper. Assisted by Nick Rogers.,35,39
17:48,265,Viont'e Daniels made Jumper.,35,41
17:33,265,Foul on Drick Bernstine.,35,41
17:23,85,Ron Patterson missed Three Point Jumper.,35,41
17:23,85,Evan Hall Offensive Rebound.,35,41
17:17,85,Evan Hall missed Layup.,35,41
17:17,265,Drick Bernstine Block.,35,41
17:17,265,Viont'e Daniels Defensive Rebound.,35,41
17:08,265,Drick Bernstine made Layup. Assisted by Malachi Flynn.,35,43
16:43,85,D.J. McCall missed Jumper.,35,43
16:43,265,Robert Franks Defensive Rebound.,35,43
16:33,85,Foul on Aaron Brennan.,35,43
16:33,265,Malachi Flynn made Free Throw.,35,44
16:33,265,Malachi Flynn made Free Throw.,35,45
16:08,85,Maurice Kirby missed Jumper.,35,45
16:08,265,Malachi Flynn Defensive Rebound.,35,45
15:57,265,Viont'e Daniels made Three Point Jumper. Assisted by Drick Bernstine.,35,48
15:34,85,D.J. McCall made Three Point Jumper. Assisted by Aaron Brennan.,38,48
15:19,85,Foul on D.J. McCall.,38,48
15:19,265,Official TV Timeout,38,48
15:01,265,Malachi Flynn Turnover.,38,48
14:55,85,Foul on Jaylen Minnett.,38,48
14:55,85,Jaylen Minnett Turnover.,38,48
14:40,265,Malachi Flynn Turnover.,38,48
14:22,85,Elyjah Goss missed Layup.,38,48
14:22,265,Malachi Flynn Block.,38,48
14:22,85,Elyjah Goss Offensive Rebound.,38,48
14:15,85,Maurice Kirby missed Layup.,38,48
14:15,265,Kwinton Hinson Defensive Rebound.,38,48
13:59,265,Kwinton Hinson missed Jumper.,38,48
13:59,265,Jeff Pollard Offensive Rebound.,38,48
13:56,265,Jeff Pollard made Layup.,38,50
13:39,85,T.J. Henderson missed Jumper.,38,50
13:39,265,Kwinton Hinson Defensive Rebound.,38,50
13:21,265,Kwinton Hinson made Three Point Jumper. Assisted by Viont'e Daniels.,38,53
13:18,85,IUPUI  Timeout,38,53
12:56,85,Maurice Kirby missed Jumper.,38,53
12:56,265,Kwinton Hinson Defensive Rebound.,38,53
12:36,265,Kwinton Hinson missed Three Point Jumper.,38,53
12:36,85,Maurice Kirby Defensive Rebound.,38,53
12:29,265,Foul on Kwinton Hinson.,38,53
12:13,85,Nick Rogers missed Layup.,38,53
12:13,265,Robert Franks Defensive Rebound.,38,53
12:07,265,Viont'e Daniels made Three Point Jumper. Assisted by Robert Franks.,38,56
11:35,85,Jaylen Minnett made Three Point Jumper. Assisted by Nick Rogers.,41,56
11:05,265,Milan Acquaah missed Layup.,41,56
11:05,85,Maurice Kirby Defensive Rebound.,41,56
11:00,265,Official TV Timeout,41,56
10:59,85,Nick Rogers Turnover.,41,56
10:39,265,Jeff Pollard missed Layup.,41,56
10:39,85,Maurice Kirby Defensive Rebound.,41,56
10:32,85,T.J. Henderson made Three Point Jumper. Assisted by Jaylen Minnett.,44,56
10:19,265,Malachi Flynn missed Three Point Jumper.,44,56
10:19,265,Jeff Pollard Offensive Rebound.,44,56
10:13,265,Robert Franks made Layup. Assisted by Jeff Pollard.,44,58
9:56,85,T.J. Henderson missed Three Point Jumper.,44,58
9:56,85,Maurice Kirby Offensive Rebound.,44,58
9:50,265,Foul on Robert Franks.,44,58
9:50,85,T.J. Henderson missed Free Throw.,44,58
9:50,85,IUPUI Deadball Team Rebound.,44,58
9:50,85,T.J. Henderson made Free Throw.,45,58
9:27,265,Malachi Flynn made Three Point Jumper. Assisted by Drick Bernstine.,45,61
9:00,85,Evan Hall missed Layup.,45,61
9:00,265,Drick Bernstine Block.,45,61
9:00,265,Robert Franks Defensive Rebound.,45,61
8:52,265,Drick Bernstine made Layup. Assisted by Malachi Flynn.,45,63
8:52,85,Foul on T.J. Henderson.,45,63
8:52,265,Drick Bernstine made Free Throw.,45,64
8:30,85,Jaylen Minnett missed Jumper.,45,64
8:30,85,Elyjah Goss Offensive Rebound.,45,64
8:25,85,Elyjah Goss missed Jumper.,45,64
8:25,265,Robert Franks Defensive Rebound.,45,64
8:25,85,Elyjah Goss missed Jumper.,45,64
8:18,265,Robert Franks missed Three Point Jumper.,45,64
8:18,85,Nick Rogers Defensive Rebound.,45,64
8:02,85,T.J. Henderson made Three Point Jumper.,48,64
7:33,265,Malachi Flynn missed Jumper.,48,64
7:33,85,Nick Rogers Defensive Rebound.,48,64
7:27,85,Nick Rogers Turnover.,48,64
7:27,265,Official TV Timeout,48,64
7:07,265,Robert Franks missed Three Point Jumper.,48,64
7:07,85,Evan Hall Defensive Rebound.,48,64
6:48,85,Nick Rogers missed Layup.,48,64
6:48,85,Nick Rogers Offensive Rebound.,48,64
6:45,265,Foul on Malachi Flynn.,48,64
6:25,85,Aaron Brennan made Jumper. Assisted by D.J. McCall.,50,64
6:14,265,Drick Bernstine Turnover.,50,64
6:13,85,D.J. McCall Steal.,50,64
6:13,85,D.J. McCall Steal.,50,64
6:04,265,Foul on Carter Skaggs.,50,64
6:02,85,Ron Patterson made Three Point Jumper. Assisted by Nick Rogers.,53,64
5:44,265,Malachi Flynn missed Three Point Jumper.,53,64
5:44,85,Ron Patterson Defensive Rebound.,53,64
5:33,85,D.J. McCall missed Three Point Jumper.,53,64
5:33,265,Drick Bernstine Defensive Rebound.,53,64
5:14,265,Jeff Pollard made Layup. Assisted by Viont'e Daniels.,53,66
4:55,85,D.J. McCall missed Layup.,53,66
4:55,265,Jeff Pollard Block.,53,66
4:55,265,Drick Bernstine Defensive Rebound.,53,66
4:50,265,Drick Bernstine Turnover.,53,66
4:48,85,Aaron Brennan Steal.,53,66
4:46,85,Ron Patterson missed Three Point Jumper.,53,66
4:46,265,Kwinton Hinson Defensive Rebound.,53,66
4:40,265,Kwinton Hinson Turnover.,53,66
4:34,85,Nick Rogers made Jumper.,55,66
4:19,265,Malachi Flynn made Layup.,55,68
3:53,85,Nick Rogers missed Jumper.,55,68
3:53,265,Drick Bernstine Defensive Rebound.,55,68
3:37,265,Official TV Timeout,55,68
3:20,265,Kwinton Hinson Turnover.,55,68
3:08,85,Ron Patterson missed Three Point Jumper.,55,68
3:08,265,Viont'e Daniels Defensive Rebound.,55,68
2:42,265,Jeff Pollard missed Three Point Jumper.,55,68
2:42,85,Ron Patterson Defensive Rebound.,55,68
2:27,85,Aaron Brennan missed Three Point Jumper.,55,68
2:27,265,Drick Bernstine Defensive Rebound.,55,68
1:56,265,Malachi Flynn missed Three Point Jumper.,55,68
1:56,85,IUPUI Defensive Rebound.,55,68
1:46,85,Aaron Brennan missed Three Point Jumper.,55,68
1:46,85,Ron Patterson Offensive Rebound.,55,68
1:43,85,Ron Patterson made Layup.,57,68
1:43,85,IUPUI  Timeout,57,68
1:30,265,Malachi Flynn Turnover.,57,68
1:21,85,T.J. Henderson missed Layup.,57,68
1:21,265,Jeff Pollard Block.,57,68
1:21,85,IUPUI Offensive Rebound.,57,68
1:16,85,T.J. Henderson missed Three Point Jumper.,57,68
1:16,265,Malachi Flynn Defensive Rebound.,57,68
0:53,265,Jeff Pollard made Layup. Assisted by Viont'e Daniels.,57,70
0:45,85,T.J. Henderson made Layup.,59,70
0:43,85,Foul on T.J. Henderson.,59,70
0:42,85,Foul on Ron Patterson.,59,70
0:42,265,Malachi Flynn made Free Throw.,59,71
0:42,265,Malachi Flynn made Free Throw.,59,72
0:36,85,T.J. Henderson missed Layup.,59,72
0:36,265,Drick Bernstine Defensive Rebound.,59,72
0:01,265,Washington State  Turnover.,59,72
0:00,265,End of 2nd half,59,72
0:00,265,End of Game,59,72
