Stetson,2870,Fort Wayne,56
14:37,56,Luke Doyle missed Three Point Jumper.,9,10
14:37,2870,Bryson Scott Defensive Rebound.,9,10
14:22,2870,Bryson Scott made Jumper.,9,12
14:09,56,Abayomi Iyiola made Jumper. Assisted by Leo Goodman.,11,12
13:46,2870,Jordon King made Jumper.,11,14
13:26,56,Leo Goodman Turnover.,11,14
13:17,2870,John Konchar made Three Point Jumper.,11,17
13:04,56,Abayomi Iyiola missed Jumper.,11,17
13:04,2870,Jax Levitch Defensive Rebound.,11,17
12:49,2870,Kason Harrell Turnover.,11,17
12:43,2870,Foul on Kason Harrell.,11,17
12:39,56,Abayomi Iyiola made Layup. Assisted by B.J. Glasford.,13,17
12:19,56,Foul on Angel Rivera.,13,17
12:19,2870,Bryson Scott made Free Throw.,13,18
12:19,2870,Bryson Scott made Free Throw.,13,19
12:10,2870,Foul on Matt Weir.,13,19
11:54,56,Kenny Aninye made Three Point Jumper. Assisted by Angel Rivera.,16,19
11:39,56,Foul on Kenny Aninye.,16,19
11:39,2870,Official TV Timeout,16,19
11:23,2870,Matt Weir Turnover.,16,19
11:04,2870,Foul on Jax Levitch.,16,19
11:01,56,Christiaan Jones made Three Point Jumper.,19,19
10:50,2870,Matt Weir missed Layup.,19,19
10:50,56,Kenny Aninye Defensive Rebound.,19,19
10:39,2870,Foul on Jordon King.,19,19
10:39,56,Abayomi Iyiola made Free Throw.,20,19
10:39,56,Abayomi Iyiola missed Free Throw.,20,19
10:39,2870,John Konchar Defensive Rebound.,20,19
10:25,2870,Xzavier Taylor made Layup. Assisted by Bryson Scott.,20,21
10:25,56,Foul on Christiaan Jones.,20,21
10:25,2870,Xzavier Taylor made Free Throw.,20,22
10:12,56,Angel Rivera missed Three Point Jumper.,20,22
10:12,2870,Bryson Scott Defensive Rebound.,20,22
9:59,2870,Bryson Scott made Jumper.,20,24
9:38,56,Luke Doyle Turnover.,20,24
9:37,2870,Bryson Scott Steal.,20,24
9:34,2870,Bryson Scott missed Layup.,20,24
9:34,56,B.J. Glasford Block.,20,24
9:32,56,Abayomi Iyiola Defensive Rebound.,20,24
9:21,56,Abayomi Iyiola made Jumper.,22,24
8:59,2870,John Konchar made Three Point Jumper. Assisted by Jordon King.,22,27
8:29,56,B.J. Glasford missed Jumper.,22,27
8:29,2870,Xzavier Taylor Defensive Rebound.,22,27
8:26,56,Foul on Angel Rivera.,22,27
8:26,2870,Xzavier Taylor missed Free Throw.,22,27
8:26,56,Divine Myles Defensive Rebound.,22,27
8:19,56,Luke Doyle missed Three Point Jumper.,22,27
8:19,2870,Xzavier Taylor Defensive Rebound.,22,27
8:09,2870,Bryson Scott missed Three Point Jumper.,22,27
8:09,2870,Xzavier Taylor Offensive Rebound.,22,27
7:55,2870,Matt Weir missed Three Point Jumper.,22,27
7:55,56,Abayomi Iyiola Defensive Rebound.,22,27
7:47,56,Luke Doyle missed Jumper.,22,27
7:47,2870,Jairus Stevens Defensive Rebound.,22,27
7:24,2870,Jairus Stevens missed Layup.,22,27
7:24,56,B.J. Glasford Defensive Rebound.,22,27
7:18,56,B.J. Glasford made Layup.,24,27
7:16,2870,Fort Wayne  Timeout,24,27
7:16,2870,Official TV Timeout,24,27
7:02,2870,Jordon King Turnover.,24,27
6:50,56,Keith Matthews Turnover.,24,27
6:48,2870,Matt Weir Steal.,24,27
6:43,2870,Jairus Stevens missed Jumper.,24,27
6:43,2870,Dylan Carl Offensive Rebound.,24,27
6:40,2870,Dylan Carl made Two Point Tip Shot.,24,29
6:27,56,Abayomi Iyiola missed Jumper.,24,29
6:27,2870,Jairus Stevens Defensive Rebound.,24,29
6:16,2870,John Konchar made Layup. Assisted by Matt Weir.,24,31
6:07,56,Stetson  Timeout,24,31
5:56,56,Divine Myles made Jumper.,26,31
5:47,2870,Matt Weir made Jumper.,26,33
5:33,56,Divine Myles made Layup.,28,33
5:17,56,Foul on Larry Dennis.,28,33
5:17,2870,Jairus Stevens made Free Throw.,28,34
5:17,2870,Jairus Stevens made Free Throw.,28,35
5:09,56,Divine Myles made Jumper.,30,35
4:53,56,Foul on Abayomi Iyiola.,30,35
4:53,2870,Dylan Carl missed Free Throw.,30,35
4:53,56,Keith Matthews Defensive Rebound.,30,35
4:41,56,Christiaan Jones Turnover.,30,35
4:40,2870,Bryson Scott Steal.,30,35
4:33,2870,Bryson Scott missed Layup.,30,35
4:33,56,Abayomi Iyiola Block.,30,35
4:31,2870,Bryson Scott Offensive Rebound.,30,35
4:30,2870,Bryson Scott missed Layup.,30,35
4:30,56,Christiaan Jones Defensive Rebound.,30,35
4:25,56,Christiaan Jones made Layup.,32,35
4:25,2870,Foul on Jordon King.,32,35
4:25,56,Christiaan Jones missed Free Throw.,32,35
4:25,56,Leo Goodman Offensive Rebound.,32,35
4:23,56,Leo Goodman missed Layup.,32,35
4:23,2870,John Konchar Block.,32,35
4:21,2870,Jairus Stevens Defensive Rebound.,32,35
4:10,2870,Jairus Stevens missed Three Point Jumper.,32,35
4:10,56,Abayomi Iyiola Defensive Rebound.,32,35
4:04,56,Abayomi Iyiola made Layup.,34,35
3:47,2870,Bryson Scott missed Three Point Jumper.,34,35
3:47,56,Christiaan Jones Defensive Rebound.,34,35
3:38,56,Abayomi Iyiola made Jumper. Assisted by Keith Matthews.,36,35
3:26,56,Foul on Keith Matthews.,36,35
3:26,2870,Official TV Timeout,36,35
3:26,2870,John Konchar missed Free Throw.,36,35
3:26,2870,Fort Wayne Deadball Team Rebound.,36,35
3:26,2870,John Konchar made Free Throw.,36,36
3:13,56,B.J. Glasford missed Jumper.,36,36
3:13,2870,Xzavier Taylor Defensive Rebound.,36,36
2:50,2870,Jairus Stevens missed Three Point Jumper.,36,36
2:50,56,Stetson Defensive Rebound.,36,36
2:36,56,B.J. Glasford made Layup.,38,36
2:17,2870,John Konchar missed Jumper.,38,36
2:17,56,Leo Goodman Defensive Rebound.,38,36
2:11,56,Christiaan Jones made Jumper.,40,36
1:51,56,Foul on B.J. Glasford.,40,36
1:51,2870,Xzavier Taylor missed Free Throw.,40,36
1:51,2870,Fort Wayne Deadball Team Rebound.,40,36
1:51,2870,Xzavier Taylor made Free Throw.,40,37
1:43,2870,Foul on Bryson Scott.,40,37
1:43,56,Divine Myles made Free Throw.,41,37
1:43,56,Divine Myles made Free Throw.,42,37
1:32,56,Foul on Divine Myles.,42,37
1:32,2870,Xzavier Taylor made Free Throw.,42,38
1:32,2870,Xzavier Taylor missed Free Throw.,42,38
1:32,56,Leo Goodman Defensive Rebound.,42,38
1:21,2870,Foul on John Konchar.,42,38
1:21,56,Divine Myles made Free Throw.,43,38
1:21,56,Divine Myles made Free Throw.,44,38
1:05,2870,John Konchar missed Three Point Jumper.,44,38
1:05,56,Kenny Aninye Defensive Rebound.,44,38
0:46,56,Leo Goodman made Three Point Jumper. Assisted by Kenny Aninye.,47,38
0:30,2870,Xzavier Taylor made Jumper.,47,40
0:04,56,Keith Matthews missed Jumper.,47,40
0:04,2870,John Konchar Defensive Rebound.,47,40
0:00,2870,End of 1st half,47,40
19:48,56,Divine Myles missed Three Point Jumper.,47,40
19:48,2870,Jax Levitch Defensive Rebound.,47,40
19:31,2870,Kason Harrell made Three Point Jumper. Assisted by Xzavier Taylor.,47,43
19:02,56,Luke Doyle missed Jumper.,47,43
19:02,2870,John Konchar Defensive Rebound.,47,43
18:49,2870,John Konchar Turnover.,47,43
18:30,56,Luke Doyle missed Layup.,47,43
18:30,2870,Jax Levitch Defensive Rebound.,47,43
18:21,2870,Bryson Scott missed Three Point Jumper.,47,43
18:21,56,Larry Dennis Defensive Rebound.,47,43
18:16,56,Luke Doyle made Layup. Assisted by Angel Rivera.,49,43
18:00,2870,Bryson Scott made Three Point Jumper. Assisted by John Konchar.,49,46
17:38,56,B.J. Glasford Turnover.,49,46
17:37,2870,Jax Levitch Steal.,49,46
17:36,56,Foul on Angel Rivera.,49,46
17:20,56,Foul on B.J. Glasford.,49,46
17:14,2870,Xzavier Taylor made Layup. Assisted by Kason Harrell.,49,48
16:58,56,Larry Dennis made Jumper.,51,48
16:42,2870,Xzavier Taylor missed Layup.,51,48
16:42,56,B.J. Glasford Defensive Rebound.,51,48
16:38,56,B.J. Glasford Turnover.,51,48
16:37,2870,Kason Harrell Steal.,51,48
16:34,2870,Bryson Scott Turnover.,51,48
16:33,56,Angel Rivera Steal.,51,48
16:30,56,Angel Rivera missed Layup.,51,48
16:30,2870,Jax Levitch Defensive Rebound.,51,48
16:16,2870,John Konchar missed Jumper.,51,48
16:16,2870,Fort Wayne Deadball Team Rebound.,51,48
16:13,56,Foul on Larry Dennis.,51,48
16:09,2870,Kason Harrell missed Three Point Jumper.,51,48
16:09,56,Stetson Defensive Rebound.,51,48
15:55,56,Luke Doyle missed Three Point Jumper.,51,48
15:55,2870,Jax Levitch Defensive Rebound.,51,48
15:42,2870,Bryson Scott missed Layup.,51,48
15:42,56,Angel Rivera Defensive Rebound.,51,48
15:32,56,B.J. Glasford Turnover.,51,48
15:31,2870,John Konchar Steal.,51,48
15:26,2870,Bryson Scott missed Three Point Jumper.,51,48
15:26,2870,John Konchar Offensive Rebound.,51,48
15:21,56,Foul on Angel Rivera.,51,48
15:21,2870,Official TV Timeout,51,48
15:06,2870,Bryson Scott made Layup.,51,50
14:46,56,Abayomi Iyiola missed Layup.,51,50
14:46,2870,Jax Levitch Defensive Rebound.,51,50
14:41,56,Foul on Divine Myles.,51,50
14:41,2870,Bryson Scott made Free Throw.,51,51
14:41,2870,Bryson Scott made Free Throw.,51,52
14:29,56,Abayomi Iyiola missed Jumper.,51,52
14:29,2870,Kason Harrell Defensive Rebound.,51,52
14:20,2870,John Konchar made Dunk. Assisted by Dylan Carl.,51,54
13:59,56,Divine Myles Turnover.,51,54
13:57,2870,Jax Levitch Steal.,51,54
13:55,2870,Bryson Scott made Layup.,51,56
13:54,56,Foul on Leo Goodman.,51,56
13:54,2870,Bryson Scott made Free Throw.,51,57
13:39,56,Christiaan Jones missed Three Point Jumper.,51,57
13:39,56,Abayomi Iyiola Offensive Rebound.,51,57
13:34,56,Abayomi Iyiola missed Layup.,51,57
13:34,2870,Dylan Carl Block.,51,57
13:32,2870,Jax Levitch Defensive Rebound.,51,57
13:28,2870,Kason Harrell made Layup.,51,59
13:21,56,Stetson  Timeout,51,59
13:21,2870,Official TV Timeout,51,59
13:07,56,Kenny Aninye made Three Point Jumper. Assisted by Divine Myles.,54,59
12:55,2870,Foul on Dylan Carl.,54,59
12:55,2870,Dylan Carl Turnover.,54,59
12:47,56,Leo Goodman missed Three Point Jumper.,54,59
12:47,56,Abayomi Iyiola Offensive Rebound.,54,59
12:42,56,Abayomi Iyiola made Two Point Tip Shot.,56,59
12:32,2870,Kason Harrell Turnover.,56,59
12:31,56,Leo Goodman Steal.,56,59
12:29,56,Leo Goodman made Layup.,58,59
12:08,2870,Kason Harrell Turnover.,58,59
12:07,56,Leo Goodman Steal.,58,59
12:02,56,Kenny Aninye made Layup.,60,59
11:52,2870,Fort Wayne  Timeout,60,59
11:52,2870,Official TV Timeout,60,59
11:37,2870,Bryson Scott made Layup.,60,61
11:20,56,Abayomi Iyiola missed Layup.,60,61
11:20,2870,Kason Harrell Defensive Rebound.,60,61
11:12,2870,Foul on Xzavier Taylor.,60,61
11:12,2870,Xzavier Taylor Turnover.,60,61
11:04,56,Christiaan Jones Turnover.,60,61
11:03,2870,John Konchar Steal.,60,61
11:01,2870,John Konchar made Layup.,60,63
10:36,56,Divine Myles made Three Point Jumper.,63,63
10:24,2870,Kason Harrell missed Jumper.,63,63
10:24,2870,John Konchar Offensive Rebound.,63,63
10:15,56,Foul on Leo Goodman.,63,63
10:15,2870,John Konchar made Free Throw.,63,64
10:15,2870,John Konchar made Free Throw.,63,65
10:05,56,Divine Myles missed Layup.,63,65
10:05,2870,Xzavier Taylor Defensive Rebound.,63,65
9:51,2870,John Konchar Turnover.,63,65
9:36,56,Abayomi Iyiola made Jumper. Assisted by Kenny Aninye.,65,65
9:20,2870,Bryson Scott made Layup.,65,67
9:04,56,Abayomi Iyiola Turnover.,65,67
9:03,2870,John Konchar Steal.,65,67
9:01,2870,Bryson Scott made Layup. Assisted by John Konchar.,65,69
8:50,56,Divine Myles Turnover.,65,69
8:49,2870,Bryson Scott Steal.,65,69
8:36,56,Foul on Luke Doyle.,65,69
8:36,2870,Jax Levitch made Free Throw.,65,70
8:36,2870,Jax Levitch missed Free Throw.,65,70
8:36,56,Stetson Defensive Rebound.,65,70
8:14,56,Divine Myles Turnover.,65,70
7:47,2870,John Konchar missed Three Point Jumper.,65,70
7:47,2870,Kason Harrell Offensive Rebound.,65,70
7:42,2870,Kason Harrell made Layup.,65,72
7:32,56,Divine Myles made Layup.,67,72
7:29,2870,Foul on Dylan Carl.,67,72
7:29,2870,Official TV Timeout,67,72
7:29,56,Divine Myles made Free Throw.,68,72
7:12,2870,Bryson Scott missed Three Point Jumper.,68,72
7:12,56,B.J. Glasford Defensive Rebound.,68,72
6:44,2870,Foul on Jordon King.,68,72
6:44,56,B.J. Glasford missed Free Throw.,68,72
6:44,56,Stetson Deadball Team Rebound.,68,72
6:44,56,B.J. Glasford made Free Throw.,69,72
6:44,56,B.J. Glasford made Free Throw.,70,72
6:24,2870,Jax Levitch missed Three Point Jumper.,70,72
6:24,56,Abayomi Iyiola Defensive Rebound.,70,72
6:02,56,Abayomi Iyiola missed Jumper.,70,72
6:02,2870,Jax Levitch Defensive Rebound.,70,72
5:41,2870,Bryson Scott missed Layup.,70,72
5:41,2870,Dylan Carl Offensive Rebound.,70,72
5:38,2870,Dylan Carl made Dunk.,70,74
5:24,56,Christiaan Jones made Three Point Jumper. Assisted by B.J. Glasford.,73,74
5:10,56,Foul on Angel Rivera.,73,74
5:10,2870,Dylan Carl missed Free Throw.,73,74
5:10,2870,Fort Wayne Deadball Team Rebound.,73,74
5:10,2870,Dylan Carl made Free Throw.,73,75
5:00,56,Christiaan Jones missed Jumper.,73,75
5:00,2870,Kason Harrell Block.,73,75
4:57,2870,John Konchar Defensive Rebound.,73,75
4:47,2870,Bryson Scott made Layup.,73,77
4:31,56,B.J. Glasford missed Layup.,73,77
4:31,2870,Jax Levitch Defensive Rebound.,73,77
4:23,2870,John Konchar made Layup.,73,79
4:09,2870,Foul on John Konchar.,73,79
4:09,56,Divine Myles made Free Throw.,74,79
4:09,56,Divine Myles made Free Throw.,75,79
3:54,2870,John Konchar missed Three Point Jumper.,75,79
3:54,2870,Jax Levitch Offensive Rebound.,75,79
3:49,2870,Jax Levitch missed Two Point Tip Shot.,75,79
3:49,2870,Fort Wayne Offensive Rebound.,75,79
3:48,2870,Official TV Timeout,75,79
3:33,56,Foul on Divine Myles.,75,79
3:33,2870,Bryson Scott made Free Throw.,75,80
3:33,2870,Bryson Scott made Free Throw.,75,81
3:10,2870,Foul on Jax Levitch.,75,81
3:02,2870,Foul on Bryson Scott.,75,81
3:02,56,Keith Matthews missed Free Throw.,75,81
3:02,2870,Bryson Scott Defensive Rebound.,75,81
2:40,56,Foul on Keith Matthews.,75,81
2:40,2870,Bryson Scott made Free Throw.,75,82
2:40,2870,Bryson Scott made Free Throw.,75,83
2:30,56,B.J. Glasford Turnover.,75,83
2:16,2870,Kason Harrell Turnover.,75,83
2:15,56,Divine Myles Steal.,75,83
2:14,56,Divine Myles made Layup.,77,83
2:14,2870,Foul on Kason Harrell.,77,83
2:14,56,Divine Myles made Free Throw.,78,83
1:57,2870,Bryson Scott made Layup.,78,85
1:48,56,Divine Myles made Layup.,80,85
1:21,2870,Bryson Scott Turnover.,80,85
1:09,2870,Foul on Jordon King.,80,85
1:09,56,Christiaan Jones made Free Throw.,81,85
1:09,56,Christiaan Jones made Free Throw.,82,85
1:09,56,Christiaan Jones missed Free Throw.,82,85
1:09,2870,John Konchar Defensive Rebound.,82,85
0:52,2870,Matt Weir Turnover.,82,85
0:51,56,Christiaan Jones Steal.,82,85
0:48,56,Christiaan Jones missed Layup.,82,85
0:48,2870,Bryson Scott Block.,82,85
0:48,56,Stetson Offensive Rebound.,82,85
0:48,56,Stetson  Timeout,82,85
0:42,56,Divine Myles made Layup.,84,85
0:35,2870,Fort Wayne  Timeout,84,85
0:17,2870,Bryson Scott made Layup.,84,87
0:12,56,Divine Myles missed Three Point Jumper.,84,87
0:12,2870,Jax Levitch Defensive Rebound.,84,87
0:07,56,Foul on B.J. Glasford.,84,87
0:07,56,Stetson  Timeout,84,87
0:07,2870,Jax Levitch missed Free Throw.,84,87
0:07,2870,Fort Wayne Deadball Team Rebound.,84,87
0:07,2870,Jax Levitch made Free Throw.,84,88
0:04,56,B.J. Glasford missed Three Point Jumper.,84,88
0:04,2870,John Konchar Defensive Rebound.,84,88
0:00,2870,End of Game,84,88
