Michigan State,2473,Oakland,127
6:20,127,Matt McQuaid made Three Point Jumper. Assisted by Cassius Winston.,31,19
6:14,2473,Oakland  Timeout,31,19
5:57,2473,Jalen Hayes missed Layup.,31,19
5:57,127,Kenny Goins Defensive Rebound.,31,19
5:38,127,Cassius Winston missed Three Point Jumper.,31,19
5:36,127,Joshua Langford Offensive Rebound.,31,19
5:36,127,Kenny Goins missed Free Throw.,31,19
5:36,2473,Foul on Kendrick Nunn.,31,19
5:36,127,Michigan State Deadball Team Rebound.,31,19
5:36,127,Kenny Goins missed Free Throw.,31,19
5:36,2473,Martez Walker Defensive Rebound.,31,19
5:24,127,Foul on Miles Bridges.,31,19
5:11,127,Foul on Joshua Langford.,31,19
5:11,2473,Kendrick Nunn made Free Throw.,31,20
5:11,2473,Kendrick Nunn made Free Throw.,31,21
5:06,127,Cassius Winston Turnover.,31,21
5:06,2473,Jalen Hayes Steal.,31,21
4:58,2473,Jalen Hayes Turnover.,31,21
4:58,127,Cassius Winston Steal.,31,21
4:50,127,Joshua Langford missed Three Point Jumper.,31,21
4:50,2473,Tom Cotter Defensive Rebound.,31,21
4:24,127,Foul on Joshua Langford.,31,21
4:24,2473,Nick Daniels made Free Throw.,31,22
4:24,2473,Nick Daniels made Free Throw.,31,23
4:24,2473,Nick Daniels made Free Throw.,31,24
4:13,127,Matt McQuaid made Three Point Jumper. Assisted by Cassius Winston.,34,24
3:47,2473,Martez Walker missed Three Point Jumper.,34,24
3:47,127,Jaren Jackson Jr. Defensive Rebound.,34,24
3:36,127,Nick Ward missed Layup.,34,24
3:36,2473,Tom Cotter Defensive Rebound.,34,24
3:18,2473,Tom Cotter Turnover.,34,24
3:18,127,Cassius Winston Steal.,34,24
3:14,127,Cassius Winston Turnover.,34,24
3:14,2473,Jalen Hayes Steal.,34,24
3:09,127,Foul on Jaren Jackson Jr..,34,24
3:09,2473,Official TV Timeout,34,24
3:09,2473,Jalen Hayes missed Free Throw.,34,24
3:09,2473,Oakland Deadball Team Rebound.,34,24
3:09,2473,Jalen Hayes made Free Throw.,34,25
2:58,127,Lourawls Nairn Jr. Turnover.,34,25
2:58,2473,Kendrick Nunn Steal.,34,25
2:52,2473,Kendrick Nunn made Layup.,34,27
2:44,127,Miles Bridges missed Three Point Jumper.,34,27
2:44,2473,Martez Walker Defensive Rebound.,34,27
2:25,127,Foul on Miles Bridges.,34,27
2:25,2473,Kendrick Nunn made Free Throw.,34,28
2:25,2473,Kendrick Nunn made Free Throw.,34,29
2:11,2473,Foul on Tom Cotter.,34,29
2:11,127,Nick Ward made Free Throw.,35,29
2:11,127,Nick Ward made Free Throw.,36,29
2:01,2473,Kendrick Nunn made Jumper. Assisted by Nick Daniels.,36,31
1:51,127,Matt McQuaid Turnover.,36,31
1:51,2473,Nick Daniels Steal.,36,31
1:48,127,Foul on Kenny Goins.,36,31
1:48,2473,Nick Daniels made Free Throw.,36,32
1:48,2473,Nick Daniels missed Free Throw.,36,32
1:48,127,Kenny Goins Defensive Rebound.,36,32
1:38,127,Matt McQuaid missed Three Point Jumper.,36,32
1:38,2473,Tom Cotter Defensive Rebound.,36,32
1:20,2473,Kendrick Nunn missed Three Point Jumper.,36,32
1:20,127,Nick Ward Defensive Rebound.,36,32
0:58,127,Cassius Winston Turnover.,36,32
0:58,2473,Chris Palombizio Steal.,36,32
0:46,2473,Chris Palombizio missed Three Point Jumper.,36,32
0:46,2473,Tom Cotter Offensive Rebound.,36,32
0:44,127,Foul on Matt McQuaid.,36,32
0:44,2473,Tom Cotter made Free Throw.,36,33
0:44,2473,Tom Cotter missed Free Throw.,36,33
0:44,127,Nick Ward Defensive Rebound.,36,33
0:30,127,Cassius Winston missed Jumper.,36,33
0:30,127,Nick Ward Offensive Rebound.,36,33
0:30,127,Nick Ward made Two Point Tip Shot.,38,33
0:25,127,Michigan State  Timeout,38,33
0:07,2473,Kendrick Nunn missed Layup.,38,33
0:07,127,Gavin Schilling Block.,38,33
0:07,2473,Chris Palombizio Offensive Rebound.,38,33
0:04,2473,Chris Palombizio missed Layup.,38,33
0:04,2473,Tom Cotter Offensive Rebound.,38,33
0:01,2473,Chris Palombizio Turnover.,38,33
0:01,127,Conner George Steal.,38,33
0:00,2473,End of 1st half,38,33
20:00,127,Jump Ball won by Michigan State,38,33
19:48,127,Joshua Langford Turnover.,38,33
19:48,2473,Martez Walker Steal.,38,33
19:23,127,Foul on Nick Ward.,38,33
19:23,2473,Jalen Hayes made Free Throw.,38,34
19:23,2473,Jalen Hayes made Free Throw.,38,35
19:05,127,Cassius Winston missed Three Point Jumper.,38,35
19:05,127,Nick Ward Offensive Rebound.,38,35
19:00,2473,Foul on Nick Daniels.,38,35
19:00,127,Nick Ward missed Free Throw.,38,35
19:00,127,Michigan State Deadball Team Rebound.,38,35
19:00,127,Nick Ward missed Free Throw.,38,35
19:00,127,Jaren Jackson Jr. Offensive Rebound.,38,35
19:00,2473,Foul on Jalen Hayes.,38,35
18:55,127,Miles Bridges missed Layup.,38,35
18:55,127,Nick Ward Offensive Rebound.,38,35
18:50,127,Nick Ward made Layup.,40,35
18:44,2473,Kendrick Nunn missed Three Point Jumper.,40,35
18:44,127,Nick Ward Defensive Rebound.,40,35
18:29,127,Joshua Langford missed Three Point Jumper.,40,35
18:29,127,Jaren Jackson Jr. Offensive Rebound.,40,35
18:27,2473,Foul on Jalen Hayes.,40,35
18:21,127,Nick Ward made Layup. Assisted by Jaren Jackson Jr..,42,35
18:06,2473,Nick Daniels missed Three Point Jumper.,42,35
18:06,127,Miles Bridges Defensive Rebound.,42,35
17:57,127,Cassius Winston Turnover.,42,35
17:57,2473,Nick Daniels Steal.,42,35
17:49,2473,Kendrick Nunn made Dunk. Assisted by Nick Daniels.,42,37
17:49,127,Foul on Jaren Jackson Jr..,42,37
17:49,2473,Kendrick Nunn made Free Throw.,42,38
17:29,127,Lourawls Nairn Jr. made Jumper. Assisted by Joshua Langford.,44,38
17:19,2473,Kendrick Nunn made Three Point Jumper.,44,41
17:04,127,Nick Ward Turnover.,44,41
17:04,2473,Chris Palombizio Steal.,44,41
16:55,2473,Martez Walker made Three Point Jumper. Assisted by Kendrick Nunn.,44,44
16:55,127,Foul on Miles Bridges.,44,44
16:55,2473,Martez Walker made Free Throw.,44,45
16:42,2473,Foul on Nick Daniels.,44,45
16:26,127,Joshua Langford missed Jumper.,44,45
16:26,2473,Isaiah Brock Block.,44,45
16:26,127,Nick Ward Offensive Rebound.,44,45
16:21,2473,Foul on Kendrick Nunn.,44,45
16:21,127,Nick Ward missed Free Throw.,44,45
16:21,127,Michigan State Deadball Team Rebound.,44,45
16:21,127,Nick Ward missed Free Throw.,44,45
16:21,2473,Martez Walker Defensive Rebound.,44,45
15:53,2473,Nick Daniels missed Three Point Jumper.,44,45
15:53,127,Nick Ward Defensive Rebound.,44,45
15:44,127,Jaren Jackson Jr. made Layup. Assisted by Joshua Langford.,46,45
15:44,2473,Foul on Isaiah Brock.,46,45
15:44,2473,Official TV Timeout,46,45
15:44,127,Jaren Jackson Jr. missed Free Throw.,46,45
15:44,2473,Tom Cotter Defensive Rebound.,46,45
15:25,2473,Kendrick Nunn made Three Point Jumper.,46,48
15:05,127,Joshua Langford made Three Point Jumper. Assisted by Kenny Goins.,49,48
14:56,2473,Martez Walker made Three Point Jumper. Assisted by Kendrick Nunn.,49,51
14:56,127,Foul on Matt McQuaid.,49,51
14:56,2473,Martez Walker made Free Throw.,49,52
14:43,127,Kenny Goins missed Jumper.,49,52
14:43,127,Jaren Jackson Jr. Offensive Rebound.,49,52
14:41,127,Jaren Jackson Jr. made Layup.,51,52
14:41,2473,Foul on Tom Cotter.,51,52
14:41,127,Jaren Jackson Jr. made Free Throw.,52,52
14:25,2473,Kendrick Nunn made Three Point Jumper. Assisted by Nick Daniels.,52,55
14:09,127,Cassius Winston Turnover.,52,55
13:46,2473,Kendrick Nunn Turnover.,52,55
13:46,127,Kenny Goins Steal.,52,55
13:38,127,Joshua Langford made Jumper.,54,55
13:09,2473,Martez Walker Turnover.,54,55
12:57,127,Miles Bridges missed Three Point Jumper.,54,55
12:57,2473,Chris Palombizio Defensive Rebound.,54,55
12:29,2473,Nick Daniels missed Layup.,54,55
12:29,127,Cassius Winston Defensive Rebound.,54,55
12:24,2473,Foul on Chris Palombizio.,54,55
12:24,127,Miles Bridges made Free Throw.,55,55
12:24,127,Miles Bridges made Free Throw.,56,55
12:10,2473,Kendrick Nunn missed Jumper.,56,55
12:10,127,Cassius Winston Defensive Rebound.,56,55
12:00,127,Cassius Winston made Layup.,58,55
11:33,2473,Martez Walker made Three Point Jumper. Assisted by Kendrick Nunn.,58,58
11:18,127,Cassius Winston missed Three Point Jumper.,58,58
11:18,127,Nick Ward Offensive Rebound.,58,58
11:12,127,Miles Bridges made Jumper. Assisted by Nick Ward.,60,58
10:42,2473,Tom Cotter missed Jumper.,60,58
10:42,127,Kenny Goins Defensive Rebound.,60,58
10:34,127,Cassius Winston missed Three Point Jumper.,60,58
10:34,2473,Tom Cotter Defensive Rebound.,60,58
10:25,2473,Martez Walker missed Three Point Jumper.,60,58
10:25,127,Lourawls Nairn Jr. Defensive Rebound.,60,58
10:17,127,Miles Bridges missed Three Point Jumper.,60,58
10:17,127,Kenny Goins Offensive Rebound.,60,58
10:12,127,Cassius Winston made Three Point Jumper. Assisted by Kenny Goins.,63,58
10:00,2473,Oakland  Timeout,63,58
10:00,2473,Official TV Timeout,63,58
9:45,2473,Jalen Hayes missed Jumper.,63,58
9:45,2473,Oakland Offensive Rebound.,63,58
9:43,2473,Official TV Timeout,63,58
9:35,127,Foul on Lourawls Nairn Jr..,63,58
9:35,2473,Kendrick Nunn made Free Throw.,63,59
9:35,2473,Kendrick Nunn made Free Throw.,63,60
9:35,2473,Kendrick Nunn made Free Throw.,63,61
9:17,127,Joshua Langford missed Three Point Jumper.,63,61
9:17,2473,Martez Walker Defensive Rebound.,63,61
8:53,2473,Isaiah Brock made Dunk. Assisted by Kendrick Nunn.,63,63
8:31,127,Joshua Langford made Three Point Jumper. Assisted by Lourawls Nairn Jr..,66,63
8:02,2473,Jalen Hayes made Three Point Jumper. Assisted by Kendrick Nunn.,66,66
7:50,127,Jaren Jackson Jr. missed Jumper.,66,66
7:50,2473,Jalen Hayes Defensive Rebound.,66,66
7:49,2473,Jump Ball won by Oakland,66,66
7:47,2473,Official TV Timeout,66,66
7:30,2473,Kendrick Nunn Turnover.,66,66
7:30,127,Miles Bridges Steal.,66,66
7:18,127,Kenny Goins Turnover.,66,66
6:52,2473,Isaiah Brock missed Layup.,66,66
6:52,127,Cassius Winston Defensive Rebound.,66,66
6:35,127,Jaren Jackson Jr. missed Layup.,66,66
6:35,2473,Isaiah Brock Defensive Rebound.,66,66
6:11,2473,Martez Walker Turnover.,66,66
6:11,127,Kenny Goins Steal.,66,66
6:00,127,Jaren Jackson Jr. made Three Point Jumper. Assisted by Kenny Goins.,69,66
5:41,2473,Kendrick Nunn missed Three Point Jumper.,69,66
5:41,127,Kenny Goins Defensive Rebound.,69,66
5:31,127,Lourawls Nairn Jr. Turnover.,69,66
5:13,2473,Jalen Hayes missed Layup.,69,66
5:13,127,Jaren Jackson Jr. Block.,69,66
5:13,127,Kenny Goins Defensive Rebound.,69,66
5:00,127,Miles Bridges Turnover.,69,66
5:00,2473,Martez Walker Steal.,69,66
4:55,2473,Martez Walker made Layup.,69,68
4:39,127,Miles Bridges missed Three Point Jumper.,69,68
4:39,127,Jaren Jackson Jr. Offensive Rebound.,69,68
4:29,127,Miles Bridges made Three Point Jumper. Assisted by Kenny Goins.,72,68
4:02,2473,Jalen Hayes missed Layup.,72,68
4:02,127,Jaren Jackson Jr. Defensive Rebound.,72,68
3:51,2473,Official TV Timeout,72,68
3:46,127,Cassius Winston made Three Point Jumper. Assisted by Kenny Goins.,75,68
3:24,2473,Jalen Hayes missed Jumper.,75,68
3:24,127,Jaren Jackson Jr. Block.,75,68
3:24,127,Kenny Goins Defensive Rebound.,75,68
3:05,127,Cassius Winston made Three Point Jumper. Assisted by Kenny Goins.,78,68
2:51,2473,Foul on Kendrick Nunn.,78,68
2:51,2473,Kendrick Nunn Turnover.,78,68
2:51,2473,Oakland  Timeout,78,68
2:28,127,Foul on Jaren Jackson Jr..,78,68
2:28,127,Jaren Jackson Jr. Turnover.,78,68
2:13,2473,Jalen Hayes made Layup. Assisted by Kendrick Nunn.,78,70
1:59,2473,Foul on Kendrick Nunn.,78,70
1:59,127,Cassius Winston made Free Throw.,79,70
1:59,127,Cassius Winston made Free Throw.,80,70
1:47,2473,Kendrick Nunn missed Three Point Jumper.,80,70
1:47,127,Michigan State Defensive Rebound.,80,70
1:29,127,Cassius Winston made Layup.,82,70
1:27,127,Foul on Miles Bridges.,82,70
1:27,127,Technical Foul on Miles Bridges.,82,70
1:27,2473,Kendrick Nunn missed Free Throw.,82,70
1:27,2473,Oakland Deadball Team Rebound.,82,70
1:27,2473,Kendrick Nunn made Free Throw.,82,71
1:21,2473,Martez Walker missed Layup.,82,71
1:21,127,Cassius Winston Defensive Rebound.,82,71
1:11,127,Cassius Winston made Layup.,84,71
1:05,2473,Martez Walker Turnover.,84,71
0:46,127,Lourawls Nairn Jr. missed Three Point Jumper.,84,71
0:46,2473,Martez Walker Defensive Rebound.,84,71
0:33,2473,Tom Cotter made Jumper. Assisted by Martez Walker.,84,73
0:13,2473,Foul on Brailen Neely.,84,73
0:13,127,Cassius Winston made Free Throw.,85,73
0:13,127,Michigan State  Timeout,85,73
0:13,127,Cassius Winston made Free Throw.,86,73
0:08,2473,Martez Walker missed Three Point Jumper.,86,73
0:08,2473,Tom Cotter Offensive Rebound.,86,73
0:04,2473,Tom Cotter missed Layup.,86,73
0:04,127,Jaren Jackson Jr. Block.,86,73
0:04,2473,Oakland Offensive Rebound.,86,73
0:02,2473,Martez Walker missed Three Point Jumper.,86,73
0:02,127,Miles Bridges Defensive Rebound.,86,73
0:00,2473,End of Game,86,73
