Syracuse,46,Georgetown,183
7:58,46,Jagan Mosely Defensive Rebound.,10,11
7:58,183,Foul on Oshae Brissett.,10,11
7:58,46,Official TV Timeout,10,11
7:58,46,Jagan Mosely made Free Throw.,10,12
7:58,46,Jagan Mosely made Free Throw.,10,13
7:27,183,Marek Dolezaj made Layup. Assisted by Frank Howard.,12,13
7:17,46,Jamorko Pickett Turnover.,12,13
7:17,46,Foul on Jamorko Pickett.,12,13
6:53,183,Bourama Sidibe Turnover.,12,13
6:40,46,Marcus Derrickson made Layup. Assisted by Jagan Mosely.,12,15
6:13,183,Frank Howard missed Three Point Jumper.,12,15
6:13,183,Marek Dolezaj Offensive Rebound.,12,15
6:00,46,Foul on Jagan Mosely.,12,15
6:00,183,Bourama Sidibe missed Free Throw.,12,15
6:00,46,Marcus Derrickson Defensive Rebound.,12,15
5:47,183,Foul on Bourama Sidibe.,12,15
5:47,46,Marcus Derrickson made Free Throw.,12,16
5:47,46,Marcus Derrickson made Free Throw.,12,17
5:37,183,Tyus Battle made Three Point Jumper. Assisted by Frank Howard.,15,17
5:21,46,Jessie Govan made Jumper. Assisted by Jagan Mosely.,15,19
4:54,183,Matthew Moyer made Layup. Assisted by Frank Howard.,17,19
4:33,46,Jessie Govan missed Jumper.,17,19
4:33,183,Paschal Chukwu Block.,17,19
4:33,46,Georgetown Offensive Rebound.,17,19
4:28,46,Jagan Mosely missed Jumper.,17,19
4:28,46,Kaleb Johnson Offensive Rebound.,17,19
4:24,46,Kaleb Johnson missed Layup.,17,19
4:24,183,Tyus Battle Defensive Rebound.,17,19
4:15,183,Frank Howard made Layup. Assisted by Tyus Battle.,19,19
3:55,46,Jahvon Blair missed Three Point Jumper.,19,19
3:55,46,Kaleb Johnson Offensive Rebound.,19,19
3:51,183,Foul on Paschal Chukwu.,19,19
3:51,46,Official TV Timeout,19,19
3:51,46,Kaleb Johnson made Free Throw.,19,20
3:51,46,Kaleb Johnson made Free Throw.,19,21
3:32,183,Tyus Battle made Three Point Jumper. Assisted by Oshae Brissett.,22,21
3:02,46,Marcus Derrickson missed Jumper.,22,21
3:02,46,Jahvon Blair Offensive Rebound.,22,21
2:53,46,Jahvon Blair missed Three Point Jumper.,22,21
2:53,46,Kaleb Johnson Offensive Rebound.,22,21
2:46,46,Jessie Govan made Dunk. Assisted by Jahvon Blair.,22,23
2:24,183,Frank Howard missed Layup.,22,23
2:24,46,Marcus Derrickson Defensive Rebound.,22,23
2:22,183,Foul on Marek Dolezaj.,22,23
2:22,46,Marcus Derrickson made Free Throw.,22,24
2:22,46,Marcus Derrickson missed Free Throw.,22,24
2:22,183,Matthew Moyer Defensive Rebound.,22,24
1:55,183,Tyus Battle missed Three Point Jumper.,22,24
1:55,46,Jahvon Blair Defensive Rebound.,22,24
1:49,46,Jagan Mosely made Dunk. Assisted by Jahvon Blair.,22,26
1:41,183,Syracuse  Timeout,22,26
1:26,183,Matthew Moyer made Layup. Assisted by Frank Howard.,24,26
0:51,46,Jessie Govan missed Jumper.,24,26
0:51,183,Oshae Brissett Defensive Rebound.,24,26
0:29,183,Oshae Brissett Turnover.,24,26
0:29,46,Kaleb Johnson Steal.,24,26
0:05,46,Kaleb Johnson made Jumper.,24,28
0:00,46,End of 1st half,24,28
20:00,46,Georgetown  Timeout,24,28
19:57,46,Foul on Jonathan Mulmore.,24,28
19:47,183,Frank Howard Turnover.,24,28
19:47,46,Jonathan Mulmore Steal.,24,28
19:42,183,Foul on Matthew Moyer.,24,28
19:42,46,Jamorko Pickett made Free Throw.,24,29
19:42,46,Jamorko Pickett made Free Throw.,24,30
19:13,183,Oshae Brissett missed Three Point Jumper.,24,30
19:13,46,Jessie Govan Defensive Rebound.,24,30
18:46,46,Kaleb Johnson made Layup. Assisted by Marcus Derrickson.,24,32
18:20,183,Oshae Brissett made Layup.,26,32
18:03,46,Jessie Govan made Layup. Assisted by Jamorko Pickett.,26,34
17:42,183,Frank Howard missed Three Point Jumper.,26,34
17:42,46,Marcus Derrickson Defensive Rebound.,26,34
17:27,183,Foul on Matthew Moyer.,26,34
17:27,46,Marcus Derrickson made Free Throw.,26,35
17:27,46,Marcus Derrickson made Free Throw.,26,36
17:21,46,Foul on Marcus Derrickson.,26,36
17:09,183,Frank Howard Turnover.,26,36
17:09,183,Syracuse  Timeout,26,36
17:09,46,Official TV Timeout,26,36
16:56,46,Jamorko Pickett missed Three Point Jumper.,26,36
16:56,183,Frank Howard Defensive Rebound.,26,36
16:47,46,Foul on Kaleb Johnson.,26,36
16:47,183,Tyus Battle made Free Throw.,27,36
16:47,183,Tyus Battle made Free Throw.,28,36
16:37,46,Jessie Govan made Layup. Assisted by Jonathan Mulmore.,28,38
16:20,183,Tyus Battle missed Three Point Jumper.,28,38
16:20,183,Oshae Brissett Offensive Rebound.,28,38
16:15,183,Oshae Brissett missed Layup.,28,38
16:15,183,Oshae Brissett Offensive Rebound.,28,38
16:12,183,Oshae Brissett made Two Point Tip Shot.,30,38
15:46,46,Marcus Derrickson made Dunk. Assisted by Jessie Govan.,30,40
15:27,183,Oshae Brissett made Three Point Jumper. Assisted by Marek Dolezaj.,33,40
15:14,183,Foul on Tyus Battle.,33,40
15:14,46,Official TV Timeout,33,40
14:52,46,Marcus Derrickson made Layup. Assisted by Jessie Govan.,33,42
14:52,183,Foul on Bourama Sidibe.,33,42
14:52,46,Marcus Derrickson made Free Throw.,33,43
14:38,183,Frank Howard Turnover.,33,43
14:29,46,Jamorko Pickett made Layup. Assisted by Jessie Govan.,33,45
14:16,183,Frank Howard made Jumper.,35,45
14:06,183,Foul on Marek Dolezaj.,35,45
13:50,183,Foul on Bourama Sidibe.,35,45
13:50,46,Kaleb Johnson made Free Throw.,35,46
13:50,46,Kaleb Johnson made Free Throw.,35,47
13:41,46,Foul on Jamorko Pickett.,35,47
13:27,183,Tyus Battle missed Jumper.,35,47
13:27,183,Oshae Brissett Offensive Rebound.,35,47
13:15,183,Oshae Brissett made Three Point Jumper. Assisted by Frank Howard.,38,47
12:58,46,Marcus Derrickson missed Layup.,38,47
12:58,183,Marek Dolezaj Defensive Rebound.,38,47
12:51,183,Frank Howard missed Jumper.,38,47
12:51,183,Paschal Chukwu Offensive Rebound.,38,47
12:48,183,Paschal Chukwu missed Layup.,38,47
12:48,46,Marcus Derrickson Defensive Rebound.,38,47
12:45,46,Jessie Govan Turnover.,38,47
12:45,183,Frank Howard Steal.,38,47
12:25,46,Foul on Jessie Govan.,38,47
12:25,183,Oshae Brissett made Free Throw.,39,47
12:25,183,Oshae Brissett made Free Throw.,40,47
12:21,46,Georgetown  Timeout,40,47
12:21,46,Official TV Timeout,40,47
11:59,46,Jahvon Blair made Three Point Jumper. Assisted by Jonathan Mulmore.,40,50
11:40,183,Frank Howard missed Three Point Jumper.,40,50
11:40,183,Frank Howard Offensive Rebound.,40,50
11:36,183,Frank Howard Turnover.,40,50
11:34,183,Foul on Tyus Battle.,40,50
11:34,46,Jonathan Mulmore made Free Throw.,40,51
11:34,46,Jonathan Mulmore missed Free Throw.,40,51
11:34,183,Matthew Moyer Defensive Rebound.,40,51
11:09,183,Oshae Brissett missed Jumper.,40,51
11:09,183,Oshae Brissett Offensive Rebound.,40,51
11:04,183,Oshae Brissett missed Layup.,40,51
11:04,183,Oshae Brissett Offensive Rebound.,40,51
11:01,183,Tyus Battle missed Three Point Jumper.,40,51
11:01,46,Jagan Mosely Defensive Rebound.,40,51
10:58,183,Foul on Paschal Chukwu.,40,51
10:58,46,Jagan Mosely made Free Throw.,40,52
10:58,46,Jagan Mosely made Free Throw.,40,53
10:36,183,Frank Howard Turnover.,40,53
10:31,46,Trey Dickerson Turnover.,40,53
10:31,183,Syracuse  Timeout,40,53
10:11,183,Frank Howard made Layup.,42,53
10:02,46,Georgetown  Turnover.,42,53
9:55,183,Oshae Brissett made Three Point Jumper. Assisted by Frank Howard.,45,53
9:43,183,Foul on Marek Dolezaj.,45,53
9:43,46,Jessie Govan made Free Throw.,45,54
9:43,46,Jessie Govan made Free Throw.,45,55
9:32,183,Oshae Brissett missed Layup.,45,55
9:32,46,Marcus Derrickson Defensive Rebound.,45,55
9:24,46,Marcus Derrickson missed Three Point Jumper.,45,55
9:24,183,Oshae Brissett Defensive Rebound.,45,55
9:15,183,Frank Howard missed Three Point Jumper.,45,55
9:15,183,Marek Dolezaj Offensive Rebound.,45,55
9:13,46,Foul on Jessie Govan.,45,55
8:55,183,Frank Howard made Layup.,47,55
8:44,46,Jessie Govan made Dunk. Assisted by Jamorko Pickett.,47,57
8:26,183,Frank Howard Turnover.,47,57
8:26,46,Jessie Govan Steal.,47,57
8:22,46,Jessie Govan Turnover.,47,57
7:59,183,Frank Howard made Jumper.,49,57
7:38,46,Jamorko Pickett Turnover.,49,57
7:38,46,Official TV Timeout,49,57
7:09,46,Foul on Marcus Derrickson.,49,57
7:09,183,Oshae Brissett missed Free Throw.,49,57
7:09,183,Syracuse Deadball Team Rebound.,49,57
7:09,183,Oshae Brissett made Free Throw.,50,57
7:06,46,Jagan Mosely Turnover.,50,57
7:05,183,Frank Howard Steal.,50,57
7:04,183,Tyus Battle missed Layup.,50,57
7:04,46,Jagan Mosely Block.,50,57
7:04,183,Syracuse Offensive Rebound.,50,57
6:57,183,Tyus Battle Turnover.,50,57
6:55,46,Kaleb Johnson Steal.,50,57
6:54,46,Jamorko Pickett made Layup. Assisted by Kaleb Johnson.,50,59
6:54,183,Foul on Tyus Battle.,50,59
6:54,46,Jamorko Pickett made Free Throw.,50,60
6:39,183,Oshae Brissett made Three Point Jumper. Assisted by Marek Dolezaj.,53,60
6:19,46,Jessie Govan made Layup. Assisted by Jamorko Pickett.,53,62
6:03,46,Foul on Jagan Mosely.,53,62
6:03,183,Oshae Brissett made Free Throw.,54,62
6:03,183,Oshae Brissett made Free Throw.,55,62
5:36,46,Marcus Derrickson made Layup. Assisted by Jagan Mosely.,55,64
5:24,183,Tyus Battle missed Layup.,55,64
5:24,183,Tyus Battle Offensive Rebound.,55,64
5:23,46,Foul on Marcus Derrickson.,55,64
5:23,183,Tyus Battle made Free Throw.,56,64
5:23,183,Tyus Battle made Free Throw.,57,64
5:15,46,Foul on Marcus Derrickson.,57,64
5:15,46,Marcus Derrickson Turnover.,57,64
4:55,183,Frank Howard missed Jumper.,57,64
4:55,183,Matthew Moyer Offensive Rebound.,57,64
4:33,183,Oshae Brissett missed Three Point Jumper.,57,64
4:33,183,Oshae Brissett Offensive Rebound.,57,64
4:27,183,Oshae Brissett missed Layup.,57,64
4:27,46,Jessie Govan Block.,57,64
4:25,46,Georgetown Defensive Rebound.,57,64
4:17,183,Foul on Frank Howard.,57,64
4:17,46,Jessie Govan missed Free Throw.,57,64
4:17,46,Georgetown Deadball Team Rebound.,57,64
4:17,46,Jessie Govan made Free Throw.,57,65
4:00,183,Tyus Battle made Three Point Jumper.,60,65
3:49,46,Official TV Timeout,60,65
3:49,46,Official TV Timeout,60,65
3:29,46,Jagan Mosely missed Layup.,60,65
3:29,183,Paschal Chukwu Block.,60,65
3:28,183,Paschal Chukwu Defensive Rebound.,60,65
3:22,183,Tyus Battle missed Jumper.,60,65
3:22,46,Jamorko Pickett Block.,60,65
3:20,46,Jagan Mosely Defensive Rebound.,60,65
3:19,183,Foul on Frank Howard.,60,65
3:19,46,Jagan Mosely made Free Throw.,60,66
3:19,46,Jagan Mosely made Free Throw.,60,67
3:08,183,Frank Howard made Jumper.,62,67
2:46,46,Jamorko Pickett made Jumper. Assisted by Jahvon Blair.,62,69
2:27,183,Matthew Moyer made Layup. Assisted by Frank Howard.,64,69
2:16,46,Jagan Mosely Turnover.,64,69
2:15,183,Oshae Brissett Steal.,64,69
2:11,183,Tyus Battle missed Layup.,64,69
2:11,46,Jessie Govan Block.,64,69
2:10,46,Jamorko Pickett Defensive Rebound.,64,69
1:41,46,Jamorko Pickett missed Jumper.,64,69
1:41,183,Paschal Chukwu Defensive Rebound.,64,69
1:32,183,Tyus Battle made Three Point Jumper. Assisted by Oshae Brissett.,67,69
1:30,183,Syracuse  Timeout,67,69
1:04,46,Jessie Govan Turnover.,67,69
1:03,183,Frank Howard Steal.,67,69
1:00,183,Frank Howard made Layup.,69,69
0:40,46,Jessie Govan missed Jumper.,69,69
0:40,183,Matthew Moyer Defensive Rebound.,69,69
0:10,183,Tyus Battle missed Jumper.,69,69
0:10,183,Matthew Moyer Offensive Rebound.,69,69
0:05,183,Frank Howard missed Three Point Jumper.,69,69
0:05,183,Oshae Brissett Offensive Rebound.,69,69
0:01,183,Oshae Brissett missed Layup.,69,69
0:01,46,Kaleb Johnson Block.,69,69
0:01,46,Jessie Govan Defensive Rebound.,69,69
0:00,46,End of 2nd half,69,69
4:32,183,Tyus Battle made Three Point Jumper.,72,69
4:11,46,Jagan Mosely made Jumper.,72,71
3:41,183,Paschal Chukwu made Layup. Assisted by Frank Howard.,74,71
3:15,46,Jessie Govan missed Jumper.,74,71
3:15,183,Oshae Brissett Defensive Rebound.,74,71
2:57,183,Tyus Battle Turnover.,74,71
2:56,46,Jagan Mosely Steal.,74,71
2:51,46,Jagan Mosely made Layup. Assisted by Jahvon Blair.,74,73
2:33,183,Tyus Battle made Three Point Jumper. Assisted by Frank Howard.,77,73
2:06,183,Foul on Paschal Chukwu.,77,73
2:06,46,Jessie Govan made Free Throw.,77,74
2:06,46,Jessie Govan made Free Throw.,77,75
1:50,46,Foul on Jamorko Pickett.,77,75
1:50,183,Oshae Brissett made Free Throw.,78,75
1:50,183,Oshae Brissett made Free Throw.,79,75
1:38,46,Kaleb Johnson missed Three Point Jumper.,79,75
1:38,183,Oshae Brissett Defensive Rebound.,79,75
1:11,183,Tyus Battle missed Three Point Jumper.,79,75
1:11,183,Marek Dolezaj Offensive Rebound.,79,75
1:09,46,Foul on Kaleb Johnson.,79,75
1:09,183,Marek Dolezaj made Free Throw.,80,75
1:09,183,Marek Dolezaj made Free Throw.,81,75
1:09,46,Georgetown  Timeout,81,75
1:09,46,Official TV Timeout,81,75
1:01,46,Jahvon Blair missed Three Point Jumper.,81,75
1:01,183,Matthew Moyer Defensive Rebound.,81,75
0:50,46,Foul on Kaleb Johnson.,81,75
0:50,183,Oshae Brissett made Free Throw.,82,75
0:50,183,Oshae Brissett missed Free Throw.,82,75
0:50,46,Jessie Govan Defensive Rebound.,82,75
0:43,46,Jamorko Pickett missed Three Point Jumper.,82,75
0:43,46,Jahvon Blair Offensive Rebound.,82,75
0:35,46,Jamorko Pickett missed Three Point Jumper.,82,75
0:35,183,Marek Dolezaj Defensive Rebound.,82,75
0:29,183,Marek Dolezaj Turnover.,82,75
0:28,46,Jahvon Blair Steal.,82,75
0:27,46,Jahvon Blair missed Three Point Jumper.,82,75
0:27,46,Jessie Govan Offensive Rebound.,82,75
0:26,46,Jessie Govan made Layup.,82,77
0:25,46,Foul on Jahvon Blair.,82,77
0:25,183,Tyus Battle made Free Throw.,83,77
0:25,183,Tyus Battle made Free Throw.,84,77
0:19,46,Jamorko Pickett Turnover.,84,77
0:18,46,Foul on Jagan Mosely.,84,77
0:18,183,Marek Dolezaj made Free Throw.,85,77
0:18,183,Marek Dolezaj missed Free Throw.,85,77
0:18,46,Jessie Govan Defensive Rebound.,85,77
0:12,46,Jagan Mosely missed Layup.,85,77
0:12,183,Marek Dolezaj Block.,85,77
0:10,46,Jagan Mosely Offensive Rebound.,85,77
0:09,46,Jagan Mosely made Layup.,85,79
0:08,46,Foul on Jagan Mosely.,85,79
0:08,183,Frank Howard made Free Throw.,86,79
0:08,183,Frank Howard missed Free Throw.,86,79
0:08,46,Jessie Govan Defensive Rebound.,86,79
0:03,46,Jagan Mosely missed Three Point Jumper.,86,79
0:03,46,Kaleb Johnson Offensive Rebound.,86,79
0:00,46,End of Game,86,79
