Oklahoma State,52,Florida State,197
13:07,197,Thomas Dziagwa Turnover.,11,14
12:53,52,M.J. Walker Turnover.,11,14
12:31,197,Tavarius Shine made Dunk. Assisted by Brandon Averette.,13,14
12:18,52,Mfiondu Kabengele made Dunk. Assisted by Trent Forrest.,13,16
12:18,197,Foul on Tavarius Shine.,13,16
12:18,52,Mfiondu Kabengele made Free Throw.,13,17
12:02,197,Brandon Averette Turnover.,13,17
11:43,52,Mfiondu Kabengele Turnover.,13,17
11:43,52,Official TV Timeout,13,17
11:29,197,Mitchell Solomon missed Layup.,13,17
11:29,197,Mitchell Solomon Offensive Rebound.,13,17
11:27,52,Foul on Mfiondu Kabengele.,13,17
11:27,197,Mitchell Solomon made Free Throw.,14,17
11:27,197,Mitchell Solomon made Free Throw.,15,17
11:15,52,Mfiondu Kabengele missed Layup.,15,17
11:15,197,Lindy Waters III Defensive Rebound.,15,17
10:55,197,Lindy Waters III missed Three Point Jumper.,15,17
10:55,52,M.J. Walker Defensive Rebound.,15,17
10:48,52,M.J. Walker Turnover.,15,17
10:46,197,Kendall Smith Steal.,15,17
10:44,197,Kendall Smith made Layup.,17,17
10:33,52,Braian Angola Turnover.,17,17
10:21,52,Foul on CJ Walker.,17,17
10:21,197,Tavarius Shine Turnover.,17,17
10:09,52,Terance Mann Turnover.,17,17
10:08,197,Lindy Waters III Steal.,17,17
10:05,197,Tavarius Shine made Layup. Assisted by Jeffrey Carroll.,19,17
9:53,52,Trent Forrest Turnover.,19,17
9:53,52,Florida State  Timeout,19,17
9:41,197,Kendall Smith missed Jumper.,19,17
9:41,52,Trent Forrest Defensive Rebound.,19,17
9:36,197,Foul on Tavarius Shine.,19,17
9:34,52,Mfiondu Kabengele missed Three Point Jumper.,19,17
9:34,52,Terance Mann Offensive Rebound.,19,17
9:31,52,Terance Mann made Dunk.,19,19
9:05,197,Kendall Smith missed Jumper.,19,19
9:05,52,Terance Mann Defensive Rebound.,19,19
8:57,52,Terance Mann made Jumper. Assisted by Braian Angola.,19,21
8:49,197,Jeffrey Carroll made Three Point Jumper. Assisted by Kendall Smith.,22,21
8:28,52,Mfiondu Kabengele made Jumper.,22,23
8:28,197,Foul on Mitchell Solomon.,22,23
8:28,52,Mfiondu Kabengele made Free Throw.,22,24
8:12,197,Jeffrey Carroll made Jumper. Assisted by Mitchell Solomon.,24,24
7:57,52,Terance Mann missed Jumper.,24,24
7:57,197,Mitchell Solomon Block.,24,24
7:54,52,Terance Mann Offensive Rebound.,24,24
7:45,52,CJ Walker missed Layup.,24,24
7:45,197,Mitchell Solomon Block.,24,24
7:44,197,Oklahoma State Defensive Rebound.,24,24
7:43,52,Official TV Timeout,24,24
7:21,197,Yankuba Sima made Dunk. Assisted by Lindy Waters III.,26,24
6:53,52,Terance Mann missed Jumper.,26,24
6:53,197,Kendall Smith Defensive Rebound.,26,24
6:45,197,Yankuba Sima missed Layup.,26,24
6:45,52,Mfiondu Kabengele Defensive Rebound.,26,24
6:23,52,Mfiondu Kabengele made Jumper. Assisted by Braian Angola.,26,26
6:07,52,Foul on Braian Angola.,26,26
6:02,197,Jeffrey Carroll missed Layup.,26,26
6:02,52,Mfiondu Kabengele Block.,26,26
6:00,52,Phil Cofer Defensive Rebound.,26,26
5:51,52,Mfiondu Kabengele Turnover.,26,26
5:49,197,Yankuba Sima Steal.,26,26
5:47,197,Jeffrey Carroll missed Layup.,26,26
5:47,52,Phil Cofer Defensive Rebound.,26,26
5:39,52,Braian Angola missed Three Point Jumper.,26,26
5:39,52,Phil Cofer Offensive Rebound.,26,26
5:27,197,Foul on Yankuba Sima.,26,26
5:27,52,Terance Mann made Free Throw.,26,27
5:27,52,Terance Mann made Free Throw.,26,28
5:06,197,Yankuba Sima made Jumper.,28,28
4:56,52,Terance Mann missed Jumper.,28,28
4:56,197,Thomas Dziagwa Defensive Rebound.,28,28
4:49,52,Foul on Mfiondu Kabengele.,28,28
4:49,197,Yankuba Sima missed Free Throw.,28,28
4:49,197,Oklahoma State Deadball Team Rebound.,28,28
4:49,197,Yankuba Sima made Free Throw.,29,28
4:37,52,M.J. Walker missed Three Point Jumper.,29,28
4:37,197,Jeffrey Carroll Defensive Rebound.,29,28
4:31,197,Jeffrey Carroll missed Layup.,29,28
4:31,52,Florida State Deadball Team Rebound.,29,28
4:29,197,Foul on Yankuba Sima.,29,28
4:29,52,Trent Forrest missed Free Throw.,29,28
4:29,197,Mitchell Solomon Defensive Rebound.,29,28
4:09,197,Thomas Dziagwa Turnover.,29,28
3:57,52,Terance Mann made Jumper. Assisted by Trent Forrest.,29,30
3:49,197,Mitchell Solomon missed Three Point Jumper.,29,30
3:49,52,M.J. Walker Defensive Rebound.,29,30
3:38,52,Phil Cofer made Three Point Jumper. Assisted by Terance Mann.,29,33
3:16,197,Thomas Dziagwa missed Three Point Jumper.,29,33
3:16,52,M.J. Walker Block.,29,33
3:14,52,Terance Mann Defensive Rebound.,29,33
3:03,52,Phil Cofer missed Three Point Jumper.,29,33
3:03,197,Thomas Dziagwa Defensive Rebound.,29,33
2:53,197,Yankuba Sima missed Three Point Jumper.,29,33
2:53,52,Florida State Defensive Rebound.,29,33
2:50,52,Official TV Timeout,29,33
2:38,52,Phil Cofer made Layup.,29,35
2:23,197,Thomas Dziagwa missed Three Point Jumper.,29,35
2:23,52,M.J. Walker Defensive Rebound.,29,35
2:10,52,Phil Cofer missed Dunk.,29,35
2:10,197,Mitchell Solomon Block.,29,35
2:10,197,Thomas Dziagwa Defensive Rebound.,29,35
1:49,197,Jeffrey Carroll missed Three Point Jumper.,29,35
1:49,197,Oklahoma State Deadball Team Rebound.,29,35
1:45,52,Foul on M.J. Walker.,29,35
1:42,197,Tavarius Shine made Three Point Jumper. Assisted by Kendall Smith.,32,35
1:18,52,Terance Mann missed Jumper.,32,35
1:18,52,Ike Obiagu Offensive Rebound.,32,35
1:14,52,Ike Obiagu Turnover.,32,35
1:13,197,Kendall Smith Steal.,32,35
1:06,197,Lindy Waters III missed Three Point Jumper.,32,35
1:06,52,Phil Cofer Defensive Rebound.,32,35
0:51,52,Phil Cofer missed Jumper.,32,35
0:51,52,Ike Obiagu Offensive Rebound.,32,35
0:47,52,Braian Angola missed Three Point Jumper.,32,35
0:47,197,Kendall Smith Defensive Rebound.,32,35
0:42,52,Foul on Braian Angola.,32,35
0:42,197,Jeffrey Carroll made Free Throw.,33,35
0:42,197,Jeffrey Carroll made Free Throw.,34,35
0:16,52,CJ Walker missed Jumper.,34,35
0:16,52,Trent Forrest Offensive Rebound.,34,35
0:12,52,Phil Cofer made Three Point Jumper. Assisted by Trent Forrest.,34,38
0:08,197,Oklahoma State  Timeout,34,38
0:02,197,Kendall Smith missed Three Point Jumper.,34,38
0:02,52,Terance Mann Defensive Rebound.,34,38
0:00,52,End of 1st half,34,38
19:47,197,Foul on Tavarius Shine.,34,38
19:47,52,Ike Obiagu missed Free Throw.,34,38
19:47,52,Florida State Deadball Team Rebound.,34,38
19:47,52,Ike Obiagu made Free Throw.,34,39
19:29,197,Jeffrey Carroll missed Jumper.,34,39
19:29,52,Ike Obiagu Block.,34,39
19:29,197,Oklahoma State Offensive Rebound.,34,39
19:15,197,Kendall Smith missed Three Point Jumper.,34,39
19:15,197,Oklahoma State Offensive Rebound.,34,39
19:15,197,Oklahoma State  Turnover.,34,39
19:01,52,CJ Walker Turnover.,34,39
18:48,197,Lindy Waters III missed Three Point Jumper.,34,39
18:48,52,Braian Angola Defensive Rebound.,34,39
18:40,52,Terance Mann Turnover.,34,39
18:40,52,Foul on Terance Mann.,34,39
18:31,52,Foul on Braian Angola.,34,39
18:29,197,Lindy Waters III made Three Point Jumper. Assisted by Jeffrey Carroll.,37,39
18:18,52,Braian Angola missed Jumper.,37,39
18:18,52,CJ Walker Offensive Rebound.,37,39
18:16,52,CJ Walker missed Two Point Tip Shot.,37,39
18:16,52,Braian Angola Offensive Rebound.,37,39
18:15,52,Foul on Braian Angola.,37,39
18:15,52,Braian Angola Turnover.,37,39
17:55,197,Jeffrey Carroll Turnover.,37,39
17:54,52,Phil Cofer Steal.,37,39
17:51,197,Foul on Mitchell Solomon.,37,39
17:51,52,Phil Cofer made Free Throw.,37,40
17:51,52,Phil Cofer made Free Throw.,37,41
17:27,197,Jeffrey Carroll missed Jumper.,37,41
17:27,52,Terance Mann Defensive Rebound.,37,41
17:18,52,Trent Forrest made Layup.,37,43
17:05,197,Lindy Waters III missed Jumper.,37,43
17:05,197,Kendall Smith Offensive Rebound.,37,43
16:59,197,Kendall Smith missed Layup.,37,43
16:59,197,Lindy Waters III Offensive Rebound.,37,43
16:55,197,Lindy Waters III missed Two Point Tip Shot.,37,43
16:55,197,Mitchell Solomon Offensive Rebound.,37,43
16:52,197,Mitchell Solomon made Layup.,39,43
16:46,52,Phil Cofer made Three Point Jumper. Assisted by Trent Forrest.,39,46
16:31,197,Lindy Waters III made Jumper.,41,46
16:21,52,Trent Forrest Turnover.,41,46
16:20,197,Tavarius Shine Steal.,41,46
16:18,197,Tavarius Shine made Dunk.,43,46
15:46,52,Terance Mann missed Jumper.,43,46
15:46,52,Terance Mann Offensive Rebound.,43,46
15:41,52,Terance Mann made Two Point Tip Shot.,43,48
15:36,197,Jeffrey Carroll made Three Point Jumper. Assisted by Kendall Smith.,46,48
15:18,52,Phil Cofer missed Three Point Jumper.,46,48
15:18,197,Jeffrey Carroll Defensive Rebound.,46,48
15:12,197,Jeffrey Carroll made Three Point Jumper.,49,48
14:54,52,CJ Walker missed Layup.,49,48
14:54,197,Jeffrey Carroll Defensive Rebound.,49,48
14:48,197,Kendall Smith missed Layup.,49,48
14:48,52,Trent Forrest Block.,49,48
14:45,52,Terance Mann Defensive Rebound.,49,48
14:41,197,Foul on Lindy Waters III.,49,48
14:41,52,Official TV Timeout,49,48
14:41,52,Trent Forrest missed Free Throw.,49,48
14:41,52,Florida State Deadball Team Rebound.,49,48
14:41,52,Trent Forrest missed Free Throw.,49,48
14:41,197,Yankuba Sima Defensive Rebound.,49,48
14:19,197,Jeffrey Carroll missed Three Point Jumper.,49,48
14:19,52,CJ Walker Defensive Rebound.,49,48
14:10,52,CJ Walker made Three Point Jumper. Assisted by Terance Mann.,49,51
13:38,197,Cameron McGriff missed Three Point Jumper.,49,51
13:38,52,Trent Forrest Defensive Rebound.,49,51
13:37,197,Foul on Jeffrey Carroll.,49,51
13:11,52,Mfiondu Kabengele Turnover.,49,51
12:52,197,Cameron McGriff Turnover.,49,51
12:50,52,Phil Cofer Steal.,49,51
12:47,197,Foul on Tavarius Shine.,49,51
12:31,52,Phil Cofer missed Jumper.,49,51
12:31,52,Terance Mann Offensive Rebound.,49,51
12:26,52,Terance Mann missed Two Point Tip Shot.,49,51
12:26,197,Yankuba Sima Defensive Rebound.,49,51
12:01,197,Jeffrey Carroll Turnover.,49,51
12:00,52,Terance Mann Steal.,49,51
11:58,52,Terance Mann made Layup.,49,53
11:34,52,Foul on Mfiondu Kabengele.,49,53
11:34,52,Official TV Timeout,49,53
11:29,197,Jeffrey Carroll missed Jumper.,49,53
11:29,52,Florida State Deadball Team Rebound.,49,53
11:15,197,Foul on Jeffrey Carroll.,49,53
11:09,197,Foul on Thomas Dziagwa.,49,53
11:09,52,M.J. Walker made Free Throw.,49,54
11:09,52,M.J. Walker made Free Throw.,49,55
10:56,197,Brandon Averette missed Three Point Jumper.,49,55
10:56,52,Terance Mann Defensive Rebound.,49,55
10:38,52,Trent Forrest missed Layup.,49,55
10:38,197,Thomas Dziagwa Defensive Rebound.,49,55
10:31,197,Lindy Waters III Turnover.,49,55
10:28,52,M.J. Walker Steal.,49,55
10:19,52,Phil Cofer missed Layup.,49,55
10:19,52,Mfiondu Kabengele Offensive Rebound.,49,55
10:15,52,Mfiondu Kabengele missed Two Point Tip Shot.,49,55
10:15,52,Terance Mann Offensive Rebound.,49,55
10:03,197,Foul on Lindy Waters III.,49,55
10:03,52,Trent Forrest missed Free Throw.,49,55
10:03,197,Jeffrey Carroll Defensive Rebound.,49,55
9:38,52,Foul on Phil Cofer.,49,55
9:38,197,Jeffrey Carroll missed Free Throw.,49,55
9:38,197,Oklahoma State Deadball Team Rebound.,49,55
9:38,197,Jeffrey Carroll made Free Throw.,50,55
9:23,52,Mfiondu Kabengele Turnover.,50,55
9:05,197,Jeffrey Carroll missed Jumper.,50,55
9:05,197,Yankuba Sima Offensive Rebound.,50,55
8:46,197,Jeffrey Carroll missed Three Point Jumper.,50,55
8:46,52,Florida State Defensive Rebound.,50,55
8:16,197,Foul on Lindy Waters III.,50,55
8:16,52,Mfiondu Kabengele made Free Throw.,50,56
8:16,52,Mfiondu Kabengele made Free Throw.,50,57
8:07,197,Mitchell Solomon Turnover.,50,57
8:06,52,M.J. Walker Steal.,50,57
7:52,52,M.J. Walker missed Jumper.,50,57
7:52,197,Kendall Smith Defensive Rebound.,50,57
7:47,197,Lindy Waters III missed Three Point Jumper.,50,57
7:47,197,Mitchell Solomon Offensive Rebound.,50,57
7:43,197,Mitchell Solomon made Layup.,52,57
7:25,52,Mfiondu Kabengele missed Jumper.,52,57
7:25,197,Kendall Smith Defensive Rebound.,52,57
7:15,197,Brandon Averette missed Jumper.,52,57
7:15,197,Mitchell Solomon Offensive Rebound.,52,57
7:10,197,Kendall Smith made Three Point Jumper. Assisted by Mitchell Solomon.,55,57
7:08,197,Oklahoma State  Timeout,55,57
7:08,52,Official TV Timeout,55,57
6:47,52,Phil Cofer missed Jumper.,55,57
6:47,197,Mitchell Solomon Defensive Rebound.,55,57
6:34,52,Foul on Mfiondu Kabengele.,55,57
6:34,52,Official TV Timeout,55,57
6:28,197,Oklahoma State  Timeout,55,57
6:15,197,Brandon Averette missed Three Point Jumper.,55,57
6:15,52,Ike Obiagu Defensive Rebound.,55,57
6:03,52,Phil Cofer made Dunk. Assisted by CJ Walker.,55,59
5:50,197,Kendall Smith missed Three Point Jumper.,55,59
5:50,197,Mitchell Solomon Offensive Rebound.,55,59
5:40,197,Lindy Waters III made Jumper. Assisted by Kendall Smith.,57,59
5:16,52,Terance Mann made Jumper.,57,61
5:07,197,Kendall Smith made Jumper. Assisted by Brandon Averette.,59,61
4:48,52,Phil Cofer Turnover.,59,61
4:46,197,Mitchell Solomon Steal.,59,61
4:40,197,Kendall Smith missed Three Point Jumper.,59,61
4:35,197,Jeffrey Carroll Offensive Rebound.,59,61
4:32,52,Foul on Ike Obiagu.,59,61
4:32,197,Jeffrey Carroll made Free Throw.,60,61
4:32,197,Jeffrey Carroll made Free Throw.,61,61
4:05,52,CJ Walker missed Three Point Jumper.,61,61
4:05,52,Braian Angola Offensive Rebound.,61,61
4:03,52,Braian Angola made Layup.,61,63
3:46,197,Jeffrey Carroll made Three Point Jumper. Assisted by Kendall Smith.,64,63
3:20,197,Foul on Yankuba Sima.,64,63
3:20,52,Official TV Timeout,64,63
3:20,52,Braian Angola missed Free Throw.,64,63
3:20,52,Florida State Deadball Team Rebound.,64,63
3:20,52,Braian Angola made Free Throw.,64,64
2:56,197,Tavarius Shine made Three Point Jumper. Assisted by Mitchell Solomon.,67,64
2:43,52,Braian Angola missed Three Point Jumper.,67,64
2:43,197,Mitchell Solomon Defensive Rebound.,67,64
2:19,197,Kendall Smith Turnover.,67,64
2:19,52,Florida State  Timeout,67,64
2:03,52,Trent Forrest made Jumper.,67,66
1:38,197,Lindy Waters III missed Jumper.,67,66
1:38,52,Braian Angola Defensive Rebound.,67,66
1:36,197,Foul on Mitchell Solomon.,67,66
1:36,52,Braian Angola missed Free Throw.,67,66
1:36,52,Florida State Deadball Team Rebound.,67,66
1:36,52,Braian Angola made Free Throw.,67,67
1:18,197,Mitchell Solomon made Dunk. Assisted by Lindy Waters III.,69,67
1:06,52,Braian Angola missed Layup.,69,67
1:06,197,Mitchell Solomon Defensive Rebound.,69,67
1:01,197,Mitchell Solomon Turnover.,69,67
0:59,52,Phil Cofer Steal.,69,67
0:55,197,Foul on Lindy Waters III.,69,67
0:55,52,Phil Cofer made Free Throw.,69,68
0:55,52,Phil Cofer missed Free Throw.,69,68
0:55,197,Jeffrey Carroll Defensive Rebound.,69,68
0:29,197,Kendall Smith missed Layup.,69,68
0:28,52,Mfiondu Kabengele Block.,69,68
0:27,52,Mfiondu Kabengele Defensive Rebound.,69,68
0:22,52,Florida State  Timeout,69,68
0:12,52,Phil Cofer missed Jumper.,69,68
0:12,52,Terance Mann Offensive Rebound.,69,68
0:10,52,Terance Mann made Layup.,69,70
0:06,197,Kendall Smith missed Jumper.,69,70
0:06,197,Mitchell Solomon Offensive Rebound.,69,70
0:06,197,Mitchell Solomon made Two Point Tip Shot.,71,70
0:06,197,Oklahoma State  Timeout,71,70
0:01,52,CJ Walker Turnover.,71,70
0:01,52,Foul on CJ Walker.,71,70
0:00,52,End of Game,71,70
