Niagara,2450,Norfolk State,315
9:43,2450,Alex Long made Free Throw.,15,21
9:43,2450,Alex Long missed Free Throw.,15,21
9:43,315,Greg King Defensive Rebound.,15,21
9:28,315,Kierell Green made Three Point Jumper. Assisted by Kevin Larkin.,18,21
9:12,315,Foul on Kierell Green.,18,21
9:12,2450,Steven Whitley made Free Throw.,18,22
9:12,2450,Steven Whitley made Free Throw.,18,23
9:03,315,Kierell Green missed Three Point Jumper.,18,23
9:03,2450,Preston Bungei Defensive Rebound.,18,23
8:46,315,Foul on Greg King.,18,23
8:46,2450,Steven Whitley made Free Throw.,18,24
8:46,2450,Steven Whitley made Free Throw.,18,25
8:32,2450,Foul on Kyle Williams.,18,25
8:32,315,Marvin Prochet missed Free Throw.,18,25
8:32,2450,Stavian Allen Defensive Rebound.,18,25
8:18,2450,Steven Whitley made Layup.,18,27
8:08,315,Kahlil Dukes Turnover.,18,27
8:08,315,Foul on Kahlil Dukes.,18,27
7:44,2450,Preston Bungei made Jumper.,18,29
7:36,315,Matt Scott made Three Point Jumper. Assisted by James Towns.,21,29
7:13,2450,Stavian Allen Turnover.,21,29
7:13,315,James Towns Steal.,21,29
7:08,315,Matt Scott made Three Point Jumper. Assisted by James Towns.,24,29
7:03,2450,Norfolk State  Timeout,24,29
7:03,2450,Official TV Timeout,24,29
6:48,2450,Kyle Williams made Layup.,24,31
6:37,315,James Towns missed Three Point Jumper.,24,31
6:37,2450,Preston Bungei Defensive Rebound.,24,31
6:28,2450,Preston Bungei made Three Point Jumper. Assisted by Kyle Williams.,24,34
6:08,315,James Towns Turnover.,24,34
6:07,2450,Derrik Jamerson Jr. Steal.,24,34
6:04,2450,Derrik Jamerson Jr. made Layup.,24,36
5:53,2450,Foul on Derrik Jamerson Jr..,24,36
5:53,2450,Official TV Timeout,24,36
5:53,315,Kahlil Dukes made Free Throw.,25,36
5:53,315,Kahlil Dukes made Free Throw.,26,36
5:34,315,Foul on Dominic Robb.,26,36
5:34,2450,Alex Long made Free Throw.,26,37
5:34,2450,Alex Long made Free Throw.,26,38
5:29,315,Marvin Prochet made Three Point Jumper. Assisted by James Towns.,29,38
5:11,315,Foul on Matt Scott.,29,38
5:11,2450,Preston Bungei made Free Throw.,29,39
5:11,2450,Preston Bungei made Free Throw.,29,40
5:03,315,Marvin Prochet missed Jumper.,29,40
5:03,2450,Alex Long Block.,29,40
5:03,315,Niagara Offensive Rebound.,29,40
4:58,315,Dominic Robb made Layup. Assisted by Marvin Prochet.,31,40
4:40,2450,Preston Bungei missed Layup.,31,40
4:40,315,Niagara Defensive Rebound.,31,40
4:26,315,Kahlil Dukes made Layup.,33,40
4:26,2450,Foul on Alex Long.,33,40
4:26,315,Kahlil Dukes missed Free Throw.,33,40
4:26,2450,Alex Long Defensive Rebound.,33,40
4:13,2450,Steven Whitley missed Layup.,33,40
4:13,2450,Steven Whitley Offensive Rebound.,33,40
4:11,2450,Steven Whitley missed Two Point Tip Shot.,33,40
4:11,315,Dominic Robb Defensive Rebound.,33,40
4:00,315,James Towns Turnover.,33,40
3:59,2450,Steven Whitley Steal.,33,40
3:53,2450,Kyle Williams missed Three Point Jumper.,33,40
3:53,315,Matt Scott Defensive Rebound.,33,40
3:47,2450,Foul on Kyle Williams.,33,40
3:47,2450,Official TV Timeout,33,40
3:47,315,James Towns missed Free Throw.,33,40
3:47,315,Niagara Deadball Team Rebound.,33,40
3:47,315,James Towns made Free Throw.,34,40
3:20,2450,Preston Bungei missed Jumper.,34,40
3:20,315,Dominic Robb Defensive Rebound.,34,40
3:15,2450,Foul on Derrik Jamerson Jr..,34,40
3:15,315,Matt Scott made Free Throw.,35,40
3:15,315,Matt Scott missed Free Throw.,35,40
3:15,2450,Mastadi Pitt Defensive Rebound.,35,40
3:02,2450,Kyle Williams Turnover.,35,40
2:41,315,Keleaf Tate missed Jumper.,35,40
2:41,315,Matt Scott Offensive Rebound.,35,40
2:40,2450,Foul on Alex Long.,35,40
2:40,315,Matt Scott made Free Throw.,36,40
2:40,315,Matt Scott made Free Throw.,37,40
2:28,315,Foul on Kahlil Dukes.,37,40
2:28,2450,Kyle Williams made Free Throw.,37,41
2:28,2450,Kyle Williams made Free Throw.,37,42
2:22,315,Matt Scott missed Three Point Jumper.,37,42
2:22,2450,Mastadi Pitt Defensive Rebound.,37,42
2:14,2450,Mastadi Pitt missed Layup.,37,42
2:14,315,Dominic Robb Block.,37,42
2:14,315,Keleaf Tate Defensive Rebound.,37,42
2:07,315,Marvin Prochet missed Three Point Jumper.,37,42
2:07,2450,Mastadi Pitt Defensive Rebound.,37,42
1:46,2450,Kyle Williams made Three Point Jumper. Assisted by Mastadi Pitt.,37,45
1:22,315,Keleaf Tate missed Three Point Jumper.,37,45
1:22,315,Niagara Deadball Team Rebound.,37,45
1:20,2450,Foul on Mastadi Pitt.,37,45
1:20,315,Dominic Robb missed Free Throw.,37,45
1:20,315,Niagara Deadball Team Rebound.,37,45
1:20,315,Dominic Robb made Free Throw.,38,45
1:06,2450,Bryan Gellineau made Jumper. Assisted by Mastadi Pitt.,38,47
1:00,315,Matt Scott Turnover.,38,47
0:59,2450,Mastadi Pitt Steal.,38,47
0:55,2450,Kyle Williams made Layup. Assisted by Preston Bungei.,38,49
0:50,315,Keleaf Tate missed Three Point Jumper.,38,49
0:50,2450,Kyle Williams Defensive Rebound.,38,49
0:19,2450,Mastadi Pitt Turnover.,38,49
0:18,315,James Towns Steal.,38,49
0:16,315,James Towns made Layup.,40,49
0:01,2450,Mastadi Pitt made Jumper.,40,51
0:00,2450,End of 1st half,40,51
19:45,315,Kahlil Dukes missed Three Point Jumper.,40,51
19:45,315,Marvin Prochet Offensive Rebound.,40,51
19:43,2450,Foul on Alex Long.,40,51
19:43,315,Marvin Prochet made Free Throw.,41,51
19:43,315,Marvin Prochet made Free Throw.,42,51
19:27,2450,Kyle Williams Turnover.,42,51
19:13,2450,Foul on Dan Robinson.,42,51
19:05,315,Niagara  Timeout,42,51
19:05,2450,Official TV Timeout,42,51
18:52,315,Niagara  Turnover.,42,51
18:39,2450,Dan Robinson Turnover.,42,51
18:38,315,Keleaf Tate Steal.,42,51
18:31,315,Keleaf Tate Turnover.,42,51
18:26,2450,Mastadi Pitt Steal.,42,51
18:00,2450,Kyle Williams made Three Point Jumper. Assisted by Dan Robinson.,42,54
17:48,315,Kahlil Dukes made Three Point Jumper. Assisted by Marvin Prochet.,45,54
17:23,315,Foul on Greg King.,45,54
17:21,2450,Dan Robinson made Layup. Assisted by Steven Whitley.,45,56
17:03,2450,Foul on Mastadi Pitt.,45,56
16:56,315,Kahlil Dukes missed Jumper.,45,56
16:56,2450,Dan Robinson Defensive Rebound.,45,56
16:47,2450,Kyle Williams Turnover.,45,56
16:36,2450,Foul on Preston Bungei.,45,56
16:18,315,Keleaf Tate missed Jumper.,45,56
16:18,2450,Dan Robinson Defensive Rebound.,45,56
16:01,2450,Dan Robinson missed Jumper.,45,56
16:01,315,Greg King Defensive Rebound.,45,56
15:56,2450,Foul on Mastadi Pitt.,45,56
15:56,2450,Official TV Timeout,45,56
15:54,315,Greg King made Layup. Assisted by Keleaf Tate.,47,56
15:42,2450,Preston Bungei made Layup.,47,58
15:36,315,Kahlil Dukes missed Three Point Jumper.,47,58
15:36,315,Keleaf Tate Offensive Rebound.,47,58
15:31,315,Keleaf Tate Turnover.,47,58
15:30,2450,Steven Whitley Steal.,47,58
15:26,2450,Derrik Jamerson Jr. made Three Point Jumper. Assisted by Steven Whitley.,47,61
14:57,315,Keleaf Tate Turnover.,47,61
14:40,2450,Preston Bungei missed Layup.,47,61
14:40,315,Greg King Block.,47,61
14:39,2450,Derrik Jamerson Jr. Offensive Rebound.,47,61
14:26,2450,Preston Bungei made Three Point Jumper. Assisted by Steven Whitley.,47,64
14:16,315,Kahlil Dukes missed Jumper.,47,64
14:16,2450,Derrik Jamerson Jr. Defensive Rebound.,47,64
13:40,315,Foul on Kevin Larkin.,47,64
13:40,2450,Bryan Gellineau made Free Throw.,47,65
13:40,2450,Bryan Gellineau missed Free Throw.,47,65
13:40,315,Marvin Prochet Defensive Rebound.,47,65
13:29,315,Matt Scott made Layup.,49,65
13:03,2450,Steven Whitley missed Jumper.,49,65
13:03,315,Kevin Larkin Defensive Rebound.,49,65
12:54,315,Marvin Prochet made Three Point Jumper. Assisted by Kevin Larkin.,52,65
12:29,2450,Derrik Jamerson Jr. missed Three Point Jumper.,52,65
12:29,315,Matt Scott Defensive Rebound.,52,65
12:24,315,Marvin Prochet made Layup. Assisted by Matt Scott.,54,65
12:24,2450,Foul on Steven Whitley.,54,65
12:24,315,Marvin Prochet made Free Throw.,55,65
12:07,2450,Bryan Gellineau missed Jumper.,55,65
12:07,2450,Norfolk State Offensive Rebound.,55,65
11:58,2450,Bryan Gellineau missed Jumper.,55,65
11:57,315,Marvin Prochet Defensive Rebound.,55,65
11:57,2450,Foul on Derrik Jamerson Jr..,55,65
11:57,2450,Official TV Timeout,55,65
11:57,315,Greg King made Free Throw.,56,65
11:57,315,Greg King made Free Throw.,57,65
11:36,2450,Steven Whitley missed Three Point Jumper.,57,65
11:36,2450,Alex Long Offensive Rebound.,57,65
11:25,2450,Steven Whitley missed Three Point Jumper.,57,65
11:25,2450,Alex Long Offensive Rebound.,57,65
11:22,2450,Alex Long missed Layup.,57,65
11:22,315,Greg King Block.,57,65
11:21,315,Matt Scott Defensive Rebound.,57,65
11:17,315,Kevin Larkin Turnover.,57,65
11:17,315,Foul on Kevin Larkin.,57,65
11:06,2450,Bryan Gellineau Turnover.,57,65
11:06,2450,Foul on Bryan Gellineau.,57,65
11:01,315,Kahlil Dukes missed Three Point Jumper.,57,65
11:01,2450,Steven Whitley Defensive Rebound.,57,65
10:53,2450,Kyle Williams missed Three Point Jumper.,57,65
10:53,315,Greg King Defensive Rebound.,57,65
10:44,315,Matt Scott missed Three Point Jumper.,57,65
10:44,2450,Preston Bungei Defensive Rebound.,57,65
10:26,2450,Bryan Gellineau missed Jumper.,57,65
10:26,315,Kevin Larkin Defensive Rebound.,57,65
10:06,315,Marvin Prochet made Three Point Jumper. Assisted by Matt Scott.,60,65
9:45,2450,Alex Long missed Jumper.,60,65
9:45,315,Marvin Prochet Defensive Rebound.,60,65
9:32,315,Matt Scott made Three Point Jumper. Assisted by Kahlil Dukes.,63,65
9:29,2450,Norfolk State  Timeout,63,65
9:19,2450,Alex Long Turnover.,63,65
9:18,315,Matt Scott Steal.,63,65
9:12,2450,Foul on Bryan Gellineau.,63,65
9:12,315,Greg King missed Free Throw.,63,65
9:12,315,Niagara Deadball Team Rebound.,63,65
9:12,315,Greg King missed Free Throw.,63,65
9:12,2450,Preston Bungei Defensive Rebound.,63,65
8:59,2450,Derrik Jamerson Jr. made Three Point Jumper. Assisted by Steven Whitley.,63,68
8:32,315,Kevin Larkin made Three Point Jumper. Assisted by Marvin Prochet.,66,68
8:16,315,Foul on Kevin Larkin.,66,68
7:57,2450,Steven Whitley made Three Point Jumper.,66,71
7:36,315,Dominic Robb made Jumper. Assisted by Chris Barton.,68,71
7:36,2450,Foul on Preston Bungei.,68,71
7:36,2450,Official TV Timeout,68,71
7:36,315,Dominic Robb made Free Throw.,69,71
7:29,2450,Steven Whitley Turnover.,69,71
7:29,2450,Foul on Steven Whitley.,69,71
7:21,315,Kahlil Dukes made Layup.,71,71
6:51,2450,Alex Long missed Jumper.,71,71
6:51,315,Marvin Prochet Defensive Rebound.,71,71
6:42,315,Dominic Robb missed Dunk.,71,71
6:42,2450,Derrik Jamerson Jr. Defensive Rebound.,71,71
6:34,2450,Kyle Williams missed Three Point Jumper.,71,71
6:34,315,Marvin Prochet Defensive Rebound.,71,71
6:25,315,Kahlil Dukes missed Layup.,71,71
6:25,2450,Preston Bungei Defensive Rebound.,71,71
6:16,2450,Alex Long made Layup. Assisted by Steven Whitley.,71,73
6:16,315,Foul on Dominic Robb.,71,73
6:16,2450,Alex Long made Free Throw.,71,74
5:57,315,Matt Scott missed Layup.,71,74
5:57,2450,Alex Long Defensive Rebound.,71,74
5:46,2450,Steven Whitley Turnover.,71,74
5:45,315,Kahlil Dukes Steal.,71,74
5:25,315,Chris Barton made Layup.,73,74
5:02,2450,Alex Long missed Jumper.,73,74
5:02,315,Niagara Defensive Rebound.,73,74
4:54,2450,Foul on Kyle Williams.,73,74
4:54,315,Matt Scott made Free Throw.,74,74
4:54,315,Matt Scott missed Free Throw.,74,74
4:54,2450,Preston Bungei Defensive Rebound.,74,74
4:31,2450,Kyle Williams Turnover.,74,74
4:05,315,Matt Scott Turnover.,74,74
3:46,2450,Alex Long Turnover.,74,74
3:46,315,Marvin Prochet Steal.,74,74
3:33,2450,Foul on Alex Long.,74,74
3:33,2450,Official TV Timeout,74,74
3:33,315,Matt Scott made Free Throw.,75,74
3:33,315,Matt Scott made Free Throw.,76,74
3:11,2450,Steven Whitley Turnover.,76,74
2:48,315,Greg King Turnover.,76,74
2:36,2450,Derrik Jamerson Jr. made Three Point Jumper. Assisted by Steven Whitley.,76,77
2:08,315,Kahlil Dukes Turnover.,76,77
1:56,2450,Derrik Jamerson Jr. made Three Point Jumper. Assisted by Steven Whitley.,76,80
1:49,315,Niagara  Timeout,76,80
1:31,315,Kevin Larkin made Three Point Jumper. Assisted by Kahlil Dukes.,79,80
0:57,2450,Dan Robinson missed Layup.,79,80
0:57,2450,Preston Bungei Offensive Rebound.,79,80
0:55,2450,Preston Bungei made Jumper.,79,82
0:48,315,Kahlil Dukes made Three Point Jumper.,82,82
0:35,2450,Kyle Williams missed Jumper.,82,82
0:35,2450,Kyle Williams Offensive Rebound.,82,82
0:19,2450,Norfolk State  Timeout,82,82
0:05,2450,Kyle Williams Turnover.,82,82
0:01,315,Matt Scott made Three Point Jumper.,85,82
0:00,2450,Norfolk State  Timeout,85,82
0:00,2450,Steven Whitley missed Three Point Jumper.,85,82
0:00,315,Niagara Defensive Rebound.,85,82
0:00,2450,End of Game,85,82
