Virginia Tech,96,Kentucky,259
19:38,96,Kevin Knox made Free Throw.,49,44
19:13,259,Ahmed Hill missed Layup.,49,44
19:13,96,Kentucky Deadball Team Rebound.,49,44
19:13,259,Foul on Kerry Blackshear Jr..,49,44
18:59,96,Kevin Knox missed Layup.,49,44
18:59,259,Nickeil Alexander-Walker Defensive Rebound.,49,44
18:43,259,Justin Robinson missed Three Point Jumper.,49,44
18:43,259,Chris Clarke Offensive Rebound.,49,44
18:35,259,Ahmed Hill made Layup.,51,44
18:17,96,Hamidou Diallo missed Three Point Jumper.,51,44
18:17,259,Chris Clarke Defensive Rebound.,51,44
18:03,259,Justin Bibbs missed Three Point Jumper.,51,44
18:03,96,Kevin Knox Defensive Rebound.,51,44
17:52,96,Kevin Knox made Three Point Jumper. Assisted by Nick Richards.,51,47
17:20,259,Nickeil Alexander-Walker missed Three Point Jumper.,51,47
17:20,96,Hamidou Diallo Defensive Rebound.,51,47
17:08,96,Kevin Knox Turnover.,51,47
16:50,259,Chris Clarke missed Three Point Jumper.,51,47
16:50,96,Nick Richards Defensive Rebound.,51,47
16:41,96,Kevin Knox made Layup. Assisted by Quade Green.,51,49
16:41,259,Foul on Justin Bibbs.,51,49
16:41,96,Kevin Knox made Free Throw.,51,50
16:32,259,Nickeil Alexander-Walker Turnover.,51,50
16:28,96,PJ Washington made Dunk. Assisted by Hamidou Diallo.,51,52
16:13,259,Justin Bibbs Turnover.,51,52
16:13,96,Hamidou Diallo Steal.,51,52
16:13,259,Foul on Justin Bibbs.,51,52
16:06,96,Kevin Knox made Jumper.,51,54
15:48,96,Foul on Nick Richards.,51,54
15:48,96,Official TV Timeout,51,54
15:48,259,Chris Clarke missed Free Throw.,51,54
15:48,259,Virginia Tech Deadball Team Rebound.,51,54
15:48,259,Chris Clarke made Free Throw.,52,54
15:19,96,PJ Washington missed Layup.,52,54
15:19,259,Chris Clarke Defensive Rebound.,52,54
15:13,259,Foul on Chris Clarke.,52,54
15:13,259,Chris Clarke Turnover.,52,54
15:07,96,PJ Washington missed Jumper.,52,54
15:07,259,Nickeil Alexander-Walker Defensive Rebound.,52,54
14:59,259,Justin Bibbs made Layup.,54,54
14:49,96,Quade Green missed Three Point Jumper.,54,54
14:49,96,Nick Richards Offensive Rebound.,54,54
14:41,259,Foul on Chris Clarke.,54,54
14:34,96,Hamidou Diallo missed Three Point Jumper.,54,54
14:34,96,Nick Richards Offensive Rebound.,54,54
14:27,259,Foul on Devin Wilson.,54,54
14:27,96,Nick Richards missed Free Throw.,54,54
14:27,96,Kentucky Deadball Team Rebound.,54,54
14:27,96,Nick Richards missed Free Throw.,54,54
14:27,259,Justin Bibbs Defensive Rebound.,54,54
14:02,96,Foul on Shai Gilgeous-Alexander.,54,54
14:02,259,Justin Robinson made Free Throw.,55,54
14:02,259,Justin Robinson made Free Throw.,56,54
13:43,96,Kevin Knox missed Three Point Jumper.,56,54
13:43,96,Hamidou Diallo Offensive Rebound.,56,54
13:43,96,Hamidou Diallo made Two Point Tip Shot.,56,56
13:18,96,Foul on Shai Gilgeous-Alexander.,56,56
13:18,259,Justin Robinson made Free Throw.,57,56
13:18,259,Justin Robinson made Free Throw.,58,56
13:04,96,Hamidou Diallo made Jumper. Assisted by Kevin Knox.,58,58
12:40,259,Justin Robinson Turnover.,58,58
12:40,96,Shai Gilgeous-Alexander Steal.,58,58
12:35,96,Hamidou Diallo missed Jumper.,58,58
12:35,96,Wenyen Gabriel Offensive Rebound.,58,58
12:35,96,Wenyen Gabriel made Two Point Tip Shot.,58,60
12:08,259,Kerry Blackshear Jr. made Layup. Assisted by Chris Clarke.,60,60
11:48,96,PJ Washington missed Layup.,60,60
11:48,96,PJ Washington Offensive Rebound.,60,60
11:40,96,PJ Washington missed Layup.,60,60
11:40,96,Wenyen Gabriel Offensive Rebound.,60,60
11:40,96,Wenyen Gabriel made Dunk.,60,62
11:36,96,Official TV Timeout,60,62
11:12,259,Kerry Blackshear Jr. Turnover.,60,62
11:03,96,PJ Washington made Three Point Jumper. Assisted by Kevin Knox.,60,65
10:38,96,Foul on Shai Gilgeous-Alexander.,60,65
10:26,259,Kerry Blackshear Jr. made Jumper.,62,65
10:02,96,Hamidou Diallo missed Jumper.,62,65
10:02,259,Justin Robinson Defensive Rebound.,62,65
9:50,259,Justin Robinson missed Layup.,62,65
9:50,259,Kerry Blackshear Jr. Offensive Rebound.,62,65
9:43,259,Justin Bibbs missed Three Point Jumper.,62,65
9:43,259,Justin Robinson Offensive Rebound.,62,65
9:24,259,Justin Bibbs made Jumper.,64,65
9:09,259,Foul on Justin Robinson.,64,65
9:09,96,Quade Green made Free Throw.,64,66
9:09,96,Quade Green made Free Throw.,64,67
8:50,96,Foul on Wenyen Gabriel.,64,67
8:39,259,Kerry Blackshear Jr. missed Layup.,64,67
8:39,96,Wenyen Gabriel Defensive Rebound.,64,67
8:31,96,Wenyen Gabriel missed Three Point Jumper.,64,67
8:31,259,Chris Clarke Defensive Rebound.,64,67
8:22,259,Devin Wilson made Layup. Assisted by Chris Clarke.,66,67
8:11,96,Kevin Knox missed Jumper.,66,67
8:11,259,Devin Wilson Defensive Rebound.,66,67
8:07,96,Foul on Kevin Knox.,66,67
7:56,259,Nickeil Alexander-Walker Turnover.,66,67
7:56,96,Wenyen Gabriel Steal.,66,67
7:49,96,Shai Gilgeous-Alexander missed Layup.,66,67
7:49,96,Wenyen Gabriel Offensive Rebound.,66,67
7:45,96,Jump Ball won by Kentucky,66,67
7:45,96,Official TV Timeout,66,67
7:38,259,Foul on Chris Clarke.,66,67
7:38,96,Shai Gilgeous-Alexander made Free Throw.,66,68
7:38,96,Shai Gilgeous-Alexander made Free Throw.,66,69
7:15,259,Kerry Blackshear Jr. Turnover.,66,69
6:54,96,Quade Green made Jumper.,66,71
6:33,259,Kerry Blackshear Jr. made Layup. Assisted by Justin Robinson.,68,71
6:06,96,Hamidou Diallo made Jumper.,68,73
5:46,259,Kerry Blackshear Jr. made Layup. Assisted by Justin Robinson.,70,73
5:25,259,Foul on Kerry Blackshear Jr..,70,73
5:25,96,Nick Richards made Free Throw.,70,74
5:25,96,Nick Richards made Free Throw.,70,75
5:08,96,Foul on Quade Green.,70,75
5:08,259,Justin Robinson missed Free Throw.,70,75
5:08,259,Virginia Tech Deadball Team Rebound.,70,75
5:08,259,Justin Robinson made Free Throw.,71,75
4:55,96,Hamidou Diallo made Three Point Jumper. Assisted by PJ Washington.,71,78
4:43,259,Virginia Tech  Timeout,71,78
4:33,259,Kerry Blackshear Jr. made Layup.,73,78
4:09,96,Kevin Knox missed Jumper.,73,78
4:09,96,PJ Washington Offensive Rebound.,73,78
4:08,96,PJ Washington made Dunk.,73,80
3:54,96,Foul on PJ Washington.,73,80
3:54,96,Official TV Timeout,73,80
3:54,259,Kerry Blackshear Jr. made Free Throw.,74,80
3:54,259,Kerry Blackshear Jr. missed Free Throw.,74,80
3:54,96,Wenyen Gabriel Defensive Rebound.,74,80
3:31,96,PJ Washington Turnover.,74,80
3:31,259,Chris Clarke Steal.,74,80
3:29,259,Foul on Kerry Blackshear Jr..,74,80
3:29,259,Kerry Blackshear Jr. Turnover.,74,80
3:15,96,Kevin Knox missed Jumper.,74,80
3:15,259,Justin Bibbs Block.,74,80
3:15,96,Kentucky Offensive Rebound.,74,80
3:08,96,Quade Green made Jumper.,74,82
2:50,259,Justin Robinson made Three Point Jumper. Assisted by Justin Bibbs.,77,82
2:23,96,Foul on Wenyen Gabriel.,77,82
2:23,96,Wenyen Gabriel Turnover.,77,82
2:14,259,Nickeil Alexander-Walker made Layup.,79,82
1:49,259,Foul on Chris Clarke.,79,82
1:49,96,PJ Washington made Free Throw.,79,83
1:49,96,PJ Washington missed Free Throw.,79,83
1:49,259,Chris Clarke Defensive Rebound.,79,83
1:49,96,Foul on Wenyen Gabriel.,79,83
1:49,259,Chris Clarke made Free Throw.,80,83
1:49,259,Chris Clarke missed Free Throw.,80,83
1:49,96,Wenyen Gabriel Defensive Rebound.,80,83
1:34,96,Kevin Knox made Layup. Assisted by PJ Washington.,80,85
1:18,259,Ahmed Hill made Three Point Jumper. Assisted by Justin Robinson.,83,85
0:51,96,Hamidou Diallo made Three Point Jumper. Assisted by Quade Green.,83,88
0:42,259,Justin Bibbs missed Layup.,83,88
0:42,96,PJ Washington Block.,83,88
0:42,96,Wenyen Gabriel Defensive Rebound.,83,88
0:36,259,Foul on Justin Robinson.,83,88
0:36,96,Quade Green made Free Throw.,83,89
0:36,96,Quade Green missed Free Throw.,83,89
0:36,259,Chris Clarke Defensive Rebound.,83,89
0:33,259,Virginia Tech  Timeout,83,89
0:30,259,Ahmed Hill missed Three Point Jumper.,83,89
0:30,96,PJ Washington Defensive Rebound.,83,89
0:25,259,Foul on Justin Robinson.,83,89
0:25,96,PJ Washington made Free Throw.,83,90
0:25,96,PJ Washington missed Free Throw.,83,90
0:25,259,Chris Clarke Defensive Rebound.,83,90
0:15,259,Nickeil Alexander-Walker missed Layup.,83,90
0:15,96,Hamidou Diallo Defensive Rebound.,83,90
0:13,259,Foul on Ahmed Hill.,83,90
0:13,96,Hamidou Diallo missed Free Throw.,83,90
0:13,96,Kentucky Deadball Team Rebound.,83,90
0:13,96,Hamidou Diallo made Free Throw.,83,91
0:11,259,Ahmed Hill made Three Point Jumper. Assisted by Justin Robinson.,86,91
0:08,259,Foul on Nickeil Alexander-Walker.,86,91
0:08,96,Kevin Knox made Free Throw.,86,92
0:08,96,Kevin Knox made Free Throw.,86,93
0:06,259,Justin Bibbs missed Three Point Jumper.,86,93
0:06,96,Wenyen Gabriel Defensive Rebound.,86,93
0:00,96,End of Game,86,93
