Lamar,2539,San Francisco,2320
3:31,2320,Dorian Chatman Defensive Rebound.,26,29
3:24,2539,Foul on Jordan Ratinho.,26,29
3:24,2320,Lamar  Timeout,26,29
3:00,2320,Joey Frenchwood made Jumper.,28,29
2:37,2539,Chase Foster missed Three Point Jumper.,28,29
2:37,2320,Joey Frenchwood Defensive Rebound.,28,29
2:25,2320,Tyrin Atwood missed Jumper.,28,29
2:25,2539,Nate Renfro Defensive Rebound.,28,29
2:08,2320,Foul on Nick Garth.,28,29
2:08,2539,Charles Minlend made Free Throw.,28,30
2:08,2539,Charles Minlend made Free Throw.,28,31
1:57,2320,Colton Weisbrod Turnover.,28,31
1:56,2539,Charles Minlend Steal.,28,31
1:54,2539,Charles Minlend made Layup.,28,33
1:34,2320,Christian Albright missed Three Point Jumper.,28,33
1:34,2539,Chase Foster Defensive Rebound.,28,33
1:10,2539,Charles Minlend missed Jumper.,28,33
1:10,2539,Nate Renfro Offensive Rebound.,28,33
1:05,2539,Jordan Ratinho made Three Point Jumper. Assisted by Nate Renfro.,28,36
0:38,2320,Christian Albright made Jumper.,30,36
0:04,2539,Chase Foster missed Three Point Jumper.,30,36
0:04,2320,Colton Weisbrod Defensive Rebound.,30,36
0:00,2539,End of 1st half,30,36
19:48,2320,Colton Weisbrod made Layup.,32,36
19:24,2539,Ronnie Boyce missed Jumper.,32,36
19:24,2539,Chase Foster Offensive Rebound.,32,36
19:20,2539,Chase Foster made Three Point Jumper.,32,39
19:04,2320,Josh Nzeakor missed Layup.,32,39
19:04,2320,Josh Nzeakor Offensive Rebound.,32,39
19:00,2320,Josh Nzeakor Turnover.,32,39
18:59,2539,Chase Foster Steal.,32,39
18:55,2539,Foul on Chase Foster.,32,39
18:55,2539,Chase Foster Turnover.,32,39
18:39,2320,Torey Noel Turnover.,32,39
18:38,2539,Nate Renfro Steal.,32,39
18:34,2539,Ronnie Boyce made Layup.,32,41
18:14,2320,Marcus Owens Turnover.,32,41
17:59,2539,Mladen Djordjevic made Three Point Jumper. Assisted by Nate Renfro.,32,44
17:44,2320,Marcus Owens missed Three Point Jumper.,32,44
17:44,2539,Chase Foster Defensive Rebound.,32,44
17:25,2320,Foul on Marcus Owens.,32,44
17:25,2539,Chase Foster missed Free Throw.,32,44
17:25,2539,San Francisco Deadball Team Rebound.,32,44
17:25,2539,Chase Foster made Free Throw.,32,45
16:58,2320,Colton Weisbrod missed Jumper.,32,45
16:58,2539,Charles Minlend Defensive Rebound.,32,45
16:46,2539,Chase Foster made Three Point Jumper. Assisted by Nate Renfro.,32,48
16:38,2320,Lamar  Timeout,32,48
16:32,2539,Foul on Mladen Djordjevic.,32,48
16:31,2320,Torey Noel Turnover.,32,48
16:31,2539,Matt McCarthy Steal.,32,48
16:23,2320,Foul on Torey Noel.,32,48
16:13,2539,Chase Foster made Layup. Assisted by Nate Renfro.,32,50
16:13,2320,Foul on Josh Nzeakor.,32,50
16:13,2539,Chase Foster missed Free Throw.,32,50
16:13,2320,Tyrin Atwood Defensive Rebound.,32,50
15:58,2539,Foul on Jordan Ratinho.,32,50
15:58,2320,Lamar  Timeout,32,50
15:58,2320,Nick Garth made Free Throw.,33,50
15:58,2320,Nick Garth made Free Throw.,34,50
15:42,2320,Foul on Nick Garth.,34,50
15:38,2539,Charles Minlend made Layup.,34,52
15:26,2320,Tyrin Atwood made Jumper.,36,52
15:04,2320,Joey Frenchwood missed Jumper.,36,52
15:04,2539,Nate Renfro Defensive Rebound.,36,52
14:50,2539,Chase Foster made Three Point Jumper. Assisted by Charles Minlend.,36,55
14:26,2539,Foul on Charles Minlend.,36,55
14:06,2320,Colton Weisbrod made Layup. Assisted by Joey Frenchwood.,38,55
13:52,2539,Jimbo Lull missed Jumper.,38,55
13:52,2320,Colton Weisbrod Defensive Rebound.,38,55
13:40,2320,Josh Nzeakor made Dunk. Assisted by Tyrin Atwood.,40,55
13:19,2539,Ronnie Boyce made Jumper.,40,57
12:58,2320,Nick Garth missed Three Point Jumper.,40,57
12:58,2320,Tyrin Atwood Offensive Rebound.,40,57
12:54,2539,Foul on Mladen Djordjevic.,40,57
12:54,2320,Tyrin Atwood made Free Throw.,41,57
12:54,2320,Tyrin Atwood made Free Throw.,42,57
12:42,2320,Foul on Josh Nzeakor.,42,57
12:39,2539,Jordan Ratinho made Layup.,42,59
12:18,2320,Nick Garth Turnover.,42,59
12:07,2539,Jordan Ratinho made Three Point Jumper. Assisted by Remu Raitanen.,42,62
11:34,2320,Tyrin Atwood Turnover.,42,62
11:34,2539,San Francisco  Timeout,42,62
11:17,2539,Ronnie Boyce missed Three Point Jumper.,42,62
11:17,2320,Colton Weisbrod Defensive Rebound.,42,62
11:01,2320,Tyrin Atwood missed Jumper.,42,62
11:01,2539,Matt McCarthy Defensive Rebound.,42,62
10:53,2539,Ronnie Boyce missed Jumper.,42,62
10:53,2320,Dorian Chatman Block.,42,62
10:51,2539,Ronnie Boyce Offensive Rebound.,42,62
10:34,2539,Jordan Ratinho made Three Point Jumper. Assisted by Mladen Djordjevic.,42,65
10:09,2320,Colton Weisbrod made Layup.,44,65
10:09,2539,Foul on Matt McCarthy.,44,65
10:09,2320,Colton Weisbrod made Free Throw.,45,65
9:54,2539,Charles Minlend missed Three Point Jumper.,45,65
9:54,2320,Torey Noel Defensive Rebound.,45,65
9:35,2320,Joey Frenchwood made Three Point Jumper.,48,65
9:12,2539,Charles Minlend missed Layup.,48,65
9:12,2320,Tyrin Atwood Block.,48,65
9:09,2320,Colton Weisbrod Defensive Rebound.,48,65
9:08,2320,Colton Weisbrod Turnover.,48,65
9:07,2539,Ronnie Boyce made Layup.,48,67
8:57,2320,Torey Noel missed Three Point Jumper.,48,67
8:57,2539,Ronnie Boyce Defensive Rebound.,48,67
8:18,2539,Jordan Ratinho missed Three Point Jumper.,48,67
8:18,2539,Matt McCarthy Offensive Rebound.,48,67
8:15,2320,Foul on Dorian Chatman.,48,67
8:15,2539,Matt McCarthy made Free Throw.,48,68
8:15,2539,Matt McCarthy made Free Throw.,48,69
7:57,2320,Colton Weisbrod missed Layup.,48,69
7:57,2320,Colton Weisbrod Offensive Rebound.,48,69
7:54,2320,Colton Weisbrod made Layup.,50,69
7:43,2539,Ronnie Boyce missed Three Point Jumper.,50,69
7:43,2539,Jordan Ratinho Offensive Rebound.,50,69
7:27,2539,Ronnie Boyce made Layup. Assisted by Jordan Ratinho.,50,71
7:10,2320,Christian Albright made Layup. Assisted by Torey Noel.,52,71
6:56,2320,Foul on Colton Weisbrod.,52,71
6:56,2539,San Francisco  Timeout,52,71
6:56,2539,Charles Minlend missed Free Throw.,52,71
6:56,2539,Nate Renfro Offensive Rebound.,52,71
6:49,2539,Charles Minlend missed Three Point Jumper.,52,71
6:49,2320,Joey Frenchwood Defensive Rebound.,52,71
6:15,2320,Joey Frenchwood Turnover.,52,71
6:14,2539,Chase Foster Steal.,52,71
6:13,2539,Chase Foster Turnover.,52,71
6:12,2320,Christian Albright Steal.,52,71
5:56,2320,Christian Albright made Layup. Assisted by Colton Weisbrod.,54,71
5:15,2539,Chase Foster missed Layup.,54,71
5:15,2539,Jimbo Lull Offensive Rebound.,54,71
5:12,2539,Jimbo Lull made Two Point Tip Shot.,54,73
4:55,2320,Tyrin Atwood Turnover.,54,73
4:36,2539,Jordan Ratinho missed Jumper.,54,73
4:36,2320,Tyrin Atwood Defensive Rebound.,54,73
4:27,2539,Foul on Jimbo Lull.,54,73
4:27,2320,Josh Nzeakor missed Free Throw.,54,73
4:27,2539,Nate Renfro Defensive Rebound.,54,73
3:59,2539,Mladen Djordjevic missed Three Point Jumper.,54,73
3:59,2320,Lamar Deadball Team Rebound.,54,73
3:57,2320,Lamar  Timeout,54,73
3:29,2320,Colton Weisbrod missed Layup.,54,73
3:29,2539,Nate Renfro Defensive Rebound.,54,73
3:19,2539,Nate Renfro missed Layup.,54,73
3:19,2539,San Francisco Offensive Rebound.,54,73
3:02,2539,Remu Raitanen made Layup.,54,75
2:40,2320,Joey Frenchwood made Three Point Jumper. Assisted by Zjori Bosha.,57,75
2:18,2539,Jordan Ratinho missed Three Point Jumper.,57,75
2:18,2320,Josh Nzeakor Defensive Rebound.,57,75
2:16,2539,Foul on Remu Raitanen.,57,75
2:16,2320,Josh Nzeakor made Free Throw.,58,75
2:16,2320,Josh Nzeakor missed Free Throw.,58,75
2:16,2539,Chance Anderson Defensive Rebound.,58,75
1:59,2320,Foul on Joey Frenchwood.,58,75
1:59,2539,Chance Anderson made Free Throw.,58,76
1:59,2539,Chance Anderson missed Free Throw.,58,76
1:59,2539,Remu Raitanen Offensive Rebound.,58,76
1:57,2539,Remu Raitanen made Layup.,58,78
1:40,2320,Joey Frenchwood Turnover.,58,78
1:40,2539,Jordan Ratinho Steal.,58,78
1:40,2539,San Francisco  Timeout,58,78
1:30,2320,Foul on Marcus Owens.,58,78
1:30,2539,Charles Minlend made Free Throw.,58,79
1:30,2539,Charles Minlend made Free Throw.,58,80
1:23,2539,Chance Anderson missed Three Point Jumper.,58,80
1:23,2320,Josh Nzeakor Defensive Rebound.,58,80
0:50,2539,Jordan Ratinho made Jumper.,58,82
0:33,2320,Colton Weisbrod made Layup.,60,82
0:13,2539,Chance Anderson missed Three Point Jumper.,60,82
0:13,2320,Josh Nzeakor Defensive Rebound.,60,82
0:06,2320,Joey Frenchwood made Three Point Jumper.,63,82
0:00,2539,End of Game,63,82
