Delaware State,48,Delaware,2169
3:11,2169,DeAndre Haywood missed Jumper.,23,29
3:11,48,Anthony Mosley Defensive Rebound.,23,29
2:46,48,Cazmon Hayes missed Three Point Jumper.,23,29
2:46,48,Devonne Pinkard Offensive Rebound.,23,29
2:41,48,Devonne Pinkard made Layup.,23,31
2:13,2169,Devin Morgan missed Three Point Jumper.,23,31
2:13,48,Chivarsky Corbett Defensive Rebound.,23,31
1:58,48,Foul on Anthony Mosley.,23,31
1:58,48,Anthony Mosley Turnover.,23,31
1:36,2169,Artem Tavakalyan missed Jumper.,23,31
1:36,48,Cazmon Hayes Defensive Rebound.,23,31
1:29,48,Darian Bryant Turnover.,23,31
1:28,2169,Artem Tavakalyan Steal.,23,31
1:27,2169,Artem Tavakalyan made Layup.,25,31
1:26,48,Foul on Chivarsky Corbett.,25,31
1:26,2169,Artem Tavakalyan made Free Throw.,26,31
1:14,48,Cazmon Hayes missed Jumper.,26,31
1:14,2169,DeVaughn Mallory Defensive Rebound.,26,31
0:44,48,Foul on Cazmon Hayes.,26,31
0:40,2169,DeVaughn Mallory made Jumper. Assisted by Artem Tavakalyan.,28,31
0:34,48,Delaware  Timeout,28,31
0:11,48,Ryan Daly missed Three Point Jumper.,28,31
0:11,48,Cazmon Hayes Offensive Rebound.,28,31
0:10,48,Cazmon Hayes missed Dunk.,28,31
0:09,48,Chivarsky Corbett Offensive Rebound.,28,31
0:08,48,Chivarsky Corbett missed Layup.,28,31
0:07,48,Cazmon Hayes Offensive Rebound.,28,31
0:06,48,Cazmon Hayes missed Layup.,28,31
0:05,2169,Artem Tavakalyan Block.,28,31
0:04,48,Eric Carter Offensive Rebound.,28,31
0:03,48,Eric Carter missed Layup.,28,31
0:02,2169,Delaware St Defensive Rebound.,28,31
0:01,2169,Dana Raysor Turnover.,28,31
0:01,48,Cazmon Hayes Steal.,28,31
0:00,48,End of 1st half,28,31
19:34,2169,DeAndre Haywood missed Jumper.,28,31
19:34,48,Eric Carter Defensive Rebound.,28,31
19:33,2169,Foul on Demola Onifade.,28,31
19:07,48,Devonne Pinkard missed Three Point Jumper.,28,31
19:07,2169,Devin Morgan Defensive Rebound.,28,31
18:39,2169,Kavon Waller missed Layup.,28,31
18:39,48,Eric Carter Defensive Rebound.,28,31
18:36,2169,Foul on DeAndre Haywood.,28,31
18:26,48,Chivarsky Corbett missed Three Point Jumper.,28,31
18:26,2169,DeVaughn Mallory Defensive Rebound.,28,31
18:06,48,Foul on Eric Carter.,28,31
18:06,2169,Artem Tavakalyan made Free Throw.,29,31
18:06,2169,Artem Tavakalyan made Free Throw.,30,31
17:51,48,Eric Carter made Layup. Assisted by Anthony Mosley.,30,33
17:22,2169,Mrdjan Gasevic made Layup. Assisted by DeAndre Haywood.,32,33
17:02,48,Cazmon Hayes made Layup.,32,35
16:44,48,Foul on Devonne Pinkard.,32,35
16:34,2169,DeAndre Haywood made Jumper. Assisted by Kavon Waller.,34,35
16:20,48,Cazmon Hayes missed Three Point Jumper.,34,35
16:20,2169,DeAndre Haywood Defensive Rebound.,34,35
16:13,2169,DeVaughn Mallory made Layup. Assisted by DeAndre Haywood.,36,35
16:07,48,Delaware  Timeout,36,35
16:01,2169,Foul on Mrdjan Gasevic.,36,35
15:41,48,Anthony Mosley missed Layup.,36,35
15:41,2169,Kavon Waller Defensive Rebound.,36,35
15:34,2169,Foul on Mrdjan Gasevic.,36,35
15:34,2169,Mrdjan Gasevic Turnover.,36,35
15:34,48,Official TV Timeout,36,35
15:21,48,Anthony Mosley Turnover.,36,35
15:07,2169,DeAndre Haywood missed Dunk.,36,35
15:07,48,Ryan Daly Defensive Rebound.,36,35
15:03,2169,Foul on DeVaughn Mallory.,36,35
15:03,48,Chivarsky Corbett missed Free Throw.,36,35
15:03,48,Delaware Deadball Team Rebound.,36,35
15:03,48,Chivarsky Corbett made Free Throw.,36,36
14:41,2169,DeAndre Haywood made Layup.,38,36
14:40,48,Foul on Chivarsky Corbett.,38,36
14:40,2169,DeAndre Haywood made Free Throw.,39,36
14:21,48,Foul on Ryan Daly.,39,36
14:21,48,Ryan Daly Turnover.,39,36
14:07,2169,DeVaughn Mallory Turnover.,39,36
14:05,48,Skye Johnson Steal.,39,36
14:00,48,Ryan Daly made Three Point Jumper.,39,39
13:41,2169,Devin Morgan Turnover.,39,39
13:38,48,Ryan Daly Steal.,39,39
13:36,48,Chivarsky Corbett Turnover.,39,39
13:34,2169,DeAndre Haywood Steal.,39,39
13:30,2169,DeAndre Haywood missed Layup.,39,39
13:30,48,Devonne Pinkard Defensive Rebound.,39,39
13:17,48,Chivarsky Corbett made Three Point Jumper. Assisted by Cazmon Hayes.,39,42
12:57,2169,DeVaughn Mallory missed Jumper.,39,42
12:57,48,Skye Johnson Defensive Rebound.,39,42
12:44,48,Ryan Daly missed Jumper.,39,42
12:44,2169,DeAndre Haywood Defensive Rebound.,39,42
12:20,2169,Kobe Gantz missed Layup.,39,42
12:18,2169,Delaware St Offensive Rebound.,39,42
12:05,2169,Kobe Gantz Turnover.,39,42
12:04,48,Darian Bryant Steal.,39,42
12:02,48,Darian Bryant made Layup.,39,44
11:48,2169,Devin Morgan missed Layup.,39,44
11:48,48,Skye Johnson Defensive Rebound.,39,44
11:36,48,Cazmon Hayes made Layup. Assisted by Darian Bryant.,39,46
11:22,2169,Delaware St  Timeout,39,46
11:06,48,Foul on Devonne Pinkard.,39,46
10:40,2169,Devin Morgan made Three Point Jumper.,42,46
10:15,48,Ryan Daly made Jumper.,42,48
9:39,2169,Kavon Waller made Jumper. Assisted by DeVaughn Mallory.,44,48
9:18,48,Ryan Daly missed Three Point Jumper.,44,48
9:18,48,Darian Bryant Offensive Rebound.,44,48
9:06,48,Ryan Daly missed Layup.,44,48
9:06,2169,Kavon Waller Block.,44,48
9:03,48,Ryan Daly Offensive Rebound.,44,48
9:01,48,Ryan Daly missed Layup.,44,48
9:01,48,Ryan Daly Offensive Rebound.,44,48
8:54,48,Ryan Daly missed Layup.,44,48
8:54,2169,Delaware St Defensive Rebound.,44,48
8:54,48,Eric Carter Turnover.,44,48
8:51,2169,Kavon Waller missed Three Point Jumper.,44,48
8:51,48,Chivarsky Corbett Defensive Rebound.,44,48
8:34,48,Anthony Mosley missed Layup.,44,48
8:34,2169,DeVaughn Mallory Block.,44,48
8:34,48,Delaware Offensive Rebound.,44,48
8:30,48,Chivarsky Corbett missed Three Point Jumper.,44,48
8:30,2169,DeVaughn Mallory Defensive Rebound.,44,48
8:20,2169,Devin Morgan Turnover.,44,48
8:19,48,Chivarsky Corbett Steal.,44,48
8:17,48,Darian Bryant made Layup. Assisted by Chivarsky Corbett.,44,50
8:05,48,Foul on Darian Bryant.,44,50
7:59,2169,Kobe Gantz missed Free Throw.,44,50
7:59,48,Eric Carter Defensive Rebound.,44,50
7:42,48,Chivarsky Corbett missed Jumper.,44,50
7:41,48,Eric Carter Offensive Rebound.,44,50
7:40,2169,Foul on Joseph Lewis.,44,50
7:40,48,Official TV Timeout,44,50
7:40,48,Eric Carter made Free Throw.,44,51
7:40,48,Eric Carter made Free Throw.,44,52
7:09,2169,DeVaughn Mallory missed Jumper.,44,52
7:09,48,Eric Carter Defensive Rebound.,44,52
6:36,48,Devonne Pinkard missed Three Point Jumper.,44,52
6:36,2169,Joseph Lewis Defensive Rebound.,44,52
6:22,2169,Devin Morgan missed Three Point Jumper.,44,52
6:22,48,Devonne Pinkard Defensive Rebound.,44,52
6:06,2169,Foul on Devin Morgan.,44,52
6:06,48,Cazmon Hayes made Free Throw.,44,53
6:06,48,Cazmon Hayes missed Free Throw.,44,53
6:06,2169,Joseph Lewis Defensive Rebound.,44,53
5:36,2169,Joseph Lewis missed Jumper.,44,53
5:36,48,Chivarsky Corbett Defensive Rebound.,44,53
5:08,48,Devonne Pinkard missed Three Point Jumper.,44,53
5:08,2169,Devin Morgan Defensive Rebound.,44,53
4:59,2169,DeAndre Haywood missed Three Point Jumper.,44,53
4:59,48,Chivarsky Corbett Defensive Rebound.,44,53
4:32,48,Anthony Mosley missed Layup.,44,53
4:32,2169,DeVaughn Mallory Defensive Rebound.,44,53
4:24,2169,Devin Morgan made Layup.,46,53
4:05,48,Darian Bryant made Layup. Assisted by Eric Carter.,46,55
3:44,2169,DeAndre Haywood Turnover.,46,55
3:44,2169,Foul on DeAndre Haywood.,46,55
3:44,48,Official TV Timeout,46,55
3:20,48,Ryan Daly Turnover.,46,55
3:18,2169,Artem Tavakalyan Steal.,46,55
3:16,2169,Artem Tavakalyan missed Layup.,46,55
3:16,48,Darian Bryant Defensive Rebound.,46,55
2:47,48,Cazmon Hayes made Jumper. Assisted by Darian Bryant.,46,57
2:24,48,Foul on Anthony Mosley.,46,57
2:24,2169,Joseph Lewis missed Free Throw.,46,57
2:24,2169,Delaware St Deadball Team Rebound.,46,57
2:24,2169,Joseph Lewis made Free Throw.,47,57
2:08,2169,Foul on Devin Morgan.,47,57
2:08,48,Ryan Daly made Free Throw.,47,58
2:08,48,Ryan Daly made Free Throw.,47,59
2:03,2169,Devin Morgan missed Three Point Jumper.,47,59
2:03,48,Ryan Daly Defensive Rebound.,47,59
1:35,48,Anthony Mosley made Layup.,47,61
1:22,2169,Joseph Lewis missed Layup.,47,61
1:22,48,Eric Carter Defensive Rebound.,47,61
1:12,48,Darian Bryant Turnover.,47,61
1:10,2169,DeAndre Haywood Steal.,47,61
1:09,2169,DeAndre Haywood made Dunk.,49,61
0:46,48,Ryan Daly made Layup. Assisted by Eric Carter.,49,63
0:39,2169,Devin Morgan missed Layup.,49,63
0:38,48,Eric Carter Defensive Rebound.,49,63
0:37,2169,Foul on Devin Morgan.,49,63
0:37,48,Eric Carter missed Free Throw.,49,63
0:37,48,Delaware Deadball Team Rebound.,49,63
0:37,48,Eric Carter made Free Throw.,49,64
0:30,2169,DeAndre Haywood missed Layup.,49,64
0:30,48,Ryan Daly Defensive Rebound.,49,64
0:00,48,End of Game,49,64
