St. John's,127,Michigan State,2599
10:32,127,Miles Bridges missed Layup.,47,50
10:32,2599,Marcus LoVett Defensive Rebound.,47,50
10:26,2599,Marcus LoVett made Jumper.,49,50
10:09,127,Miles Bridges made Jumper. Assisted by Lourawls Nairn Jr..,49,52
9:53,2599,Federico Mussini Turnover.,49,52
9:53,2599,Foul on Federico Mussini.,49,52
9:39,127,Miles Bridges missed Jumper.,49,52
9:39,2599,Marcus LoVett Defensive Rebound.,49,52
9:31,2599,Marcus LoVett missed Three Point Jumper.,49,52
9:31,127,Eron Harris Defensive Rebound.,49,52
9:21,127,Miles Bridges made Three Point Jumper. Assisted by Lourawls Nairn Jr..,49,55
9:18,2599,St. John's  Timeout,49,55
9:18,127,Official TV Timeout,49,55
9:12,127,Foul on Kenny Goins.,49,55
8:57,127,Foul on Eron Harris.,49,55
8:57,2599,Marcus LoVett made Free Throw.,50,55
8:57,2599,Marcus LoVett made Free Throw.,51,55
8:43,127,Miles Bridges Defensive Rebound.,51,55
8:43,127,Miles Bridges missed Jumper.,51,55
8:22,2599,Kassoum Yakwe made Layup.,53,55
8:00,2599,Yankuba Sima missed Free Throw.,53,55
8:00,127,Nick Ward Defensive Rebound.,53,55
8:00,127,Foul on Matt Van Dyk.,53,55
7:35,127,Lourawls Nairn Jr. made Three Point Jumper. Assisted by Alvin Ellis III.,53,58
7:20,2599,Kassoum Yakwe missed Jumper.,53,58
7:20,127,Nick Ward Defensive Rebound.,53,58
6:48,127,Michigan St  Turnover.,53,58
6:48,127,Official TV Timeout,53,58
6:39,2599,Marcus LoVett missed Jumper.,53,58
6:39,127,Nick Ward Block.,53,58
6:37,127,Lourawls Nairn Jr. Defensive Rebound.,53,58
6:33,127,Eron Harris missed Three Point Jumper.,53,58
6:33,2599,Kassoum Yakwe Defensive Rebound.,53,58
6:09,2599,Marcus LoVett Turnover.,53,58
5:45,127,Nick Ward made Layup. Assisted by Miles Bridges.,53,60
5:26,2599,Tariq Owens missed Layup.,53,60
5:26,127,Nick Ward Block.,53,60
5:23,127,Nick Ward Defensive Rebound.,53,60
5:08,127,Nick Ward missed Layup.,53,60
5:08,2599,Kassoum Yakwe Block.,53,60
5:07,127,Michigan St Offensive Rebound.,53,60
4:55,127,Nick Ward made Dunk. Assisted by Eron Harris.,53,62
4:55,2599,Foul on Tariq Owens.,53,62
4:55,127,Nick Ward missed Free Throw.,53,62
4:55,2599,Bashir Ahmed Defensive Rebound.,53,62
4:38,2599,Bashir Ahmed missed Layup.,53,62
4:38,127,Miles Bridges Block.,53,62
4:36,127,Eron Harris Defensive Rebound.,53,62
4:18,127,Eron Harris missed Three Point Jumper.,53,62
4:18,127,Matt McQuaid Offensive Rebound.,53,62
3:57,127,Nick Ward Turnover.,53,62
3:57,127,Official TV Timeout,53,62
3:47,127,Foul on Kenny Goins.,53,62
3:47,2599,Marcus LoVett missed Free Throw.,53,62
3:47,127,Eron Harris Defensive Rebound.,53,62
3:23,127,Miles Bridges made Three Point Jumper. Assisted by Matt Van Dyk.,53,65
3:08,2599,Marcus LoVett missed Jumper.,53,65
3:08,127,Miles Bridges Defensive Rebound.,53,65
2:47,127,Michigan St  Timeout,53,65
2:41,127,Matt Van Dyk made Layup. Assisted by Cassius Winston.,53,67
2:25,2599,Bashir Ahmed missed Layup.,53,67
2:25,2599,Bashir Ahmed Offensive Rebound.,53,67
2:23,2599,Bashir Ahmed made Two Point Tip Shot.,55,67
2:08,2599,Foul on Bashir Ahmed.,55,67
2:07,2599,Foul on Bashir Ahmed.,55,68
2:07,127,Eron Harris made Free Throw.,55,68
2:07,2599,Technical Foul on Bashir Ahmed.,55,68
2:07,127,Eron Harris made Free Throw.,55,69
2:07,127,Miles Bridges missed Free Throw.,55,69
2:07,2599,Kassoum Yakwe Defensive Rebound.,55,69
1:49,2599,Shamorie Ponds made Layup. Assisted by Malik Ellison.,57,69
1:11,127,Eron Harris made Three Point Jumper.,57,72
1:11,127,Foul on Eron Harris.,57,72
1:11,2599,Shamorie Ponds missed Free Throw.,57,72
1:11,2599,St. John's Deadball Team Rebound.,57,72
1:11,2599,Shamorie Ponds made Free Throw.,58,72
1:11,2599,Shamorie Ponds made Free Throw.,59,72
0:58,127,Cassius Winston missed Layup.,59,72
0:58,2599,Kassoum Yakwe Block.,59,72
0:55,2599,Marcus LoVett Defensive Rebound.,59,72
0:52,2599,Marcus LoVett missed Layup.,59,72
0:52,127,Alvin Ellis III Defensive Rebound.,59,72
0:51,2599,Foul on Shamorie Ponds.,59,72
0:50,2599,Amar Alibegovic missed Free Throw.,59,72
0:50,127,Michigan St Deadball Team Rebound.,59,72
0:50,127,Alvin Ellis III made Free Throw.,59,73
0:50,127,Michigan St Deadball Team Rebound.,60,73
0:45,2599,Shamorie Ponds made Three Point Jumper.,62,73
0:17,127,Alvin Ellis III missed Three Point Jumper.,62,73
0:17,2599,St. John's Defensive Rebound.,62,73
0:09,2599,Shamorie Ponds missed Three Point Jumper.,62,73
0:09,127,Matt Van Dyk Defensive Rebound.,62,73
0:00,127,End of Game,62,73
