Appalachian State,42,Hartford,2026
9:12,2026,Ronshad Shabazz missed Three Point Jumper.,16,15
9:12,42,Jason Dunne Defensive Rebound.,16,15
8:58,42,Jason Dunne Turnover.,16,15
8:48,2026,Emarius Logan missed Jumper.,16,15
8:48,42,Jason Dunne Defensive Rebound.,16,15
8:28,42,Jason Dunne made Three Point Jumper. Assisted by Max Twyman.,16,18
8:11,2026,Ronshad Shabazz missed Jumper.,16,18
8:11,42,Jack Hobbs Defensive Rebound.,16,18
8:09,2026,Foul on Kelvin Robinson.,16,18
7:59,2026,Foul on Bennett Holley.,16,18
7:59,42,Official TV Timeout,16,18
7:59,42,John Carroll made Free Throw.,16,19
7:59,42,John Carroll missed Free Throw.,16,19
7:59,2026,Jake Babic Defensive Rebound.,16,19
7:41,2026,Tyrell Johnson Turnover.,16,19
7:39,42,Jalen Ross Steal.,16,19
7:20,42,Jalen Ross Turnover.,16,19
7:07,2026,Tyrell Johnson missed Jumper.,16,19
7:07,42,Jack Hobbs Defensive Rebound.,16,19
6:52,42,Jason Dunne made Layup.,16,21
6:52,2026,Appalachian St  Timeout,16,21
6:22,2026,Jake Babic missed Jumper.,16,21
6:22,42,Jalen Ross Defensive Rebound.,16,21
6:18,42,Jalen Ross Turnover.,16,21
6:16,2026,Emarius Logan Steal.,16,21
6:11,2026,Ronshad Shabazz made Layup. Assisted by Jake Babic.,18,21
6:10,42,Foul on John Carroll.,18,21
6:10,2026,Ronshad Shabazz made Free Throw.,19,21
5:56,42,Jack Hobbs made Three Point Jumper. Assisted by J.R. Lynch.,19,24
5:31,2026,Emarius Logan made Three Point Jumper. Assisted by Ronshad Shabazz.,22,24
5:14,42,Jalen Ross missed Layup.,22,24
5:14,2026,Craig Hinton Defensive Rebound.,22,24
5:03,2026,Jake Babic missed Three Point Jumper.,22,24
5:03,42,John Carroll Defensive Rebound.,22,24
4:49,42,John Carroll made Layup.,22,26
4:22,2026,Ronshad Shabazz missed Jumper.,22,26
4:22,42,Jason Dunne Defensive Rebound.,22,26
4:03,42,Jalen Ross missed Three Point Jumper.,22,26
4:03,2026,Emarius Logan Defensive Rebound.,22,26
3:35,2026,Emarius Logan made Three Point Jumper.,25,26
3:21,2026,Foul on Jake Babic.,25,26
3:21,42,Official TV Timeout,25,26
3:21,42,Jalen Ross missed Free Throw.,25,26
3:21,2026,Isaac Johnson Defensive Rebound.,25,26
3:03,2026,Ronshad Shabazz missed Layup.,25,26
3:03,2026,Ronshad Shabazz Offensive Rebound.,25,26
3:01,2026,Ronshad Shabazz missed Layup.,25,26
3:01,42,Nikola Colovic Block.,25,26
2:58,42,Nikola Colovic Defensive Rebound.,25,26
2:56,42,Nikola Colovic Turnover.,25,26
2:37,42,Foul on Nikola Colovic.,25,26
2:37,2026,Isaac Johnson missed Free Throw.,25,26
2:37,2026,Appalachian St Deadball Team Rebound.,25,26
2:37,2026,Isaac Johnson made Free Throw.,26,26
2:24,42,Andrew Ramirez Turnover.,26,26
2:10,42,Jack Hobbs Steal.,26,26
2:10,2026,Ronshad Shabazz Turnover.,26,26
1:52,42,John Carroll missed Jumper.,26,26
1:52,2026,Isaac Johnson Defensive Rebound.,26,26
1:38,2026,Isaac Johnson missed Layup.,26,26
1:38,42,John Carroll Defensive Rebound.,26,26
1:15,42,Andrew Ramirez missed Layup.,26,26
1:15,2026,Ronshad Shabazz Defensive Rebound.,26,26
1:09,2026,Ronshad Shabazz made Layup.,28,26
1:06,42,Hartford  Timeout,28,26
0:57,42,Jalen Ross made Three Point Jumper.,28,29
0:42,2026,Ronshad Shabazz missed Jumper.,28,29
0:42,2026,Isaac Johnson Offensive Rebound.,28,29
0:38,2026,Isaac Johnson made Layup.,30,29
0:15,42,John Carroll missed Layup.,30,29
0:15,2026,Isaac Johnson Block.,30,29
0:13,2026,Patrick Good Defensive Rebound.,30,29
0:10,2026,Patrick Good made Layup.,32,29
0:00,42,Jalen Ross missed Layup.,32,29
0:00,2026,Matt O'Boyle Defensive Rebound.,32,29
0:00,42,End of 1st half,32,29
19:46,2026,Tyrell Johnson Turnover.,32,29
19:46,42,J.R. Lynch Steal.,32,29
19:32,42,Jason Dunne missed Layup.,32,29
19:32,2026,Ronshad Shabazz Defensive Rebound.,32,29
19:24,2026,Kelvin Robinson missed Jumper.,32,29
19:24,2026,Appalachian St Offensive Rebound.,32,29
19:21,2026,Ronshad Shabazz missed Jumper.,32,29
19:21,2026,Griffin Kinney Offensive Rebound.,32,29
19:14,2026,Ronshad Shabazz made Layup.,34,29
19:14,42,Foul on Jack Hobbs.,34,29
19:14,2026,Ronshad Shabazz made Free Throw.,35,29
18:47,2026,Foul on Kelvin Robinson.,35,29
18:42,42,J.R. Lynch missed Layup.,35,29
18:42,2026,Griffin Kinney Defensive Rebound.,35,29
18:26,2026,Kelvin Robinson Turnover.,35,29
18:24,42,John Carroll Steal.,35,29
18:21,42,Jalen Ross made Layup. Assisted by Jason Dunne.,35,31
18:05,2026,Kelvin Robinson made Layup.,37,31
17:41,42,Jalen Ross missed Three Point Jumper.,37,31
17:41,2026,Griffin Kinney Defensive Rebound.,37,31
17:38,42,Foul on Jack Hobbs.,37,31
17:10,2026,Ronshad Shabazz missed Jumper.,37,31
17:10,42,Jason Dunne Defensive Rebound.,37,31
17:02,42,George Blagojevic missed Layup.,37,31
17:02,2026,Griffin Kinney Block.,37,31
16:58,2026,Tyrell Johnson Defensive Rebound.,37,31
16:55,2026,Ronshad Shabazz made Layup.,39,31
16:32,42,J.R. Lynch Turnover.,39,31
16:30,2026,Emarius Logan Steal.,39,31
16:27,2026,Emarius Logan missed Layup.,39,31
16:27,42,Jason Dunne Block.,39,31
16:25,42,George Blagojevic Defensive Rebound.,39,31
16:25,2026,Foul on Tyrell Johnson.,39,31
16:08,42,Jason Dunne missed Three Point Jumper.,39,31
16:08,2026,Griffin Kinney Defensive Rebound.,39,31
15:59,2026,Ronshad Shabazz made Layup.,41,31
15:37,42,Official TV Timeout,41,31
15:24,2026,Foul on Isaac Johnson.,41,31
15:20,42,John Carroll Turnover.,41,31
15:03,2026,Matt O'Boyle missed Three Point Jumper.,41,31
15:03,2026,Patrick Good Offensive Rebound.,41,31
14:55,2026,Jake Babic made Three Point Jumper. Assisted by Patrick Good.,44,31
14:30,42,Nikola Colovic made Layup. Assisted by Jason Dunne.,44,33
14:14,2026,Ronshad Shabazz made Three Point Jumper. Assisted by Matt O'Boyle.,47,33
13:55,42,Jalen Ross missed Layup.,47,33
13:55,2026,Isaac Johnson Defensive Rebound.,47,33
13:47,2026,Ronshad Shabazz missed Layup.,47,33
13:47,42,George Blagojevic Block.,47,33
13:47,2026,Appalachian St Offensive Rebound.,47,33
13:42,2026,Isaac Johnson made Layup.,49,33
13:34,42,Hartford  Timeout,49,33
13:13,2026,Foul on Matt O'Boyle.,49,33
13:03,42,Jason Dunne missed Layup.,49,33
13:03,42,Jason Dunne Offensive Rebound.,49,33
13:01,42,Jason Dunne Turnover.,49,33
12:46,2026,Patrick Good Turnover.,49,33
12:32,42,Andrew Ramirez Turnover.,49,33
12:30,2026,Isaac Johnson Steal.,49,33
12:21,2026,Emarius Logan missed Three Point Jumper.,49,33
12:21,2026,Matt O'Boyle Offensive Rebound.,49,33
12:17,2026,Matt O'Boyle made Layup.,51,33
12:00,42,Jason Dunne made Three Point Jumper. Assisted by Andrew Ramirez.,51,36
11:50,2026,Jake Babic Turnover.,51,36
11:50,42,Official TV Timeout,51,36
11:37,42,Jack Hobbs missed Three Point Jumper.,51,36
11:37,2026,Ronshad Shabazz Defensive Rebound.,51,36
11:16,2026,Ronshad Shabazz Turnover.,51,36
11:00,42,J.R. Lynch missed Layup.,51,36
11:00,42,Jason Dunne Offensive Rebound.,51,36
10:51,42,Andrew Ramirez made Three Point Jumper.,51,39
10:38,2026,Griffin Kinney missed Jumper.,51,39
10:38,42,Jason Dunne Defensive Rebound.,51,39
10:25,42,Andrew Ramirez missed Three Point Jumper.,51,39
10:25,2026,Ronshad Shabazz Defensive Rebound.,51,39
10:04,2026,Kelvin Robinson missed Jumper.,51,39
10:04,42,John Carroll Defensive Rebound.,51,39
9:55,42,J.R. Lynch Turnover.,51,39
9:55,2026,Appalachian St  Timeout,51,39
9:36,2026,Tyrell Johnson missed Jumper.,51,39
9:36,42,Jack Hobbs Defensive Rebound.,51,39
9:24,42,Andrew Ramirez missed Layup.,51,39
9:24,42,John Carroll Offensive Rebound.,51,39
9:21,2026,Foul on Tyrell Johnson.,51,39
9:00,2026,Foul on Emarius Logan.,51,39
9:00,42,Andrew Ramirez made Free Throw.,51,40
9:00,42,Andrew Ramirez made Free Throw.,51,41
8:43,2026,Isaac Johnson Turnover.,51,41
8:33,2026,Foul on Jake Babic.,51,41
8:33,42,J.R. Lynch made Free Throw.,51,42
8:33,42,J.R. Lynch made Free Throw.,51,43
8:13,2026,Isaac Johnson made Layup.,53,43
8:03,42,J.R. Lynch missed Layup.,53,43
8:03,2026,Isaac Johnson Block.,53,43
8:03,42,Hartford Offensive Rebound.,53,43
7:57,42,Jack Hobbs made Three Point Jumper. Assisted by Jalen Ross.,53,46
7:22,2026,Patrick Good missed Three Point Jumper.,53,46
7:22,42,Jack Hobbs Defensive Rebound.,53,46
6:55,42,Andrew Ramirez missed Three Point Jumper.,53,46
6:55,2026,Patrick Good Defensive Rebound.,53,46
6:47,42,Official TV Timeout,53,46
6:27,2026,Patrick Good missed Three Point Jumper.,53,46
6:27,42,Jason Dunne Defensive Rebound.,53,46
6:11,42,Jalen Ross missed Layup.,53,46
6:11,2026,Isaac Johnson Block.,53,46
6:09,2026,Isaac Johnson Defensive Rebound.,53,46
5:54,2026,Jake Babic made Layup. Assisted by Isaac Johnson.,55,46
5:35,42,Jalen Ross missed Jumper.,55,46
5:35,42,John Carroll Offensive Rebound.,55,46
5:34,2026,Foul on Jake Babic.,55,46
5:34,42,John Carroll missed Free Throw.,55,46
5:34,2026,Matt O'Boyle Defensive Rebound.,55,46
5:18,2026,Isaac Johnson missed Layup.,55,46
5:18,2026,Isaac Johnson Offensive Rebound.,55,46
5:13,2026,Patrick Good missed Three Point Jumper.,55,46
5:13,2026,Matt O'Boyle Offensive Rebound.,55,46
5:07,2026,Matt O'Boyle made Layup.,57,46
4:54,42,Jalen Ross made Three Point Jumper. Assisted by John Carroll.,57,49
4:52,42,Hartford  Timeout,57,49
4:40,42,Foul on Jalen Ross.,57,49
4:27,2026,Griffin Kinney missed Jumper.,57,49
4:27,2026,Ronshad Shabazz Offensive Rebound.,57,49
4:23,2026,Ronshad Shabazz missed Three Point Jumper.,57,49
4:23,42,J.R. Lynch Defensive Rebound.,57,49
4:14,42,Jason Dunne missed Layup.,57,49
4:14,2026,Griffin Kinney Defensive Rebound.,57,49
4:08,2026,Griffin Kinney Turnover.,57,49
4:07,42,Jason Dunne Steal.,57,49
4:06,42,Jason Dunne made Layup.,57,51
3:42,42,Foul on Andrew Ramirez.,57,51
3:42,42,Official TV Timeout,57,51
3:32,2026,Ronshad Shabazz made Jumper.,59,51
3:13,42,John Carroll missed Layup.,59,51
3:13,2026,Ronshad Shabazz Defensive Rebound.,59,51
3:03,2026,Ronshad Shabazz missed Layup.,59,51
3:03,42,John Carroll Defensive Rebound.,59,51
2:53,42,Jason Dunne made Layup.,59,53
2:53,2026,Foul on Patrick Good.,59,53
2:53,42,Jason Dunne made Free Throw.,59,54
2:34,2026,Jake Babic made Layup.,61,54
2:25,42,Jason Dunne missed Three Point Jumper.,61,54
2:25,2026,Jake Babic Defensive Rebound.,61,54
2:14,42,Foul on Jalen Ross.,61,54
2:00,42,Foul on Jason Dunne.,61,54
1:35,2026,Ronshad Shabazz made Layup.,63,54
1:22,42,Jalen Ross made Three Point Jumper.,63,57
1:20,42,Hartford  Timeout,63,57
1:19,2026,Griffin Kinney Turnover.,63,57
1:17,42,J.R. Lynch Steal.,63,57
1:03,42,Jason Dunne made Jumper.,63,59
0:59,42,Foul on Jason Dunne.,63,59
0:59,2026,Ronshad Shabazz made Free Throw.,64,59
0:59,2026,Ronshad Shabazz made Free Throw.,65,59
0:51,42,Jalen Ross missed Layup.,65,59
0:51,2026,Tyrell Johnson Defensive Rebound.,65,59
0:48,42,Foul on Andrew Ramirez.,65,59
0:48,2026,Ronshad Shabazz made Free Throw.,66,59
0:48,2026,Ronshad Shabazz made Free Throw.,67,59
0:44,2026,Foul on Patrick Good.,67,59
0:44,42,Jason Dunne made Free Throw.,67,60
0:44,42,Jason Dunne made Free Throw.,67,61
0:32,2026,Jake Babic made Dunk.,69,61
0:22,42,Jalen Ross Turnover.,69,61
0:07,42,Foul on Jalen Ross.,69,61
0:07,2026,Kelvin Robinson made Free Throw.,70,61
0:07,2026,Kelvin Robinson missed Free Throw.,70,61
0:07,42,Jack Hobbs Defensive Rebound.,70,61
0:01,42,Jason Dunne missed Layup.,70,61
0:01,2026,Kelvin Robinson Defensive Rebound.,70,61
0:00,42,End of Game,70,61
